"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Dorchester School District 4, South Carolina","4500002",42,38.6,48,43.8,38.4
"Abbeville County School District, South Carolina","4500690",43.1,41,49.3,50.3,25.6
"Aiken County School District, South Carolina","4500720",41,41.4,41,40.2,39.4
"Allendale County School District, South Carolina","4500750",38.7,38,43.2,51.1,31.9
"Anderson School District 1, South Carolina","4500780",39.8,34.2,46.7,38.7,44.4
"Anderson School District 2, South Carolina","4500810",41.8,37.2,50.5,29,36.7
"Anderson School District 3, South Carolina","4500840",39.3,34.9,51.6,62.2,52.5
"Anderson School District 4, South Carolina","4500870",43.5,38.5,53.5,29.5,55.9
"Anderson School District 5, South Carolina","4500900",40,35,49,41.9,38.9
"Bamberg School District 1, South Carolina","4500930",43,41,45.7,25.8,62.7
"Barnwell School District 45, South Carolina","4501080",38.7,37,49,42.8,40.4
"Beaufort County School District, South Carolina","4501110",43,24,52.3,35.4,40.7
"Berkeley County School District, South Carolina","4501170",35.3,28.5,41.2,35,40.4
"Calhoun County School District, South Carolina","4501250",45.3,41,53,52.6,45.2
"Charleston County School District, South Carolina","4501440",36.5,31.1,41.6,35.9,38.9
"Cherokee County School District, South Carolina","4501500",38.6,36.2,43.5,42.6,38.5
"Chester County School District, South Carolina","4501530",41.2,38.4,47.7,52.1,68.1
"Chesterfield County School District, South Carolina","4501560",41,41.9,40.1,29.3,37.7
"Clarendon School District 1, South Carolina","4501740",52.2,49.6,56.9,60.5,71.5
"Clarendon School District 2, South Carolina","4501770",42,37.9,50,52.6,42.1
"Clarendon School District 3, South Carolina","4501800",33,31.9,35.8,32.8,38.1
"Colleton County School District, South Carolina","4501830",41.7,37.8,52.6,23.9,26.9
"Darlington County School District, South Carolina","4501860",40.8,38.5,47.4,42.7,36.7
"Dillon School District 4, South Carolina","4501920",38.2,35.8,48.1,55.2,30.5
"Dorchester School District 2, South Carolina","4502010",35.3,25,42.3,31.9,42.7
"Edgefield County School District, South Carolina","4502070",42.1,43.6,41.7,39.3,38.1
"Fairfield County School District, South Carolina","4502100",44.1,42.3,51.3,28.7,37.7
"Florence School District 1, South Carolina","4502130",37.8,33.6,45.9,31.8,43.1
"Florence School District 3, South Carolina","4502190",38.3,36.2,41.8,47.5,41.4
"Florence School District 4, South Carolina","4502220",42.1,42,52.4,47,27.3
"Florence School District 5, South Carolina","4502250",38.3,36.4,44.2,63.3,44.3
"Georgetown County School District, South Carolina","4502280",47.5,40.7,56.1,45.4,51
"Greenville County School District, South Carolina","4502310",37.5,30.7,44.2,39.2,38.8
"Greenwood School District 50, South Carolina","4502340",38.1,34.1,47.6,40.9,39.7
"Hampton School District 1, South Carolina","4502430",38.8,36.3,45.9,49.6,33.6
"Hampton School District 2, South Carolina","4502460",40.7,42.8,38.2,31.9,40.4
"Horry County School District, South Carolina","4502490",43,28.3,51.3,34.9,40.3
"Jasper County School District, South Carolina","4502520",36.5,31.9,42.5,48.1,38.7
"Kershaw County School District, South Carolina","4502550",41.3,35.5,46.8,41.3,47.2
"Lancaster County School District, South Carolina","4502580",41.6,39.9,43.8,51.6,41.6
"Laurens School District 55, South Carolina","4502610",41.8,38.8,50.8,39.3,37.4
"Laurens School District 56, South Carolina","4502640",40.3,37.1,49.4,48.4,36.1
"Lee County School District, South Carolina","4502670",40.1,38.2,43.6,40.8,27.8
"Lexington School District 1, South Carolina","4502700",37.3,31.2,44,46.7,40.4
"Lexington School District 2, South Carolina","4502730",37.3,34.1,44.9,40.4,32.9
"Lexington School District 3, South Carolina","4502760",44.7,39.6,53.4,51.2,38.3
"Lexington School District 4, South Carolina","4502790",38.2,29.8,50.3,44.8,42.1
"Lexington School District 5, South Carolina","4502820",40.1,31.4,46.9,40.1,45.5
"Marlboro County School District, South Carolina","4502970",39.4,39.9,38.9,40.4,36.6
"McCormick County School District, South Carolina","4503000",51.9,46.3,59,51.5,62.6
"Newberry County School District, South Carolina","4503030",40.9,39.2,48.6,45.5,37.3
"Oconee County School District, South Carolina","4503060",44.3,36.8,53.6,53.5,39.9
"Orangeburg School District 3, South Carolina","4503150",41.2,36.5,53.4,58.3,40.4
"Orangeburg School District 4, South Carolina","4503180",38.2,35.8,47.5,49.5,46.8
"Orangeburg School District 5, South Carolina","4503210",38.2,36.7,41.5,34.8,41.2
"Pickens County School District, South Carolina","4503330",35.4,32.3,42.4,43.9,34.2
"Richland School District 1, South Carolina","4503360",32,30.3,34.4,40.3,32.3
"Richland School District 2, South Carolina","4503390",35.7,29.2,40.7,34.9,44.5
"Saluda County School District, South Carolina","4503460",40.9,40.4,52.6,40.3,30.8
"Spartanburg School District 1, South Carolina","4503480",44.8,39.1,51.9,36.9,44.9
"Spartanburg School District 2, South Carolina","4503510",38.3,34,44.1,43.3,41.9
"Spartanburg School District 4, South Carolina","4503570",40.4,37.2,46.6,32.2,48.4
"Spartanburg School District 5, South Carolina","4503600",35.5,31.3,43.1,33.3,42.9
"Spartanburg School District 6, South Carolina","4503630",35.2,29.4,44,41.5,39.1
"Spartanburg School District 7, South Carolina","4503660",39,34.3,47.3,42.5,41.7
"Union County School District, South Carolina","4503750",43.5,41.7,47.2,78.4,44.4
"Williamsburg County School District, South Carolina","4503780",41,41.7,39.4,28.2,38.1
"York School District 1, South Carolina","4503810",40.5,37.2,42.6,35.8,37.5
"York School District 2, South Carolina","4503840",39.6,30.4,41.2,28.6,45.7
"York School District 3, South Carolina","4503870",36,32.4,39.9,39.6,39.7
"York School District 4, South Carolina","4503900",38.8,35.8,38.8,41.5,41
"Sumter County Consolidated School District, South Carolina","4503902",35.8,32.3,40.5,30.5,39
"Marion School District 10, South Carolina","4503908",39.5,38,48.5,61.1,41.7
"Remainder of South Carolina, South Carolina","4599999",20.4,18.5,20.3,20.9,25.9
