"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Barnwell School District 19, South Carolina","4501020",3089,753,1248,821,194,73,2488,594,1032,644,151,67,487,114,190,152,25,6,9,0,0,9,0,0,105,45,26,16,18,0
"Barnwell School District 29, South Carolina","4501050",3356,852,1213,822,346,123,2371,701,808,520,275,67,950,133,405,285,71,56,0,0,0,0,0,0,35,18,0,17,0,0
"Barnwell School District 45, South Carolina","4501080",7882,1367,2915,2628,769,203,5717,1022,2356,1703,489,147,1976,286,528,871,245,46,57,0,25,32,0,0,132,59,6,22,35,10
"Beaufort County School District, South Carolina","4501110",119973,9524,28014,35853,27761,18821,22533,3017,8251,5959,2982,2324,82114,2903,15401,26140,22714,14956,1767,167,346,651,480,123,13559,3437,4016,3103,1585,1418
"Berkeley County School District, South Carolina","4501170",125957,15328,39156,43407,18522,9544,55692,8804,19824,17211,6240,3613,59466,4455,16008,22862,10791,5350,2025,193,597,830,280,125,8774,1876,2727,2504,1211,456
"Calhoun County School District, South Carolina","4501250",10714,1715,3981,3218,1175,625,7773,1304,2881,2331,886,371,2570,261,970,829,271,239,44,0,43,1,0,0,327,150,87,57,18,15
"Charleston County School District, South Carolina","4501440",258098,26533,55778,71471,66767,37549,116599,16580,33942,32478,22456,11143,121861,5205,17921,35508,39896,23331,3268,256,654,911,1138,309,16370,4492,3261,2574,3277,2766
"Cherokee County School District, South Carolina","4501500",35431,8074,13143,8826,3614,1774,24006,5970,9169,5827,1934,1106,10284,1769,3567,2801,1514,633,216,0,68,52,65,31,925,335,339,146,101,4
"Chester County School District, South Carolina","4501530",22039,4714,8039,6253,2056,977,15735,3597,6037,4333,1249,519,6033,1019,1953,1859,764,438,48,16,27,4,1,0,223,82,22,57,42,20
"Chesterfield County School District, South Carolina","4501560",31215,7388,12371,7766,2398,1292,20224,4798,8465,5114,1122,725,9971,2173,3614,2527,1122,535,70,3,30,36,0,1,950,414,262,89,154,31
"Clarendon School District 1, South Carolina","4501740",6888,1466,2499,1867,680,376,4610,1130,1796,1075,417,192,2173,323,667,773,234,176,51,10,20,11,10,0,54,3,16,8,19,8
"Clarendon School District 2, South Carolina","4501770",12561,2511,4389,3801,1195,665,9131,2030,3271,2572,803,455,3202,415,1025,1179,386,197,75,0,46,27,0,2,153,66,47,23,6,11
"Clarendon School District 3, South Carolina","4501800",4120,911,1685,1063,283,178,3352,708,1394,860,236,154,542,70,239,162,47,24,11,0,11,0,0,0,215,133,41,41,0,0
"Colleton County School District, South Carolina","4501830",25950,4610,9846,7854,2283,1357,18506,3643,7137,5566,1314,846,6945,798,2460,2257,948,482,71,0,37,21,11,2,428,169,212,10,10,27
"Darlington County School District, South Carolina","4501860",45799,8828,16708,12537,5327,2399,34493,7136,13168,9133,3634,1422,10130,1265,3242,3208,1543,872,256,37,73,85,49,12,920,390,225,111,101,93
"Dillon School District 4, South Carolina","4501920",15556,4620,5897,3719,914,406,11914,3521,4776,2642,730,245,3065,626,1025,1076,181,157,52,41,11,0,0,0,525,432,85,1,3,4
"Dillon School District 3, South Carolina","4501950",4852,909,2038,1387,349,169,3896,828,1669,965,291,143,831,81,275,391,58,26,20,0,0,20,0,0,105,0,94,11,0,0
"Dorchester School District 2, South Carolina","4502010",83139,6949,23069,30736,14066,8319,30047,3129,10185,10218,3881,2634,45331,2495,10826,17981,9086,4943,2062,250,494,965,234,119,5699,1075,1564,1572,865,623
"Edgefield County School District, South Carolina","4502070",18980,3540,6883,5087,2159,1311,8392,1840,3385,2028,698,441,9273,1031,3192,2877,1396,777,239,46,63,78,35,17,1076,623,243,104,30,76
"Fairfield County School District, South Carolina","4502100",16357,3266,6509,4241,1410,931,12739,2692,5371,3277,818,581,3102,469,1039,898,367,329,75,0,0,26,47,2,441,105,99,40,178,19
"Florence School District 1, South Carolina","4502130",65934,8329,21083,19604,10662,6256,43067,6749,15151,12269,5930,2968,19992,1261,5211,6705,4013,2802,531,32,125,163,148,63,2344,287,596,467,571,423
"Florence School District 2, South Carolina","4502160",4715,1062,1983,1279,240,151,4057,933,1690,1096,220,118,455,17,209,183,13,33,7,0,7,0,0,0,196,112,77,0,7,0
"Florence School District 3, South Carolina","4502190",13154,3421,4897,3325,1043,468,11005,3007,4090,2738,789,381,1938,294,794,555,214,81,68,17,13,32,0,6,143,103,0,0,40,0
"Florence School District 4, South Carolina","4502220",4227,1073,1416,1160,485,93,3338,860,1146,923,358,51,712,103,231,214,122,42,30,0,5,20,5,0,147,110,34,3,0,0
"Florence School District 5, South Carolina","4502250",3533,613,1487,999,290,144,2905,570,1288,756,188,103,507,28,181,234,23,41,11,0,11,0,0,0,110,15,7,9,79,0
"Georgetown County School District, South Carolina","4502280",43992,6100,13756,12787,6767,4582,23942,4290,9154,6459,2333,1706,18251,1323,4238,5895,4262,2533,445,104,34,160,37,110,1354,383,330,273,135,233
"Greenville County School District, South Carolina","4502310",327850,44360,86774,93149,66922,36645,150789,25005,49383,42365,22907,11129,140684,9175,29220,43467,37426,21396,3921,519,826,1171,958,447,32456,9661,7345,6146,5631,3673
"Greenwood School District 50, South Carolina","4502340",38101,7574,11145,10254,6252,2876,26168,5632,8480,7081,3590,1385,9532,881,2300,2920,2237,1194,472,61,34,142,91,144,1929,1000,331,111,334,153
"Greenwood School District 51, South Carolina","4502370",5223,1024,1824,1713,457,205,3980,695,1469,1281,376,159,1214,323,337,427,81,46,7,0,7,0,0,0,22,6,11,5,0,0
"Greenwood School District 52, South Carolina","4502400",5530,761,1719,1832,741,477,3491,514,1238,1188,395,156,1996,215,476,638,346,321,0,0,0,0,0,0,43,32,5,6,0,0
"Hampton School District 1, South Carolina","4502430",8636,1539,3653,2429,657,358,6971,1447,3032,1732,512,248,1597,78,609,684,116,110,44,0,7,13,24,0,24,14,5,0,5,0
"Hampton School District 2, South Carolina","4502460",5299,1548,2174,1118,278,181,3382,939,1489,650,171,133,1566,422,617,404,89,34,49,9,0,17,9,14,302,178,68,47,9,0
"Horry County School District, South Carolina","4502490",208920,24648,67747,68927,32174,15424,60724,9803,20375,19158,7872,3516,129906,9605,42012,45605,21764,10920,2450,283,637,1032,382,116,15840,4957,4723,3132,2156,872
"Jasper County School District, South Carolina","4502520",17514,3706,6460,4723,1800,825,8012,1785,3384,1939,572,332,7361,815,2482,2559,1019,486,51,3,17,31,0,0,2090,1103,577,194,209,7
"Kershaw County School District, South Carolina","4502550",42739,6335,14883,12850,5551,3120,25492,4250,9841,7248,2714,1439,15472,1514,4466,5240,2661,1591,400,8,163,148,70,11,1375,563,413,214,106,79
"Lancaster County School District, South Carolina","4502580",56827,8876,19345,16176,8264,4166,30516,6353,11967,7844,2858,1494,23444,2016,6340,7754,4897,2437,699,40,300,193,120,46,2168,467,738,385,389,189
"Laurens School District 55, South Carolina","4502610",25208,4982,9002,7752,2416,1056,17822,3428,6654,5409,1625,706,6218,1005,2027,2217,635,334,228,0,73,67,72,16,940,549,248,59,84,0
"Laurens School District 56, South Carolina","4502640",13747,3300,4499,3544,1437,967,10215,2696,3664,2537,840,478,3155,536,738,926,531,424,154,10,34,31,45,34,223,58,63,50,21,31
"Lee County School District, South Carolina","4502670",12488,3042,4967,3143,997,339,9743,2582,3912,2291,764,194,2662,433,1050,834,209,136,62,24,0,18,11,9,21,3,5,0,13,0
"Lexington School District 1, South Carolina","4502700",86440,8765,24374,27489,16948,8864,44612,4846,14176,13795,8195,3600,35955,2165,9041,12416,7894,4439,1277,62,344,613,168,90,4596,1692,813,665,691,735
"Lexington School District 2, South Carolina","4502730",43818,6154,13040,14087,6899,3638,25778,3414,8212,8577,3977,1598,13317,1118,3760,4356,2498,1585,586,25,176,309,62,14,4137,1597,892,845,362,441
"Lexington School District 3, South Carolina","4502760",8797,1936,3212,2311,813,525,6479,1488,2471,1628,570,322,1868,221,644,590,215,198,51,0,20,26,0,5,399,227,77,67,28,0
"Lexington School District 4, South Carolina","4502790",11790,2459,5076,3319,650,286,7156,1632,3320,1695,358,151,4074,648,1611,1405,291,119,30,4,2,23,1,0,530,175,143,196,0,16
"Lexington School District 5, South Carolina","4502820",64983,3325,12680,20136,18322,10520,29355,1717,6674,8744,8121,4099,31137,1106,5387,10299,8885,5460,877,61,120,281,221,194,3614,441,499,812,1095,767
"Marlboro County School District, South Carolina","4502970",19872,5173,8156,4862,1101,580,13736,3565,5718,3317,759,377,5403,1306,2200,1427,282,188,191,54,66,32,39,0,542,248,172,86,21,15
"McCormick County School District, South Carolina","4503000",8019,1705,2420,2452,909,533,4225,1310,1330,1333,203,49,3580,382,1024,1043,668,463,86,0,26,34,26,0,128,13,40,42,12,21
"Newberry County School District, South Carolina","4503030",25444,5479,8892,6842,2729,1502,18570,3938,6705,5159,1790,978,5146,526,1773,1544,870,433,121,0,51,56,14,0,1607,1015,363,83,55,91
"Oconee County School District, South Carolina","4503060",53547,8985,17018,15329,7361,4854,28565,5754,11015,7770,2534,1492,22167,2257,5472,6990,4440,3008,631,14,53,277,206,81,2184,960,478,292,181,273
"Orangeburg School District 3, South Carolina","4503150",13573,2997,5238,3420,1229,689,9959,2458,4043,2280,812,366,3257,405,1080,1102,380,290,43,27,0,16,0,0,314,107,115,22,37,33
"Orangeburg School District 4, South Carolina","4503180",13156,2499,5257,3945,1040,415,10611,2102,4307,3191,716,295,2301,341,918,645,278,119,26,10,6,9,0,1,218,46,26,100,46,0
"Orangeburg School District 5, South Carolina","4503210",32749,5034,10182,9413,4676,3444,24546,4017,8070,6682,3469,2308,6931,706,1849,2540,1015,821,188,11,30,54,70,23,1084,300,233,137,122,292
"Pickens County School District, South Carolina","4503330",74249,12049,23790,21776,9739,6895,43003,8406,15878,12480,3960,2279,26821,2949,7035,8181,5159,3497,831,122,85,354,120,150,3594,572,792,761,500,969
"Richland School District 1, South Carolina","4503360",127235,17157,31760,36422,24609,17287,76982,11677,22169,22437,13088,7611,41139,3275,7783,12673,9742,7666,1921,123,449,570,553,226,7193,2082,1359,742,1226,1784
"Richland School District 2, South Carolina","4503390",85221,5811,17162,29546,19778,12924,36444,2867,9067,12148,7696,4666,38610,1259,6231,14362,10444,6314,3020,202,532,1160,664,462,7147,1483,1332,1876,974,1482
"Saluda County School District, South Carolina","4503460",10554,2410,4049,2667,938,490,7490,1350,3102,2013,763,262,1694,148,704,519,154,169,82,12,0,57,13,0,1288,900,243,78,8,59
"Spartanburg School District 1, South Carolina","4503480",21101,3723,7072,6474,2362,1470,11855,2492,4197,3504,1042,620,8157,835,2519,2735,1271,797,172,0,64,64,26,18,917,396,292,171,23,35
"Spartanburg School District 2, South Carolina","4503510",38679,6148,11484,12761,5570,2716,23203,3826,6960,8085,3050,1282,12229,1188,3633,3927,2155,1326,408,63,139,127,32,47,2839,1071,752,622,333,61
"Spartanburg School District 3, South Carolina","4503540",11235,2462,4089,2962,1147,575,8114,1977,3015,2199,642,281,2635,302,937,674,428,294,14,0,0,6,8,0,472,183,137,83,69,0
"Spartanburg School District 4, South Carolina","4503570",12858,2853,4750,3475,1160,620,8391,2052,3353,2078,646,262,3955,674,1252,1333,437,259,74,0,8,58,0,8,438,127,137,6,77,91
"Spartanburg School District 5, South Carolina","4503600",28784,3236,8463,10125,4674,2286,15377,1908,4740,5596,2194,939,10578,895,2952,3671,2021,1039,203,2,61,36,42,62,2626,431,710,822,417,246
"Spartanburg School District 6, South Carolina","4503630",41110,6346,11319,12728,6840,3877,21208,3502,6179,6891,2777,1859,14128,1084,3320,4751,3192,1781,464,79,105,100,157,23,5310,1681,1715,986,714,214
"Spartanburg School District 7, South Carolina","4503660",34922,6552,9173,9660,5623,3914,21715,4889,6334,6086,2718,1688,10851,973,2369,2972,2628,1909,262,39,23,106,27,67,2094,651,447,496,250,250
"Union County School District, South Carolina","4503750",19754,4338,7471,5528,1505,912,15789,3572,6244,4267,1067,639,3742,740,1161,1189,401,251,40,0,4,4,32,0,183,26,62,68,5,22
"Williamsburg County School District, South Carolina","4503780",22930,4906,9237,6192,1670,925,18915,4200,7773,4874,1330,738,3489,586,1259,1216,250,178,189,35,73,67,14,0,337,85,132,35,76,9
"York School District 1, South Carolina","4503810",22631,4290,8472,6679,2001,1189,11229,2282,3908,3262,1018,759,10211,1725,4052,3123,910,401,89,0,34,35,0,20,1102,283,478,259,73,9
"York School District 2, South Carolina","4503840",25135,2568,7816,7349,5153,2249,5206,774,1949,1378,692,413,18480,1667,5664,5342,4245,1562,336,0,44,230,62,0,1113,127,159,399,154,274
"York School District 3, South Carolina","4503870",74088,8904,21237,24118,13201,6628,36625,5548,11555,11403,5690,2429,32878,2310,8533,11555,6659,3821,972,113,197,428,206,28,3613,933,952,732,646,350
"York School District 4, South Carolina","4503900",36643,2640,6600,11084,11375,4944,6409,1002,1603,1876,1337,591,25896,939,4396,8202,8876,3483,655,28,131,136,176,184,3683,671,470,870,986,686
"Sumter County Consolidated School District, South Carolina","4503902",69237,12653,20227,23034,8199,5124,41410,9538,13190,12301,4034,2347,23602,1904,5892,9733,3583,2490,1082,153,241,431,167,90,3143,1058,904,569,415,197
"Marion School District 10, South Carolina","4503908",21714,4044,8498,5785,2326,1061,17062,3253,6788,4546,1730,745,3977,632,1529,1057,494,265,92,0,21,71,0,0,583,159,160,111,102,51
"Remainder of South Carolina, South Carolina","4599999",4201,45,442,1988,1164,562,548,7,80,269,107,85,2938,21,318,1517,792,290,121,2,2,74,24,19,594,15,42,128,241,168
