"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Cherokee County School District, South Carolina","4501500",43010,7052,35958,9311,5011,7221,4394,4811,2577,1009,1624,29773,4978,24795,6434,3657,5195,2973,3281,1488,726,1041,11864,1716,10148,2639,1246,1867,1163,1366,1036,273,558,285,86,199,43,0,16,64,41,21,10,4,1088,272,816,195,108,143,194,123,32,0,21
"Chester County School District, South Carolina","4501530",26375,4713,21662,5601,3296,4000,2806,2872,1441,521,1125,19348,3639,15709,4304,2559,3048,1854,2052,963,335,594,6756,1067,5689,1219,716,935,880,787,462,186,504,48,0,48,9,0,0,8,19,11,0,1,223,7,216,69,21,17,64,14,5,0,26
"Chesterfield County School District, South Carolina","4501560",37392,6956,30436,6908,4780,6692,4159,4153,1821,568,1355,23951,4171,19780,4592,3247,4358,2631,2495,1145,362,950,12175,2458,9717,2063,1370,2195,1418,1505,584,190,392,89,3,86,62,0,23,0,1,0,0,0,1177,324,853,191,163,116,110,152,92,16,13
"Clarendon School District 1, South Carolina","4501740",7932,966,6966,2299,1156,928,977,667,470,149,320,5293,641,4652,1686,817,532,637,489,206,111,174,2534,306,2228,606,327,388,322,168,243,38,136,51,0,51,0,0,0,10,10,21,0,10,54,19,35,7,12,8,8,0,0,0,0
"Clarendon School District 2, South Carolina","4501770",14814,2251,12563,3403,2185,2079,1949,1454,721,160,612,10942,1685,9257,2677,1609,1549,1340,1069,492,114,407,3604,509,3095,676,521,485,594,364,204,46,205,75,0,75,13,20,27,0,2,13,0,0,193,57,136,37,35,18,15,19,12,0,0
"Clarendon School District 3, South Carolina","4501800",5609,1765,3844,1109,545,663,593,393,285,70,186,4620,1417,3203,845,471,564,504,340,264,57,158,727,303,424,149,53,70,61,29,21,13,28,11,7,4,0,4,0,0,0,0,0,0,251,38,213,115,17,29,28,24,0,0,0
"Colleton County School District, South Carolina","4501830",30666,4850,25816,6268,4120,5129,3314,3550,1642,383,1410,22440,3720,18720,4554,3243,3773,2390,2606,1107,233,814,7432,932,6500,1566,860,1164,797,912,477,148,576,133,88,45,20,0,0,0,14,11,0,0,661,110,551,128,17,192,127,18,47,2,20
"Darlington County School District, South Carolina","4501860",54895,8733,46162,11880,6700,8644,6131,5653,3213,1080,2861,41853,6560,35293,9376,5305,6635,4899,4324,2199,747,1808,11613,1836,9777,2241,1193,1757,1123,1250,949,310,954,282,62,220,47,56,1,16,32,6,18,44,1147,275,872,216,146,251,93,47,59,5,55
"Dillon School District 4, South Carolina","4501920",18714,3344,15370,4564,2851,3428,1690,1226,1067,172,372,14449,2686,11763,3265,2300,2684,1400,862,883,113,256,3615,503,3112,1044,503,638,246,353,182,59,87,65,0,65,41,13,0,0,11,0,0,0,585,155,430,214,35,106,44,0,2,0,29
"Dillon School District 3, South Carolina","4501950",5820,1070,4750,1269,968,822,505,560,358,150,118,4702,845,3857,1117,747,706,444,369,272,107,95,983,225,758,152,211,116,50,120,86,0,23,20,0,20,0,0,0,0,20,0,0,0,115,0,115,0,10,0,11,51,0,43,0
"Dorchester School District 2, South Carolina","4502010",100511,14205,86306,15437,8576,13848,11895,13163,9326,3763,10298,39399,6592,32807,6650,4102,5544,4726,5006,2703,1373,2703,52231,6018,46213,7215,3712,7047,6084,7218,5900,2105,6932,2652,320,2332,697,205,216,377,316,316,76,129,6229,1275,4954,875,557,1041,708,623,407,209,534
"Edgefield County School District, South Carolina","4502070",22263,4606,17657,3943,2120,3399,2254,2393,1468,595,1485,9919,1868,8051,1743,1150,1704,1165,1124,518,206,441,10944,2176,8768,2009,941,1365,989,1190,910,381,983,239,40,199,65,10,41,10,32,19,0,22,1161,522,639,126,19,289,90,47,21,8,39
"Fairfield County School District, South Carolina","4502100",19166,3315,15851,3816,2357,3263,2117,1877,901,558,962,15192,2735,12457,3129,1932,2695,1790,1420,611,346,534,3337,406,2931,589,384,455,270,397,232,212,392,124,0,124,49,2,0,1,44,28,0,0,513,174,339,49,39,113,56,16,30,0,36
"Florence School District 1, South Carolina","4502130",79840,11396,68444,15406,8201,11801,9403,9235,5723,2221,6454,53389,8009,45380,11054,6023,7894,6237,6204,3786,1178,3004,23183,2802,20381,3878,1917,3477,2646,2894,1687,927,2955,638,102,536,126,56,30,162,21,32,41,68,2630,483,2147,348,205,400,358,116,218,75,427
"Florence School District 2, South Carolina","4502160",5669,832,4837,1145,712,889,803,704,313,91,180,4941,743,4198,998,667,772,692,578,264,74,153,482,54,428,69,45,72,83,85,42,17,15,13,0,13,0,0,0,6,7,0,0,0,233,35,198,78,0,45,22,34,7,0,12
"Florence School District 3, South Carolina","4502190",15489,2673,12816,3198,1864,2788,1825,1413,902,230,596,13013,2268,10745,2662,1486,2348,1626,1177,711,219,516,2245,352,1893,507,330,390,178,230,167,11,80,68,0,68,24,17,0,8,0,19,0,0,163,53,110,5,31,50,13,6,5,0,0
"Florence School District 4, South Carolina","4502220",4960,857,4103,1094,543,801,659,477,255,46,228,3980,736,3244,884,462,665,553,297,209,22,152,798,67,731,181,62,61,101,180,46,24,76,35,5,30,0,5,20,5,0,0,0,0,147,49,98,29,14,55,0,0,0,0,0
"Florence School District 5, South Carolina","4502250",4303,739,3564,871,582,533,492,454,286,126,220,3596,554,3042,803,475,434,431,444,200,99,156,574,163,411,47,97,87,51,10,55,27,37,11,0,11,7,4,0,0,0,0,0,0,122,22,100,14,6,12,10,0,31,0,27
"Georgetown County School District, South Carolina","4502280",50507,6857,43650,10058,5659,7754,5483,6363,3014,1097,4222,28902,4296,24606,6947,3249,4785,2965,3372,1221,425,1642,19748,2345,17403,2916,2179,2642,2168,2834,1659,648,2357,454,55,399,55,26,27,171,41,24,24,31,1403,161,1242,140,205,300,179,116,110,0,192
"Greenville County School District, South Carolina","4502310",393179,57723,335456,66556,37333,59649,44643,44942,30206,11134,40993,187534,29481,158053,34461,20140,29714,22184,21000,13240,4734,12580,163938,19883,144055,25887,13454,21602,18111,20252,14825,5581,24343,4852,575,4277,933,270,758,571,515,396,115,719,36855,7784,29071,5275,3469,7575,3777,3175,1745,704,3351
"Greenwood School District 50, South Carolina","4502340",46819,6868,39951,9244,5876,7983,4547,5591,3218,921,2571,32965,5048,27917,6635,4171,5596,3199,4165,2143,613,1395,11008,1297,9711,2051,1335,1680,1148,1298,855,254,1090,498,89,409,199,11,13,8,31,115,27,5,2348,434,1914,359,359,694,192,97,105,27,81
"Greenwood School District 51, South Carolina","4502370",6060,1054,5006,1075,764,1066,775,679,371,88,188,4734,841,3893,754,584,848,607,594,301,46,159,1297,208,1089,304,180,218,161,85,70,42,29,7,0,7,0,0,0,7,0,0,0,0,22,5,17,17,0,0,0,0,0,0,0
"Greenwood School District 52, South Carolina","4502400",6275,861,5414,832,766,1075,829,910,464,152,386,4101,570,3531,590,512,752,532,642,278,93,132,2131,275,1856,231,249,323,292,262,186,59,254,0,0,0,0,0,0,0,0,0,0,0,43,16,27,11,5,0,5,6,0,0,0
"Hampton School District 1, South Carolina","4502430",10384,1549,8835,1812,1290,1920,1350,1261,590,138,474,8537,1343,7194,1452,1083,1616,1116,1047,441,94,345,1779,196,1583,353,207,291,205,205,149,44,129,44,0,44,7,0,4,24,9,0,0,0,24,10,14,0,0,9,5,0,0,0,0
"Hampton School District 2, South Carolina","4502460",6397,1395,5002,1448,845,938,856,510,261,42,102,4140,722,3418,710,677,677,637,392,226,35,64,1897,525,1372,639,151,182,219,118,35,7,21,49,34,15,15,0,0,0,0,0,0,0,311,114,197,84,17,79,0,0,0,0,17
"Horry County School District, South Carolina","4502490",243392,25996,217396,43386,29701,44703,31477,30641,17447,5526,14515,76835,10279,66556,16795,9518,12688,9379,8115,4609,1769,3683,146157,13209,132948,23173,17787,26537,19196,20888,11957,3355,10055,2926,266,2660,669,270,326,554,416,200,114,111,17474,2242,15232,2749,2126,5152,2348,1222,681,288,666
"Jasper County School District, South Carolina","4502520",21553,3301,18252,4409,2710,4344,2434,2226,1045,367,717,10483,1932,8551,2371,1457,1966,1123,868,370,175,221,8700,1067,7633,1662,1017,1564,1038,1115,573,184,480,51,0,51,5,20,0,0,11,7,8,0,2319,302,2017,371,216,814,273,232,95,0,16
"Kershaw County School District, South Carolina","4502550",50322,7577,42745,8463,5542,7659,6281,6402,3802,1461,3135,31013,4929,26084,5449,3751,5092,4103,3552,2011,658,1468,17407,2267,15140,2756,1656,2110,1949,2645,1679,788,1557,506,96,410,70,34,96,85,28,39,0,58,1396,285,1111,188,101,361,144,177,73,15,52
"Lancaster County School District, South Carolina","4502580",66081,10910,55171,11881,7025,9688,7741,8388,4333,1450,4665,36498,6793,29705,7030,4481,5555,4011,4350,2110,507,1661,26297,3446,22851,4160,2220,3682,3391,3769,1987,930,2712,824,261,563,214,87,52,21,61,39,13,76,2462,410,2052,477,237,399,318,208,197,0,216
"Laurens School District 55, South Carolina","4502610",29742,4137,25605,5467,3650,5695,3443,3356,2058,576,1360,21504,3027,18477,4390,2776,3748,2498,2460,1456,374,775,6819,858,5961,914,814,1424,759,820,514,175,541,255,8,247,40,11,28,64,40,55,0,9,1164,244,920,123,49,495,122,36,33,27,35
"Laurens School District 56, South Carolina","4502640",17163,2081,15082,4006,2250,3192,2033,1851,1064,257,429,12526,1415,11111,2871,1720,2474,1498,1310,771,164,303,4168,581,3587,916,496,665,509,517,276,84,124,190,52,138,76,9,26,0,8,10,9,0,279,33,246,143,25,27,26,16,7,0,2
"Lee County School District, South Carolina","4502670",15040,3255,11785,3672,1664,2367,1471,1381,584,158,488,11921,2440,9481,3130,1374,1829,1214,1001,418,122,393,3036,772,2264,542,290,530,241,375,166,36,84,62,25,37,0,0,5,16,5,0,0,11,21,18,3,0,0,3,0,0,0,0,0
"Lexington School District 1, South Carolina","4502700",101980,13633,88347,14775,7686,13523,11856,14975,10571,3946,11015,55194,7492,47702,8674,4369,7374,6740,8314,5467,1965,4799,40290,4933,35357,5337,2709,5019,4470,5929,4482,1791,5620,1385,168,1217,181,77,145,165,162,281,47,159,5111,1040,4071,583,531,985,481,570,341,143,437
"Lexington School District 2, South Carolina","4502730",52896,6240,46656,8134,5854,9526,7658,7009,4074,1280,3121,31580,4073,27507,5202,3624,5355,4552,4229,2267,701,1577,15635,1458,14177,2366,1697,2560,2212,2130,1518,461,1233,734,128,606,61,36,87,165,117,64,14,62,4947,581,4366,505,497,1524,729,533,225,104,249
"Lexington School District 3, South Carolina","4502760",10287,1310,8977,1924,1251,1804,1174,1185,715,260,664,7780,1050,6730,1473,926,1434,896,834,585,170,412,1972,123,1849,372,246,258,265,279,130,90,209,51,0,51,0,0,26,0,25,0,0,0,484,137,347,79,79,86,13,47,0,0,43
"Lexington School District 4, South Carolina","4502790",14501,2340,12161,2887,1895,2422,1870,1641,843,264,339,9304,1619,7685,2037,1184,1604,1069,1008,464,207,112,4524,491,4033,770,648,755,745,607,273,57,178,30,0,30,5,0,0,11,9,5,0,0,643,230,413,75,63,63,45,17,101,0,49
"Lexington School District 5, South Carolina","4502820",76571,8042,68529,10055,5115,9840,9895,11069,8257,3048,11250,36868,4365,32503,5274,2217,4967,4732,5664,3741,1426,4482,34760,3099,31661,4049,2416,4306,4647,4868,4022,1459,5894,1009,90,919,189,46,75,121,80,142,79,187,3934,488,3446,543,436,492,395,457,352,84,687
"Marlboro County School District, South Carolina","4502970",23287,5669,17618,4841,2938,3550,2338,2045,969,295,642,16423,3416,13007,3735,2301,2504,1603,1556,667,212,429,6050,1726,4324,1035,615,998,699,428,287,83,179,191,105,86,25,9,22,12,0,1,0,17,623,422,201,46,13,26,24,61,14,0,17
"McCormick County School District, South Carolina","4503000",8848,2053,6795,1361,1158,1461,812,789,484,248,482,4824,1408,3416,772,628,895,411,278,183,142,107,3810,627,3183,581,492,520,372,490,280,94,354,86,11,75,5,15,4,21,16,4,6,4,128,7,121,3,23,42,8,5,17,6,17
"Newberry County School District, South Carolina","4503030",30619,4677,25942,4805,3466,5378,4359,3581,1878,787,1688,22498,3242,19256,3813,2668,4013,3239,2635,1347,532,1009,6093,908,5185,836,633,927,714,753,526,255,541,153,39,114,12,0,46,51,5,0,0,0,1875,488,1387,144,165,392,355,188,5,0,138
"Oconee County School District, South Carolina","4503060",62227,8386,53841,12190,7428,9921,7230,6880,4272,1580,4340,34512,5284,29228,6966,4054,6001,4441,3590,2009,762,1405,24695,2570,22125,4683,2817,3329,2530,3064,2176,787,2739,679,48,631,147,160,83,63,78,33,13,54,2341,484,1857,394,397,508,196,148,54,18,142
"Orangeburg School District 3, South Carolina","4503150",16132,3007,13125,3769,2298,2620,1653,1269,672,356,488,12247,2396,9851,3048,1796,2003,1223,819,394,235,333,3526,577,2949,650,454,525,377,448,271,83,141,43,10,33,27,0,6,0,0,0,0,0,316,24,292,44,48,86,53,2,7,38,14
"Orangeburg School District 4, South Carolina","4503180",15509,2807,12702,3171,1439,2675,2156,1670,831,202,558,12632,2331,10301,2620,1188,2220,1663,1338,673,163,436,2633,415,2218,455,243,447,440,314,158,39,122,26,9,17,16,1,0,0,0,0,0,0,218,52,166,80,7,8,53,18,0,0,0
"Orangeburg School District 5, South Carolina","4503210",41759,7931,33828,9110,4603,6170,5007,3834,2426,668,2010,31095,5474,25621,6809,3736,4635,3947,3029,1892,407,1166,9155,2010,7145,2079,695,1320,994,692,475,225,665,231,66,165,46,41,19,8,17,0,16,18,1278,381,897,176,131,196,58,96,59,20,161
"Pickens County School District, South Carolina","4503330",100518,13555,86963,24810,10372,16010,10820,10623,5967,2211,6150,58798,8625,50173,14305,6574,9667,6700,6145,3189,1119,2474,36350,4193,32157,9245,3316,5341,3610,4023,2427,1005,3190,993,87,906,278,73,89,177,104,35,25,125,4377,650,3727,982,409,913,333,351,316,62,361
"Richland School District 1, South Carolina","4503360",172483,21583,150900,39621,19233,27655,19845,18407,10774,3976,11389,103906,14526,89380,24631,11714,17093,12328,10407,5495,1942,5770,57076,5200,51876,13142,6070,8462,6160,6695,4661,1824,4862,2549,324,2225,522,237,278,275,374,215,78,246,8952,1533,7419,1326,1212,1822,1082,931,403,132,511
"Richland School District 2, South Carolina","4503390",103235,12489,90746,16204,7370,12471,12659,15253,9707,4441,12641,46812,6212,40600,8494,3851,6034,5823,6488,4470,1328,4112,44406,4560,39846,5693,2451,4838,5404,7216,4553,2626,7065,3691,362,3329,616,335,369,453,629,225,197,505,8326,1355,6971,1401,733,1230,979,920,459,290,959
"Saluda County School District, South Carolina","4503460",12432,2299,10133,2162,1272,1866,1633,1483,727,286,704,8849,1383,7466,1810,918,1175,1206,1059,630,199,469,1889,334,1555,304,188,281,196,245,90,80,171,104,19,85,0,26,0,3,6,0,7,43,1590,563,1027,48,140,410,228,173,7,0,21
"Spartanburg School District 1, South Carolina","4503480",24625,3162,21463,4471,3138,4147,3089,2514,1889,777,1438,14254,2110,12144,2755,1957,2430,1747,1273,964,417,601,9172,904,8268,1431,1079,1500,1145,1121,864,349,779,193,49,144,13,7,58,0,35,23,8,0,1006,99,907,272,95,159,197,85,38,3,58
"Spartanburg School District 2, South Carolina","4503510",48141,6962,41179,8440,5074,7385,5710,6050,4334,1174,3012,29513,4336,25177,5542,3255,4434,3464,3610,2596,684,1592,14593,1838,12755,2136,1561,2179,1561,2064,1548,443,1263,623,78,545,120,13,83,162,102,18,0,47,3412,710,2702,642,245,689,523,274,172,47,110
"Spartanburg School District 3, South Carolina","4503540",13381,1894,11487,3111,1657,2217,1516,1377,844,232,533,9860,1498,8362,2372,1267,1639,1066,1011,590,127,290,2980,276,2704,610,348,510,415,250,229,99,243,14,0,14,0,0,0,0,0,8,6,0,527,120,407,129,42,68,35,116,17,0,0
"Spartanburg School District 4, South Carolina","4503570",15242,3440,11802,2448,1761,2607,1666,1509,866,313,632,9979,2426,7553,1638,1144,1736,1067,931,550,173,314,4724,899,3825,718,527,814,527,541,308,140,250,74,8,66,0,33,19,0,6,8,0,0,465,107,358,92,57,38,72,31,0,0,68
"Spartanburg School District 5, South Carolina","4503600",33820,4533,29287,4974,2942,5030,4341,4585,2974,1038,3403,18361,2587,15774,2678,1834,2620,2103,2498,1872,498,1671,12189,1477,10712,1501,901,1910,1779,1750,1011,454,1406,203,54,149,2,25,2,37,7,34,3,39,3067,415,2652,793,182,498,422,330,57,83,287
"Spartanburg School District 6, South Carolina","4503630",49854,6577,43277,9402,4866,8481,6266,5768,3711,1435,3348,26574,3505,23069,5439,2615,4560,3170,3305,1935,782,1263,16762,1821,14941,2970,1593,2277,2360,2010,1558,524,1649,472,3,469,97,58,106,83,8,6,16,95,6046,1248,4798,896,600,1538,653,445,212,113,341
"Spartanburg School District 7, South Carolina","4503660",43191,5111,38080,10095,5067,7195,4954,4569,2635,828,2737,27490,3254,24236,7182,3577,4818,2846,2761,1527,446,1079,13059,1407,11652,2624,1202,1874,1659,1546,942,358,1447,296,8,288,34,32,40,53,63,25,0,41,2346,442,1904,255,256,463,396,199,141,24,170
"Union County School District, South Carolina","4503750",23133,2911,20222,4642,2900,4542,2966,2523,1508,446,695,18758,2435,16323,3899,2449,3525,2500,1984,1165,354,447,4149,438,3711,716,407,1003,411,519,334,92,229,40,0,40,4,0,0,32,0,4,0,0,186,38,148,23,44,14,23,20,5,0,19
"Williamsburg County School District, South Carolina","4503780",27114,5608,21506,6456,3535,4126,2754,2237,1251,345,802,22304,3982,18322,5466,2782,3578,2448,1974,1072,297,705,4205,1395,2810,840,626,528,290,262,161,27,76,254,103,151,90,38,7,16,0,0,0,0,351,128,223,60,89,13,0,1,18,21,21
"York School District 1, South Carolina","4503810",26514,4218,22296,4624,3047,4436,3058,3309,2119,428,1275,13424,1863,11561,2494,1732,2300,1426,1809,939,244,617,11790,2113,9677,2012,1188,1818,1487,1300,1066,148,658,89,51,38,1,3,0,9,16,9,0,0,1211,191,1020,117,124,318,136,184,105,36,0
"York School District 2, South Carolina","4503840",29842,4473,25369,4738,2348,3890,3208,3638,2488,1088,3971,6568,1087,5481,1073,686,962,609,882,500,136,633,21608,3097,18511,3429,1509,2698,2378,2617,1942,859,3079,437,79,358,87,10,26,116,59,0,52,8,1229,210,1019,149,143,204,105,80,46,41,251
"York School District 3, South Carolina","4503870",91569,11582,79987,17257,8360,13556,11674,12064,7181,2670,7225,46577,6378,40199,9464,4796,7005,5561,6210,3307,969,2887,39667,4445,35222,6970,3289,5611,5188,5164,3509,1599,3892,1162,144,1018,214,138,74,249,106,81,56,100,4163,615,3548,609,137,866,676,584,284,46,346
"York School District 4, South Carolina","4503900",42529,5892,36637,5380,2952,4434,3316,5430,4051,1875,9199,7677,877,6800,1217,697,969,759,1232,738,302,886,30155,4085,26070,3692,2040,2781,2241,3728,2982,1470,7136,689,21,668,75,28,56,16,157,106,18,212,4008,909,3099,396,187,628,300,313,225,85,965
"Sumter County Consolidated School District, South Carolina","4503902",85345,13059,72286,16249,9259,13899,10262,10190,5342,2218,4867,52346,8408,43938,10895,6177,8706,6370,5796,2899,979,2116,28057,3763,24294,4306,2623,4212,3438,3949,2173,1182,2411,1467,227,1240,253,70,223,125,152,155,43,219,3475,661,2814,795,389,758,329,293,115,14,121
"Marion School District 10, South Carolina","4503908",25784,4184,21600,5692,3776,4481,2866,2119,1440,330,896,20561,3449,17112,4668,3058,3446,2274,1658,1050,227,731,4464,620,3844,880,542,831,544,458,390,71,128,100,0,100,41,12,4,35,0,0,0,8,659,115,544,103,164,200,13,3,0,32,29
"Remainder of South Carolina, South Carolina","4599999",15080,524,14556,6546,1963,2450,1486,901,496,153,561,972,106,866,306,132,143,98,50,18,27,92,12677,386,12291,5640,1635,2073,1261,736,411,124,411,534,11,523,276,71,89,49,36,0,2,0,897,21,876,324,125,145,78,79,67,0,58
