"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Abbeville County, South Carolina","45001",25233,1483,4206,2551,2182,3186,3553,1833,673,1203,2500,1863,19857,1467,3736,1973,1719,2218,2485,1440,487,879,1946,1507,4987,16,381,529,426,905,1027,360,172,314,528,329,132,0,14,0,0,32,38,7,14,0,10,17,257,0,75,49,37,31,3,26,0,10,16,10
"Aiken County, South Carolina","45003",161710,9917,26720,14575,19700,19451,23482,11593,4312,6180,14993,10787,66941,4776,11766,6225,7236,7500,9846,4951,1669,2385,5800,4787,87599,5081,14332,7694,11185,10269,12432,6308,2467,3603,8478,5750,1640,60,232,213,207,317,384,57,58,13,91,8,5530,0,390,443,1072,1365,820,277,118,179,624,242
"Allendale County, South Carolina","45005",10214,599,1607,963,1434,1351,1387,598,433,409,829,604,8413,588,1329,808,1093,983,1138,589,391,365,638,491,1606,11,255,133,261,338,212,6,42,44,191,113,48,0,0,12,16,0,17,3,0,0,0,0,147,0,23,10,64,30,20,0,0,0,0,0
"Anderson County, South Carolina","45007",188480,11788,32983,15886,21668,24666,27458,12737,4416,7275,17030,12573,131250,11002,27320,11812,14041,15863,16436,8195,2839,4647,10738,8357,50927,616,5253,3726,6226,7448,9793,4140,1417,2437,5899,3972,1542,25,93,86,206,369,413,163,7,70,44,66,4761,145,317,262,1195,986,816,239,153,121,349,178
"Bamberg County, South Carolina","45009",15814,882,2538,2197,1526,1703,2070,1164,467,640,1531,1096,12575,742,2243,1584,1077,1492,1484,919,362,531,1253,888,2925,140,295,600,297,144,563,230,105,92,251,208,37,0,0,0,21,0,16,0,0,0,0,0,277,0,0,13,131,67,7,15,0,17,27,0
"Barnwell County, South Carolina","45011",22399,1492,4211,2175,2306,2669,3277,1544,715,762,1871,1377,17387,1185,3476,1859,1819,1983,2341,1200,524,575,1312,1113,4634,307,735,243,450,576,906,329,191,169,475,253,86,0,0,0,0,77,0,9,0,0,0,0,292,0,0,73,37,33,30,6,0,18,84,11
"Beaufort County, South Carolina","45013",165354,10589,23572,16667,20241,17499,18660,9706,4802,7971,21834,13813,45627,7987,11590,4041,5099,3562,4548,2191,951,1037,2698,1923,100058,2471,9965,10408,10723,9860,11669,6794,3488,6258,17683,10739,2622,131,310,489,353,381,482,160,8,156,98,54,17047,0,1707,1729,4066,3696,1961,561,355,520,1355,1097
"Berkeley County, South Carolina","45015",184366,13297,32628,19638,27190,24779,25935,11288,4386,5591,12810,6824,96238,10878,22499,10584,11653,10523,10644,5292,2133,2575,5906,3551,74459,2134,8887,7607,12536,11686,12904,5202,2032,2538,6016,2917,3041,202,646,252,648,645,381,134,38,49,17,29,10628,83,596,1195,2353,1925,2006,660,183,429,871,327
"Calhoun County, South Carolina","45017",15109,872,2361,1225,1463,1767,2422,1165,491,727,1607,1009,11825,810,2098,1038,1217,1180,1770,862,354,520,1181,795,2948,62,236,154,205,514,537,291,119,197,422,211,28,0,0,0,6,0,22,0,0,0,0,0,308,0,27,33,35,73,93,12,18,10,4,3
"Charleston County, South Carolina","45019",358736,22990,50885,41301,58563,44199,48443,23382,9158,12205,27486,20124,189798,20209,38612,21249,23935,17824,22473,11492,4237,5880,13277,10610,145188,2582,10876,17460,28049,21497,22722,10632,4396,5703,12610,8661,4403,82,446,687,910,907,818,230,131,82,90,20,19347,117,951,1905,5669,3971,2430,1028,394,540,1509,833
