"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Dillon County, South Carolina","45033",20415,5999,8084,4649,1098,585,15969,4678,6669,3459,833,330,3795,908,1233,1171,243,240,32,0,13,19,0,0,619,413,169,0,22,15
"Dorchester County, South Carolina","45035",90423,9611,26507,32109,14296,7900,37644,5508,12742,12274,4350,2770,45838,2912,11800,17801,8895,4430,1853,229,451,815,261,97,5088,962,1514,1219,790,603
"Edgefield County, South Carolina","45037",18966,3546,7197,4970,2147,1106,8764,2062,3842,1907,652,301,8883,860,3003,2901,1462,657,168,32,46,51,0,39,1151,592,306,111,33,109
"Fairfield County, South Carolina","45039",16522,3078,6538,4344,1554,1008,12575,2472,5186,3261,980,676,3488,538,1190,969,460,331,99,0,0,63,36,0,360,68,162,51,78,1
"Florence County, South Carolina","45041",90378,15751,30079,25291,11992,7265,63512,13144,22912,17022,6891,3543,23459,1850,6332,7712,4426,3139,593,79,179,100,144,91,2814,678,656,457,531,492
"Georgetown County, South Carolina","45043",43262,6698,13979,12760,5659,4166,23562,4654,8862,6727,1751,1568,17965,1283,4811,5717,3777,2377,352,48,55,102,57,90,1383,713,251,214,74,131
"Greenville County, South Carolina","45045",306068,43634,79773,87069,61762,33830,139622,24064,44732,39116,21345,10365,132887,9714,28033,40999,34321,19820,3777,396,838,1174,1022,347,29782,9460,6170,5780,5074,3298
"Greenwood County, South Carolina","45047",45829,8973,13736,13004,7023,3093,31628,6712,10238,8999,4130,1549,11729,1357,2915,3567,2562,1328,505,49,22,230,67,137,1967,855,561,208,264,79
"Hampton County, South Carolina","45049",14058,3400,5433,3619,997,609,10071,2640,4046,2290,708,387,3503,557,1279,1236,231,200,115,23,19,32,34,7,369,180,89,61,24,15
"Horry County, South Carolina","45051",195410,24103,62687,64227,29942,14451,58483,10163,19267,18357,7332,3364,119836,8976,38447,41897,20486,10030,1876,238,469,805,217,147,15215,4726,4504,3168,1907,910
"Jasper County, South Carolina","45053",16655,3539,6700,4332,1514,570,8578,1820,3944,2003,513,298,6146,807,2233,2074,786,246,78,0,51,15,12,0,1853,912,472,240,203,26
"Kershaw County, South Carolina","45055",41950,6350,14449,13062,5188,2901,26121,4473,9745,7700,2709,1494,13767,1352,4021,4925,2251,1218,579,15,286,214,64,0,1483,510,397,223,164,189
"Lancaster County, South Carolina","45057",53967,9574,18412,15894,6951,3136,30093,6832,11382,8196,2528,1155,21332,2152,6171,7188,4011,1810,480,41,248,110,48,33,2062,549,611,400,364,138
"Laurens County, South Carolina","45059",44547,9690,16044,12337,4471,2005,32031,7401,12160,8480,2686,1304,10866,1587,3566,3536,1628,549,252,9,20,82,86,55,1398,693,298,239,71,97
"Lee County, South Carolina","45061",12706,3460,4868,3218,733,427,9899,2922,3878,2264,551,284,2608,441,985,884,162,136,28,7,5,9,0,7,171,90,0,61,20,0
"Lexington County, South Carolina","45063",179242,20703,49654,57360,33131,18394,95089,12158,29769,29615,16278,7269,71288,4947,16814,24880,15172,9475,2490,185,638,950,487,230,10375,3413,2433,1915,1194,1420
"McCormick County, South Carolina","45065",8122,1722,2320,2598,877,605,4625,1289,1421,1521,293,101,3317,415,846,1014,553,489,44,0,21,18,5,0,136,18,32,45,26,15
"Marion County, South Carolina","45067",21978,4001,9497,5483,1937,1060,17348,3154,7636,4375,1442,741,4033,642,1619,1016,487,269,41,0,30,3,8,0,556,205,212,89,0,50
"Marlboro County, South Carolina","45069",19983,6023,8100,4112,1103,645,13680,4287,5656,2668,664,405,5696,1453,2258,1352,413,220,117,39,33,35,10,0,490,244,153,57,16,20
"Newberry County, South Carolina","45071",25236,5834,8086,6545,3184,1587,18466,4247,6236,4743,2281,959,5042,757,1464,1488,791,542,188,0,72,90,14,12,1540,830,314,224,98,74
"Oconee County, South Carolina","45073",52614,8914,17615,14694,6720,4671,27994,5998,10972,7289,2317,1418,22130,2060,6212,6868,4210,2780,495,26,93,234,73,69,1995,830,338,303,120,404
"Orangeburg County, South Carolina","45075",59654,12363,21134,15069,6694,4394,45780,10131,16699,11163,4865,2922,11970,1555,4075,3673,1590,1077,305,30,56,97,86,36,1599,647,304,136,153,359
"Pickens County, South Carolina","45077",73169,13016,22087,21243,9935,6888,42262,9411,14868,11876,4033,2074,26747,2892,6635,8525,5140,3555,654,122,96,244,130,62,3506,591,488,598,632,1197
"Richland County, South Carolina","45079",240720,24759,53908,75199,52930,33924,125335,15919,33276,37797,25121,13222,94145,5203,16678,32216,23403,16645,5337,304,937,1952,1559,585,15903,3333,3017,3234,2847,3472
"Saluda County, South Carolina","45081",13633,3167,5534,3237,1256,439,9859,1876,4382,2431,924,246,2244,152,942,696,291,163,54,0,0,48,6,0,1476,1139,210,62,35,30
"Spartanburg County, South Carolina","45083",189144,33676,58182,57072,25971,14243,110174,22027,36939,32389,12608,6211,62955,6174,17127,21146,11443,7065,1445,211,308,543,271,112,14570,5264,3808,2994,1649,855
"Sumter County, South Carolina","45085",68820,12177,21059,22367,8356,4861,41603,9542,13460,12106,4384,2111,23021,1799,6281,9126,3347,2468,1078,24,189,534,194,137,3118,812,1129,601,431,145
"Union County, South Carolina","45087",19816,4330,7432,5501,1710,843,15776,3685,6116,4260,1162,553,3785,645,1224,1145,511,260,53,0,8,13,32,0,202,0,84,83,5,30
"Williamsburg County, South Carolina","45089",23250,5205,9305,5900,1774,1066,18930,4322,7796,4618,1451,743,3803,692,1352,1236,207,316,96,34,37,23,2,0,421,157,120,23,114,7
"York County, South Carolina","45091",151515,18954,42699,46630,29262,13970,57872,10211,18679,16977,7973,4032,82955,6847,21924,26591,19099,8494,1632,88,237,575,507,225,9056,1808,1859,2487,1683,1219
