"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Abbeville County, South Carolina","45001",42.8,41.1,47.1,50.9,25.6
"Aiken County, South Carolina","45003",40.3,40.1,40.5,40,39.3
"Allendale County, South Carolina","45005",38.5,39.3,37.6,28.8,30.1
"Anderson County, South Carolina","45007",40.1,35.8,47.4,44.9,38.7
"Barnwell County, South Carolina","45011",38.9,37.4,45.1,42.5,49
"Beaufort County, South Carolina","45013",41.5,23.6,50.8,35.7,37.4
"Berkeley County, South Carolina","45015",34.8,28.3,40.4,31.7,39.7
"Calhoun County, South Carolina","45017",44,41.9,51.2,51.9,44.7
"Charleston County, South Carolina","45019",36,30.4,41,36,36.7
"Cherokee County, South Carolina","45021",38.4,36.1,41.8,41.8,39.2
"Chester County, South Carolina","45023",40.6,37.8,44.8,48,63.6
"Chesterfield County, South Carolina","45025",39.9,40.5,38.9,37.4,39
"Clarendon County, South Carolina","45027",42.2,38.7,49.4,39.3,46
"Colleton County, South Carolina","45029",41.2,36.2,53.5,22.8,33.9
"Darlington County, South Carolina","45031",39.8,37.6,47.3,43.8,36.2
"Dillon County, South Carolina","45033",37.4,36.2,43.4,41.3,38.3
"Dorchester County, South Carolina","45035",35.7,27.9,41.8,32.5,42.2
"Edgefield County, South Carolina","45037",41.5,43.3,38.9,44.4,38.2
"Fairfield County, South Carolina","45039",43.1,41.7,49.6,45.8,33.1
"Florence County, South Carolina","45041",37.5,34.7,44.6,36,39.3
"Georgetown County, South Carolina","45043",46.1,40,55.9,40,42
"Greenville County, South Carolina","45045",37.5,30.9,43.5,38,38.3
"Greenwood County, South Carolina","45047",38.3,35,45.5,39,36.3
"Hampton County, South Carolina","45049",39.3,39.3,39.4,35.9,38.8
"Horry County, South Carolina","45051",42,27.8,49.9,44.1,37.2
"Jasper County, South Carolina","45053",35.9,33.2,41.6,60.4,33.4
"Kershaw County, South Carolina","45055",40.9,36.9,45.7,39.7,41.7
"Lancaster County, South Carolina","45057",40.5,38.6,43.5,57,40.9
"Laurens County, South Carolina","45059",40.1,36.7,49.6,38,34.1
"Lee County, South Carolina","45061",39.3,37.9,42.7,40.2,31.6
"Lexington County, South Carolina","45063",37.9,32.1,45.2,42.5,37.1
"McCormick County, South Carolina","45065",50.4,45.4,58.8,51.4,61.1
"Marion County, South Carolina","45067",39.3,38.1,46.2,22.9,41.1
"Marlboro County, South Carolina","45069",39.2,39.7,38.4,36.9,38.8
"Newberry County, South Carolina","45071",40.6,39.6,48.6,50.3,33.3
"Oconee County, South Carolina","45073",43.4,36.2,52.3,50.9,34.7
"Orangeburg County, South Carolina","45075",38.2,36.9,42.1,34.8,41.1
"Pickens County, South Carolina","45077",34.9,32,41.1,33.2,33.2
"Richland County, South Carolina","45079",32.6,29.5,36,33.9,36.6
"Saluda County, South Carolina","45081",40.9,41,51.6,40.3,31.5
"Spartanburg County, South Carolina","45083",38.2,33.7,45,42.4,37.6
"Sumter County, South Carolina","45085",35.4,32.2,40.3,30.6,35.9
"Union County, South Carolina","45087",42.7,41.4,45.1,27.8,52.3
"Williamsburg County, South Carolina","45089",41.2,42.7,38.1,38,36.1
"York County, South Carolina","45091",37.4,33.4,39.6,40.7,39.6
