"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Abbeville County, South Carolina","45001",20570,2779,17791,4477,2456,3854,2549,2179,1329,356,591,15523,2010,13513,3392,1949,2993,1953,1650,983,215,378,4747,715,4032,1030,507,835,555,504,304,139,158,118,0,118,10,0,8,10,11,32,0,47,182,54,128,45,0,18,31,14,10,2,8
"Aiken County, South Carolina","45003",131243,19824,111419,24285,13165,19524,15046,14317,9101,4124,11857,53517,8865,44652,10492,5441,8603,6587,5599,3427,1380,3123,71194,9862,61332,12546,7092,9709,7840,8174,5309,2612,8050,1375,114,1261,303,201,126,118,107,119,38,249,5157,983,4174,944,431,1086,501,437,246,94,435
"Allendale County, South Carolina","45005",8427,2873,5554,1638,1016,1191,593,428,425,128,135,6839,2383,4456,1392,843,897,499,324,274,128,99,1393,447,946,239,143,248,35,94,151,0,36,48,19,29,1,0,11,17,0,0,0,0,147,24,123,6,30,35,42,10,0,0,0
"Anderson County, South Carolina","45007",151380,20564,130816,27919,16683,25273,19311,17776,10601,3910,9343,99141,14293,84848,19034,11369,16630,12768,11459,6321,2448,4819,46402,5380,41022,7988,4846,7739,5499,5668,3775,1400,4107,1439,61,1378,353,115,197,367,145,141,0,60,4398,830,3568,544,353,707,677,504,364,62,357
"Bamberg County, South Carolina","45009",13049,2574,10475,3025,1423,1929,1475,1141,684,402,396,10138,1795,8343,2222,1292,1422,1237,948,534,385,303,2597,772,1825,724,113,383,231,177,117,14,66,37,0,37,21,0,0,0,16,0,0,0,277,7,270,58,18,124,7,0,33,3,27
"Barnwell County, South Carolina","45011",17729,3539,14190,3593,1830,2567,2023,1867,1052,349,909,13532,2829,10703,2804,1424,1985,1558,1397,746,257,532,3819,687,3132,672,390,541,458,409,279,74,309,86,0,86,0,0,5,0,18,9,0,54,292,23,269,117,16,36,7,43,18,18,14
"Beaufort County, South Carolina","45013",136308,14154,122154,21984,13979,19806,16318,16193,11569,4713,17592,28244,4155,24089,6350,3706,3839,3414,2697,1736,818,1529,89775,7589,82186,12796,7606,12277,10488,11787,8820,3639,14773,2244,310,1934,499,255,252,234,197,203,94,200,16045,2100,13945,2339,2412,3438,2182,1512,810,162,1090
"Berkeley County, South Carolina","45015",145952,20728,125224,25260,13068,21882,18097,18638,12525,4028,11726,67774,11186,56588,13692,6373,9876,8174,8285,5112,1438,3638,65668,7275,58393,9747,5352,9455,8640,9000,6656,2221,7322,2372,502,1870,188,181,331,398,266,188,83,235,10138,1765,8373,1633,1162,2220,885,1087,569,286,531
"Calhoun County, South Carolina","45017",12456,1669,10787,2235,1366,2208,1483,1592,741,276,886,9350,1358,7992,1756,1024,1648,1153,1125,518,215,553,2779,282,2497,416,308,507,330,381,187,61,307,28,0,28,0,6,13,0,0,0,0,9,299,29,270,63,28,40,0,86,36,0,17
"Charleston County, South Carolina","45019",296043,34215,261828,55570,25320,43513,35745,36261,22742,8315,34362,138902,17942,120960,31316,14163,21960,17462,14964,8325,2915,9855,134624,12817,121807,21162,9164,16635,15525,19021,12996,4933,22371,3947,397,3550,602,326,492,470,712,333,134,481,18570,3059,15511,2490,1667,4426,2288,1564,1088,333,1655
