"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Dorchester School District 4, South Carolina","4500002",21230,20800,23526,73214,8929
"Abbeville County School District, South Carolina","4500690",19629,19202,20067,62857,25357
"Aiken County School District, South Carolina","4500720",23993,21713,26377,25022,19590
"Allendale County School District, South Carolina","4500750",16737,14953,20725,30368,19375
"Anderson School District 1, South Carolina","4500780",26841,24950,30015,29306,36170
"Anderson School District 2, South Carolina","4500810",21656,21593,22776,30913,12414
"Anderson School District 3, South Carolina","4500840",17481,17315,17446,36339,18063
"Anderson School District 4, South Carolina","4500870",25253,24885,25449,28182,27961
"Anderson School District 5, South Carolina","4500900",21703,20691,24026,19683,24137
"Barnwell School District 45, South Carolina","4501080",22533,21067,25375,83218,50764
"Beaufort County School District, South Carolina","4501110",28351,19812,33027,23804,20910
"Berkeley County School District, South Carolina","4501170",26078,22757,30377,30577,20442
"Calhoun County School District, South Carolina","4501250",22707,21547,25227,24038,35500
"Charleston County School District, South Carolina","4501440",26420,21499,33839,31262,21979
"Cherokee County School District, South Carolina","4501500",18971,18086,21054,25667,17209
"Chester County School District, South Carolina","4501530",18418,17468,20752,41667,19844
"Chesterfield County School District, South Carolina","4501560",19378,19264,19469,16875,20964
"Clarendon School District 2, South Carolina","4501770",17370,17315,17403,14205,25250
"Colleton County School District, South Carolina","4501830",19580,18851,20965,11842,21358
"Darlington County School District, South Carolina","4501860",20188,19447,23249,20429,19894
"Dorchester School District 2, South Carolina","4502010",29355,25601,33021,26539,25115
"Edgefield County School District, South Carolina","4502070",21376,18904,26998,51625,16636
"Fairfield County School District, South Carolina","4502100",20649,19450,26832,41131,22478
"Florence School District 1, South Carolina","4502130",23935,21409,30130,33188,31445
"Florence School District 3, South Carolina","4502190",17302,17443,16288,51250,16000
"Florence School District 5, South Carolina","4502250",18177,17379,19870,8750,25469
"Georgetown County School District, South Carolina","4502280",21077,17829,27202,29713,20966
"Greenville County School District, South Carolina","4502310",25218,22372,30134,28625,21094
"Greenwood School District 50, South Carolina","4502340",21152,20819,23633,30583,16308
"Greenwood School District 52, South Carolina","4502400",23191,21590,25833,9265,11250
"Hampton School District 1, South Carolina","4502430",20301,19650,23194,26083,30750
"Hampton School District 2, South Carolina","4502460",14292,15487,12196,2499,16056
"Horry County School District, South Carolina","4502490",22182,19511,24718,25387,18735
"Jasper County School District, South Carolina","4502520",19670,19692,20351,21987,15806
"Kershaw County School District, South Carolina","4502550",24106,22990,28634,23371,17693
"Lancaster County School District, South Carolina","4502580",22305,19180,27121,4587,24344
"Laurens School District 55, South Carolina","4502610",21095,20112,24463,37404,19209
"Laurens School District 56, South Carolina","4502640",17345,17344,19041,8426,11136
"Lexington School District 1, South Carolina","4502700",31691,30687,35044,34671,21758
"Lexington School District 2, South Carolina","4502730",24471,23777,27654,34569,20000
"Lexington School District 4, South Carolina","4502790",22135,20668,23875,41250,23729
"Lexington School District 5, South Carolina","4502820",35230,33592,36011,47990,34504
"Marion School District 2, South Carolina","4502880",17031,18600,11852,7059,13580
"Marlboro County School District, South Carolina","4502970",16836,16422,17777,18875,17222
"McCormick County School District, South Carolina","4503000",21057,18660,24255,47000,40238
"Newberry County School District, South Carolina","4503030",22871,22108,25590,34352,19618
"Oconee County School District, South Carolina","4503060",21640,19946,24939,16372,18646
"Orangeburg School District 3, South Carolina","4503150",15525,14327,18275,5852,22072
"Orangeburg School District 4, South Carolina","4503180",20872,19781,24563,32721,40318
"Orangeburg School District 5, South Carolina","4503210",19154,18813,19273,36337,24904
"Pickens County School District, South Carolina","4503330",19132,18250,20424,23508,19032
"Richland School District 1, South Carolina","4503360",20622,19716,22550,25288,20521
"Richland School District 2, South Carolina","4503390",32114,29358,37370,34912,23661
"Saluda County School District, South Carolina","4503460",21229,20810,23889,75114,19364
"Spartanburg School District 1, South Carolina","4503480",20997,19676,25070,21944,9411
"Spartanburg School District 2, South Carolina","4503510",23680,21758,26266,31279,23985
"Spartanburg School District 4, South Carolina","4503570",21020,20463,23134,21250,15337
"Spartanburg School District 5, South Carolina","4503600",27267,25712,31228,18112,20570
"Spartanburg School District 6, South Carolina","4503630",23421,22687,26794,27114,19565
"Spartanburg School District 7, South Carolina","4503660",18836,16729,25495,15430,19682
"Union County School District, South Carolina","4503750",20090,19352,21657,24375,19512
"Williamsburg County School District, South Carolina","4503780",15702,16225,13967,8533,14844
"York School District 1, South Carolina","4503810",22562,21534,24411,28250,23513
"York School District 2, South Carolina","4503840",28694,25719,29616,55018,28821
"York School District 3, South Carolina","4503870",24990,22379,28385,30489,24137
"York School District 4, South Carolina","4503900",39575,32493,41662,60328,30133
"Sumter County Consolidated School District, South Carolina","4503902",22309,19309,30150,33112,20814
"Remainder of South Carolina, South Carolina","4599999",13526,17628,13144,12295,17151
