"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Mercer County, New Jersey","34021",369526,21622,60383,41155,46808,50368,55310,24068,8953,12173,25772,22914,194021,19154,45063,24098,20962,20098,23567,11247,4100,4801,10224,10707,87354,1979,9349,9143,8992,9876,15605,7263,3068,4702,9617,7760,9724,134,1105,1220,1389,1543,1633,710,172,471,881,466,78427,355,4866,6694,15465,18851,14505,4848,1613,2199,5050,3981
"Middlesex County, New Jersey","34023",824046,50202,134647,82689,114437,116999,121479,53156,19498,25181,56481,49277,388239,43465,98311,52028,42880,35446,43722,19893,6798,8613,19150,17933,159095,4446,19992,12787,16995,19197,26012,12743,5185,7107,16685,17946,18564,396,1878,1512,2189,2524,3520,1687,538,1007,1915,1398,258148,1895,14466,16362,52373,59832,48225,18833,6977,8454,18731,12000
"Monmouth County, New Jersey","34025",629702,33347,111334,51251,66002,80352,108064,47418,16269,23201,49847,42617,357172,29736,88922,35420,35437,38501,49753,21873,7612,9920,21781,18217,182688,3152,18092,9723,15368,24197,39430,18411,6142,9668,20568,17937,7671,177,740,513,820,1045,1772,709,125,364,751,655,82171,282,3580,5595,14377,16609,17109,6425,2390,3249,6747,5808
"Morris County, New Jersey","34027",497103,26216,88119,38258,53140,67507,85518,36567,12274,16701,39196,33607,285575,23400,70485,26924,27602,31517,40849,18004,6145,7283,17802,15564,110968,1899,11331,5382,9242,15271,23157,10548,3624,5745,12813,11956,7427,163,1118,769,750,876,1736,557,180,210,666,402,93133,754,5185,5183,15546,19843,19776,7458,2325,3463,7915,5685
"Ocean County, New Jersey","34029",581413,39347,97126,43848,62300,63595,77498,36007,14381,22653,62536,62122,382722,35605,82233,33245,36907,38611,47912,21388,8071,13187,33517,32046,143425,3114,11822,6687,15566,16021,21065,11148,4844,7459,22489,23210,9218,485,1208,822,1407,950,1391,507,204,408,1020,816,46048,143,1863,3094,8420,8013,7130,2964,1262,1599,5510,6050
"Passaic County, New Jersey","34031",505403,34814,89361,51904,67130,67482,72618,32265,10911,15392,34913,28613,268730,31249,70142,34732,31352,25882,28255,11972,3917,6077,12206,12946,65554,2136,7652,4551,7030,7842,10874,6018,1977,2988,8040,6446,26570,458,2897,2077,3379,4113,4519,2522,900,1109,3081,1515,144549,971,8670,10544,25369,29645,28970,11753,4117,5218,11586,7706
"Salem County, New Jersey","34033",65501,3760,11134,5503,7473,7928,10047,5050,1645,2517,5612,4832,41134,2875,7581,3633,4504,4449,6383,3161,884,1465,3419,2780,20396,879,3345,1587,2097,2695,3086,1621,700,825,1859,1702,666,3,27,29,178,77,171,82,1,24,72,2,3305,3,181,254,694,707,407,186,60,203,262,348
"Somerset County, New Jersey","34035",328704,18672,60310,23653,36229,46769,57154,23509,7532,11298,23379,20199,172115,16851,46723,16115,16713,17309,23625,9764,3195,4248,9169,8403,74762,1104,9123,3202,6292,9460,15732,7606,2504,3987,8059,7693,3991,135,511,270,359,622,850,493,68,192,240,251,77836,582,3953,4066,12865,19378,16947,5646,1765,2871,5911,3852
"Sussex County, New Jersey","34037",146888,7178,26031,11733,14196,19212,26936,11988,4172,5857,11933,7652,100567,6439,21644,9543,10214,12511,16521,7259,2381,3593,6378,4084,33650,640,3558,1694,2795,4221,7356,3693,1358,1692,4116,2527,1433,22,169,57,60,167,354,195,62,56,153,138,11238,77,660,439,1127,2313,2705,841,371,516,1286,903
"Union County, New Jersey","34039",545236,35854,95646,47535,70694,77566,83674,36428,12723,15412,36562,33142,275935,31557,73830,29026,30201,27945,31371,14052,4707,5777,13535,13934,94289,3184,12875,5031,9595,13347,16267,7770,3053,4093,9588,9486,14114,437,1837,1261,1460,2313,2564,1368,422,486,1132,834,160898,676,7104,12217,29438,33961,33472,13238,4541,5056,12307,8888
"Warren County, New Jersey","34041",107624,5402,18592,9040,10937,14207,18649,7858,2805,4046,8792,7296,70042,4458,15010,6477,6374,8504,11556,4729,1646,2168,4781,4339,26580,906,2905,1843,2679,3424,4949,2344,870,1421,2930,2309,1235,0,112,96,113,149,292,119,52,56,139,107,9767,38,565,624,1771,2130,1852,666,237,401,942,541
