"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Atlantic County, New Jersey","34001",224366,27477,196889,40795,19734,33219,26833,26247,18937,7450,23674,111812,15278,96534,22876,8980,14730,11940,12772,10471,3728,11037,63146,5091,58055,9028,5668,8789,7732,8159,6071,2748,9860,6572,750,5822,1435,811,1069,1132,637,276,109,353,42836,6358,36478,7456,4275,8631,6029,4679,2119,865,2424
"Bergen County, New Jersey","34003",754968,118834,636134,95666,49607,81298,66625,77336,67048,33519,165035,274574,44132,230442,42674,17180,27362,22683,29179,25583,12353,53428,200523,23413,177110,21096,11109,20426,16646,20011,18668,9552,59602,13423,1839,11584,2117,1050,1690,1272,1138,1245,632,2440,266448,49450,216998,29779,20268,31820,26024,27008,21552,10982,49565
"Burlington County, New Jersey","34005",368135,44728,323407,50689,23252,43230,36150,44700,37991,18531,68864,169807,23543,146264,27291,10377,19459,16323,20461,18190,8368,25795,149703,13596,136107,16930,9601,17490,14910,18890,15757,8167,34362,7874,1303,6571,1335,506,777,626,973,805,404,1145,40751,6286,34465,5133,2768,5504,4291,4376,3239,1592,7562
"Camden County, New Jersey","34007",412270,52819,359451,66858,34341,55917,44477,46979,38242,16871,55766,195209,28422,166787,36389,15940,25758,20220,21708,17955,7065,21752,149022,13844,135178,19390,11812,19218,15952,18440,15579,7654,27133,15495,2380,13115,4024,1830,1901,1718,1223,897,477,1045,52544,8173,44371,7055,4759,9040,6587,5608,3811,1675,5836
"Cape May County, New Jersey","34009",82085,7051,75034,14073,6747,12632,9962,9762,7688,3167,11003,34555,3637,30918,6775,2731,4646,4067,4126,3414,1411,3748,41137,2557,38580,5739,3617,6623,5155,5298,3918,1611,6619,1180,78,1102,311,201,194,116,85,58,43,94,5213,779,4434,1248,198,1169,624,253,298,102,542
"Cumberland County, New Jersey","34011",126088,19654,106434,25213,11682,18871,13599,15017,8786,3794,9472,76828,12440,64388,15343,6567,9970,8200,9597,5946,2505,6260,24503,3177,21326,4177,2540,3756,2846,2901,1843,967,2296,8432,1084,7348,2608,973,1371,767,856,434,191,148,16325,2953,13372,3085,1602,3774,1786,1663,563,131,768
"Essex County, New Jersey","34013",628872,108343,520529,101546,53445,80957,61715,64374,48477,22109,87906,281158,58939,222219,50303,20503,30330,25074,28200,22754,10145,34910,132710,16720,115990,18934,10763,15448,11498,12515,10437,5532,30863,23574,3065,20509,5752,2981,3734,2349,2247,1337,554,1555,191430,29619,161811,26557,19198,31445,22794,21412,13949,5878,20578
"Gloucester County, New Jersey","34015",234034,27964,206070,35613,17482,27643,22307,27705,23912,11340,40068,122957,16825,106132,21616,9436,13836,10982,14474,12786,5828,17174,93591,8653,84938,11198,6908,11420,9455,11628,9549,4801,19979,2936,262,2674,573,161,342,313,434,420,75,356,14550,2224,12326,2226,977,2045,1557,1169,1157,636,2559
"Hudson County, New Jersey","34017",541424,93222,448202,76180,42954,71466,52821,56440,44920,21859,81562,161310,31956,129354,25046,11313,18511,14148,16868,14881,6472,22115,92911,10671,82240,10033,5158,9448,7753,10786,10085,5146,23831,24375,3004,21371,5325,3189,3266,2775,2401,1826,780,1809,262828,47591,215237,35776,23294,40241,28145,26385,18128,9461,33807
"Hunterdon County, New Jersey","34019",104768,13163,91605,14287,5716,9435,8717,10484,9195,4840,28931,60526,8285,52241,9333,3380,5391,5190,5908,5555,2863,14621,32680,3290,29390,3417,1495,2802,2746,3393,2888,1669,10980,1344,220,1124,254,59,88,150,63,121,37,352,10218,1368,8850,1283,782,1154,631,1120,631,271,2978
"Mercer County, New Jersey","34021",302137,39723,262414,52833,21352,35281,28103,31520,25325,12188,55812,139765,18962,120803,28425,9524,14861,12598,15671,12576,6117,21031,78550,7133,71417,12674,5227,7756,6842,7775,7132,3664,20347,8815,1410,7405,1981,874,1287,750,965,626,288,634,75007,12218,62789,9753,5727,11377,7913,7109,4991,2119,13800
"Middlesex County, New Jersey","34023",671423,116620,554803,87834,43894,76141,62319,69602,60659,29636,124718,268354,51258,217096,40093,17289,27271,24911,29903,27222,11943,38464,139577,15596,123981,17256,9028,16422,12892,16086,13233,7165,31899,16885,2781,14104,3116,1389,2444,1631,1955,1256,557,1756,246607,46985,199622,27369,16188,30004,22885,21658,18948,9971,52599
"Monmouth County, New Jersey","34025",512994,66736,446258,71962,33227,59942,44851,50721,47764,21566,116225,260209,36913,223296,42185,17067,27418,21993,26211,25102,11542,51778,166119,16472,149647,19195,9444,18969,14067,16003,16398,7385,48186,6961,1006,5955,1049,454,1201,517,710,615,333,1076,79705,12345,67360,9533,6262,12354,8274,7797,5649,2306,15185
"Morris County, New Jersey","34027",404394,51188,353206,51992,23821,39840,33169,41849,37444,19526,105565,207795,27904,179891,29876,12082,18198,16769,21941,21465,10674,48886,100794,9643,91151,10588,5011,9388,7500,9959,8370,5011,35324,6424,921,5503,1164,688,714,642,692,395,195,1013,89381,12720,76661,10364,6040,11540,8258,9257,7214,3646,20342
"Ocean County, New Jersey","34029",466957,51462,415495,70265,41014,68745,50733,54059,46019,19769,64891,283287,32532,250755,45014,23213,38406,30518,33454,29902,11980,38268,131147,12352,118795,16881,11532,19708,14655,15997,12677,6130,21215,7832,1016,6816,1649,652,1497,863,550,562,300,743,44691,5562,39129,6721,5617,9134,4697,4058,2878,1359,4665
"Passaic County, New Jersey","34031",402367,74447,327920,62010,32743,54474,42926,39213,31206,14206,51142,182603,35504,147099,31210,13372,18967,17728,18195,15470,6767,25390,57469,6505,50964,7464,4362,6893,5840,6017,5265,2945,12178,24144,5267,18877,5464,2738,3410,2658,2170,1120,578,739,138151,27171,110980,17872,12271,25204,16700,12831,9351,3916,12835
"Salem County, New Jersey","34033",53357,6646,46711,8440,4128,7562,5911,6699,5046,2284,6641,32599,4054,28545,5337,2437,4326,3560,4460,2992,1421,4012,16959,1894,15065,2478,1303,2434,1854,1948,1864,831,2353,636,95,541,126,35,152,69,85,21,14,39,3163,603,2560,499,353,650,428,206,169,18,237
"Somerset County, New Jersey","34035",264490,35228,229262,34034,14921,25477,22897,25703,23649,12310,70271,119668,16610,103058,19315,6739,10618,9823,12471,11809,5654,26629,66791,6331,60460,6634,3724,6433,5458,6646,5974,3338,22253,3439,429,3010,384,206,379,379,419,278,152,813,74592,11858,62734,7701,4252,8047,7237,6167,5588,3166,20576
