"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Atlantic County, New Jersey","34001",26467,26219,31911,20150,22166
"Bergen County, New Jersey","34003",39377,37231,49331,32247,35274
"Burlington County, New Jersey","34005",37478,34762,41671,35661,33780
"Camden County, New Jersey","34007",29975,27235,35874,17749,26483
"Cape May County, New Jersey","34009",28751,27640,31228,18468,20439
"Cumberland County, New Jersey","34011",23048,25318,25550,15454,19658
"Essex County, New Jersey","34013",28414,28581,36444,18823,26214
"Gloucester County, New Jersey","34015",34994,32010,39514,32083,30634
"Hudson County, New Jersey","34017",31027,31852,46985,21128,27071
"Hunterdon County, New Jersey","34019",45469,41523,53003,36250,41513
"Mercer County, New Jersey","34021",32369,30935,40806,21185,30364
"Middlesex County, New Jersey","34023",36357,34561,40738,25540,36804
"Monmouth County, New Jersey","34025",38786,36629,47250,30530,30942
"Morris County, New Jersey","34027",44393,43482,54918,26763,38225
"Ocean County, New Jersey","34029",30254,30898,32164,21950,22184
"Passaic County, New Jersey","34031",27888,30502,37548,18386,25065
"Salem County, New Jersey","34033",30329,31023,31367,23583,21124
"Somerset County, New Jersey","34035",44395,40564,52413,41310,44157
"Sussex County, New Jersey","34037",37071,35320,42410,37669,36968
"Union County, New Jersey","34039",31639,33666,43562,25887,26377
"Warren County, New Jersey","34041",34024,33145,39718,25715,26302
