"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Atlantic County, New Jersey","34001",275376,16554,45107,26301,32405,33529,41941,19101,7679,10477,23915,18367,155041,15020,36258,19559,17171,16125,19504,8555,3103,4229,8462,7055,66829,1094,5030,3057,6044,7234,11699,6375,2883,4089,10902,8422,8134,163,646,512,1166,1217,1812,748,305,448,769,348,45372,277,3173,3173,8024,8953,8926,3423,1388,1711,3782,2542
"Bergen County, New Jersey","34003",926330,49214,153473,73121,108435,126627,146138,68397,24072,30800,76555,69498,400069,39713,105388,42691,42277,38492,46467,21012,8091,10012,22706,23220,232319,7608,34059,15037,22827,28502,39110,20325,7209,9161,24248,24233,14286,435,1916,1000,1843,1968,2167,1074,524,669,1419,1271,279656,1458,12110,14393,41488,57665,58394,25986,8248,10958,28182,20774
"Burlington County, New Jersey","34005",450556,24082,75258,39571,53810,57691,72490,33198,11657,14869,36969,30961,234810,20033,56120,26283,29412,25814,30984,12818,4661,5408,12681,10596,164734,3577,16010,10149,16402,21859,31364,15915,5566,7309,19733,16850,9052,227,928,848,1322,1493,1775,905,197,466,525,366,41960,245,2200,2291,6674,8525,8367,3560,1233,1686,4030,3149
"Camden County, New Jersey","34007",511998,32370,87910,45403,69313,65862,74910,35999,12073,17206,39054,31898,276435,28247,68032,30698,38009,31202,31288,13600,4736,6431,13366,10826,162575,3503,15535,9764,17779,20439,29548,16516,5222,8155,19355,16759,17111,185,1174,1012,2286,3065,3397,1658,678,649,1894,1113,55877,435,3169,3929,11239,11156,10677,4225,1437,1971,4439,3200
"Cape May County, New Jersey","34009",95805,4497,12776,7872,9505,9224,13991,7245,3548,4866,12319,9962,46559,4107,9677,4930,5500,4399,6172,2865,1363,1608,3532,2406,42321,255,2471,2165,2805,3600,6724,4043,2037,3004,8247,6970,1579,54,353,241,251,170,178,56,52,93,72,59,5346,81,275,536,949,1055,917,281,96,161,468,527
"Cumberland County, New Jersey","34011",157035,10569,26651,14174,23085,21553,21699,10035,3525,4757,11730,9257,105857,9974,22939,10353,14798,13130,13539,6063,1711,2642,6154,4554,26359,410,1973,1735,2952,3469,4260,2377,1185,1242,3380,3376,8483,24,666,549,926,1341,1600,578,356,636,1136,671,16336,161,1073,1537,4409,3613,2300,1017,273,237,1060,656
"Essex County, New Jersey","34013",791609,53477,138652,74870,107794,113213,115564,50076,17981,23853,53132,42997,409011,46315,104935,48259,51825,45646,45128,18813,6343,7945,17337,16465,154396,5660,20997,10508,15824,21142,24903,12721,5226,6521,16410,14484,26192,507,2682,2075,3218,3436,4553,2660,733,1564,3036,1728,202010,995,10038,14028,36927,42989,40980,15882,5679,7823,16349,10320
"Gloucester County, New Jersey","34015",290298,16350,51105,26805,34548,38180,45567,20223,7541,10280,22864,16835,166256,14133,38104,19130,21245,20475,21667,8778,3389,4271,8434,6630,105084,2093,11889,6319,9948,14045,20136,10089,3720,4994,12683,9168,3146,10,209,171,587,505,600,240,105,268,300,151,15812,114,903,1185,2768,3155,3164,1116,327,747,1447,886
"Hudson County, New Jersey","34017",662619,46112,89225,60985,139397,103227,85394,35693,13845,18350,39679,30712,247723,35817,62198,30324,41773,24425,19133,9261,3277,4032,8929,8554,111219,7292,13062,9350,30056,17793,13813,5311,1980,2408,5482,4672,25947,621,1484,1867,2829,3452,4094,2071,1303,1623,3949,2654,277730,2382,12481,19444,64739,57557,48354,19050,7285,10287,21319,14832
"Hunterdon County, New Jersey","34019",126250,5110,22122,10462,10319,15174,23934,11574,3612,4873,11119,7951,78882,4521,18072,8086,6552,8433,13429,6374,1954,2339,5157,3965,34862,528,3301,1726,2221,4332,7676,4010,1318,2105,4563,3082,1540,58,153,76,70,273,351,257,8,42,142,110,10966,3,596,574,1476,2136,2478,933,332,387,1257,794
"Mercer County, New Jersey","34021",370212,21540,59933,41477,46747,49732,55007,24111,9334,12632,26769,22930,194497,18876,44399,24300,21472,19470,23372,11475,4383,5306,10506,10938,86925,2130,9677,9008,9042,9673,15434,7064,2935,4440,9898,7624,9272,146,932,1148,1469,1424,1575,677,260,437,717,487,79518,388,4925,7021,14764,19165,14626,4895,1756,2449,5648,3881
"Middlesex County, New Jersey","34023",830300,50179,134688,82100,115768,117062,120934,54719,20770,25253,59199,49628,391216,43354,98704,53401,44175,35405,42965,20171,7079,8478,19762,17722,156366,4388,19368,12431,17506,17983,24666,12784,5594,6928,17647,17071,17962,458,1908,1287,2093,2274,3280,1693,576,961,2008,1424,264756,1979,14708,14981,51994,61400,50023,20071,7521,8886,19782,13411
"Monmouth County, New Jersey","34025",629185,32888,109508,51855,66349,78126,106214,49193,16377,23599,52363,42713,357487,29418,87399,36038,35759,37044,49215,22947,7525,10199,23479,18464,180521,3007,17784,10044,14758,23152,37884,18684,6331,9925,21355,17597,7493,155,693,590,747,970,1765,692,109,415,798,559,83684,308,3632,5183,15085,16960,17350,6870,2412,3060,6731,6093
"Morris County, New Jersey","34027",498192,25886,86925,39531,53472,65563,85070,36895,12714,17335,40708,34093,286806,23271,69378,28730,28015,30526,40159,17839,6667,7827,18553,15841,110014,1681,11650,5468,9178,14320,23017,10427,3485,5786,13045,11957,7782,226,1141,738,906,924,1638,631,215,153,731,479,93590,708,4756,4595,15373,19793,20256,7998,2347,3569,8379,5816
"Ocean County, New Jersey","34029",583450,39601,97489,43883,62966,62426,76638,37636,14437,22022,64593,61759,386388,36011,82315,33292,38171,38089,47340,22862,8252,12961,34935,32160,141076,2969,11758,6672,14921,15291,20639,11154,4686,6953,22856,23177,9710,512,1431,866,1379,1099,1216,512,209,444,1123,919,46276,109,1985,3053,8495,7947,7443,3108,1290,1664,5679,5503
