"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Atlantic County, New Jersey","34001",26556,26277,32011,19345,21649
"Bergen County, New Jersey","34003",40029,37041,50068,34401,36356
"Burlington County, New Jersey","34005",36696,33820,40908,34338,33688
"Camden County, New Jersey","34007",30039,27214,36177,17060,26476
"Cape May County, New Jersey","34009",28585,27671,30727,14456,21598
"Cumberland County, New Jersey","34011",22452,24767,24534,15235,18980
"Essex County, New Jersey","34013",28069,28189,35931,18848,26136
"Gloucester County, New Jersey","34015",34892,31638,39907,31612,30693
"Hudson County, New Jersey","34017",31124,32094,47673,20640,26946
"Hunterdon County, New Jersey","34019",45712,42467,52552,29757,39493
"Mercer County, New Jersey","34021",31773,30457,40716,22920,29672
"Middlesex County, New Jersey","34023",36299,34900,40506,25469,36585
"Monmouth County, New Jersey","34025",38241,36135,46659,30333,30760
"Morris County, New Jersey","34027",44444,42717,56563,27021,38098
"Ocean County, New Jersey","34029",30290,31001,31909,22518,22307
"Passaic County, New Jersey","34031",27918,30452,37518,18991,25200
"Salem County, New Jersey","34033",30681,31521,31128,23505,22153
"Somerset County, New Jersey","34035",43725,39158,52503,36739,44323
"Sussex County, New Jersey","34037",36594,35135,42267,35078,35268
"Union County, New Jersey","34039",31229,32467,45621,25093,25870
"Warren County, New Jersey","34041",33438,32987,38123,25890,26343
