"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Mercer County, New Jersey","34021",303252,40082,263170,53592,20980,36839,27339,30575,25481,12138,56226,140835,18846,121989,28302,9534,15733,12800,15618,12963,5925,21114,77831,7299,70532,13031,4864,8061,6195,7413,6869,3885,20214,8471,1145,7326,1802,859,1220,821,924,757,262,681,76115,12792,63323,10457,5723,11825,7523,6620,4892,2066,14217
"Middlesex County, New Jersey","34023",677534,122239,555295,86115,45751,75555,62517,68841,61825,29130,125561,271071,55708,215363,39119,17900,26468,24382,29337,27674,11860,38623,137368,15676,121692,16120,9162,16230,13114,15929,13681,6805,30651,16221,2484,13737,3101,1543,2144,1653,1952,1094,459,1791,252874,48371,204503,27775,17146,30713,23368,21623,19376,10006,54496
"Monmouth County, New Jersey","34025",514435,66684,447751,72267,34775,59602,44872,50558,48168,21479,116030,262016,37138,224878,42407,18005,27414,22211,25838,25600,11700,51703,164510,16771,147739,19067,9862,18160,13605,16514,16293,7103,47135,6850,866,5984,1030,520,1108,620,692,602,326,1086,81059,11909,69150,9763,6388,12920,8436,7514,5673,2350,16106
"Morris County, New Jersey","34027",406936,51035,355901,51440,24437,40785,33418,41675,38402,19075,106669,210366,28411,181955,29817,12345,19150,17218,22035,21850,10259,49281,99833,9412,90421,10305,5085,9330,7033,9352,8488,4899,35929,6757,863,5894,1204,646,852,713,736,470,245,1028,89980,12349,77631,10114,6361,11453,8454,9552,7594,3672,20431
"Ocean County, New Jersey","34029",468347,52515,415832,69370,40676,69748,50893,53576,46784,19460,65325,286364,33426,252938,45009,23397,38955,30302,33550,30826,12126,38773,129007,12493,116514,16179,11379,19639,14690,15606,12436,5742,20843,8104,1020,7084,1658,737,1419,1020,597,577,344,732,44872,5576,39296,6524,5163,9735,4881,3823,2945,1248,4977
"Passaic County, New Jersey","34031",404394,75819,328575,62106,33843,54335,41184,39403,31994,14367,51343,185290,37908,147382,31349,13726,19732,16525,18045,15684,6946,25375,58662,6932,51730,7733,4033,7537,5684,5926,5473,3209,12135,22501,4592,17909,4776,2679,3385,2597,2111,1147,438,776,137941,26387,111554,18248,13405,23681,16378,13321,9690,3774,13057
"Salem County, New Jersey","34033",53184,6583,46601,8372,4244,7330,5866,6750,5052,2257,6730,32148,4022,28126,5172,2530,4115,3438,4488,2972,1300,4111,17094,1840,15254,2587,1359,2426,1871,1911,1845,924,2331,697,118,579,199,26,92,60,96,52,11,43,3245,603,2642,414,329,697,497,255,183,22,245
"Somerset County, New Jersey","34035",267264,34963,232301,34498,15899,26042,22845,25988,24699,12168,70162,120191,16402,103789,19469,7438,11149,9883,12411,12314,5078,26047,66515,5967,60548,6817,3543,6457,5389,6536,6309,3495,22002,3711,489,3222,363,239,502,491,327,295,141,864,76847,12105,64742,7849,4679,7934,7082,6714,5781,3454,21249
"Sussex County, New Jersey","34037",120375,13265,107110,16982,8464,14705,11602,13628,11392,5965,24372,78576,9136,69440,11945,5612,9537,7521,9418,7478,3898,14031,29724,2478,27246,3503,2074,3586,2793,3057,2911,1492,7830,1204,205,999,173,84,174,68,62,99,49,290,10871,1446,9425,1361,694,1408,1220,1091,904,526,2221
"Union County, New Jersey","34039",439501,64759,374742,64690,32512,60544,43673,46300,37917,17454,71652,191800,31728,160072,31101,13009,21150,17569,19611,18016,8831,30785,79167,8781,70386,9360,4837,8378,7122,7369,7362,3205,22753,11830,1669,10161,1903,1226,1937,1268,1492,864,458,1013,156704,22581,134123,22326,13440,29079,17714,17828,11675,4960,17101
"Warren County, New Jersey","34041",88473,10113,78360,12685,6193,12152,9224,10622,8809,3754,14921,53317,6247,47070,8019,3687,7131,5521,6541,5554,2203,8414,24451,2444,22007,3204,1404,3253,2418,2911,2519,1174,5124,1152,141,1011,134,196,126,181,137,79,60,98,9553,1281,8272,1328,906,1642,1104,1033,657,317,1285
