"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Monmouth County, New Jersey","34025",42.8,32.1,51.7,50.4,46.3
"Mercer County, New Jersey","34021",38.6,28.6,48.9,43.3,42.2
"Sussex County, New Jersey","34037",44.1,38.1,52.8,51.9,49.6
"Cumberland County, New Jersey","34011",36.8,32,51.3,49.3,37.4
"Somerset County, New Jersey","34035",41.3,28.6,51.6,46.1,45.5
"Essex County, New Jersey","34013",37.3,26.3,46.5,48.1,44.6
"Ocean County, New Jersey","34029",42.9,35.5,54.9,41.6,48.3
"Atlantic County, New Jersey","34001",41.1,28.6,56.2,48.6,45.5
"Gloucester County, New Jersey","34015",39.9,30.7,50.2,48,46.1
"Middlesex County, New Jersey","34023",38.1,25,48.8,49.1,43.3
"Salem County, New Jersey","34033",41.9,40.2,45.1,38.7,41.8
"Passaic County, New Jersey","34031",36.7,25.2,49.4,49.2,45.4
"Cape May County, New Jersey","34009",48.7,34.4,60.1,33.6,42.2
"Camden County, New Jersey","34007",38.5,28.3,50.8,47.8,43.9
"Bergen County, New Jersey","34003",41.6,27.4,47.3,45.1,47.7
"Union County, New Jersey","34039",38.3,26.4,47.8,45.2,44.9
"Warren County, New Jersey","34041",43.5,39.9,48.7,49.3,45.7
"Hudson County, New Jersey","34017",34.9,24.4,33.7,51.2,41.6
"Hunterdon County, New Jersey","34019",45.9,37.9,54,48.2,48.9
"Burlington County, New Jersey","34005",41.4,30.2,51,44.2,47.5
"Morris County, New Jersey","34027",42.3,32.4,51.5,45.1,46.7
