"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Monmouth County, New Jersey","34025",436169,31229,107712,105334,115874,76020,206315,9419,57162,53699,55951,30084,148021,6473,32423,35789,41712,31624,5923,1052,1597,1670,1028,576,75910,14285,16530,14176,17183,13736
"Mercer County, New Jersey","34021",250034,30352,61587,54370,53953,49772,105992,8421,32808,30253,22064,12446,66454,4715,12572,12571,17311,19285,7249,1842,2431,1571,796,609,70339,15374,13776,9975,13782,17432
"Sussex County, New Jersey","34037",101164,5677,31745,28991,23533,11218,63885,3237,22123,18665,13979,5881,25560,1145,6312,7212,6991,3900,1299,130,419,389,200,161,10420,1165,2891,2725,2363,1276
"Cumberland County, New Jersey","34011",104613,23126,41019,25455,10464,4549,61090,9244,26181,16381,6809,2475,21677,3793,8440,5593,2407,1444,8014,3627,2585,1422,318,62,13832,6462,3813,2059,930,568
"Somerset County, New Jersey","34035",230407,13038,48614,46368,66537,55850,94216,3345,24210,23144,27430,16087,59463,1947,10064,11087,19217,17148,3165,498,642,640,767,618,73563,7248,13698,11497,19123,21997
"Essex County, New Jersey","34013",534516,78743,151827,122028,109961,71957,215110,20078,71151,55401,45067,23413,117502,11163,24550,24743,29709,27337,20892,7720,5977,4068,2234,893,181012,39782,50149,37816,32951,20314
"Ocean County, New Jersey","34029",406087,35850,139381,115577,76806,38473,240125,16537,87811,69917,46054,19806,117245,7872,37733,34495,22546,14599,6653,1149,2158,1830,899,617,42064,10292,11679,9335,7307,3451
"Atlantic County, New Jersey","34001",187294,25650,61797,50065,33494,16288,86416,8153,31776,25005,14773,6709,55724,4741,17522,15297,11455,6709,6330,1798,1910,1670,730,222,38824,10958,10589,8093,6536,2648
"Gloucester County, New Jersey","34015",198621,14834,67125,55106,40959,20597,96861,6572,35158,27191,19824,8116,84526,5369,27403,23816,17646,10292,2900,567,977,806,323,227,14334,2326,3587,3293,3166,1962
"Middlesex County, New Jersey","34023",572917,61515,147854,122864,142318,98366,195339,11261,69029,51929,43166,19954,121384,6289,31579,31871,30190,21455,14566,3744,4560,2966,2048,1248,241628,40221,42686,36098,66914,55709
"Salem County, New Jersey","34033",44330,5732,16840,12440,6440,2878,26628,3025,11091,7548,3559,1405,14031,1494,4569,4248,2431,1289,839,238,277,189,124,11,2832,975,903,455,326,173
"Passaic County, New Jersey","34031",336045,57288,116225,71765,60664,30103,138634,12593,50982,33303,29187,12569,50124,4096,13594,11903,12008,8523,17498,6758,5692,3168,1429,451,129789,33841,45957,23391,18040,8560
"Cape May County, New Jersey","34009",69911,6436,23086,18502,14444,7443,28614,2563,10008,7556,5818,2669,36116,2829,11240,9779,7891,4377,1204,224,504,249,155,72,3977,820,1334,918,580,325
"Camden County, New Jersey","34007",348322,40291,106856,92875,68485,39815,154656,14181,53736,45024,28579,13136,130335,10044,37138,35598,28648,18907,14552,5044,4546,3035,1200,727,48779,11022,11436,9218,10058,7045
"Bergen County, New Jersey","34003",659670,52700,157643,133407,196349,119571,214885,10447,61115,49352,61312,32659,175455,5610,34451,36599,56876,41919,11015,2176,2714,2414,2004,1707,258315,34467,59363,45042,76157,43286
"Union County, New Jersey","34039",377040,52951,110261,85379,77535,50914,146950,8658,46424,37817,35011,19040,71854,4421,14574,15070,20364,17425,11642,2771,4057,2363,1682,769,146594,37101,45206,30129,20478,13680
"Warren County, New Jersey","34041",75330,6939,23732,20815,15509,8335,43327,3363,15089,12537,8288,4050,22302,1484,6411,6095,5059,3253,989,85,207,395,227,75,8712,2007,2025,1788,1935,957
"Hudson County, New Jersey","34017",481845,78305,126237,87836,118853,70614,122194,10330,38150,26473,32923,14318,82979,5297,14435,16117,29505,17625,19909,6492,6698,3418,2103,1198,256763,56186,66954,41828,54322,37473
"Hunterdon County, New Jersey","34019",88545,4481,19230,19913,26800,18121,48176,2146,12079,11872,14456,7623,29350,845,4953,6133,9698,7721,1314,236,212,298,386,182,9705,1254,1986,1610,2260,2595
"Burlington County, New Jersey","34005",313495,20696,90581,86923,74439,40856,135919,8582,44288,37827,31551,13671,131781,6026,34957,38794,32278,19726,7542,906,2419,2185,1465,567,38253,5182,8917,8117,9145,6892
"Morris County, New Jersey","34027",347344,20949,73245,70471,106554,76125,163257,5607,40263,37731,51170,28486,92713,2336,13682,17480,32068,27147,5929,767,1621,1529,1170,842,85445,12239,17679,13731,22146,19650
