"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Salem County, New Jersey","34033",52283,6243,46040,7872,4307,7190,5519,6227,5248,2234,7443,31594,4049,27545,4846,2386,3955,3153,3995,3247,1366,4597,16568,1602,14966,2300,1543,2511,1655,1830,1782,813,2532,1064,192,872,228,111,104,126,185,64,8,46,3057,400,2657,498,267,620,585,217,155,47,268
"Passaic County, New Jersey","34031",408102,74312,333790,60683,33699,54990,39773,40798,32126,15781,55940,188844,37242,151602,30289,13657,19715,16560,19336,15626,8091,28328,56449,6003,50446,6841,3302,7200,5372,5647,5815,3213,13056,19769,3577,16192,4223,2508,3089,2127,1718,1073,402,1052,143040,27490,115550,19330,14232,24986,15714,14097,9612,4075,13504
"Cape May County, New Jersey","34009",80785,6569,74216,13421,7212,11712,9223,9648,8322,3079,11599,35941,3244,32697,6733,3141,4562,4024,4073,4033,1268,4863,38974,2521,36453,5563,3599,5853,4558,4954,3961,1679,6286,1451,108,1343,456,200,244,60,145,68,31,139,4419,696,3723,669,272,1053,581,476,260,101,311
"Camden County, New Jersey","34007",413435,50642,362793,64342,33887,54712,42720,47883,38656,17812,62781,199787,27225,172562,35350,15780,26230,20600,22675,19214,8109,24604,143725,12818,130907,17327,11091,18048,14620,18353,15146,7160,29162,16057,2168,13889,4098,2102,2050,1695,1273,917,546,1208,53866,8431,45435,7567,4914,8384,5805,5582,3379,1997,7807
"Bergen County, New Jersey","34003",773386,116285,657101,95345,51505,79355,63598,76872,71952,33732,184742,285962,45563,240399,42383,18806,27697,23471,29284,27045,12841,58872,198153,21905,176248,20073,11252,18496,15512,18681,18752,9302,64180,12481,1872,10609,1798,961,1411,1026,1147,1240,489,2537,276790,46945,229845,31091,20486,31751,23589,27760,24915,11100,59153
"Union County, New Jersey","34039",448233,64625,383608,63226,32151,59854,44532,47895,38527,18244,79179,193793,30769,163024,29898,12708,20823,17880,20528,18030,8475,34682,79858,8406,71452,9401,5059,8399,6434,7505,7422,3889,23343,13401,1933,11468,2266,1152,2369,1382,1620,939,469,1271,161181,23517,137664,21661,13232,28263,18836,18242,12136,5411,19883
"Warren County, New Jersey","34041",89191,9611,79580,13031,5859,11552,8506,10805,9149,4273,16405,52979,5736,47243,8109,3527,6239,4952,6696,5712,2603,9405,25510,2550,22960,3212,1499,3466,2490,3024,2615,1141,5513,1096,83,1013,135,114,202,116,152,98,74,122,9606,1242,8364,1575,719,1645,948,933,724,455,1365
"Hudson County, New Jersey","34017",561097,94066,467031,77394,43280,73788,51847,54663,47292,21918,96849,163381,30614,132767,23649,11393,19078,13411,16449,16600,7288,24899,94686,10810,83876,9849,5080,8702,7696,9850,9948,4909,27842,22326,2922,19404,5012,2780,2899,2579,1918,1578,569,2069,280704,49720,230984,38884,24027,43109,28161,26446,19166,9152,42039
"Hunterdon County, New Jersey","34019",105817,12906,92911,13663,5747,9691,8618,9495,9451,5319,30927,61269,8228,53041,8882,3155,5735,4951,5155,5642,3197,16324,32367,2983,29384,3195,1718,2843,2607,3085,2889,1597,11450,1503,173,1330,360,154,112,98,103,53,44,406,10678,1522,9156,1226,720,1001,962,1152,867,481,2747
"Burlington County, New Jersey","34005",370956,44099,326857,49294,24752,41292,36432,43507,39045,19020,73515,175648,24109,151539,27205,11927,18620,17323,20420,18207,8708,29129,145760,12976,132784,15785,9467,16846,14064,17118,16301,8145,35058,8693,1168,7525,1231,673,1199,822,1019,980,444,1157,40855,5846,35009,5073,2685,4627,4223,4950,3557,1723,8171
"Morris County, New Jersey","34027",410735,50897,359838,50523,23920,40261,32034,39465,39398,18382,115855,211302,29055,182247,29617,12033,18999,15778,20112,21970,9872,53866,101340,9008,92332,9912,5344,9143,6928,9543,8904,4614,37944,7049,881,6168,1121,717,904,827,695,516,180,1208,91044,11953,79091,9873,5826,11215,8501,9115,8008,3716,22837
