"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Monmouth County, New Jersey","34025",40145,37089,48371,32353,33058
"Mercer County, New Jersey","34021",32970,31545,41802,21747,31196
"Sussex County, New Jersey","34037",38821,37141,45804,41556,33179
"Cumberland County, New Jersey","34011",22314,24339,22757,16485,19412
"Somerset County, New Jersey","34035",45341,40251,53326,40688,49186
"Essex County, New Jersey","34013",29836,28923,39834,19353,27606
"Ocean County, New Jersey","34029",31586,32245,33396,24470,24280
"Atlantic County, New Jersey","34001",27163,27264,32367,19795,22413
"Gloucester County, New Jersey","34015",35776,32177,41083,29179,31653
"Middlesex County, New Jersey","34023",37680,36165,41826,29256,38624
"Salem County, New Jersey","34033",31088,32686,30962,23971,24272
"Passaic County, New Jersey","34031",28919,31710,41057,19100,24555
"Cape May County, New Jersey","34009",30028,29785,31601,15680,22667
"Camden County, New Jersey","34007",31110,29116,37929,17652,27632
"Bergen County, New Jersey","34003",41590,38595,52162,35791,38257
"Union County, New Jersey","34039",32334,35107,46853,24756,27316
"Warren County, New Jersey","34041",35821,36276,38411,26927,27147
"Hudson County, New Jersey","34017",31790,33929,50818,21462,27275
"Hunterdon County, New Jersey","34019",48364,44719,56197,29125,42278
"Burlington County, New Jersey","34005",38478,35386,43007,32969,36983
"Morris County, New Jersey","34027",46947,45365,58447,28280,40761
