"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Roxbury Township School District, New Jersey","3414340",23371,1493,4623,1647,2449,3214,4125,1788,598,676,1450,1308,14984,1376,3884,1156,1469,1723,2370,1027,368,328,587,696,5022,77,432,436,396,704,1001,548,156,252,523,497,185,0,0,0,43,0,108,4,0,19,0,11,3180,40,307,55,541,787,646,209,74,77,340,104
"Rutherford Borough School District, New Jersey","3414460",18016,1168,2770,1579,2195,2758,2873,1495,477,481,890,1330,10538,1040,2264,1066,1191,1222,1256,840,271,308,398,682,3764,53,294,306,450,773,864,259,138,102,289,236,181,0,16,12,47,10,56,13,0,0,5,22,3533,75,196,195,507,753,697,383,68,71,198,390
"Saddle Brook Township School District, New Jersey","3414490",13570,881,1954,1123,2235,1666,2115,724,184,500,895,1293,8568,881,1620,667,1386,1097,1011,402,95,336,403,670,2345,0,196,147,291,237,488,122,83,115,263,403,22,0,0,0,0,0,22,0,0,0,0,0,2635,0,138,309,558,332,594,200,6,49,229,220
"Salem City School District, New Jersey","3414550",5239,413,1095,482,687,513,637,359,143,136,349,425,3563,385,980,352,364,315,403,252,93,60,154,205,1277,28,115,130,263,78,154,91,50,60,154,154,79,0,0,0,39,12,0,4,0,0,0,24,320,0,0,0,21,108,80,12,0,16,41,42
"Sayreville Borough School District, New Jersey","3414640",42511,3021,6246,3641,6115,6055,6909,2840,1003,1087,2902,2692,21727,2652,4347,2325,2385,2134,3104,1199,362,491,1153,1575,9218,266,1223,769,1071,1468,1735,857,215,328,722,564,1085,33,69,64,238,231,111,128,0,0,114,97,10481,70,607,483,2421,2222,1959,656,426,268,913,456
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",30575,2110,5890,1781,2608,4949,5055,2216,818,1035,1830,2283,16633,1807,4410,1285,1294,1908,2138,1037,265,448,871,1170,9094,295,1269,296,588,2035,1735,629,367,351,684,845,303,0,46,41,0,97,77,0,12,9,8,13,4545,8,165,159,726,909,1105,550,174,227,267,255
"Secaucus Town School District, New Jersey","3414850",16125,1009,2005,1243,2096,2763,2492,1112,544,297,1210,1354,8520,801,1467,841,882,1151,984,660,230,87,618,799,2690,208,426,70,357,433,398,176,134,50,136,302,296,0,0,35,44,88,54,15,20,15,17,8,4619,0,112,297,813,1091,1056,261,160,145,439,245
"Somerville Borough School District, New Jersey","3415090",12173,744,1964,965,2239,1845,1889,556,170,337,787,677,7022,675,1658,658,869,784,936,353,97,230,407,355,1877,54,93,50,316,347,341,104,54,44,223,251,147,0,15,0,39,28,32,0,0,10,6,17,3127,15,198,257,1015,686,580,99,19,53,151,54
"South Amboy City School District, New Jersey","3415120",8566,569,1020,829,1316,1234,1083,784,242,455,490,544,5393,451,757,546,789,585,692,549,189,221,266,348,1710,118,207,230,173,326,308,61,35,55,121,76,71,0,13,0,7,0,0,14,0,37,0,0,1392,0,43,53,347,323,83,160,18,142,103,120
"Lake Como Borough School District, New Jersey","3415150",1793,84,275,102,371,338,309,70,58,23,77,86,1235,78,264,78,189,227,197,47,46,19,49,41,284,6,11,5,101,32,43,18,7,4,21,36,31,0,0,0,26,5,0,0,0,0,0,0,243,0,0,19,55,74,69,5,5,0,7,9
"South Brunswick Township School District, New Jersey","3415210",42859,2135,9621,2826,4106,7992,7446,2305,951,1112,2493,1872,18550,1908,6950,1633,1426,1934,2335,752,230,276,559,547,9570,189,1234,645,824,1335,2227,781,283,377,823,852,524,8,152,0,23,87,133,68,0,21,8,24,14215,30,1285,548,1833,4636,2751,704,438,438,1103,449
"South Orange-Maplewood School District, New Jersey","3415330",39978,3248,7302,4862,3427,6899,6169,2378,797,883,1902,2111,17091,2092,4519,2696,1216,1641,2076,779,257,258,595,962,14841,994,2181,1429,1112,3257,2581,1063,364,467,705,688,514,17,58,21,50,102,122,46,51,0,37,10,7532,145,544,716,1049,1899,1390,490,125,158,565,451
"South Plainfield Borough School District, New Jersey","3415360",23237,1166,3841,1589,2842,3472,3726,1843,582,988,1467,1721,13838,1071,3164,1171,1475,1817,1966,1009,236,473,632,824,4317,73,488,286,392,670,649,336,164,346,361,552,217,0,54,0,24,7,54,8,0,25,24,21,4865,22,135,132,951,978,1057,490,182,144,450,324
"South River Borough School District, New Jersey","3415390",15938,812,2985,1652,2000,2427,2661,925,286,269,990,931,8521,755,2434,888,800,828,1120,412,150,171,515,448,2380,47,297,98,192,471,542,193,67,33,149,291,280,0,44,0,8,52,166,10,0,0,0,0,4757,10,210,666,1000,1076,833,310,69,65,326,192
"Sparta Township School District, New Jersey","3415510",19660,1103,4444,1320,1188,3141,4129,1347,446,581,1172,789,11602,1055,3465,1039,690,1737,1861,744,31,194,438,348,6449,48,918,228,303,1010,1818,472,358,334,560,400,175,0,20,38,32,19,30,0,10,0,0,26,1434,0,41,15,163,375,420,131,47,53,174,15
"Spotswood Borough School District, New Jersey","3415540",10360,617,1657,908,1207,1541,1559,697,228,356,769,821,6763,585,1447,807,747,848,1044,341,130,131,323,360,2128,32,169,93,201,376,358,86,59,130,320,304,181,0,15,2,23,27,6,93,0,0,0,15,1288,0,26,6,236,290,151,177,39,95,126,142
"Springfield Township School District, New Jersey","3415630",15606,1028,2145,822,2000,2148,2592,1026,467,447,1207,1724,8246,890,1595,495,862,965,1398,454,130,156,495,806,3621,138,299,137,499,496,524,313,188,154,304,569,32,0,0,0,10,0,22,0,0,0,0,0,3707,0,251,190,629,687,648,259,149,137,408,349
"Summit City School District, New Jersey","3415900",21316,1499,4534,970,2372,3407,3682,1367,299,564,1185,1437,9483,1144,3075,566,836,770,1143,532,41,266,459,651,7048,228,1061,280,390,1468,1682,551,210,232,455,491,311,24,34,13,91,88,9,13,18,0,11,10,4474,103,364,111,1055,1081,848,271,30,66,260,285
"Teaneck Township School District, New Jersey","3416080",39636,2657,6857,3905,5359,4866,5232,2640,1389,1788,2472,2471,12307,1978,3830,1803,1256,839,735,498,239,360,380,389,17351,626,2658,1470,2140,2159,2525,1330,846,762,1396,1439,823,0,147,101,84,205,92,68,0,41,52,33,9155,53,222,531,1879,1663,1880,744,304,625,644,610
"Tenafly Borough School District, New Jersey","3416110",14378,864,3492,750,841,2160,2935,768,265,450,850,1003,3578,473,1224,250,161,205,475,227,46,78,157,282,5715,337,1569,289,342,516,1038,365,154,216,478,411,271,15,99,14,0,0,4,30,40,38,18,13,4814,39,600,197,338,1439,1418,146,25,118,197,297
"Teterboro Borough School District, New Jersey","3416140",93,6,20,11,13,9,28,1,0,2,1,2,63,0,20,6,13,9,13,0,0,0,0,2,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,5,0,0,15,1,0,2,0,0
"Toms River Regional School District, New Jersey","3416230",108453,5868,18565,8516,11745,15748,16725,7642,2866,3973,8027,8778,75596,5530,16050,6725,8407,10337,10885,4401,1688,2367,4507,4699,22456,298,1866,998,1921,3077,3955,2318,961,1180,2667,3215,1295,15,35,109,224,153,305,163,49,64,83,95,9106,25,614,684,1193,2181,1580,760,168,362,770,769
"Trenton City School District, New Jersey","3416290",85044,6632,15137,8998,14680,12736,11332,4477,1363,1935,4032,3722,46818,6018,12031,5267,6490,5697,5029,2006,504,658,1608,1510,13404,432,1449,693,1084,1752,2612,1052,425,711,1610,1584,5139,83,475,438,906,1039,929,358,187,146,407,171,19683,99,1182,2600,6200,4248,2762,1061,247,420,407,457
"Union City School District, New Jersey","3416380",66095,4938,11575,6313,11420,10263,8975,3379,1048,1518,3573,3093,18579,4158,7433,2297,1809,1239,642,229,134,135,235,268,5765,550,1166,574,1615,784,610,121,51,16,106,172,3683,77,411,243,414,575,651,399,118,210,330,255,38068,153,2565,3199,7582,7665,7072,2630,745,1157,2902,2398
"Union Township School District, New Jersey","3416500",56114,2803,9071,6224,6343,7451,9013,3762,1442,1610,4063,4332,30734,2654,7248,4214,3359,2594,3407,1825,790,721,1813,2109,7619,116,880,868,743,959,1234,504,264,245,831,975,1503,10,246,158,137,395,229,101,10,57,107,53,16258,23,697,984,2104,3503,4143,1332,378,587,1312,1195
"Upper Freehold Regional School District, New Jersey","3416560",8440,290,2046,468,347,1180,1857,708,197,261,741,345,5455,264,1673,358,199,709,997,335,95,207,416,202,2300,26,325,64,104,312,697,335,66,52,192,127,84,0,35,2,0,9,29,0,0,0,9,0,601,0,13,44,44,150,134,38,36,2,124,16
"Vernon Township School District, New Jersey","3416710",24179,1345,4742,2151,2721,3467,4760,1783,546,695,1082,887,16796,1133,3943,1719,1882,2209,3291,1093,344,273,516,393,5734,192,668,368,488,963,1092,597,162,323,498,383,194,7,20,6,15,14,68,37,0,0,3,24,1455,13,111,58,336,281,309,56,40,99,65,87
"Verona Borough School District, New Jersey","3416740",13295,911,2161,641,1619,1917,2184,785,278,366,938,1495,8456,867,1761,512,1042,1056,1270,417,121,221,450,739,3081,44,254,82,438,511,578,170,109,89,230,576,100,0,33,0,0,24,31,12,0,0,0,0,1658,0,113,47,139,326,305,186,48,56,258,180
"Vineland City School District, New Jersey","3416800",60329,4264,10719,5684,7619,7886,8770,3590,1412,1744,4442,4199,37768,3895,8983,3893,4653,4627,4448,1875,659,698,2067,1970,10813,332,835,697,1035,1572,2090,927,303,418,1191,1413,4868,19,248,279,494,744,1011,398,251,349,704,371,6880,18,653,815,1437,943,1221,390,199,279,480,445
"Waldwick Borough School District, New Jersey","3416860",9602,521,1873,621,867,1549,1733,443,172,321,553,949,5655,510,1585,510,639,624,799,195,55,116,218,404,2696,11,223,62,128,515,657,195,83,156,232,434,49,0,0,0,0,39,0,0,0,0,10,0,1202,0,65,49,100,371,277,53,34,49,93,111
"Wall Township School District, New Jersey","3416890",26072,1309,5021,1744,1805,3364,4798,1993,617,984,2218,2219,19167,1124,4648,1465,1285,2374,3262,1340,438,556,1470,1205,5571,136,313,242,376,778,1216,522,119,317,632,920,231,49,0,24,0,26,51,15,16,25,12,13,1103,0,60,13,144,186,269,116,44,86,104,81
"Wallington Borough School District, New Jersey","3416920",11336,674,1525,722,2217,1521,1768,760,291,334,610,914,4894,658,931,380,710,433,522,284,90,148,200,538,745,5,73,1,102,110,142,111,33,16,31,121,64,0,16,0,19,29,0,0,0,0,0,0,5633,11,505,341,1386,949,1104,365,168,170,379,255
"Washington Township School District, New Jersey","3417070",48918,2771,9418,4667,4940,6485,8283,3487,1287,1561,3333,2686,22084,2355,6207,2608,2606,2674,2405,985,332,389,711,812,23739,395,2933,1936,1912,3056,5476,2178,893,1040,2307,1613,476,0,63,0,116,162,57,25,0,9,30,14,2619,21,215,123,306,593,345,299,62,123,285,247
"Wayne Township School District, New Jersey","3417280",54479,2888,9287,5223,4786,7015,8906,4076,1386,1931,3863,5118,33398,2587,7798,3959,2483,3780,4498,1908,750,958,1849,2828,10400,183,988,613,1146,1118,1974,1116,223,420,1209,1410,718,29,104,48,11,91,118,51,15,43,102,106,9963,89,397,603,1146,2026,2316,1001,398,510,703,774
"Weehawken Township School District, New Jersey","3417310",12574,754,1121,1149,2740,1922,2032,796,208,226,762,864,3614,418,418,414,935,461,344,149,43,31,146,255,3900,323,504,335,873,625,668,227,27,84,114,120,448,13,43,51,0,102,74,9,16,14,94,32,4612,0,156,349,932,734,946,411,122,97,408,457
"West Deptford Township School District, New Jersey","3417430",21602,924,3419,1768,3097,3097,3575,1357,470,865,1553,1477,13571,894,2720,1311,2130,1905,1711,673,274,471,710,772,6712,30,576,306,754,1023,1653,603,170,338,646,613,180,0,0,15,24,34,46,10,10,9,32,0,1139,0,123,136,189,135,165,71,16,47,165,92
"West Milford Township School District, New Jersey","3417520",25776,1546,4473,2020,2483,3974,4861,1957,768,947,1537,1210,17544,1453,3697,1540,1749,2497,3177,1079,484,438,892,538,6803,79,711,419,608,1159,1374,697,251,416,591,498,94,0,14,2,3,36,17,0,0,13,9,0,1335,14,51,59,123,282,293,181,33,80,45,174
"West New York Town School District, New Jersey","3417580",48973,3860,7064,4547,10019,7917,5927,2354,974,926,2776,2609,12366,2968,4499,1324,1730,620,470,219,26,69,200,241,5580,607,738,393,1537,1073,560,114,117,77,78,286,1711,59,173,175,271,207,234,108,81,64,214,125,29316,226,1654,2655,6481,6017,4663,1913,750,716,2284,1957
"West Orange Town School District, New Jersey","3417610",45907,2809,8157,3307,4822,6586,7427,2945,989,1604,3150,4111,21803,2451,5690,1895,1709,1998,2615,1213,428,599,1172,2033,11016,311,1789,486,1216,2019,1752,739,227,405,920,1152,472,26,36,32,39,69,118,0,25,37,25,65,12616,21,642,894,1858,2500,2942,993,309,563,1033,861
"West Wildwood Borough School District, New Jersey","3417670",495,6,56,13,13,53,102,23,25,24,114,66,103,6,6,3,6,17,20,3,10,0,16,16,380,0,46,7,7,36,82,20,15,24,96,47,3,0,0,3,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,2,3
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",49391,2998,10290,2852,6854,8694,8676,2652,1109,1193,2271,1802,15257,2366,5211,1311,1855,1306,1628,437,166,217,298,462,15760,432,3293,1049,2040,1982,3080,1186,534,439,1005,720,501,17,86,48,66,56,151,26,0,29,14,8,17873,183,1700,444,2893,5350,3817,1003,409,508,954,612
"Westfield Town School District, New Jersey","3417760",30095,1875,7071,1541,2277,5000,5057,2035,711,850,1681,1997,16248,1481,5314,1214,1189,1608,2306,927,366,310,554,979,9881,339,1441,247,761,2113,1975,847,250,427,809,672,277,23,114,0,0,64,0,48,0,0,28,0,3689,32,202,80,327,1215,776,213,95,113,290,346
"Westwood Regional School District, New Jersey","3417820",19964,1181,3229,1219,2101,2604,3192,1184,660,628,1995,1971,10895,1039,2849,897,1323,1321,1350,521,259,228,407,701,6081,115,289,230,399,761,1409,519,216,268,962,913,111,0,9,0,0,5,28,0,40,13,16,0,2877,27,82,92,379,517,405,144,145,119,610,357
"Wildwood City School District, New Jersey","3417940",5305,317,673,702,882,719,533,387,160,269,327,336,1981,231,405,263,314,155,119,206,67,87,49,85,2288,86,185,142,324,275,413,156,93,167,209,238,153,0,0,23,0,111,1,18,0,0,0,0,883,0,83,274,244,178,0,7,0,15,69,13
"Willingboro Township School District, New Jersey","3418000",31922,1782,5587,3253,3221,3703,5259,2269,874,1010,2923,2041,14099,1685,3942,1999,1753,1448,1622,558,83,214,411,384,12529,89,1319,1002,731,1253,2396,1221,625,570,2042,1281,835,0,130,44,114,114,233,53,25,34,52,36,4459,8,196,208,623,888,1008,437,141,192,418,340
"Winslow Township School District, New Jersey","3418060",38958,2427,7568,2635,4724,6333,6884,2323,814,1059,2463,1728,21848,2204,5716,1927,3161,3145,2764,868,287,318,911,547,14114,223,1577,610,1214,2457,3277,1246,398,667,1385,1060,600,0,18,0,66,122,201,66,21,15,59,32,2396,0,257,98,283,609,642,143,108,59,108,89
"Woodbridge Township School District, New Jersey","3418120",99411,6461,15230,7410,15557,14349,15924,7061,2407,2458,6116,6438,53031,5025,11349,4361,6265,6089,7743,3073,1152,1266,3055,3653,15303,893,2259,1035,1716,1901,2483,1176,492,532,1185,1631,1674,0,153,159,175,281,197,234,107,92,194,82,29403,543,1469,1855,7401,6078,5501,2578,656,568,1682,1072
"Woodbury City School District, New Jersey","3418150",10258,680,1653,792,1602,1304,1584,718,132,303,679,811,6367,525,1432,670,1037,787,846,327,40,128,250,325,3361,155,174,54,475,429,667,339,92,162,360,454,110,0,0,0,21,15,8,23,0,13,25,5,420,0,47,68,69,73,63,29,0,0,44,27
"Wood-Ridge Borough School District, New Jersey","3418300",7607,424,1014,596,841,1233,1296,574,265,244,572,548,4956,397,902,478,603,671,774,262,116,92,317,344,1272,27,101,89,75,221,202,202,40,53,141,121,154,0,0,0,0,54,0,38,16,16,30,0,1225,0,11,29,163,287,320,72,93,83,84,83
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",7489,265,1396,650,545,941,1419,548,154,206,620,745,4362,203,881,425,240,430,846,281,135,108,414,399,2922,62,486,225,288,497,516,242,9,91,198,308,3,0,0,0,3,0,0,0,0,0,0,0,202,0,29,0,14,14,57,25,10,7,8,38
"School District Not Defined (Water), New Jersey","3499998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of New Jersey, New Jersey","3499999",2160977,114592,384058,165212,217547,311210,365634,150002,57189,73450,166681,155402,1223370,98849,297473,113373,121569,152702,175460,67830,25207,31331,70177,69399,649716,13356,68367,33555,53571,97496,132596,59704,23259,31174,70533,66105,28955,570,3432,1676,3319,5575,5977,2392,1020,1235,1857,1902,258936,1817,14786,16608,39088,55437,51601,20076,7703,9710,24114,17996
"The Chathams School District, New Jersey","3400004",19359,1500,4356,807,1401,3456,3421,1264,381,457,1057,1259,10076,1243,3273,453,742,1208,1295,578,84,145,456,599,6887,221,845,215,414,1629,1647,486,205,268,491,466,162,12,69,0,20,30,31,0,0,0,0,0,2234,24,169,139,225,589,448,200,92,44,110,194
"Great Meadows Regional School District, New Jersey","3400008",8638,442,1536,701,931,1348,1746,635,323,295,434,247,6016,380,1347,585,600,1011,1115,314,166,110,237,151,1869,56,184,40,135,226,519,190,127,150,158,84,104,0,0,25,30,4,14,16,0,0,15,0,649,6,5,51,166,107,98,115,30,35,24,12
"Somerset Hills Regional School District, New Jersey","3400009",11207,517,2206,802,822,1594,2300,759,386,492,705,624,5674,503,1660,514,315,571,789,361,134,207,339,281,3457,0,489,156,154,564,942,236,200,166,297,253,231,0,42,4,0,0,75,70,0,0,28,12,1845,14,15,128,353,459,494,92,52,119,41,78
"Allenhurst Borough School District, New Jersey","3400780",498,7,100,33,55,46,86,49,20,20,35,47,363,7,75,33,44,29,47,35,13,20,25,35,131,0,25,0,11,17,39,10,7,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
"Asbury Park City School District, New Jersey","3400930",16191,1785,2681,1730,2705,2294,2206,555,311,276,874,774,9150,1564,2301,819,1237,1069,1077,216,159,45,371,292,2645,140,151,47,193,457,589,166,58,76,349,419,339,81,8,0,60,70,28,43,0,1,28,20,4057,0,221,864,1215,698,512,130,94,154,126,43
"Atlantic City School District, New Jersey","3400960",39848,3506,6642,3323,5918,4932,5632,2389,546,1102,3255,2603,18976,3127,5121,1976,2111,1689,2129,929,100,372,621,801,7829,235,470,356,772,547,1072,662,297,364,1601,1453,1857,60,279,111,428,299,303,128,8,130,89,22,11186,84,772,880,2607,2397,2128,670,141,236,944,327
"Audubon Borough School District, New Jersey","3401050",9880,357,1343,970,1402,1291,1717,808,229,268,725,770,6163,349,1086,659,972,721,1067,338,127,129,372,343,3176,8,257,256,282,449,587,447,95,127,318,350,146,0,0,25,42,0,44,0,0,0,3,32,395,0,0,30,106,121,19,23,7,12,32,45
"Bayonne City School District, New Jersey","3401260",62485,3589,9567,5090,8986,9508,9786,3983,1580,1780,4297,4319,36740,3055,7184,3196,4259,4355,5042,2506,967,862,2290,3024,7833,392,1299,743,1164,1111,1245,490,117,296,397,579,1612,0,120,90,278,221,286,186,26,82,276,47,16300,142,964,1061,3285,3821,3213,801,470,540,1334,669
"Belleville Town School District, New Jersey","3401350",35790,2061,5218,3505,5153,5993,5649,2196,708,918,2373,2016,17444,1721,3785,2085,2452,1858,1858,740,414,383,1012,1136,4743,234,741,461,690,1004,857,171,32,74,183,296,1549,14,102,72,249,389,267,140,24,53,143,96,12054,92,590,887,1762,2742,2667,1145,238,408,1035,488
"Belvidere Town School District, New Jersey","3401440",2718,171,513,267,242,400,501,168,27,110,124,195,1965,158,414,207,197,290,308,115,21,57,91,107,700,13,99,54,37,102,174,53,6,53,33,76,6,0,0,0,0,0,6,0,0,0,0,0,47,0,0,6,8,8,13,0,0,0,0,12
"Bergenfield Borough School District, New Jersey","3401500",26663,1513,4899,1999,3137,3803,4602,1782,451,741,1874,1862,8363,1184,2819,835,629,615,890,298,163,233,316,381,7798,282,1543,584,917,890,1185,632,149,226,672,718,621,37,55,37,103,57,57,78,19,17,97,64,9881,10,482,543,1488,2241,2470,774,120,265,789,699
"Berkeley Heights Township School District, New Jersey","3401530",13193,990,2358,854,792,1840,2259,993,334,452,1294,1027,7237,841,1747,702,531,734,959,457,139,176,471,480,3850,121,544,95,206,668,699,334,80,201,558,344,205,0,48,0,0,0,130,0,0,0,12,15,1901,28,19,57,55,438,471,202,115,75,253,188
"Bernards Township School District, New Jersey","3401650",26477,1467,6279,1543,1372,4041,5013,1804,703,839,1500,1916,13277,1172,4607,1016,736,1333,1962,553,245,315,533,805,8318,169,1125,333,368,1371,1832,974,314,412,630,790,239,0,59,35,12,11,29,44,14,14,0,21,4643,126,488,159,256,1326,1190,233,130,98,337,300
"Bloomfield Township School District, New Jersey","3401830",47148,2706,6948,4354,7966,6815,7084,3457,1261,1280,2515,2762,25059,2283,5284,2716,3671,2608,3224,1584,517,561,1183,1428,8046,321,1055,762,1194,1542,969,637,226,277,430,633,1931,22,87,60,517,334,593,80,49,48,68,73,12112,80,522,816,2584,2331,2298,1156,469,394,834,628
"Bogota Borough School District, New Jersey","3401920",8164,427,1363,840,840,1370,1344,509,285,164,548,474,3659,358,817,485,292,593,492,57,118,19,161,267,1718,69,459,203,200,211,133,123,55,99,150,16,312,0,0,0,0,100,16,50,87,0,59,0,2475,0,87,152,348,466,703,279,25,46,178,191
"Boonton Town School District, New Jersey","3401950",8392,494,1200,647,1274,1440,1171,528,208,168,613,649,5122,340,977,444,850,693,600,255,137,72,264,490,1640,84,71,47,198,413,275,125,53,53,210,111,90,0,0,32,21,0,9,0,0,0,28,0,1540,70,152,124,205,334,287,148,18,43,111,48
"Bordentown Regional School District, New Jersey","3402030",15619,833,2998,1130,2007,2229,2937,954,297,440,882,912,10134,804,2451,779,1221,1216,1800,444,115,228,475,601,3248,29,398,163,451,520,635,411,97,79,259,206,188,0,74,21,0,15,40,0,0,28,10,0,2049,0,75,167,335,478,462,99,85,105,138,105
"Bound Brook Borough School District, New Jersey","3402100",10404,891,1705,883,1958,1731,1335,492,162,232,441,574,4931,847,1230,419,505,530,505,264,75,54,177,325,1491,44,173,102,243,216,161,102,54,81,147,168,95,0,0,20,31,0,16,10,0,8,0,10,3887,0,302,342,1179,985,653,116,33,89,117,71
"Brick Township School District, New Jersey","3402220",75617,3807,11927,5823,8135,9901,12723,4862,2161,2833,6229,7216,54366,3616,10415,4903,6074,6653,8487,3156,1422,1681,3596,4363,15872,183,1187,639,1387,2198,3359,1310,594,885,2046,2084,833,0,130,81,63,189,131,60,0,16,96,67,4546,8,195,200,611,861,746,336,145,251,491,702
"Bridgeton City School District, New Jersey","3402250",25146,2473,4563,2908,4943,3865,2794,1173,279,324,913,911,14072,2318,3395,1400,2152,1902,1258,607,126,112,427,375,3952,119,703,291,557,476,664,223,70,87,347,415,1061,0,66,63,198,261,177,123,46,60,41,26,6061,36,399,1154,2036,1226,695,220,37,65,98,95
