"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Hopatcong Borough School District, New Jersey","3407440",10828,579,3663,3588,2066,932,5621,252,2012,1848,1128,381,3637,90,1293,1230,663,361,105,8,6,69,0,22,1465,229,352,441,275,168
"Hopewell Valley Regional School District, New Jersey","3407530",14866,624,2072,2481,4570,5119,6415,349,1348,1429,1909,1380,6395,133,589,807,2228,2638,81,3,0,9,46,23,1975,139,135,236,387,1078
"Interlaken Borough School District, New Jersey","3407650",672,15,98,118,239,202,442,7,61,94,139,141,207,6,34,17,94,56,8,2,0,4,2,0,15,0,3,3,4,5
"Irvington Township School District, New Jersey","3407680",35186,6643,13341,10470,3551,1181,12486,1638,5128,4066,1301,353,8761,1611,3504,2566,783,297,818,211,295,216,96,0,13121,3183,4414,3622,1371,531
"Jackson Township School District, New Jersey","3407740",36528,3132,12248,10245,7229,3674,17987,1317,6738,5282,3206,1444,14183,815,4426,4133,3049,1760,597,107,191,117,132,50,3761,893,893,713,842,420
"Jefferson Township School District, New Jersey","3407800",14486,906,4343,3764,4048,1425,9141,595,3175,2410,2304,657,3390,93,636,931,1220,510,126,13,48,42,15,8,1829,205,484,381,509,250
"Jersey City School District, New Jersey","3407830",168719,26915,40866,32400,42781,25757,42119,5561,14858,10527,7636,3537,36346,3935,7629,7779,10623,6380,9220,3414,2596,1710,987,513,81034,14005,15783,12384,23535,15327
"Keansburg Borough School District, New Jersey","3407860",6627,1173,2947,1761,542,204,3784,536,1894,965,322,67,2105,415,734,682,185,89,94,69,17,8,0,0,644,153,302,106,35,48
"Kearny Town School District, New Jersey","3407890",27311,5486,10682,6013,3662,1468,9397,1066,3663,2324,1640,704,2461,193,849,927,300,192,1260,294,542,247,141,36,14193,3933,5628,2515,1581,536
"Kenilworth Borough School District, New Jersey","3407920",5416,598,2511,1116,855,336,3190,244,1691,619,521,115,607,37,239,146,80,105,96,39,29,28,0,0,1523,278,552,323,254,116
"Keyport Borough School District, New Jersey","3407950",5401,837,2020,1363,832,349,2852,277,1147,915,362,151,1344,173,409,250,355,157,143,76,45,22,0,0,1062,311,419,176,115,41
"Kinnelon Borough School District, New Jersey","3408040",6810,104,1059,1298,2561,1788,3369,58,656,697,1165,793,2258,28,218,407,1007,598,76,0,11,0,24,41,1107,18,174,194,365,356
"Lacey Township School District, New Jersey","3408100",19081,1264,7793,5553,3213,1258,12807,873,5488,3605,2028,813,4982,290,1792,1542,969,389,227,32,115,67,13,0,1065,69,398,339,203,56
"Lakewood Township School District, New Jersey","3408220",43930,7568,14576,11475,6296,4015,12177,1800,4744,3063,1781,789,19374,1508,6103,6044,3231,2488,1992,482,647,535,203,125,10387,3778,3082,1833,1081,613
"Lawrence Township School District, New Jersey","3408400",21828,1695,3693,5044,5767,5629,7786,465,1864,2098,2134,1225,6754,300,772,1508,2015,2159,235,50,67,57,49,12,7053,880,990,1381,1569,2233
"Leonia Borough School District, New Jersey","3408520",5981,306,1011,1089,1968,1607,886,18,208,206,247,207,1826,69,207,419,487,644,163,32,46,12,36,37,3106,187,550,452,1198,719
"Linden City School District, New Jersey","3408610",28267,4622,11643,6954,3349,1699,11876,1296,5298,2934,1600,748,4110,577,1520,1143,628,242,980,343,272,320,45,0,11301,2406,4553,2557,1076,709
"Lindenwold Borough School District, New Jersey","3408640",11505,1954,4794,2770,1638,349,4802,552,2121,1354,665,110,4426,503,1931,1205,651,136,430,109,231,18,63,9,1847,790,511,193,259,94
"Longport Borough School District, New Jersey","3408671",900,63,192,168,243,234,243,12,65,70,47,49,631,47,118,95,196,175,3,0,0,0,0,3,23,4,9,3,0,7
"Livingston Township School District, New Jersey","3408820",19804,803,2622,2594,7275,6510,8232,273,1705,1291,3146,1817,5356,104,295,506,2382,2069,169,34,60,25,11,39,6047,392,562,772,1736,2585
"Lodi Borough School District, New Jersey","3408850",16196,2933,5951,4126,2454,732,6435,859,2830,1451,1069,226,2162,324,867,483,351,137,394,101,145,72,69,7,7205,1649,2109,2120,965,362
"Long Branch City School District, New Jersey","3408940",20843,4197,7332,4406,3343,1565,7590,722,2684,1816,1668,700,4481,344,1349,1295,839,654,913,316,222,218,146,11,7859,2815,3077,1077,690,200
"Pennsville Township School District, New Jersey","3409120",9505,1048,4020,2660,1280,497,5576,503,2865,1327,719,162,3433,444,1021,1200,468,300,133,57,75,1,0,0,363,44,59,132,93,35
"Lyndhurst Township School District, New Jersey","3409210",14904,1528,5342,3639,2857,1538,8213,592,3423,2056,1438,704,2148,196,684,516,518,234,338,33,120,73,88,24,4205,707,1115,994,813,576
"Madison Borough School District, New Jersey","3409240",9942,804,1654,1426,3170,2888,4264,401,843,762,1258,1000,3431,32,398,430,1340,1231,112,0,23,31,22,36,2135,371,390,203,550,621
"Old Bridge Township School District, New Jersey","3409270",44345,3938,13041,12043,10469,4854,15786,1510,6007,4460,2902,907,14341,757,4154,4264,3362,1804,1349,178,479,355,233,104,12869,1493,2401,2964,3972,2039
"Mahwah Township School District, New Jersey","3409330",17413,1130,3372,4022,5589,3300,6841,274,1496,1787,2192,1092,6942,321,1217,1664,2407,1333,208,16,55,75,48,14,3422,519,604,496,942,861
"Manasquan Borough School District, New Jersey","3409420",4191,180,1022,1016,1310,663,3060,62,867,734,897,500,986,57,155,249,384,141,54,0,0,19,13,22,91,61,0,14,16,0
"Manchester Township School District, New Jersey","3409450",36689,4988,17333,9248,3775,1345,19393,2375,9522,4954,1845,697,13730,1645,6466,3581,1537,501,444,157,107,107,56,17,3122,811,1238,606,337,130
"Manville Borough School District, New Jersey","3409630",7402,1048,3391,1863,801,299,4098,298,1915,1206,481,198,1497,290,532,429,153,93,54,30,24,0,0,0,1753,430,920,228,167,8
"Maple Shade Township School District, New Jersey","3409660",13451,1574,5010,3684,2257,926,5457,559,2196,1533,998,171,6179,576,2531,1794,868,410,130,10,35,12,27,46,1685,429,248,345,364,299
"Matawan-Aberdeen Regional School District, New Jersey","3409750",19049,1317,5092,5590,4735,2315,8047,450,2632,2337,1933,695,6891,355,1520,2066,2026,924,305,134,20,75,53,23,3806,378,920,1112,723,673
"Maywood Borough School District, New Jersey","3409810",7025,575,1936,1623,1866,1025,2841,107,1051,663,703,317,2186,152,526,531,610,367,157,18,47,42,36,14,1841,298,312,387,517,327
"Metuchen Borough School District, New Jersey","3409990",9569,328,1866,1887,3039,2449,4347,168,1123,1043,1271,742,3194,72,585,553,1060,924,114,0,23,10,8,73,1914,88,135,281,700,710
"Middle Township School District, New Jersey","3410020",13217,1886,5163,3322,1989,857,6095,807,2414,1694,931,249,6004,733,2428,1466,970,407,184,26,60,81,0,17,934,320,261,81,88,184
"Middlesex Borough School District, New Jersey","3410050",9321,942,3336,2189,1889,965,5097,462,2174,1191,1046,224,2238,121,728,570,420,399,67,40,0,0,0,27,1919,319,434,428,423,315
"Middletown Township School District, New Jersey","3410110",45556,2442,13174,12151,11370,6419,23179,1240,7848,6308,5453,2330,17590,780,4289,4614,4760,3147,496,57,81,118,161,79,4291,365,956,1111,996,863
"Midland Park Borough School District, New Jersey","3410140",4995,242,1310,1154,1570,719,2498,104,679,634,799,282,1516,42,399,317,426,332,119,15,51,34,0,19,862,81,181,169,345,86
"Millburn Township School District, New Jersey","3410200",12457,268,1170,1143,4390,5486,3805,71,542,451,1460,1281,5241,11,151,459,1923,2697,189,1,0,12,97,79,3222,185,477,221,910,1429
"Millville City School District, New Jersey","3410320",17891,3303,7937,4235,1763,653,11804,2110,5314,2900,1029,451,4395,705,2084,948,517,141,787,266,225,245,36,15,905,222,314,142,181,46
"Monroe Township School District (Gloucester County), New Jersey","3410470",23671,3517,8270,6286,3874,1724,10704,1306,4044,2875,1806,673,10971,1788,3678,2961,1680,864,169,11,110,23,12,13,1827,412,438,427,376,174
"Monroe Township School District (Middlesex County), New Jersey","3410500",28571,2186,8316,6892,6534,4643,9083,744,2896,2348,1957,1138,13813,687,4359,3584,3055,2128,413,146,106,13,77,71,5262,609,955,947,1445,1306
"Montclair Town School District, New Jersey","3410560",25067,1168,3481,4057,8159,8202,9505,564,1696,1785,3216,2244,11177,291,1071,1416,3704,4695,422,16,9,149,138,110,3963,297,705,707,1101,1153
"Montgomery Township School District, New Jersey","3410590",13797,369,1290,1750,4828,5560,4262,115,542,635,1692,1278,5303,41,498,712,2065,1987,115,19,0,30,44,22,4117,194,250,373,1027,2273
"Montville Township School District, New Jersey","3410650",14597,476,2834,2498,4961,3828,6573,137,1636,1279,2316,1205,3915,63,651,630,1302,1269,120,32,66,13,0,9,3989,244,481,576,1343,1345
"Moorestown Township School District, New Jersey","3410710",13637,562,2398,2991,3866,3820,5054,332,1205,1311,1173,1033,7148,126,938,1542,2333,2209,83,10,0,16,8,49,1352,94,255,122,352,529
"Morris Township School District, New Jersey","3410810",29126,2899,5647,5072,8196,7312,11761,518,2466,2454,3725,2598,9980,363,1275,1437,3434,3471,383,159,79,6,87,52,7002,1859,1827,1175,950,1191
"Mount Olive Township School District, New Jersey","3410980",18042,937,4494,4799,5457,2355,8417,425,2678,2067,2422,825,5419,121,825,1763,1775,935,433,88,102,179,64,0,3773,303,889,790,1196,595
"Mountain Lakes Borough School District, New Jersey","3411010",2483,10,97,242,1213,921,804,10,20,79,374,321,1189,0,68,123,621,377,39,0,0,0,30,9,451,0,9,40,188,214
"Neptune Township School District, New Jersey","3411160",19725,2196,6001,5966,3611,1951,10550,834,3281,3257,2117,1061,6186,733,1703,1958,1017,775,403,159,113,85,46,0,2586,470,904,666,431,115
"New Brunswick City School District, New Jersey","3411220",25521,8522,8123,3706,3183,1987,5795,740,2064,1588,957,446,3168,449,860,673,555,631,1640,881,410,234,66,49,14918,6452,4789,1211,1605,861
"New Milford Borough School District, New Jersey","3411280",11350,781,3224,2700,2922,1723,3133,131,1141,805,664,392,3668,188,1204,987,672,617,162,54,0,98,10,0,4387,408,879,810,1576,714
"New Providence Borough School District, New Jersey","3411310",8137,350,1163,1462,2919,2243,3356,180,502,685,1343,646,2718,35,262,479,1139,803,62,15,0,0,6,41,2001,120,399,298,431,753
"Newark City School District, New Jersey","3411340",172195,53442,59947,37234,15567,6005,64021,13704,25289,17724,5237,2067,31402,8500,10678,7300,3375,1549,15119,7775,4106,2266,784,188,61653,23463,19874,9944,6171,2201
"Newton Town School District, New Jersey","3411400",5440,778,2155,1308,746,453,3379,576,1484,742,471,106,1160,79,418,386,164,113,85,19,22,6,8,30,816,104,231,174,103,204
"North Arlington Borough School District, New Jersey","3411430",11293,1354,3925,2407,2398,1209,5866,410,2266,1351,1337,502,1447,109,505,375,324,134,238,163,0,21,24,30,3742,672,1154,660,713,543
"North Bergen Township School District, New Jersey","3411460",40084,8852,11281,9905,6352,3694,7675,1225,2372,1793,1275,1010,4996,437,1027,1849,1088,595,2047,732,577,429,191,118,25366,6458,7305,5834,3798,1971
"North Brunswick Township School District, New Jersey","3411490",27329,2739,6582,5822,7457,4729,9580,763,3158,2725,2143,791,5290,271,1422,1172,1366,1059,435,108,180,94,48,5,12024,1597,1822,1831,3900,2874
"North Plainfield Borough School District, New Jersey","3411640",14573,2081,5613,3442,2349,1088,5089,304,1811,1534,1149,291,2242,76,562,697,480,427,517,55,359,59,44,0,6725,1646,2881,1152,676,370
"Nutley Town School District, New Jersey","3411880",20499,1595,6448,4061,5268,3127,11747,733,4309,2484,2863,1358,3500,129,901,693,930,847,327,38,70,42,127,50,4925,695,1168,842,1348,872
"Oaklyn Borough School District, New Jersey","3411940",2841,240,1209,619,443,330,1531,105,718,315,249,144,1067,72,445,274,172,104,67,40,0,20,0,7,176,23,46,10,22,75
"Ocean City School District, New Jersey","3411970",9286,569,2562,2109,2273,1773,2541,175,734,615,569,448,6252,251,1697,1442,1647,1215,69,0,50,7,0,12,424,143,81,45,57,98
"Ocean Township School District, New Jersey","3412060",19095,1216,4468,4888,5197,3326,9504,314,2374,2588,2753,1475,5530,210,1098,1552,1484,1186,184,44,21,40,58,21,3877,648,975,708,902,644
"Orange City Township School District, New Jersey","3412270",19614,4572,6780,4748,2631,883,6574,1234,2344,1630,1036,330,3253,798,839,849,536,231,619,128,213,235,43,0,9168,2412,3384,2034,1016,322
"Palisades Park Borough School District, New Jersey","3412360",14971,2467,4201,2266,4494,1543,1699,189,490,373,356,291,1469,26,621,314,278,230,129,49,48,12,0,20,11674,2203,3042,1567,3860,1002
"Palmyra Borough School District, New Jersey","3412390",5405,463,1749,1707,1075,411,2300,285,804,688,307,216,2641,143,778,913,695,112,34,0,23,0,0,11,430,35,144,106,73,72
"Paramus Borough School District, New Jersey","3412420",18801,1650,4687,3670,5495,3299,7187,544,2409,1494,1891,849,5051,280,1268,1124,1354,1025,108,0,23,48,16,21,6455,826,987,1004,2234,1404
"Park Ridge Borough School District, New Jersey","3412450",6137,325,1537,1319,2089,867,2786,111,703,691,938,343,2267,113,537,528,763,326,35,0,6,10,10,9,1049,101,291,90,378,189
"Parsippany-Troy Hills Township School District, New Jersey","3412480",38549,2828,9597,7246,11393,7485,14070,679,4645,3486,3563,1697,8085,332,1901,1585,2551,1716,454,77,178,56,113,30,15940,1740,2873,2119,5166,4042
"Passaic City School District, New Jersey","3412540",39072,13713,13674,5902,3822,1961,6487,1108,2858,1475,787,259,4552,713,1191,1097,735,816,3037,1542,866,367,176,86,24996,10350,8759,2963,2124,800
"Paterson City School District, New Jersey","3412690",88155,24897,36933,17597,6794,1934,25696,4228,11890,6445,2363,770,10973,2989,4242,2716,864,162,16069,7149,5716,2027,1015,162,35417,10531,15085,6409,2552,840
"Paulsboro Borough School District, New Jersey","3412720",3790,661,1936,758,259,176,2600,377,1224,638,219,142,769,157,470,108,18,16,227,31,174,0,22,0,194,96,68,12,0,18
"Pemberton Township School District, New Jersey","3412810",19757,2416,8050,6402,1962,927,8079,1194,3970,2190,528,197,8488,780,2683,3396,1093,536,1168,157,523,309,142,37,2022,285,874,507,199,157
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",8601,1885,3312,2427,695,282,4588,878,1826,1551,254,79,2948,660,1145,637,366,140,275,97,170,8,0,0,790,250,171,231,75,63
"Pennsauken Township School District, New Jersey","3412870",23891,4513,8531,6240,3231,1376,9524,1183,3955,2688,1219,479,8293,963,2869,2495,1264,702,1928,756,542,349,235,46,4146,1611,1165,708,513,149
"Pequannock Township School District, New Jersey","3412900",11166,515,3272,2482,3389,1508,6614,221,1992,1505,2032,864,3028,145,802,783,930,368,71,0,37,13,0,21,1453,149,441,181,427,255
"Perth Amboy City School District, New Jersey","3412930",31682,10004,10700,6230,3550,1198,8339,1456,3389,1868,1208,418,3477,567,1055,1171,382,302,5247,2350,1632,890,309,66,14619,5631,4624,2301,1651,412
"Phillipsburg Town School District, New Jersey","3412960",9753,2101,4573,1922,837,320,6218,1372,2972,1281,442,151,2605,468,1231,445,305,156,204,91,79,34,0,0,726,170,291,162,90,13
"Pine Hill Borough School District, New Jersey","3412990",6974,744,2696,2279,839,416,3497,346,1474,1242,370,65,2878,366,1036,1014,271,191,124,5,81,23,10,5,475,27,105,0,188,155
"Pine Valley Borough School District, New Jersey","3413020",12,0,0,5,7,0,0,0,0,0,0,0,12,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",34926,2415,9103,7223,10121,6064,11443,540,4505,2866,2436,1096,6867,403,1753,1967,1680,1064,423,58,128,121,46,70,16193,1414,2717,2269,5959,3834
"Pitman Borough School District, New Jersey","3413080",6383,644,2038,1604,1360,737,3612,310,1158,891,771,482,2498,303,793,661,506,235,63,9,19,7,28,0,210,22,68,45,55,20
"Pittsgrove Township School District, New Jersey","3413110",6347,877,2286,1799,984,401,4171,470,1593,1243,677,188,1932,329,629,521,267,186,137,43,42,0,29,23,107,35,22,35,11,4
"Plainfield City School District, New Jersey","3413140",32147,8655,9654,7112,4346,2380,10237,1281,3456,2906,1795,799,7486,1019,2236,1923,1312,996,984,291,481,63,84,65,13440,6064,3481,2220,1155,520
"Pleasantville City School District, New Jersey","3413200",12800,3762,4747,2856,946,489,4756,960,1976,1341,342,137,2999,614,1210,787,280,108,1091,434,430,98,49,80,3954,1754,1131,630,275,164
"Plumsted Township School District, New Jersey","3413230",5512,557,2386,1416,711,442,3762,306,1863,880,413,300,1308,117,414,448,215,114,96,0,45,37,0,14,346,134,64,51,83,14
"Point Pleasant Borough School District, New Jersey","3413290",12965,562,4219,3693,2956,1535,9491,278,3204,2873,2092,1044,2992,143,927,651,810,461,126,40,22,25,39,0,356,101,66,144,15,30
"Point Pleasant Beach Borough School District, New Jersey","3413320",3741,94,1005,894,1084,664,2573,59,697,591,874,352,905,17,186,236,173,293,25,0,10,0,0,15,238,18,112,67,37,4
"Pompton Lakes Borough School District, New Jersey","3413350",7729,572,2527,1718,2261,651,4852,262,1630,1118,1415,427,1249,14,435,307,366,127,55,0,0,28,22,5,1573,296,462,265,458,92
"Princeton Regional School District, New Jersey","3413410",16638,795,1175,1837,4171,8660,2908,259,406,651,717,875,7940,49,340,723,2218,4610,447,71,146,13,138,79,5343,416,283,450,1098,3096
