"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Teaneck Township School District, New Jersey","3416080",41123,26875,47371,54375,34204
"Tenafly Borough School District, New Jersey","3416110",54479,50632,79190,6204,51266
"Toms River Regional School District, New Jersey","3416230",34392,33969,36979,38979,29520
"Trenton City School District, New Jersey","3416290",19848,19292,21024,14854,20750
"Union City School District, New Jersey","3416380",21084,21334,31921,18641,20324
"Union Township School District, New Jersey","3416500",34635,32297,35143,34473,38007
"Upper Freehold Regional School District, New Jersey","3416560",50556,49679,56338,42083,31094
"Vernon Township School District, New Jersey","3416710",37159,36410,39559,24145,42114
"Verona Borough School District, New Jersey","3416740",46690,46964,51063,58333,37153
"Vineland City School District, New Jersey","3416800",24865,25482,31672,20368,20321
"Waldwick Borough School District, New Jersey","3416860",38830,35658,49726,28750,34596
"Wall Township School District, New Jersey","3416890",40416,39769,43438,50234,38108
"Wallington Borough School District, New Jersey","3416920",31859,33274,25400,24861,31725
"Washington Township School District, New Jersey","3417070",36599,33592,38529,33375,42801
"Wayne Township School District, New Jersey","3417280",41143,37855,47808,30495,42111
"Weehawken Township School District, New Jersey","3417310",39844,43056,50380,25400,27260
"West Deptford Township School District, New Jersey","3417430",35776,33668,41089,33426,33500
"West Milford Township School District, New Jersey","3417520",40801,38682,44849,58942,37448
"West New York Town School District, New Jersey","3417580",22005,25452,45675,17030,20168
"West Orange Town School District, New Jersey","3417610",38399,39417,54607,40365,30358
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",57171,43406,54177,61583,74622
"Westfield Town School District, New Jersey","3417760",53392,43843,66263,80789,54276
"Westwood Regional School District, New Jersey","3417820",42093,41783,43929,71563,35837
"Wildwood City School District, New Jersey","3417940",21571,24989,21242,23288,13221
"Willingboro Township School District, New Jersey","3418000",31098,27260,32931,38125,30630
"Winslow Township School District, New Jersey","3418060",34224,31799,36560,35066,39092
"Woodbridge Township School District, New Jersey","3418120",37288,34800,38882,27815,41781
"Woodbury City School District, New Jersey","3418150",33418,33611,35843,9091,24583
"Wood-Ridge Borough School District, New Jersey","3418300",40973,39850,42262,70208,42128
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",37383,34702,42218,2499,28833
"Remainder of New Jersey, New Jersey","3499999",37234,35283,42312,31540,32809
"The Chathams School District, New Jersey","3400004",59398,51158,72742,210268,59477
"Great Meadows Regional School District, New Jersey","3400008",39562,38811,45938,25519,43864
"Somerset Hills Regional School District, New Jersey","3400009",45148,44784,64198,12483,23878
"Asbury Park City School District, New Jersey","3400930",19985,21047,26928,11711,17012
"Atlantic City School District, New Jersey","3400960",20102,20215,18720,15097,21881
"Audubon Borough School District, New Jersey","3401050",34316,34463,40485,9882,20747
"Bayonne City School District, New Jersey","3401260",33135,33395,41130,25414,30327
"Belleville Town School District, New Jersey","3401350",33187,34508,36574,31281,31064
"Belvidere Town School District, New Jersey","3401440",33831,33495,34038,36000,39250
"Bergenfield Borough School District, New Jersey","3401500",38612,34838,40660,26746,39335
"Berkeley Heights Township School District, New Jersey","3401530",50414,39082,73173,7083,52031
"Bernards Township School District, New Jersey","3401650",60439,50154,68703,45179,76014
"Bloomfield Township School District, New Jersey","3401830",36547,36314,44466,37099,33493
"Bogota Borough School District, New Jersey","3401920",32507,31784,37159,40278,31913
"Boonton Town School District, New Jersey","3401950",39222,37917,60294,9573,30688
"Bordentown Regional School District, New Jersey","3402030",42152,41827,47306,28036,41101
"Bound Brook Borough School District, New Jersey","3402100",27602,32592,35240,36250,25419
"Brick Township School District, New Jersey","3402220",32409,31813,36565,41172,24335
"Bridgeton City School District, New Jersey","3402250",18034,18482,19547,11645,18157
"Bridgewater-Raritan Regional School District, New Jersey","3402280",47926,42048,55067,27754,51552
"Buena Regional School District, New Jersey","3402400",29197,30913,26004,13729,30949
"Burlington City School District, New Jersey","3402430",30476,30378,31373,24688,26526
"Burlington Township School District, New Jersey","3402460",36204,35646,40398,49844,30133
"Butler Borough School District, New Jersey","3402520",38036,41217,40043,19881,30543
"Caldwell-West Caldwell School District, New Jersey","3402580",44567,42178,57760,64821,32893
"Camden City School District, New Jersey","3402640",15746,14116,17752,12355,18505
"Carteret Borough School District, New Jersey","3402820",30288,31621,28629,11628,30435
"Cedar Grove Township School District, New Jersey","3402850",45370,42391,51485,55500,50833
"Cherry Hill Township School District, New Jersey","3403000",38831,35609,43275,33179,34598
"Cinnaminson Township School District, New Jersey","3403120",37800,33879,40630,17188,35054
"Clark Township School District, New Jersey","3403150",42075,41378,41250,27760,46651
"Clayton Borough School District, New Jersey","3403180",31751,30509,36953,32083,17419
"Cliffside Park Borough School District, New Jersey","3403270",35973,38235,44448,34023,30084
"Clifton City School District, New Jersey","3403300",32300,34073,38267,28873,30214
"Collingswood Borough School District, New Jersey","3403420",35965,35825,39301,43365,19458
"Cranford Township School District, New Jersey","3403570",50335,48041,58929,75750,43221
"Cresskill Borough School District, New Jersey","3403600",54322,38017,54630,108938,60915
"Delran Township School District, New Jersey","3403780",39554,36409,46073,50920,27879
"Deptford Township School District, New Jersey","3403900",33025,31663,35494,30821,31615
"Dover Town School District, New Jersey","3403930",24149,25731,37309,25802,21829
"Dumont Borough School District, New Jersey","3403990",39199,39715,37769,20969,39785
"Dunellen Borough School District, New Jersey","3404020",34101,34160,46715,81053,29933
"East Brunswick Township School District, New Jersey","3404110",42542,34314,52646,25268,46008
"East Orange City School District, New Jersey","3404230",24158,24478,23309,21394,24937
"East Windsor Regional School District, New Jersey","3404320",37249,37496,45283,28554,32439
"Edison Township School District, New Jersey","3404500",42010,35278,39733,32500,51877
"Egg Harbor Township School District, New Jersey","3404560",32637,31052,37655,30936,32145
"Elizabeth City School District, New Jersey","3404590",22939,25497,24079,22830,22017
"Elmwood Park Borough School District, New Jersey","3404660",32789,33143,43482,17250,28548
"Emerson Borough School District, New Jersey","3404710",40187,48750,33125,21250,39095
"Englewood City School District, New Jersey","3404740",34765,27229,42819,18068,33367
"Ewing Township School District, New Jersey","3404920",30873,28007,34195,41413,33609
"Fair Lawn Borough School District, New Jersey","3404980",44274,39594,48034,32891,48768
"Florence Township School District, New Jersey","3405220",40506,37662,45518,9545,48068
"Fort Lee Borough School District, New Jersey","3405310",41838,34232,48439,25125,41169
"Franklin Township School District, New Jersey","3405490",45641,40862,48710,42679,50175
"Garfield City School District, New Jersey","3405760",27154,28494,31411,25933,26538
"Glassboro Borough School District, New Jersey","3405880",23002,16808,31696,7222,22583
"Glen Ridge Borough School District, New Jersey","3405940",63261,52346,68409,35391,82125
"Glen Rock Borough School District, New Jersey","3405970",57911,50488,63030,129722,60132
"Gloucester City School District, New Jersey","3406000",26526,26520,27306,5125,26680
"Green Brook Township School District, New Jersey","3406120",52835,45898,58413,110545,67927
"Hackensack City School District, New Jersey","3406270",33107,37005,41805,31277,27011
"Hackettstown Town School District, New Jersey","3406300",34766,34596,49119,30304,27007
"Haddon Heights Borough School District, New Jersey","3406330",40606,38106,50234,31350,26204
"Haddon Township School District, New Jersey","3406360",38242,32537,42768,12917,40200
"Haddonfield Borough School District, New Jersey","3406390",49044,45839,52849,87750,17180
"Hamilton Township School District, New Jersey","3406540",36343,37745,42290,26737,28190
"Hammonton Town School District, New Jersey","3406570",28228,30008,32552,14265,20127
"Harrison Town School District, New Jersey","3406870",27693,26167,47543,16722,29500
"Hasbrouck Heights Borough School District, New Jersey","3406930",41412,37577,48561,28016,47500
"Hawthorne Borough School District, New Jersey","3406990",38675,38007,47566,22500,32225
"Hi-Nella Borough School District, New Jersey","3407080",26676,22311,31250,29583,28750
"Highland Park Borough School District, New Jersey","3407170",40544,34049,54341,37571,35094
"Hillsborough Township School District, New Jersey","3407230",47892,45402,58331,44695,40957
"Hillside Township School District, New Jersey","3407290",30957,30472,26896,32390,32189
"Hoboken City School District, New Jersey","3407350",64196,58706,76013,12511,67246
"Holmdel Township School District, New Jersey","3407410",43808,31077,60766,13438,64946
"Hopatcong Borough School District, New Jersey","3407440",40139,37415,45235,38750,41771
"Hopewell Valley Regional School District, New Jersey","3407530",58547,45886,68336,125833,94647
"Interlaken Borough School District, New Jersey","3407650",58250,57604,68125,56250,36667
"Irvington Township School District, New Jersey","3407680",26112,25844,28924,21548,25443
"Jackson Township School District, New Jersey","3407740",39165,38556,41151,35938,35465
"Jefferson Township School District, New Jersey","3407800",46052,44718,50342,28750,47469
"Jersey City School District, New Jersey","3407830",31624,25616,40901,21258,32443
"Keansburg Borough School District, New Jersey","3407860",25589,24724,28769,7868,25742
"Kearny Town School District, New Jersey","3407890",31671,34122,36924,31129,29030
"Kenilworth Borough School District, New Jersey","3407920",39839,40557,50506,23276,34314
"Keyport Borough School District, New Jersey","3407950",29152,29870,38727,25982,22014
"Kinnelon Borough School District, New Jersey","3408040",54607,51317,64107,2499,60000
"Lacey Township School District, New Jersey","3408100",34801,33492,38954,36645,19622
"Lakewood Township School District, New Jersey","3408220",21591,21466,23748,16730,20351
"Lawrence Township School District, New Jersey","3408400",37944,35030,42099,9417,39495
"Leonia Borough School District, New Jersey","3408520",41809,32308,55272,16838,41250
"Linden City School District, New Jersey","3408610",29261,30936,27872,33085,28327
"Lindenwold Borough School District, New Jersey","3408640",26446,25838,29708,26378,21793
"Livingston Township School District, New Jersey","3408820",57493,45177,71036,56638,68131
"Lodi Borough School District, New Jersey","3408850",30414,30562,34643,21201,30212
"Long Branch City School District, New Jersey","3408940",25305,23750,33431,19284,24100
"Pennsville Township School District, New Jersey","3409120",33190,32864,34866,21111,16250
"Lyndhurst Township School District, New Jersey","3409210",39424,41063,42810,36765,35420
"Madison Borough School District, New Jersey","3409240",44199,34167,66319,66818,36944
"Old Bridge Township School District, New Jersey","3409270",40416,34763,46084,37668,44230
"Mahwah Township School District, New Jersey","3409330",43057,36930,52071,32667,34250
"Manasquan Borough School District, New Jersey","3409420",44428,48917,34858,26646,47981
"Manchester Township School District, New Jersey","3409450",23706,24786,22676,24707,20776
"Manville Borough School District, New Jersey","3409630",28839,32909,28963,7250,23202
"Maple Shade Township School District, New Jersey","3409660",31085,30828,32729,42778,21849
"Matawan-Aberdeen Regional School District, New Jersey","3409750",41921,39696,47382,32037,36951
"Maywood Borough School District, New Jersey","3409810",39578,36441,47540,31500,37974
"Metuchen Borough School District, New Jersey","3409990",50628,42774,65917,60660,57474
"Middle Township School District, New Jersey","3410020",30738,30217,31716,19789,46429
"Middlesex Borough School District, New Jersey","3410050",39885,36360,46659,7094,39479
"Middletown Township School District, New Jersey","3410110",41726,38061,48017,38201,47404
"Midland Park Borough School District, New Jersey","3410140",37842,40544,41369,28250,23560
"Millburn Township School District, New Jersey","3410200",66411,51197,89344,64861,67474
"Millville City School District, New Jersey","3410320",25397,25783,25020,22414,22367
"Monroe Township School District (Gloucester County), New Jersey","3410470",33477,33273,34184,38523,31620
"Monroe Township School District (Middlesex County), New Jersey","3410500",36929,36765,35839,35750,45148
"Montclair Town School District, New Jersey","3410560",53439,46327,62685,64839,48347
"Montgomery Township School District, New Jersey","3410590",67837,57288,68193,51346,81477
"Montville Township School District, New Jersey","3410650",51189,40927,64408,9432,58854
"Moorestown Township School District, New Jersey","3410710",46516,34513,54633,144875,69917
"Morris Township School District, New Jersey","3410810",42984,47466,57693,21523,27320
"Mount Olive Township School District, New Jersey","3410980",41726,37946,51052,37000,44784
"Mountain Lakes Borough School District, New Jersey","3411010",53500,30433,65978,23625,73152
"Neptune Township School District, New Jersey","3411160",31894,33727,31939,35357,28698
"New Brunswick City School District, New Jersey","3411220",17496,12290,19615,18087,19548
"New Milford Borough School District, New Jersey","3411280",41323,40780,41374,29213,42652
"New Providence Borough School District, New Jersey","3411310",55075,48448,62449,39423,60100
"Newark City School District, New Jersey","3411340",20868,20740,19948,15899,21904
"Newton Town School District, New Jersey","3411400",26010,26016,27072,21989,25758
"North Arlington Borough School District, New Jersey","3411430",35902,36941,35933,21395,33851
"North Bergen Township School District, New Jersey","3411460",25690,25762,32430,21413,25258
"North Brunswick Township School District, New Jersey","3411490",37526,34686,45193,18250,38131
"North Plainfield Borough School District, New Jersey","3411640",31270,35835,40682,42332,24677
"Nutley Town School District, New Jersey","3411880",40798,40421,48319,60417,35886
"Oaklyn Borough School District, New Jersey","3411940",35775,34195,36105,36080,55321
"Ocean City School District, New Jersey","3411970",30935,27848,32568,14225,16623
"Ocean Township School District, New Jersey","3412060",37065,38003,46136,30871,27209
"Orange City Township School District, New Jersey","3412270",23939,24428,21652,26806,24040
"Palisades Park Borough School District, New Jersey","3412360",32318,35156,38295,32054,31452
"Palmyra Borough School District, New Jersey","3412390",32478,22151,43598,57955,21346
"Paramus Borough School District, New Jersey","3412420",37701,33291,34261,33203,44766
"Park Ridge Borough School District, New Jersey","3412450",46418,42008,52062,37875,40000
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41600,38962,44313,40714,43377
"Passaic City School District, New Jersey","3412540",19329,21851,30907,16821,18452
"Paterson City School District, New Jersey","3412690",20986,21791,23417,17530,21546
"Paulsboro Borough School District, New Jersey","3412720",19272,20183,20234,13899,6645
"Pemberton Township School District, New Jersey","3412810",32450,27962,39033,33125,27619
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",24377,23857,25966,15492,26136
"Pennsauken Township School District, New Jersey","3412870",28330,27871,32341,27658,25630
"Pequannock Township School District, New Jersey","3412900",40514,39447,44906,63077,39212
"Perth Amboy City School District, New Jersey","3412930",24456,27022,33287,25104,21693
"Phillipsburg Town School District, New Jersey","3412960",22623,23011,24325,22604,17317
"Pine Hill Borough School District, New Jersey","3412990",30005,28436,34149,47935,27969
"Piscataway Township School District, New Jersey","3413050",38413,31555,42130,32404,43750
"Pitman Borough School District, New Jersey","3413080",34099,32038,34172,44444,48542
"Pittsgrove Township School District, New Jersey","3413110",31884,32563,34943,23810,14542
"Plainfield City School District, New Jersey","3413140",21862,23102,30346,24167,19298
"Pleasantville City School District, New Jersey","3413200",21658,20521,24405,20378,22248
"Plumsted Township School District, New Jersey","3413230",36328,35564,42553,44167,30871
"Point Pleasant Borough School District, New Jersey","3413290",40142,40287,41293,31842,30833
"Point Pleasant Beach Borough School District, New Jersey","3413320",36998,35050,42969,27083,21277
"Pompton Lakes Borough School District, New Jersey","3413350",42627,44076,48569,50956,24202
"Princeton Regional School District, New Jersey","3413410",25304,15668,28147,11500,28876
