"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Rahway City School District, New Jersey","3413530",22202,2862,19340,3804,1670,2782,2429,2610,2480,1066,2499,12105,1661,10444,2161,958,1214,1180,1428,1533,656,1314,3866,292,3574,701,278,488,573,428,453,170,483,670,83,587,79,27,140,111,55,38,60,77,5561,826,4735,863,407,940,565,699,456,180,625
"Ramsey Borough School District, New Jersey","3413590",11047,1099,9948,1262,523,1058,875,752,1056,564,3858,4902,631,4271,706,172,403,390,429,496,193,1482,4166,230,3936,340,240,419,339,219,406,277,1696,179,10,169,31,0,18,19,15,0,16,70,1800,228,1572,185,111,218,127,89,154,78,610
"Randolph Township School District, New Jersey","3413650",20207,2717,17490,2725,856,1498,1425,1940,1414,1121,6511,9500,1227,8273,1766,384,631,564,924,772,503,2729,5603,626,4977,544,267,376,367,551,425,361,2086,111,42,69,0,0,0,45,0,0,0,24,4993,822,4171,415,205,491,449,465,217,257,1672
"Hazlet Township School District, New Jersey","3413680",16839,1929,14910,2406,1412,2257,1458,1916,1870,645,2946,9248,1182,8066,1535,805,1150,882,1014,910,410,1360,5807,469,5338,647,386,894,410,725,760,206,1310,275,11,264,38,76,22,26,33,11,11,47,1509,267,1242,186,145,191,140,144,189,18,229
"Ridgefield Borough School District, New Jersey","3413770",9105,1632,7473,964,757,1292,934,1321,831,263,1111,3325,707,2618,349,330,450,336,368,273,81,431,1266,160,1106,171,67,175,149,165,116,71,192,180,41,139,12,21,21,0,12,15,32,26,4334,724,3610,432,339,646,449,776,427,79,462
"Ridgefield Park Township School District, New Jersey","3413800",10238,1511,8727,1137,780,1377,996,1303,1086,439,1609,3468,521,2947,465,247,529,309,451,357,192,397,2366,265,2101,327,157,242,222,270,265,113,505,269,16,253,28,24,57,46,17,59,0,22,4135,709,3426,317,352,549,419,565,405,134,685
"Ridgewood Village School District, New Jersey","3413830",18671,3161,15510,2195,871,1222,1030,1254,1551,600,6787,5224,910,4314,878,204,286,331,425,408,227,1555,8907,1246,7661,876,428,562,370,587,814,315,3709,193,104,89,10,11,8,0,0,0,0,60,4347,901,3446,431,228,366,329,242,329,58,1463
"Riverside Township School District, New Jersey","3414010",6361,641,5720,922,506,995,880,1098,711,185,423,3282,379,2903,396,220,436,523,574,406,69,279,1804,93,1711,329,137,328,167,313,232,85,120,33,5,28,7,0,8,0,0,0,13,0,1242,164,1078,190,149,223,190,211,73,18,24
"Rockleigh Borough School District, New Jersey","3414160",326,68,258,51,51,42,6,11,16,9,72,135,24,111,28,15,11,0,11,7,0,39,108,14,94,17,21,19,6,0,6,0,25,2,2,0,0,0,0,0,0,0,0,0,81,28,53,6,15,12,0,0,3,9,8
"Roselle Borough School District, New Jersey","3414280",17014,2540,14474,2008,1255,2386,2618,2280,1554,725,1648,7090,1324,5766,932,514,904,977,993,697,294,455,2999,254,2745,273,273,441,479,360,303,203,413,437,82,355,45,57,83,90,8,18,12,42,6488,880,5608,758,411,958,1072,919,536,216,738
"Roselle Park Borough School District, New Jersey","3414310",10793,1382,9411,1266,694,1375,1570,1311,1291,563,1341,5203,556,4647,685,306,657,627,616,774,353,629,1345,228,1117,162,48,138,220,173,92,46,238,521,28,493,62,127,13,209,16,10,7,49,3724,570,3154,357,213,567,514,506,415,157,425
"Roxbury Township School District, New Jersey","3414340",18405,1957,16448,2491,977,1891,1721,2141,2014,822,4391,10707,1254,9453,1615,524,924,1011,1173,1154,525,2527,4622,435,4187,471,347,566,444,575,416,185,1183,185,10,175,11,4,11,33,33,12,0,71,2891,258,2633,394,102,390,233,360,432,112,610
"Rutherford Borough School District, New Jersey","3414460",14834,1856,12978,2002,708,1751,995,1776,1695,785,3266,7821,995,6826,1091,446,893,595,995,844,435,1527,3542,266,3276,462,144,335,195,383,495,253,1009,165,0,165,0,0,15,5,0,42,12,91,3306,595,2711,449,118,508,200,398,314,85,639
"Saddle Brook Township School District, New Jersey","3414490",11130,1357,9773,1637,640,988,1201,1622,1391,620,1674,6269,587,5682,961,400,493,627,1041,890,319,951,2245,300,1945,287,118,197,255,294,265,157,372,22,0,22,0,0,0,0,22,0,0,0,2594,470,2124,389,122,298,319,265,236,144,351
"Salem City School District, New Jersey","3414550",3982,625,3357,873,525,724,312,301,228,126,268,2404,413,1991,537,306,360,170,179,179,121,139,1179,132,1047,267,176,241,123,106,49,5,80,79,0,79,43,24,12,0,0,0,0,0,320,80,240,26,19,111,19,16,0,0,49
"Sayreville Borough School District, New Jersey","3414640",34698,4589,30109,4180,2478,3887,3482,4427,3782,1977,5896,15594,1791,13803,2258,1156,1786,1842,2190,1716,741,2114,8155,922,7233,963,636,826,559,1149,871,508,1721,989,102,887,85,58,136,88,161,119,70,170,9960,1774,8186,874,628,1139,993,927,1076,658,1891
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",23877,2794,21083,2935,1039,1766,1913,2390,2455,1459,7126,11392,1451,9941,1846,435,924,899,1082,1127,742,2886,7782,722,7060,674,382,574,579,805,819,465,2762,269,20,249,77,11,17,39,52,0,19,34,4434,601,3833,338,211,251,396,451,509,233,1444
"Secaucus Town School District, New Jersey","3414850",13683,2165,11518,1668,921,1489,1289,1248,1488,454,2961,6646,1084,5562,756,515,806,584,660,780,236,1225,2150,246,1904,246,134,149,290,119,214,99,653,296,54,242,23,19,65,38,0,60,0,37,4591,781,3810,643,253,469,377,469,434,119,1046
"Somerville Borough School District, New Jersey","3415090",9958,1234,8724,1155,709,1270,1414,1247,923,645,1361,5035,623,4412,683,464,541,586,646,534,293,665,1762,162,1600,166,87,270,217,141,271,144,304,132,6,126,6,17,52,0,42,0,9,0,3029,443,2586,300,141,407,611,418,118,199,392
"South Amboy City School District, New Jersey","3415120",7176,890,6286,717,638,770,1201,800,802,391,967,4262,373,3889,512,419,463,749,508,513,253,472,1499,315,1184,57,95,205,99,156,143,85,344,58,33,25,0,0,0,0,0,0,0,25,1357,169,1188,148,124,102,353,136,146,53,126
"Lake Como Borough School District, New Jersey","3415150",1492,128,1364,153,132,211,177,140,139,97,315,951,84,867,103,50,152,149,70,80,36,227,267,24,243,25,32,20,7,33,35,29,62,31,0,31,7,0,0,0,5,0,19,0,243,20,223,18,50,39,21,32,24,13,26
"South Brunswick Township School District, New Jersey","3415210",33569,4947,28622,4087,1752,2725,2660,3403,2923,1747,9325,11377,1841,9536,1900,619,970,925,1260,1089,574,2199,8554,663,7891,1031,462,830,743,946,920,551,2408,437,67,370,29,9,28,69,48,21,15,151,13201,2376,10825,1127,662,897,923,1149,893,607,4567
"South Orange-Maplewood School District, New Jersey","3415330",31192,5191,26001,4460,1193,2794,1617,2743,2882,1264,9048,11594,2436,9158,2297,352,913,554,1109,1051,448,2434,12068,1477,10591,1223,581,821,671,825,1028,492,4950,461,77,384,44,11,70,28,55,0,48,128,7069,1201,5868,896,249,990,364,754,803,276,1536
"South Plainfield Borough School District, New Jersey","3415360",18934,2007,16927,2688,1354,1797,2047,2242,2209,1100,3490,10190,1134,9056,1554,627,936,1041,1262,1209,616,1811,3824,293,3531,478,357,328,387,492,453,201,835,172,17,155,20,0,63,17,12,14,29,0,4748,563,4185,636,370,470,602,476,533,254,844
"South River Borough School District, New Jersey","3415390",12849,1735,11114,2125,1231,1400,1203,1749,1442,431,1533,5951,757,5194,975,577,662,565,852,605,223,735,2066,212,1854,365,214,162,126,244,253,31,459,246,47,199,0,12,48,36,34,34,24,11,4586,719,3867,785,428,528,476,619,550,153,328
"Sparta Township School District, New Jersey","3415510",15431,2162,13269,2290,706,1067,1158,1345,1309,604,4790,7991,1131,6860,1386,293,730,623,741,817,277,1993,5861,790,5071,673,364,257,407,402,394,235,2339,175,49,126,44,0,0,0,30,0,0,52,1404,192,1212,187,49,80,128,172,98,92,406
"Spotswood Borough School District, New Jersey","3415540",8409,974,7435,1018,722,897,866,1257,1066,463,1146,5015,710,4305,584,467,392,499,695,699,340,629,1963,128,1835,261,103,335,269,285,239,45,298,166,18,148,41,15,10,0,59,16,7,0,1265,118,1147,132,137,160,98,218,112,71,219
"Springfield Township School District, New Jersey","3415630",13089,1195,11894,1424,692,1181,1393,1635,1247,960,3362,6227,585,5642,737,315,427,766,844,633,395,1525,3284,273,3011,305,216,235,184,410,306,215,1140,32,0,32,0,0,0,10,0,0,0,22,3546,337,3209,382,161,519,433,381,308,350,675
"Summit City School District, New Jersey","3415900",16338,2228,14110,2420,978,1593,903,1364,1157,590,5105,5890,798,5092,1093,357,608,365,518,431,182,1538,6015,750,5265,755,250,306,298,420,370,198,2668,269,16,253,57,11,30,0,0,55,27,73,4164,664,3500,515,360,649,240,426,301,183,826
"Teaneck Township School District, New Jersey","3416080",31763,4593,27170,4799,1748,2922,2595,3841,2853,1461,6951,7489,1711,5778,1575,441,822,222,853,689,152,1024,14629,1492,13137,1988,750,904,1243,1877,1474,850,4051,715,88,627,59,40,46,89,48,127,45,173,8930,1302,7628,1177,517,1150,1041,1063,563,414,1703
"Tenafly Borough School District, New Jersey","3416110",10917,2137,8780,1321,439,697,534,918,1052,221,3598,2167,335,1832,381,66,132,164,150,289,25,625,4201,844,3357,512,212,191,66,270,273,108,1725,184,24,160,108,4,0,18,0,14,0,16,4365,934,3431,320,157,374,286,498,476,88,1232
"Teterboro Borough School District, New Jersey","3416140",73,19,54,2,0,11,2,0,7,16,16,49,18,31,0,0,6,2,0,7,2,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,22,1,0,5,0,0,0,14,2
"Toms River Regional School District, New Jersey","3416230",88778,9339,79439,14034,6987,10274,8900,11450,9831,4580,13383,57963,6652,51311,9647,4522,6594,5388,7401,6472,2892,8395,20938,1621,19317,2964,1622,2403,2246,2934,2451,1119,3578,1245,70,1175,188,104,61,196,158,163,75,230,8632,996,7636,1235,739,1216,1070,957,745,494,1180
"Trenton City School District, New Jersey","3416290",66852,10617,56235,14168,7699,11851,7747,7258,3581,1273,2658,31365,5637,25728,7791,2995,4154,3293,3581,1902,715,1297,11829,1344,10485,2296,1622,2059,1433,1160,797,357,761,4773,959,3814,1442,481,741,330,440,262,72,46,18885,2677,16208,2639,2601,4897,2691,2077,620,129,554
"Union City School District, New Jersey","3416380",52533,9231,43302,9328,6097,9295,6487,5634,3021,1120,2320,8431,2300,6131,1652,757,1060,610,784,588,236,444,4358,712,3646,510,413,701,341,558,388,234,501,3342,452,2890,701,526,518,472,412,205,10,46,36402,5767,30635,6465,4401,7016,5064,3880,1840,640,1329
"Union Township School District, New Jersey","3416500",46646,6372,40274,7533,2810,5088,4886,6119,5262,2023,6553,22594,3083,19511,4199,1397,2432,2280,2864,2232,937,3170,6827,613,6214,1122,683,743,548,972,904,250,992,1430,287,1143,137,22,138,292,285,45,60,164,15795,2389,13406,2075,708,1775,1766,1998,2081,776,2227
"Upper Freehold Regional School District, New Jersey","3416560",6637,915,5722,796,380,487,458,706,603,388,1904,3873,543,3330,490,166,324,246,444,415,211,1034,2127,285,1842,224,177,86,139,210,172,136,698,49,9,40,3,0,0,2,18,6,4,7,588,78,510,79,37,77,71,34,10,37,165
"Vernon Township School District, New Jersey","3416710",19378,2280,17098,2961,906,2291,1916,2536,2267,1156,3065,12741,1666,11075,2128,666,1284,1235,1709,1480,785,1788,5124,432,4692,653,202,714,569,604,553,270,1127,167,17,150,18,7,63,17,0,34,0,11,1346,165,1181,162,31,230,95,223,200,101,139
"Verona Borough School District, New Jersey","3416740",10788,944,9844,1253,590,987,979,1402,1435,461,2737,6296,541,5755,740,289,553,610,843,950,270,1500,2847,254,2593,271,121,261,276,342,307,133,882,76,0,76,9,0,0,0,18,19,0,30,1569,149,1420,233,180,173,93,199,159,58,325
"Vineland City School District, New Jersey","3416800",48446,5269,43177,8709,4777,8188,5631,5415,4441,1393,4623,27339,3116,24223,5369,2425,4150,3284,3106,2498,784,2607,9927,746,9181,1375,1131,1401,1079,1184,1257,409,1345,4657,338,4319,999,686,864,581,588,319,44,238,6523,1069,5454,966,535,1773,687,537,367,156,433
"Waldwick Borough School District, New Jersey","3416860",7735,709,7026,1220,429,754,832,793,827,365,1806,4004,417,3587,768,237,364,395,319,410,164,930,2500,169,2331,238,137,285,237,273,280,173,708,49,0,49,0,0,0,39,0,0,0,10,1182,123,1059,214,55,105,161,201,137,28,158
"Wall Township School District, New Jersey","3416890",20965,2150,18815,3173,1473,2291,1673,2133,1965,883,5224,14522,1606,12916,2443,1021,1518,1095,1509,1353,646,3331,5186,418,4768,579,367,615,461,525,524,176,1521,182,41,141,0,13,13,14,29,16,0,56,1075,85,990,151,72,145,103,70,72,61,316
"Wallington Borough School District, New Jersey","3416920",9518,1693,7825,945,693,1340,1216,1313,1126,292,900,3524,387,3137,463,201,414,534,577,463,86,399,676,34,642,87,67,163,68,48,88,54,67,56,15,41,0,0,21,0,9,0,0,11,5262,1257,4005,395,425,742,614,679,575,152,423
"Washington Township School District, New Jersey","3417070",39408,4315,35093,5821,2862,4272,3961,5022,4506,2020,6629,15105,1839,13266,2862,985,1551,1498,1957,1556,600,2257,21449,2014,19435,2582,1700,2463,2152,2814,2591,1291,3842,428,45,383,15,33,67,83,61,71,9,44,2426,417,2009,362,144,191,228,190,288,120,486
"Wayne Township School District, New Jersey","3417280",44767,5965,38802,7195,3031,4171,3280,4201,3983,2476,10465,25121,3488,21633,4810,1741,2316,1614,2132,2184,1406,5430,9438,955,8483,1344,484,748,728,1062,825,476,2816,594,155,439,72,68,50,77,71,24,35,42,9614,1367,8247,969,738,1057,861,936,950,559,2177
"Weehawken Township School District, New Jersey","3417310",10953,956,9997,1543,651,1218,1104,1659,1292,740,1790,2843,251,2592,416,166,277,194,445,440,211,443,3208,169,3039,241,89,336,258,580,435,368,732,392,44,348,43,69,58,25,85,19,0,49,4510,492,4018,843,327,547,627,549,398,161,566
"West Deptford Township School District, New Jersey","3417430",18154,1730,16424,2780,1219,2013,2096,2410,2010,1324,2572,10600,1116,9484,1707,687,1194,1301,1454,1029,747,1365,6282,358,5924,887,483,702,589,788,844,534,1097,180,8,172,58,9,0,36,29,22,0,18,1092,248,844,128,40,117,170,139,115,43,92
"West Milford Township School District, New Jersey","3417520",20755,2012,18743,2858,1327,2116,2040,2561,2739,1103,3999,13213,1351,11862,1844,880,1295,1393,1691,1554,741,2464,6163,481,5682,839,367,688,494,706,983,256,1349,80,27,53,6,0,0,9,0,17,12,9,1299,153,1146,169,80,133,144,164,185,94,177
"West New York Town School District, New Jersey","3417580",39753,5361,34392,7664,4328,6670,4784,4116,2495,982,3353,5706,1326,4380,1065,421,672,439,566,382,143,692,4409,412,3997,537,195,445,561,411,627,354,867,1571,155,1416,509,117,199,266,176,12,0,137,28067,3468,24599,5553,3595,5354,3518,2963,1474,485,1657
"West Orange Town School District, New Jersey","3417610",36716,4730,31986,4545,2845,3916,3615,3909,3268,1898,7990,14903,2046,12857,2142,973,1284,1526,1659,1410,865,2998,9220,789,8431,803,618,903,737,768,914,599,3089,410,49,361,109,10,49,9,40,0,69,75,12183,1846,10337,1491,1244,1680,1343,1442,944,365,1828
"West Wildwood Borough School District, New Jersey","3417670",442,27,415,81,56,54,56,82,23,28,35,94,15,79,18,13,11,6,11,0,11,9,340,9,331,58,43,43,50,71,23,17,26,3,0,3,3,0,0,0,0,0,0,0,5,3,2,2,0,0,0,0,0,0,0
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",39047,6558,32489,4428,1500,2534,2412,3631,3192,1638,13154,9072,1435,7637,1585,470,500,536,1393,927,413,1813,12976,1680,11296,1532,449,1069,905,1393,907,435,4606,427,70,357,110,2,9,32,0,31,0,173,16572,3373,13199,1201,579,956,939,845,1327,790,6562
"Westfield Town School District, New Jersey","3417760",22734,3235,19499,3261,1033,1685,1450,1951,1419,866,7834,10650,1591,9059,1969,465,813,743,898,596,438,3137,8423,1028,7395,974,395,509,490,683,599,326,3419,140,8,132,28,0,0,16,16,0,0,72,3521,608,2913,290,173,363,201,354,224,102,1206
"Westwood Regional School District, New Jersey","3417820",16392,1720,14672,2153,1076,1589,1411,1873,1611,698,4261,7701,914,6787,1185,357,657,722,813,770,358,1925,5791,415,5376,591,435,614,475,766,571,271,1653,102,0,102,13,1,16,0,0,16,8,48,2798,391,2407,364,283,302,214,294,254,61,635
"Wildwood City School District, New Jersey","3417940",4445,307,4138,833,509,1318,499,342,216,62,359,1362,140,1222,111,167,334,179,118,123,46,144,2092,108,1984,319,277,552,311,224,93,16,192,153,1,152,41,0,111,0,0,0,0,0,838,58,780,362,65,321,9,0,0,0,23
"Willingboro Township School District, New Jersey","3418000",26022,3169,22853,3911,1993,3609,3121,3414,3069,932,2804,9418,1625,7793,1874,648,1106,965,1037,1119,198,846,11532,899,10633,1493,1014,1552,1548,1723,1281,609,1413,729,112,617,99,40,74,74,110,107,27,86,4343,533,3810,445,291,877,534,544,562,98,459
"Winslow Township School District, New Jersey","3418060",31068,3827,27241,4554,2203,3745,3384,4394,3399,1476,4086,15432,2180,13252,2569,1309,1595,1744,2002,1855,461,1717,12798,1377,11421,1699,733,1676,1406,1731,1307,890,1979,582,57,525,77,23,108,53,156,24,22,62,2256,213,2043,209,138,366,181,505,213,103,328
"Woodbridge Township School District, New Jersey","3418120",81245,13772,67473,10089,5304,9120,7548,9953,8483,4273,12703,39192,6137,33055,5649,2539,4476,3933,5073,4196,1978,5211,12614,1760,10854,1629,995,1323,1097,1685,1452,621,2052,1539,255,1284,265,132,186,250,191,67,55,138,27900,5620,22280,2546,1638,3135,2268,3004,2768,1619,5302
"Woodbury City School District, New Jersey","3418150",8319,957,7362,1277,661,918,937,1200,1041,601,727,4760,696,4064,648,362,478,614,643,598,336,385,3064,210,2854,477,276,356,260,504,427,222,332,110,4,106,73,0,15,0,3,0,15,0,385,47,338,79,23,69,63,50,16,28,10
"Wood-Ridge Borough School District, New Jersey","3418300",6468,869,5599,626,419,680,701,1000,534,372,1267,3922,591,3331,448,202,390,408,585,364,243,691,1178,84,1094,43,145,162,121,196,46,72,309,154,16,138,0,0,30,38,0,0,12,58,1214,178,1036,135,72,98,134,219,124,45,209
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",6230,681,5549,1036,355,705,607,651,716,343,1136,3578,405,3173,674,199,385,336,433,336,238,572,2466,247,2219,345,156,282,230,189,355,105,557,3,0,3,3,0,0,0,0,0,0,0,183,29,154,14,0,38,41,29,25,0,7
"School District Not Defined (Water), New Jersey","3499998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of New Jersey, New Jersey","3499999",1757191,210173,1547018,255222,120198,196569,168431,202816,170575,78198,355009,897611,114153,783458,146827,61056,94953,86674,106875,91238,39661,156174,586117,54705,531412,73453,38154,63582,55231,67492,58458,28311,146731,26046,3724,22322,4188,1744,3554,2210,3393,2439,1010,3784,247417,37591,209826,30754,19244,34480,24316,25056,18440,9216,48320
"The Chathams School District, New Jersey","3400004",14404,2162,12242,1853,531,920,853,1158,1147,517,5263,6221,1176,5045,806,279,511,326,519,519,251,1834,6046,678,5368,804,196,287,425,398,410,192,2656,81,28,53,0,0,0,0,9,0,0,44,2056,280,1776,243,56,122,102,232,218,74,729
"Great Meadows Regional School District, New Jersey","3400008",7089,760,6329,1067,463,772,595,827,802,473,1330,4658,590,4068,739,241,569,317,606,551,316,729,1684,149,1535,223,136,124,171,146,193,127,415,104,12,92,15,4,16,53,0,0,0,4,643,9,634,90,82,63,54,75,58,30,182
"Somerset Hills Regional School District, New Jersey","3400009",9111,898,8213,1369,731,940,660,624,713,421,2755,3990,526,3464,707,221,337,299,292,221,254,1133,3101,265,2836,400,134,246,190,168,314,147,1237,189,0,189,21,74,16,41,0,20,0,17,1831,107,1724,241,302,341,130,164,158,20,368
"Allenhurst Borough School District, New Jersey","3400780",420,32,388,67,26,22,40,62,51,3,117,300,26,274,57,18,18,34,47,26,0,74,116,6,110,10,8,0,6,15,25,3,43,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0
"Asbury Park City School District, New Jersey","3400930",12176,1573,10603,2684,1307,2229,1284,1204,739,302,854,5618,847,4771,1350,540,768,484,641,334,160,494,2395,172,2223,538,212,316,360,212,203,76,306,250,0,250,112,19,0,38,16,22,43,0,3913,554,3359,684,536,1145,402,335,180,23,54
"Atlantic City School District, New Jersey","3400960",31103,4673,26430,6771,3531,5380,4199,2675,1643,641,1590,11748,1874,9874,3132,1096,1621,1667,906,645,274,533,7264,608,6656,1631,964,1461,689,696,553,138,524,1590,215,1375,471,213,351,223,34,34,0,49,10501,1976,8525,1537,1258,1947,1620,1039,411,229,484
"Audubon Borough School District, New Jersey","3401050",8608,582,8026,1350,668,1090,957,1176,1095,480,1210,5055,364,4691,839,293,639,596,783,535,351,655,3012,154,2858,436,278,311,320,374,539,129,471,146,45,101,53,0,14,0,0,10,0,24,395,19,376,22,97,126,41,19,11,0,60
"Bayonne City School District, New Jersey","3401260",51655,7930,43725,6368,4015,6432,5689,7279,5078,2294,6570,28185,3647,24538,3934,2053,3422,3197,3722,3123,1211,3876,6328,795,5533,476,546,613,583,1166,673,323,1153,1530,220,1310,278,189,166,242,202,164,0,69,15612,3268,12344,1680,1227,2231,1667,2189,1118,760,1472
"Belleville Town School District, New Jersey","3401350",29764,4575,25189,3945,2191,3490,3529,4022,3256,1487,3269,12714,1891,10823,1763,795,1536,1394,1686,1470,658,1521,3966,531,3435,572,235,392,431,709,429,168,499,1474,235,1239,230,216,141,77,195,148,121,111,11610,1918,9692,1380,945,1421,1627,1432,1209,540,1138
"Belvidere Town School District, New Jersey","3401440",2181,279,1902,241,215,241,283,281,246,105,290,1490,201,1289,156,149,166,203,192,178,83,162,638,70,568,79,61,69,80,72,65,22,120,6,0,6,0,1,0,0,5,0,0,0,47,8,39,6,4,6,0,12,3,0,8
