"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Bergenfield Borough School District, New Jersey","3401500",21497,3075,18422,2594,1618,2214,2145,2685,2435,755,3976,5050,977,4073,682,435,461,470,684,544,182,615,6375,787,5588,840,398,702,528,900,633,299,1288,529,70,459,42,39,101,68,30,103,0,76,9543,1241,8302,1030,746,950,1079,1071,1155,274,1997
"Berkeley Heights Township School District, New Jersey","3401530",10505,1326,9179,1307,595,1011,728,904,836,358,3440,5100,711,4389,708,369,605,325,537,306,217,1322,3358,403,2955,391,154,221,191,115,310,105,1468,174,0,174,101,17,0,0,0,56,0,0,1873,212,1661,107,55,185,212,252,164,36,650
"Bernards Township School District, New Jersey","3401650",20415,2910,17505,2980,1079,1076,962,1410,1686,831,7481,8657,1165,7492,1555,599,486,491,603,710,425,2623,7422,959,6463,957,244,486,280,464,715,215,3102,187,29,158,47,10,0,21,14,10,11,45,4149,757,3392,421,226,104,170,329,251,180,1711
"Bloomfield Township School District, New Jersey","3401830",39159,6200,32959,4882,2488,4569,3864,5452,4582,1820,5302,18728,3086,15642,2365,1139,2318,1682,2773,2519,824,2022,6956,766,6190,723,293,722,878,695,898,465,1516,1873,370,1503,307,154,96,150,323,125,104,244,11602,1978,9624,1487,902,1433,1154,1661,1040,427,1520
"Bogota Borough School District, New Jersey","3401920",6738,873,5865,977,568,666,888,741,664,431,930,2653,392,2261,533,159,248,334,145,324,78,440,1323,144,1179,236,80,101,163,213,82,90,214,312,0,312,0,0,59,42,87,52,46,26,2450,337,2113,208,329,258,349,296,206,217,250
"Boonton Town School District, New Jersey","3401950",6985,905,6080,635,525,837,806,837,811,372,1257,4044,366,3678,410,362,387,516,651,474,215,663,1497,99,1398,107,117,162,106,98,215,94,499,90,0,90,52,10,10,0,0,10,0,8,1354,440,914,66,36,278,184,88,112,63,87
"Bordentown Regional School District, New Jersey","3402030",12498,1193,11305,1469,699,1067,1376,2023,1567,820,2284,7424,584,6840,1005,437,704,721,1217,947,573,1236,2907,216,2691,263,128,207,405,400,464,87,737,159,45,114,30,0,21,28,10,25,0,0,2008,348,1660,171,134,135,222,396,131,160,311
"Bound Brook Borough School District, New Jersey","3402100",8314,1085,7229,1016,593,1557,1251,982,613,308,909,3119,404,2715,425,180,516,302,396,314,88,494,1342,89,1253,263,89,149,123,248,107,56,218,95,1,94,9,0,11,27,28,0,8,11,3758,591,3167,319,324,881,799,310,192,156,186
"Brick Township School District, New Jersey","3402220",63184,5453,57731,9679,5243,8488,6893,8660,7021,2718,9029,43234,4256,38978,6945,3609,5551,4576,6017,4808,1882,5590,14778,679,14099,1723,1198,2119,1756,1961,1832,688,2822,717,41,676,123,57,63,55,165,109,81,23,4455,477,3978,888,379,755,506,517,272,67,594
"Bridgeton City School District, New Jersey","3402250",18864,5818,13046,3744,1819,2850,1576,1631,689,187,550,8874,3170,5704,1731,772,826,749,891,386,120,229,3235,882,2353,634,385,565,230,217,174,53,95,1024,367,657,316,73,127,72,40,29,0,0,5731,1399,4332,1063,589,1332,525,483,100,14,226
"Bridgewater-Raritan Regional School District, New Jersey","3402280",40795,4764,36031,5242,2400,3591,3568,3762,3805,2054,11609,19892,2439,17453,3173,1243,1563,1770,1917,2111,1019,4657,10373,696,9677,996,723,993,895,872,966,496,3736,378,0,378,46,54,53,100,45,0,0,80,10152,1629,8523,1027,380,982,803,928,728,539,3136
"Buena Regional School District, New Jersey","3402400",9914,988,8926,1799,1004,1206,1297,1657,942,318,703,6293,758,5535,1010,533,760,831,930,724,240,507,2556,191,2365,533,318,303,318,478,166,66,183,540,25,515,208,80,57,60,71,39,0,0,525,14,511,48,73,86,88,178,13,12,13
"Burlington City School District, New Jersey","3402430",7973,723,7250,1235,749,964,1209,1274,955,321,543,4544,418,4126,752,465,437,760,757,590,104,261,2477,152,2325,366,214,365,319,361,294,173,233,155,27,128,42,8,16,8,26,5,0,23,797,126,671,75,62,146,122,130,66,44,26
"Burlington Township School District, New Jersey","3402460",17628,1845,15783,2474,1208,2013,1961,1939,2296,818,3074,8159,1118,7041,1312,477,688,998,860,1162,332,1212,5900,342,5558,736,487,718,488,792,728,307,1302,351,78,273,65,0,21,43,8,35,29,72,3218,307,2911,361,244,586,432,279,371,150,488
"Butler Borough School District, New Jersey","3402520",6223,373,5850,778,296,994,697,718,779,323,1265,3927,254,3673,529,187,542,364,411,540,228,872,1096,19,1077,83,23,170,188,156,157,57,243,106,0,106,11,13,43,10,0,8,12,9,1094,100,994,155,73,239,135,151,74,26,141
