"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Pennsylvania","42",8849846,925686,3183249,2144961,1578040,1017910,6212870,592127,2498071,1528947,1024454,569271,1792307,137919,476855,462332,403418,311783,159822,49074,48757,33706,17294,10991,684847,146566,159566,119976,132874,125865
"Rhode Island","44",724708,94558,200648,194274,140296,94932,377240,38609,119943,112321,69444,36923,210425,13660,43606,54799,53765,44595,16204,5071,4580,3612,1882,1059,120839,37218,32519,23542,15205,12355
"South Carolina","45",3269424,456087,963022,985258,551968,313089,1682931,291162,574709,485978,217498,113584,1353600,103291,333501,447721,295861,173226,38583,3726,8259,13887,8675,4036,194310,57908,46553,37672,29934,22243
"South Dakota","46",556587,49055,171623,183124,107762,45023,332047,29251,112158,107850,61720,21068,201615,13455,54114,70256,42829,20961,3438,328,848,1319,617,326,19487,6021,4503,3699,2596,2668
"Tennessee","47",4427340,620548,1451602,1232774,712781,409635,2378378,372857,894276,637591,312860,160794,1755516,168879,487166,538784,349574,211113,37614,3122,8697,12774,8550,4471,255832,75690,61463,43625,41797,33257
"Texas","48",17085128,3015952,4286126,4982373,3158468,1642209,8422229,1100131,2470545,2770872,1467646,613035,4583545,311226,988227,1528645,1118712,636735,254789,31095,48728,86521,58124,30321,3824565,1573500,778626,596335,513986,362118
"Utah","49",1707103,144663,393484,628235,358887,181834,885195,51057,226438,353092,177086,77522,602646,30933,115039,224982,147277,84415,19222,1139,3971,7032,4563,2517,200040,61534,48036,43129,29961,17380
"Vermont","50",437304,35440,130654,112985,94823,63402,198453,20893,81736,54186,30661,10977,212469,10825,43541,52774,58576,46753,4505,182,1081,1035,1172,1035,21877,3540,4296,4990,4414,4637
"Virginia","51",5621010,638662,1378019,1530688,1191485,882156,2264851,338094,746374,658853,347914,173616,2409095,129592,449428,672749,626278,531048,105582,5792,17239,30938,29970,21643,841482,165184,164978,168148,187323,155849
"Washington","53",4804224,452496,1101156,1638413,1022117,590042,1747464,120308,476006,665588,341831,143731,2158682,127206,446667,761669,505043,318097,87677,5361,19237,31849,20758,10472,810401,199621,159246,179307,154485,117742
"West Virginia","54",1297118,190148,524971,328293,153834,99872,887290,143459,383438,212434,93541,54418,379673,42839,134995,108754,54412,38673,6830,647,1928,2460,937,858,23325,3203,4610,4645,4944,5923
"Wisconsin","55",3891252,336096,1233220,1217854,729499,374583,2618920,183595,918260,851270,470930,194865,1013999,82054,253158,316489,221054,141244,33357,6162,8487,10133,4999,3576,224976,64285,53315,39962,32516,34898
"Wyoming","56",387062,29451,112932,144005,66753,33921,127686,8626,40461,51102,19113,8384,239330,15528,67319,88280,44839,23364,3432,206,973,1147,733,373,16614,5091,4179,3476,2068,1800
