"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Alabama","01",3928706,581373,3347333,742217,407454,592306,431029,443264,286969,110507,333587,2622720,397056,2225664,519060,287753,404685,292493,292950,183386,66663,178674,1115558,144951,970607,195456,101120,154160,118547,133103,92140,39412,136669,35571,5144,30427,6320,2403,4755,3679,4340,2892,1327,4711,154857,34222,120635,21381,16178,28706,16310,12871,8551,3105,13533
"Alaska","02",579321,27908,551413,113882,42030,74407,60867,73273,57715,28648,100591,186022,9008,177014,58350,16028,24338,18320,19828,14302,6670,19178,327304,14264,313040,44049,20458,38770,33659,44247,37798,19634,74425,13742,848,12894,2570,1124,1866,1708,1885,1317,535,1889,52253,3788,48465,8913,4420,9433,7180,7313,4298,1809,5099
"Arizona","04",5381829,871941,4509888,877229,482936,776429,610076,642642,408579,161740,550257,1547597,361532,1186065,316570,129644,194098,158449,165638,95092,34201,92373,2891346,303455,2587891,414460,259880,423862,342183,388803,262781,109751,386171,76083,12433,63650,11935,5979,10185,8634,8954,6239,2156,9568,866803,194521,672282,134264,87433,148284,100810,79247,44467,15632,62145
"Arkansas","05",2380475,337818,2042657,438187,259503,393195,281919,275975,165597,59789,168492,1351890,194695,1157195,261376,152298,220388,158285,156583,91056,32214,84995,879673,112026,767647,157086,93696,142046,102799,105846,67235,24392,74547,17234,2211,15023,3226,1250,2789,1676,2243,1623,675,1541,131678,28886,102792,16499,12259,27972,19159,11303,5683,2508,7409
"California","06",31078878,5426585,25652293,4827978,2889600,4087164,2929633,3068623,2270343,1023092,4555860,14395869,2998038,11397831,2466467,1223922,1649687,1269179,1394929,1057157,478670,1857820,6135130,529391,5605739,717998,539672,784941,588494,678627,560925,280476,1454606,416932,66577,350355,62818,35601,47560,35670,43975,35142,15831,73758,10130947,1832579,8298368,1580695,1090405,1604976,1036290,951092,617119,248115,1169676
"Colorado","08",4316634,489433,3827201,686848,335838,562854,488949,564958,392819,170376,624559,1474281,206591,1267690,289326,119423,193116,163179,185259,123414,49983,143990,2275619,187740,2087879,309904,169647,280903,251266,314085,233580,105466,423028,68780,7966,60814,10823,4704,8065,7819,9003,6218,2805,11377,497954,87136,410818,76795,42064,80770,66685,56611,29607,12122,46164
"Connecticut","09",2960658,347588,2613070,445272,219700,366791,292992,344996,279044,130225,534050,1479033,178452,1300581,235698,110539,180148,148195,180474,150831,69169,225527,884248,82329,801919,120796,58454,95997,77428,96424,82958,41887,227975,116584,15951,100633,27230,13162,18652,12581,11033,7124,2704,8147,480793,70856,409937,61548,37545,71994,54788,57065,38131,16465,72401
"Delaware","10",765110,93335,671775,119469,62142,101821,88590,100577,71757,30198,97221,295252,43877,251375,51163,23357,38842,33668,39799,26013,10042,28491,376908,33970,342938,55901,31472,49457,43526,51886,37910,17212,55574,13519,1434,12085,2401,1209,1974,1534,1520,1477,419,1551,79431,14054,65377,10004,6104,11548,9862,7372,6357,2525,11605
"District of Columbia","11",559873,64081,495792,95669,33287,49774,44219,56586,50838,24298,141121,166663,31190,135473,38775,12985,17993,15455,16788,11170,4436,17871,293891,20431,273460,43131,13988,20015,19177,29266,32452,15968,99463,10625,1124,9501,1186,441,719,730,1068,1036,469,3852,88694,11336,77358,12577,5873,11047,8857,9464,6180,3425,19935
"Florida","12",16577881,2534154,14043727,2715060,1637795,2626648,1940883,1937404,1179304,453759,1552874,4491952,1013069,3478883,858878,397544,616452,485657,477487,270714,96402,275749,7638811,768697,6870114,1061677,747027,1229294,938219,1014681,660595,262377,956244,619994,97808,522186,120501,71128,98216,71645,68533,35979,14144,42040,3827124,654580,3172544,674004,422096,682686,445362,376703,212016,80836,278841
"Georgia","13",8024659,1339408,6685251,1365379,724760,1128461,870880,906176,616931,241407,831257,3895632,725415,3170217,763717,391243,551489,420379,422392,265524,96022,259451,3062963,396774,2666189,454646,243979,388229,327203,381587,285984,119467,465094,117190,19587,97603,19269,8543,14640,12364,13881,10348,4194,14364,948874,197632,751242,127747,80995,174103,110934,88316,55075,21724,92348
"Hawaii","15",1153522,147289,1006233,166647,85884,154023,138761,158876,109819,46642,145581,564175,76482,487693,84183,41518,72175,67479,79501,56726,23637,62474,310356,31248,279108,38412,20010,39314,34739,41804,32076,14631,58122,36141,5206,30935,5496,2471,4754,4209,4866,3079,1326,4734,242850,34353,208497,38556,21885,37780,32334,32705,17938,7048,20251
"Idaho","16",1275650,156023,1119627,248618,122634,201531,158238,151405,95485,35482,106234,508317,69355,438962,105762,47399,77241,61173,59566,37319,13734,36768,663103,69414,593689,123920,65159,104010,81719,82013,53008,20069,63791,11995,1495,10500,1956,1327,1988,1370,1280,1124,278,1177,92235,15759,76476,16980,8749,18292,13976,8546,4034,1401,4498
"Illinois","17",10381677,1473828,8907849,1669755,822432,1420638,1096091,1204761,899844,385244,1409084,6464639,950486,5514153,1106833,501689,836873,673481,769185,576308,244140,805644,2069052,204129,1864923,305250,165898,269527,203632,239158,195949,87583,397926,120095,17207,102888,22846,12398,17565,12400,12321,8787,3506,13065,1727891,302006,1425885,234826,142447,296673,206578,184097,118800,50015,192449
"Indiana","18",5280033,665385,4614648,922708,482991,795980,658434,687816,438334,164553,463832,3396796,427286,2969510,607653,310832,502928,430298,461642,286521,105344,264292,1542148,167195,1374953,263046,145248,234259,185229,195073,131480,51260,169358,37680,5212,32468,7032,2911,5031,5386,4277,3144,1144,3543,303409,65692,237717,44977,24000,53762,37521,26824,17189,6805,26639
