"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Georgia","13",10099320,660941,1834234,1014683,1378980,1375596,1403866,635477,231861,317387,765556,480739,5562769,581807,1370852,596518,661719,575057,596946,288873,108527,151647,373604,257219,3406655,67401,382932,317160,482289,528724,598389,273964,99333,136550,331660,188253,135267,4229,19386,16654,26585,22922,22209,9658,2847,3265,4997,2515,994629,7504,61064,84351,208387,248893,186322,62982,21154,25925,55295,32752
"Hawaii","15",1413673,91645,216571,132512,203249,176240,182450,94644,37705,51043,126472,101142,763067,75193,158447,73321,95928,79251,80008,41164,17021,24291,58461,59982,352928,12671,37107,39195,65791,45961,48351,27122,10800,14810,34760,16360,44127,2171,7484,4712,7533,6577,6317,3593,1151,1226,2245,1118,253551,1610,13533,15284,33997,44451,47774,22765,8733,10716,31006,23682
"Idaho","16",1635483,114063,317257,156557,214278,200434,199784,101826,41054,56884,139140,94206,778876,96256,217591,77909,96960,77549,68949,34412,14680,18407,44167,31996,744644,16794,89353,66660,95479,99111,111138,60485,23921,36015,88025,57663,14227,387,2465,1707,2466,2340,2705,1083,220,314,364,176,97736,626,7848,10281,19373,21434,16992,5846,2233,2148,6584,4371
"Illinois","17",12851684,790205,2200424,1242771,1780279,1672366,1768455,863294,321669,428124,1000237,783860,8630139,720485,1874896,922307,1088516,954111,1061915,529653,191756,254939,568583,462978,2291212,55065,223053,186143,334341,294190,353390,188559,74985,102838,268189,210459,138765,4320,19281,13903,19730,19438,20832,10351,3886,4905,13245,8874,1791568,10335,83194,120418,337692,404627,332318,134731,51042,65442,150220,101549
"Indiana","18",6589578,420024,1161968,667899,845708,822044,891285,448208,166278,225841,535846,404477,4503656,376235,942230,451184,542134,517465,570067,289898,107000,143700,323243,240500,1719143,39372,188206,172155,227475,225026,263857,137275,52385,72985,191292,149115,42411,1041,5566,4508,7258,7598,7244,3684,977,1188,2172,1175,324368,3376,25966,40052,68841,71955,50117,17351,5916,7968,19139,13687
"Iowa","19",3106589,196868,530646,320235,391277,364624,406148,211948,83064,110998,259860,230921,2205559,170787,416170,202455,251031,233446,276805,150235,59269,79939,189072,176350,732124,23794,98670,93870,103041,94597,103444,52907,21014,27335,64135,49317,17739,687,2484,2523,3382,2825,2819,1089,426,518,476,510,151167,1600,13322,21387,33823,33756,23080,7717,2355,3206,6177,4744
"Kansas","20",2898292,198915,522432,298450,384327,345603,370189,193876,71098,97875,226565,188962,1710395,170855,388984,174827,207072,161695,183023,102720,38692,51848,120035,110644,962090,25368,115669,96782,128646,131336,149420,78722,28336,40671,95415,71725,25038,1000,3467,2994,4333,4277,4691,1794,514,558,907,503,200769,1692,14312,23847,44276,48295,33055,10640,3556,4798,10208,6090
"Kentucky","21",4411989,274525,739665,427726,566828,560760,611789,305925,113518,158253,384692,268308,3070129,236665,584149,283708,363356,355480,388323,202932,75942,108654,269610,201310,1159144,34849,135164,123678,162018,166165,195940,92846,34630,45608,106649,61597,28573,964,3849,3510,5617,4670,5022,2354,655,602,922,408,154143,2047,16503,16830,35837,34445,22504,7793,2291,3389,7511,4993
"Louisiana","22",4645670,309257,804765,465669,666210,569307,610677,312753,116532,156775,371899,261826,3628081,285343,697053,367780,502436,413689,456978,231964,86510,116828,274947,194553,801545,21266,92326,78056,116647,110829,117771,65660,24791,33716,82783,57700,28464,950,3665,3271,4878,4771,5703,2292,527,849,891,667,187580,1698,11721,16562,42249,40018,30225,12837,4704,5382,13278,8906
"Maine","23",1329923,65146,194355,113356,152643,155610,200296,109071,40815,56380,139478,102773,849293,57437,153831,74149,97617,93448,115641,61341,22764,31510,77642,63913,419545,6501,35083,33539,47085,52763,74927,42736,16470,22179,55026,33236,13434,597,1408,1092,2010,1975,2413,1407,253,533,1050,696,47651,611,4033,4576,5931,7424,7315,3587,1328,2158,5760,4928
"Maryland","24",5959902,367551,980259,559453,820592,768457,876960,411506,150436,204638,475899,344151,2830799,299813,686333,317972,349602,262317,328109,156764,57725,74640,170382,127142,2169074,58337,226435,169428,286687,296071,369396,184939,70242,99342,236918,171279,85697,2851,14131,8915,15445,13035,15474,6382,1945,2037,3513,1969,874332,6550,53360,63138,168858,197034,163981,63421,20524,28619,65086,43761
"Massachusetts","25",6742143,363610,1026942,701594,926099,838510,984781,472463,173573,237892,562591,454088,4166910,329162,835110,435498,481490,415910,546958,272025,100764,138236,327780,283977,1329403,23451,112364,156626,211197,179961,211857,108853,40603,57930,136731,89830,184369,3610,23898,21242,30732,30106,30643,12786,4533,6006,12784,8029,1061461,7387,55570,88228,202680,212533,195323,78799,27673,35720,85296,72252
"Michigan","26",9909600,573965,1653798,998956,1207592,1188718,1396551,723864,269889,368569,870644,657054,7598437,531179,1452351,796189,915025,876641,1023045,543694,198415,264024,580284,417590,1608851,34099,143380,135672,175064,176803,256319,133272,54209,81661,229313,189059,69830,2569,12230,9225,10823,10180,10631,4572,1387,1558,3344,3311,632482,6118,45837,57870,106680,125094,106556,42326,15878,21326,57703,47094
"Minnesota","27",5450868,348800,933298,506636,745041,671116,756460,383313,137772,189027,431660,347745,3712562,312487,762702,344178,452189,387848,470517,247686,89675,125016,282456,237808,1273000,29737,123435,114637,185706,179339,215782,109853,40339,54163,126132,93877,38615,1595,7192,5152,6218,6842,5735,2510,702,699,1213,757,426691,4981,39969,42669,100928,97087,64426,23264,7056,9149,21859,15303
"Mississippi","28",2989192,192390,539845,307274,389596,371390,389464,197906,72167,102528,249257,177375,2138723,169408,434167,218518,266407,244773,252080,130667,49237,71078,172260,130128,763818,22037,98353,79618,103774,107189,123364,61680,21409,29359,72564,44471,19321,524,2562,1997,4306,3316,3411,1424,425,391,639,326,67330,421,4763,7141,15109,16112,10609,4135,1096,1700,3794,2450
"Missouri","29",6059651,374010,1021114,591150,800229,731234,820875,421521,155396,214188,524097,405837,4014084,331090,823195,403737,495620,436893,493834,256482,94319,127290,302877,248747,1766446,39695,173502,156374,245745,236338,283521,146885,55536,79243,204302,145305,43042,1208,5949,5570,7738,7497,6959,3593,783,1152,1744,849,236079,2017,18468,25469,51126,50506,36561,14561,4758,6503,15174,10936
"Montana","30",1023391,60995,164025,99937,128539,116416,132165,77889,30524,42033,99684,71184,559037,53221,119894,54324,67970,56756,61755,37088,13573,18806,42047,33603,434595,7409,41011,42052,56377,55016,65882,38193,16328,22051,54913,35363,8847,250,1617,969,1259,1581,1124,1076,162,325,284,200,20912,115,1503,2592,2933,3063,3404,1532,461,851,2440,2018
"Nebraska","31",1881259,130580,337021,190430,252414,225981,239004,123970,47977,62384,146131,125367,1222508,113467,258445,119678,146183,125506,140002,75214,29498,38371,89638,86506,517358,15286,64790,54090,72925,68560,77277,41368,16043,21042,50640,35337,14860,694,2427,1860,2688,2778,2226,1064,334,209,396,184,126533,1133,11359,14802,30618,29137,19499,6324,2102,2762,5457,3340
"Nevada","32",2839172,180440,484192,252415,407455,383267,384349,181631,68858,95710,249640,151215,729878,149026,302451,89564,77651,42701,33377,12375,3645,4541,9370,5177,1511900,28313,152189,124155,221952,206584,231107,122544,49388,69226,189875,116567,49698,1517,6060,5067,9438,8243,8030,3842,1126,1678,3006,1691,547696,1584,23492,33629,98414,125739,111835,42870,14699,20265,47389,27780
"New Hampshire","33",1327503,64676,202303,128180,154495,159325,210225,106669,38785,52460,123021,87364,558839,51491,134450,63392,67426,54727,64176,31096,11689,15833,35637,28922,677383,12427,60294,56932,73468,87646,128566,68710,24658,33172,79383,52127,14218,206,1856,1510,1626,2472,3348,1056,386,482,724,552,77063,552,5703,6346,11975,14480,14135,5807,2052,2973,7277,5763
"New Jersey","34",8915456,528509,1481304,793096,1147169,1170011,1332561,625355,224990,300170,726212,586079,4686801,456986,1132381,525163,548611,476018,557811,265012,92128,119819,279269,233603,2074338,54346,231035,131128,222078,253498,358173,187072,71259,96349,253305,216095,210979,5037,22409,15791,25628,28245,37122,18970,6977,10317,25029,15454,1943338,12140,95479,121014,350852,412250,379455,154301,54626,73685,168609,120927
"New Mexico","35",2082669,133769,367981,206999,276750,244759,264079,139882,54914,75250,186755,131531,1101786,112104,272970,127393,146342,110382,114592,56963,21565,27711,64852,46912,755037,19775,77604,61579,91700,87844,107581,65265,27423,39684,104187,72395,24503,901,3853,2147,3419,3974,4489,2210,660,856,1447,547,201343,989,13554,15880,35289,42559,37417,15444,5266,6999,16269,11677
"New York","36",19697457,1170723,3055686,1966965,2831379,2501802,2780247,1331302,495395,670157,1600042,1293759,12472224,1083410,2598828,1378836,1548047,1290940,1558935,765612,283478,377588,869914,716636,2295939,51379,205742,245346,449755,303387,308917,156748,63794,84952,234281,191638,487047,12386,52292,37892,63533,57537,68124,33285,14446,23295,68633,55624,4442247,23548,198824,304891,770044,849938,844271,375657,133677,184322,427214,329861
"North Carolina","37",9940828,605960,1681866,968330,1294386,1307758,1373899,661578,245761,341960,864218,595112,5698997,529763,1253265,558603,610044,585434,656700,344945,132446,187903,478803,361091,3363076,65691,359779,325423,490204,508556,567999,267022,96834,134312,341089,206167,111099,3536,14842,12676,20931,19247,18907,7862,2075,2759,4961,3303,767656,6970,53980,71628,173207,194521,130293,41749,14406,16986,39365,24551
"North Dakota","38",736162,51419,116298,90838,107803,82372,90498,49555,18034,24600,54162,50583,475599,43321,85120,46600,57450,47603,55489,32507,12610,16637,38188,40074,230227,7651,27657,39631,42335,29309,31201,15637,5135,7174,14750,9747,5972,200,941,1062,1578,1048,555,340,37,59,101,51,24364,247,2580,3545,6440,4412,3253,1071,252,730,1123,711
"Ohio","39",11586941,695764,1944096,1099035,1469248,1406232,1603648,838094,310957,423530,1004672,791665,8708736,638862,1681633,850600,1084311,1022886,1162927,612105,220131,291997,652590,490694,2300978,48912,213257,192585,271924,274532,352132,190189,77789,112832,304846,261980,92519,2748,13613,10093,15400,14792,14702,7018,2097,2446,5741,3869,484708,5242,35593,45757,97613,94022,73887,28782,10940,16255,41495,35122
"Oklahoma","40",3875589,265818,686507,388986,533743,473291,490534,254064,92364,128397,322630,239255,2360651,232809,524764,237409,305145,244403,240412,126571,48173,69451,180399,151115,1252835,30048,140514,121201,170336,171461,206769,110629,38778,53114,129585,80400,36587,1182,5256,4099,6663,6174,6679,3182,937,919,1088,408,225516,1779,15973,26277,51599,51253,36674,13682,4476,4913,11558,7332
"Oregon","41",3982267,232001,629394,365086,548492,518150,515058,270230,110497,158785,374410,260164,1835373,202305,472763,201127,238536,185911,173813,93408,38756,52249,111173,65332,1712115,25608,127015,123423,226784,234138,263873,148642,62354,93123,235142,172013,44166,1416,6463,5477,7094,7514,7044,3309,1039,1369,2087,1354,390613,2672,23153,35059,76078,90587,70328,24871,8348,12044,26008,21465
"Pennsylvania","42",12783977,714598,1989670,1229863,1634292,1515459,1804510,938083,350757,473498,1152343,980904,9352111,645645,1625880,867716,1094661,1005638,1249148,675454,255028,344705,838402,749834,2400038,57310,280845,269576,342979,314325,383004,191024,69583,94073,230678,166641,213465,4656,28207,20780,35961,33601,34068,17082,5529,7175,16413,9993,818363,6987,54738,71791,160691,161895,138290,54523,20617,27545,66850,54436
"Rhode Island","44",1054491,54767,157639,117377,137781,125831,152284,76779,27563,37953,89611,76906,604803,46735,120456,60372,68869,59700,79164,41006,14689,20037,48974,44801,284315,6352,26187,41351,40125,36560,42785,22930,8224,11747,27412,20642,22710,613,2921,2972,4219,3481,3772,1450,492,575,1278,937,142663,1067,8075,12682,24568,26090,26563,11393,4158,5594,11947,10526
"South Carolina","45",4834605,291499,794280,479402,625847,597453,650886,326582,126458,180518,466367,295313,2784196,243077,579564,278624,330159,299999,325541,170788,66302,95108,234586,160448,1767132,45045,193769,174718,234409,237253,277936,138133,53611,77636,211414,123208,52561,1384,6186,6408,9834,8914,9104,4236,1539,1296,2414,1246,230716,1993,14761,19652,51445,51287,38305,13425,5006,6478,17953,10411
"South Dakota","46",851058,60094,149521,84856,111742,96916,106922,59245,22174,30379,68865,60344,549508,52161,115451,49849,64464,53761,62467,35674,13347,19449,41652,41233,269367,7360,29592,30800,40133,36939,40229,21712,8126,10518,25860,18098,4988,107,832,611,1015,831,736,482,62,67,148,97,27195,466,3646,3596,6130,5385,3490,1377,639,345,1205,916
"Tennessee","47",6548009,402160,1092765,625744,861200,840617,897798,444258,165468,233550,584549,399900,3983163,358711,849704,396370,466315,436621,463355,234298,89749,127284,323201,237555,2195305,38479,209202,192108,310352,319480,377497,188321,68633,97840,243437,149956,54222,1433,7462,7713,9974,9399,9148,4142,975,1249,1732,995,315319,3537,26397,29553,74559,75117,47798,17497,6111,7177,16179,11394
"Texas","48",26956435,1970686,5161790,2738831,3915774,3642463,3471589,1600143,578698,779894,1828562,1268005,16186219,1795653,4131089,1837248,2159488,1659080,1560795,773074,289123,390760,914082,675827,5900442,127151,692917,496829,805755,873395,985831,485678,177129,243297,604475,407985,375429,16532,61565,42543,64380,65370,58500,26287,6843,9117,15757,8535,4494345,31350,276219,362211,886151,1044618,866463,315104,105603,136720,294248,175658
"Utah","49",2948427,253964,651232,336128,441468,385777,307996,147470,54533,74517,172376,122966,1834864,228998,515440,205231,248024,200185,146487,72734,27285,38368,86173,65939,839301,22374,113649,100632,134106,122250,116175,59035,21992,29604,71893,47591,29478,1120,4915,4221,5903,5470,3755,1525,494,537,1105,433,244784,1472,17228,26044,53435,57872,41579,14176,4762,6008,13205,9003
"Vermont","50",626249,30359,91332,67254,71749,71959,91643,50183,19162,26415,62328,43865,319418,24682,65150,31133,37071,33511,40740,21017,7510,11645,26159,20800,272865,5476,22907,32013,29946,33479,45763,26534,10563,13412,32601,20171,6411,62,964,880,899,1016,1070,504,300,208,214,294,27555,139,2311,3228,3833,3953,4070,2128,789,1150,3354,2600
"Virginia","51",8310301,510257,1355299,823735,1154537,1094958,1183551,556454,205583,281110,677364,467453,4105131,428546,963533,448201,480686,394391,452344,227984,85793,117750,291489,214414,3065451,68763,306860,280733,449457,442100,524085,250090,94003,129273,312572,207515,153224,5305,24108,18229,28889,25782,25526,10613,2964,3374,5253,3181,986495,7643,60798,76572,195505,232685,181596,67767,22823,30713,68050,42343
"Washington","53",7073146,447143,1157452,664327,1020046,923126,952858,480303,183721,251328,590229,402613,3347889,384731,843086,372608,428993,319336,339253,177914,68571,91358,200642,121397,2643859,50856,238507,195814,370885,371657,428385,231474,90364,126864,313895,225158,124213,3948,18311,14277,22540,21467,20576,8852,2742,2959,5247,3294,957185,7608,57548,81628,197628,210666,164644,62063,22044,30147,70445,52764
"West Virginia","54",1846092,101908,277940,169126,218633,228148,252328,137566,55002,77317,190104,138020,1285012,83400,207619,106703,141386,148523,158943,95483,39443,55615,139980,107917,522718,18090,67298,57657,70162,73328,87213,39364,14705,20306,46813,27782,9454,189,1224,1211,1518,1409,2017,835,250,147,417,237,28908,229,1799,3555,5567,4888,4155,1884,604,1249,2894,2084
"Wisconsin","55",5754798,340319,961179,562048,728926,692081,815403,417308,152876,209438,484655,390565,4113612,309089,791675,393928,484322,446510,545369,287232,105784,143814,327584,278305,1317386,27993,140045,135349,177155,177175,218430,111524,41166,56789,136756,95004,46562,984,6832,5389,8371,7854,7653,3126,1035,1294,2526,1498,277238,2253,22627,27382,59078,60542,43951,15426,4891,7541,17789,15758
"Wyoming","56",583029,37967,100877,57123,81662,70703,73360,41352,16796,22482,47851,32856,240959,28866,60223,24184,32439,24408,22021,12141,5311,6830,14720,9816,316408,8879,38134,30065,43534,40852,47353,27830,11032,15074,31640,22015,4950,88,985,445,911,805,885,437,67,53,177,97,20712,134,1535,2429,4778,4638,3101,944,386,525,1314,928
