"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Alabama","01",38.6,35.9,44.1,37.5,37.7
"Alaska","02",33.6,20.5,45,30,44.2
"Arizona","04",37.1,19,50.8,36.6,43.4
"Arkansas","05",37.7,33,45.3,34.6,37.6
"California","06",36,23.9,53.9,37.6,45.6
"Colorado","08",36.4,23,45.9,37.2,40.5
"Connecticut","09",40.6,32.1,48.9,42.7,44
"Delaware","10",39.6,27.6,49.8,42.2,40.5
"District of Columbia","11",33.8,27.2,35.1,34.9,39
"Florida","12",41.6,21.2,54.2,41,47.4
"Georgia","13",36.2,28.2,43.6,35.4,40.2
"Hawaii","15",38.5,32.6,39.5,35.3,48.7
"Idaho","16",35.7,24.8,45.4,35.4,40.2
"Illinois","17",37.4,32.2,46.6,41.5,43.4
"Indiana","18",37.4,33.9,45.3,38.7,38.1
"Iowa","19",38,37.5,40.1,34,36.5
"Kansas","20",36.2,30.7,43.7,36.5,38.2
"Kentucky","21",38.6,36.9,42.7,36.1,36.5
"Louisiana","22",36.2,34.2,43.4,38.4,40
"Maine","23",44,39.7,50,43.4,46.7
"Maryland","24",38.3,27.7,46.4,35.9,42.2
"Massachusetts","25",39.4,35.1,44.1,39.1,43.3
"Michigan","26",39.5,36.2,50.7,35.1,43
"Minnesota","27",37.8,34.7,45.2,33.6,37.3
"Mississippi","28",36.7,34.3,42.5,36.4,38.5
"Missouri","29",38.3,34,46.2,36.2,38.9
"Montana","30",39.8,32.6,47.6,37.3,45.8
"Nebraska","31",36.2,33.2,42.5,33.8,36.7
"Nevada","32",37.5,13.5,46,38.2,44.3
"New Hampshire","33",42.4,28.9,49.2,42.6,44.7
"New Jersey","34",39.5,28.7,49.3,47.6,44.5
"New Mexico","35",37.2,27.5,49,39.6,43
"New York","36",38.2,32.2,41.2,48.2,45.8
"North Carolina","37",38.3,33.2,43.8,36.9,38.8
"North Dakota","38",35.2,36,34.3,28.9,33.9
"Ohio","39",39.3,35.9,49.5,38.5,40.9
"Oklahoma","40",36.2,31,44.6,36.8,38.1
"Oregon","41",39.1,26.6,49.8,37.3,41.5
"Pennsylvania","42",40.6,39.6,43.1,40.3,41.9
"Rhode Island","44",39.9,36,42.9,37.3,44.5
"South Carolina","45",38.8,33.7,44.9,37.8,40.2
"South Dakota","46",36.8,33.9,42.3,34.1,34.6
"Tennessee","47",38.5,33.2,45.8,35.7,37.8
"Texas","48",34.2,26.4,44.5,35.4,41.5
"Utah","49",30.3,23.9,38.8,32.6,39.1
"Vermont","50",42.6,35.5,48,38.4,45.8
"Virginia","51",37.8,29,44.7,35,41.3
"Washington","53",37.6,26.6,47.4,36.5,41.3
"West Virginia","54",41.9,42,41.9,39,41
"Wisconsin","55",39.1,36.7,45,37,39.2
"Wyoming","56",36.8,27.4,44.1,35.7,38.5
