"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Mississippi","28",1952337,322809,605790,617139,253036,153563,1320776,231241,428254,407555,161259,92467,559045,71067,159396,193521,81255,53806,13736,1414,3632,5478,1763,1449,58780,19087,14508,10585,8759,5841
"Missouri","29",4097212,453624,1269953,1232775,706922,433938,2462918,274065,842842,748115,391452,206444,1406401,130331,380795,437318,273179,184778,33683,2544,7615,12227,6514,4783,194210,46684,38701,35115,35777,37933
"Montana","30",706329,45573,222399,222183,144135,72039,333936,22638,116976,103792,66715,23815,348318,20056,98593,112291,72967,44411,6223,282,1626,2326,1298,691,17852,2597,5204,3774,3155,3122
"Nebraska","31",1232583,110626,331868,417801,244556,127732,731919,43359,214990,266638,145920,61012,387970,25312,92733,132293,84157,53475,10829,1230,1366,3342,3235,1656,101865,40725,22779,15528,11244,11589
"Nevada","32",1968167,283361,549151,671974,304948,158733,198881,20945,63419,72244,29476,12797,1225729,99382,341604,467548,202444,114751,40282,3540,11373,16050,7115,2204,503275,159494,132755,116132,65913,28981
"New Hampshire","33",937214,64641,267078,271182,205513,128800,311689,26501,113127,92891,56105,23065,547389,26438,137914,161877,131668,89492,10725,1854,1992,2580,2952,1347,67411,9848,14045,13834,14788,14896
"New Jersey","34",6166384,674759,1757377,1416175,1437307,880766,2607541,182195,873365,671060,593320,287601,1643124,99884,403628,395856,431883,311873,165607,43811,51490,38194,20368,11744,1750112,348869,428894,311065,391736,269548
"New Mexico","35",1377548,211608,369807,431671,198116,166346,591490,85238,190864,205716,67432,42240,596510,43341,139928,193044,112749,107448,17499,1824,2406,6579,3647,3043,172049,81205,36609,26332,14288,13615
"New York","36",13641473,1915867,3615023,3332120,2727078,2051385,7445261,617573,2162636,2139401,1457310,1068341,1784317,126035,328635,378418,516842,434387,396718,121540,105792,80540,52031,36815,4015177,1050719,1017960,733761,700895,511842
"North Carolina","37",6762644,909419,1785510,2076658,1277412,713645,3383398,509958,1065722,1088936,507470,211312,2633093,174412,565876,844982,645268,402555,80329,8205,18390,26144,16766,10824,665824,216844,135522,116596,107908,88954
"North Dakota","38",492017,36968,135670,175976,105625,37778,306417,23059,89293,109786,64947,19332,160259,10332,40489,59363,35456,14619,3053,124,1221,784,529,395,22288,3453,4667,6043,4693,3432
"Ohio","39",7896470,813274,2664823,2303257,1329009,786107,5585001,527016,2030845,1700253,878972,447915,1829430,201541,526417,505354,354440,241678,70739,12686,18271,20276,12180,7326,411300,72031,89290,77374,83417,89188
"Oklahoma","40",2557863,324658,808375,794826,421765,208239,1368211,146686,468961,429985,225526,97053,971540,101573,287196,322433,169600,90738,27702,2212,6391,11288,5037,2774,190410,74187,45827,31120,21602,17674
"Oregon","41",2804461,279585,654930,968279,566244,335423,974900,69159,278096,370148,182290,75207,1461322,100005,305343,519744,323234,212996,31857,2636,5477,10529,8722,4493,336382,107785,66014,67858,51998,42727
"Pennsylvania","42",8895727,917150,3174802,2162752,1611499,1029524,6219217,578504,2485527,1537815,1040656,576715,1814111,144865,478878,465797,412314,312257,159307,49423,48365,32757,18609,10153,703092,144358,162032,126383,139920,130399
"Rhode Island","44",730083,90044,204295,196926,141131,97687,376509,36028,120761,113486,67418,38816,214108,13584,46936,53599,55042,44947,17800,4384,4465,4465,3598,888,121666,36048,32133,25376,15073,13036
"South Carolina","45",3319832,453855,977099,998637,575843,314398,1712045,292085,583729,499486,228251,108494,1371616,99407,338998,448599,306811,177801,40149,3360,8717,14796,8361,4915,196022,59003,45655,35756,32420,23188
"South Dakota","46",563108,50042,175958,182223,110562,44323,335319,28795,115914,106274,64951,19385,203832,13667,54423,71254,42183,22305,3789,558,974,1350,591,316,20168,7022,4647,3345,2837,2317
"Tennessee","47",4473487,623805,1482137,1216465,719980,431100,2367458,366614,901697,618480,315475,165192,1793988,172802,499079,540447,353688,227972,40245,3897,11220,10624,8958,5546,271796,80492,70141,46914,41859,32390
"Texas","48",17472861,3071142,4425654,5020691,3266266,1689108,8575347,1099476,2556046,2778811,1512951,628063,4642795,319011,998193,1536820,1140294,648477,264490,35320,51284,89164,58873,29849,3990229,1617335,820131,615896,554148,382719
"Utah","49",1741949,147766,421822,617649,368302,186410,898454,53171,237070,346637,181529,80047,617990,31907,124200,222958,153359,85566,19040,1082,3294,7553,4640,2471,206465,61606,57258,40501,28774,18326
"Vermont","50",438654,36469,127127,112986,97824,64248,196198,20308,78985,52590,33351,10964,215361,12617,42369,52887,59575,47913,4851,182,1226,1389,1030,1024,22244,3362,4547,6120,3868,4347
"Virginia","51",5685318,629761,1399157,1554356,1209217,892827,2298414,327938,751956,678010,362588,177922,2408899,127228,452239,671461,622460,535511,104061,6907,16609,30793,29230,20522,873944,167688,178353,174092,194939,158872
"Washington","53",4889314,448231,1127649,1642541,1059707,611186,1777414,119094,491111,669701,350590,146918,2179453,124894,448086,756789,522854,326830,91839,4981,18900,35767,21062,11129,840608,199262,169552,180284,165201,126309
"West Virginia","54",1300347,182115,529290,334528,152256,102158,884706,140087,384573,211755,92842,55449,381998,38976,138019,113003,53189,38811,7263,295,2122,3267,1147,432,26380,2757,4576,6503,5078,7466
"Wisconsin","55",3918997,335544,1223628,1247367,742544,369914,2636240,180457,912279,868529,478082,196893,1019249,83177,249953,325843,224127,136149,33541,5917,8639,9253,6010,3722,229967,65993,52757,43742,34325,33150
"Wyoming","56",388747,30425,111830,144458,67108,34926,127301,8916,38986,50225,20686,8488,242528,15684,68051,90152,43577,25064,2429,241,649,820,503,216,16489,5584,4144,3261,2342,1158
