"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Georgia","13",8139039,1327756,6811283,1353203,733762,1178785,886769,934924,618161,253464,852215,3951062,723527,3227535,766498,393739,577797,416958,438652,264484,99204,270203,3092210,387078,2705132,437313,249543,411608,333984,389102,287695,126785,469102,117365,18502,98863,19722,8374,16450,11609,13671,10617,4417,14003,978402,198649,779753,129670,82106,172930,124218,93499,55365,23058,98907
"Hawaii","15",1168301,141263,1027038,167059,81483,158934,141367,168254,110113,50686,149142,558481,73295,485186,82794,38309,71994,66061,83230,56832,24111,61855,326856,31641,295215,38840,20597,44277,37376,42663,32581,17517,61364,38583,4395,34188,5895,3054,4359,5228,5720,2898,1441,5593,244381,31932,212449,39530,19523,38304,32702,36641,17802,7617,20330
"Idaho","16",1294692,150752,1143940,256734,128886,203598,155163,154872,99350,36552,108785,524301,72300,452001,110144,48809,79988,63453,61193,37515,13478,37421,669866,64542,605324,126957,67773,104919,79105,83700,55958,21286,65626,11468,1826,9642,1755,1325,1804,1560,1342,1003,213,640,89057,12084,76973,17878,10979,16887,11045,8637,4874,1575,5098
"Illinois","17",10412828,1469252,8943576,1639858,812879,1448906,1087381,1214200,893658,392469,1454225,6500732,939885,5560847,1087076,499394,862618,676365,779393,576752,249528,829721,2024677,197635,1827042,301119,158127,261984,194554,234048,185725,88162,403323,123767,19703,104064,24959,10571,17642,10340,12761,9320,3937,14534,1763652,312029,1451623,226704,144787,306662,206122,187998,121861,50842,206647
"Indiana","18",5314761,665682,4649079,923398,477201,802604,661349,687221,439562,170103,487641,3427029,430367,2996662,612034,307574,508737,432844,460729,285121,108943,280680,1542674,166765,1375909,256656,143205,235434,185562,194038,134987,53282,172745,38728,4438,34290,7483,3459,5915,5504,4078,3174,1481,3196,306330,64112,242218,47225,22963,52518,37439,28376,16280,6397,31020
"Iowa","19",2518654,218470,2300184,419785,226838,371355,323237,384266,241695,91149,241859,1723547,133565,1589982,275648,154873,259062,224708,276631,174830,62032,162198,639665,55213,584452,118050,60064,87901,77341,88292,58509,25094,69201,14732,2276,12456,1704,924,2341,1972,2410,1113,308,1684,140710,27416,113294,24383,10977,22051,19216,16933,7243,3715,8776
"Kansas","20",2312560,261252,2051308,377487,201498,335977,281274,320006,208357,77747,248962,1228999,134101,1094898,212789,113277,176893,149895,176229,115923,38770,111122,864998,85630,779368,135653,69085,122058,101020,118104,78934,34298,120216,22274,2113,20161,4329,2034,3225,2610,2278,2282,985,2418,196289,39408,156881,24716,17102,33801,27749,23395,11218,3694,15206
"Kentucky","21",3588805,455009,3133796,685970,370733,560356,422188,428979,278110,105452,282008,2392462,300129,2092333,472577,261585,378160,284592,286222,183563,66044,159590,1026612,122200,904412,187944,95758,149790,116681,126807,84864,34223,108345,25302,3127,22175,3980,1497,3490,3720,3762,1563,1308,2855,144429,29553,114876,21469,11893,28916,17195,12188,8120,3877,11218
"Louisiana","22",3740919,597506,3143413,683469,364699,543162,385729,416155,267818,109872,372509,2830042,466321,2363721,542502,282895,404001,291506,309124,196243,80022,257428,709853,93433,616420,108964,65497,100447,74717,88344,59018,24849,94584,24633,3637,20996,3982,1900,3817,2614,2514,1867,977,3325,176391,34115,142276,28021,14407,34897,16892,16173,10690,4024,17172
"Maine","23",1121207,91506,1029701,204592,111233,179971,146727,148467,100924,36509,101278,675353,56089,619264,129364,70043,110555,92800,91937,58957,20907,44701,391581,29238,362343,64972,36054,60646,47562,50448,37557,13838,51266,11924,770,11154,2374,1341,1683,1271,1409,1391,378,1307,42349,5409,36940,7882,3795,7087,5094,4673,3019,1386,4004
"Maryland","24",4890571,620737,4269834,687414,329636,561597,488695,568361,473477,228149,932505,2003285,292060,1711225,350293,149189,243503,205827,243130,187394,81547,250342,1944075,181365,1762710,221615,118801,191639,168247,220583,208928,111885,521012,73869,10691,63178,10978,3411,5945,6170,8902,6667,2570,18535,869342,136621,732721,104528,58235,120510,108451,95746,70488,32147,142616
"Massachusetts","25",5658173,605395,5052778,918742,453951,680734,562539,640482,538422,257290,1000618,3218165,330268,2887897,534790,262745,401055,321820,373761,324653,153275,515798,1215176,100136,1115040,178797,81533,114225,105868,133114,125761,65288,310454,169784,24116,145668,43129,22555,22620,14467,16720,9419,3224,13534,1055048,150875,904173,162026,87118,142834,120384,116887,78589,35503,160832
"Michigan","26",8116804,996478,7120326,1471725,764638,1192187,928143,983573,662578,275604,841878,5977361,736601,5240760,1106440,565199,875987,691995,737700,496482,202604,564353,1460458,134001,1326457,252193,144722,219474,169090,181918,121403,52569,185088,62368,8797,53571,13240,4904,8466,7529,6519,5412,1663,5838,616617,117079,499538,99852,49813,88260,59529,57436,39281,18768,86599
"Minnesota","27",4420760,343432,4077328,695690,347537,600626,525418,652043,459552,189216,607246,2813225,205731,2607494,452432,226562,382150,332551,434532,303626,123934,351707,1155242,72472,1082770,164104,86812,147513,136535,164513,123323,53388,206582,32692,2590,30102,6436,2809,3990,3567,4584,3037,1540,4139,419601,62639,356962,72718,31354,66973,52765,48414,29566,10354,44818
"Mississippi","28",2388147,415201,1972946,449173,251582,368590,276542,260598,153673,56389,156399,1636421,288776,1347645,318384,182814,259399,191464,175158,96040,34057,90329,666393,103147,563246,118735,59663,97051,75199,78184,53010,20260,61144,16869,3270,13599,2644,1422,2460,1572,2452,1395,351,1303,68464,20008,48456,9410,7683,9680,8307,4804,3228,1721,3623
"Missouri","29",4931458,569815,4361643,848754,467227,762171,598143,651450,402684,162186,469028,3056046,363382,2692664,547266,294141,469137,375029,412268,244412,97837,252574,1607056,157219,1449837,260675,149683,251523,190481,210144,139915,58150,189266,41535,4514,37021,6920,3002,6506,5520,5390,4586,1187,3910,226821,44700,182121,33893,20401,35005,27113,23648,13771,5012,23278
"Montana","30",844438,79059,765379,153035,84149,139143,100700,110262,75550,26940,75600,415178,43031,372147,75902,40286,70012,50257,54469,36346,12535,32340,401343,32948,368395,71522,41123,64307,47281,52533,36594,13657,41378,7348,663,6685,1474,615,1053,1360,705,882,193,403,20569,2417,18152,4137,2125,3771,1802,2555,1728,555,1479
"Nebraska","31",1501794,124134,1377660,256460,132772,218222,191828,212951,150890,57299,157238,911852,65670,846182,161017,81500,131537,117193,133099,96889,35365,89582,455922,35788,420134,70696,39248,63568,55644,65950,46699,18577,59752,13560,1080,12480,1976,756,1982,1602,1688,2084,686,1706,120460,21596,98864,22771,11268,21135,17389,12214,5218,2671,6198
"Nevada","32",2332895,350620,1982275,339952,194805,356497,298571,297068,187894,80685,226803,349184,87411,261773,65349,30792,44653,33694,32614,23729,8767,22175,1392259,157621,1234638,194268,117099,209723,176509,182364,127707,58737,168231,47193,8146,39047,6965,3579,6600,6791,5846,3021,2141,4104,544259,97442,446817,73370,43335,95521,81577,76244,33437,11040,32293
"New Hampshire","33",1117604,90118,1027486,175642,87433,149333,126904,161509,109199,43283,174183,404836,37078,367758,75533,32637,57424,50453,61264,38681,11490,40276,624193,43239,580954,84940,48704,80144,67852,89732,62172,29365,118045,13352,634,12718,3077,1297,1385,1466,1775,1002,451,2265,75223,9167,66056,12092,4795,10380,7133,8738,7344,1977,13597
"New Jersey","34",7313818,1068843,6244975,1039877,537536,930636,680901,760377,654444,296077,1345127,3384556,531626,2852930,538131,243856,397942,300424,361667,326971,142045,541894,1841000,192445,1648555,224592,122563,218893,170313,194377,175298,84352,458167,186044,25508,160536,37029,20646,26255,20294,17690,12988,4754,20880,1902218,319264,1582954,240125,150471,287546,189870,186643,139187,64926,324186
"New Mexico","35",1668989,266125,1402864,314373,165681,251883,173949,173643,117958,48625,156752,787144,145164,641980,168366,74773,116338,79162,81866,51429,18413,51633,671714,79606,592108,104805,64302,100757,71266,76672,56886,26437,90983,21042,2807,18235,4612,1606,2717,1962,1933,1350,894,3161,189089,38548,150541,36590,25000,32071,21559,13172,8293,2881,10975
"New York","36",16312417,2432890,13879527,2620527,1309417,2083233,1605066,1813160,1390829,615300,2441995,9400587,1394123,8006464,1524462,717131,1137168,931664,1097210,839476,372653,1386700,2072327,207055,1865272,289764,146408,245650,187284,234376,199775,98510,463505,456329,68932,387397,112028,50068,60920,39324,41540,26866,12164,44487,4383174,762780,3620394,694273,395810,639495,446794,440034,324712,131973,547303
"North Carolina","37",8146843,1124018,7022825,1371552,808898,1262873,960005,1013940,596183,234979,774395,4230740,615799,3614941,794215,473247,675674,504474,516112,286890,102396,261933,3061900,343053,2718847,453177,257693,428976,357600,414270,269384,114599,423148,97542,16341,81201,17501,8063,13108,8674,12236,5980,2944,12695,756661,148825,607836,106659,69895,145115,89257,71322,33929,15040,76619
"North Dakota","38",611660,45055,566605,98517,48363,80113,75664,93697,62880,23307,84064,372004,25777,346227,58806,30031,48243,45045,57313,40075,13617,53097,208039,16070,191969,34377,15036,27319,26649,31567,20777,9352,26892,4946,107,4839,823,970,505,806,401,623,87,624,26671,3101,23570,4511,2326,4046,3164,4416,1405,251,3451
"Ohio","39",9451449,1038080,8413369,1683207,845561,1424729,1145332,1204482,822897,341767,945394,6824357,755909,6068448,1235398,607141,1018451,847547,896303,610826,244918,607864,2073459,189180,1884279,351016,189504,319453,242770,256014,176153,79303,270066,84577,10424,74153,17340,8193,13888,9498,8476,5589,3268,7901,469056,82567,386489,79453,40723,72937,45517,43689,30329,14278,59563
"Oklahoma","40",3108452,423992,2684460,539035,293606,487934,369123,383954,234956,97054,278798,1723765,244938,1478827,314642,165987,265352,200835,213061,127383,52091,139476,1126557,131067,995490,184534,104499,173834,134406,143841,93264,39556,121556,34098,4875,29223,6187,2889,4824,3162,4853,3139,1104,3065,224032,43112,180920,33672,20231,43924,30720,22199,11170,4303,14701
"Oregon","41",3316989,378812,2938177,592052,301123,519576,372930,393733,265342,112518,380903,1276164,175128,1101036,257923,109045,187236,138369,149805,100899,37750,120009,1619493,141702,1477791,265192,156139,249097,186664,201405,138100,65225,215969,40086,5556,34530,9597,2280,4984,3895,3861,3408,1328,5177,381246,56426,324820,59340,33659,78259,44002,38662,22935,8215,39748
"Pennsylvania","42",10589716,1211071,9378645,1830326,900062,1548559,1214123,1328867,939056,384736,1232916,7447405,806764,6640641,1260876,645521,1123631,887900,977639,684677,272896,787501,2163665,236751,1926914,385759,171741,275303,228963,252246,193665,84436,334801,186413,27068,159345,50083,19347,28679,19399,17744,10385,3794,9914,792233,140488,651745,133608,63453,120946,77861,81238,50329,23610,100700
"Rhode Island","44",882671,93386,789285,150356,83123,120380,85651,114834,83779,35651,115511,460602,45761,414841,76100,45002,62350,45865,61850,49428,19620,54626,262006,22918,239088,46610,21104,32716,24839,32118,23947,11728,46026,22456,4250,18206,5568,2785,2346,1488,3089,1098,345,1487,137607,20457,117150,22078,14232,22968,13459,17777,9306,3958,13372
"South Carolina","45",3994825,549991,3444834,693953,413281,624660,475552,481700,304279,113475,337934,2127621,327810,1799811,406116,240871,343077,256065,240350,143171,50802,119359,1597545,178347,1419198,245998,145852,231782,185993,212161,146816,55772,194824,47747,4909,42838,9255,4085,5580,7056,6738,3477,1890,4757,221912,38925,182987,32584,22473,44221,26438,22451,10815,5011,18994
"South Dakota","46",682834,56988,625846,120020,61067,101014,92457,109264,62200,21298,58526,414071,34515,379556,74678,37881,59227,57126,65412,37649,13025,34558,239380,18480,220900,39185,21571,35687,31720,39197,23246,7871,22423,4445,427,4018,972,405,934,608,879,29,9,182,24938,3566,21372,5185,1210,5166,3003,3776,1276,393,1363
"Tennessee","47",5363257,721429,4641828,957382,538761,842920,630606,657991,387056,149520,477592,2953484,425162,2528322,573386,317605,463701,356747,349066,197650,71972,198195,2050387,224970,1825417,333252,192665,310947,229725,271321,171243,68730,247534,50293,10442,39851,8895,2763,5039,5345,6430,3956,1836,5587,309093,60855,248238,41849,25728,63233,38789,31174,14207,6982,26276
"Texas","48",21446565,3610728,17835837,3403611,1809099,3053335,2216906,2410853,1696672,671289,2574072,11316078,1960116,9355962,1978728,967281,1566735,1155384,1308308,911463,343294,1124769,5348060,627597,4720463,704833,399078,680928,555347,658627,510089,220291,991270,321464,49867,271597,50622,25283,40126,32351,36675,27954,12608,45978,4460963,973148,3487815,669428,417457,765546,473824,407243,247166,95096,412055
"Utah","49",2228373,312095,1916278,417264,180356,296393,242750,272141,171407,81557,254410,1224327,177655,1046672,248656,102770,152737,124753,150672,94989,42590,129505,745890,87572,658318,129729,55244,97297,81557,91113,64157,32361,106860,23717,2816,20901,5139,1640,3623,2310,2636,1919,1019,2615,234439,44052,190387,33740,20702,42736,34130,27720,10342,5587,15430
"Vermont","50",529124,38570,490554,93029,48204,79437,64758,78271,49480,20723,56652,240715,18664,222051,40962,23030,38007,31006,38197,23063,8760,19026,255467,15077,240390,45790,22514,36137,29988,36072,24191,11044,34654,6173,673,5500,1367,409,296,1000,1093,533,59,743,26769,4156,22613,4910,2251,4997,2764,2909,1693,860,2229
"Virginia","51",6826858,842321,5984537,1060416,539162,884031,711169,811923,586172,255371,1136293,2961278,412551,2548727,559997,282344,417832,340000,363568,229984,88063,266939,2765266,262962,2502304,349673,183224,311417,255393,325416,271464,129170,676547,129536,14558,114978,22403,7875,14131,10489,14674,10996,6157,28253,970778,152250,818528,128343,65719,140651,105287,108265,73728,31981,164554
"Washington","53",5828814,717984,5110830,915361,435388,769343,629344,710667,516909,236673,897145,2345128,332755,2012373,426324,178059,297954,242588,279860,210028,88435,289125,2432624,221946,2210678,331323,183529,312589,258401,322224,234443,117262,450907,112574,15800,96774,17018,7814,13240,13423,14592,8758,4586,17343,938488,147483,791005,140696,65986,145560,114932,93991,63680,26390,139770
"West Virginia","54",1531879,213336,1318543,298907,159382,243754,180857,177142,103894,42531,112076,1038820,140076,898744,205806,109978,171018,124941,121275,70169,27495,68062,455976,64704,391272,87318,46383,67879,53024,51651,31339,13785,39893,8979,2516,6463,1076,575,1152,837,1501,583,323,416,28104,6040,22064,4707,2446,3705,2055,2715,1803,928,3705
"Wisconsin","55",4703887,407375,4296512,764138,418322,716135,589079,687749,461190,181897,478002,3200853,259516,2941337,516247,277521,485214,409849,489536,330324,127569,305077,1200681,101119,1099562,203450,111889,178428,136121,162808,112388,48712,145766,39784,5870,33914,7433,4172,5237,4132,5006,3203,1221,3510,262569,40870,221699,37008,24740,47256,38977,30399,15275,4395,23649
"Wyoming","56",468057,40846,427211,78157,38274,64873,56540,59694,45152,23607,60914,162708,14781,147927,31454,14303,22082,19408,22270,13893,6483,18034,281890,22642,259248,42009,21802,39124,33193,34914,30286,16214,41706,2922,128,2794,328,132,677,221,922,10,57,447,20537,3295,17242,4366,2037,2990,3718,1588,963,853,727
