"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Webster County, Georgia","13307",2137,378,1759,241,270,420,247,249,130,66,136,1832,342,1490,210,244,356,205,217,106,41,111,266,30,236,21,26,57,42,24,24,17,25,19,0,19,4,0,7,0,8,0,0,0,20,6,14,6,0,0,0,0,0,8,0
"Effingham County, Georgia","13103",44500,6521,37979,6774,3572,5246,5633,4979,4476,2085,5214,25315,3733,21582,4293,2484,2765,3202,2928,2516,1147,2247,16953,2266,14687,2234,992,2237,2174,1758,1858,798,2636,671,142,529,69,26,76,19,114,37,82,106,1561,380,1181,178,70,168,238,179,65,58,225
"Lamar County, Georgia","13171",15164,2977,12187,3365,1440,1940,1484,1671,988,347,952,11798,2478,9320,2743,1148,1545,1169,1092,665,289,669,2772,293,2479,541,263,379,215,417,323,58,283,99,4,95,40,17,1,13,24,0,0,0,495,202,293,41,12,15,87,138,0,0,0
"Glascock County, Georgia","13125",2466,423,2043,367,299,443,307,315,182,60,70,2037,330,1707,275,258,364,291,280,134,48,57,403,88,315,83,39,78,15,35,48,4,13,12,0,12,9,2,1,0,0,0,0,0,14,5,9,0,0,0,1,0,0,8,0
"Emanuel County, Georgia","13107",17763,3374,14389,3669,1882,2976,2080,1759,986,301,736,14514,2737,11777,2995,1576,2469,1756,1328,828,203,622,2717,599,2118,625,247,397,180,314,158,98,99,92,0,92,35,30,0,18,9,0,0,0,440,38,402,14,29,110,126,108,0,0,15
"Quitman County, Georgia","13239",1844,221,1623,376,300,435,155,198,103,13,43,960,111,849,218,193,215,40,116,31,9,27,794,92,702,152,102,188,90,82,72,0,16,0,0,0,0,0,0,0,0,0,0,0,90,18,72,6,5,32,25,0,0,4,0
"Chatham County, Georgia","13051",232259,31351,200908,41093,20542,33197,26185,29183,17639,7304,25765,117741,17190,100551,23842,11939,17322,13529,13386,8109,2951,9473,92854,9990,82864,14288,7090,12306,10254,13735,7765,3751,13675,4123,602,3521,731,271,557,549,331,522,81,479,17541,3569,13972,2232,1242,3012,1853,1731,1243,521,2138
"Liberty County, Georgia","13179",46553,7826,38727,7128,3769,7008,6900,6158,3818,1517,2429,14367,2681,11686,2693,1609,2008,1829,1524,1086,250,687,25945,3814,22131,3492,1667,4018,4108,3843,2384,1143,1476,2753,600,2153,428,239,328,432,397,192,60,77,3488,731,2757,515,254,654,531,394,156,64,189
"Jasper County, Georgia","13159",11008,1704,9304,2257,1150,1878,1143,1307,650,310,609,8113,1463,6650,1588,659,1287,967,1038,512,242,357,2487,221,2266,547,406,475,153,251,138,68,228,8,0,8,6,0,2,0,0,0,0,0,400,20,380,116,85,114,23,18,0,0,24
"Johnson County, Georgia","13167",8147,1186,6961,1663,1249,1146,947,810,490,216,440,6535,984,5551,1299,1075,872,732,719,321,163,370,1524,182,1342,350,174,245,204,91,164,53,61,29,11,18,5,0,8,0,0,5,0,0,59,9,50,9,0,21,11,0,0,0,9
"Lanier County, Georgia","13173",8137,1653,6484,1858,648,1223,926,675,556,236,362,4763,828,3935,1153,406,924,480,327,315,162,168,3086,738,2348,622,223,254,446,294,241,74,194,110,23,87,48,0,39,0,0,0,0,0,178,64,114,35,19,6,0,54,0,0,0
"Madison County, Georgia","13195",23155,3588,19567,4038,2166,3428,3115,2759,2091,658,1312,16735,2489,14246,3106,1567,2739,2315,2010,1426,411,672,5144,660,4484,807,498,588,575,683,543,237,553,197,8,189,32,2,23,37,36,50,9,0,1079,431,648,93,99,78,188,30,72,1,87
"Mitchell County, Georgia","13205",18154,4559,13595,3374,1814,2775,1907,1783,1241,270,431,14747,3637,11110,2654,1500,2170,1627,1556,1041,219,343,2827,756,2071,542,236,503,231,220,200,51,88,26,8,18,6,0,0,12,0,0,0,0,554,158,396,172,78,102,37,7,0,0,0
"Seminole County, Georgia","13253",7025,1740,5285,1066,739,936,842,834,366,146,356,5072,1349,3723,733,562,607,560,644,298,100,219,1839,326,1513,329,166,329,274,174,58,46,137,6,0,6,0,0,0,0,6,0,0,0,108,65,43,4,11,0,8,10,10,0,0
"Tift County, Georgia","13277",32108,6643,25465,5019,3440,5338,3468,3242,1930,851,2177,23553,5257,18296,3780,2426,3632,2479,2417,1371,664,1527,5837,852,4985,881,730,1055,625,534,445,171,544,116,37,79,31,0,12,4,0,13,0,19,2602,497,2105,327,284,639,360,291,101,16,87
"Twiggs County, Georgia","13289",6976,1443,5533,1513,853,962,726,752,453,32,242,5939,1233,4706,1398,765,743,608,591,370,23,208,962,210,752,115,88,187,111,125,83,9,34,7,0,7,0,0,0,7,0,0,0,0,68,0,68,0,0,32,0,36,0,0,0
"Polk County, Georgia","13233",32463,4906,27557,5886,2926,6116,4163,3958,2322,772,1414,22876,3471,19405,4470,2071,4134,2881,2564,1658,628,999,6759,882,5877,1188,805,1164,753,994,459,107,407,84,0,84,16,0,6,20,0,16,18,8,2744,553,2191,212,50,812,509,400,189,19,0
"Talbot County, Georgia","13263",5526,707,4819,1083,675,1060,707,689,267,85,253,4448,613,3835,932,511,871,540,542,195,63,181,904,74,830,134,122,162,146,109,67,22,68,98,0,98,17,24,11,12,25,5,0,4,76,20,56,0,18,16,9,13,0,0,0
"Taylor County, Georgia","13269",6859,1444,5415,1218,789,1192,754,658,406,104,294,5854,1223,4631,1045,675,1001,677,559,384,82,208,855,145,710,123,110,171,77,99,22,22,86,68,43,25,10,0,15,0,0,0,0,0,82,33,49,40,4,5,0,0,0,0,0
"Terrell County, Georgia","13273",7147,1244,5903,1721,930,898,766,775,424,84,305,5977,1152,4825,1497,759,751,645,567,306,62,238,1095,86,1009,217,161,142,115,189,113,10,62,16,0,16,0,0,0,0,8,0,8,0,59,6,53,7,10,5,6,11,5,4,5
"Thomas County, Georgia","13275",35912,5118,30794,6820,4046,5868,4087,4070,2619,809,2475,23173,3416,19757,4952,2722,3773,2497,2552,1388,402,1471,11320,1485,9835,1631,1254,1838,1233,1423,1131,375,950,259,12,247,88,14,34,60,0,34,0,17,1160,205,955,149,56,223,297,95,66,32,37
"Toombs County, Georgia","13279",20985,3489,17496,4215,2251,3284,2582,2276,1268,476,1144,14786,2588,12198,2848,1560,2235,1845,1686,833,387,804,4253,506,3747,1077,447,479,578,442,364,88,272,179,0,179,2,26,16,0,21,71,1,42,1767,395,1372,288,218,554,159,127,0,0,26
"Wilkinson County, Georgia","13319",7408,1377,6031,1406,703,1307,816,768,475,189,367,6323,1189,5134,1237,636,1111,669,618,383,173,307,907,149,758,167,43,155,142,102,92,16,41,53,26,27,0,0,7,0,6,0,0,14,125,13,112,2,24,34,5,42,0,0,5
"Ben Hill County, Georgia","13017",13552,2784,10768,2602,1713,1878,1565,1587,959,111,353,10125,2074,8051,2088,1150,1535,1031,1168,745,96,238,2857,562,2295,480,459,300,371,362,197,15,111,52,18,34,0,0,19,0,11,0,0,4,518,130,388,34,104,24,163,46,17,0,0
"Burke County, Georgia","13033",17663,3679,13984,3092,2021,2451,1826,1616,1254,576,1148,13168,3125,10043,2164,1625,1769,1399,1188,813,311,774,3846,492,3354,846,358,580,272,345,367,234,352,227,9,218,25,12,11,37,25,65,31,12,422,53,369,57,26,91,118,58,9,0,10
"Catoosa County, Georgia","13047",53301,5863,47438,8590,5277,8470,7109,6963,5181,1525,4323,17193,2144,15049,2766,1876,2776,2449,1882,1784,555,961,34259,3444,30815,5556,3322,5331,4464,4779,3369,871,3123,430,65,365,62,28,0,63,119,1,30,62,1419,210,1209,206,51,363,133,183,27,69,177
"Chattahoochee County, Georgia","13053",8847,1104,7743,1295,854,1883,1352,921,648,239,551,1524,208,1316,280,249,284,193,144,71,28,67,6233,760,5473,824,526,1400,936,697,466,178,446,428,43,385,127,11,122,71,25,2,24,3,662,93,569,64,68,77,152,55,109,9,35
"Chattooga County, Georgia","13055",20207,4689,15518,3283,2331,2914,2759,2181,1135,278,637,14515,3397,11118,2331,1556,2202,2024,1559,840,227,379,4924,1126,3798,814,720,574,581,573,276,51,209,84,19,65,27,11,8,0,2,3,0,14,684,147,537,111,44,130,154,47,16,0,35
"Columbia County, Georgia","13073",113228,18200,95028,17012,9166,12311,9139,13743,11428,4715,17514,47207,8705,38502,8003,3781,5710,3843,5706,4736,1937,4786,53454,6849,46605,7208,4406,4994,4308,6551,5939,2466,10733,2868,402,2466,354,375,279,214,389,269,96,490,9699,2244,7455,1447,604,1328,774,1097,484,216,1505
"Decatur County, Georgia","13087",21487,5305,16182,3549,2013,3001,2255,2378,1372,473,1141,14858,3852,11006,2507,1485,2053,1451,1576,879,315,740,5753,1238,4515,1037,450,825,626,697,366,158,356,139,15,124,0,31,22,7,28,2,0,34,737,200,537,5,47,101,171,77,125,0,11
"Floyd County, Georgia","13115",77707,11045,66662,15548,7683,12449,8644,8935,5371,2060,5972,51431,7656,43775,10720,4720,8138,5616,6093,3563,1188,3737,19191,2077,17114,3687,2124,2860,2024,2412,1441,779,1787,693,143,550,80,134,79,89,49,52,34,33,6392,1169,5223,1061,705,1372,915,381,315,59,415
"Forsyth County, Georgia","13117",161465,24304,137161,22023,9776,16144,12954,16786,13840,6783,38855,47842,7841,40001,8387,3538,5099,4252,5287,4192,1813,7433,79472,9645,69827,10161,4418,6974,5725,8894,7677,3637,22341,2532,414,2118,409,143,261,180,70,174,174,707,31619,6404,25215,3066,1677,3810,2797,2535,1797,1159,8374
"Habersham County, Georgia","13137",35565,6977,28588,5665,3575,6197,4130,4065,2212,518,2226,21784,4378,17406,3701,2407,3565,2070,2612,1426,288,1337,9721,1490,8231,1496,962,1801,1277,1107,665,214,709,276,109,167,22,24,26,23,55,0,0,17,3784,1000,2784,446,182,805,760,291,121,16,163
"Hart County, Georgia","13147",21063,3101,17962,4316,2235,3448,2884,2278,1304,325,1172,12782,1795,10987,2806,1468,2338,1677,1293,648,159,598,7528,1194,6334,1347,693,1011,1019,914,656,160,534,112,27,85,0,25,12,5,25,0,0,18,641,85,556,163,49,87,183,46,0,6,22
"Lowndes County, Georgia","13185",90951,18591,72360,17800,9674,12674,9426,9546,5398,1919,5923,51807,11088,40719,10695,6278,7508,4907,4920,2753,1039,2619,32891,6045,26846,5969,2785,4088,3726,4233,2354,831,2860,1549,273,1276,268,139,262,131,229,146,30,71,4704,1185,3519,868,472,816,662,164,145,19,373
"McIntosh County, Georgia","13191",12027,1643,10384,1937,1556,1655,1587,1911,838,249,651,8068,1043,7025,1503,1162,1144,1130,1162,430,163,331,3538,555,2983,380,324,455,414,621,383,86,320,183,9,174,54,70,25,0,0,25,0,0,238,36,202,0,0,31,43,128,0,0,0
"Meriwether County, Georgia","13199",17358,3285,14073,3150,2256,2738,1730,2087,851,335,926,14171,2891,11280,2658,1923,2230,1336,1714,699,171,549,2809,335,2474,360,314,468,391,334,134,164,309,148,54,94,30,0,13,0,0,0,0,51,230,5,225,102,19,27,3,39,18,0,17
"Monroe County, Georgia","13207",22278,3553,18725,4393,2210,2846,2153,2662,1627,686,2148,15489,2594,12895,3304,1559,2086,1537,1711,1029,322,1347,5919,788,5131,970,594,689,388,880,541,314,755,170,0,170,16,0,0,57,0,45,44,8,700,171,529,103,57,71,171,71,12,6,38
"Putnam County, Georgia","13237",17752,2034,15718,3074,1831,3119,2134,1981,1542,507,1530,11337,1394,9943,2002,1156,2141,1284,1171,1128,233,828,4974,441,4533,788,461,702,661,743,358,242,578,134,2,132,36,0,25,9,10,21,11,20,1307,197,1110,248,214,251,180,57,35,21,104
"Sumter County, Georgia","13261",24683,4605,20078,5536,2641,3570,2732,2425,1460,640,1074,18804,3588,15216,4373,2143,2613,2063,1862,931,523,708,4778,723,4055,1021,459,791,445,501,419,105,314,104,13,91,12,20,0,43,0,4,12,0,997,281,716,130,19,166,181,62,106,0,52
"Taliaferro County, Georgia","13265",1606,295,1311,383,185,304,142,164,86,14,33,1376,243,1133,339,149,259,124,143,86,10,23,180,35,145,29,30,37,18,21,0,0,10,4,0,4,0,0,0,0,0,0,4,0,46,17,29,15,6,8,0,0,0,0,0
"Warren County, Georgia","13301",4421,592,3829,823,671,815,468,547,258,55,192,3776,495,3281,700,617,691,395,471,203,34,170,492,79,413,94,33,99,73,61,21,10,22,2,0,2,0,0,0,0,2,0,0,0,151,18,133,29,21,25,0,13,34,11,0
"Baker County, Georgia","13007",2739,661,2078,337,210,431,351,326,166,68,189,2284,613,1671,275,159,407,255,265,140,41,129,314,28,286,49,43,24,80,17,12,27,34,16,0,16,2,0,0,0,0,14,0,0,125,20,105,11,8,0,16,44,0,0,26
"Bryan County, Georgia","13029",26515,4078,22437,4460,1595,3053,2586,2910,2421,1046,4366,11787,2052,9735,1967,895,1531,1365,1337,917,419,1304,12829,1689,11140,2055,649,1224,1122,1388,1369,607,2726,499,87,412,181,0,45,47,40,50,0,49,1400,250,1150,257,51,253,52,145,85,20,287
"Butts County, Georgia","13035",19409,4016,15393,3891,2139,2452,2153,1920,1247,409,1182,14311,2749,11562,3075,1685,1857,1631,1417,872,293,732,4067,860,3207,723,411,476,489,467,218,99,324,337,107,230,28,32,34,0,24,96,0,16,694,300,394,65,11,85,33,12,61,17,110
"Candler County, Georgia","13043",8589,1498,7091,2181,971,1336,772,700,573,125,433,6243,1112,5131,1628,779,918,588,495,426,66,231,1758,227,1531,461,132,317,129,119,120,51,202,56,30,26,0,17,0,0,0,9,0,0,532,129,403,92,43,101,55,86,18,8,0
"Camden County, Georgia","13039",41319,6108,35211,5843,3828,6615,4669,5123,3194,1505,4434,11335,1880,9455,1852,1065,1506,1568,1189,847,387,1041,26897,3636,23261,3647,2282,4632,2698,3694,2215,1051,3042,1111,289,822,74,101,148,161,59,72,57,150,1976,303,1673,270,380,329,242,181,60,10,201
"Carroll County, Georgia","13045",91842,14248,77594,18058,8774,14252,9915,10493,7011,3234,5857,58149,9617,48532,12166,5680,8475,6250,6640,4153,1668,3500,28404,3694,24710,5069,2511,4523,3148,3368,2581,1360,2150,949,83,866,103,44,252,75,110,112,92,78,4340,854,3486,720,539,1002,442,375,165,114,129
"Crawford County, Georgia","13079",10168,1754,8414,1913,752,1619,1238,1248,846,334,464,7288,1429,5859,1417,573,1160,924,787,541,186,271,2433,325,2108,415,138,444,216,457,139,106,193,194,0,194,6,41,15,79,4,49,0,0,253,0,253,75,0,0,19,0,117,42,0
"Early County, Georgia","13099",8301,1727,6574,1473,1011,1364,791,967,458,221,289,6157,1114,5043,1110,832,1075,561,743,395,167,160,1919,523,1396,335,168,235,220,192,63,54,129,20,0,20,0,0,0,10,10,0,0,0,205,90,115,28,11,54,0,22,0,0,0
"Crisp County, Georgia","13081",18331,3131,15200,4140,2812,2773,1619,2019,641,170,1026,14835,2432,12403,3569,2325,2370,1202,1597,422,139,779,2881,507,2374,447,389,367,329,389,190,31,232,65,48,17,0,9,0,0,8,0,0,0,550,144,406,124,89,36,88,25,29,0,15
"Coffee County, Georgia","13069",34274,8441,25833,5922,3103,5659,3888,3039,1787,686,1749,24223,5956,18267,4070,2174,3889,2837,2277,1317,437,1266,7146,1794,5352,1334,719,1187,664,453,446,132,417,139,51,88,34,0,9,22,0,0,13,10,2766,640,2126,484,210,574,365,309,24,104,56
"Coweta County, Georgia","13077",109139,15764,93375,15361,7955,14444,11364,13025,11542,4366,15318,55205,8494,46711,8998,4412,7543,6220,6810,5538,2165,5025,44183,5252,38931,5126,2835,5084,4165,5204,5219,1946,9352,1590,181,1409,244,111,118,177,117,269,76,297,8161,1837,6324,993,597,1699,802,894,516,179,644
"Cobb County, Georgia","13067",589498,82632,506866,81073,40683,71394,61251,70129,53683,24296,104357,171175,29669,141506,30540,12775,21140,17292,19144,13700,5858,21057,295761,31639,264122,34947,18467,32305,29244,37346,31312,14899,65602,10805,1505,9300,1505,569,1169,1265,1332,1109,374,1977,111757,19819,91938,14081,8872,16780,13450,12307,7562,3165,15721
"Gilmer County, Georgia","13123",24714,2914,21800,4773,2818,4529,2746,3239,1526,619,1550,13428,1581,11847,2513,1636,2555,1419,1740,828,411,745,9191,940,8251,1822,893,1609,1087,1229,663,188,760,187,26,161,60,0,8,41,9,32,0,11,1908,367,1541,378,289,357,199,261,3,20,34
"Dade County, Georgia","13083",13721,1725,11996,2839,1648,2109,1677,1389,1086,350,898,4160,631,3529,822,579,460,495,478,394,31,270,9161,1036,8125,1981,1066,1574,1106,890,669,319,520,67,7,60,9,0,23,9,0,0,0,19,333,51,282,27,3,52,67,21,23,0,89
