"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Emanuel County, Georgia","13107",14815,2975,6395,3595,1001,849,12065,2481,5143,3051,780,610,2244,304,1045,520,180,195,92,0,45,20,9,18,414,190,162,4,32,26
"Quitman County, Georgia","13239",1658,493,640,387,87,51,838,293,337,124,54,30,730,175,256,249,33,17,0,0,0,0,0,0,90,25,47,14,0,4
"Chatham County, Georgia","13051",189667,20256,45712,60641,38595,24463,92683,12966,27214,29646,14529,8328,78227,4437,14303,26334,19992,13161,3287,181,697,1190,807,412,15470,2672,3498,3471,3267,2562
"Liberty County, Georgia","13179",35487,3241,11099,14246,4787,2114,11236,1796,4132,3453,1062,793,18965,966,5422,8742,2785,1050,2092,64,506,1011,429,82,3194,415,1039,1040,511,189
"Jasper County, Georgia","13159",9416,2247,3585,2595,539,450,6716,1688,2701,1745,376,206,2305,346,764,821,134,240,6,0,0,6,0,0,389,213,120,23,29,4
"Johnson County, Georgia","13167",6970,1702,3009,1591,418,250,5492,1462,2300,1195,319,216,1405,237,688,347,99,34,18,0,8,10,0,0,55,3,13,39,0,0
"Lanier County, Georgia","13173",6829,1374,2272,2107,724,352,3872,990,1454,900,284,244,2750,309,800,1093,440,108,58,0,12,46,0,0,149,75,6,68,0,0
"Madison County, Georgia","13195",19636,3479,7417,5457,1827,1456,13817,2603,5788,3700,1105,621,4691,565,1359,1383,690,694,167,4,53,77,12,21,961,307,217,297,20,120
"Mitchell County, Georgia","13205",15298,3580,5888,3949,1270,611,12211,2745,4801,3187,1044,434,2532,530,953,717,184,148,23,17,0,0,6,0,532,288,134,45,36,29
"Seminole County, Georgia","13253",5940,948,2430,1667,554,341,4205,721,1748,1147,379,210,1629,209,613,520,156,131,6,0,0,0,6,0,100,18,69,0,13,0
"Tift County, Georgia","13277",25690,4582,8929,7859,2154,2166,18815,3018,7014,5924,1513,1346,4786,720,1398,1598,471,599,73,9,0,26,38,0,2016,835,517,311,132,221
"Twiggs County, Georgia","13289",6007,1886,2294,1272,350,205,5033,1525,1985,1030,310,183,899,354,289,195,39,22,7,7,0,0,0,0,68,0,20,47,1,0
"Polk County, Georgia","13233",27250,6349,10399,7044,2045,1413,18536,3804,7673,5012,1235,812,6172,1304,2028,1646,745,449,76,0,35,13,28,0,2466,1241,663,373,37,152
"Talbot County, Georgia","13263",4775,992,2054,1133,393,203,3765,796,1664,915,252,138,840,118,335,199,137,51,94,45,19,12,4,14,76,33,36,7,0,0
"Taylor County, Georgia","13269",5741,1331,2068,1690,419,233,4829,1190,1727,1383,331,198,774,113,280,260,88,33,68,4,61,3,0,0,70,24,0,44,0,2
"Terrell County, Georgia","13273",6069,1470,1904,2040,351,304,4952,1322,1602,1533,261,234,1042,131,290,473,78,70,16,0,8,8,0,0,59,17,4,26,12,0
"Thomas County, Georgia","13275",30451,5334,9510,8850,3643,3114,19056,3581,6780,5238,1885,1572,10322,1340,2583,3284,1657,1458,208,43,41,27,59,38,865,370,106,301,42,46
"Toombs County, Georgia","13279",17485,3384,6798,4531,1709,1063,12172,2030,5119,3110,1272,641,3664,429,1260,1163,420,392,178,16,43,95,5,19,1471,909,376,163,12,11
"Wilkinson County, Georgia","13319",6253,1087,3259,1346,345,216,5306,995,2824,1073,241,173,808,55,361,268,81,43,53,15,24,0,14,0,86,22,50,5,9,0
"Ben Hill County, Georgia","13017",11412,2128,4959,3157,709,459,8330,1504,3692,2180,521,433,2530,410,1066,866,162,26,34,0,23,0,11,0,518,214,178,111,15,0
"Burke County, Georgia","13033",14663,2932,5430,4586,1046,669,10551,2318,4087,2903,732,511,3538,497,1103,1524,275,139,227,12,90,93,13,19,347,105,150,66,26,0
"Catoosa County, Georgia","13047",45081,6020,14487,15440,6169,2965,14378,2216,4928,5099,1397,738,28946,3386,9096,9855,4533,2076,412,12,188,128,61,23,1345,406,275,358,178,128
"Chattahoochee County, Georgia","13053",4948,359,1303,1653,1224,409,1137,177,549,241,110,60,3141,141,627,1176,945,252,200,0,55,75,54,16,470,41,72,161,115,81
"Chattooga County, Georgia","13055",17190,4638,6680,4137,1015,720,12310,3186,5155,2994,531,444,4221,1007,1477,1066,434,237,52,0,12,28,7,5,607,445,36,49,43,34
"Columbia County, Georgia","13073",94536,7278,23361,31380,20098,12419,35497,3178,10810,11789,7129,2591,47604,2194,10350,16708,10846,7506,2313,225,487,797,465,339,9122,1681,1714,2086,1658,1983
"Decatur County, Georgia","13087",17863,3467,6393,5345,1447,1211,12023,2258,4539,3643,814,769,4994,813,1660,1600,553,368,129,0,20,53,24,32,717,396,174,49,56,42
"Floyd County, Georgia","13115",63693,12383,20321,17942,7793,5254,41693,7787,14328,12395,4417,2766,15980,2144,4520,4620,2595,2101,505,76,140,124,118,47,5515,2376,1333,803,663,340
"Forsyth County, Georgia","13117",136116,10147,22962,34728,45515,22764,34937,3731,8919,8860,9869,3558,69942,1809,9595,20569,26333,11636,2133,89,375,719,595,355,29104,4518,4073,4580,8718,7215
"Habersham County, Georgia","13137",29498,6480,9984,7621,2982,2431,17407,3389,6323,4479,1701,1515,8689,1050,2899,2849,1117,774,261,26,105,108,6,16,3141,2015,657,185,158,126
"Hart County, Georgia","13147",18073,3402,7082,5103,1502,984,10979,2096,5050,2643,705,485,6444,987,1955,2321,714,467,100,0,3,57,30,10,550,319,74,82,53,22
"Lowndes County, Georgia","13185",66466,10400,19510,19776,9903,6877,35734,6416,11715,9585,4867,3151,25584,2691,6729,8840,4316,3008,1170,17,330,471,182,170,3978,1276,736,880,538,548
"McIntosh County, Georgia","13191",10558,1815,3807,3462,877,597,6926,1290,2776,2128,441,291,3220,471,913,1123,407,306,174,54,25,71,24,0,238,0,93,140,5,0
"Meriwether County, Georgia","13199",14731,3358,5780,4023,943,627,11721,2726,5025,2887,717,366,2650,511,697,1051,207,184,130,0,22,60,0,48,230,121,36,25,19,29
"Monroe County, Georgia","13207",18924,2998,6776,4856,2322,1972,12831,2327,4740,3219,1290,1255,5308,414,1832,1495,914,653,170,51,37,19,49,14,615,206,167,123,69,50
"Putnam County, Georgia","13237",15663,2209,5779,4317,2284,1074,9732,1390,4053,2646,1065,578,4581,441,1245,1402,1046,447,132,0,42,38,27,25,1218,378,439,231,146,24
"Sumter County, Georgia","13261",19209,4101,6473,5408,1683,1544,14493,3117,5305,3992,1168,911,3819,625,988,1245,458,503,79,16,0,53,4,6,818,343,180,118,53,124
"Taliaferro County, Georgia","13265",1361,420,646,202,75,18,1134,339,582,150,52,11,177,49,60,48,17,3,4,0,0,4,0,0,46,32,4,0,6,4
"Warren County, Georgia","13301",3962,987,1738,693,336,208,3359,877,1556,559,259,108,450,66,177,121,41,45,2,0,2,0,0,0,151,44,3,13,36,55
"Baker County, Georgia","13007",2308,516,861,676,138,117,1911,418,744,556,104,89,264,36,94,118,4,12,16,0,14,2,0,0,117,62,9,0,30,16
"Bryan County, Georgia","13029",21990,1875,5844,7137,4517,2617,9173,1168,3228,2916,1137,724,11094,560,2147,3685,3001,1701,353,24,74,202,47,6,1370,123,395,334,332,186
"Butts County, Georgia","13035",16454,3739,7054,3929,1169,563,11752,2983,5318,2391,676,384,3703,512,1576,1165,376,74,336,30,20,170,24,92,663,214,140,203,93,13
"Candler County, Georgia","13043",7228,1757,2545,1884,681,361,5187,1202,1859,1333,547,246,1519,304,569,474,81,91,56,30,6,0,0,20,466,221,111,77,53,4
"Camden County, Georgia","13039",32402,2741,10108,11907,4836,2810,8632,974,3264,2701,1059,634,21241,1327,6361,8423,3325,1805,814,58,94,339,201,122,1715,382,389,444,251,249
"Carroll County, Georgia","13045",71749,12518,24779,20384,8691,5377,43563,8263,15997,11796,4992,2515,23663,2884,7576,7478,3344,2381,879,42,250,368,73,146,3644,1329,956,742,282,335
"Crawford County, Georgia","13079",8781,1367,3246,3009,652,507,5967,1045,2308,2060,332,222,2371,296,838,845,187,205,194,3,35,60,32,64,249,23,65,44,101,16
"Early County, Georgia","13099",6965,1367,2527,1889,699,483,5299,1044,2018,1411,517,309,1443,280,460,434,141,128,20,0,0,0,0,20,203,43,49,44,41,26
"Crisp County, Georgia","13081",15148,2893,6134,4060,1286,775,12000,2245,4988,3202,996,569,2606,554,867,776,217,192,65,48,8,0,0,9,477,46,271,82,73,5
"Coffee County, Georgia","13069",27849,6039,10618,7270,2373,1549,19083,3473,7563,5402,1612,1033,6362,1335,2349,1639,611,428,92,10,37,32,13,0,2312,1221,669,197,137,88
"Coweta County, Georgia","13077",91386,10087,27383,27380,18032,8504,43505,6254,15229,12370,6527,3125,39342,2161,9447,13010,9818,4906,1369,222,387,333,320,107,7170,1450,2320,1667,1367,366
"Cobb County, Georgia","13067",490883,43036,92922,131573,145159,78193,120625,10337,29979,34412,31889,14008,260626,8683,42076,76337,86563,46967,8891,332,1270,2459,3603,1227,100741,23684,19597,18365,23104,15991
"Gilmer County, Georgia","13123",21559,4064,7561,5929,2494,1511,11326,2198,4347,2925,1012,844,8411,897,2814,2751,1349,600,139,0,39,74,10,16,1683,969,361,179,123,51
"Dade County, Georgia","13083",11143,2327,3806,3458,1013,539,3418,826,1261,985,307,39,7338,1461,2472,2378,596,431,67,0,38,22,0,7,320,40,35,73,110,62
"Walton County, Georgia","13297",58380,7726,22246,17334,7718,3356,35520,5365,14993,9872,3918,1372,19053,1497,6292,6290,3201,1773,547,30,198,198,56,65,3260,834,763,974,543,146
"Wilkes County, Georgia","13317",6979,1494,2900,1586,541,458,5405,1127,2361,1306,395,216,1277,190,507,243,138,199,51,13,19,19,0,0,246,164,13,18,8,43
"Brooks County, Georgia","13027",11034,2149,4161,3226,1056,442,6896,1434,2641,1972,595,254,3462,428,1385,1114,389,146,82,28,15,30,0,9,594,259,120,110,72,33
"Dodge County, Georgia","13091",14874,2523,6246,3930,1261,914,12226,2187,5147,3043,1097,752,2265,300,903,820,99,143,73,5,39,11,6,12,310,31,157,56,59,7
"Gordon County, Georgia","13129",37612,8704,13019,10742,3033,2114,21800,4536,8470,6299,1493,1002,10821,1485,3608,3758,1107,863,344,52,182,42,41,27,4647,2631,759,643,392,222
"Elbert County, Georgia","13105",13469,2882,6082,3016,856,633,9937,2123,4630,2217,510,457,3104,501,1327,778,332,166,41,1,20,10,0,10,387,257,105,11,14,0
"Cherokee County, Georgia","13057",156284,14303,37466,48752,38336,17427,51741,5933,15166,15947,10623,4072,85174,3363,17545,28718,24140,11408,2159,29,563,742,544,281,17210,4978,4192,3345,3029,1666
"Fayette County, Georgia","13113",74267,3761,15145,20681,21811,12869,23903,1360,6718,6494,6218,3113,39675,1360,6276,11379,12690,7970,1413,27,237,462,445,242,9276,1014,1914,2346,2458,1544
"Jenkins County, Georgia","13165",5838,1243,2478,1635,294,188,4690,1100,1993,1207,253,137,895,75,365,371,41,43,11,11,0,0,0,0,242,57,120,57,0,8
"Lee County, Georgia","13177",19114,2131,5538,6537,2881,2027,11492,1384,3713,3909,1581,905,6543,553,1524,2415,1122,929,294,37,137,38,32,50,785,157,164,175,146,143
"Newton County, Georgia","13217",66904,9896,21816,21889,8455,4848,36431,5851,13463,11179,3892,2046,23815,2390,6502,9019,3637,2267,1026,67,436,402,65,56,5632,1588,1415,1289,861,479
"Pickens County, Georgia","13227",22087,3599,6362,6634,3479,2013,12129,2562,4283,3352,1231,701,8934,835,1954,2897,1988,1260,150,15,26,29,68,12,874,187,99,356,192,40
"Greene County, Georgia","13133",12443,2195,4066,2996,1733,1453,7169,1651,3010,1533,598,377,4473,231,891,1341,1047,963,101,24,22,19,33,3,700,289,143,103,55,110
"Colquitt County, Georgia","13071",29544,7951,11304,6584,2089,1616,19375,4189,8191,4660,1480,855,5691,1066,1949,1557,521,598,269,40,97,90,35,7,4209,2656,1067,277,53,156
"Cook County, Georgia","13075",11247,2391,4190,3001,1048,617,8174,1741,2998,2255,769,411,2479,471,1025,601,242,140,161,38,48,39,1,35,433,141,119,106,36,31
"Dawson County, Georgia","13085",16644,2190,4764,4517,3226,1947,8460,1551,2556,2543,1393,417,7377,475,1951,1868,1756,1327,234,0,88,14,5,127,573,164,169,92,72,76
"Hancock County, Georgia","13141",6709,2026,2806,1293,330,254,5154,1680,2239,892,212,131,1366,259,509,370,118,110,42,9,20,0,0,13,147,78,38,31,0,0
"Clayton County, Georgia","13063",168512,26810,55781,53768,21663,10490,67566,8996,25788,21876,7724,3182,65772,4711,19967,25441,10147,5506,2932,480,836,952,381,283,32242,12623,9190,5499,3411,1519
"Fulton County, Georgia","13121",674996,55797,123821,156638,201680,137060,232363,28378,64172,61128,51850,26835,325092,11090,40555,77000,117175,79272,9015,829,1176,1991,3118,1901,108526,15500,17918,16519,29537,29052
"Hall County, Georgia","13139",124695,27193,34341,33854,18303,11004,53153,7848,17500,15590,7874,4341,43142,3746,10560,14511,8712,5613,1600,405,138,714,193,150,26800,15194,6143,3039,1524,900
"Lumpkin County, Georgia","13187",19786,3303,5727,5482,2977,2297,10624,2074,3633,2564,1405,948,8204,923,1732,2833,1451,1265,96,15,70,0,11,0,862,291,292,85,110,84
"McDuffie County, Georgia","13189",14103,2658,5590,3699,1363,793,9714,2144,3947,2171,988,464,3734,434,1433,1258,291,318,228,0,58,144,26,0,427,80,152,126,58,11
"Miller County, Georgia","13201",4095,733,1598,1298,313,153,3183,527,1360,975,197,124,837,197,223,292,96,29,67,9,7,31,20,0,8,0,8,0,0,0
"Morgan County, Georgia","13211",12387,1665,4293,3696,1671,1062,8319,1345,3340,2231,916,487,3766,287,827,1402,721,529,91,0,9,6,34,42,211,33,117,57,0,4
"Heard County, Georgia","13149",7914,1556,3554,1953,488,363,5560,1141,2592,1317,297,213,2201,395,931,586,168,121,46,0,31,12,3,0,107,20,0,38,20,29
"Oconee County, Georgia","13219",23495,1329,4928,5913,5398,5927,11107,693,2894,3024,2303,2193,9887,255,1592,2498,2641,2901,595,49,140,116,150,140,1906,332,302,275,304,693
"Dougherty County, Georgia","13095",58166,10089,16884,19138,6848,5207,42493,8064,12806,13914,4544,3165,13468,1474,3523,4844,2075,1552,373,51,165,67,40,50,1832,500,390,313,189,440
"Fannin County, Georgia","13111",18656,2641,7023,5445,2216,1331,7800,1583,3143,2009,628,437,10232,967,3585,3268,1550,862,184,0,64,78,19,23,440,91,231,90,19,9
"Henry County, Georgia","13151",138840,13690,42012,44317,24882,13939,60859,7004,21621,18242,9267,4725,60361,3772,15668,21151,12478,7292,3045,59,896,1218,426,446,14575,2855,3827,3706,2711,1476
"Houston County, Georgia","13153",97589,9058,28221,35551,15147,9612,46295,5234,14934,16431,6071,3625,41971,2104,10681,16866,7337,4983,2226,23,623,863,427,290,7097,1697,1983,1391,1312,714
"Laurens County, Georgia","13175",31623,5085,14000,7653,2645,2240,24858,4205,11679,5747,1709,1518,5705,581,2029,1651,838,606,190,1,74,109,6,0,870,298,218,146,92,116
"Long County, Georgia","13183",10865,1470,3347,4357,1093,598,4228,697,1526,1454,423,128,5369,467,1330,2648,523,401,256,13,101,83,40,19,1012,293,390,172,107,50
"Spalding County, Georgia","13255",43193,8399,16479,11317,4527,2471,29649,6810,11608,7373,2741,1117,11440,1181,4169,3458,1459,1173,336,53,70,147,37,29,1768,355,632,339,290,152
"Stephens County, Georgia","13257",17196,3158,6202,4462,1824,1550,11308,2411,4329,3091,719,758,5375,633,1683,1241,1067,751,126,0,0,56,38,32,387,114,190,74,0,9
"Telfair County, Georgia","13271",12318,3651,5836,1833,513,485,8443,1779,4532,1339,423,370,1873,565,798,355,47,108,9,9,0,0,0,0,1993,1298,506,139,43,7
"Union County, Georgia","13291",17387,1969,6016,5578,2091,1733,6783,1020,2503,1855,740,665,9725,849,3018,3572,1250,1036,316,0,216,54,46,0,563,100,279,97,55,32
"Upson County, Georgia","13293",18022,3756,6657,5281,1425,903,14578,3345,5487,4161,905,680,2933,302,938,1086,409,198,168,24,91,0,45,8,343,85,141,34,66,17
"Washington County, Georgia","13303",14069,2994,5881,3354,1244,596,11340,2433,4917,2622,963,405,2301,392,847,615,256,191,125,9,46,61,9,0,303,160,71,56,16,0
"White County, Georgia","13311",20066,2961,6368,6678,2396,1663,11574,1984,4181,3474,1180,755,7804,817,2164,2853,1118,852,68,0,10,58,0,0,620,160,13,293,98,56
"Peach County, Georgia","13225",17205,2444,5297,5971,2049,1444,11433,1512,3923,4037,1131,830,4441,383,1152,1559,822,525,178,0,39,133,6,0,1153,549,183,242,90,89
"Paulding County, Georgia","13223",97288,9669,32067,31841,15601,8110,43500,5677,17848,12671,4832,2472,45341,2654,12283,16512,9029,4863,1126,85,200,413,308,120,7321,1253,1736,2245,1432,655
"Pierce County, Georgia","13229",12969,2352,5208,3766,851,792,9463,1555,4119,2753,423,613,3011,503,1028,906,401,173,50,24,0,22,4,0,445,270,61,85,23,6
"Pike County, Georgia","13231",12147,1341,4989,3816,1346,655,8412,1035,3702,2473,812,390,3488,266,1221,1291,460,250,61,10,0,42,5,4,186,30,66,10,69,11
"Richmond County, Georgia","13245",130545,22143,40231,40700,16928,10543,71969,14984,24327,20318,8114,4226,48216,5424,13327,17354,6933,5178,3860,500,1151,1405,656,148,6500,1235,1426,1623,1225,991
"Screven County, Georgia","13251",9671,1744,3950,2553,919,505,7542,1457,3202,1908,603,372,1926,281,684,592,264,105,69,0,38,7,14,10,134,6,26,46,38,18
"Tattnall County, Georgia","13267",17799,4562,6931,4122,1310,874,11409,2780,4680,2442,921,586,5003,1083,1956,1446,312,206,364,129,62,127,19,27,1023,570,233,107,58,55
"Berrien County, Georgia","13019",12923,2578,5337,3494,943,571,9034,1714,3809,2408,696,407,3403,706,1332,1021,185,159,66,6,17,43,0,0,420,152,179,22,62,5
"Walker County, Georgia","13295",48020,8956,17810,13816,4981,2457,23442,4861,9533,6450,1806,792,23550,3915,8016,7110,2953,1556,313,0,78,63,115,57,715,180,183,193,107,52
"Gwinnett County, Georgia","13135",562979,70355,130320,163484,131038,67782,114627,8158,30084,38083,26263,12039,243668,10340,48569,82326,67287,35146,10512,1082,1760,3708,2758,1204,194172,50775,49907,39367,34730,19393
"Barrow County, Georgia","13013",48812,8200,16651,15540,5756,2665,24076,4259,9156,7231,2474,956,19174,1908,6060,7003,2755,1448,687,79,199,348,13,48,4875,1954,1236,958,514,213
"Charlton County, Georgia","13049",8975,2044,3809,2352,250,520,4463,989,2151,939,138,246,3317,592,1242,1210,100,173,115,30,40,45,0,0,1080,433,376,158,12,101
"Clinch County, Georgia","13065",4475,1182,1530,1214,335,214,3273,760,1168,907,276,162,1000,276,349,269,54,52,9,9,0,0,0,0,193,137,13,38,5,0
"Bartow County, Georgia","13015",68263,11783,23464,19788,8715,4513,38091,7366,14347,10140,4208,2030,25180,2592,7841,8766,3778,2203,490,50,137,171,98,34,4502,1775,1139,711,631,246
"Douglas County, Georgia","13097",90072,10595,28350,27091,14692,9344,38589,4888,14563,11214,4937,2987,39901,3344,10388,13159,7698,5312,1180,52,367,506,176,79,10402,2311,3032,2212,1881,966
"Grady County, Georgia","13131",16885,3764,6111,4693,1418,899,10309,1931,4116,3088,734,440,5173,1001,1783,1361,601,427,141,59,19,53,3,7,1262,773,193,191,80,25
"Jeff Davis County, Georgia","13161",9716,2232,3542,2941,579,422,7330,1552,3061,2028,320,369,1754,229,481,763,259,22,61,61,0,0,0,0,571,390,0,150,0,31
"Montgomery County, Georgia","13209",5966,1115,2283,1644,525,399,4296,754,1738,1188,368,248,1136,156,387,336,139,118,34,11,12,11,0,0,500,194,146,109,18,33
"Oglethorpe County, Georgia","13221",10457,2309,3767,2755,999,627,6885,1711,2854,1625,383,312,3132,348,869,1062,557,296,130,74,11,25,20,0,310,176,33,43,39,19
"Randolph County, Georgia","13243",4982,1311,1747,1322,344,258,3887,1184,1299,1076,179,149,954,127,424,239,61,103,0,0,0,0,0,0,141,0,24,7,104,6
"Rockdale County, Georgia","13247",57669,7534,18611,16664,9998,4862,25887,3051,9975,7528,3612,1721,23422,1594,6982,7303,4908,2635,613,94,152,127,227,13,7747,2795,1502,1706,1251,493
"Ware County, Georgia","13299",24214,4269,10011,6675,1912,1347,17745,3431,7619,4573,1251,871,5355,767,2007,1682,533,366,180,8,86,86,0,0,934,63,299,334,128,110
"Wayne County, Georgia","13305",20139,3775,8006,5796,1504,1058,12501,2229,5025,3542,970,735,6547,1010,2708,2065,455,309,372,167,128,77,0,0,719,369,145,112,79,14
