"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Berkeley County School District, South Carolina","4501170",199081,13520,35010,20208,29161,26230,26897,12947,4544,6251,16110,8203,103581,11014,24804,10075,13820,11378,11040,5757,2045,2742,6976,3930,82120,2305,9264,8967,12492,12260,13567,6251,2162,3040,7982,3830,3036,75,431,194,702,800,483,113,63,42,80,53,10344,126,511,972,2147,1792,1807,826,274,427,1072,390
"Calhoun County School District, South Carolina","4501250",14886,737,2304,1130,1438,1677,2189,1229,450,698,1970,1064,11254,712,2026,997,1149,1074,1485,867,354,533,1208,849,3143,25,202,132,244,498,609,344,74,153,681,181,42,0,0,0,0,0,26,0,0,0,0,16,447,0,76,1,45,105,69,18,22,12,81,18
"Charleston County School District, South Carolina","4501440",380673,23342,53381,37931,65494,47222,49061,25494,10060,13473,33583,21632,200943,20435,40483,19675,27359,19428,22716,12148,4745,6562,15916,11476,156401,2746,11640,16259,32157,22823,22614,11899,4691,6194,16077,9301,4801,58,455,893,935,675,991,388,109,114,127,56,18528,103,803,1104,5043,4296,2740,1059,515,603,1463,799
"Cherokee County School District, South Carolina","4501500",54596,3392,9550,5552,6396,6914,7597,3626,1419,1982,4938,3230,38991,3035,7501,4066,4408,4592,5127,2296,838,1169,3536,2423,14128,357,1871,1284,1712,1993,2226,1241,544,784,1343,773,278,0,36,33,71,13,120,5,0,0,0,0,1199,0,142,169,205,316,124,84,37,29,59,34
"Chester County School District, South Carolina","4501530",32435,1987,5546,2696,3624,3707,4693,2529,871,1381,3291,2110,24464,1746,4552,2289,2750,2640,3204,1690,663,1030,2184,1716,7697,241,978,407,850,1054,1415,821,208,335,1004,384,66,0,16,0,0,0,35,2,0,4,9,0,208,0,0,0,24,13,39,16,0,12,94,10
"Chesterfield County School District, South Carolina","4501560",46083,2652,7964,4046,5140,5745,6799,3603,1060,1771,4513,2790,29896,2010,5494,2405,2849,3274,4271,2336,657,1248,3289,2063,14673,642,2349,1472,1835,2198,2253,1224,382,475,1130,713,109,0,0,16,63,9,10,0,0,0,11,0,1405,0,121,153,393,264,265,43,21,48,83,14
"Clarendon School District 1, South Carolina","4501740",8928,470,964,669,896,679,1167,614,463,598,1321,1087,6187,421,902,438,659,462,820,380,329,366,853,557,2659,49,62,231,230,210,335,211,116,229,468,518,39,0,0,0,0,0,12,9,18,0,0,0,43,0,0,0,7,7,0,14,0,3,0,12
"Clarendon School District 2, South Carolina","4501770",18150,900,3270,1440,1844,1998,2450,1124,810,823,2327,1164,13746,810,2768,1188,1508,1470,1621,771,566,587,1648,809,4078,90,490,224,277,468,750,340,211,228,666,334,86,0,0,0,29,11,7,6,26,0,0,7,240,0,12,28,30,49,72,7,7,8,13,14
"Clarendon School District 3, South Carolina","4501800",6978,337,1076,1291,987,853,865,437,139,142,542,309,5947,336,1020,1054,773,713,692,328,129,126,500,276,798,1,41,217,150,92,124,72,10,16,42,33,13,0,0,0,6,5,2,0,0,0,0,0,220,0,15,20,58,43,47,37,0,0,0,0
"Colleton County School District, South Carolina","4501830",37884,2249,6474,3099,4118,4257,5180,2553,1097,1773,4299,2785,29016,2061,5570,2559,3202,3249,3665,1807,728,1254,2990,1931,7960,188,674,364,779,813,1427,731,352,510,1280,842,158,0,19,56,0,29,41,13,0,0,0,0,750,0,211,120,137,166,47,2,17,9,29,12
"Darlington County School District, South Carolina","4501860",67689,3960,11649,6196,7453,8161,9277,5193,2018,2626,6799,4357,53941,3750,10422,4992,5694,6086,6647,3942,1629,1990,5312,3477,12169,191,1132,1040,1382,1772,2436,1156,344,543,1421,752,364,19,33,26,28,117,18,46,22,8,29,18,1215,0,62,138,349,186,176,49,23,85,37,110
"Dillon School District 4, South Carolina","4501920",23530,1609,4284,1960,3200,2618,3046,1865,706,733,2079,1430,18778,1575,3629,1579,2414,1872,2330,1527,590,623,1569,1070,3923,24,453,328,423,643,675,289,116,109,503,360,49,0,0,0,0,0,0,49,0,0,0,0,780,10,202,53,363,103,41,0,0,1,7,0
"Dillon School District 3, South Carolina","4501950",7743,507,1689,848,651,1018,1060,427,91,247,716,489,6433,485,1565,674,525,736,789,339,57,202,656,405,1172,22,124,145,126,194,250,88,34,45,60,84,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,29,0,88,21,0,0,0,0,0
"Dorchester School District 2, South Carolina","4502010",131377,8529,26026,11471,18055,18310,18988,7689,3559,3953,9568,5229,59905,7153,16635,6181,7983,6313,5968,2020,1006,1271,3309,2066,61443,1282,8349,4539,8404,9731,11179,5138,2265,2381,5617,2558,3238,94,649,348,818,360,489,222,23,59,60,116,6791,0,393,403,850,1906,1352,309,265,242,582,489
"Edgefield County School District, South Carolina","4502070",26388,1082,4014,2356,3210,3626,3971,1941,881,1130,2620,1557,11829,487,1817,1130,1341,1351,1602,860,424,556,1362,899,13228,595,2180,1179,1506,1785,2177,1027,437,517,1194,631,247,0,4,8,54,86,59,19,0,3,14,0,1084,0,13,39,309,404,133,35,20,54,50,27
"Fairfield County School District, South Carolina","4502100",23025,1151,3550,1860,2358,2642,3519,1842,922,1070,2523,1588,18817,1015,3168,1673,1917,2110,2667,1427,695,864,2019,1262,3669,136,342,126,317,459,635,414,216,206,492,326,101,0,0,35,16,0,30,1,11,0,8,0,438,0,40,26,108,73,187,0,0,0,4,0
"Florence School District 1, South Carolina","4502130",100006,6463,16938,9544,12970,12930,13764,6490,2635,3869,8581,5822,70205,6029,14000,7050,8673,8131,8450,4028,1726,2519,5766,3833,25965,412,2715,2149,3434,4085,4699,2165,772,1149,2557,1828,780,9,64,121,247,165,99,37,7,18,0,13,3056,13,159,224,616,549,516,260,130,183,258,148
"Florence School District 2, South Carolina","4502160",7346,516,1606,630,701,972,821,457,194,214,770,465,6506,441,1520,602,627,763,650,404,186,189,707,417,623,75,39,16,74,87,162,43,8,25,46,48,17,0,0,12,0,0,0,5,0,0,0,0,200,0,47,0,0,122,9,5,0,0,17,0
"Florence School District 3, South Carolina","4502190",19797,1351,3853,1617,2592,2199,2480,1326,507,585,2075,1212,17098,1334,3469,1379,2240,1718,1979,1111,478,489,1852,1049,2419,11,376,223,286,379,460,193,29,96,203,163,79,0,0,0,0,22,24,13,0,0,20,0,201,6,8,15,66,80,17,9,0,0,0,0
"Florence School District 4, South Carolina","4502220",6034,279,945,575,673,774,779,459,305,273,621,351,5155,271,925,492,478,659,656,392,253,205,515,309,724,8,20,83,101,98,105,67,52,68,80,42,30,0,0,0,0,12,18,0,0,0,0,0,125,0,0,0,94,5,0,0,0,0,26,0
"Florence School District 5, South Carolina","4502250",5392,380,1161,373,516,746,489,376,94,432,534,291,4648,363,1062,329,449,563,376,323,85,362,503,233,606,17,69,40,61,147,109,17,9,67,23,47,18,0,7,0,0,0,0,0,0,3,8,0,120,0,23,4,6,36,4,36,0,0,0,11
"Georgetown County School District, South Carolina","4502280",60804,2977,9170,4282,5807,6339,7740,4755,1713,3330,9196,5495,36565,2756,7047,3175,3541,3506,4515,2908,934,1767,4066,2350,22342,221,1998,1083,1778,2605,2890,1752,699,1488,4856,2972,509,0,12,0,125,50,124,51,14,21,24,88,1388,0,113,24,363,178,211,44,66,54,250,85
"Greenville County School District, South Carolina","4502310",498117,32725,85153,45506,68222,66166,68595,32915,12144,16285,41969,28437,265753,28467,61194,24031,33075,28344,28297,14574,5843,7797,19634,14497,187815,3661,20684,17641,25508,27982,32289,15273,5448,7450,19377,12502,5379,155,690,704,763,998,822,472,171,167,286,151,39170,442,2585,3130,8876,8842,7187,2596,682,871,2672,1287
"Greenwood School District 50, South Carolina","4502340",58586,3637,10078,6157,7146,7183,7549,3703,1370,1989,5268,4506,42481,3279,8474,4935,5046,4560,4733,2645,863,1472,3578,2896,12843,220,1251,935,1502,1807,2247,971,386,466,1599,1459,499,15,68,38,30,207,45,21,0,0,8,67,2763,123,285,249,568,609,524,66,121,51,83,84
"Greenwood School District 51, South Carolina","4502370",6990,524,980,592,920,801,996,501,184,187,757,548,5616,488,857,577,726,631,718,363,126,147,574,409,1325,36,121,15,186,162,263,138,47,40,183,134,19,0,0,0,0,0,8,0,11,0,0,0,30,0,2,0,8,8,7,0,0,0,0,5
"Greenwood School District 52, South Carolina","4502400",7705,482,1173,483,742,826,1201,730,243,340,1041,444,5299,462,942,408,568,499,808,539,85,192,502,294,2375,20,231,75,174,322,393,191,145,148,526,150,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,5,0,0,13,0,13,0
"Hampton School District 1, South Carolina","4502430",12988,739,2309,1167,1675,1512,1847,890,371,513,1103,862,11132,704,2199,1020,1391,1277,1544,741,292,364,931,669,1658,22,89,147,269,218,280,116,79,116,166,156,62,13,0,0,8,0,23,14,0,4,0,0,136,0,21,0,7,17,0,19,0,29,6,37
"Hampton School District 2, South Carolina","4502460",7308,385,1107,615,893,1131,941,436,236,288,873,403,5417,347,1043,571,504,690,631,298,189,251,594,299,1541,38,64,23,275,348,243,109,47,37,253,104,109,0,0,21,54,11,17,6,0,0,0,0,241,0,0,0,60,82,50,23,0,0,26,0
"Horry County School District, South Carolina","4502490",300418,15723,42104,24843,36551,35308,39390,21304,9204,14391,40112,21488,114131,13290,28024,10875,12759,11592,11400,6386,2695,3648,8513,4949,164047,2362,12710,12507,18701,18764,24448,13575,5985,10035,29435,15525,3352,15,397,265,831,476,493,276,135,96,297,71,18888,56,973,1196,4260,4476,3049,1067,389,612,1867,943
"Jasper County School District, South Carolina","4502520",27186,1663,4220,2358,4081,3484,3510,1898,767,1023,2686,1496,14270,1366,2980,1416,1483,1485,1878,778,336,511,1153,884,10463,297,1119,788,1785,1229,1401,949,319,489,1533,554,86,0,0,0,24,19,19,24,0,0,0,0,2367,0,121,154,789,751,212,147,112,23,0,58
"Kershaw County School District, South Carolina","4502550",63090,3719,11168,4984,6978,7502,9140,4568,1868,2782,6283,4098,42069,3382,8966,3512,4937,4365,5103,2747,927,1762,3512,2856,19175,225,1975,1396,1823,2928,3631,1638,889,977,2632,1061,684,54,192,32,61,34,182,62,17,10,27,13,1162,58,35,44,157,175,224,121,35,33,112,168
"Lancaster County School District, South Carolina","4502580",83704,5047,13540,6420,9778,11096,11208,5489,2056,3421,9945,5704,45343,2975,7907,3968,5414,5695,5985,2905,1157,1884,4504,2949,34617,2036,5130,2247,3760,4620,4656,2296,772,1382,5186,2532,659,31,172,36,84,81,66,107,28,13,11,30,3085,5,331,169,520,700,501,181,99,142,244,193
"Laurens School District 55, South Carolina","4502610",36851,2098,6240,2966,4269,4615,5333,2823,972,1435,3699,2401,27417,1991,5571,2264,3018,3075,3470,1804,629,1054,2725,1816,7767,100,526,515,837,1182,1522,874,337,370,930,574,347,7,25,24,130,17,51,79,6,0,8,0,1320,0,118,163,284,341,290,66,0,11,36,11
"Laurens School District 56, South Carolina","4502640",21064,1231,3194,2795,2149,1986,2841,1318,634,969,2117,1830,16089,1213,2800,1884,1559,1615,2168,921,525,600,1492,1312,4472,18,376,762,505,277,596,397,109,353,588,491,190,0,18,33,20,0,55,0,0,16,28,20,313,0,0,116,65,94,22,0,0,0,9,7
"Lee County School District, South Carolina","4502670",18189,1034,2869,1842,2323,2021,2515,1512,377,741,1746,1209,15012,981,2404,1597,1849,1476,1981,1243,317,626,1490,1048,3020,53,465,233,463,501,476,269,60,112,252,136,65,0,0,12,0,44,9,0,0,0,0,0,92,0,0,0,11,0,49,0,0,3,4,25
"Lexington School District 1, South Carolina","4502700",132871,8336,26075,9477,17442,19986,19905,9197,3051,4053,9811,5538,78171,7529,19218,6594,9842,9875,9300,4438,1415,2111,4964,2885,47317,743,6175,2358,6145,8210,9238,4307,1537,1788,4499,2317,1497,5,151,98,240,333,357,185,19,37,38,34,5886,59,531,427,1215,1568,1010,267,80,117,310,302
"Lexington School District 2, South Carolina","4502730",64723,3970,9449,6820,10119,7405,8104,4131,1785,2126,6057,4757,41459,3536,7627,4228,5427,4223,4503,2304,1128,1383,3975,3125,17602,382,1485,1934,2915,2146,2771,1488,557,613,1871,1440,942,8,81,151,166,90,173,144,49,36,40,4,4720,44,256,507,1611,946,657,195,51,94,171,188
"Lexington School District 3, South Carolina","4502760",13002,614,2076,1229,1255,1353,1972,1166,355,666,1221,1095,9977,585,1813,1040,1044,904,1343,858,184,393,893,920,2493,29,209,146,172,209,577,300,171,252,297,131,81,0,0,0,0,26,35,0,0,11,9,0,451,0,54,43,39,214,17,8,0,10,22,44
"Lexington School District 4, South Carolina","4502790",17990,1265,3113,1708,2153,2283,2593,1411,400,662,1580,822,12704,1231,2713,1376,1562,1333,1484,806,205,423,1053,518,4689,34,365,276,419,852,960,560,185,239,506,293,48,0,0,0,15,5,18,10,0,0,0,0,549,0,35,56,157,93,131,35,10,0,21,11
"Lexington School District 5, South Carolina","4502820",96972,5450,17800,7649,11299,12638,14913,6395,2625,3983,9178,5042,52012,4616,13631,4454,5574,6139,6086,2972,1142,1809,3564,2025,39343,794,3663,2846,4952,5318,7690,3010,1401,2018,4956,2695,1413,10,194,161,201,328,268,112,58,8,60,13,4204,30,312,188,572,853,869,301,24,148,598,309
"Marlboro County School District, South Carolina","4502970",27702,1462,4214,2351,3966,3796,3996,1803,676,1164,2688,1586,19951,1083,3276,1792,2572,2395,2899,1346,486,852,1983,1267,6875,375,931,487,1110,1133,970,422,190,301,656,300,171,0,0,0,81,20,22,16,0,2,15,15,705,4,7,72,203,248,105,19,0,9,34,4
"McCormick County School District, South Carolina","4503000",9806,301,959,562,1050,1043,1287,740,414,466,1988,996,5345,128,731,381,646,725,780,353,241,229,786,345,4231,170,219,181,377,296,479,350,167,209,1172,611,81,3,9,0,18,9,25,17,0,0,0,0,149,0,0,0,9,13,3,20,6,28,30,40
"Newberry County School District, South Carolina","4503030",37750,2265,6096,3770,4072,4501,5002,2736,1214,1359,4014,2721,28866,2211,4946,2725,3010,2959,3776,2022,903,930,3157,2227,7060,54,1081,808,678,836,1006,617,286,393,839,462,100,0,2,16,12,14,29,21,0,0,6,0,1724,0,67,221,372,692,191,76,25,36,12,32
"Oconee County School District, South Carolina","4503060",75375,4016,11340,6054,8176,8202,9974,5676,2083,3613,9995,6246,44484,3477,8842,3945,5256,4621,5271,2935,905,2095,4017,3120,27308,491,2107,1934,2310,3013,4006,2532,1073,1332,5650,2860,760,0,67,23,46,88,198,115,98,33,41,51,2823,48,324,152,564,480,499,94,7,153,287,215
"Orangeburg School District 3, South Carolina","4503150",19537,1116,3074,1538,2167,1993,2539,1277,766,1132,2155,1780,15144,1102,2624,1391,1714,1502,1841,986,385,831,1469,1299,3943,14,448,145,277,379,618,283,380,281,670,448,54,0,0,0,19,16,14,2,0,0,0,3,396,0,2,2,157,96,66,6,1,20,16,30
"Orangeburg School District 4, South Carolina","4503180",20295,1651,3434,1723,2627,1952,3115,1402,506,709,2118,1058,17566,1643,3230,1487,2345,1650,2400,1177,446,649,1711,828,2461,8,204,236,209,294,637,189,55,60,402,167,16,0,0,0,0,0,10,1,5,0,0,0,252,0,0,0,73,8,68,35,0,0,5,63
"Orangeburg School District 5, South Carolina","4503210",49899,2677,8297,6858,5685,5392,6175,3311,1381,1893,4836,3394,38645,2370,7250,4810,4422,3868,4548,2472,1036,1450,3720,2699,9667,307,928,1773,1026,1185,1439,700,267,431,960,651,220,0,61,5,56,24,22,1,15,0,36,0,1367,0,58,270,181,315,166,138,63,12,120,44
"Pickens County School District, South Carolina","4503330",120722,6094,17709,21814,13854,13263,15238,8069,2797,3636,10844,7404,74685,5273,14638,12011,7658,7877,8456,4485,1541,2058,5958,4730,40414,778,2841,8941,4680,4400,6025,3131,1110,1451,4487,2570,1024,8,25,147,160,99,219,130,81,27,115,13,4599,35,205,715,1356,887,538,323,65,100,284,91
"Richland School District 1, South Carolina","4503360",205396,12163,27140,39060,33312,21511,23543,12334,4621,6647,14627,10438,132687,10718,22002,22111,19370,12284,14686,8181,2840,4376,9420,6699,60301,1242,4495,14585,10559,7106,7280,3558,1593,1936,4595,3352,2747,59,117,564,492,444,486,214,82,75,150,64,9661,144,526,1800,2891,1677,1091,381,106,260,462,323
"Richland School District 2, South Carolina","4503390",134293,8639,26119,12314,17830,20473,18578,8462,2936,4366,9261,5315,68967,6924,17617,6594,7867,10007,7129,3630,1155,1819,4011,2214,52491,1465,7310,4595,7726,8111,9164,4021,1422,2035,4199,2443,4299,155,601,523,846,962,555,175,103,176,145,58,8536,95,591,602,1391,1393,1730,636,256,336,906,600
"Saluda County School District, South Carolina","4503460",15424,959,2594,1296,1606,1931,2018,1161,428,504,1651,1276,11141,903,2093,868,803,1388,1422,735,353,376,1257,943,2550,56,430,115,175,210,370,344,51,121,359,319,151,0,0,27,46,29,35,0,0,7,7,0,1582,0,71,286,582,304,191,82,24,0,28,14
"Spartanburg School District 1, South Carolina","4503480",29778,1095,5066,2109,2592,3769,4217,2662,904,1516,3718,2130,18099,1000,3784,1442,1635,2418,1879,1638,460,756,1959,1128,10436,95,1205,601,866,1072,2005,904,420,753,1580,935,244,0,66,22,16,0,90,16,12,0,22,0,999,0,11,44,75,279,243,104,12,7,157,67
"Spartanburg School District 2, South Carolina","4503510",58918,3603,9895,6496,5998,8433,8406,4006,1359,1772,5629,3321,38111,3256,7542,4399,3966,4566,4808,2272,890,1039,3240,2133,16786,333,2006,1625,1576,2862,2970,1349,390,608,2052,1015,593,14,60,106,0,86,107,121,21,28,50,0,3428,0,287,366,456,919,521,264,58,97,287,173
"Spartanburg School District 3, South Carolina","4503540",15780,719,2666,1348,1672,1988,2497,1315,416,646,1533,980,11928,666,2372,992,1151,1475,1670,921,315,515,1122,729,3202,53,237,257,371,466,633,356,101,118,411,199,18,0,0,0,0,0,18,0,0,0,0,0,632,0,57,99,150,47,176,38,0,13,0,52
"Spartanburg School District 4, South Carolina","4503570",19309,1302,3224,1721,2379,2474,2803,1112,519,705,1968,1102,13840,1164,2765,1087,1792,1701,1773,665,388,370,1340,795,4784,138,434,605,478,616,824,398,131,322,557,281,69,0,0,0,43,7,0,9,0,0,10,0,616,0,25,29,66,150,206,40,0,13,61,26
"Spartanburg School District 5, South Carolina","4503600",45298,3193,8461,3797,6236,5746,6322,3166,1002,1531,3578,2266,26804,2832,6155,2181,3696,2987,2939,1510,533,649,1822,1500,14947,276,2198,1309,1918,1947,2717,1148,448,754,1560,672,335,85,5,0,84,80,60,13,0,2,6,0,3212,0,103,307,538,732,606,495,21,126,190,94
"Spartanburg School District 6, South Carolina","4503630",66652,4313,12765,6905,9847,7720,9355,4208,1260,2121,4901,3257,41241,3926,10403,4304,5275,4063,4283,2193,700,1186,3182,1726,18513,312,1866,2053,2847,2240,3809,1598,460,702,1449,1177,668,53,73,7,101,73,106,116,44,11,74,10,6230,22,423,541,1624,1344,1157,301,56,222,196,344
"Spartanburg School District 7, South Carolina","4503660",50543,3263,7734,5460,6173,5473,6849,3087,1388,1842,4774,4500,34147,2922,6274,3441,4147,3380,4241,1798,822,1194,2969,2959,13619,291,1246,1760,1511,1573,2135,1016,501,561,1603,1422,396,27,85,37,52,54,81,24,0,0,29,7,2381,23,129,222,463,466,392,249,65,87,173,112
"Union County School District, South Carolina","4503750",27928,1525,4538,2165,2938,3335,4047,2074,1054,1047,2987,2218,23511,1517,4125,1949,2444,2486,3220,1806,857,820,2528,1759,4235,8,410,216,494,765,808,268,195,227,439,405,52,0,0,0,0,8,4,0,0,0,4,36,130,0,3,0,0,76,15,0,2,0,16,18
"Williamsburg County School District, South Carolina","4503780",32816,1717,5413,2786,3913,3891,4312,2716,945,1297,3538,2288,27405,1642,4978,2296,2980,2633,3442,2267,827,1081,3132,2127,4549,53,403,414,678,1021,755,419,118,216,319,153,318,22,6,63,50,108,61,0,0,0,8,0,544,0,26,13,205,129,54,30,0,0,79,8
"York School District 1, South Carolina","4503810",32564,2212,4976,2979,4112,3990,5511,2463,668,1053,2871,1729,17228,1411,3170,1729,1930,1847,2551,1151,285,619,1512,1023,13854,801,1770,1139,1605,1904,2596,1284,375,411,1288,681,152,0,0,0,69,1,51,9,0,0,22,0,1330,0,36,111,508,238,313,19,8,23,49,25
"York School District 2, South Carolina","4503840",38980,2139,8000,2900,4316,5382,5846,2936,1103,1331,3230,1797,9566,848,2505,817,946,902,1010,527,212,348,821,630,27526,1275,5334,1860,2986,4244,4532,2277,751,886,2289,1092,520,16,121,51,124,44,27,13,37,20,35,32,1368,0,40,172,260,192,277,119,103,77,85,43
"York School District 3, South Carolina","4503870",114423,7087,18719,12673,15910,14640,14562,7181,3320,4225,9727,6379,60568,4683,11572,7180,8024,6825,7012,3659,1396,2400,4601,3216,48128,2332,6883,4911,6719,6439,6743,3315,1541,1750,4609,2886,1133,38,69,157,218,143,228,50,52,31,126,21,4594,34,195,425,949,1233,579,157,331,44,391,256
"York School District 4, South Carolina","4503900",59639,4175,13430,3221,5755,10385,10135,3376,1082,1796,4207,2077,10806,1034,1993,836,1241,1441,1613,435,342,413,981,477,43560,2954,10847,2178,3825,7520,7183,2686,661,1193,3059,1454,798,0,58,52,139,229,242,24,9,22,23,0,4475,187,532,155,550,1195,1097,231,70,168,144,146
"Sumter County Consolidated School District, South Carolina","4503902",107682,7484,19064,11666,14395,12179,14051,6562,2870,3709,9099,6603,70842,6354,15161,7665,8147,6891,8045,3946,2040,2550,5596,4447,31385,968,3318,3494,5132,4313,4955,2324,790,1079,3084,1928,1767,122,290,285,336,239,332,96,0,6,27,34,3688,40,295,222,780,736,719,196,40,74,392,194
