"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Dillon School District 4, South Carolina","4501920",15677,4658,5637,4034,986,362,11995,3489,4593,2908,769,236,3118,721,941,1117,213,126,49,49,0,0,0,0,515,399,103,9,4,0
"Dillon School District 3, South Carolina","4501950",4699,889,1735,1470,418,187,3709,778,1320,1098,350,163,881,111,327,351,68,24,0,0,0,0,0,0,109,0,88,21,0,0
"Dorchester School District 2, South Carolina","4502010",85351,7060,22812,31028,15646,8805,29936,3113,9410,9963,4694,2756,47273,2646,11249,18436,9689,5253,2147,154,435,991,373,194,5995,1147,1718,1638,890,602
"Edgefield County School District, South Carolina","4502070",18936,3728,6727,4956,2274,1251,8395,1955,3413,1871,774,382,9274,1122,3110,2873,1407,762,235,47,41,73,37,37,1032,604,163,139,56,70
"Fairfield County School District, South Carolina","4502100",16464,2942,6373,4291,1904,954,12961,2490,5360,3309,1249,553,3065,341,927,928,485,384,66,0,11,20,34,1,372,111,75,34,136,16
"Florence School District 1, South Carolina","4502130",67061,8129,21149,20310,11141,6332,43126,6531,15096,12585,5891,3023,20689,1192,5469,6951,4380,2697,586,24,104,192,198,68,2660,382,480,582,672,544
"Florence School District 2, South Carolina","4502160",4594,939,1917,1267,322,149,3943,808,1636,1083,302,114,493,34,220,184,20,35,5,0,5,0,0,0,153,97,56,0,0,0
"Florence School District 3, South Carolina","4502190",12976,3287,4773,3244,1158,514,10916,2801,4043,2778,899,395,1809,322,730,444,214,99,79,37,0,22,0,20,172,127,0,0,45,0
"Florence School District 4, South Carolina","4502220",4235,1077,1510,1079,466,103,3467,893,1303,868,344,59,613,82,177,188,122,44,30,0,12,18,0,0,125,102,18,5,0,0
"Florence School District 5, South Carolina","4502250",3478,651,1325,1003,296,203,2894,609,1138,813,202,132,480,28,166,175,40,71,11,0,11,0,0,0,93,14,10,15,54,0
"Georgetown County School District, South Carolina","4502280",44375,6206,13073,13509,7191,4396,23587,4202,8620,6784,2524,1457,19040,1506,4141,6291,4447,2655,497,154,28,142,76,97,1251,344,284,292,144,187
"Greenville County School District, South Carolina","4502310",334733,44591,85281,96362,69773,38726,152061,24652,48563,43475,23643,11728,145829,9155,29078,45344,39547,22705,3830,564,589,1139,1119,419,33013,10220,7051,6404,5464,3874
"Greenwood School District 50, South Carolina","4502340",38714,7112,11089,11040,6481,2992,25793,5072,8078,7282,3909,1452,10437,835,2619,3380,2262,1341,378,67,38,156,85,32,2106,1138,354,222,225,167
"Greenwood School District 51, South Carolina","4502370",4894,932,1757,1580,431,194,3694,696,1391,1135,332,140,1153,223,351,437,99,43,19,0,8,0,0,11,28,13,7,8,0,0
"Greenwood School District 52, South Carolina","4502400",5567,669,1677,1977,733,511,3487,524,1167,1295,341,160,2049,135,506,673,384,351,0,0,0,0,0,0,31,10,4,9,8,0
"Hampton School District 1, South Carolina","4502430",8773,1387,3706,2564,755,361,7209,1301,3176,1938,547,247,1400,68,515,524,179,114,49,1,8,17,23,0,115,17,7,85,6,0
"Hampton School District 2, South Carolina","4502460",5201,1421,2187,1164,265,164,3456,945,1558,682,162,109,1416,341,550,405,82,38,88,17,21,22,11,17,241,118,58,55,10,0
"Horry County School District, South Carolina","4502490",217748,24955,69261,74302,33014,16216,61942,9739,20943,19804,7758,3698,136468,9735,43070,49726,22552,11385,2675,249,712,1150,443,121,16663,5232,4536,3622,2261,1012
"Jasper County School District, South Carolina","4502520",18945,4088,6829,5276,1773,979,8508,1912,3400,2235,564,397,8259,911,2981,2768,1029,570,86,9,6,56,15,0,2092,1256,442,217,165,12
"Kershaw County School District, South Carolina","4502550",43219,6083,15537,12694,5690,3215,26209,4240,10444,7190,2730,1605,15579,1509,4614,5133,2814,1509,406,9,144,175,55,23,1025,325,335,196,91,78
"Lancaster County School District, South Carolina","4502580",58697,9256,19570,16198,9142,4531,30493,6458,12138,7724,2740,1433,25204,2127,6529,7827,5882,2839,420,18,30,185,143,44,2580,653,873,462,377,215
"Laurens School District 55, South Carolina","4502610",25547,5126,9237,7833,2301,1050,17591,3416,6722,5293,1467,693,6626,1130,2162,2326,690,318,291,0,137,81,53,20,1039,580,216,133,91,19
"Laurens School District 56, South Carolina","4502640",13844,3193,4245,3956,1387,1063,10192,2568,3400,2856,867,501,3316,564,763,1023,464,502,139,8,39,23,40,29,197,53,43,54,16,31
"Lee County School District, South Carolina","4502670",12444,2790,5273,3077,925,379,10030,2411,4288,2322,733,276,2269,354,898,740,174,103,53,22,9,15,7,0,92,3,78,0,11,0
"Lexington School District 1, South Carolina","4502700",88983,8618,25553,27412,17849,9551,44830,4755,14125,13243,8725,3982,38041,2071,10076,12804,8214,4876,1243,43,304,605,187,104,4869,1749,1048,760,723,589
"Lexington School District 2, South Carolina","4502730",44484,5939,13868,14009,7037,3631,26068,3296,8753,8340,3971,1708,13801,1037,4035,4510,2623,1596,702,61,217,312,83,29,3913,1545,863,847,360,298
"Lexington School District 3, South Carolina","4502760",9083,1802,3295,2378,992,616,6539,1448,2597,1482,652,360,2109,144,617,790,307,251,81,0,26,39,11,5,354,210,55,67,22,0
"Lexington School District 4, South Carolina","4502790",11904,2540,4921,3327,815,301,7384,1707,3115,1927,460,175,4014,601,1689,1260,354,110,48,5,10,32,1,0,458,227,107,108,0,16
"Lexington School District 5, South Carolina","4502820",66073,3148,12456,20837,18757,10875,29311,1672,6283,8843,8184,4329,32040,942,5527,10760,9279,5532,1048,125,133,331,213,246,3674,409,513,903,1081,768
"Marlboro County School District, South Carolina","4502970",19675,5019,8012,4985,1074,585,13800,3535,5757,3305,797,406,5082,1145,2034,1527,219,157,171,37,45,56,33,0,622,302,176,97,25,22
"McCormick County School District, South Carolina","4503000",7984,1531,2436,2528,977,512,4105,1167,1377,1296,214,51,3661,347,1014,1120,729,451,69,0,10,40,19,0,149,17,35,72,15,10
"Newberry County School District, South Carolina","4503030",25619,5623,9108,6711,2636,1541,18984,4203,6837,5040,1900,1004,5117,534,1783,1557,725,518,82,0,42,31,9,0,1436,886,446,83,2,19
"Oconee County School District, South Carolina","4503060",53965,8797,16963,15515,7486,5204,28220,5503,10689,7926,2608,1494,22776,2394,5617,6928,4459,3378,670,3,82,311,200,74,2299,897,575,350,219,258
"Orangeburg School District 3, South Carolina","4503150",13809,2709,5717,3312,1369,702,10027,2286,4306,2226,870,339,3336,280,1278,1042,431,305,54,0,0,21,17,16,392,143,133,23,51,42
"Orangeburg School District 4, South Carolina","4503180",13487,2050,4951,4481,1259,746,11206,1750,4224,3580,1020,632,2013,226,697,800,177,113,16,0,5,10,0,1,252,74,25,91,62,0
"Orangeburg School District 5, South Carolina","4503210",32067,4589,9514,10171,4403,3390,24215,3744,7695,7341,3118,2317,6659,598,1550,2670,1123,718,154,9,36,45,26,38,1039,238,233,115,136,317
"Pickens County School District, South Carolina","4503330",75105,11850,23600,21931,10488,7236,42763,8074,15458,12351,4489,2391,27854,3022,7290,8434,5378,3730,844,106,88,412,114,124,3644,648,764,734,507,991
"Richland School District 1, South Carolina","4503360",127033,16406,31732,36177,24738,17980,77856,11249,22455,22426,13678,8048,39979,2984,7389,12351,9313,7942,2007,126,526,615,544,196,7191,2047,1362,785,1203,1794
"Richland School District 2, South Carolina","4503390",87221,5619,18145,28588,20979,13890,37832,2749,9340,12285,8301,5157,39121,1470,6994,13295,10687,6675,3020,187,464,1175,714,480,7248,1213,1347,1833,1277,1578
"Saluda County School District, South Carolina","4503460",10575,2439,3930,2588,1137,481,7277,1347,2965,1866,854,245,1949,271,711,545,231,191,124,25,12,75,12,0,1225,796,242,102,40,45
"Spartanburg School District 1, South Carolina","4503480",21508,3702,6891,6810,2621,1484,11873,2457,4009,3622,1059,726,8535,858,2541,2946,1494,696,156,0,58,44,39,15,944,387,283,198,29,47
"Spartanburg School District 2, South Carolina","4503510",38924,5747,11870,13020,5660,2627,22914,3434,7499,7813,2804,1364,12822,1224,3500,4459,2481,1158,413,50,129,129,59,46,2775,1039,742,619,316,59
"Spartanburg School District 3, South Carolina","4503540",11047,2372,4193,2845,1107,530,7898,1825,3129,2040,647,257,2655,334,952,723,373,273,18,0,0,8,10,0,476,213,112,74,77,0
"Spartanburg School District 4, South Carolina","4503570",13062,2606,4610,3885,1225,736,8824,1927,3369,2465,722,341,3607,496,1074,1332,418,287,69,0,9,50,0,10,562,183,158,38,85,98
"Spartanburg School District 5, South Carolina","4503600",29847,3572,8364,10390,5044,2477,15636,2030,4641,5628,2269,1068,11164,939,3023,3782,2297,1123,245,3,50,76,41,75,2802,600,650,904,437,211
"Spartanburg School District 6, South Carolina","4503630",42669,6662,12720,13248,6193,3846,22608,3585,7178,7345,2772,1728,14282,1225,3699,4916,2625,1817,535,133,101,146,132,23,5244,1719,1742,841,664,278
"Spartanburg School District 7, South Carolina","4503660",34086,6215,8782,9180,5901,4008,21510,4789,6038,5797,2995,1891,10322,877,2033,2899,2658,1855,247,25,22,95,17,88,2007,524,689,389,231,174
"Union County School District, South Carolina","4503750",19700,3989,7722,5549,1593,847,15920,3275,6506,4429,1098,612,3601,685,1197,1043,459,217,52,0,12,4,36,0,127,29,7,73,0,18
"Williamsburg County School District, South Carolina","4503780",22900,4747,9261,6036,1924,932,18489,4020,7698,4673,1383,715,3679,547,1392,1231,305,204,227,57,67,89,14,0,505,123,104,43,222,13
"York School District 1, South Carolina","4503810",22397,4010,8439,6842,1988,1118,10918,2137,3924,3226,899,732,10144,1495,3924,3330,1045,350,152,52,34,43,0,23,1183,326,557,243,44,13
"York School District 2, South Carolina","4503840",25941,2575,7959,7523,5251,2633,5396,713,1900,1498,727,558,19057,1660,5807,5496,4258,1836,332,0,63,210,59,0,1156,202,189,319,207,239
"York School District 3, South Carolina","4503870",75944,9810,21236,25234,12839,6825,37133,5924,11479,11682,5467,2581,34002,2644,8617,12422,6502,3817,869,122,228,298,176,45,3940,1120,912,832,694,382
"York School District 4, South Carolina","4503900",38813,2404,7079,11862,12229,5239,6943,924,1660,2165,1520,674,27581,835,4752,8952,9298,3744,688,10,117,121,329,111,3601,635,550,624,1082,710
"Sumter County Consolidated School District, South Carolina","4503902",69468,11996,20559,23690,8388,4835,41662,8945,13570,12646,4285,2216,23605,1840,5920,9959,3542,2344,1070,159,187,483,169,72,3131,1052,882,602,392,203
"Marion School District 10, South Carolina","4503908",21716,4366,7968,5848,2357,1177,17256,3423,6484,4680,1797,872,3745,740,1299,1007,444,255,61,0,0,61,0,0,654,203,185,100,116,50
"Remainder of South Carolina, South Carolina","4599999",4531,44,531,1863,1188,905,579,12,88,224,84,171,3216,18,405,1436,844,513,117,1,3,55,16,42,619,13,35,148,244,179
