"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Barnwell School District 29, South Carolina","4501050",3751,654,3097,875,533,404,351,345,293,127,169,2626,515,2111,582,430,231,211,308,144,76,129,1081,127,954,283,103,152,139,37,149,51,40,10,0,10,10,0,0,0,0,0,0,0,34,12,22,0,0,21,1,0,0,0,0
"Barnwell School District 45, South Carolina","4501080",9855,1683,8172,1797,1185,1532,1291,816,741,202,608,7258,1284,5974,1413,893,1091,939,627,549,129,333,2352,321,2031,369,292,410,314,182,191,68,205,69,0,69,0,0,0,22,0,0,5,42,176,78,98,15,0,31,16,7,1,0,28
"Beaufort County School District, South Carolina","4501110",144876,13971,130905,22002,13150,22191,18719,18581,12745,4770,18747,30682,4081,26601,6624,3701,5060,3870,3373,1830,713,1430,97100,7644,89456,12979,7598,13843,12418,13327,9608,3797,15886,2043,178,1865,307,313,246,251,279,215,51,203,15051,2068,12983,2092,1538,3042,2180,1602,1092,209,1228
"Berkeley County School District, South Carolina","4501170",158269,22082,136187,24122,13596,24056,20315,21247,13963,5294,13594,72681,11577,61104,12598,6634,10712,9280,9098,6164,2217,4401,73114,8529,64585,9776,5969,11043,9303,10541,7079,2575,8299,2645,262,2383,410,225,413,385,365,183,175,227,9829,1714,8115,1338,768,1888,1347,1243,537,327,667
"Calhoun County School District, South Carolina","4501250",12435,1778,10657,2252,1240,2148,1477,1724,856,203,757,8924,1262,7662,1709,974,1459,1049,1311,502,135,523,3029,439,2590,328,255,638,426,396,297,44,206,42,0,42,15,1,13,0,0,0,0,13,440,77,363,200,10,38,2,17,57,24,15
"Charleston County School District, South Carolina","4501440",315353,36739,278614,52749,25166,44465,36898,39053,28009,10542,41732,147831,19115,128716,29500,13859,23126,18601,16565,10798,3772,12495,145213,13989,131224,20491,9330,17324,15781,19943,15640,6204,26511,4356,509,3847,653,384,525,464,542,353,124,802,17953,3126,14827,2105,1593,3490,2052,2003,1218,442,1924
"Cherokee County School District, South Carolina","4501500",43863,7413,36450,8599,5541,7207,4944,4342,2934,1023,1860,30167,5410,24757,5793,4053,5119,3266,3075,1709,687,1055,12361,1682,10679,2553,1371,1924,1439,1162,1147,303,780,278,66,212,40,0,5,79,40,13,33,2,1057,255,802,213,117,159,160,65,65,0,23
"Chester County School District, South Carolina","4501530",26206,4748,21458,4994,2996,4246,2954,2817,1571,507,1373,19174,3590,15584,3864,2383,3142,2050,1927,1091,362,765,6774,1150,5624,1092,601,1087,826,842,464,145,567,50,0,50,9,0,0,7,22,10,0,2,208,8,200,29,12,17,71,26,6,0,39
"Chesterfield County School District, South Carolina","4501560",37474,6453,31021,6736,4944,6766,4227,4259,2045,596,1448,23714,3749,19965,4505,3206,4258,2703,2660,1241,359,1033,12307,2359,9948,2017,1514,2294,1400,1474,660,205,384,109,8,101,62,0,13,10,16,0,0,0,1344,337,1007,152,224,201,114,109,144,32,31
"Clarendon School District 1, South Carolina","4501740",7690,1022,6668,2008,1109,1010,991,630,454,157,309,5037,688,4349,1422,754,641,624,434,210,107,157,2571,315,2256,576,343,367,358,184,234,50,144,39,0,39,0,0,0,9,12,10,0,8,43,19,24,10,12,2,0,0,0,0,0
"Clarendon School District 2, South Carolina","4501770",14826,2365,12461,3192,2078,2318,1801,1447,746,296,583,10782,1682,9100,2559,1500,1740,1230,988,457,223,403,3722,597,3125,577,544,527,521,430,273,73,180,86,0,86,12,8,32,16,11,7,0,0,236,86,150,44,26,19,34,18,9,0,0
"Clarendon School District 3, South Carolina","4501800",5823,1922,3901,1107,494,645,588,456,305,89,217,4819,1501,3318,906,432,526,516,393,275,69,201,780,377,403,110,41,101,45,40,30,20,16,13,11,2,0,2,0,0,0,0,0,0,211,33,178,91,19,18,27,23,0,0,0
"Colleton County School District, South Carolina","4501830",30780,4745,26035,5838,4038,5334,3686,3610,1608,347,1574,22706,3574,19132,4387,3196,3947,2656,2729,1094,217,906,7255,819,6436,1363,830,1203,935,851,478,127,649,139,92,47,22,0,0,0,15,10,0,0,680,260,420,66,12,184,95,15,26,3,19
"Darlington County School District, South Carolina","4501860",54854,8615,46239,11465,6487,9268,5963,5863,3255,998,2940,42040,6428,35612,9123,5162,7056,4853,4612,2300,738,1768,11349,1881,9468,2100,1112,1942,972,1166,899,222,1055,312,43,269,79,63,1,18,24,18,13,53,1153,263,890,163,150,269,120,61,38,25,64
"Dillon School District 4, South Carolina","4501920",18547,3320,15227,4203,2484,3517,1920,1361,957,269,516,14385,2633,11752,3173,2060,2734,1539,961,752,213,320,3545,431,3114,942,371,686,305,400,203,56,151,49,0,49,49,0,0,0,0,0,0,0,568,256,312,39,53,97,76,0,2,0,45
"Dillon School District 3, South Carolina","4501950",5942,958,4984,1403,1061,682,579,582,372,147,158,4748,764,3984,1183,851,561,435,415,304,87,148,1056,194,862,220,181,121,123,114,68,25,10,0,0,0,0,0,0,0,0,0,0,0,138,0,138,0,29,0,21,53,0,35,0
"Dorchester School District 2, South Carolina","4502010",102843,14084,88759,15616,8349,13823,12641,13492,10089,3738,11011,39494,6330,33164,6848,3580,5432,4773,5251,3282,1094,2904,54085,6074,48011,7162,3797,7409,6725,7263,6009,2311,7335,2705,367,2338,567,267,235,371,375,284,83,156,6559,1313,5246,1039,705,747,772,603,514,250,616
"Edgefield County School District, South Carolina","4502070",22315,4142,18173,4026,2407,3331,2397,2274,1455,670,1613,9978,1571,8407,2033,1314,1739,1003,1085,520,224,489,11010,2238,8772,1812,1013,1229,1257,1068,893,439,1061,243,30,213,77,10,38,22,61,5,0,0,1084,303,781,104,70,325,115,60,37,7,63
"Fairfield County School District, South Carolina","4502100",19235,3502,15733,3537,2658,3309,1915,1731,1093,451,1039,15357,3004,12353,3021,2170,2722,1585,1292,786,232,545,3339,378,2961,432,457,472,276,399,256,219,450,101,0,101,35,1,0,1,29,24,0,11,438,120,318,49,30,115,53,11,27,0,33
"Florence School District 1, South Carolina","4502130",80561,11750,68811,14503,8188,12179,9756,9230,5782,2238,6935,53346,8273,45073,10256,6086,8129,6375,6247,3617,1159,3204,23539,2813,20726,3805,1825,3516,2834,2771,1913,886,3176,729,130,599,121,70,49,172,51,32,57,47,2947,534,2413,321,207,485,375,161,220,136,508
"Florence School District 2, South Carolina","4502160",5515,957,4558,1185,587,793,709,662,348,89,185,4836,870,3966,1064,529,693,620,534,295,77,154,509,60,449,63,58,100,71,79,48,12,18,17,0,17,0,0,0,12,5,0,0,0,153,27,126,58,0,0,6,44,5,0,13
"Florence School District 3, South Carolina","4502190",15366,2524,12842,3158,1770,2826,1864,1566,817,245,596,13014,2189,10825,2639,1401,2407,1653,1346,674,235,470,2078,278,1800,477,309,351,195,214,138,10,106,79,0,79,22,24,13,0,0,0,0,20,195,57,138,20,36,55,16,6,5,0,0
"Florence School District 4, South Carolina","4502220",5083,1005,4078,934,530,843,766,515,231,36,223,4232,904,3328,780,458,732,641,340,200,14,163,696,48,648,146,67,52,107,163,31,22,60,30,0,30,0,0,18,0,12,0,0,0,125,53,72,8,5,41,18,0,0,0,0
"Florence School District 5, South Carolina","4502250",4076,621,3455,800,556,632,446,450,242,91,238,3412,439,2973,696,473,514,407,444,176,71,192,545,154,391,84,76,105,29,6,45,20,26,11,0,11,8,3,0,0,0,0,0,0,108,28,80,12,4,13,10,0,21,0,20
"Georgetown County School District, South Carolina","4502280",50983,6395,44588,9754,5841,8010,5617,6517,3178,1120,4551,28447,3952,24495,6628,3252,4790,2946,3582,1261,422,1614,20737,2245,18492,2930,2301,2979,2390,2715,1776,654,2747,497,25,472,57,94,15,134,42,79,28,23,1302,173,1129,139,194,226,147,178,62,16,167
"Greenville County School District, South Carolina","4502310",399242,55577,343665,65472,38243,60413,45842,47122,31492,12217,42864,188121,28328,159793,33791,20326,29788,22456,22097,12933,5182,13220,169331,19094,150237,25835,14444,22279,18404,21190,16319,6126,25640,4819,680,4139,789,326,629,632,627,383,109,644,36971,7475,29496,5057,3147,7717,4350,3208,1857,800,3360
"Greenwood School District 50, South Carolina","4502340",47288,6974,40314,9522,5464,8066,4834,5584,3247,859,2738,32705,5029,27676,6899,3837,5663,3147,3940,2166,533,1491,11749,1423,10326,1982,1266,1781,1505,1406,908,276,1202,416,101,315,211,15,14,8,0,36,26,5,2418,421,1997,430,346,608,174,238,137,24,40
"Greenwood School District 51, South Carolina","4502370",5647,762,4885,1053,786,1027,755,645,338,88,193,4409,580,3829,751,587,840,626,571,259,58,137,1189,174,1015,283,199,184,121,74,79,30,45,19,0,19,0,0,0,8,0,0,0,11,30,8,22,19,0,3,0,0,0,0,0
"Greenwood School District 52, South Carolina","4502400",6264,723,5541,986,808,1161,745,853,429,138,421,4083,520,3563,727,573,732,479,594,252,99,107,2150,193,1957,247,235,429,266,250,177,39,314,0,0,0,0,0,0,0,0,0,0,0,31,10,21,12,0,0,0,9,0,0,0
"Hampton School District 1, South Carolina","4502430",10398,1375,9023,1784,1313,2023,1450,1312,547,175,419,8661,1254,7407,1403,1106,1722,1216,1076,442,134,308,1573,111,1462,354,207,283,182,208,105,41,82,49,1,48,8,0,4,23,13,0,0,0,115,9,106,19,0,14,29,15,0,0,29
"Hampton School District 2, South Carolina","4502460",6193,1376,4817,1335,868,955,778,465,218,77,121,4378,850,3528,789,702,770,568,375,182,71,71,1465,385,1080,419,135,158,210,90,36,6,26,109,56,53,38,15,0,0,0,0,0,0,241,85,156,89,16,27,0,0,0,0,24
"Horry County School District, South Carolina","4502490",252302,25817,226485,43775,30777,46559,32898,31424,18689,6222,16141,78075,10181,67894,16324,9992,13035,9680,8281,4972,1797,3813,153026,13020,140006,23856,18503,28042,20231,21365,12766,3937,11306,3080,265,2815,607,320,507,578,304,239,110,150,18121,2351,15770,2988,1962,4975,2409,1474,712,378,872
"Jasper County School District, South Carolina","4502520",22174,3094,19080,4493,2666,4340,2966,2135,1215,311,954,10526,1782,8744,2423,1432,1834,1348,960,350,106,291,9272,833,8439,1823,1012,1610,1317,1064,816,192,605,86,0,86,9,43,0,0,0,6,13,15,2290,479,1811,238,179,896,301,111,43,0,43
"Kershaw County School District, South Carolina","4502550",50808,8156,42652,8238,5097,7716,6048,6601,4204,1429,3319,31780,5284,26496,5596,3459,5082,4106,3683,2342,643,1585,17442,2546,14896,2402,1514,2348,1753,2758,1706,773,1642,517,113,404,65,31,91,75,36,75,0,31,1069,213,856,175,93,195,114,124,81,13,61
"Lancaster County School District, South Carolina","4502580",68080,10464,57616,11507,7209,10398,8114,8389,4653,1602,5744,36167,6414,29753,6845,4517,5751,4077,4208,2090,472,1793,28586,3314,25272,4281,2301,4137,3657,3839,2311,1089,3657,537,157,380,34,82,49,20,72,38,9,76,2790,579,2211,347,309,461,360,270,214,32,218
"Laurens School District 55, South Carolina","4502610",30094,4137,25957,5144,3685,6163,3593,3435,2068,559,1310,21163,2947,18216,4000,2730,4150,2370,2503,1386,414,663,7313,920,6393,932,842,1507,952,814,620,140,586,315,13,302,64,16,47,90,58,18,0,9,1303,257,1046,148,97,459,181,60,44,5,52
"Laurens School District 56, South Carolina","4502640",17396,2070,15326,4120,2436,2992,2030,1808,1115,257,568,12723,1454,11269,3034,1836,2281,1514,1257,803,157,387,4188,521,3667,844,570,655,497,527,305,91,178,172,48,124,68,10,27,0,10,0,9,0,313,47,266,174,20,29,19,14,7,0,3
"Lee County School District, South Carolina","4502670",14919,3557,11362,3354,1650,2310,1427,1359,617,147,498,12145,2707,9438,2911,1421,1867,1200,1033,499,101,406,2617,792,1825,443,217,440,165,311,118,46,85,65,18,47,0,12,0,13,15,0,0,7,92,40,52,0,0,3,49,0,0,0,0
"Lexington School District 1, South Carolina","4502700",104755,13980,90775,14436,8107,14122,12058,15056,10921,3814,12261,55596,7554,48042,8372,4433,7436,6765,8094,5578,1965,5399,42247,5064,37183,5113,3208,5263,4690,6242,4846,1602,6219,1402,119,1283,275,74,195,124,186,170,87,172,5510,1243,4267,676,392,1228,479,534,327,160,471
"Lexington School District 2, South Carolina","4502730",53272,6143,47129,8123,5614,9668,8102,7030,3866,1475,3251,31734,3937,27797,5167,3463,5786,4706,3957,2130,848,1740,16107,1536,14571,2354,1662,2563,2493,2336,1441,509,1213,909,161,748,93,57,100,155,139,107,19,78,4522,509,4013,509,432,1219,748,598,188,99,220
"Lexington School District 3, South Carolina","4502760",10793,1378,9415,2011,1224,1691,1206,1333,850,315,785,8022,1129,6893,1578,877,1298,930,935,673,156,446,2267,164,2103,375,267,271,248,309,177,159,297,81,11,70,0,0,30,9,31,0,0,0,423,74,349,58,80,92,19,58,0,0,42
"Lexington School District 4, South Carolina","4502790",14382,2329,12053,2658,1815,2399,1901,1718,820,299,443,9412,1678,7734,1890,1127,1568,1243,1074,433,206,193,4373,466,3907,688,601,770,583,608,362,93,202,48,0,48,6,0,0,15,16,11,0,0,549,185,364,74,87,61,60,20,14,0,48
"Lexington School District 5, South Carolina","4502820",77974,8062,69912,10558,4994,9554,9988,11281,8752,3195,11590,36890,4530,32360,5360,2349,4542,4617,5862,3822,1488,4320,35895,2937,32958,4397,2215,4288,4736,4979,4373,1552,6418,1226,71,1155,232,82,116,165,120,170,73,197,3963,524,3439,569,348,608,470,320,387,82,655
"Marlboro County School District, South Carolina","4502970",23107,5531,17576,4564,2900,3774,2344,2093,1000,355,546,16399,3244,13155,3509,2217,2708,1762,1649,675,257,378,5842,1740,4102,955,669,1013,556,378,303,98,130,171,91,80,34,0,15,11,0,2,0,18,695,456,239,66,14,38,15,66,20,0,20
"McCormick County School District, South Carolina","4503000",8820,2079,6741,1331,1124,1374,870,816,515,221,490,4708,1417,3291,735,566,840,383,290,258,103,116,3894,639,3255,583,529,457,469,506,242,107,362,69,17,52,3,13,3,6,14,4,5,4,149,6,143,10,16,74,12,6,11,6,8
"Newberry County School District, South Carolina","4503030",30699,4518,26181,4713,3621,5458,4134,3583,2060,861,1751,22665,3151,19514,3769,2674,4127,3103,2650,1520,611,1060,6266,987,5279,784,734,823,721,828,523,250,616,98,25,73,9,0,32,27,5,0,0,0,1670,355,1315,151,213,476,283,100,17,0,75
"Oconee County School District, South Carolina","4503060",62600,7942,54658,11923,7465,10521,7055,6789,4375,1534,4996,34147,4930,29217,6825,4055,6135,4298,3517,1950,778,1659,25241,2546,22695,4564,2884,3616,2537,2982,2339,735,3038,716,76,640,121,154,84,66,103,36,7,69,2496,390,2106,413,372,686,154,187,50,14,230
"Orangeburg School District 3, South Carolina","4503150",16052,2893,13159,3772,2207,2463,1490,1544,719,368,596,12061,2329,9732,3082,1733,1795,1101,986,408,237,390,3543,504,3039,646,409,542,334,540,294,91,183,54,28,26,0,0,7,0,16,0,3,0,394,32,362,44,65,119,55,2,17,37,23
"Orangeburg School District 4, South Carolina","4503180",16048,2666,13382,3177,1610,2556,2324,1936,987,182,610,13499,2400,11099,2632,1302,2141,1948,1671,811,136,458,2281,209,2072,453,299,407,319,238,158,46,152,16,10,6,0,1,0,0,0,5,0,0,252,47,205,92,8,8,57,27,13,0,0
"Orangeburg School District 5, South Carolina","4503210",40734,7548,33186,8678,4773,6437,4366,3897,2165,879,1991,30518,5361,25157,6400,4009,4823,3406,3066,1664,644,1145,8711,1756,6955,1995,586,1457,914,693,439,195,676,186,41,145,33,30,14,25,24,0,19,0,1319,390,929,250,148,143,21,114,62,21,170
"Pickens County School District, South Carolina","4503330",101147,13204,87943,23672,10595,16064,11095,10948,6392,2218,6959,58312,8391,49921,13393,6486,9503,6832,6300,3380,1140,2887,37456,4034,33422,9109,3665,5392,3807,4134,2759,994,3562,999,95,904,270,58,90,174,129,47,33,103,4380,684,3696,900,386,1079,282,385,206,51,407
"Richland School District 1, South Carolina","4503360",171968,20793,151175,37514,18718,27431,20862,19090,11398,4170,11992,104573,13807,90766,23876,11743,16968,13083,11251,5709,2143,5993,55611,4976,50635,11634,5708,8464,6417,6542,4844,1787,5239,2626,303,2323,560,148,299,353,327,312,75,249,9158,1707,7451,1444,1119,1700,1009,970,533,165,511
"Richland School District 2, South Carolina","4503390",105854,12740,93114,16642,7177,12478,12524,16286,9932,4245,13830,48372,6400,41972,8649,3620,6143,5530,7105,4812,1546,4567,45700,4531,41169,6288,2583,4847,5644,7560,4255,2383,7609,3666,351,3315,539,302,386,467,704,264,67,586,8116,1458,6658,1166,672,1102,883,917,601,249,1068
"Saluda County School District, South Carolina","4503460",12385,2114,10271,2143,1334,1915,1600,1473,746,290,770,8546,1389,7157,1604,877,1221,1120,988,660,165,522,2132,258,1874,418,250,339,237,258,86,99,187,151,25,126,0,24,0,49,5,0,7,41,1556,442,1114,121,183,355,194,222,0,19,20
"Spartanburg School District 1, South Carolina","4503480",25028,3000,22028,4429,2913,4489,3113,2691,1988,805,1600,14328,1982,12346,2616,1815,2622,1735,1408,996,417,737,9508,899,8609,1494,990,1673,1167,1169,931,373,812,202,66,136,38,0,37,0,22,29,10,0,990,53,937,281,108,157,211,92,32,5,51
"Spartanburg School District 2, South Carolina","4503510",47993,6933,41060,8352,4787,7041,5763,6296,4297,1467,3057,29064,4186,24878,5356,3049,4277,3580,3685,2574,791,1566,15073,1888,13185,2277,1516,2104,1664,2224,1574,571,1255,572,79,493,118,0,70,118,98,24,0,65,3284,780,2504,601,222,590,401,289,125,105,171
"Spartanburg School District 3, South Carolina","4503540",13109,2081,11028,2815,1441,2283,1385,1419,999,190,496,9563,1630,7933,2054,1058,1765,925,1034,699,102,296,2939,255,2684,661,324,437,416,298,276,80,192,18,0,18,0,0,0,0,0,10,8,0,589,196,393,100,59,81,44,87,14,0,8
"Spartanburg School District 4, South Carolina","4503570",15676,3320,12356,2820,1711,2495,1646,1670,882,406,726,10645,2267,8378,2059,1093,1790,1073,1132,620,248,363,4355,895,3460,661,508,654,478,479,237,158,285,69,0,69,0,43,9,0,7,10,0,0,607,158,449,100,67,42,95,52,15,0,78
"Spartanburg School District 5, South Carolina","4503600",35466,4868,30598,5185,3537,5046,4593,4576,3108,1140,3413,18971,2676,16295,2733,2215,2595,2452,2515,1755,594,1436,13100,1788,11312,1608,1096,1967,1691,1745,1222,426,1557,245,64,181,3,34,2,62,26,33,2,19,3150,340,2810,841,192,482,388,290,98,118,401
"Spartanburg School District 6, South Carolina","4503630",52190,6619,45571,9127,5223,9465,6556,6291,4191,1121,3597,28810,3666,25144,5376,2979,5336,3545,3645,2209,578,1476,16819,1761,15058,2703,1781,2545,2206,2072,1654,450,1647,585,53,532,109,85,63,150,27,6,30,62,5976,1139,4837,939,378,1521,655,547,322,63,412
"Spartanburg School District 7, South Carolina","4503660",41261,4630,36631,9299,5033,6651,4886,4418,2748,773,2823,26373,2985,23388,6549,3541,4406,2929,2690,1652,367,1254,12352,1323,11029,2523,1125,1758,1492,1438,911,385,1397,284,8,276,38,34,0,66,52,29,0,57,2252,314,1938,189,333,487,399,238,156,21,115
"Union County School District, South Carolina","4503750",22997,2875,20122,4645,2871,4423,2893,2440,1748,446,656,18837,2400,16437,3996,2333,3486,2430,1906,1416,370,500,3978,439,3539,618,526,928,414,510,328,76,139,52,0,52,12,0,0,36,0,4,0,0,130,36,94,19,12,9,13,24,0,0,17
"Williamsburg County School District, South Carolina","4503780",26959,5549,21410,6178,3512,4159,2705,2503,1249,366,738,21944,4036,17908,5150,2782,3457,2369,2129,1025,318,678,4207,1206,3001,893,594,584,318,354,171,27,60,290,130,160,80,45,1,0,0,34,0,0,518,177,341,55,91,117,18,20,19,21,0
"York School District 1, South Carolina","4503810",26547,4305,22242,4323,3036,4107,3090,3528,2147,516,1495,13257,2040,11217,2222,1718,2138,1448,1866,926,258,641,11817,2004,9813,1989,1196,1593,1484,1376,1116,221,838,152,56,96,1,3,0,8,53,9,22,0,1321,205,1116,111,119,376,150,233,96,15,16
"York School District 2, South Carolina","4503840",30770,4504,26266,4640,2575,3990,3180,3765,2795,1097,4224,6754,1125,5629,981,647,1031,535,920,722,134,659,22221,3062,19159,3426,1721,2775,2444,2640,1988,834,3331,459,69,390,95,38,52,86,60,8,45,6,1336,248,1088,138,169,132,115,145,77,84,228
"York School District 3, South Carolina","4503870",92874,11518,81356,16881,8963,13614,12062,12016,7072,2758,7990,46785,5959,40826,9463,5138,7090,5624,5997,3361,1024,3129,40598,4727,35871,6677,3384,5510,5715,5230,3342,1628,4385,1080,139,941,186,116,71,210,115,81,53,109,4411,693,3718,555,325,943,513,674,288,53,367
"York School District 4, South Carolina","4503900",45054,5789,39265,5926,2739,4751,3481,5803,4538,2047,9980,8356,978,7378,1240,696,1076,823,1345,783,328,1087,32021,3954,28067,4132,1828,3137,2411,4053,3353,1551,7602,740,42,698,107,26,41,43,137,158,17,169,3937,815,3122,447,189,497,204,268,244,151,1122
"Sumter County Consolidated School District, South Carolina","4503902",85450,13209,72241,16479,9267,13763,10380,9886,5392,2150,4924,52686,8629,44057,11171,6137,8691,6440,5835,2838,868,2077,27878,3781,24097,4366,2581,4188,3404,3518,2226,1226,2588,1406,195,1211,228,97,177,166,202,173,22,146,3480,604,2876,714,452,707,370,331,155,34,113
"Marion School District 10, South Carolina","4503908",25656,4088,21568,5295,3703,4484,3230,2315,1338,296,907,20567,3410,17157,4330,2933,3375,2652,1808,1082,214,763,4301,532,3769,812,586,903,539,504,256,53,116,68,0,68,22,14,3,24,0,0,0,5,720,146,574,131,170,203,15,3,0,29,23
"Remainder of South Carolina, South Carolina","4599999",15405,529,14876,6563,1993,2437,1457,1075,627,152,572,981,72,909,325,117,131,70,66,56,24,120,12943,418,12525,5603,1677,2098,1260,880,468,127,412,497,15,482,256,73,62,37,45,8,1,0,984,24,960,379,126,146,90,84,95,0,40
