"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Dorchester School District 4, South Carolina","4500002",41.8,38.5,47.2,44.1,41.5
"Abbeville County School District, South Carolina","4500690",43.2,41.8,47.6,21.7,27.5
"Aiken County School District, South Carolina","4500720",40.9,41.6,40.9,39.5,38.7
"Allendale County School District, South Carolina","4500750",39.3,38.2,46,36.9,32.4
"Anderson School District 1, South Carolina","4500780",39.5,34.3,46,48.3,39.5
"Anderson School District 2, South Carolina","4500810",41.7,37.6,49.5,38.7,36.8
"Anderson School District 4, South Carolina","4500870",44.2,38.8,53.6,38.6,55
"Anderson School District 5, South Carolina","4500900",40,35.7,48.7,46,39.7
"Barnwell School District 45, South Carolina","4501080",38.5,37.9,45.7,42.7,29.5
"Beaufort County School District, South Carolina","4501110",43.8,24.3,53.1,34.1,42.1
"Berkeley County School District, South Carolina","4501170",35.6,28.9,41.4,37,41.5
"Calhoun County School District, South Carolina","4501250",45.8,41.1,53.4,52.6,44.6
"Charleston County School District, South Carolina","4501440",36.8,31.6,41.9,35.6,39.5
"Cherokee County School District, South Carolina","4501500",38.8,35.9,43.8,32,36.6
"Chester County School District, South Carolina","4501530",41.3,38.3,47.4,52.2,65.5
"Chesterfield County School District, South Carolina","4501560",41.5,42.6,40.2,30,37.9
"Clarendon School District 1, South Carolina","4501740",52.6,49.2,60,55.8,56.5
"Clarendon School District 2, South Carolina","4501770",43.1,38.3,51,50.4,46.1
"Clarendon School District 3, South Carolina","4501800",32.7,31.8,34.4,36.1,37.8
"Colleton County School District, South Carolina","4501830",42.2,38.9,53.2,35.3,26.4
"Darlington County School District, South Carolina","4501860",41.2,39.1,47.9,43.1,36.3
"Dorchester School District 2, South Carolina","4502010",35.6,25,43.3,30.8,42.8
"Edgefield County School District, South Carolina","4502070",42.3,43.5,42.1,38.9,39.5
"Fairfield County School District, South Carolina","4502100",44.8,42.4,52.8,29,39.8
"Florence School District 1, South Carolina","4502130",38.5,34.3,45.5,31.9,44.4
"Florence School District 3, South Carolina","4502190",36.9,35.4,43.2,47.7,41.1
"Florence School District 5, South Carolina","4502250",38.9,36.9,44.1,63.7,39.3
"Georgetown County School District, South Carolina","4502280",47.9,40,56.8,50.1,47.1
"Greenville County School District, South Carolina","4502310",37.7,30.6,44.6,38.3,39.8
"Greenwood School District 50, South Carolina","4502340",38.3,34.1,48.5,38.8,37.8
"Hampton School District 1, South Carolina","4502430",39.3,37.2,48.5,49.4,62.1
"Hampton School District 2, South Carolina","4502460",41.9,39,46.2,27.7,43.3
"Horry County School District, South Carolina","4502490",43.8,28.4,52.2,37.4,41.8
"Jasper County School District, South Carolina","4502520",37.9,33.7,45.1,46.5,36.7
"Kershaw County School District, South Carolina","4502550",41.8,35.7,49.1,35.3,48.4
"Lancaster County School District, South Carolina","4502580",41.5,39.7,43.7,38.1,42.6
"Laurens School District 55, South Carolina","4502610",41.3,37.9,50.7,34.6,37.6
"Laurens School District 56, South Carolina","4502640",40.9,38.8,51.3,48.4,31.9
"Lee County School District, South Carolina","4502670",40.8,40.2,42.5,40.6,51.4
"Lexington School District 1, South Carolina","4502700",37.5,30.8,45,43.2,39.6
"Lexington School District 2, South Carolina","4502730",37.8,34.8,44.8,44,34.1
"Lexington School District 3, South Carolina","4502760",44.9,40.2,53.2,51.4,39.8
"Lexington School District 4, South Carolina","4502790",38.5,31.3,50.3,45.8,36.7
"Lexington School District 5, South Carolina","4502820",40.2,31.2,47.6,39,46.4
"Marlboro County School District, South Carolina","4502970",39.4,39.9,38.9,36.5,38.2
"McCormick County School District, South Carolina","4503000",52.4,46,60.5,46.1,64.4
"Newberry County School District, South Carolina","4503030",41.3,41,46,47.5,36.7
"Oconee County School District, South Carolina","4503060",44.9,36.5,54.5,53.9,41.3
"Orangeburg School District 3, South Carolina","4503150",44.4,38.6,56.1,36.5,40.5
"Orangeburg School District 4, South Carolina","4503180",38.4,35.6,50.2,50.8,50.6
"Orangeburg School District 5, South Carolina","4503210",37.5,36,41.8,31,41.1
"Pickens County School District, South Carolina","4503330",35.8,32.4,42.4,47.8,34.9
"Richland School District 1, South Carolina","4503360",32,30.5,34,40.3,32.5
"Richland School District 2, South Carolina","4503390",36,29.6,41,35.2,45.7
"Saluda County School District, South Carolina","4503460",41.4,41.1,53,36.2,32.3
"Spartanburg School District 1, South Carolina","4503480",45.5,39.4,52.8,46.8,49.1
"Spartanburg School District 2, South Carolina","4503510",39.2,34.8,45,47.7,42.6
"Spartanburg School District 4, South Carolina","4503570",39.1,35.9,46.6,26.8,47.3
"Spartanburg School District 5, South Carolina","4503600",36.3,31.3,44,33.7,44.4
"Spartanburg School District 6, South Carolina","4503630",34.5,28,44.8,48,38.3
"Spartanburg School District 7, South Carolina","4503660",39.8,35.8,46.8,32.9,41.7
"Union County School District, South Carolina","4503750",43.7,42.2,46.7,78.3,44.3
"Williamsburg County School District, South Carolina","4503780",41.5,41.6,42.1,37.9,35.9
"York School District 1, South Carolina","4503810",40.7,36.8,43.6,46.8,36.4
"York School District 2, South Carolina","4503840",39.7,31.4,41.1,28.7,47.3
"York School District 3, South Carolina","4503870",36.8,32.9,40.5,40.6,40.7
"York School District 4, South Carolina","4503900",38.4,37.4,37.9,41.4,42
"Sumter County Consolidated School District, South Carolina","4503902",35.8,32,41.3,30,41.4
"Marion School District 10, South Carolina","4503908",40.2,38.5,50,56.2,40.4
"Remainder of South Carolina, South Carolina","4599999",20.3,19.8,20.2,20.2,25.7
