"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Butts County, Georgia","13035",23401,1444,3778,2359,3300,3474,3524,1721,344,665,1615,1177,17557,1406,3300,1791,2559,2332,2247,1253,237,505,1102,825,5301,38,426,390,657,1042,1164,468,107,152,505,352,82,0,0,3,8,36,19,0,0,8,8,0,461,0,52,175,76,64,94,0,0,0,0,0
"Calhoun County, Georgia","13037",6488,364,1000,602,1113,959,997,366,165,188,374,360,5203,364,943,473,891,692,787,290,100,139,279,245,1019,0,40,101,112,193,188,66,65,49,90,115,37,0,0,0,18,19,0,0,0,0,0,0,229,0,17,28,92,55,22,10,0,0,5,0
"Camden County, Georgia","13039",49293,3829,9631,6621,6745,6850,6741,2419,951,1238,2775,1493,16031,2028,3972,1923,1377,1923,1583,651,252,445,1138,739,30971,1750,5421,4369,5031,4459,4712,1682,627,767,1538,615,1133,51,173,220,134,211,248,12,23,7,0,54,1158,0,65,109,203,257,198,74,49,19,99,85
"Candler County, Georgia","13043",10715,747,2043,1174,1075,1509,1302,565,347,381,862,710,7295,699,1592,613,671,920,992,276,290,240,509,493,2846,48,443,416,329,382,231,245,47,141,347,217,12,0,0,0,0,0,12,0,0,0,0,0,562,0,8,145,75,207,67,44,10,0,6,0
"Carroll County, Georgia","13045",109227,7902,20312,13830,15194,15176,14271,6111,2390,2714,6785,4542,74106,7301,16410,9519,9996,8684,8224,3944,1546,1633,3921,2928,29077,534,3339,3330,3528,5417,5215,1851,722,1020,2626,1495,909,0,104,188,206,129,217,24,12,0,13,16,5135,67,459,793,1464,946,615,292,110,61,225,103
"Catoosa County, Georgia","13047",62951,3971,11925,5111,7769,9560,8882,3704,1557,2133,4960,3379,22833,1540,4886,1940,2679,3205,3132,1337,414,865,1648,1187,38363,2401,6907,3010,4812,5839,5434,2292,1131,1226,3166,2145,475,0,27,75,101,114,74,0,12,23,35,14,1280,30,105,86,177,402,242,75,0,19,111,33
"Charlton County, Georgia","13049",12310,727,2125,1095,1727,1756,2034,794,233,312,993,514,6892,508,1237,657,728,983,1098,431,169,229,524,328,5317,219,888,430,999,773,852,363,64,83,460,186,71,0,0,0,0,0,71,0,0,0,0,0,30,0,0,8,0,0,13,0,0,0,9,0
"Chatham County, Georgia","13051",256428,18045,40984,32696,38685,31906,34323,15143,5565,7463,16871,14747,151340,15568,30514,18551,18382,16271,19068,8559,2982,3888,9564,7993,86320,2231,8771,11052,15457,12176,12811,5749,2333,3094,6484,6162,3806,194,622,632,1001,537,538,62,15,45,86,74,14962,52,1077,2461,3845,2922,1906,773,235,436,737,518
"Chattahoochee County, Georgia","13053",11702,956,2060,2740,2913,1423,749,216,41,145,380,79,2673,534,671,432,328,206,213,81,24,77,100,7,7666,309,1165,2012,2262,937,462,131,10,68,238,72,711,95,189,77,181,91,36,0,0,0,42,0,652,18,35,219,142,189,38,4,7,0,0,0
"Chattooga County, Georgia","13055",25985,1571,4413,2265,3463,3839,3608,1690,745,651,2030,1710,19078,1337,3570,1664,2491,2816,2361,1122,613,481,1462,1161,6068,217,726,496,753,867,1132,501,132,170,525,549,144,0,66,25,36,8,9,0,0,0,0,0,695,17,51,80,183,148,106,67,0,0,43,0
"Cherokee County, Georgia","13057",206283,16070,40836,15753,28063,35010,30971,12007,4010,5668,11097,6798,93109,13792,28063,8143,9978,10169,8811,3524,1340,1996,4473,2820,93779,2037,11386,5555,12777,20658,18688,7622,2441,3198,5784,3633,2051,100,285,138,349,614,359,42,0,44,99,21,17344,141,1102,1917,4959,3569,3113,819,229,430,741,324
"Clarke County, Georgia","13059",115070,7085,13384,35430,19058,11780,10234,4713,1603,2241,5058,4484,65754,6345,9776,21001,8302,5373,5168,2458,774,1237,2892,2428,35293,562,2512,11058,6646,3912,3697,1907,692,830,1799,1678,1361,56,119,460,355,175,89,26,10,0,58,13,12662,122,977,2911,3755,2320,1280,322,127,174,309,365
"Clay County, Georgia","13061",2981,238,548,185,320,286,361,239,144,98,276,286,2393,238,494,143,264,215,302,118,84,58,236,241,584,0,54,42,56,71,59,117,60,40,40,45,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clayton County, Georgia","13063",260156,22229,54633,27104,41135,41597,34687,13482,3767,4956,10403,6163,127571,19805,35694,12778,14891,14993,12558,5691,1693,2138,4409,2921,90430,2092,14833,9067,15344,17009,16136,5678,1575,1897,4350,2449,4156,138,1091,733,747,716,383,238,9,12,60,29,37999,194,3015,4526,10153,8879,5610,1875,490,909,1584,764
"Clinch County, Georgia","13065",6841,589,1212,555,940,841,1025,549,56,210,688,176,5547,537,1119,384,777,695,848,276,18,210,514,169,1254,52,93,131,163,146,177,273,38,0,174,7,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0
"Cobb County, Georgia","13067",677402,50023,125572,61718,102348,111132,101451,40025,13168,16004,32824,23137,252048,41904,75711,24130,24838,23367,23457,10461,3493,4947,10143,9597,313626,6762,39909,24632,48858,61431,60552,24162,8070,9299,18396,11555,8712,206,1090,1147,1388,1859,1570,630,86,170,402,164,103016,1151,8862,11809,27264,24475,15872,4772,1519,1588,3883,1821
"Coffee County, Georgia","13069",41647,3120,7999,4367,5540,5981,5705,2357,825,1224,2721,1808,32014,2982,6923,3176,3747,4012,4063,1960,584,897,2185,1485,7021,138,944,664,1016,1404,1342,345,222,286,391,269,160,0,15,44,18,27,12,20,19,0,5,0,2452,0,117,483,759,538,288,32,0,41,140,54
"Colquitt County, Georgia","13071",44712,3684,8655,4462,5782,6192,5541,2558,833,1312,3199,2494,32796,3377,6991,2812,3455,3880,4128,2070,608,1063,2462,1950,6890,256,1201,731,885,1007,1078,373,189,183,495,492,269,0,4,8,90,66,79,7,0,0,15,0,4757,51,459,911,1352,1239,256,108,36,66,227,52
"Columbia County, Georgia","13073",117858,7984,24511,9625,13776,18265,18509,7591,2663,3024,6938,4972,56695,6981,15615,5079,6215,6825,6778,2555,898,1247,2510,1992,50251,917,7626,3708,6282,8996,9389,4198,1453,1561,3689,2432,3456,47,757,263,380,830,759,175,32,0,95,118,7456,39,513,575,899,1614,1583,663,280,216,644,430
"Cook County, Georgia","13075",16976,1312,3335,1516,2055,2433,2179,948,411,565,1273,949,12708,1263,2790,1117,1421,1658,1418,741,282,379,891,748,3563,35,458,231,476,565,709,207,113,186,382,201,129,14,27,39,9,0,40,0,0,0,0,0,576,0,60,129,149,210,12,0,16,0,0,0
"Coweta County, Georgia","13077",121528,9149,24473,9080,15968,19950,17741,7153,2860,3249,7334,4571,69743,7999,17345,5950,8440,9042,8489,3256,1267,1589,3564,2802,43654,1063,6326,2478,5542,8689,7944,3460,1415,1610,3476,1651,1567,45,364,68,293,386,275,91,28,0,0,17,6564,42,438,584,1693,1833,1033,346,150,50,294,101
"Crawford County, Georgia","13079",12821,753,2260,1155,1393,2007,2052,927,351,310,1137,476,10457,703,2062,1118,1132,1448,1568,636,302,185,909,394,2129,50,198,37,73,525,482,291,49,114,228,82,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,188,34,2,0,0,11,0,0
"Crisp County, Georgia","13081",23182,1746,4440,2168,2630,2781,3325,1434,626,817,1744,1471,19280,1701,3918,1761,2166,2224,2508,1200,526,689,1317,1270,3588,45,499,350,395,510,789,234,92,101,419,154,36,0,18,0,0,0,0,0,8,10,0,0,278,0,5,57,69,47,28,0,0,17,8,47
"Dade County, Georgia","13083",16595,939,2717,2194,1854,2069,2464,1210,367,483,1374,924,5746,456,1176,529,636,635,859,387,160,116,464,328,10421,483,1523,1507,1157,1388,1597,757,207,367,846,589,93,0,12,20,16,28,8,9,0,0,0,0,335,0,6,138,45,18,0,57,0,0,64,7
"Dawson County, Georgia","13085",21758,1330,3734,1814,2555,3112,3312,1678,647,796,1892,888,13472,1070,3008,1002,1602,1862,1804,818,292,483,1150,381,7456,219,604,587,814,1196,1366,839,345,297,701,488,131,0,52,19,13,7,27,0,0,0,13,0,699,41,70,206,126,47,115,21,10,16,28,19
"Decatur County, Georgia","13087",27920,1888,5390,2630,3418,3644,4044,1823,568,699,2095,1721,20088,1544,4303,2003,2299,2508,2697,1277,424,392,1415,1226,7120,334,1000,500,940,1034,1249,505,144,286,640,488,61,10,0,0,0,19,7,11,0,14,0,0,651,0,87,127,179,83,91,30,0,7,40,7
"DeKalb County, Georgia","13089",685371,50469,116619,69100,118217,109322,94768,37762,13452,16497,32833,26332,306614,44194,79569,29073,36258,32926,33233,14682,4893,6053,13934,11799,259228,4729,26064,25245,48262,50654,45567,17896,6645,8169,14299,11698,7889,209,1194,1354,1707,1911,771,185,86,162,185,125,111640,1337,9792,13428,31990,23831,15197,4999,1828,2113,4415,2710
"Dodge County, Georgia","13091",21402,1323,3758,2420,2433,3206,2899,1351,375,766,1674,1197,17825,1260,3258,2052,1887,2583,2230,1132,315,680,1385,1043,3251,56,471,281,486,573,589,219,60,86,289,141,33,0,15,10,0,8,0,0,0,0,0,0,293,7,14,77,60,42,80,0,0,0,0,13
"Dooly County, Georgia","13093",14283,977,2275,1307,1614,2183,2178,1050,333,439,1164,763,11933,943,2060,981,1315,1551,1720,893,324,439,979,728,1955,34,208,228,248,528,384,151,9,0,144,21,0,0,0,0,0,0,0,0,0,0,0,0,395,0,7,98,51,104,74,6,0,0,41,14
"Dougherty County, Georgia","13095",94514,7195,17427,12208,12645,11195,12265,5934,2047,2257,5996,5345,72338,6747,14743,9069,9329,8114,9155,4221,1471,1718,3960,3811,19489,448,2509,2498,2799,2624,2711,1544,554,507,1879,1416,607,0,107,232,106,50,54,23,11,0,12,12,2080,0,68,409,411,407,345,146,11,32,145,106
"Douglas County, Georgia","13097",127800,9719,26710,10638,17869,21780,18402,7047,2146,3266,6381,3842,64131,8354,16586,5863,7202,7859,6889,3335,1172,1642,3249,1980,51897,1322,9050,3808,7932,10883,9232,3112,859,1546,2638,1515,1098,10,205,76,211,182,296,16,22,0,69,11,10674,33,869,891,2524,2856,1985,584,93,78,425,336
"Early County, Georgia","13099",11286,769,2256,1042,1169,1328,1584,551,254,555,984,794,8617,619,1876,803,798,946,1160,468,167,380,800,600,2612,150,380,224,346,375,424,83,87,175,184,184,7,0,0,0,0,7,0,0,0,0,0,0,50,0,0,15,25,0,0,0,0,0,0,10
"Echols County, Georgia","13101",3973,259,1023,319,842,467,455,117,54,58,223,156,2324,259,694,180,308,222,201,72,54,58,171,105,947,0,247,84,140,162,192,19,0,0,52,51,0,0,0,0,0,0,0,0,0,0,0,0,702,0,82,55,394,83,62,26,0,0,0,0
"Effingham County, Georgia","13103",50513,3707,10833,4346,6391,8019,7862,2662,939,1366,2822,1566,33796,3379,8289,3432,3592,4401,4548,1692,544,881,1823,1215,15196,297,2448,825,2528,3309,2813,890,386,442,944,314,492,16,52,11,172,87,125,3,0,22,4,0,1029,15,44,78,99,222,376,77,9,21,51,37
"Elbert County, Georgia","13105",20421,1289,3572,1953,2212,2668,2904,1159,598,806,1595,1665,15046,1185,2794,1434,1235,1625,1965,970,537,680,1278,1343,4672,104,737,450,691,844,884,175,61,113,317,296,93,0,20,0,7,52,0,14,0,0,0,0,610,0,21,69,279,147,55,0,0,13,0,26
"Emanuel County, Georgia","13107",22348,1724,4000,2215,2844,2787,3128,1257,619,730,1763,1281,18691,1695,3661,1700,2430,2015,2339,1060,559,652,1460,1120,2825,29,263,293,252,578,665,176,60,69,279,161,41,0,0,0,5,8,15,13,0,0,0,0,791,0,76,222,157,186,109,8,0,9,24,0
"Evans County, Georgia","13109",10966,781,2093,1151,1160,1698,1466,505,318,330,783,681,8583,768,1849,845,845,1011,1047,444,241,298,632,603,1456,13,155,119,130,334,339,61,76,19,144,66,118,0,6,0,28,33,51,0,0,0,0,0,809,0,83,187,157,320,29,0,1,13,7,12
"Fannin County, Georgia","13111",23337,1211,3303,1535,2104,2814,3631,2173,560,1173,2848,1985,12641,1092,2537,955,1096,978,1482,974,367,568,1565,1027,10250,119,738,538,925,1674,2130,1182,190,594,1230,930,19,0,14,0,0,0,0,5,0,0,0,0,427,0,14,42,83,162,19,12,3,11,53,28
"Fayette County, Georgia","13113",105344,5127,23239,7418,8011,15670,19374,7868,2633,3639,7078,5287,42650,4250,13595,3752,2470,4466,5240,2472,807,1032,2326,2240,51696,828,8279,3013,3790,8341,11911,4661,1602,2285,4315,2671,1677,20,342,128,114,369,317,221,11,66,27,62,9321,29,1023,525,1637,2494,1906,514,213,256,410,314
"Floyd County, Georgia","13115",95810,6643,16848,9771,11828,13117,13118,5914,2268,2862,7293,6148,66776,5808,13672,6820,7593,8373,8256,4062,1382,1718,5052,4040,22192,654,2555,1842,2285,3293,4122,1546,753,1060,2084,1998,434,11,36,78,48,84,50,103,0,15,0,9,6408,170,585,1031,1902,1367,690,203,133,69,157,101
"Forsyth County, Georgia","13117",163885,13618,35945,9222,19064,32374,24198,8497,3015,3933,8774,5245,68746,11538,22688,4049,5568,8165,6884,2951,830,1306,2944,1823,72646,1852,11162,3234,8344,17767,14011,4870,1789,2114,4786,2717,1534,71,143,108,222,565,163,89,90,49,23,11,20959,157,1952,1831,4930,5877,3140,587,306,464,1021,694
"Franklin County, Georgia","13119",22121,1353,3724,2215,2337,2910,3075,1375,606,864,2035,1627,16431,1231,3117,1331,1615,2057,2281,918,511,636,1515,1219,5059,120,568,681,579,758,750,447,95,190,512,359,70,2,6,0,21,0,41,0,0,0,0,0,561,0,33,203,122,95,3,10,0,38,8,49
"Fulton County, Georgia","13121",886982,61937,151914,93834,148742,140608,124718,49990,17620,20708,41978,34933,398425,53141,101253,41791,50159,40071,41238,19467,6763,8306,19499,16737,363096,7085,38166,38088,64839,71944,64846,24897,9004,10806,18160,15261,10495,303,1993,1336,2464,1944,1486,392,232,50,122,173,114966,1408,10502,12619,31280,26649,17148,5234,1621,1546,4197,2762
"Gilmer County, Georgia","13123",28076,1716,4680,1992,3219,3691,4032,2233,633,1295,2947,1638,18578,1560,3960,1108,1945,1966,2660,1418,395,957,1633,976,7761,156,620,623,725,1225,1295,759,218,338,1189,613,168,0,6,9,6,55,15,30,20,0,20,7,1569,0,94,252,543,445,62,26,0,0,105,42
"Glascock County, Georgia","13125",3007,174,615,185,393,431,462,166,60,94,203,224,2531,169,552,133,347,342,351,150,54,85,163,185,414,5,54,47,46,82,72,16,6,7,40,39,40,0,0,0,0,7,33,0,0,0,0,0,22,0,9,5,0,0,6,0,0,2,0,0
"Glynn County, Georgia","13127",77632,5209,13628,6568,9360,10274,11290,5139,2122,2698,6369,4975,45836,4469,10126,4400,4934,5287,5747,2652,1160,1244,3197,2620,26998,618,2905,1534,3281,3917,5062,2342,939,1389,2895,2116,735,23,83,43,156,259,102,28,0,8,0,33,4063,99,514,591,989,811,379,117,23,57,277,206
"Gordon County, Georgia","13129",54059,4215,10522,4751,7315,8042,7316,3144,1241,1473,3684,2356,36666,3766,8287,3060,4141,4428,4587,2124,834,1021,2591,1827,12350,421,1826,974,1638,2335,2095,829,361,411,991,469,205,28,56,12,25,28,44,10,0,2,0,0,4838,0,353,705,1511,1251,590,181,46,39,102,60
"Grady County, Georgia","13131",24738,1912,4587,2239,3029,3308,3427,1751,552,641,1888,1404,17823,1780,3662,1304,2047,2188,2404,1201,344,481,1432,980,5321,132,817,548,391,851,916,499,168,155,420,424,86,0,0,40,35,2,9,0,0,0,0,0,1508,0,108,347,556,267,98,51,40,5,36,0
"Greene County, Georgia","13133",15844,845,2583,1087,1703,1740,2081,1442,549,809,1999,1006,11922,830,2388,1025,1381,1212,1593,883,392,388,1237,593,3419,15,150,37,153,451,445,456,157,421,741,393,66,0,0,0,0,27,27,12,0,0,0,0,437,0,45,25,169,50,16,91,0,0,21,20
"Gwinnett County, Georgia","13135",778022,63956,163557,65513,115956,134320,115247,39284,13913,16085,30431,19760,264313,54063,90021,20975,22049,23597,22132,8935,3096,3937,8265,7243,303108,8024,52170,23424,42181,58639,58799,21031,7521,8178,14363,8778,11979,357,2987,1291,2036,2557,1454,341,285,210,309,152,198622,1512,18379,19823,49690,49527,32862,8977,3011,3760,7494,3587
"Habersham County, Georgia","13137",42212,2894,7194,4857,5449,5637,4682,2818,806,1605,3506,2764,28776,2615,5826,3526,3342,3307,2728,1620,603,907,2397,1905,9653,117,1021,1150,1041,1525,1319,972,194,563,1044,707,194,30,0,4,5,37,33,15,5,28,0,37,3589,132,347,177,1061,768,602,211,4,107,65,115
"Hall County, Georgia","13139",175001,14679,34253,16305,24915,25620,23012,9242,3685,4669,10692,7929,98415,13203,25285,8542,9843,10743,11211,4731,1959,2231,5799,4868,46487,1157,6118,3467,6161,7813,8120,3585,1328,2069,4091,2578,1764,38,453,177,361,256,288,90,39,22,14,26,28335,281,2397,4119,8550,6808,3393,836,359,347,788,457
"Hancock County, Georgia","13141",9649,474,1444,1029,1068,1408,1515,567,356,420,803,565,8236,474,1196,978,884,1203,1271,466,294,370,622,478,1128,0,112,43,133,164,202,101,62,50,181,80,17,0,0,0,17,0,0,0,0,0,0,0,268,0,136,8,34,41,42,0,0,0,0,7
"Haralson County, Georgia","13143",28574,1969,5367,2449,3289,4033,4125,1737,651,1105,2169,1680,22784,1857,5006,2050,2402,3285,2767,1379,372,745,1691,1230,5459,112,336,383,794,707,1340,358,279,280,435,435,41,0,0,0,27,11,0,0,0,0,3,0,290,0,25,16,66,30,18,0,0,80,40,15
"Harris County, Georgia","13145",30807,1753,5816,2186,2776,4702,5188,2211,862,1367,2355,1591,18615,1590,4354,1443,1789,2524,2456,1201,479,665,1033,1081,10850,161,1266,626,910,2007,2457,917,369,611,1084,442,579,0,194,75,39,99,107,40,0,0,25,0,763,2,2,42,38,72,168,53,14,91,213,68
"Hart County, Georgia","13147",25024,1676,4028,1906,2941,3097,3638,1458,745,1255,2445,1835,15522,1255,2501,1165,1637,1776,2259,822,539,719,1457,1392,8875,421,1527,626,1042,1292,1246,621,206,520,931,443,116,0,0,16,30,0,25,0,0,0,45,0,511,0,0,99,232,29,108,15,0,16,12,0
"Heard County, Georgia","13149",11720,703,2373,917,1218,1781,1821,723,263,472,888,561,8690,660,2117,646,1075,1230,1158,402,123,304,542,433,2820,43,231,228,114,548,642,253,136,164,346,115,110,0,14,34,2,0,1,59,0,0,0,0,100,0,11,9,27,3,20,9,4,4,0,13
"Henry County, Georgia","13151",193717,13867,43332,15295,24944,34160,28507,10485,3385,4525,9456,5761,104678,11761,29249,8992,12241,14253,12249,4953,1477,1908,4564,3031,71621,1970,12306,4930,9598,15009,13147,4578,1623,2241,4045,2174,2971,107,699,392,498,635,416,91,20,41,49,23,14447,29,1078,981,2607,4263,2695,863,265,335,798,533
"Houston County, Georgia","13153",134880,9843,26508,13333,18770,19088,20107,7512,2295,3526,8257,5641,71718,8346,17507,7266,9131,8605,8562,3449,928,1556,3732,2636,52991,1412,7738,4630,7745,8498,9748,3392,1178,1807,4016,2827,3400,59,838,743,409,629,596,45,25,11,26,19,6771,26,425,694,1485,1356,1201,626,164,152,483,159
"Irwin County, Georgia","13155",9642,607,1801,853,1033,1394,1359,492,155,484,806,658,7627,578,1682,734,756,1017,872,357,137,421,532,541,1796,29,119,119,269,291,374,123,18,63,274,117,26,0,0,0,0,0,26,0,0,0,0,0,193,0,0,0,8,86,87,12,0,0,0,0
"Jackson County, Georgia","13157",58347,4355,11172,4654,7975,8622,8364,3481,1642,1601,4007,2474,39948,3978,8963,3452,5290,5425,4586,2041,1002,934,2506,1771,15188,266,1953,906,1673,2768,3255,1139,587,615,1391,635,562,0,18,61,124,34,170,76,36,0,43,0,2649,111,238,235,888,395,353,225,17,52,67,68
"Jasper County, Georgia","13159",13695,962,2551,1188,1655,1895,2040,1016,383,348,869,788,10407,877,2301,856,1104,1447,1400,698,307,217,610,590,2824,85,213,233,361,437,618,285,46,108,253,185,36,0,6,0,16,0,3,0,11,0,0,0,428,0,31,99,174,11,19,33,19,23,6,13
"Jeff Davis County, Georgia","13161",14558,1210,2807,1410,1603,2001,1982,751,478,502,1117,697,11583,1144,2352,1157,935,1523,1457,613,434,397,924,647,2226,66,426,104,454,360,340,138,44,105,139,50,74,0,0,9,0,24,41,0,0,0,0,0,675,0,29,140,214,94,144,0,0,0,54,0
"Jefferson County, Georgia","13163",16919,1183,3238,1570,1845,2266,2329,992,500,582,1320,1094,14258,1129,2885,1280,1492,1801,1852,818,433,528,1067,973,2326,54,281,258,270,355,460,162,67,45,253,121,61,0,6,0,38,0,17,0,0,0,0,0,274,0,66,32,45,110,0,12,0,9,0,0
"Jenkins County, Georgia","13165",8400,708,1312,823,1083,857,1219,481,286,333,699,599,6918,708,1141,677,795,681,971,405,254,206,544,536,1035,0,171,103,120,148,135,53,17,91,134,63,77,0,0,0,0,0,18,23,0,36,0,0,370,0,0,43,168,28,95,0,15,0,21,0
"Johnson County, Georgia","13167",9967,573,1651,911,1238,1387,1637,786,240,193,687,664,8576,573,1542,827,1018,1182,1277,595,227,173,593,569,1226,0,99,76,186,188,296,173,13,20,80,95,55,0,10,8,0,0,37,0,0,0,0,0,110,0,0,0,34,17,27,18,0,0,14,0
