"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Butts County, Georgia","13035",15820,3723,7140,3523,811,623,11060,2988,5240,2097,400,335,4447,635,1825,1382,345,260,79,8,27,33,11,0,234,92,48,11,55,28
"Calhoun County, Georgia","13037",4522,1434,1670,1026,292,100,3423,1031,1297,802,218,75,878,245,341,215,62,15,37,9,9,9,10,0,184,149,23,0,2,10
"Camden County, Georgia","13039",29212,3184,9753,10314,3541,2420,8108,1442,2782,2560,702,622,19431,1536,6539,7153,2648,1555,689,70,85,335,121,78,984,136,347,266,70,165
"Candler County, Georgia","13043",6751,1521,3084,1258,633,255,4391,1041,1948,773,435,194,1939,408,872,432,166,61,12,0,0,12,0,0,409,72,264,41,32,0
"Carroll County, Georgia","13045",67183,14222,23581,17111,7736,4533,40876,9655,15152,9685,4304,2080,21874,2859,7194,6720,2952,2149,617,132,73,212,129,71,3816,1576,1162,494,351,233
"Catoosa County, Georgia","13047",41944,7520,13230,13919,5103,2172,14467,3061,5361,4138,1350,557,26045,4269,7577,9252,3493,1454,373,47,55,223,22,26,1059,143,237,306,238,135
"Charlton County, Georgia","13049",8363,2292,3562,1907,362,240,4490,1171,2079,967,206,67,3780,1082,1464,940,121,173,71,17,19,0,35,0,22,22,0,0,0,0
"Chatham County, Georgia","13051",164703,20796,48962,47215,31013,16717,86707,13798,31172,23871,12670,5196,64266,4140,14791,20214,15482,9639,2358,171,669,791,559,168,11372,2687,2330,2339,2302,1714
"Chattahoochee County, Georgia","13053",5946,404,1250,2421,1423,448,1036,132,415,384,47,58,4180,212,720,1696,1207,345,350,56,68,134,78,14,380,4,47,207,91,31
"Chattooga County, Georgia","13055",17736,5608,6575,4135,942,476,12507,4201,4641,2791,555,319,4629,1292,1669,1239,292,137,53,16,9,8,0,20,547,99,256,97,95,0
"Cherokee County, Georgia","13057",133624,14781,32762,41238,32731,12112,43111,6936,14097,12101,7470,2507,74801,3595,15291,25512,22345,8058,1528,98,215,580,502,133,14184,4152,3159,3045,2414,1414
"Clarke County, Georgia","13059",59171,9307,12937,12551,12973,11403,28632,5594,7943,6602,5666,2827,21161,1158,3096,4697,5831,6379,726,92,111,128,216,179,8652,2463,1787,1124,1260,2018
"Clay County, Georgia","13061",2010,440,927,472,93,78,1518,368,717,325,63,45,488,72,210,143,30,33,4,0,0,4,0,0,0,0,0,0,0,0
"Clayton County, Georgia","13063",156190,27164,51686,49396,19868,8076,59294,9831,23867,17097,6198,2301,64438,6043,18271,25799,9852,4473,2194,185,810,844,270,85,30264,11105,8738,5656,3548,1217
"Clinch County, Georgia","13065",4485,1216,1779,722,453,315,3507,983,1389,566,398,171,978,233,390,156,55,144,0,0,0,0,0,0,0,0,0,0,0,0
"Cobb County, Georgia","13067",440089,43332,89627,114154,128905,64071,110303,12097,29727,29981,27490,11008,242323,11435,40404,67980,82465,40039,6269,575,1260,1608,1937,889,81194,19225,18236,14585,17013,12135
"Coffee County, Georgia","13069",26161,6829,9858,6591,1689,1194,18933,4777,7311,5009,1034,802,5275,1032,1948,1405,529,361,101,20,11,40,24,6,1852,1000,588,137,102,25
"Colquitt County, Georgia","13071",27911,7881,10690,6223,1927,1190,19616,4899,8166,4513,1143,895,4702,1076,1456,1395,517,258,257,15,86,54,95,7,3336,1891,982,261,172,30
"Columbia County, Georgia","13073",75738,7616,20225,22314,15942,9641,29020,4084,9490,8121,5114,2211,38000,2293,8963,12276,8777,5691,2389,173,547,816,587,266,6329,1066,1225,1101,1464,1473
"Cook County, Georgia","13075",10813,3003,4091,2594,744,381,7538,2175,3088,1704,331,240,2839,600,956,796,346,141,49,13,0,36,0,0,387,215,47,58,67,0
"Coweta County, Georgia","13077",78826,10085,25771,22685,13741,6544,38449,6874,15274,9353,4658,2290,33787,1936,8322,11728,7949,3852,1090,63,382,279,263,103,5500,1212,1793,1325,871,299
"Crawford County, Georgia","13079",8653,1839,3464,2174,939,237,6574,1515,2588,1609,702,160,1844,321,654,565,227,77,0,0,0,0,0,0,235,3,222,0,10,0
"Crisp County, Georgia","13081",14828,3940,5740,3406,1046,696,11900,3465,4716,2496,705,518,2694,381,967,838,330,178,18,0,0,10,8,0,216,94,57,62,3,0
"Dade County, Georgia","13083",10745,2249,3662,3027,1243,564,3585,885,1388,925,248,139,6908,1337,2187,2046,922,416,61,8,23,21,0,9,191,19,64,35,73,0
"Dawson County, Georgia","13085",14880,2290,5819,3973,1955,843,8392,1587,3828,1925,702,350,6046,583,1816,1946,1232,469,60,0,34,13,5,8,382,120,141,89,16,16
"Decatur County, Georgia","13087",18012,4390,6516,4850,1371,885,12238,3428,4536,3084,675,515,5286,821,1837,1645,632,351,51,14,17,19,1,0,437,127,126,102,63,19
"DeKalb County, Georgia","13089",449183,54534,102042,118883,105892,67832,153778,20780,47844,42682,28613,13859,203190,9941,33503,59071,61040,39635,5132,352,858,1348,1500,1074,87083,23461,19837,15782,14739,13264
"Dodge County, Georgia","13091",13901,3209,5837,2936,1247,672,11255,2739,4904,2176,964,472,2443,372,904,726,265,176,8,0,0,0,8,0,195,98,29,34,10,24
"Dooly County, Georgia","13093",9724,2945,3953,1894,569,363,7949,2433,3214,1571,491,240,1485,319,694,295,73,104,0,0,0,0,0,0,290,193,45,28,5,19
"Dougherty County, Georgia","13095",57684,11151,16909,18331,6810,4483,41779,9009,12537,13124,4436,2673,14034,1644,3913,4988,2074,1415,268,8,55,93,84,28,1603,490,404,126,216,367
"Douglas County, Georgia","13097",80733,11017,26450,24172,12908,6186,33328,5435,13357,8830,3755,1951,37717,3354,10481,12920,7573,3389,807,43,127,402,182,53,8881,2185,2485,2020,1398,793
"Early County, Georgia","13099",7219,1654,3022,1571,505,467,5319,1259,2394,1029,390,247,1858,374,628,521,115,220,7,0,0,7,0,0,35,21,0,14,0,0
"Echols County, Georgia","13101",2372,764,1033,431,83,61,1191,233,577,271,59,51,616,126,320,148,12,10,0,0,0,0,0,0,565,405,136,12,12,0
"Effingham County, Georgia","13103",31627,4955,13177,8592,3250,1653,18696,3462,8577,4214,1468,975,11626,1316,4219,3806,1654,631,413,18,166,174,23,32,892,159,215,398,105,15
"Elbert County, Georgia","13105",13607,3675,5855,2775,846,456,9633,2619,4601,1655,517,241,3381,789,1065,1012,308,207,73,0,31,42,0,0,520,267,158,66,21,8
"Emanuel County, Georgia","13107",14409,3972,5648,3397,774,618,11635,3199,4617,2765,571,483,2240,342,1010,604,169,115,41,8,8,20,0,5,493,423,13,8,34,15
"Evans County, Georgia","13109",6941,1851,2533,1628,525,404,5121,1271,2046,1104,375,325,1169,159,378,412,142,78,112,0,77,35,0,0,539,421,32,77,8,1
"Fannin County, Georgia","13111",17288,3823,6868,3801,1544,1252,8057,2457,3180,1291,664,465,8855,1261,3611,2343,856,784,5,5,0,0,0,0,371,100,77,167,24,3
"Fayette County, Georgia","13113",69560,4462,14883,21334,18136,10745,21053,1897,6711,6397,4031,2017,39576,1129,6681,12671,12114,6981,1187,31,243,379,392,142,7744,1405,1248,1887,1599,1605
"Floyd County, Georgia","13115",62548,15048,20451,15831,6719,4499,40476,9513,14678,10214,3995,2076,17141,2915,4822,4955,2346,2103,309,9,57,86,73,84,4622,2611,894,576,305,236
"Forsyth County, Georgia","13117",105100,9853,21570,27887,32677,13113,30471,3642,9628,8449,6721,2031,56398,1575,9516,16341,20842,8124,1212,34,75,293,620,190,17019,4602,2351,2804,4494,2768
"Franklin County, Georgia","13119",14829,3811,5882,3113,1355,668,10752,3210,4412,1893,752,485,3690,437,1371,1142,557,183,62,0,28,2,32,0,325,164,71,76,14,0
"Fulton County, Georgia","13121",579297,59981,114933,128641,172983,102759,202240,32143,61154,46937,42909,19097,279757,11284,35629,66313,104755,61776,6863,280,853,1678,2435,1617,90437,16274,17297,13713,22884,20269
"Gilmer County, Georgia","13123",19688,4849,7128,5067,1840,804,11950,3240,4959,2468,1036,247,6362,865,1994,2323,673,507,153,38,20,89,0,6,1223,706,155,187,131,44
"Glascock County, Georgia","13125",2033,559,880,380,156,58,1677,445,793,272,126,41,308,114,79,80,30,5,40,0,0,28,0,12,8,0,8,0,0,0
"Glynn County, Georgia","13127",52227,7255,16025,15157,8672,5118,26841,4454,9389,7510,3507,1981,21941,2058,5659,6756,4513,2955,586,12,121,250,164,39,2859,731,856,641,488,143
"Gordon County, Georgia","13129",34571,9217,13123,7857,2858,1516,21553,5363,9267,4531,1606,786,9129,1628,2839,2846,1116,700,109,5,44,50,0,10,3780,2221,973,430,136,20
"Grady County, Georgia","13131",16000,4144,6629,3617,1023,587,11077,2732,5031,2436,545,333,3824,721,1397,1069,392,245,46,16,3,21,6,0,1053,675,198,91,80,9
"Greene County, Georgia","13133",11329,2798,4342,2046,1403,740,7679,2235,3450,1224,544,226,3217,280,811,776,856,494,66,12,51,3,0,0,367,271,30,43,3,20
"Gwinnett County, Georgia","13135",484996,61630,113558,140563,116466,52779,99254,9768,29644,29613,21176,9053,219490,9011,44461,77199,61276,27543,7344,401,1564,2071,2254,1054,158908,42450,37889,31680,31760,15129
"Habersham County, Georgia","13137",27267,6827,8908,6443,3167,1922,16809,3741,6426,4088,1636,918,7365,1076,1993,2177,1304,815,160,67,0,41,12,40,2933,1943,489,137,215,149
"Hall County, Georgia","13139",109764,25845,33485,27397,14731,8306,51385,10151,18372,13389,5930,3543,35745,3495,9320,11538,7211,4181,1096,94,316,254,379,53,21538,12105,5477,2216,1211,529
"Hancock County, Georgia","13141",6702,2270,2753,991,464,224,5588,2107,2258,686,381,156,973,147,462,255,41,68,17,0,8,9,0,0,124,16,25,41,42,0
"Haralson County, Georgia","13143",18789,5709,7002,4014,1461,603,13871,4404,5400,2671,1023,373,4628,1265,1518,1264,387,194,41,3,27,0,11,0,249,37,57,79,40,36
"Harris County, Georgia","13145",21052,2421,6444,6410,3521,2256,11228,1697,3926,3181,1526,898,8797,641,2179,2872,1862,1243,310,8,83,93,74,52,717,75,256,264,59,63
"Hart County, Georgia","13147",17414,4309,6440,4018,1672,975,10601,3222,3999,2095,850,435,6301,889,2349,1830,718,515,100,24,0,37,27,12,412,174,92,56,77,13
"Heard County, Georgia","13149",7727,2176,3096,1894,401,160,5267,1679,1984,1172,295,137,2318,471,1067,652,105,23,62,0,28,33,1,0,80,26,17,37,0,0
"Henry County, Georgia","13151",121223,13130,39366,39187,19633,9907,54676,7350,21766,16495,6666,2399,52415,3480,13868,18614,10275,6178,1773,35,464,650,369,255,12359,2265,3268,3428,2323,1075
"Houston County, Georgia","13153",85196,10843,24407,29129,13022,7795,38599,6287,12354,12233,5027,2698,39211,2873,10233,14658,6972,4475,1760,134,342,875,323,86,5626,1549,1478,1363,700,536
"Irwin County, Georgia","13155",6381,1893,2376,1522,260,330,4633,1371,1803,992,195,272,1529,329,573,504,65,58,26,0,0,26,0,0,193,193,0,0,0,0
"Jackson County, Georgia","13157",38166,8040,13982,9378,3868,2898,23555,5707,9487,4887,1882,1592,12063,1255,4030,3853,1706,1219,483,151,137,164,14,17,2065,927,328,474,266,70
"Jasper County, Georgia","13159",8994,1954,3674,2173,687,506,6373,1584,2604,1444,400,341,2293,293,924,640,287,149,30,0,0,14,0,16,298,77,146,75,0,0
"Jeff Davis County, Georgia","13161",9131,2261,4032,1784,721,333,6930,1545,3372,1287,446,280,1630,403,478,451,268,30,65,24,15,26,0,0,506,289,167,20,7,23
"Jefferson County, Georgia","13163",10928,2992,4808,2177,674,277,8964,2468,4077,1716,495,208,1733,426,702,417,141,47,55,0,17,0,38,0,176,98,12,44,0,22
"Jenkins County, Georgia","13165",5557,1635,2154,1057,439,272,4392,1429,1704,866,189,204,761,93,223,127,250,68,77,0,41,36,0,0,327,113,186,28,0,0
"Johnson County, Georgia","13167",6832,2359,2477,1387,414,195,5634,2040,2065,1018,357,154,1051,270,373,310,57,41,37,0,0,37,0,0,110,49,39,22,0,0
"Jones County, Georgia","13169",18845,2755,7240,5609,2137,1104,13421,2076,5767,3857,1194,527,4641,569,1427,1504,723,418,149,0,10,98,30,11,634,110,36,150,190,148
"Lamar County, Georgia","13171",11524,2747,4838,2817,679,443,8823,2217,3776,1993,489,348,2376,435,955,725,183,78,95,0,35,36,7,17,230,95,72,63,0,0
"Lanier County, Georgia","13173",5830,1352,2206,1726,318,228,3637,978,1439,880,216,124,2007,364,675,762,102,104,2,0,2,0,0,0,184,10,90,84,0,0
"Laurens County, Georgia","13175",31374,6394,13189,6804,2920,2067,24435,5481,10764,4923,1896,1371,5949,548,2197,1757,832,615,124,38,19,36,20,11,866,327,209,88,172,70
"Lee County, Georgia","13177",17707,2939,5597,5778,1842,1551,11203,2200,3695,3450,1111,747,5682,529,1738,1969,693,753,207,0,62,127,0,18,615,210,102,232,38,33
"Liberty County, Georgia","13179",34823,3937,12045,13164,3775,1902,9844,1940,3990,2518,816,580,19948,1364,6252,9063,2201,1068,1757,239,805,511,138,64,3274,394,998,1072,620,190
"Lincoln County, Georgia","13181",5582,1261,2363,1417,359,182,3815,950,1775,819,171,100,1649,293,562,561,163,70,74,18,12,15,17,12,44,0,14,22,8,0
"Long County, Georgia","13183",7311,1556,2926,2163,557,109,3446,775,1338,991,291,51,3459,593,1470,1093,245,58,83,0,33,50,0,0,323,188,85,29,21,0
"Lowndes County, Georgia","13185",60458,10350,19092,17544,8446,5026,33204,6860,11480,8423,4214,2227,22962,2288,6591,8045,3623,2415,959,199,160,375,122,103,3333,1003,861,701,487,281
"Lumpkin County, Georgia","13187",18121,3469,6326,4797,2301,1228,9451,2302,3611,2258,717,563,7511,679,2441,2327,1468,596,175,8,44,100,23,0,984,480,230,112,93,69
"McDuffie County, Georgia","13189",14110,4216,5038,3228,1026,602,10277,3380,3667,2299,581,350,3546,672,1301,915,445,213,50,0,50,0,0,0,237,164,20,14,0,39
"McIntosh County, Georgia","13191",9251,2306,3481,2079,806,579,6482,1810,2549,1478,458,187,2626,496,883,596,334,317,24,0,0,5,0,19,119,0,49,0,14,56
"Macon County, Georgia","13193",9624,3131,3519,1948,568,458,7385,2261,2969,1506,340,309,1767,552,529,440,97,149,78,44,9,0,25,0,394,274,12,2,106,0
"Madison County, Georgia","13195",18669,5066,7425,3767,1465,946,13240,3762,5534,2555,981,408,4827,987,1733,1117,454,536,75,0,14,61,0,0,527,317,144,34,30,2
"Marion County, Georgia","13197",5508,1093,2779,1261,216,159,3499,761,1740,780,84,134,1601,229,863,411,87,11,131,5,89,37,0,0,277,98,87,33,45,14
"Meriwether County, Georgia","13199",14942,4060,6501,2928,873,580,11978,3481,5538,2176,484,299,2746,530,928,704,332,252,25,0,0,25,0,0,193,49,35,23,57,29
"Miller County, Georgia","13201",4224,1123,1649,1053,231,168,3386,793,1474,847,165,107,746,260,175,184,66,61,6,2,0,4,0,0,86,68,0,18,0,0
"Mitchell County, Georgia","13205",15428,5240,5532,3170,1021,465,12196,4194,4367,2524,732,379,2691,721,988,629,267,86,67,28,31,8,0,0,474,297,146,9,22,0
"Monroe County, Georgia","13207",17422,3363,6474,4268,2094,1223,12383,2553,4960,2881,1336,653,4566,673,1458,1319,584,532,140,42,22,9,67,0,333,95,34,59,107,38
"Montgomery County, Georgia","13209",5694,1066,2379,1369,565,315,4382,801,1793,1117,456,215,1091,210,469,212,105,95,4,0,4,0,0,0,217,55,113,40,4,5
"Morgan County, Georgia","13211",12267,2587,4151,2613,1859,1057,8441,2166,3024,1692,1058,501,3420,361,949,863,738,509,74,6,12,0,39,17,332,54,166,58,24,30
"Murray County, Georgia","13213",25452,8602,10088,5056,908,798,15359,5054,6308,2979,504,514,7522,2406,2762,1748,354,252,109,0,41,60,0,8,2462,1142,977,269,50,24
"Muscogee County, Georgia","13215",116071,18780,34159,38016,15507,9609,51258,9843,16509,15445,6122,3339,53423,6925,14859,18795,7690,5154,3554,283,770,1851,414,236,7836,1729,2021,1925,1281,880
"Newton County, Georgia","13217",60054,9946,20209,18260,7577,4062,32036,6697,11883,8857,3110,1489,22679,1999,6921,7885,3601,2273,807,165,214,269,151,8,4532,1085,1191,1249,715,292
"Oconee County, Georgia","13219",20160,2278,3768,5053,4424,4637,10432,1584,2525,2722,1940,1661,8179,339,1083,2106,2222,2429,264,0,0,75,49,140,1285,355,160,150,213,407
"Oglethorpe County, Georgia","13221",9630,2341,3332,2833,536,588,7163,2111,2614,2008,262,168,2172,171,604,727,257,413,52,0,0,39,11,2,243,59,114,59,6,5
"Paulding County, Georgia","13223",83208,11759,30373,23730,12449,4897,40700,7514,17526,9543,4718,1399,36987,3233,11405,12580,6807,2962,1327,159,364,557,197,50,4194,853,1078,1050,727,486
"Peach County, Georgia","13225",16134,3205,5786,4244,1892,1007,10657,2301,3909,2792,995,660,4259,442,1542,1264,737,274,260,26,46,99,65,24,958,436,289,89,95,49
"Pickens County, Georgia","13227",20387,4214,6647,5043,2991,1492,12456,3386,4541,2696,1181,652,7040,575,1953,2227,1538,747,124,20,19,23,50,12,767,233,134,97,222,81
"Pierce County, Georgia","13229",11968,2705,4848,3365,589,461,8409,1642,3743,2261,473,290,3128,759,1048,1050,100,171,86,0,37,49,0,0,345,304,20,5,16,0
"Pike County, Georgia","13231",11276,1913,4457,3141,1095,670,7642,1507,3375,1842,527,391,3402,352,1018,1253,528,251,76,23,9,39,5,0,156,31,55,7,35,28
"Polk County, Georgia","13233",26341,7484,10077,5788,1722,1270,19038,4822,8157,4034,1080,945,4959,1296,1387,1387,596,293,218,27,104,87,0,0,2126,1339,429,280,46,32
"Pulaski County, Georgia","13235",8272,1890,3814,2108,304,156,6252,1553,2879,1556,157,107,1948,312,888,552,147,49,8,8,0,0,0,0,64,17,47,0,0,0
"Putnam County, Georgia","13237",14743,2895,5241,3839,1778,990,9435,2010,3533,2455,941,496,4531,464,1588,1248,753,478,97,17,36,44,0,0,680,404,84,92,84,16
"Quitman County, Georgia","13239",1592,533,604,337,108,10,768,284,300,146,38,0,815,249,304,182,70,10,0,0,0,0,0,0,9,0,0,9,0,0
"Rabun County, Georgia","13241",11794,2300,3600,2978,1824,1092,5721,1325,1967,1402,713,314,5263,583,1475,1392,1041,772,95,23,21,35,10,6,715,369,137,149,60,0
"Randolph County, Georgia","13243",4998,1477,1708,1158,346,309,4158,1377,1487,791,260,243,780,100,213,315,86,66,0,0,0,0,0,0,60,0,8,52,0,0
"Richmond County, Georgia","13245",123819,21888,38690,38126,15853,9262,64866,14546,22887,17152,6699,3582,49405,6086,12788,18261,7815,4455,3286,263,1107,1275,313,328,6262,993,1908,1438,1026,897
"Rockdale County, Georgia","13247",53162,8064,15833,16706,8048,4511,22101,3772,7807,6347,2872,1303,23174,1753,6461,8767,3915,2278,324,27,87,41,88,81,7563,2512,1478,1551,1173,849
"Schley County, Georgia","13249",2983,854,1075,795,169,90,2121,651,767,536,88,79,709,177,296,169,60,7,25,0,0,0,21,4,128,26,12,90,0,0
"Screven County, Georgia","13251",9543,2419,4099,1938,666,421,7496,1949,3388,1440,437,282,1955,461,689,467,199,139,23,0,10,0,13,0,69,9,12,31,17,0
"Seminole County, Georgia","13253",5935,1364,2238,1721,361,251,4181,1031,1637,1153,211,149,1666,306,598,543,128,91,7,0,0,7,0,0,81,27,3,18,22,11
"Spalding County, Georgia","13255",41324,10434,15196,10063,3677,1954,29449,8242,11142,6927,2028,1110,10008,1623,3457,2979,1315,634,453,0,358,43,27,25,1414,569,239,114,307,185
"Stephens County, Georgia","13257",17538,4412,6764,4033,1364,965,11354,3518,4464,2145,724,503,5583,655,2102,1811,606,409,15,1,0,1,13,0,586,238,198,76,21,53
"Stewart County, Georgia","13259",4021,1191,1531,857,257,185,3129,1011,1108,662,193,155,854,180,417,179,48,30,12,0,6,6,0,0,26,0,0,10,16,0
"Sumter County, Georgia","13261",19989,4923,6696,4586,2231,1553,15118,4180,5254,3549,1290,845,3877,587,1203,873,729,485,94,3,9,53,29,0,900,153,230,111,183,223
"Talbot County, Georgia","13263",4907,1046,2314,1013,249,285,4039,1011,1959,668,158,243,851,31,349,340,89,42,0,0,0,0,0,0,17,4,6,5,2,0
"Taliaferro County, Georgia","13265",1433,596,538,201,65,33,1105,514,386,164,21,20,284,75,145,24,29,11,1,0,1,0,0,0,43,7,6,13,15,2
"Tattnall County, Georgia","13267",16179,4201,7338,2714,1144,782,11111,2962,5193,1683,682,591,3799,642,1708,977,337,135,171,17,57,37,50,10,1098,580,380,17,75,46
"Taylor County, Georgia","13269",5934,2166,2115,1213,323,117,4992,1792,1925,1026,183,66,785,302,140,187,140,16,62,56,6,0,0,0,95,16,44,0,0,35
"Telfair County, Georgia","13271",11249,3500,5064,1771,481,433,7819,2335,3658,1251,265,310,1578,447,567,301,166,97,9,0,0,9,0,0,1843,718,839,210,50,26
"Terrell County, Georgia","13273",6224,2126,2036,1448,284,330,5142,1836,1812,1167,118,209,864,256,180,255,130,43,18,0,12,6,0,0,200,34,32,20,36,78
"Thomas County, Georgia","13275",29518,5492,11094,7155,3570,2207,19884,4211,7870,4638,2050,1115,8714,1012,2871,2368,1440,1023,209,24,100,32,53,0,711,245,253,117,27,69
"Tift County, Georgia","13277",24801,5986,7658,7117,2282,1758,16522,3764,5543,4950,1325,940,6136,1112,1618,1978,784,644,98,14,23,36,14,11,2045,1096,474,153,159,163
"Toombs County, Georgia","13279",16991,3383,6843,4333,1514,918,12175,2372,4801,3202,1096,704,3381,473,1255,1041,398,214,122,0,72,50,0,0,1313,538,715,40,20,0
"Towns County, Georgia","13281",7691,1041,2874,2179,952,645,3425,684,1469,813,277,182,4096,308,1370,1300,655,463,17,0,2,15,0,0,153,49,33,51,20,0
"Treutlen County, Georgia","13283",4552,1227,1966,910,340,109,3896,1066,1690,811,227,102,582,161,252,71,91,7,28,0,0,28,0,0,46,0,24,0,22,0
"Troup County, Georgia","13285",41567,8591,14462,10436,5204,2874,26899,5985,10535,6201,2743,1435,12814,2067,3540,3959,2050,1198,225,6,70,33,59,57,1629,533,317,243,352,184
"Turner County, Georgia","13287",5732,1804,1964,1205,415,344,4858,1563,1739,959,343,254,698,152,218,231,72,25,32,0,0,5,0,27,144,89,7,10,0,38
"Twiggs County, Georgia","13289",6352,2453,2508,967,346,78,5392,2214,2170,709,243,56,884,239,338,182,103,22,11,0,0,11,0,0,65,0,0,65,0,0
"Union County, Georgia","13291",16053,2747,4644,5200,2145,1317,7595,1768,2118,2311,768,630,7769,765,2383,2804,1200,617,245,73,49,17,92,14,444,141,94,68,85,56
"Upson County, Georgia","13293",18314,4371,7329,4539,1274,801,15024,3777,6312,3468,904,563,2893,463,931,991,337,171,15,0,15,0,0,0,382,131,71,80,33,67
"Walker County, Georgia","13295",46088,10946,16355,12866,4008,1913,21441,5834,7947,5851,1261,548,23644,4876,8098,6887,2492,1291,327,0,152,60,98,17,676,236,158,68,157,57
"Walton County, Georgia","13297",53054,10417,19023,14448,6359,2807,31755,7730,11817,7347,3290,1571,18245,1868,6199,6331,2668,1179,516,24,301,128,40,23,2538,795,706,642,361,34
"Ware County, Georgia","13299",23880,4866,9770,6323,1433,1488,17312,3650,7183,4460,1042,977,5641,891,2302,1680,358,410,96,0,42,52,2,0,831,325,243,131,31,101
"Warren County, Georgia","13301",4029,1223,1892,723,129,62,3538,1139,1691,544,108,56,473,76,201,169,21,6,15,5,0,10,0,0,3,3,0,0,0,0
"Washington County, Georgia","13303",14046,3534,5971,3044,992,505,11707,3018,5291,2207,808,383,2023,383,589,783,165,103,92,19,42,25,6,0,224,114,49,29,13,19
"Wayne County, Georgia","13305",19710,4362,7921,5276,1402,749,13168,2893,5595,3343,868,469,5397,970,2054,1680,421,272,281,126,72,69,14,0,864,373,200,184,99,8
"Webster County, Georgia","13307",1871,409,881,434,76,71,1530,272,773,352,69,64,308,111,108,82,7,0,0,0,0,0,0,0,33,26,0,0,0,7
"Wheeler County, Georgia","13309",5145,1560,2371,772,298,144,4295,1395,1941,690,150,119,799,152,402,82,148,15,8,8,0,0,0,0,43,5,28,0,0,10
"White County, Georgia","13311",18526,3103,6742,5057,1930,1694,10655,2344,3937,2684,925,765,7318,706,2644,2168,923,877,68,20,34,1,0,13,485,33,127,204,82,39
