"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Lopatcong Township School District, New Jersey","3409000",7682,250,428,7004,4348,168,335,3845,2487,66,78,2343,125,0,0,125,722,16,15,691
"Lower Alloways Creek Township School District, New Jersey","3409030",1812,114,80,1618,1235,88,67,1080,567,26,13,528,4,0,0,4,6,0,0,6
"Pennsville Township School District, New Jersey","3409120",13343,1602,663,11078,7343,954,414,5975,5403,558,236,4609,223,61,0,162,374,29,13,332
"Lyndhurst Township School District, New Jersey","3409210",20610,1368,1209,18033,12973,934,468,11571,2635,81,49,2505,343,50,5,288,4659,303,687,3669
"Madison Borough School District, New Jersey","3409240",14330,514,332,13484,7406,251,224,6931,4279,128,41,4110,238,10,0,228,2407,125,67,2215
"Old Bridge Township School District, New Jersey","3409270",64819,2196,2653,59970,29325,931,1208,27186,19760,445,626,18689,1413,65,47,1301,14321,755,772,12794
"Mahwah Township School District, New Jersey","3409330",23598,660,885,22053,11428,250,425,10753,7924,148,280,7496,515,16,0,499,3731,246,180,3305
"Manasquan Borough School District, New Jersey","3409420",5904,150,135,5619,4500,105,57,4338,1224,37,66,1121,49,0,0,49,131,8,12,111
"Manchester Township School District, New Jersey","3409450",42130,3034,3604,35492,25130,1717,1963,21450,13080,897,1167,11016,523,52,63,408,3397,368,411,2618
"Mannington Township School District, New Jersey","3409480",1380,173,110,1097,906,54,85,767,425,90,19,316,20,12,0,8,29,17,6,6
"Manville Borough School District, New Jersey","3409630",10315,609,879,8827,7013,486,630,5897,1525,42,103,1380,52,0,0,52,1725,81,146,1498
"Maple Shade Township School District, New Jersey","3409660",18940,1449,1305,16186,9465,784,548,8133,7280,424,481,6375,288,0,96,192,1907,241,180,1486
"Margate City School District, New Jersey","3409690",6447,630,284,5533,2404,296,119,1989,3525,288,160,3077,39,8,0,31,479,38,5,436
"Matawan-Aberdeen Regional School District, New Jersey","3409750",26862,1655,1007,24200,13892,871,436,12585,8144,267,304,7573,380,32,8,340,4446,485,259,3702
"Maurice River Township School District, New Jersey","3409780",3985,376,184,3425,3177,299,101,2777,624,33,82,509,35,4,0,31,149,40,1,108
"Maywood Borough School District, New Jersey","3409810",9547,659,315,8573,4931,324,125,4482,2458,165,77,2216,160,29,6,125,1998,141,107,1750
"Merchantville Borough School District, New Jersey","3409960",3825,528,211,3086,2235,435,116,1684,1336,54,61,1221,32,9,23,0,222,30,11,181
"Metuchen Borough School District, New Jersey","3409990",13549,421,333,12795,6957,265,185,6507,4144,66,41,4037,132,0,9,123,2316,90,98,2128
"Middle Township School District, New Jersey","3410020",17696,1673,1272,14751,9934,997,528,8409,6387,636,483,5268,298,40,7,251,1077,0,254,823
"Middlesex Borough School District, New Jersey","3410050",13648,260,594,12794,9080,154,363,8563,2294,29,80,2185,128,40,0,88,2146,37,151,1958
"Middletown Township School District, New Jersey","3410110",66138,2072,1834,62232,39375,1185,952,37238,21574,651,721,20202,646,14,0,632,4543,222,161,4160
"Midland Park Borough School District, New Jersey","3410140",7102,175,227,6700,4445,31,90,4324,1638,59,67,1512,108,0,0,108,911,85,70,756
"Millburn Township School District, New Jersey","3410200",20027,482,470,19075,8167,205,320,7642,7796,168,60,7568,330,6,0,324,3734,103,90,3541
"Millstone Township School District, New Jersey","3410230",10423,300,370,9753,6107,5,192,5910,3345,280,108,2957,25,0,0,25,946,15,70,861
"Milltown Borough School District, New Jersey","3410290",6916,351,147,6418,5014,155,80,4779,1263,26,67,1170,44,0,0,44,595,170,0,425
"Millville City School District, New Jersey","3410320",28168,4821,2416,20931,20421,3683,1735,15003,5241,597,404,4240,1335,453,207,675,1171,88,70,1013
"Mine Hill Township School District, New Jersey","3410350",3669,83,45,3541,2081,38,21,2022,599,5,12,582,86,0,12,74,903,40,0,863
"Monroe Township School District (Gloucester County), New Jersey","3410470",35807,2225,1539,32043,20682,1208,985,18489,13185,765,491,11929,200,27,5,168,1740,225,58,1457
"Monroe Township School District (Middlesex County), New Jersey","3410500",38016,1584,1205,35227,16124,740,448,14936,15340,595,510,14235,406,1,13,392,6146,248,234,5664
"Montague Township School District, New Jersey","3410530",3794,494,91,3209,2496,285,76,2135,1085,126,15,944,52,17,0,35,161,66,0,95
"Montclair Town School District, New Jersey","3410560",37254,2634,1370,33250,17068,1755,661,14652,14796,572,439,13785,592,25,6,561,4798,282,264,4252
"Montgomery Township School District, New Jersey","3410590",22509,548,284,21677,10068,283,130,9655,7102,60,154,6888,276,0,0,276,5063,205,0,4858
"Montville Township School District, New Jersey","3410650",21436,762,515,20159,12243,465,240,11538,4628,143,66,4419,178,9,0,169,4387,145,209,4033
"Moonachie Borough School District, New Jersey","3410680",2711,176,236,2299,1419,90,76,1253,397,18,24,355,67,8,0,59,828,60,136,632
"Moorestown Township School District, New Jersey","3410710",20404,787,466,19151,9080,404,151,8525,9387,308,262,8817,161,29,0,132,1776,46,53,1677
"Morris Plains Borough School District, New Jersey","3410770",5385,172,312,4901,3804,132,245,3427,1127,24,35,1068,44,16,0,28,410,0,32,378
"Morris Township School District, New Jersey","3410810",39728,2814,1973,34941,19614,1157,776,17681,11778,472,268,11038,375,31,28,316,7961,1154,901,5906
"Mount Arlington Borough School District, New Jersey","3410860",5110,184,100,4826,3133,123,60,2950,1429,12,40,1377,110,0,0,110,438,49,0,389
"Mount Ephraim Borough School District, New Jersey","3410890",4627,395,361,3871,2896,311,232,2353,1576,82,85,1409,51,0,0,51,104,2,44,58
"Mount Olive Township School District, New Jersey","3410980",27988,1651,1762,24575,16336,916,1146,14274,6555,489,201,5865,462,90,1,371,4635,156,414,4065
"Mountain Lakes Borough School District, New Jersey","3411010",4206,70,41,4095,2166,0,13,2153,1518,29,28,1461,31,0,0,31,491,41,0,450
"Mountainside Borough School District, New Jersey","3411040",6496,339,64,6093,4037,319,42,3676,1615,20,22,1573,82,0,0,82,762,0,0,762
"Neptune City School District, New Jersey","3411130",4782,284,342,4156,3481,140,309,3032,816,65,0,751,107,1,0,106,378,78,33,267
"Neptune Township School District, New Jersey","3411160",27577,2635,1968,22974,17711,1474,1309,14928,6091,649,442,5000,560,0,38,522,3215,512,179,2524
"New Brunswick City School District, New Jersey","3411220",47687,14987,6699,26001,19900,8127,2466,9307,5469,1649,462,3358,1973,386,392,1195,20345,4825,3379,12141
"New Hanover Township School District, New Jersey","3411250",1878,117,263,1498,1092,67,188,837,446,26,17,403,65,0,17,48,275,24,41,210
"New Milford Borough School District, New Jersey","3411280",16114,785,824,14505,6326,408,276,5642,4860,192,252,4416,168,0,0,168,4760,185,296,4279
"New Providence Borough School District, New Jersey","3411310",12066,624,220,11222,6616,331,106,6179,2934,63,13,2858,108,12,0,96,2408,218,101,2089
"Newark City School District, New Jersey","3411340",264137,73952,35029,155156,136454,45224,16941,74289,38197,9334,5239,23624,16588,5121,2618,8849,72898,14273,10231,48394
"Newfield Elementary School District, New Jersey","3411370",1713,108,120,1485,1319,88,96,1135,327,20,17,290,14,0,0,14,53,0,7,46
"Newton Town School District, New Jersey","3411400",7445,1169,839,5437,5243,695,643,3905,1332,230,141,961,40,0,7,33,830,244,48,538
"North Arlington Borough School District, New Jersey","3411430",15407,938,647,13822,9061,397,466,8198,1743,171,88,1484,267,54,0,213,4336,316,93,3927
"North Bergen Township School District, New Jersey","3411460",59927,7103,6866,45958,19374,2463,2418,14493,8433,911,569,6953,2286,405,324,1557,29834,3324,3555,22955
"North Brunswick Township School District, New Jersey","3411490",39298,2135,2742,34421,17984,930,1279,15775,6651,269,367,6015,682,103,172,407,13981,833,924,12224
"North Plainfield Borough School District, New Jersey","3411640",21826,2481,1554,17791,10864,1055,618,9191,2502,100,100,2302,423,35,47,341,8037,1291,789,5957
"North Wildwood City School District, New Jersey","3411670",4035,593,172,3270,1431,338,40,1053,2432,243,87,2102,21,0,0,21,151,12,45,94
"Nutley Town School District, New Jersey","3411880",28304,1373,1197,25734,17973,700,721,16552,4207,266,102,3839,357,52,35,270,5767,355,339,5073
"Oaklyn Borough School District, New Jersey","3411940",4041,226,185,3630,2500,116,127,2257,1251,93,40,1118,90,17,0,73,200,0,18,182
"Ocean City School District, New Jersey","3411970",11512,796,874,9842,4251,316,302,3633,6586,445,424,5717,83,1,0,82,592,34,148,410
"Ocean Township School District (Monmouth County), New Jersey","3412060",27451,1900,1001,24550,16280,976,585,14719,6549,446,199,5904,256,24,10,222,4366,454,207,3705
"Ocean Township School District (Ocean County), New Jersey","3412090",8314,505,366,7443,5452,400,204,4848,2289,105,117,2067,0,0,0,0,573,0,45,528
"Oldmans Township School District, New Jersey","3412210",2028,144,188,1696,1079,80,119,880,797,49,50,698,17,8,0,9,135,7,19,109
"Orange City Township School District, New Jersey","3412270",29910,6394,4412,19104,13566,3378,1869,8319,4486,944,525,3017,948,129,271,548,10910,1943,1747,7220
"Oxford Township School District, New Jersey","3412300",2505,50,67,2388,1910,30,42,1838,421,12,25,384,33,3,0,30,141,5,0,136
"Palisades Park Borough School District, New Jersey","3412360",19561,2649,1860,15052,3564,322,210,3032,2585,252,121,2212,327,0,42,285,13085,2075,1487,9523
"Palmyra Borough School District, New Jersey","3412390",7405,685,588,6132,3664,415,364,2885,3225,178,141,2906,35,0,6,29,481,92,77,312
"Paramus Borough School District, New Jersey","3412420",25219,977,1242,23000,12152,431,628,11093,5817,298,238,5281,139,0,15,124,7111,248,361,6502
"Park Ridge Borough School District, New Jersey","3412450",8520,272,166,8082,4500,141,35,4324,2898,94,55,2749,47,0,0,47,1075,37,76,962
"Parsippany-Troy Hills Township School District, New Jersey","3412480",52723,2194,1464,49065,25288,741,609,23938,9566,426,283,8857,377,18,19,340,17492,1009,553,15930
"Passaic City School District, New Jersey","3412540",69076,20496,11151,37429,26219,9670,4075,12474,7954,1439,600,5915,4100,948,1119,2033,30803,8439,5357,17007
"Paterson City School District, New Jersey","3412690",144098,39714,22176,82208,66820,22104,9174,35542,14117,3988,1552,8577,20019,6036,4512,9471,43142,7586,6938,28618
"Paulsboro Borough School District, New Jersey","3412720",6093,1781,502,3810,4680,1288,333,3059,1052,361,65,626,155,18,104,33,206,114,0,92
"Pemberton Township School District, New Jersey","3412810",28889,3140,1960,23789,15452,2144,1271,12037,9973,667,526,8780,1326,120,77,1129,2138,209,86,1843
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",12915,1954,1876,9085,7365,1350,1129,4886,4273,460,463,3350,260,64,0,196,1017,80,284,653
"Pennsauken Township School District, New Jersey","3412870",35621,3303,3145,29173,17387,1866,1429,14092,10539,641,601,9297,2540,121,361,2058,5155,675,754,3726
"Pequannock Township School District, New Jersey","3412900",15463,409,315,14739,10542,252,162,10128,3176,120,68,2988,145,0,16,129,1600,37,69,1494
"Perth Amboy City School District, New Jersey","3412930",50415,10705,7105,32605,20756,4377,2417,13962,4757,728,349,3680,6300,1528,819,3953,18602,4072,3520,11010
"Phillipsburg Town School District, New Jersey","3412960",14832,2693,1816,10323,9705,1991,1089,6625,3784,499,463,2822,244,81,46,117,1099,122,218,759
"Pine Hill Borough School District, New Jersey","3412990",10263,1396,517,8350,6323,860,313,5150,3344,423,124,2797,113,27,23,63,483,86,57,340
"Pine Valley Borough School District, New Jersey","3413020",14,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",50141,2492,2008,45641,23038,1177,1001,20860,8228,294,242,7692,703,32,89,582,18172,989,676,16507
"Pitman Borough School District, New Jersey","3413080",8995,464,249,8282,5895,355,141,5399,2785,109,93,2583,101,0,0,101,214,0,15,199
"Pittsgrove Township School District, New Jersey","3413110",9228,517,538,8173,6492,437,420,5635,2380,70,91,2219,118,0,9,109,238,10,18,210
"Plainfield City School District, New Jersey","3413140",48942,9474,4954,34514,20723,4318,1799,14606,9430,1350,565,7515,1058,143,210,705,17731,3663,2380,11688
"Pleasantville City School District, New Jersey","3413200",19978,4048,2726,13204,9822,2184,1447,6191,3496,442,492,2562,1410,504,261,645,5250,918,526,3806
"Plumsted Township School District, New Jersey","3413230",8413,437,247,7729,6523,299,152,6072,1393,96,94,1203,45,0,0,45,452,42,1,409
"Pohatcong Township School District, New Jersey","3413260",3338,170,100,3068,2285,123,47,2115,970,38,42,890,0,0,0,0,83,9,11,63
"Point Pleasant Borough School District, New Jersey","3413290",18321,851,1004,16466,14441,696,788,12957,3272,90,120,3062,112,0,51,61,496,65,45,386
"Point Pleasant Beach Borough School District, New Jersey","3413320",5112,636,313,4163,3847,525,299,3023,922,23,3,896,50,0,0,50,293,88,11,194
"Pompton Lakes Borough School District, New Jersey","3413350",11053,582,477,9994,7424,209,171,7044,1490,81,18,1391,165,0,0,165,1974,292,288,1394
"Port Republic City School District, New Jersey","3413380",987,48,0,939,670,26,0,644,238,14,0,224,8,4,0,4,71,4,0,67
"Princeton Regional School District, New Jersey","3413410",22456,1450,830,20176,5743,295,203,5245,9934,652,327,8955,551,6,11,534,6228,497,289,5442
"Quinton Township School District, New Jersey","3413500",2639,202,92,2345,1806,155,67,1584,794,40,25,729,13,7,0,6,26,0,0,26
"Rahway City School District, New Jersey","3413530",27204,2828,1839,22537,16159,1748,793,13618,4532,490,331,3711,579,73,19,487,5934,517,696,4721
"Ramsey Borough School District, New Jersey","3413590",14528,404,258,13866,7279,209,92,6978,4960,97,119,4744,149,20,0,129,2140,78,47,2015
"Randolph Township School District, New Jersey","3413650",25765,938,377,24450,13595,529,193,12873,6683,146,35,6502,264,30,0,234,5223,233,149,4841
"Hazlet Township School District, New Jersey","3413680",20170,622,822,18726,11868,481,575,10812,6482,77,130,6275,294,11,38,245,1526,53,79,1394
"Ridgefield Borough School District, New Jersey","3413770",11081,520,967,9594,4940,188,522,4230,1370,148,52,1170,253,9,47,197,4518,175,346,3997
"Ridgefield Park Township School District, New Jersey","3413800",12761,641,781,11339,5025,222,252,4551,3041,205,152,2684,233,0,0,233,4462,214,377,3871
"Ridgewood Village School District, New Jersey","3413830",24807,902,308,23597,8705,179,41,8485,10839,207,209,10423,272,1,10,261,4991,515,48,4428
"Riverdale Borough School District, New Jersey","3413980",3635,91,47,3497,2397,40,27,2330,669,11,10,648,49,0,10,39,520,40,0,480
"Riverside Township School District, New Jersey","3414010",8045,890,389,6766,4544,505,201,3838,2231,193,116,1922,54,15,3,36,1216,177,69,970
"Riverton Borough School District, New Jersey","3414040",2692,31,26,2635,1165,15,0,1150,1390,6,26,1358,32,0,0,32,105,10,0,95
"Rochelle Park Township School District, New Jersey","3414070",5273,196,499,4578,2730,139,320,2271,1110,14,27,1069,47,0,0,47,1386,43,152,1191
"Rockleigh Borough School District, New Jersey","3414160",224,9,0,215,129,5,0,124,73,4,0,69,2,0,0,2,20,0,0,20
"Roosevelt Borough School District, New Jersey","3414220",833,85,53,695,458,51,30,377,258,21,23,214,15,13,0,2,102,0,0,102
"Roselle Borough School District, New Jersey","3414280",21009,2544,1568,16897,10703,1437,1005,8261,3163,229,179,2755,355,11,112,232,6788,867,272,5649
"Roselle Park Borough School District, New Jersey","3414310",13269,821,742,11706,7220,344,509,6367,1729,241,118,1370,561,0,30,531,3759,236,85,3438
"Roxbury Township School District, New Jersey","3414340",23250,1051,690,21509,15271,601,365,14305,4583,153,96,4334,163,0,0,163,3233,297,229,2707
"Rutherford Borough School District, New Jersey","3414460",17878,966,712,16200,10608,429,245,9934,3494,139,226,3129,138,0,0,138,3638,398,241,2999
"Saddle Brook Township School District, New Jersey","3414490",13688,838,721,12129,8353,343,440,7570,2607,263,55,2289,24,0,0,24,2704,232,226,2246
"Saddle River Borough School District, New Jersey","3414520",3120,56,164,2900,1225,32,41,1152,908,14,13,881,50,10,0,40,937,0,110,827
"Salem City School District, New Jersey","3414550",5171,1711,1212,2248,3589,1142,912,1535,1275,412,252,611,31,31,0,0,276,126,48,102
"Sayreville Borough School District, New Jersey","3414640",42621,2305,2137,38179,21818,1134,1165,19519,8891,499,325,8067,1037,88,0,949,10875,584,647,9644
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",30636,666,350,29620,16392,373,132,15887,9283,190,101,8992,344,22,0,322,4617,81,117,4419
"Sea Girt Borough School District, New Jersey","3414730",1870,59,81,1730,1238,36,58,1144,546,5,23,518,17,7,0,10,69,11,0,58
"Sea Isle City School District, New Jersey","3414760",1994,210,97,1687,734,126,60,548,1201,72,37,1092,22,0,0,22,37,12,0,25
"Secaucus Town School District, New Jersey","3414850",16375,1245,501,14629,7984,636,183,7165,2872,77,105,2690,396,39,17,340,5123,493,196,4434
"Somerville Borough School District, New Jersey","3415090",11836,927,798,10111,7126,631,478,6017,1630,145,71,1414,134,6,0,128,2946,145,249,2552
"South Amboy City School District, New Jersey","3415120",8618,525,1027,7066,5625,438,796,4391,1567,52,33,1482,8,0,0,8,1418,35,198,1185
"Lake Como Borough School District, New Jersey","3415150",1780,204,130,1446,1202,126,110,966,263,16,10,237,24,11,0,13,291,51,10,230
"South Bound Brook Borough School District, New Jersey","3415180",4653,207,305,4141,3035,125,171,2739,654,23,11,620,21,0,7,14,943,59,116,768
"South Brunswick Township School District, New Jersey","3415210",43271,1372,1062,40837,18690,859,542,17289,9426,220,193,9013,444,0,0,444,14711,293,327,14091
"South Hackensack Township School District, New Jersey","3415240",2329,118,174,2037,1262,37,54,1171,239,27,0,212,18,0,0,18,810,54,120,636
"South Orange-Maplewood School District, New Jersey","3415330",38042,2221,1122,34699,16198,1007,348,14843,14338,547,163,13628,469,9,34,426,7037,658,577,5802
"South Plainfield Borough School District, New Jersey","3415360",23171,971,744,21456,13867,461,348,13058,3959,208,145,3606,280,0,43,237,5065,302,208,4555
"South River Borough School District, New Jersey","3415390",15954,1508,932,13514,8430,631,353,7446,2509,322,158,2029,497,184,15,298,4518,371,406,3741
"Sparta Township School District, New Jersey","3415510",19634,781,561,18292,11712,513,298,10901,6202,207,164,5831,210,18,16,176,1510,43,83,1384
"Spotswood Borough School District, New Jersey","3415540",10459,428,470,9561,6675,225,250,6200,2097,134,43,1920,182,1,24,157,1505,68,153,1284
"Spring Lake Borough School District, New Jersey","3415570",3018,107,100,2811,1961,67,66,1828,905,40,34,831,30,0,0,30,122,0,0,122
"Spring Lake Heights Borough School District, New Jersey","3415600",4733,315,157,4261,3123,154,104,2865,1416,161,42,1213,18,0,0,18,176,0,11,165
"Springfield Township School District, New Jersey","3415630",16030,635,434,14961,8397,201,170,8026,3784,107,169,3508,63,0,0,63,3786,327,95,3364
"Stone Harbor Borough School District, New Jersey","3415810",799,73,40,686,176,22,6,148,577,40,24,513,12,10,0,2,34,1,10,23
"Summit City School District, New Jersey","3415900",21380,1736,452,19192,9328,772,147,8409,7018,218,112,6688,306,2,21,283,4728,744,172,3812
"Teaneck Township School District, New Jersey","3416080",38494,3050,1309,34135,11069,1012,563,9494,17430,883,458,16089,791,124,11,656,9204,1031,277,7896
"Tenafly Borough School District, New Jersey","3416110",14392,661,132,13599,3707,76,22,3609,5869,206,7,5656,287,100,6,181,4529,279,97,4153
"Teterboro Borough School District, New Jersey","3416140",80,10,1,69,52,6,0,46,4,1,0,3,0,0,0,0,24,3,1,20
"Toms River Regional School District, New Jersey","3416230",106664,7745,4886,94033,74640,5502,3179,65959,21785,1287,1039,19459,1176,132,13,1031,9063,824,655,7584
"Trenton City School District, New Jersey","3416290",80798,21488,11611,47699,43900,13253,5772,24875,12739,2809,1406,8524,4878,1212,810,2856,19281,4214,3623,11444
"Union Beach Borough School District, New Jersey","3416350",6181,251,439,5491,4621,233,96,4292,962,0,77,885,45,0,22,23,553,18,244,291
"Union City School District, New Jersey","3416380",66368,14864,9589,41915,18903,4987,2812,11104,5856,1176,720,3960,3765,769,517,2479,37844,7932,5540,24372
"Barnegat Township School District, New Jersey","3416470",20762,1851,731,18180,12946,964,477,11505,6392,712,169,5511,254,16,0,238,1170,159,85,926
"Union Township School District, New Jersey","3416500",54991,3059,2096,49836,30474,1785,1280,27409,7379,421,161,6797,1172,21,92,1059,15966,832,563,14571
"Upper Freehold Regional School District, New Jersey","3416560",8626,203,139,8284,5433,137,82,5214,2523,49,32,2442,55,0,0,55,615,17,25,573
"Upper Pittsgrove Township School District, New Jersey","3416590",3450,253,395,2802,2661,133,362,2166,612,38,33,541,10,0,0,10,167,82,0,85
