"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Cinnaminson Township School District, New Jersey","3403120",38456,33091,41208,31908,36699
"Clark Township School District, New Jersey","3403150",44743,44719,40685,29010,46558
"Clayton Borough School District, New Jersey","3403180",33183,31879,37982,31522,18542
"Cliffside Park Borough School District, New Jersey","3403270",34377,35226,47146,47734,28271
"Clifton City School District, New Jersey","3403300",32326,35153,37797,27990,30314
"Collingswood Borough School District, New Jersey","3403420",35507,36959,36610,39531,19554
"Commercial Township School District, New Jersey","3403480",25857,30882,20931,13553,18864
"Cranford Township School District, New Jersey","3403570",52340,51582,55536,74464,45663
"Cresskill Borough School District, New Jersey","3403600",49593,32664,54638,105982,63917
"Deal Borough School District, New Jersey","3403630",28611,33750,29868,23417,21761
"Delran Township School District, New Jersey","3403780",37483,35674,44048,50848,23352
"Dennis Township School District, New Jersey","3403840",37178,34007,43598,19537,20875
"Deptford Township School District, New Jersey","3403900",33095,31754,35623,38625,32025
"Dover Town School District, New Jersey","3403930",23479,26499,35425,27035,21399
"Downe Township School District, New Jersey","3403960",21071,19313,25625,130417,26875
"Dumont Borough School District, New Jersey","3403990",40395,42070,42341,22204,39147
"East Brunswick Township School District, New Jersey","3404110",42565,34839,52895,22461,47176
"East Newark Borough School District, New Jersey","3404200",28977,30500,26719,44688,28147
"East Orange City School District, New Jersey","3404230",23871,24474,23346,20838,23925
"East Windsor Regional School District, New Jersey","3404320",36519,37500,43750,29297,31868
"Edgewater Borough School District, New Jersey","3404440",64551,60556,63877,58510,67413
"Edgewater Park Township School District, New Jersey","3404470",31279,35905,39341,29792,20723
"Edison Township School District, New Jersey","3404500",42234,34655,38750,28580,52994
"Egg Harbor Township School District, New Jersey","3404560",32171,29770,38118,30929,31843
"Elizabeth City School District, New Jersey","3404590",21933,23779,23901,20449,21441
"Elmwood Park Borough School District, New Jersey","3404660",33132,31781,40433,35363,31945
"Emerson Borough School District, New Jersey","3404710",38857,42908,32975,21544,43365
"Englewood City School District, New Jersey","3404740",35572,28930,44157,14760,30914
"Englewood Cliffs Borough School District, New Jersey","3404770",46771,37292,60000,80052,45811
"Estell Manor City School District, New Jersey","3404860",32308,32273,32429,4583,32917
"Ewing Township School District, New Jersey","3404920",31870,29231,33017,43813,35934
"Fair Lawn Borough School District, New Jersey","3404980",44284,39381,45568,25982,50246
"Fairview Borough School District, New Jersey","3405070",22560,32748,19092,15221,21126
"Florence Township School District, New Jersey","3405220",41939,39382,47103,11705,50490
"Folsom Borough School District, New Jersey","3405280",29511,29813,30714,9375,19167
"Fort Lee Borough School District, New Jersey","3405310",42983,36511,48045,24000,42220
"Franklin Township School District, New Jersey","3405490",43690,39108,47758,48112,49531
"Garfield City School District, New Jersey","3405760",26767,26588,33806,22383,26324
"Garwood Borough School District, New Jersey","3405790",41893,42771,46957,7375,35082
"Glassboro Borough School District, New Jersey","3405880",21824,16199,30817,6591,23456
"Glen Ridge Borough School District, New Jersey","3405940",68080,53652,90424,25769,68750
"Glen Rock Borough School District, New Jersey","3405970",58688,53137,61294,130536,61875
"Gloucester City School District, New Jersey","3406000",26833,26679,28853,13438,24250
"Green Township School District, New Jersey","3406090",44266,43403,45750,12386,53092
"Green Brook Township School District, New Jersey","3406120",54457,44226,60332,113075,71964
"Greenwich Township School District (Gloucester County), New Jersey","3406180",35301,37169,29469,7250,29655
"Greenwich Township School District (Warren County), New Jersey","3406210",53258,43080,62778,21000,88429
"Guttenberg Town School District, New Jersey","3406240",28240,21875,48884,7995,25375
"Hackensack City School District, New Jersey","3406270",32750,35937,40674,32273,29158
"Hackettstown Town School District, New Jersey","3406300",32418,34349,43726,19833,23159
"Haddon Heights Borough School District, New Jersey","3406330",41333,36722,52354,57115,27125
"Haddon Township School District, New Jersey","3406360",39915,32284,45326,20750,44279
"Haddonfield Borough School District, New Jersey","3406390",47893,46788,53849,44063,38125
"Hamilton Township School District, New Jersey","3406540",36296,37044,44718,28634,28137
"Hammonton Town School District, New Jersey","3406570",26705,28298,31810,18630,18840
"Harding Township School District, New Jersey","3406720",68821,53831,118477,90341,86000
"Upper Township School District, New Jersey","3416650",38786,33763,43222,11481,32708
"Ventnor City City School District, New Jersey","3416680",27036,30019,34502,36818,21322
"Vernon Township School District, New Jersey","3416710",35730,36554,33302,23895,33750
"Verona Borough School District, New Jersey","3416740",48197,47418,56310,42313,35945
"Vineland City School District, New Jersey","3416800",25225,26821,31270,16557,20516
"Waldwick Borough School District, New Jersey","3416860",40954,37676,58456,133000,33242
"Wall Township School District, New Jersey","3416890",43144,42475,45324,52159,40603
"Wallington Borough School District, New Jersey","3416920",32230,34427,30443,15673,31487
"Washington Township School District (Burlington County), New Jersey","3417040",32917,36167,48409,31172,21354
"Washington Township School District (Gloucester County), New Jersey","3417070",36516,32648,39945,39340,39194
"Robbinsville Township School District, New Jersey","3417100",58702,49090,70083,145625,75338
"Waterford Township School District, New Jersey","3417250",35239,34847,36721,100313,22500
"Wayne Township School District, New Jersey","3417280",41946,38692,47064,27768,44637
"Weehawken Township School District, New Jersey","3417310",40443,45135,51996,17422,28125
"West Deptford Township School District, New Jersey","3417430",37076,36738,39688,30714,31829
"West Milford Township School District, New Jersey","3417520",42091,39328,46604,52143,42750
"West New York Town School District, New Jersey","3417580",21890,21138,49225,22120,20234
"West Orange Town School District, New Jersey","3417610",38212,38076,57402,31719,30447
"West Wildwood Borough School District, New Jersey","3417670",23500,20625,26207,2499,8750
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",59755,43444,54159,67883,75205
"Westfield Town School District, New Jersey","3417760",54273,46170,67447,74375,54299
"Westwood Regional School District, New Jersey","3417820",43443,43865,44286,91250,36165
"Weymouth Township School District, New Jersey","3417850",27593,28109,27568,37500,22202
"Wildwood City School District, New Jersey","3417940",21370,27431,20368,23505,9345
"Wildwood Crest Borough School District, New Jersey","3417970",31307,33377,29867,19679,33125
"Willingboro Township School District, New Jersey","3418000",30857,27974,32950,33750,30664
"Winslow Township School District, New Jersey","3418060",34223,32455,35620,32228,38219
"Woodbine Borough School District, New Jersey","3418090",19911,22292,12386,27330,37250
"Woodbridge Township School District, New Jersey","3418120",37708,34474,40206,27227,42735
"Woodbury City School District, New Jersey","3418150",28910,27544,35360,10179,16017
"Woodlynne Borough School District, New Jersey","3418270",20449,17470,17738,23676,24146
"Wood-Ridge Borough School District, New Jersey","3418300",41093,37131,44193,33962,47357
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",36557,35556,39779,2499,26750
"Remainder of New Jersey, New Jersey","3499999",38066,35425,43864,32913,35259
"Harrison Town School District, New Jersey","3406870",26990,26131,46500,26875,26881
"Hasbrouck Heights Borough School District, New Jersey","3406930",42931,35217,62891,21250,54878
"Hawthorne Borough School District, New Jersey","3406990",39366,38898,53147,21382,32768
"Highland Park Borough School District, New Jersey","3407170",40375,34508,54891,42204,33511
"Hillsborough Township School District, New Jersey","3407230",50353,46870,59084,30833,49706
"Hillside Township School District, New Jersey","3407290",30878,27257,26925,37344,32345
"Ho-Ho-Kus Borough School District, New Jersey","3407320",61611,57564,58750,61979,79926
"Hoboken City School District, New Jersey","3407350",64765,60457,75254,12355,69519
"Holmdel Township School District, New Jersey","3407410",42795,32188,55750,15865,61771
"Hopatcong Borough School District, New Jersey","3407440",40024,37971,43393,58214,40298
"Hope Township School District, New Jersey","3407470",36801,40441,40481,77500,23611
"Hopewell Valley Regional School District, New Jersey","3407530",58145,43916,69731,170833,94056
"Interlaken Borough School District, New Jersey","3407650",57292,59250,51458,55417,37083
"Irvington Township School District, New Jersey","3407680",25350,25642,26499,19512,25165
"Jackson Township School District, New Jersey","3407740",39040,38099,41077,20417,37750
"Jamesburg Borough School District, New Jersey","3407770",35885,39833,35859,42625,23664
"Jefferson Township School District, New Jersey","3407800",44729,45534,45963,28667,43289
"Jersey City School District, New Jersey","3407830",31980,25982,42969,19963,33006
"Keansburg Borough School District, New Jersey","3407860",25972,25696,27153,7072,26695
"Kearny Town School District, New Jersey","3407890",32276,32311,37475,32769,31427
"Kenilworth Borough School District, New Jersey","3407920",40200,40635,43529,23621,35634
"Keyport Borough School District, New Jersey","3407950",28247,29015,39043,26607,21335
"Kinnelon Borough School District, New Jersey","3408040",52418,50709,58095,2499,52094
"Lacey Township School District, New Jersey","3408100",32683,31892,39029,20551,21039
"Lakehurst Borough School District, New Jersey","3408160",29554,27147,39632,14118,29750
"Lakewood Township School District, New Jersey","3408220",21576,21474,23754,17942,20271
"Lawrence Township School District (Cumberland County), New Jersey","3408370",29484,34787,24583,34063,14420
"Lawrence Township School District (Mercer County), New Jersey","3408400",38502,34883,40230,11438,43117
"Leonia Borough School District, New Jersey","3408520",44068,31150,57429,16779,43925
"Lincoln Park Borough School District, New Jersey","3408580",41663,43024,47135,37875,31845
"Linden City School District, New Jersey","3408610",29097,30697,29991,30787,27740
"Lindenwold Borough School District, New Jersey","3408640",26523,23759,30036,29449,25000
"Little Ferry Borough School District, New Jersey","3408760",36637,27997,41944,49231,39051
"Livingston Township School District, New Jersey","3408820",58070,43629,71217,57202,64433
"Lodi Borough School District, New Jersey","3408850",30372,27274,39105,20349,30967
"Logan Township School District, New Jersey","3408880",42622,44938,40655,15338,61250
"Long Branch City School District, New Jersey","3408940",25148,24802,33604,19566,23571
"Lopatcong Township School District, New Jersey","3409000",35719,34233,35400,52596,58304
"Pennsville Township School District, New Jersey","3409120",32733,32351,34259,20038,25469
"Lyndhurst Township School District, New Jersey","3409210",39033,41095,44842,41513,30983
"Madison Borough School District, New Jersey","3409240",42778,35896,60846,31985,39872
"Old Bridge Township School District, New Jersey","3409270",40423,34466,46616,30444,45592
"Mahwah Township School District, New Jersey","3409330",42813,35953,51862,29167,44776
"Manasquan Borough School District, New Jersey","3409420",42747,44114,38533,28882,62500
"Manchester Township School District, New Jersey","3409450",23797,24616,23805,23294,20371
"Mannington Township School District, New Jersey","3409480",24718,27950,21364,3750,12222
"Manville Borough School District, New Jersey","3409630",28070,28697,31003,9907,25163
"Maple Shade Township School District, New Jersey","3409660",31159,31826,31682,27788,26193
"Margate City School District, New Jersey","3409690",36555,33250,36270,27396,44618
"Matawan-Aberdeen Regional School District, New Jersey","3409750",40680,39615,47173,34321,32834
"Maurice River Township School District, New Jersey","3409780",25212,26775,23917,26250,13906
"Maywood Borough School District, New Jersey","3409810",38882,35368,43277,30417,39831
"Merchantville Borough School District, New Jersey","3409960",34700,25037,49563,15446,50568
"Metuchen Borough School District, New Jersey","3409990",51718,46508,63927,52841,56680
"Middle Township School District, New Jersey","3410020",29518,26875,32221,19178,40302
"Middlesex Borough School District, New Jersey","3410050",38333,33651,49693,7313,36324
"Middletown Township School District, New Jersey","3410110",42312,38563,50901,31875,45214
"Midland Park Borough School District, New Jersey","3410140",39593,42638,42500,53083,23770
"Millburn Township School District, New Jersey","3410200",70430,51695,97353,63611,76250
"Millstone Township School District, New Jersey","3410230",48017,46213,58104,22000,46642
"Millville City School District, New Jersey","3410320",25886,25749,27186,18661,24447
"Mine Hill Township School District, New Jersey","3410350",43489,44957,55357,19444,33269
"Monroe Township School District (Gloucester County), New Jersey","3410470",34083,32246,35152,40982,32231
"Monroe Township School District (Middlesex County), New Jersey","3410500",36725,36687,35706,39250,42966
"Montclair Town School District, New Jersey","3410560",52130,44030,61443,65855,47512
"Montgomery Township School District, New Jersey","3410590",67440,50458,67974,52614,90266
"Montville Township School District, New Jersey","3410650",49357,38477,70000,11453,61402
"Moonachie Borough School District, New Jersey","3410680",31292,34606,29926,24583,26581
"Moorestown Township School District, New Jersey","3410710",44986,32607,52878,99464,71019
"Morris Plains Borough School District, New Jersey","3410770",51095,44241,64250,61719,39833
"Morris Township School District, New Jersey","3410810",44815,48445,57061,27026,30500
"Mount Ephraim Borough School District, New Jersey","3410890",31077,31020,36250,26188,14844
"Mount Olive Township School District, New Jersey","3410980",40353,37291,46651,32167,43145
"Mountain Lakes Borough School District, New Jersey","3411010",52625,34773,73913,22614,59844
"Mountainside Borough School District, New Jersey","3411040",52660,43496,47273,118333,74293
"Neptune City School District, New Jersey","3411130",31309,37933,23017,19931,45028
"Neptune Township School District, New Jersey","3411160",32120,33577,33732,39521,25660
"New Brunswick City School District, New Jersey","3411220",17143,11533,18299,17745,19159
"New Hanover Township School District, New Jersey","3411250",15929,21571,12335,17083,12989
"New Milford Borough School District, New Jersey","3411280",42252,41157,42371,39659,46491
"New Providence Borough School District, New Jersey","3411310",57636,43737,74798,117589,61214
"Newark City School District, New Jersey","3411340",20177,19355,19409,15725,21381
"Newfield Elementary School District, New Jersey","3411370",32569,30000,35329,60556,35588
"Newton Town School District, New Jersey","3411400",25440,25656,25000,21354,26050
"North Arlington Borough School District, New Jersey","3411430",39523,39730,38807,22153,40153
"North Bergen Township School District, New Jersey","3411460",25942,25504,34048,23192,25351
"North Brunswick Township School District, New Jersey","3411490",38857,35625,45558,23750,39660
"North Plainfield Borough School District, New Jersey","3411640",28381,35341,44097,26438,22561
"Nutley Town School District, New Jersey","3411880",42879,43706,49557,40521,35631
"Oaklyn Borough School District, New Jersey","3411940",35590,30839,38955,36000,37386
"Ocean City School District, New Jersey","3411970",30546,27978,32036,13417,17386
"Ocean Township School District (Monmouth County), New Jersey","3412060",36871,38092,47480,30455,26622
"Oldmans Township School District, New Jersey","3412210",30398,31742,31292,19844,26190
"Orange City Township School District, New Jersey","3412270",22930,23089,23346,22480,22755
"Oxford Township School District, New Jersey","3412300",32577,32721,28542,26985,78375
"Palisades Park Borough School District, New Jersey","3412360",29805,29579,44542,14736,29012
"Palmyra Borough School District, New Jersey","3412390",32052,25217,38692,58304,20542
"Paramus Borough School District, New Jersey","3412420",39716,33593,38258,75500,47910
"Park Ridge Borough School District, New Jersey","3412450",48600,42088,53811,39219,37278
"Parsippany-Troy Hills Township School District, New Jersey","3412480",42135,39483,42968,41211,45443
"Passaic City School District, New Jersey","3412540",19667,18528,27409,14616,19715
"Paterson City School District, New Jersey","3412690",20442,21137,21018,17566,21374
"Paulsboro Borough School District, New Jersey","3412720",22363,23256,25595,13346,6951
"Pemberton Township School District, New Jersey","3412810",32013,28511,38765,28929,25160
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",24179,22058,25723,18578,26813
"Pennsauken Township School District, New Jersey","3412870",27408,27632,29583,27896,25069
"Pequannock Township School District, New Jersey","3412900",41192,39646,44131,47143,47134
"Perth Amboy City School District, New Jersey","3412930",22763,26756,31766,20683,21153
"Phillipsburg Town School District, New Jersey","3412960",23394,24264,23888,9392,20848
"Pine Hill Borough School District, New Jersey","3412990",30574,28938,34770,20074,30461
"Piscataway Township School District, New Jersey","3413050",38450,32726,42025,32991,43290
"Pitman Borough School District, New Jersey","3413080",36087,36791,34540,50099,50529
"Pittsgrove Township School District, New Jersey","3413110",32188,32235,38045,21528,14143
"Plainfield City School District, New Jersey","3413140",21522,22153,29583,27767,19058
"Pleasantville City School District, New Jersey","3413200",20968,20223,21689,20650,21433
"Plumsted Township School District, New Jersey","3413230",37415,36472,50773,60982,28583
"Point Pleasant Borough School District, New Jersey","3413290",40023,39989,41907,33667,30391
"Point Pleasant Beach Borough School District, New Jersey","3413320",40082,36931,43732,175417,20833
"Pompton Lakes Borough School District, New Jersey","3413350",40910,43593,47131,45877,25399
"Port Republic City School District, New Jersey","3413380",31702,30799,35764,56250,30625
"Princeton Regional School District, New Jersey","3413410",27557,10625,33330,12028,32874
"Rahway City School District, New Jersey","3413530",30841,31298,29504,33105,30187
"Ramsey Borough School District, New Jersey","3413590",55685,53534,69271,49712,48864
"Randolph Township School District, New Jersey","3413650",53967,50381,65724,27025,50304
"Hazlet Township School District, New Jersey","3413680",37550,31459,48215,21827,31350
"Ridgefield Borough School District, New Jersey","3413770",31435,26123,36467,22440,33015
"Ridgefield Park Township School District, New Jersey","3413800",36162,31587,43007,30208,35808
"Ridgewood Village School District, New Jersey","3413830",62124,48917,69688,75833,63970
"Riverdale Borough School District, New Jersey","3413980",41899,43803,51118,31250,30130
"Riverside Township School District, New Jersey","3414010",27871,31235,25987,22917,21929
"Riverton Borough School District, New Jersey","3414040",47402,46163,53792,25250,28958
"Rochelle Park Township School District, New Jersey","3414070",30205,27400,31398,62143,30030
"Roosevelt Borough School District, New Jersey","3414220",33438,29271,40875,11442,33750
"Roselle Borough School District, New Jersey","3414280",30897,30479,32200,25488,30275
"Roselle Park Borough School District, New Jersey","3414310",33877,33508,33182,28942,37061
"Roxbury Township School District, New Jersey","3414340",46282,43585,48544,48568,48317
"Rutherford Borough School District, New Jersey","3414460",42211,41078,53018,57112,34844
"Saddle River Borough School District, New Jersey","3414520",35991,32070,45625,28472,29659
"Salem City School District, New Jersey","3414550",18782,19659,18604,7578,19000
"Sayreville Borough School District, New Jersey","3414640",39740,36591,40756,46107,46103
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",50678,44729,56825,26625,55750
"Secaucus Town School District, New Jersey","3414850",42025,40566,56250,50346,39607
"Somerville Borough School District, New Jersey","3415090",34300,34669,46458,19348,32732
"Lake Como Borough School District, New Jersey","3415150",31458,31827,36875,35192,30250
"South Bound Brook Borough School District, New Jersey","3415180",35699,37577,32788,14821,32471
"South Brunswick Township School District, New Jersey","3415210",48576,38487,48930,68750,63033
"South Hackensack Township School District, New Jersey","3415240",34933,44085,28750,61071,27473
"South Orange-Maplewood School District, New Jersey","3415330",51572,43243,68854,38846,40008
"South Plainfield Borough School District, New Jersey","3415360",38075,38001,44990,17619,33691
"South River Borough School District, New Jersey","3415390",31621,33557,35670,20532,28967
"Sparta Township School District, New Jersey","3415510",47875,40872,64824,49940,48409
"Spotswood Borough School District, New Jersey","3415540",34766,36167,29107,21683,41047
"Spring Lake Borough School District, New Jersey","3415570",53810,53843,54167,2499,42250
"Spring Lake Heights Borough School District, New Jersey","3415600",40688,42348,41731,45250,17156
"Springfield Township School District, New Jersey","3415630",46814,45900,58255,90125,38520
"Summit City School District, New Jersey","3415900",49712,39236,75714,53472,32273
"Teaneck Township School District, New Jersey","3416080",40656,26587,49030,62922,36531
"Tenafly Borough School District, New Jersey","3416110",59266,53207,85538,6213,51699
"Toms River Regional School District, New Jersey","3416230",33853,33809,36820,34519,29349
"Trenton City School District, New Jersey","3416290",19931,19813,20960,14813,20440
"Union Beach Borough School District, New Jersey","3416350",30905,30409,34981,47625,23375
"Union City School District, New Jersey","3416380",20900,21546,34929,19220,19984
"Barnegat Township School District, New Jersey","3416470",31069,31007,32091,38309,25270
"Union Township School District, New Jersey","3416500",36822,35724,35643,41007,38851
"Upper Freehold Regional School District, New Jersey","3416560",52938,51948,57025,40592,30556
