"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Brielle Borough School District, New Jersey","3402310",47.7,44.6,55.9,37,62.1
"Brigantine City School District, New Jersey","3402340",49.9,32.2,58.9,58.1,46.7
"Brooklawn Borough School District, New Jersey","3402370",40.8,39.5,42.3,31,43.7
"Buena Regional School District, New Jersey","3402400",42.3,35.8,55.7,51.5,39.2
"Burlington City School District, New Jersey","3402430",40.5,32.8,46,43.7,42.6
"Burlington Township School District, New Jersey","3402460",38.5,23.8,47.4,35.9,46.3
"Butler Borough School District, New Jersey","3402520",41.1,39,45.8,49.5,40.2
"Caldwell-West Caldwell School District, New Jersey","3402580",44.2,42.1,49.6,16.5,48.1
"Camden City School District, New Jersey","3402640",28.3,19.5,43.4,45.5,36.9
"Carteret Borough School District, New Jersey","3402820",36.4,26.7,38.2,45.7,41.9
"Cedar Grove Township School District, New Jersey","3402850",46.3,41.6,53.7,41.9,56.3
"Cherry Hill Township School District, New Jersey","3403000",42.5,25.7,50.1,48.8,48
"Chesilhurst Borough School District, New Jersey","3403030",44,36.4,52.9,39.3,46.8
"Cinnaminson Township School District, New Jersey","3403120",45.5,28.4,50.3,38.3,51.4
"Clark Township School District, New Jersey","3403150",45,43.1,46.7,49,51.1
"Clayton Borough School District, New Jersey","3403180",37.8,29.1,53.9,37.5,33.9
"Cliffside Park Borough School District, New Jersey","3403270",42.5,28.1,44.8,47.2,48.7
"Clifton City School District, New Jersey","3403300",37.8,27.2,40.7,45.3,44.3
"Collingswood Borough School District, New Jersey","3403420",38.9,32,48.6,35.8,35.3
"Commercial Township School District, New Jersey","3403480",40,34.3,49.9,48.9,58
"Cranbury Township School District, New Jersey","3403540",43.6,32.8,51.8,11.3,52.2
"Cranford Township School District, New Jersey","3403570",41.9,37,45.2,46.6,53.6
"Cresskill Borough School District, New Jersey","3403600",46.1,19.9,53.5,18.9,48.4
"Deal Borough School District, New Jersey","3403630",50.3,34.9,55.5,36.7,52.7
"Delran Township School District, New Jersey","3403780",40.4,27.6,49.8,46.1,41.5
"Dennis Township School District, New Jersey","3403840",42.9,32.7,49,49,58.4
"Deptford Township School District, New Jersey","3403900",39.6,32.3,49.2,36.4,42.9
"Dover Town School District, New Jersey","3403930",33.7,21.5,46.8,49.5,35.5
"Downe Township School District, New Jersey","3403960",46.3,41.9,61.7,53.2,58.3
"Dumont Borough School District, New Jersey","3403990",41.9,26.9,46.9,48.4,48.6
"Dunellen Borough School District, New Jersey","3404020",35,30.2,42.1,82.2,37.3
"East Brunswick Township School District, New Jersey","3404110",42.6,25.2,49,50.6,46.3
"East Newark Borough School District, New Jersey","3404200",31.7,14.9,27.2,38,39.3
"East Orange City School District, New Jersey","3404230",35.4,25.3,50.3,41.3,43
"East Windsor Regional School District, New Jersey","3404320",37.9,23.8,49.7,45.6,40
"Edgewater Borough School District, New Jersey","3404440",37,26.4,35.6,38.8,38.4
"Edgewater Park Township School District, New Jersey","3404470",40.3,30,51.8,43.2,35.7
"Edison Township School District, New Jersey","3404500",37.4,25.8,44.7,51.3,40.4
"Egg Harbor Township School District, New Jersey","3404560",39.2,23.6,49.1,40.7,46.6
"Elizabeth City School District, New Jersey","3404590",32.4,16.8,34,43,40.5
"Elmer Borough School District, New Jersey","3404650",39.2,38.1,44,44.3,40.3
"Elmwood Park Borough School District, New Jersey","3404660",40.2,30.3,47.4,60.1,47.4
"Emerson Borough School District, New Jersey","3404710",46.2,37.7,53.2,50.7,52.2
"Englewood City School District, New Jersey","3404740",38.9,19,44.4,35.4,44
"Englewood Cliffs Borough School District, New Jersey","3404770",49,23.1,52.2,39.8,52.9
"Ewing Township School District, New Jersey","3404920",37.3,31.5,45.9,41.6,42.3
"Fair Lawn Borough School District, New Jersey","3404980",42.3,31.7,49.9,27.8,45.9
"Fairview Borough School District, New Jersey","3405070",35.7,23.2,40.1,38.1,41.1
"Florence Township School District, New Jersey","3405220",42.4,38.5,49.8,49.5,45.8
"Folsom Borough School District, New Jersey","3405280",41.6,32.2,54.8,62.2,47.2
"Fort Lee Borough School District, New Jersey","3405310",44.8,28.7,46.8,45,47.2
"Franklin Township School District, New Jersey","3405490",39.1,27,51.4,52.4,41.4
"Garfield City School District, New Jersey","3405760",35.7,26.3,40.6,40.3,42.4
"Garwood Borough School District, New Jersey","3405790",40.5,36.9,43.4,77.1,41.1
"Glassboro Borough School District, New Jersey","3405880",25.8,21.5,45.6,44.1,44.4
"Glen Ridge Borough School District, New Jersey","3405940",38.5,23.6,43.8,44.3,46.8
"Glen Rock Borough School District, New Jersey","3405970",41.1,25.3,46.3,52.7,45.7
"Gloucester City School District, New Jersey","3406000",36.3,32.3,45.7,43.2,37.6
"Green Township School District, New Jersey","3406090",43.3,37.9,50.3,48.9,51
"Green Brook Township School District, New Jersey","3406120",41.6,25.5,46.5,57.5,50.1
"Greenwich Township School District (Gloucester County), New Jersey","3406180",44.3,40.9,52.6,46.9,44.7
"Greenwich Township School District (Warren County), New Jersey","3406210",39,30,41.6,55.3,42.7
"Guttenberg Town School District, New Jersey","3406240",38.6,15.8,36.9,35.6,47.1
"Hackensack City School District, New Jersey","3406270",39.1,30.9,48.3,36.5,40.7
"Hackettstown Town School District, New Jersey","3406300",36.5,31.2,47.6,63.9,35.2
"Haddon Heights Borough School District, New Jersey","3406330",43,34.5,47.6,40.7,54.7
"Haddon Township School District, New Jersey","3406360",41.5,34.4,48.8,50.4,50.3
"Haddonfield Borough School District, New Jersey","3406390",43,38,47.6,33.1,48.7
"Hamilton Township School District, New Jersey","3406540",41.9,38.9,50.4,44.8,42.6
"Hammonton Town School District, New Jersey","3406570",41.1,36.8,49.6,53.7,37.4
"Harding Township School District, New Jersey","3406720",46.1,36.5,51.6,62.9,48.9
"Upper Township School District, New Jersey","3416650",46.1,32.6,54.9,56.1,49.4
"Ventnor City City School District, New Jersey","3416680",45.9,30.5,60.5,41.8,43.3
"Vernon Township School District, New Jersey","3416710",39.7,34.8,45.8,47.4,45.3
"Verona Borough School District, New Jersey","3416740",43.6,35.5,49.1,47.1,54.4
"Vineland City School District, New Jersey","3416800",37.7,28.4,51.2,52,40.6
"Waldwick Borough School District, New Jersey","3416860",42.5,29.4,50.5,44.8,47.2
"Wall Township School District, New Jersey","3416890",43.7,39.6,53.8,46.7,49.7
"Wallington Borough School District, New Jersey","3416920",37.8,30.9,48.4,34.3,42.2
"Washington Township School District (Burlington County), New Jersey","3417040",41.4,40,52.2,33.7,34.5
"Washington Township School District (Gloucester County), New Jersey","3417070",40.4,24.9,48.9,35.9,46.2
"Robbinsville Township School District, New Jersey","3417100",39.2,32.9,45.5,41.6,41.1
"Waterford Township School District, New Jersey","3417250",38.6,30,52.7,42.5,52.1
"Wayne Township School District, New Jersey","3417280",43.2,34.4,51.9,57.9,47.7
"Weehawken Township School District, New Jersey","3417310",37.9,31.7,36.2,50.6,44
"West Deptford Township School District, New Jersey","3417430",41.4,32.6,50.5,52.5,44.6
"West Milford Township School District, New Jersey","3417520",41.7,35.7,50.4,46.8,50.4
"West New York Town School District, New Jersey","3417580",34.5,13.6,32.2,40.8,41.2
"West Orange Town School District, New Jersey","3417610",40.2,30.2,42.6,50.5,46.2
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",37.7,17.3,42.5,34.7,42
"Westfield Town School District, New Jersey","3417760",41,26.4,45.2,38.7,45.4
"Westwood Regional School District, New Jersey","3417820",43.1,30.5,53.6,61.1,52.3
"Weymouth Township School District, New Jersey","3417850",51.4,46.1,60.6,62,46.9
"Wildwood City School District, New Jersey","3417940",36.4,31.4,50,42.9,25.2
"Wildwood Crest Borough School District, New Jersey","3417970",55.9,47.8,59,51.9,65.7
"Willingboro Township School District, New Jersey","3418000",41.8,23.3,54.1,46.6,47.5
"Winslow Township School District, New Jersey","3418060",37.9,29.1,47.1,51.3,45.4
"Woodbine Borough School District, New Jersey","3418090",33.4,24,48.5,50.7,47.4
"Woodbridge Township School District, New Jersey","3418120",38.2,32.7,45.6,46.2,40.7
"Woodbury City School District, New Jersey","3418150",36.2,28.8,49.9,60.5,36.3
"Woodlynne Borough School District, New Jersey","3418270",26.2,18,32.4,42.1,36
"Wood-Ridge Borough School District, New Jersey","3418300",43.4,35.5,51.8,56,48.5
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",44.3,42.8,44.5,13.3,54.8
"Remainder of New Jersey, New Jersey","3499999",41.8,32.6,49.7,45.2,46
"Harrison Town School District, New Jersey","3406870",34.1,22.4,29.7,46,39.3
"Hasbrouck Heights Borough School District, New Jersey","3406930",41.9,36.6,48.7,43.6,46.3
"Hawthorne Borough School District, New Jersey","3406990",40.8,34,47.8,42.6,48.4
"Highland Park Borough School District, New Jersey","3407170",33.5,21.3,41.4,32.8,39
"Hillsborough Township School District, New Jersey","3407230",39.5,27.8,49.5,44.3,42.3
"Hillside Township School District, New Jersey","3407290",38,22.6,52.5,46.3,48.6
"Ho-Ho-Kus Borough School District, New Jersey","3407320",41,27.4,52.7,76.3,47.5
"Hoboken City School District, New Jersey","3407350",31.2,28.3,31.2,59.1,36.6
"Holmdel Township School District, New Jersey","3407410",45.4,24.9,49.4,55.5,51.3
"Hopatcong Borough School District, New Jersey","3407440",40.9,32.3,53.2,62.2,55.1
"Hope Township School District, New Jersey","3407470",45.9,41.7,53.8,59.5,52.3
"Hopewell Valley Regional School District, New Jersey","3407530",43.6,35.6,47.8,16.8,46.2
"Interlaken Borough School District, New Jersey","3407650",53.6,52.7,55.1,68.8,65.7
"Irvington Township School District, New Jersey","3407680",35,23,54.6,50.1,41.8
"Jackson Township School District, New Jersey","3407740",41.5,31.8,49.8,55.4,49.9
"Jamesburg Borough School District, New Jersey","3407770",35.3,31.9,37.2,29.7,40.2
"Jefferson Township School District, New Jersey","3407800",40.2,36,49.4,37.3,48
"Jersey City School District, New Jersey","3407830",33.1,23,36,49.3,38
"Keansburg Borough School District, New Jersey","3407860",36.6,31.4,44.5,59.4,41.3
"Kearny Town School District, New Jersey","3407890",37.1,26,33.1,45.2,44.6
"Kenilworth Borough School District, New Jersey","3407920",41.3,36.1,46.6,63,49.3
"Keyport Borough School District, New Jersey","3407950",39.6,35.7,53.2,52.4,36.5
"Kinnelon Borough School District, New Jersey","3408040",41.8,30.7,49.5,45.8,52.4
"Lacey Township School District, New Jersey","3408100",42.5,38.4,49.7,33.9,54.1
"Lakehurst Borough School District, New Jersey","3408160",35.3,34.1,37,32.6,42.7
"Lakewood Township School District, New Jersey","3408220",23.9,10.1,32.4,27,34.8
"Lawrence Township School District (Cumberland County), New Jersey","3408370",39.3,37.5,47.8,38.9,39.8
"Lawrence Township School District (Mercer County), New Jersey","3408400",38,24.7,46.6,28.3,41.4
"Leonia Borough School District, New Jersey","3408520",41.5,17,46.7,40.8,45.4
"Lincoln Park Borough School District, New Jersey","3408580",44.9,37.5,54.9,51,47.3
"Linden City School District, New Jersey","3408610",39.4,30.2,50.3,35.9,44.8
"Lindenwold Borough School District, New Jersey","3408640",35,28.3,48.1,45.2,32
"Little Ferry Borough School District, New Jersey","3408760",40.1,23,50.7,57.4,43.2
"Livingston Township School District, New Jersey","3408820",42.5,29.9,45.8,34.9,48.4
"Lodi Borough School District, New Jersey","3408850",36.7,26.1,32.1,32.6,41.5
"Logan Township School District, New Jersey","3408880",36.3,30.4,39.2,55.9,51.6
"Long Branch City School District, New Jersey","3408940",34.9,25.4,52.4,42.7,36
"Lopatcong Township School District, New Jersey","3409000",42,40.2,50.3,17.6,40.4
"Pennsville Township School District, New Jersey","3409120",43,42.8,42.6,31.9,49.2
"Lyndhurst Township School District, New Jersey","3409210",39.8,35.1,45.7,41.7,43.9
"Madison Borough School District, New Jersey","3409240",38.1,27.9,42.1,19.8,44.8
"Old Bridge Township School District, New Jersey","3409270",40.2,28.6,45.4,44.8,44.9
"Mahwah Township School District, New Jersey","3409330",43,27.4,51.9,20.9,47.6
"Manasquan Borough School District, New Jersey","3409420",45.1,41.8,56.7,48.7,64.4
"Manchester Township School District, New Jersey","3409450",65.3,58.7,70.9,66.3,68.3
"Mannington Township School District, New Jersey","3409480",44.6,46,43.6,49.5,32.8
"Manville Borough School District, New Jersey","3409630",40,37.1,58.9,56.5,39.3
"Maple Shade Township School District, New Jersey","3409660",37.4,31.7,49,32.1,31.8
"Margate City School District, New Jersey","3409690",57.3,48.8,60.8,37,58.4
"Matawan-Aberdeen Regional School District, New Jersey","3409750",39.1,31.2,45.7,61.2,42
"Maurice River Township School District, New Jersey","3409780",38.5,36.3,44.5,40.3,44.2
"Maywood Borough School District, New Jersey","3409810",42,30.5,50.1,57.2,45.5
"Merchantville Borough School District, New Jersey","3409960",40.6,31.2,46.8,57.2,46.6
"Metuchen Borough School District, New Jersey","3409990",41.1,31.2,46.9,42.2,45.5
"Middle Township School District, New Jersey","3410020",44.4,29.3,55,45.2,46.7
"Middlesex Borough School District, New Jersey","3410050",42,35.5,51.3,46.3,42.5
"Middletown Township School District, New Jersey","3410110",43.2,34.8,49.2,52.6,50.5
"Midland Park Borough School District, New Jersey","3410140",40.8,33.1,52.6,63.2,49.1
"Millburn Township School District, New Jersey","3410200",39.6,19.4,43.5,40.1,44.5
"Millstone Township School District, New Jersey","3410230",42.9,33.6,48.9,66.5,49.4
"Milltown Borough School District, New Jersey","3410290",41.4,36.8,51.4,32,44.4
"Millville City School District, New Jersey","3410320",36.2,30.3,53.2,43.1,45.7
"Mine Hill Township School District, New Jersey","3410350",40,30,43.9,58.2,40.6
"Monroe Township School District (Gloucester County), New Jersey","3410470",38.7,27.4,50.3,37.8,48.2
"Monroe Township School District (Middlesex County), New Jersey","3410500",53.3,38.3,66.8,70.2,48.3
"Montague Township School District, New Jersey","3410530",41.8,42.7,36.3,41.7,49.3
"Montclair Town School District, New Jersey","3410560",39.7,29.2,43.7,42.3,46.3
"Montgomery Township School District, New Jersey","3410590",39,18.6,46.4,26.9,44
"Montville Township School District, New Jersey","3410650",43.8,30.3,51.7,69.1,47.8
"Moonachie Borough School District, New Jersey","3410680",47.2,43.8,50.7,50.1,49.1
"Moorestown Township School District, New Jersey","3410710",44.1,30.4,47.8,46.4,47.6
"Morris Plains Borough School District, New Jersey","3410770",43.9,40.3,47.7,48.7,57.8
"Morris Township School District, New Jersey","3410810",40.9,32.2,49.4,34.1,41.7
"Mount Arlington Borough School District, New Jersey","3410860",49.2,43.6,57.5,10,40.2
"Mount Ephraim Borough School District, New Jersey","3410890",42.2,31.5,50,44.8,61.5
"Mount Olive Township School District, New Jersey","3410980",38.1,27.2,44.6,44.2,41.9
"Mountain Lakes Borough School District, New Jersey","3411010",43.4,18.4,51.4,52.6,51.9
"Mountainside Borough School District, New Jersey","3411040",45.5,34.5,53.6,52.3,54
"Neptune City School District, New Jersey","3411130",42.5,35.7,61,43,37.5
"Neptune Township School District, New Jersey","3411160",42.6,32.9,56.7,51.1,45.6
"New Brunswick City School District, New Jersey","3411220",23.5,19.9,23.8,52.1,32.5
"New Hanover Township School District, New Jersey","3411250",37.4,32.8,37.2,37.6,41.6
"New Milford Borough School District, New Jersey","3411280",41.3,24.4,46.6,56.3,46.2
"New Providence Borough School District, New Jersey","3411310",41,24.7,51.6,36.6,42.7
"Newark City School District, New Jersey","3411340",32.4,21.7,46.7,46.7,39.8
"Newfield Elementary School District, New Jersey","3411370",40.9,32.2,56.7,37.8,41.5
"Newton Town School District, New Jersey","3411400",40.6,36.1,52.8,88.2,49.4
"North Arlington Borough School District, New Jersey","3411430",41.1,35.2,48.4,57.6,44.9
"North Bergen Township School District, New Jersey","3411460",35.9,17.6,31.5,54.7,46.4
"North Brunswick Township School District, New Jersey","3411490",35.8,25.4,39.8,40.7,39.5
"North Plainfield Borough School District, New Jersey","3411640",35.7,21.5,49,46.5,38.9
"Nutley Town School District, New Jersey","3411880",42,38.3,45.2,45.5,46.4
"Oaklyn Borough School District, New Jersey","3411940",42.9,35.9,48.4,50.2,50.3
"Ocean City School District, New Jersey","3411970",52.5,32.2,60.1,31.4,37.6
"Ocean Township School District (Monmouth County), New Jersey","3412060",42.5,36,50.9,53.5,43.4
"Oldmans Township School District, New Jersey","3412210",41.3,37.5,43.6,30.8,43.5
"Orange City Township School District, New Jersey","3412270",34.3,23.3,50.9,35.2,40.2
"Oxford Township School District, New Jersey","3412300",41.1,34.8,52.6,43.4,39.1
"Palisades Park Borough School District, New Jersey","3412360",37.3,23.2,25.3,44.2,40.6
"Palmyra Borough School District, New Jersey","3412390",40.4,31.1,53.2,44.5,41.3
"Paramus Borough School District, New Jersey","3412420",46.3,29.2,54.8,42.8,53.8
"Park Ridge Borough School District, New Jersey","3412450",43.6,33.3,51.3,51.2,47.1
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41,30.2,50.6,48.4,44.8
"Passaic City School District, New Jersey","3412540",28.9,13.7,30.5,49.4,37.2
"Paterson City School District, New Jersey","3412690",32.2,19.3,48.6,42.4,42.2
"Paulsboro Borough School District, New Jersey","3412720",34.5,31.6,42.8,48.5,53.1
"Pemberton Township School District, New Jersey","3412810",37.3,28.8,45.2,43.7,55.5
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",38,37.3,42.7,44.1,34.4
"Pennsauken Township School District, New Jersey","3412870",37.9,28.2,47.7,45.7,41.4
"Pequannock Township School District, New Jersey","3412900",45.1,41,57.3,40.1,51.1
"Perth Amboy City School District, New Jersey","3412930",32.5,18.3,34.2,49.1,39.9
"Phillipsburg Town School District, New Jersey","3412960",38.6,36,42.2,52.1,40
"Pine Hill Borough School District, New Jersey","3412990",35.1,27.8,48.5,47.7,35.4
"Piscataway Township School District, New Jersey","3413050",33.4,21.2,42.8,36.8,40
"Pitman Borough School District, New Jersey","3413080",42.6,36.4,54.7,33.6,49.6
"Pittsgrove Township School District, New Jersey","3413110",40.7,34.2,52.8,56.9,58
"Plainfield City School District, New Jersey","3413140",33.7,22,50.5,48.2,35.7
"Pleasantville City School District, New Jersey","3413200",35.1,22.7,47.7,35.1,40.2
"Plumsted Township School District, New Jersey","3413230",41.8,39,48.8,48.4,48.1
"Point Pleasant Borough School District, New Jersey","3413290",43.3,38.6,50.7,54.7,41.4
"Point Pleasant Beach Borough School District, New Jersey","3413320",46.2,44.3,50.3,62.6,31.7
"Pompton Lakes Borough School District, New Jersey","3413350",39.1,36.3,46.7,59.7,43.6
"Port Republic City School District, New Jersey","3413380",51,48,54.4,49.5,54.4
"Princeton Regional School District, New Jersey","3413410",30.8,20.2,34.1,41.5,41.2
"Quinton Township School District, New Jersey","3413500",40.5,39,40.9,77.1,59.5
"Rahway City School District, New Jersey","3413530",38.7,30.7,49.5,37.5,46
"Ramsey Borough School District, New Jersey","3413590",42.3,33.2,48.5,51.9,43.5
"Randolph Township School District, New Jersey","3413650",39.8,27.7,47.4,31.4,43.5
"Hazlet Township School District, New Jersey","3413680",44.3,35.8,47.8,69.1,53.9
"Ridgefield Borough School District, New Jersey","3413770",42.5,22.6,48.1,42.7,48.2
"Ridgefield Park Township School District, New Jersey","3413800",38,25.9,39.9,66.9,42.1
"Ridgewood Village School District, New Jersey","3413830",40.9,18,44.6,41.4,44.4
"Riverdale Borough School District, New Jersey","3413980",38.2,33.6,52.8,45.3,49.2
"Riverside Township School District, New Jersey","3414010",36.9,31.5,41.9,36.3,37.5
"Riverton Borough School District, New Jersey","3414040",44.1,38.9,46.3,22.3,54.5
"Rochelle Park Township School District, New Jersey","3414070",46.7,42.5,54.8,35.6,52.9
"Rockleigh Borough School District, New Jersey","3414160",53.5,31.9,69.7,6.6,85.5
"Roosevelt Borough School District, New Jersey","3414220",35.9,20,53.3,29.3,45.7
"Roselle Borough School District, New Jersey","3414280",40,26.1,50.8,51.4,45
"Roselle Park Borough School District, New Jersey","3414310",39.2,33.1,40.4,45.6,44.1
"Roxbury Township School District, New Jersey","3414340",41.6,33.1,51.4,48.1,45.1
"Rutherford Borough School District, New Jersey","3414460",40.3,32.4,46.2,42.1,46.3
"Saddle River Borough School District, New Jersey","3414520",46.8,26.9,56.5,66.4,42.8
"Salem City School District, New Jersey","3414550",34.7,28.4,50.4,45.1,45.5
"Sayreville Borough School District, New Jersey","3414640",38.4,31.1,44,40.2,42.1
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",40.1,30.2,45,37.5,47.8
"Sea Girt Borough School District, New Jersey","3414730",54.9,52.5,57.9,7.7,58.1
"Sea Isle City School District, New Jersey","3414760",55.7,47.6,63.1,20.5,53.6
"Secaucus Town School District, New Jersey","3414850",40.5,34.5,41.4,48,43.5
"Somerville Borough School District, New Jersey","3415090",36.1,30.7,46.5,40.7,38.1
"Lake Como Borough School District, New Jersey","3415150",38.4,33,48.3,41.1,40
"South Bound Brook Borough School District, New Jersey","3415180",37.6,31.7,53,49.6,38.5
"South Brunswick Township School District, New Jersey","3415210",38.9,19.6,47.4,45.6,42.9
"South Hackensack Township School District, New Jersey","3415240",39.9,28,47.2,55.3,47.2
"South Orange-Maplewood School District, New Jersey","3415330",36.4,21.3,40.3,43.3,43.3
"South Plainfield Borough School District, New Jersey","3415360",40.9,34,49.9,50.7,45.7
"South River Borough School District, New Jersey","3415390",37.8,27.8,44.4,46.5,41.2
"Sparta Township School District, New Jersey","3415510",41.7,29.3,48.9,46.6,50.3
"Spotswood Borough School District, New Jersey","3415540",41.4,33.9,52.9,55.1,46
"Spring Lake Borough School District, New Jersey","3415570",56.1,52.3,59.7,16.7,69.7
"Spring Lake Heights Borough School District, New Jersey","3415600",46.5,40.6,54.8,63.1,53.3
"Springfield Township School District, New Jersey","3415630",43.7,38.5,48.2,49.3,46.9
"Stone Harbor Borough School District, New Jersey","3415810",63.1,45.9,65.7,10.2,66.5
"Summit City School District, New Jersey","3415900",38.7,20.1,46.4,33.6,42
"Teaneck Township School District, New Jersey","3416080",38,19.1,42.8,37.8,47.6
"Tenafly Borough School District, New Jersey","3416110",40.8,16.5,41.9,57.5,44.8
"Toms River Regional School District, New Jersey","3416230",41.6,36.1,53.5,48,43.7
"Trenton City School District, New Jersey","3416290",33,25.6,49.3,41.8,35.2
"Union Beach Borough School District, New Jersey","3416350",38.8,33.6,49,63,44.6
"Union City School District, New Jersey","3416380",33.9,14.9,27.1,46.4,42.8
"Barnegat Township School District, New Jersey","3416470",45.3,41.2,51.1,52.7,49.8
"Union Township School District, New Jersey","3416500",40.3,29.6,45.6,45.3,47.9
"Upper Freehold Regional School District, New Jersey","3416560",43.1,37.7,49.3,45.4,49.6
