"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Keyport Borough School District, New Jersey","3407950",6115,539,5576,924,646,963,708,620,615,264,836,3273,277,2996,638,313,347,455,298,340,160,445,1366,38,1328,92,182,241,94,219,157,51,292,140,27,113,14,10,28,22,29,0,10,0,1336,197,1139,180,141,347,137,74,118,43,99
"Kinnelon Borough School District, New Jersey","3408040",8055,1053,7002,1084,456,581,548,656,682,268,2727,4376,655,3721,653,257,232,321,368,348,147,1395,2309,243,2066,291,107,190,145,175,220,62,876,80,0,80,41,0,0,11,0,0,0,28,1290,155,1135,99,92,159,71,113,114,59,428
"Lacey Township School District, New Jersey","3408100",23087,2569,20518,3609,1622,2809,2560,3020,2532,1068,3298,15856,2114,13742,2631,1014,1832,1879,1926,1701,515,2244,5658,382,5276,705,387,653,654,872,688,474,843,247,0,247,45,64,41,0,0,58,12,27,1326,73,1253,228,157,283,27,222,85,67,184
"Lakehurst Borough School District, New Jersey","3408160",2141,350,1791,303,199,203,336,300,219,51,180,1317,217,1100,236,125,116,218,180,133,22,70,572,80,492,34,51,61,51,108,60,22,105,61,11,50,14,17,6,0,6,0,7,0,191,42,149,19,6,20,67,6,26,0,5
"Lakewood Township School District, New Jersey","3408220",55920,10716,45204,10345,6114,8829,6296,5113,3697,1269,3541,17691,3628,14063,3671,1715,2497,2112,1536,1106,500,926,23324,4725,18599,3934,2309,3378,2320,2274,1878,588,1918,2485,519,1966,624,218,460,433,33,97,49,52,12420,1844,10576,2116,1872,2494,1431,1270,616,132,645
"Laurel Springs Borough School District, New Jersey","3408280",1584,113,1471,271,102,222,197,172,170,57,280,868,72,796,135,55,119,105,102,90,35,155,622,38,584,108,47,95,85,54,73,22,100,0,0,0,0,0,0,0,0,0,0,0,94,3,91,28,0,8,7,16,7,0,25
"Lavallette Borough School District, New Jersey","3408310",2088,253,1835,279,132,191,336,283,145,141,328,1598,230,1368,157,101,156,263,203,132,113,243,469,23,446,122,31,35,56,80,9,28,85,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,17,0,4,0,0
"Lawnside Borough School District, New Jersey","3408340",2346,262,2084,404,262,275,261,282,285,115,200,1127,147,980,277,109,110,152,126,101,39,66,1069,99,970,110,138,156,101,140,118,76,131,3,0,3,0,0,0,0,0,0,0,3,147,16,131,17,15,9,8,16,66,0,0
"Lawrence Township School District (Cumberland County), New Jersey","3408370",2636,277,2359,384,210,420,368,360,167,158,292,1937,209,1728,261,108,277,222,315,135,138,272,507,63,444,56,74,94,128,26,26,20,20,18,0,18,4,0,0,8,0,6,0,0,174,5,169,63,28,49,10,19,0,0,0
"Lawrence Township School District (Mercer County), New Jersey","3408400",27216,2655,24561,4989,1682,2706,2320,2295,3523,1416,5630,10723,1065,9658,2377,629,1009,819,930,1426,546,1922,8327,502,7825,1537,534,901,603,799,1019,339,2093,358,55,303,140,20,17,47,43,25,0,11,7808,1033,6775,935,499,779,851,523,1053,531,1604
"Leonia Borough School District, New Jersey","3408520",7121,1289,5832,838,424,718,552,648,635,291,1726,1246,208,1038,215,58,194,88,83,164,10,226,2117,167,1950,253,139,221,111,177,133,95,821,138,9,129,46,0,26,0,45,0,0,12,3620,905,2715,324,227,277,353,343,338,186,667
"Lincoln Park Borough School District, New Jersey","3408580",8943,1065,7878,929,575,879,1058,1139,1140,535,1623,4844,580,4264,462,307,362,669,674,701,293,796,2202,275,1927,169,126,235,206,277,209,133,572,250,42,208,69,15,4,7,71,0,24,18,1647,168,1479,229,127,278,176,117,230,85,237
"Linden City School District, New Jersey","3408610",33684,4391,29293,5052,2788,5040,3963,4734,3129,1430,3157,15252,2081,13171,2671,1079,1953,1446,2183,1599,640,1600,4202,339,3863,546,472,647,542,583,362,194,517,1169,109,1060,189,144,105,189,238,97,40,58,13061,1862,11199,1646,1093,2335,1786,1730,1071,556,982
"Lindenwold Borough School District, New Jersey","3408640",14630,1495,13135,2245,1255,2610,2637,2195,984,402,807,6511,783,5728,1315,610,1085,806,860,475,200,377,5011,341,4670,457,427,913,1055,1010,361,149,298,526,45,481,136,0,39,177,91,13,12,13,2582,326,2256,337,218,573,599,234,135,41,119
"Longport Borough School District, New Jersey","3408671",928,70,858,123,59,120,111,62,97,45,241,298,25,273,35,18,52,38,24,35,14,57,604,45,559,80,38,65,69,38,54,31,184,0,0,0,0,0,0,0,0,0,0,0,26,0,26,8,3,3,4,0,8,0,0
"Little Ferry Borough School District, New Jersey","3408760",8821,1411,7410,962,694,1075,809,1173,977,600,1120,2751,400,2351,474,252,376,246,231,331,132,309,1441,133,1308,116,116,125,204,249,100,121,277,122,0,122,8,0,25,0,32,45,12,0,4507,878,3629,364,326,549,359,661,501,335,534
"Livingston Township School District, New Jersey","3408820",22694,3128,19566,2624,1178,1894,1393,1704,1831,1090,7852,10466,1472,8994,1675,549,1006,752,770,713,533,2996,5787,702,5085,463,349,309,258,441,546,260,2459,142,34,108,8,0,4,0,0,60,0,36,6299,920,5379,478,280,575,383,493,512,297,2361
"Lodi Borough School District, New Jersey","3408850",19389,3217,16172,2230,2007,2673,2264,2653,1892,582,1871,7854,1315,6539,1162,911,920,817,1034,740,352,603,2394,535,1859,173,114,399,149,349,253,51,371,507,47,460,175,19,73,81,36,42,0,34,8634,1320,7314,720,963,1281,1217,1234,857,179,863
"Logan Township School District, New Jersey","3408880",4868,429,4439,722,254,364,532,623,720,259,965,1808,181,1627,332,77,92,151,219,238,82,436,2748,196,2552,336,173,221,357,375,469,131,490,118,0,118,54,0,37,13,0,0,0,14,194,52,142,0,4,14,11,29,13,46,25
"Long Branch City School District, New Jersey","3408940",25007,2858,22149,4031,1795,5188,3084,2772,1841,766,2672,10203,1107,9096,2150,738,1683,1102,1116,748,372,1187,5256,393,4863,712,337,996,501,680,403,219,1015,886,79,807,143,99,233,88,160,24,19,41,8662,1279,7383,1026,621,2276,1393,816,666,156,429
"Lopatcong Township School District, New Jersey","3409000",6311,748,5563,891,490,844,520,741,591,315,1171,3385,433,2952,475,233,579,220,434,388,102,521,2178,152,2026,322,228,184,275,254,136,127,500,97,22,75,20,0,16,0,0,39,0,0,651,141,510,74,29,65,25,53,28,86,150
"Lower Alloways Creek Township School District, New Jersey","3409030",1424,207,1217,140,108,243,120,183,209,53,161,1004,141,863,109,83,186,83,115,146,39,102,413,66,347,28,25,57,37,68,59,14,59,4,0,4,0,0,0,0,0,4,0,0,3,0,3,3,0,0,0,0,0,0,0
"Pennsville Township School District, New Jersey","3409120",11025,1266,9759,1565,716,1568,1347,1924,989,423,1227,6189,796,5393,935,369,847,751,1083,528,254,626,4276,400,3876,546,247,629,559,756,390,169,580,223,8,215,25,53,62,17,52,6,0,0,337,62,275,59,47,30,20,33,65,0,21
"Lyndhurst Township School District, New Jersey","3409210",17390,2871,14519,1694,1243,2126,1549,2199,2116,793,2799,9965,1853,8112,1028,677,963,900,1137,1353,442,1612,2512,187,2325,189,193,315,215,480,424,86,423,343,52,291,50,5,62,0,83,8,9,74,4570,779,3791,427,368,786,434,499,331,256,690
"Madison Borough School District, New Jersey","3409240",12739,1638,11101,2419,599,995,911,1078,959,432,3708,5733,737,4996,1169,280,457,549,490,552,151,1348,4423,602,3821,806,95,335,188,287,262,180,1668,207,46,161,57,0,10,17,0,10,20,47,2376,253,2123,387,224,193,157,301,135,81,645
"Old Bridge Township School District, New Jersey","3409270",53161,7472,45689,6024,3445,6288,4782,5751,5438,2572,11389,20569,2896,17673,2711,1589,2588,2029,2608,2018,784,3346,17470,2080,15390,1809,834,1950,1516,1991,1890,1013,4387,1256,159,1097,144,228,106,96,141,70,59,253,13866,2337,11529,1360,794,1644,1141,1011,1460,716,3403
"Mahwah Township School District, New Jersey","3409330",21789,2570,19219,4178,959,2024,1300,2136,2149,978,5495,9758,1226,8532,2372,456,822,555,1000,836,422,2069,7879,561,7318,1129,300,846,535,709,972,393,2434,412,124,288,51,30,49,36,82,38,0,2,3740,659,3081,626,173,307,174,345,303,163,990
"Manasquan Borough School District, New Jersey","3409420",4923,427,4496,740,204,438,483,676,500,220,1235,3579,360,3219,597,120,272,310,473,440,91,916,1197,67,1130,135,72,166,140,191,43,108,275,49,0,49,0,0,0,33,0,0,0,16,98,0,98,8,12,0,0,12,17,21,28
"Manchester Township School District, New Jersey","3409450",39431,2711,36720,6084,4346,8682,5562,4669,3293,1108,2976,22241,1750,20491,3351,2267,4748,2936,2756,1950,699,1784,13289,717,12572,1930,1596,3041,2021,1616,1081,385,902,499,39,460,94,55,139,90,7,24,0,51,3402,205,3197,709,428,754,515,290,238,24,239
"Mannington Township School District, New Jersey","3409480",1378,171,1207,321,120,166,103,142,160,48,147,847,56,791,215,63,76,82,104,136,23,92,423,69,354,80,48,70,21,38,24,25,48,28,14,14,10,0,0,0,0,0,0,4,80,32,48,16,9,20,0,0,0,0,3
"Manville Borough School District, New Jersey","3409630",8675,851,7824,1341,655,1362,1214,1231,914,384,723,5467,592,4875,919,394,768,630,782,591,292,499,1496,24,1472,167,149,220,311,248,161,56,160,52,0,52,27,12,0,0,0,13,0,0,1660,235,1425,228,100,374,273,201,149,36,64
"Maple Shade Township School District, New Jersey","3409660",16229,1235,14994,1978,1629,2463,2128,2552,2052,783,1409,7368,574,6794,1003,671,1120,872,1229,1100,257,542,6892,453,6439,782,732,942,985,1040,711,427,820,220,11,209,20,6,39,93,18,17,0,16,1749,197,1552,173,220,362,178,265,224,99,31
"Margate City School District, New Jersey","3409690",5737,367,5370,989,483,575,536,717,599,262,1209,2015,120,1895,418,162,221,150,188,235,127,394,3220,209,3011,506,278,332,326,426,308,135,700,39,0,39,8,0,0,12,19,0,0,0,463,38,425,57,43,22,48,84,56,0,115
"Matawan-Aberdeen Regional School District, New Jersey","3409750",21841,2551,19290,2610,1308,2437,2266,2623,2461,1197,4388,9943,1052,8891,1484,663,973,959,1293,1150,577,1792,7320,702,6618,661,319,924,599,953,987,366,1809,339,24,315,66,0,49,55,62,51,17,15,4239,773,3466,399,326,491,653,315,273,237,772
"Maurice River Township School District, New Jersey","3409780",7438,3612,3826,877,485,541,652,428,426,139,278,5512,2573,2939,671,385,356,525,350,356,122,174,1239,599,640,116,67,163,98,27,67,7,95,327,240,87,28,8,6,19,16,0,10,0,360,200,160,62,25,16,10,35,3,0,9
"Maywood Borough School District, New Jersey","3409810",8022,902,7120,1057,456,982,816,960,879,564,1406,3665,499,3166,533,239,365,432,474,383,178,562,2260,118,2142,320,171,297,141,252,215,273,473,160,18,142,29,6,35,14,0,7,0,51,1937,267,1670,175,40,285,229,234,274,113,320
"Merchantville Borough School District, New Jersey","3409960",3193,333,2860,508,290,392,252,353,402,91,572,1791,206,1585,349,218,225,156,196,170,22,249,1162,72,1090,147,63,119,95,128,184,69,285,32,9,23,0,9,14,0,0,0,0,0,208,46,162,12,0,34,1,29,48,0,38
"Metuchen Borough School District, New Jersey","3409990",10853,1212,9641,1223,401,978,839,1229,1056,425,3490,4888,578,4310,606,258,483,387,614,485,205,1272,3654,381,3273,279,100,299,221,451,326,123,1474,105,0,105,0,19,0,9,23,47,0,7,2206,253,1953,338,24,196,222,141,198,97,737
"Middle Township School District, New Jersey","3410020",15385,1486,13899,2443,1236,2416,1836,1928,1538,808,1694,7529,850,6679,1402,500,1145,1006,926,665,446,589,6514,446,6068,867,632,1014,678,933,735,289,920,275,7,268,40,43,96,74,0,15,0,0,1067,183,884,134,61,161,78,69,123,73,185
"Middlesex Borough School District, New Jersey","3410050",11311,1505,9806,1615,643,1314,1037,1437,1281,467,2012,7003,1066,5937,1257,330,836,593,795,783,295,1048,2208,12,2196,196,211,291,100,307,251,122,718,74,0,74,40,0,0,0,0,0,0,34,2026,427,1599,122,102,187,344,335,247,50,212
"Middletown Township School District, New Jersey","3410110",53525,6376,47149,7060,3240,5686,4642,5620,5300,2215,13386,29055,3617,25438,4388,1996,2976,2576,3302,3063,1131,6006,19528,2142,17386,2033,955,2153,1704,1751,1599,884,6307,588,40,548,80,48,116,45,106,33,14,106,4354,577,3777,559,241,441,317,461,605,186,967
"Midland Park Borough School District, New Jersey","3410140",5679,496,5183,801,318,722,499,768,603,229,1243,3200,330,2870,477,129,338,260,441,402,161,662,1525,59,1466,137,136,184,167,213,122,40,467,91,0,91,0,0,31,11,0,35,0,14,863,107,756,187,53,169,61,114,44,28,100
"Millburn Township School District, New Jersey","3410200",14707,2336,12371,1629,591,985,695,953,1075,552,5891,4897,883,4014,710,252,332,225,448,444,267,1336,6094,872,5222,622,153,271,241,312,424,211,2988,237,27,210,44,0,22,18,0,26,6,94,3479,554,2925,253,186,360,211,193,181,68,1473
"Millstone Township School District, New Jersey","3410230",8475,1231,7244,1369,386,643,514,829,398,329,2776,4482,747,3735,910,192,270,194,439,204,174,1352,3064,415,2649,394,99,257,249,241,163,102,1144,32,0,32,0,0,20,0,5,0,0,7,897,69,828,65,95,96,71,144,31,53,273
"Milltown Borough School District, New Jersey","3410290",5841,430,5411,883,479,755,443,969,481,381,1020,4034,332,3702,643,362,589,333,633,334,181,627,1249,13,1236,174,46,125,92,213,124,160,302,23,0,23,0,0,0,0,0,23,0,0,535,85,450,66,71,41,18,123,0,40,91
"Millville City School District, New Jersey","3410320",22082,2236,19846,4022,2290,3319,2826,2872,1961,898,1658,14884,1573,13311,2903,1367,2221,1897,1962,1376,601,984,4909,394,4515,770,544,745,674,641,383,259,499,1202,109,1093,262,270,72,157,118,151,0,63,1087,160,927,87,109,281,98,151,51,38,112
"Mine Hill Township School District, New Jersey","3410350",2968,375,2593,322,162,320,235,384,425,150,595,1434,161,1273,151,89,102,145,177,222,84,303,573,59,514,32,26,65,11,100,82,34,164,86,12,74,16,0,27,0,20,0,0,11,875,143,732,123,47,126,79,87,121,32,117
"Monroe Township School District (Gloucester County), New Jersey","3410470",28210,3426,24784,4090,2306,3639,2566,3622,2868,1529,4164,14321,1918,12403,2511,1134,1746,994,2126,1435,619,1838,12007,1269,10738,1330,1061,1624,1337,1412,1222,793,1959,177,72,105,11,0,36,0,30,12,9,7,1705,167,1538,238,111,233,235,54,199,108,360
"Monroe Township School District (Middlesex County), New Jersey","3410500",33723,4302,29421,4123,2443,4409,3111,3582,2796,1514,7443,12604,2180,10424,1552,927,1564,949,1383,1038,707,2304,14633,1249,13384,1816,1064,2012,1687,1668,1330,653,3154,415,49,366,32,50,82,12,25,71,0,94,6071,824,5247,723,402,751,463,506,357,154,1891
"Montague Township School District, New Jersey","3410530",3056,355,2701,490,315,363,280,454,259,187,353,1994,212,1782,338,217,230,123,265,215,151,243,874,102,772,152,71,95,105,189,44,29,87,52,17,35,0,0,0,35,0,0,0,0,136,24,112,0,27,38,17,0,0,7,23
"Montclair Town School District, New Jersey","3410560",29560,4143,25417,3161,1692,2539,1920,2956,3051,1484,8614,12428,2107,10321,1592,704,991,814,1461,1344,598,2817,12107,1494,10613,1125,680,983,592,1069,1250,617,4297,482,14,468,45,6,19,0,72,79,83,164,4543,528,4015,399,302,546,514,354,378,186,1336
"Montgomery Township School District, New Jersey","3410590",16852,3073,13779,2169,664,666,1100,1087,1142,569,6382,6082,1283,4799,1101,283,301,391,318,355,166,1884,5792,984,4808,601,240,233,310,506,460,265,2193,193,35,158,62,3,13,0,0,28,37,15,4785,771,4014,405,138,119,399,263,299,101,2290
"Montville Township School District, New Jersey","3410650",17222,2687,14535,2490,1084,1222,925,1599,1121,718,5376,8562,1439,7123,1584,543,661,534,746,557,350,2148,4332,618,3714,421,223,260,203,404,307,145,1751,162,0,162,31,86,17,11,9,8,0,0,4166,630,3536,454,232,284,177,440,249,223,1477
"Moonachie Borough School District, New Jersey","3410680",2336,261,2075,309,170,335,381,292,151,114,323,1178,95,1083,183,64,149,160,151,78,89,209,329,54,275,3,44,31,78,50,11,12,46,67,7,60,7,8,18,16,6,5,0,0,762,105,657,116,54,137,127,85,57,13,68
"Moorestown Township School District, New Jersey","3410710",16381,2072,14309,2030,1171,1603,1379,1468,1070,590,4998,6661,925,5736,1015,543,747,675,668,529,251,1308,7944,865,7079,842,540,776,552,718,406,285,2960,161,31,130,0,29,0,10,0,0,0,91,1615,251,1364,173,59,80,142,82,135,54,639
"Morris Plains Borough School District, New Jersey","3410770",4517,516,4001,576,214,379,337,445,503,214,1333,2930,294,2636,421,134,299,225,297,328,148,784,1068,94,974,66,63,66,76,94,128,66,415,59,26,33,5,0,0,0,6,8,0,14,460,102,358,84,17,14,36,48,39,0,120
"Morris Township School District, New Jersey","3410810",34141,3904,30237,3803,1728,3954,2820,3907,3168,1853,9004,14979,1850,13129,1841,703,1232,1119,1853,1672,885,3824,11021,790,10231,1146,472,1147,846,1059,963,696,3902,297,24,273,68,21,24,42,0,0,10,108,7844,1240,6604,748,532,1551,813,995,533,262,1170
"Mount Arlington Borough School District, New Jersey","3410860",4312,343,3969,394,292,296,417,708,575,374,913,2487,251,2236,227,194,194,215,461,329,235,381,1387,16,1371,71,98,102,169,169,246,105,411,0,0,0,0,0,0,0,0,0,0,0,438,76,362,96,0,0,33,78,0,34,121
"Mount Ephraim Borough School District, New Jersey","3410890",3865,332,3533,582,301,499,533,499,450,302,367,2177,223,1954,435,150,211,271,363,205,101,218,1533,101,1432,130,119,238,229,136,245,186,149,51,0,51,0,0,16,20,0,0,15,0,104,8,96,17,32,34,13,0,0,0,0
"Mount Olive Township School District, New Jersey","3410980",21809,2618,19191,3001,1424,2093,2011,2608,2033,1061,4960,11107,1303,9804,1860,733,1075,1004,1383,1071,567,2111,5887,503,5384,658,386,599,427,782,555,308,1669,428,30,398,77,0,54,76,53,75,28,35,4387,782,3605,406,305,365,504,390,332,158,1145
"Mountain Lakes Borough School District, New Jersey","3411010",3305,594,2711,591,212,205,179,159,167,54,1144,1431,339,1092,303,105,72,67,73,86,8,378,1361,219,1142,176,98,53,92,73,55,34,561,31,10,21,10,0,11,0,0,0,0,0,482,26,456,102,9,69,20,13,26,12,205
"Mountainside Borough School District, New Jersey","3411040",5238,548,4690,594,342,416,410,542,415,188,1783,2869,348,2521,384,236,262,184,238,254,108,855,1536,160,1376,126,60,137,176,229,71,47,530,86,4,82,0,0,0,0,0,23,10,49,747,36,711,84,46,17,50,75,67,23,349
"Neptune City School District, New Jersey","3411130",4074,339,3735,579,367,666,352,423,491,276,581,2759,282,2477,441,200,299,250,322,357,238,370,873,17,856,104,142,205,83,34,73,24,191,107,0,107,1,0,106,0,0,0,0,0,335,40,295,33,25,56,19,67,61,14,20
"Neptune Township School District, New Jersey","3411160",23123,2616,20507,3157,1907,2875,3019,2701,2575,971,3302,13498,1693,11805,1839,1070,1594,1564,1605,1565,560,2008,5960,412,5548,642,536,896,808,588,770,321,987,538,63,475,41,20,27,101,102,38,32,114,3127,448,2679,635,281,358,546,406,202,58,193
"New Brunswick City School District, New Jersey","3411220",45504,11632,33872,10410,4103,8167,4028,2940,1860,586,1778,17275,6152,11123,5277,1044,1492,973,781,629,236,691,6115,1089,5026,1621,480,920,371,583,392,109,550,1885,304,1581,512,202,345,313,104,95,10,0,20229,4087,16142,3000,2377,5410,2371,1472,744,231,537
"New Hanover Township School District, New Jersey","3411250",5878,2567,3311,1294,308,578,324,314,171,78,244,1183,274,909,270,74,148,81,130,76,30,100,3218,1603,1615,758,98,323,122,110,89,30,85,255,153,102,24,17,20,12,17,6,6,0,1222,537,685,242,119,87,109,57,0,12,59
"New Milford Borough School District, New Jersey","3411280",13281,2221,11060,1552,764,1196,1198,1366,1704,796,2484,4531,1013,3518,606,350,267,366,429,565,184,751,4095,415,3680,615,130,528,278,493,524,309,803,153,14,139,0,24,11,25,35,0,21,23,4502,779,3723,331,260,390,529,409,615,282,907
"New Providence Borough School District, New Jersey","3411310",9289,1239,8050,984,559,723,574,823,897,334,3156,4114,534,3580,631,262,411,210,382,389,190,1105,2780,229,2551,265,128,102,185,272,220,106,1273,102,39,63,5,0,0,15,11,0,0,32,2293,437,1856,83,169,210,164,158,288,38,746
"Newark City School District, New Jersey","3411340",217257,46003,171254,45861,22304,31743,24124,20539,13136,4388,9159,93751,26711,67040,21749,7165,9770,9202,8088,5673,1705,3688,35829,5630,30199,8154,4500,4859,3484,3623,2397,892,2290,15884,2373,13511,4376,2171,2336,1878,1459,564,279,448,71793,11289,60504,11582,8468,14778,9560,7369,4502,1512,2733
"Newfield Elementary School District, New Jersey","3411370",1385,130,1255,245,105,162,168,233,169,41,132,1006,102,904,199,75,104,135,151,108,34,98,312,25,287,40,18,53,30,56,49,7,34,14,0,14,0,5,0,0,0,9,0,0,53,3,50,6,7,5,3,26,3,0,0
"Newton Town School District, New Jersey","3411400",6264,781,5483,1023,691,996,751,568,410,328,716,4143,505,3638,711,471,605,478,487,268,218,400,1292,80,1212,240,148,218,148,81,125,57,195,40,0,40,0,7,24,0,0,0,0,9,789,196,593,72,65,149,125,0,17,53,112
"North Arlington Borough School District, New Jersey","3411430",13052,1720,11332,1565,847,1521,1286,1664,1443,808,2198,7168,734,6434,931,503,961,627,880,933,559,1040,1495,184,1311,103,61,221,195,219,107,77,328,267,85,182,0,32,64,10,13,0,32,31,4122,717,3405,531,251,275,454,552,403,140,799
"North Bergen Township School District, New Jersey","3411460",49639,7864,41775,7608,4964,7568,5710,5282,4413,1740,4490,11189,2762,8427,2129,775,1249,1170,960,992,409,743,7060,928,6132,991,525,964,645,816,754,338,1099,2144,199,1945,284,436,340,256,156,153,91,229,29246,3975,25271,4204,3228,5015,3639,3350,2514,902,2419
"North Brunswick Township School District, New Jersey","3411490",32982,5265,27717,4306,1908,3735,2826,3666,3566,1772,5938,12634,2063,10571,2047,844,1190,1146,1372,1461,727,1784,6039,606,5433,797,322,617,502,714,880,332,1269,668,143,525,74,134,65,25,131,25,0,71,13641,2453,11188,1388,608,1863,1153,1449,1200,713,2814
"North Plainfield Borough School District, New Jersey","3411640",17158,1808,15350,2603,1545,2604,2167,1950,1815,793,1873,6608,663,5945,1074,420,611,833,960,878,388,781,2361,94,2267,150,273,326,200,256,264,135,663,405,94,311,81,38,25,20,52,57,0,38,7784,957,6827,1298,814,1642,1114,682,616,270,391
"North Wildwood City School District, New Jersey","3411670",3530,371,3159,480,289,440,466,622,364,84,414,1011,120,891,134,68,216,137,69,118,37,112,2347,251,2096,280,192,224,298,553,235,47,267,21,0,21,21,0,0,0,0,0,0,0,151,0,151,45,29,0,31,0,11,0,35
"Nutley Town School District, New Jersey","3411880",23712,3014,20698,2415,2036,2570,1845,2710,2944,1179,4999,14185,1914,12271,1491,1128,1473,1000,1641,1927,757,2854,3704,302,3402,452,202,292,387,382,327,233,1127,317,14,303,43,66,19,7,26,20,24,98,5506,784,4722,429,640,786,451,661,670,165,920
"Oaklyn Borough School District, New Jersey","3411940",3468,325,3143,463,347,414,318,493,451,145,512,1977,190,1787,279,245,265,169,198,265,78,288,1214,75,1139,171,79,130,120,243,131,55,210,83,17,66,0,0,14,5,41,0,0,6,194,43,151,13,23,5,24,11,55,12,8
"Ocean City School District, New Jersey","3411970",10446,570,9876,1926,1147,1349,1028,1226,998,466,1736,3374,235,3139,770,363,352,286,396,357,159,456,6410,271,6139,952,692,873,741,820,594,302,1165,83,0,83,13,57,12,1,0,0,0,0,579,64,515,191,35,112,0,10,47,5,115
"Ocean Township School District (Monmouth County), New Jersey","3412060",22331,2306,20025,2995,1372,3072,2242,2340,2058,1166,4780,11787,1127,10660,1662,748,1525,1070,1261,1313,644,2437,6085,667,5418,717,312,645,493,638,545,288,1780,234,24,210,28,10,63,22,23,12,10,42,4225,488,3737,588,302,839,657,418,188,224,521
"Ocean Township School District (Ocean County), New Jersey","3412090",7398,578,6820,1113,589,1186,780,1029,854,414,855,4580,386,4194,629,365,554,441,727,623,283,572,2245,177,2068,425,182,336,278,238,203,123,283,0,0,0,0,0,0,0,0,0,0,0,573,15,558,59,42,296,61,64,28,8,0
"Oldmans Township School District, New Jersey","3412210",1629,176,1453,211,108,230,311,163,122,104,204,810,59,751,113,57,118,132,105,60,55,111,696,107,589,96,46,72,126,56,59,49,85,15,0,15,0,0,8,0,0,3,0,4,108,10,98,2,5,32,53,2,0,0,4
"Orange City Township School District, New Jersey","3412270",23888,4597,19291,4265,2170,3868,3278,2775,1514,399,1022,8698,1877,6821,1757,826,1014,909,1147,682,129,357,3908,439,3469,815,347,638,401,565,302,51,350,862,185,677,155,24,160,164,96,2,76,0,10420,2096,8324,1538,973,2056,1804,967,528,143,315
"Oxford Township School District, New Jersey","3412300",2048,198,1850,246,148,332,262,332,229,66,235,1464,157,1307,158,127,239,176,277,160,56,114,410,23,387,75,21,90,52,29,58,10,52,33,0,33,3,0,0,26,0,0,0,4,141,18,123,10,0,3,8,26,11,0,65
"Palisades Park Borough School District, New Jersey","3412360",17104,3940,13164,1236,1965,2374,1709,1824,1295,647,2114,2108,228,1880,248,165,316,252,153,232,119,395,1802,377,1425,129,101,182,241,65,287,73,347,327,46,281,0,148,56,16,3,42,7,9,12867,3289,9578,859,1551,1820,1200,1603,734,448,1363
"Palmyra Borough School District, New Jersey","3412390",6054,595,5459,860,506,936,676,806,617,195,863,2619,230,2389,498,202,488,311,301,175,83,331,2951,322,2629,282,211,365,346,487,363,104,471,35,0,35,0,6,0,0,0,21,8,0,449,43,406,80,87,83,19,18,58,0,61
"Paramus Borough School District, New Jersey","3412420",22119,3334,18785,3018,1444,2160,2044,2219,2063,923,4914,9360,1475,7885,1812,566,811,825,911,729,384,1847,5635,583,5052,706,405,630,682,503,657,216,1253,113,67,46,3,2,16,0,0,0,0,25,7011,1209,5802,497,471,703,537,805,677,323,1789
"Park Ridge Borough School District, New Jersey","3412450",6807,721,6086,661,382,810,511,721,667,499,1835,3096,402,2694,399,189,316,229,336,218,216,791,2580,206,2374,169,91,309,215,290,329,194,777,36,11,25,0,0,7,0,8,10,0,0,1095,102,993,93,102,178,67,87,110,89,267
"Parsippany-Troy Hills Township School District, New Jersey","3412480",44127,5758,38369,5153,2081,5078,4135,5388,4452,2195,9887,17912,2078,15834,2522,1016,1682,1924,2423,2168,872,3227,8733,667,8066,762,469,1387,768,1069,675,567,2369,394,37,357,12,81,51,19,41,46,15,92,17088,2976,14112,1857,515,1958,1424,1855,1563,741,4199
"Passaic City School District, New Jersey","3412540",50839,13833,37006,7597,5631,10014,5398,3640,2122,656,1948,12215,4810,7405,2138,1043,1182,1087,873,489,195,398,6013,1416,4597,1054,592,586,437,502,387,116,923,3593,664,2929,910,599,553,280,283,192,14,98,29018,6943,22075,3495,3397,7693,3594,1982,1054,331,529
"Paterson City School District, New Jersey","3412690",111946,27703,84243,20788,10685,17911,13471,10230,5475,1919,3764,40134,12443,27691,7841,3139,4607,4666,3636,1807,554,1441,12329,2327,10002,2404,1333,1846,1423,1484,810,264,438,18820,5282,13538,3781,2084,3256,2093,1403,488,159,274,40663,7651,33012,6762,4129,8202,5289,3707,2370,942,1611
"Paulsboro Borough School District, New Jersey","3412720",4653,553,4100,1242,414,579,275,749,467,87,287,3546,515,3031,870,319,420,168,548,383,57,266,746,38,708,198,43,108,56,189,84,30,0,155,0,155,48,52,0,22,12,0,0,21,206,0,206,126,0,51,29,0,0,0,0
