"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Bridgewater-Raritan Regional School District, New Jersey","3402280",51472,2618,9957,3130,4685,7504,10159,3332,1067,1532,3430,4058,28332,2429,7997,2185,2339,3295,4106,1347,467,674,1410,2083,10911,174,1402,322,901,1380,2724,897,293,452,1104,1262,329,0,0,0,39,82,75,69,14,8,9,33,11900,15,558,623,1406,2747,3254,1019,293,398,907,680
"Brielle Borough School District, New Jersey","3402310",4787,133,1007,154,154,703,763,463,234,256,509,411,3411,133,929,115,107,457,529,335,218,85,258,245,1166,0,59,21,47,211,217,103,16,150,235,107,36,0,0,18,0,0,0,11,0,7,0,0,174,0,19,0,0,35,17,14,0,14,16,59
"Brigantine City School District, New Jersey","3402340",9622,346,1103,777,1066,846,1522,872,306,442,1477,865,4255,346,808,492,513,357,700,280,89,136,302,232,4167,0,227,226,222,413,580,489,170,277,960,603,116,0,25,0,10,0,22,8,41,0,0,10,1084,0,43,59,321,76,220,95,6,29,215,20
"Brooklawn Borough School District, New Jersey","3402370",1811,101,288,167,144,370,262,118,72,71,118,100,1223,89,261,73,85,247,192,46,48,24,99,59,403,12,16,63,47,75,28,62,24,34,19,23,45,0,11,0,12,3,19,0,0,0,0,0,140,0,0,31,0,45,23,10,0,13,0,18
"Buena Regional School District, New Jersey","3402400",12139,794,1840,980,1272,1763,1916,921,182,375,1009,1087,7928,736,1632,703,805,1254,1117,293,90,197,512,589,2722,12,142,136,187,248,567,336,90,127,443,434,503,0,11,27,87,79,94,79,2,51,51,22,986,46,55,114,193,182,138,213,0,0,3,42
"Burlington City School District, New Jersey","3402430",9904,622,1718,786,1225,1318,1726,491,261,315,567,875,6007,510,1366,580,730,577,885,275,81,198,286,519,2920,105,284,100,275,609,578,197,145,84,239,304,174,7,24,12,12,38,37,9,7,13,8,7,803,0,44,94,208,94,226,10,28,20,34,45
"Burlington Township School District, New Jersey","3402460",22558,1510,4713,1863,2177,3268,4155,1435,359,713,916,1449,12970,1473,3935,1235,944,1458,1881,599,104,358,315,668,5981,13,589,336,606,1155,1404,426,170,249,422,611,447,0,104,60,36,111,87,19,0,8,9,13,3160,24,85,232,591,544,783,391,85,98,170,157
"Butler Borough School District, New Jersey","3402520",7547,492,1028,453,1091,1335,1209,525,300,198,498,418,4681,438,851,220,657,719,680,345,99,105,321,246,1269,0,103,46,126,299,306,65,75,60,114,75,108,11,19,0,0,10,28,10,8,10,12,0,1489,43,55,187,308,307,195,105,118,23,51,97
"Caldwell-West Caldwell School District, New Jersey","3402580",18597,932,2849,1344,1909,2527,2897,1318,607,592,1382,2240,12455,889,2395,985,1059,1560,1908,826,419,357,822,1235,3589,32,272,134,485,570,622,311,127,183,315,538,148,11,68,12,8,0,6,33,0,0,0,10,2405,0,114,213,357,397,361,148,61,52,245,457
"Camden City School District, New Jersey","3402640",77606,7334,17076,9965,12250,9692,8482,3754,1374,1686,3834,2159,45787,7089,14269,6751,6448,3719,3790,1320,404,487,922,588,11815,89,1411,1302,1634,1668,1635,984,408,444,1275,965,9252,120,659,660,1329,1774,1716,712,302,513,1099,368,10752,36,737,1252,2839,2531,1341,738,260,242,538,238
"Cape May Point Borough School District, New Jersey","3402760",161,0,0,0,0,0,13,24,8,17,43,56,26,0,0,0,0,0,5,2,0,1,11,7,133,0,0,0,0,0,8,22,8,16,30,49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
"Carteret Borough School District, New Jersey","3402820",23135,1548,4432,1975,3059,3514,3719,1292,626,368,1486,1116,11454,1232,3176,1135,1105,1217,1459,613,172,193,600,552,3729,306,767,206,401,553,566,201,132,51,254,292,1244,10,59,43,254,241,305,29,108,0,124,71,6708,0,430,591,1299,1503,1389,449,214,124,508,201
"Cedar Grove Township School District, New Jersey","3402850",12432,482,2069,689,1006,1674,1930,1032,375,518,1035,1622,8499,482,1875,563,748,951,1215,605,295,281,572,912,2059,0,182,70,109,342,368,205,63,108,201,411,203,0,0,42,0,80,15,11,0,3,21,31,1671,0,12,14,149,301,332,211,17,126,241,268
"Cherry Hill Township School District, New Jersey","3403000",70932,3778,12713,5272,6925,9387,11323,4909,1904,2292,5746,6683,28420,2733,8305,2962,2747,3289,3386,1311,703,479,1047,1458,30926,916,3782,1822,2286,3965,5646,2574,753,1235,3629,4318,753,23,60,0,113,115,210,82,25,70,31,24,10833,106,566,488,1779,2018,2081,942,423,508,1039,883
"Chesilhurst Borough School District, New Jersey","3403030",1705,90,216,136,218,237,289,89,50,51,208,121,1009,74,161,109,147,129,169,55,18,31,71,45,557,16,55,23,46,68,104,24,28,12,105,76,35,0,0,0,8,20,0,4,0,0,3,0,104,0,0,4,17,20,16,6,4,8,29,0
"Cinnaminson Township School District, New Jersey","3403120",15791,1059,2498,1036,1155,2000,2824,1213,365,550,1556,1535,6510,844,1606,546,560,732,875,306,116,136,353,436,8180,198,810,445,484,1123,1705,764,215,327,1082,1027,149,0,12,12,45,40,9,0,0,11,0,20,952,17,70,33,66,105,235,143,34,76,121,52
"Clark Township School District, New Jersey","3403150",14768,659,2349,966,1578,1837,2460,1466,318,432,1119,1584,10874,611,2073,698,1293,1220,1650,1075,208,271,730,1045,1729,48,218,188,158,192,200,123,23,34,216,329,138,0,7,24,18,9,48,10,0,0,0,22,2027,0,51,56,109,416,562,258,87,127,173,188
"Clayton Borough School District, New Jersey","3403180",8154,629,1465,454,1069,1181,1190,595,238,370,675,288,5155,609,1216,349,694,697,677,258,80,220,265,90,2623,20,221,67,263,389,473,316,142,124,410,198,76,0,0,9,17,35,0,0,0,15,0,0,300,0,28,29,95,60,40,21,16,11,0,0
"Clementon Borough School District, New Jersey","3403240",5008,423,642,475,680,676,976,287,130,192,336,191,3066,405,540,361,523,341,427,94,80,35,190,70,1683,18,102,43,105,304,473,193,50,151,146,98,6,0,0,0,0,0,0,0,0,6,0,0,253,0,0,71,52,31,76,0,0,0,0,23
"Cliffside Park Borough School District, New Jersey","3403270",23618,1390,2545,1627,3697,3308,3546,1751,403,840,2326,2185,7577,1051,1635,777,895,740,912,194,117,186,426,644,5435,280,742,228,743,736,836,264,128,136,758,584,638,0,8,28,125,128,159,60,0,12,26,92,9968,59,160,594,1934,1704,1639,1233,158,506,1116,865
"Clifton City School District, New Jersey","3403300",83926,4960,13162,7268,13124,12246,11848,5146,1905,2459,5900,5908,40792,4678,9985,4336,5088,3955,4106,1786,705,883,2249,3021,10248,141,1032,815,2156,1626,1350,519,279,376,862,1092,3148,11,400,383,299,460,510,383,172,87,384,59,29738,130,1745,1734,5581,6205,5882,2458,749,1113,2405,1736
"Collingswood Borough School District, New Jersey","3403420",13923,827,1971,861,2532,2080,2040,975,348,436,828,1025,7121,647,1382,486,1298,1085,900,360,152,178,263,370,5438,152,502,168,924,690,911,578,188,205,523,597,179,8,19,12,18,69,15,0,8,9,0,21,1185,20,68,195,292,236,214,37,0,44,42,37
"Commercial Township School District, New Jersey","3403480",5195,335,1004,313,567,825,794,420,149,212,340,236,3361,292,732,312,393,524,482,258,38,105,140,85,1682,43,272,0,132,301,283,134,111,65,200,141,70,0,0,0,19,0,17,6,0,28,0,0,82,0,0,1,23,0,12,22,0,14,0,10
"Corbin City School District, New Jersey","3403510",625,8,131,53,48,104,107,74,27,10,26,37,416,8,102,53,27,60,59,64,9,1,19,14,187,0,25,0,6,44,45,10,18,9,7,23,4,0,4,0,0,0,0,0,0,0,0,0,18,0,0,0,15,0,3,0,0,0,0,0
"Cranbury Township School District, New Jersey","3403540",3755,165,896,126,179,568,660,360,60,143,353,245,1959,105,710,106,98,283,297,118,0,80,73,89,1180,37,141,5,44,160,246,196,45,52,137,117,25,0,20,0,0,0,5,0,0,0,0,0,591,23,25,15,37,125,112,46,15,11,143,39
"Cranford Township School District, New Jersey","3403570",22659,1337,4179,1245,2361,3152,3889,1569,610,578,1825,1914,15288,1148,3522,1015,1429,1805,2497,942,344,334,1137,1115,5372,189,576,221,742,947,1001,326,145,179,467,579,187,0,10,0,0,11,104,14,0,0,6,42,1812,0,71,9,190,389,287,287,121,65,215,178
"Cresskill Borough School District, New Jersey","3403600",8541,288,2040,328,415,1069,1638,639,134,232,558,1200,3416,224,1354,251,248,260,357,115,34,47,208,318,2843,51,465,50,83,314,545,346,25,114,209,641,142,0,58,15,18,0,14,14,12,11,0,0,2140,13,163,12,66,495,722,164,63,60,141,241
"Deal Borough School District, New Jersey","3403630",934,36,89,121,84,86,111,79,24,42,99,163,409,27,69,65,44,29,30,27,4,25,36,53,341,9,16,47,15,10,66,31,17,15,43,72,25,0,0,0,4,12,0,0,0,0,0,9,159,0,4,9,21,35,15,21,3,2,20,29
"Delanco Township School District, New Jersey","3403690",4389,139,664,395,404,694,590,364,230,196,457,256,2770,127,551,287,259,370,391,221,142,132,186,104,1428,12,100,108,112,293,166,136,77,64,235,125,0,0,0,0,0,0,0,0,0,0,0,0,191,0,13,0,33,31,33,7,11,0,36,27
"Delran Township School District, New Jersey","3403780",16835,1059,2823,1137,2141,2460,2511,1179,533,752,1373,867,7987,959,2051,677,1240,899,845,322,166,236,295,297,6030,83,472,362,390,930,1329,553,179,441,882,409,328,5,31,16,83,27,49,3,41,8,65,0,2490,12,269,82,428,604,288,301,147,67,131,161
"Dennis Township School District, New Jersey","3403840",6436,365,1091,488,622,863,1268,497,271,204,324,443,3828,315,917,359,428,417,543,290,119,50,177,213,2464,50,174,129,183,415,694,173,152,154,125,215,68,0,0,0,0,20,25,8,0,0,13,2,76,0,0,0,11,11,6,26,0,0,9,13
"Deptford Township School District, New Jersey","3403900",30482,1857,4541,2473,4248,4255,5079,1792,722,893,2437,2185,16570,1568,3308,1722,2342,2230,2379,799,229,323,911,759,11579,289,1144,435,1374,1704,2241,806,437,500,1307,1342,301,0,0,30,119,14,56,0,29,7,46,0,2032,0,89,286,413,307,403,187,27,63,173,84
"Dover Town School District, New Jersey","3403930",19894,1224,3224,2238,3663,3307,2493,998,469,397,1070,811,7082,1045,1916,882,759,626,574,360,159,146,294,321,1669,135,220,66,201,177,221,127,52,48,222,200,1042,11,44,60,89,192,229,105,50,23,145,94,10101,33,1044,1230,2614,2312,1469,406,208,180,409,196
"Downe Township School District, New Jersey","3403960",1374,86,162,128,126,135,287,107,37,48,145,113,1081,86,143,122,109,117,249,64,21,12,103,55,278,0,15,6,15,18,35,37,16,36,42,58,9,0,4,0,0,0,3,2,0,0,0,0,6,0,0,0,2,0,0,4,0,0,0,0
"Dumont Borough School District, New Jersey","3403990",17505,768,2962,1375,1942,2638,3153,1234,423,342,1349,1319,8001,683,1895,1045,943,1176,936,355,129,129,340,370,4293,21,597,174,347,670,886,347,119,97,447,588,190,0,28,0,13,11,72,15,0,0,10,41,5021,64,442,156,639,781,1259,517,175,116,552,320
"Dunellen Borough School District, New Jersey","3404020",7271,471,1354,441,1381,1085,1140,355,120,215,333,376,3947,326,1041,361,581,311,722,212,73,76,129,115,1707,145,216,0,269,326,185,143,15,111,106,191,24,0,9,0,0,0,0,0,0,0,0,15,1593,0,88,80,531,448,233,0,32,28,98,55
"East Brunswick Township School District, New Jersey","3404110",47600,2076,9378,3415,4099,6686,9020,3571,1417,1594,3490,2854,19995,1635,6467,1853,1411,1997,2529,1187,387,476,1132,921,12338,388,1839,622,939,1481,2390,1313,515,631,1154,1066,486,0,49,48,24,100,51,20,11,50,68,65,14781,53,1023,892,1725,3108,4050,1051,504,437,1136,802
"East Newark Borough School District, New Jersey","3404200",2297,192,332,308,460,345,279,137,44,58,74,68,712,180,212,89,64,51,28,23,0,5,33,27,130,0,11,36,53,5,8,9,0,5,0,3,80,0,29,0,6,30,4,0,3,8,0,0,1375,12,80,183,337,259,239,105,41,40,41,38
"East Orange City School District, New Jersey","3404230",64356,4668,11259,6559,9374,8621,9294,3680,1307,1453,4854,3287,33288,4235,8194,4062,4638,4321,3755,1284,376,293,1186,944,14341,383,1805,967,1620,1247,2089,1178,483,679,2224,1666,1234,4,69,138,337,171,197,133,39,11,89,46,15493,46,1191,1392,2779,2882,3253,1085,409,470,1355,631
"East Windsor Regional School District, New Jersey","3404320",32647,2295,4691,2795,5119,5130,5251,2012,779,922,2071,1582,14147,2111,3793,1457,1715,1389,1546,665,270,131,464,606,8467,184,629,550,661,1333,1904,718,369,511,957,651,465,0,49,72,61,21,100,28,24,0,96,14,9568,0,220,716,2682,2387,1701,601,116,280,554,311
"Edgewater Borough School District, New Jersey","3404440",11425,862,1264,284,2532,2746,1565,378,157,520,647,470,2448,473,594,119,366,223,309,50,51,26,80,157,3987,257,510,46,1108,534,593,150,0,262,372,155,278,13,31,0,53,114,22,0,0,31,14,0,4712,119,129,119,1005,1875,641,178,106,201,181,158
"Edgewater Park Township School District, New Jersey","3404470",8842,650,1238,830,1200,1085,1575,526,300,172,788,478,4351,524,790,552,522,328,681,203,172,104,331,144,2522,60,255,34,228,409,538,195,47,61,380,315,314,28,83,0,36,21,96,33,17,0,0,0,1655,38,110,244,414,327,260,95,64,7,77,19
"Edison Township School District, New Jersey","3404500",100116,7200,15867,7462,15529,15164,14237,6921,2261,2835,6270,6370,41022,5887,10371,3882,4446,3048,4480,2351,789,1074,2145,2549,16404,748,2786,1534,1514,1663,2556,1336,447,497,1353,1970,1160,87,62,73,132,140,260,77,14,94,104,117,41530,478,2648,1973,9437,10313,6941,3157,1011,1170,2668,1734
"Egg Harbor Township School District, New Jersey","3404560",42890,2693,9100,3436,3980,6684,7370,2409,1356,1481,2486,1895,25269,2459,7677,2838,2310,2981,3084,1163,593,582,899,683,10430,141,1025,407,623,1967,2455,806,563,546,1074,823,906,20,195,26,13,322,146,58,0,11,103,12,6285,73,203,165,1034,1414,1685,382,200,342,410,377
"Elizabeth City School District, New Jersey","3404590",124795,10806,23237,12845,20568,18572,16185,6229,2264,2836,6293,4960,47279,9275,15577,5294,5893,3401,3333,1132,487,572,1005,1310,14274,1095,3257,1088,2071,1541,1589,743,255,466,1252,917,5271,184,801,520,528,877,873,512,138,168,409,261,57971,252,3602,5943,12076,12753,10390,3842,1384,1630,3627,2472
"Elmer Borough School District, New Jersey","3404650",1283,86,208,106,133,198,201,65,48,42,86,110,1000,79,178,78,107,136,159,53,27,34,70,79,251,7,26,23,21,54,35,12,21,8,16,28,6,0,2,0,0,4,0,0,0,0,0,0,26,0,2,5,5,4,7,0,0,0,0,3
