"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Woodbury City School District, New Jersey","3418150",6838,884,1971,2223,1216,544,3459,415,1076,1177,568,223,2914,285,771,950,623,285,113,57,15,32,0,9,352,127,109,64,25,27
"Woodlynne Borough School District, New Jersey","3418270",1556,423,603,356,132,42,527,114,251,120,36,6,338,50,135,98,39,16,137,79,6,46,6,0,554,180,211,92,51,20
"Wood-Ridge Borough School District, New Jersey","3418300",5658,620,1614,1268,1406,750,3096,186,1090,657,708,455,1069,191,278,234,295,71,115,21,35,59,0,0,1378,222,211,318,403,224
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",5224,369,1751,1235,1315,554,2884,177,1130,626,731,220,2153,143,584,557,574,295,4,4,0,0,0,0,183,45,37,52,10,39
"School District Not Defined, New Jersey","3499997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of New Jersey, New Jersey","3499999",1130080,87975,317640,279948,279425,165092,539703,35801,175314,140265,126964,61359,408175,22564,101087,104209,109018,71297,16877,2946,4804,4738,2342,2047,165325,26664,36435,30736,41101,30389
"Harmony Township School District, New Jersey","3406810",1882,112,947,414,314,95,1247,72,673,259,197,46,577,40,256,121,117,43,6,0,6,0,0,0,52,0,12,34,0,6
"Harrison Town School District, New Jersey","3406870",9402,2060,2958,1655,1507,1222,1998,232,806,386,396,178,699,86,178,143,142,150,345,133,50,80,39,43,6360,1609,1924,1046,930,851
"Hasbrouck Heights Borough School District, New Jersey","3406930",8643,556,2468,2100,2204,1315,4332,310,1512,1169,885,456,2266,95,461,483,724,503,59,0,10,39,10,0,1986,151,485,409,585,356
"Hawthorne Borough School District, New Jersey","3406990",13060,1151,3928,3620,2994,1367,7608,343,2307,2273,1768,917,2479,144,623,651,729,332,227,137,25,19,19,27,2746,527,973,677,478,91
"Hi-Nella Borough School District, New Jersey","3407080",593,51,226,193,84,39,263,25,98,78,47,15,255,17,103,90,26,19,4,0,4,0,0,0,71,9,21,25,11,5
"Highland Park Borough School District, New Jersey","3407170",9717,679,1676,1287,2321,3754,2484,169,509,397,782,627,3593,73,466,514,853,1687,276,91,70,9,51,55,3364,346,631,367,635,1385
"Hillsborough Township School District, New Jersey","3407230",25954,1365,5397,5961,7963,5268,11753,547,2774,3213,3441,1778,7518,165,1200,1540,2717,1896,343,21,54,99,165,4,6340,632,1369,1109,1640,1590
"Hillside Township School District, New Jersey","3407290",13797,2120,4707,3957,2233,780,5241,281,1845,1977,890,248,2593,238,934,698,496,227,391,59,46,172,94,20,5572,1542,1882,1110,753,285
"Ho-Ho-Kus Borough School District, New Jersey","3407320",2872,83,331,443,1199,816,1201,25,128,210,579,259,1073,23,112,170,410,358,19,0,0,19,0,0,579,35,91,44,210,199
"Hoboken City School District, New Jersey","3407350",37715,2834,3740,3501,16924,10716,14120,777,2343,1369,6482,3149,14984,160,698,1232,8285,4609,1959,1019,389,164,254,133,6652,878,310,736,1903,2825
"Holmdel Township School District, New Jersey","3407410",11318,734,2208,1922,3328,3126,3737,276,1013,828,961,659,4371,220,785,737,1468,1161,155,66,41,18,15,15,3055,172,369,339,884,1291
"Hopatcong Borough School District, New Jersey","3407440",10838,609,3643,3738,1874,974,5883,299,2091,1958,1068,467,3461,96,1171,1351,545,298,94,19,12,42,0,21,1400,195,369,387,261,188
"Hope Township School District, New Jersey","3407470",1295,83,345,448,257,162,872,53,247,321,162,89,285,16,66,87,65,51,19,5,3,3,0,8,119,9,29,37,30,14
"Hopewell Valley Regional School District, New Jersey","3407530",15113,668,2028,2514,4505,5398,6447,338,1274,1449,1973,1413,6315,142,633,774,2054,2712,73,4,2,9,35,23,2278,184,119,282,443,1250
"Interlaken Borough School District, New Jersey","3407650",665,16,85,105,223,236,424,7,50,80,136,151,220,5,32,20,82,81,5,2,0,0,3,0,16,2,3,5,2,4
"Irvington Township School District, New Jersey","3407680",35190,6651,13091,10819,3562,1067,12583,1780,4777,4433,1230,363,7771,1307,3095,2358,782,229,987,253,427,228,79,0,13849,3311,4792,3800,1471,475
"Jackson Township School District, New Jersey","3407740",37792,2934,12217,10858,7604,4179,18023,1244,6327,5342,3453,1657,15220,765,4816,4427,3178,2034,562,150,205,82,77,48,3987,775,869,1007,896,440
"Jamesburg Borough School District, New Jersey","3407770",3945,494,1431,1125,602,293,1882,166,649,600,345,122,1090,22,451,316,199,102,95,46,30,19,0,0,878,260,301,190,58,69
"Jefferson Township School District, New Jersey","3407800",14606,969,4465,3954,3795,1423,9477,636,3222,2671,2194,754,3288,75,758,833,1151,471,125,13,49,40,14,9,1716,245,436,410,436,189
"Jersey City School District, New Jersey","3407830",171330,26589,40762,32949,43875,27155,42831,5609,15121,10954,7904,3243,36255,3804,7214,7712,10704,6821,9419,3617,2727,1622,946,507,82825,13559,15700,12661,24321,16584
"Keansburg Borough School District, New Jersey","3407860",6755,1099,3019,1785,635,217,3988,524,2008,1005,367,84,1988,435,667,623,190,73,89,60,29,0,0,0,690,80,315,157,78,60
"Kearny Town School District, New Jersey","3407890",27478,5153,10791,6110,3800,1624,9773,1140,3982,2188,1696,767,2577,272,789,901,446,169,1319,260,663,232,116,48,13809,3481,5357,2789,1542,640
"Kenilworth Borough School District, New Jersey","3407920",5440,630,2417,1230,859,304,3346,307,1647,719,553,120,522,27,209,143,68,75,82,28,29,25,0,0,1490,268,532,343,238,109
"Keyport Borough School District, New Jersey","3407950",5344,788,2001,1350,802,403,2748,225,1134,840,353,196,1327,195,428,276,274,154,135,47,40,48,0,0,1134,321,399,186,175,53
"Kinnelon Borough School District, New Jersey","3408040",6822,163,973,1363,2509,1814,3436,79,578,724,1196,859,2109,51,195,374,950,539,80,0,11,0,17,52,1197,33,189,265,346,364
"Lacey Township School District, New Jersey","3408100",19267,1307,7605,5580,3360,1415,12583,955,5139,3589,2044,856,5317,251,1923,1587,1062,494,212,22,99,71,20,0,1155,79,444,333,234,65
"Lakehurst Borough School District, New Jersey","3408160",1710,167,749,583,168,43,1009,130,522,250,97,10,505,21,165,241,50,28,47,0,6,41,0,0,149,16,56,51,21,5
"Lakewood Township School District, New Jersey","3408220",43767,7405,13953,11718,6504,4187,11845,1716,4533,3204,1799,593,19476,1379,5910,6021,3390,2776,1974,492,585,490,263,144,10472,3818,2925,2003,1052,674
"Laurel Springs Borough School District, New Jersey","3408280",1315,74,486,385,245,125,678,43,264,198,126,47,554,29,204,160,95,66,0,0,0,0,0,0,83,2,18,27,24,12
"Lavallette Borough School District, New Jersey","3408310",1930,70,705,502,391,262,1449,32,609,327,294,187,460,38,96,158,93,75,0,0,0,0,0,0,21,0,0,17,4,0
"Lawnside Borough School District, New Jersey","3408340",1904,189,677,547,303,188,751,55,312,244,74,66,1023,131,328,276,211,77,3,0,0,0,0,3,127,3,37,27,18,42
"Lawrence Township School District (Cumberland County), New Jersey","3408370",2228,425,982,541,237,43,1604,219,795,357,197,36,459,121,159,139,33,7,18,0,6,12,0,0,147,85,22,33,7,0
"Lawrence Township School District (Mercer County), New Jersey","3408400",21821,1475,3707,5112,6120,5407,7620,447,1741,2211,2152,1069,6884,317,951,1515,2043,2058,285,62,76,67,46,34,7032,649,939,1319,1879,2246
"Leonia Borough School District, New Jersey","3408520",6110,342,1068,973,1987,1740,845,27,224,162,181,251,1785,55,157,363,522,688,138,35,26,15,30,32,3342,225,661,433,1254,769
"Lincoln Park Borough School District, New Jersey","3408580",7958,663,2495,1939,1840,1021,4134,199,1362,1125,982,466,2089,241,653,463,498,234,250,42,45,99,18,46,1485,181,435,252,342,275
"Linden City School District, New Jersey","3408610",28249,4667,11744,7224,3091,1523,11535,1074,5319,2886,1554,702,3883,489,1458,1218,522,196,979,245,281,389,57,7,11852,2859,4686,2731,958,618
"Lindenwold Borough School District, New Jersey","3408640",11816,2085,4431,3143,1801,356,4939,653,1919,1518,716,133,4444,416,1747,1371,761,149,467,101,247,36,70,13,1966,915,518,218,254,61
"Longport Borough School District, New Jersey","3408671",864,69,225,164,199,207,259,20,91,65,35,48,579,44,124,96,160,155,0,0,0,0,0,0,26,5,10,3,4,4
"Little Ferry Borough School District, New Jersey","3408760",7624,1103,2313,1800,1772,636,2133,373,978,461,228,93,1249,91,312,440,225,181,122,24,57,41,0,0,4120,615,966,858,1319,362
"Livingston Township School District, New Jersey","3408820",20039,815,2824,2864,7304,6232,8693,307,1847,1515,3190,1834,5258,70,401,505,2291,1991,116,16,44,13,7,36,5972,422,532,831,1816,2371
"Lodi Borough School District, New Jersey","3408850",16088,2850,5328,4291,2800,819,5821,780,2430,1435,947,229,1903,280,645,478,340,160,448,109,156,85,64,34,7916,1681,2097,2293,1449,396
"Logan Township School District, New Jersey","3408880",4097,338,1377,1052,949,381,1552,46,701,300,384,121,2233,157,573,741,506,256,118,91,27,0,0,0,194,44,76,11,59,4
"Long Branch City School District, New Jersey","3408940",20689,4051,7301,4508,3277,1552,7653,740,2820,1916,1589,588,4617,292,1306,1296,1076,647,806,274,269,175,67,21,7613,2745,2906,1121,545,296
"Lopatcong Township School District, New Jersey","3409000",5530,503,2009,1354,982,682,2886,300,1139,699,531,217,1978,166,766,373,303,370,55,0,0,55,0,0,611,37,104,227,148,95
"Lower Alloways Creek Township School District, New Jersey","3409030",1230,171,483,383,132,61,862,121,387,249,71,34,361,50,96,127,61,27,4,0,0,4,0,0,3,0,0,3,0,0
"Pennsville Township School District, New Jersey","3409120",9362,1017,3847,2785,1265,448,5192,507,2521,1339,680,145,3662,407,1144,1298,515,298,194,60,109,25,0,0,314,43,73,123,70,5
"Lyndhurst Township School District, New Jersey","3409210",14790,1456,5162,3723,2975,1474,7950,546,3248,1956,1483,717,2248,203,690,548,560,247,343,37,105,60,123,18,4249,670,1119,1159,809,492
"Madison Borough School District, New Jersey","3409240",9937,799,1460,1389,3233,3056,4250,346,757,754,1336,1057,3404,30,319,379,1339,1337,130,7,20,39,20,44,2153,416,364,217,538,618
"Old Bridge Township School District, New Jersey","3409270",45605,3544,13301,13024,10694,5042,16323,1373,6038,5025,2888,999,15159,682,4534,4774,3474,1695,1172,180,302,328,256,106,12951,1309,2427,2897,4076,2242
"Mahwah Township School District, New Jersey","3409330",17401,914,3218,3914,5473,3882,6736,282,1324,1707,2107,1316,7041,235,1330,1650,2270,1556,251,15,63,93,68,12,3373,382,501,464,1028,998
"Manasquan Borough School District, New Jersey","3409420",4245,197,971,1071,1309,697,3035,78,818,792,865,482,1063,57,136,252,428,190,49,0,0,19,16,14,98,62,17,8,0,11
"Manchester Township School District, New Jersey","3409450",36690,4752,17777,9074,3720,1367,19933,2267,10255,4985,1829,597,12941,1524,6196,3267,1391,563,481,172,105,117,87,0,3335,789,1221,705,413,207
"Mannington Township School District, New Jersey","3409480",1210,193,495,312,101,109,753,114,333,205,45,56,374,53,128,96,48,49,24,0,20,0,0,4,59,26,14,11,8,0
"Manville Borough School District, New Jersey","3409630",7358,1163,3304,1866,838,187,4402,396,2164,1252,484,106,1432,279,510,436,174,33,52,27,25,0,0,0,1472,461,605,178,180,48
"Maple Shade Township School District, New Jersey","3409660",13842,1400,5383,3736,2206,1117,5946,393,2452,1810,1001,290,6195,740,2571,1629,795,460,192,9,31,48,71,33,1509,258,329,249,339,334
"Margate City School District, New Jersey","3409690",5155,252,1402,1190,1301,1010,1667,49,500,365,473,280,3036,99,776,780,736,645,39,8,0,0,31,0,413,96,126,45,61,85
"Matawan-Aberdeen Regional School District, New Jersey","3409750",19041,1206,5022,5692,4657,2464,8109,476,2685,2248,1885,815,6689,263,1406,2164,1879,977,308,118,39,72,60,19,3935,349,892,1208,833,653
"Maurice River Township School District, New Jersey","3409780",6799,1837,3341,1026,501,94,4936,1322,2566,667,320,61,1182,206,539,289,126,22,327,172,108,40,7,0,354,137,128,30,48,11
"Maywood Borough School District, New Jersey","3409810",6866,474,1906,1743,1815,928,2761,56,954,691,754,306,2146,112,589,553,534,358,124,9,40,24,36,15,1835,297,323,475,491,249
"Merchantville Borough School District, New Jersey","3409960",2682,251,731,724,594,382,1404,149,428,393,256,178,1068,36,264,308,283,177,32,18,14,0,0,0,178,48,25,23,55,27
"Metuchen Borough School District, New Jersey","3409990",9635,371,1663,1912,3124,2565,4089,183,1000,877,1246,783,3396,98,527,665,1127,979,105,0,24,15,19,47,2045,90,112,355,732,756
"Middle Township School District, New Jersey","3410020",13357,2012,5328,3221,1921,875,5949,725,2446,1624,913,241,6159,726,2578,1468,920,467,199,71,61,52,0,15,1050,490,243,77,88,152
"Middlesex Borough School District, New Jersey","3410050",9151,929,3173,2302,1846,901,5247,552,2093,1230,1025,347,2005,66,695,512,378,354,74,40,0,0,0,34,1825,271,385,560,443,166
"Middletown Township School District, New Jersey","3410110",46075,2243,13080,12094,11689,6969,23416,1074,7942,6045,5848,2507,17893,779,4145,4819,4653,3497,569,81,88,157,152,91,4197,309,905,1073,1036,874
"Midland Park Borough School District, New Jersey","3410140",5059,253,1269,1169,1651,717,2683,104,653,681,891,354,1468,42,420,311,437,258,91,11,45,20,0,15,817,96,151,157,323,90
"Millburn Township School District, New Jersey","3410200",12509,171,1219,1205,4462,5452,3685,65,467,484,1545,1124,5403,29,211,401,1970,2792,198,1,13,16,78,90,3223,76,528,304,869,1446
"Millstone Township School District, New Jersey","3410230",6921,407,1355,1693,2013,1453,3390,201,773,979,775,662,2732,82,510,510,985,645,32,2,10,13,7,0,767,122,62,191,246,146
"Milltown Borough School District, New Jersey","3410290",5126,131,1740,1458,1110,687,3417,63,1296,927,719,412,1151,19,283,404,251,194,23,0,0,23,0,0,535,49,161,104,140,81
"Millville City School District, New Jersey","3410320",18338,3348,7723,4625,1957,685,11966,2061,5176,3233,1119,377,4364,686,1935,911,609,223,1041,325,338,314,51,13,967,276,274,167,178,72
"Mine Hill Township School District, New Jersey","3410350",2569,288,627,826,586,242,1213,21,385,421,323,63,517,11,96,232,94,84,74,36,27,0,11,0,765,220,119,173,158,95
"Monroe Township School District (Gloucester County), New Jersey","3410470",23812,3210,8150,6477,4361,1614,11003,1087,4003,3055,2157,701,10985,1776,3699,3067,1671,772,154,14,72,20,48,0,1670,333,376,335,485,141
"Monroe Township School District (Middlesex County), New Jersey","3410500",29700,2414,8379,6903,6945,5059,9773,743,3183,2475,2166,1206,13818,682,4185,3555,3157,2239,406,168,87,30,41,80,5703,821,924,843,1581,1534
"Montague Township School District, New Jersey","3410530",2743,328,969,1037,298,111,1786,193,732,609,186,66,769,58,210,361,105,35,52,52,0,0,0,0,136,25,27,67,7,10
"Montclair Town School District, New Jersey","3410560",24994,1238,3337,4022,8109,8288,9513,570,1626,1817,3316,2184,10809,277,886,1340,3577,4729,428,18,0,131,143,136,4244,373,825,734,1073,1239
"Montgomery Township School District, New Jersey","3410590",14015,395,1365,1643,4616,5996,4356,137,717,638,1694,1170,5038,46,449,673,1720,2150,150,28,0,37,44,41,4471,184,199,295,1158,2635
"Montville Township School District, New Jersey","3410650",14548,482,2882,2414,4916,3854,6495,116,1585,1327,2240,1227,3920,50,664,531,1421,1254,140,30,84,18,0,8,3993,286,549,538,1255,1365
"Moonachie Borough School District, New Jersey","3410680",2080,359,923,379,341,78,1027,142,454,165,238,28,295,51,143,48,38,15,60,6,7,21,18,8,698,160,319,145,47,27
"Moorestown Township School District, New Jersey","3410710",13715,588,2360,2881,4057,3829,5156,311,1226,1256,1298,1065,7017,167,891,1478,2351,2130,135,10,0,15,26,84,1407,100,243,132,382,550
"Morris Plains Borough School District, New Jersey","3410770",4009,276,988,801,1144,800,2481,79,687,590,708,417,1027,29,168,131,364,335,59,21,10,15,5,8,442,147,123,65,67,40
"Morris Township School District, New Jersey","3410810",29874,2722,5897,5006,8762,7487,12424,532,2605,2416,4229,2642,10262,402,1323,1524,3417,3596,233,39,49,6,79,60,6955,1749,1920,1060,1037,1189
"Mount Arlington Borough School District, New Jersey","3410860",3994,216,1208,968,987,615,2212,139,760,527,525,261,1373,56,377,341,320,279,0,0,0,0,0,0,409,21,71,100,142,75
"Mount Ephraim Borough School District, New Jersey","3410890",3343,437,1315,1066,360,165,1781,286,709,575,160,51,1423,131,540,455,184,113,35,0,12,8,15,0,104,20,54,28,1,1
"Mount Olive Township School District, New Jersey","3410980",18363,1077,4554,5239,5037,2456,8668,428,2776,2421,2191,852,5316,99,881,1799,1575,962,394,81,103,129,59,22,3985,469,794,890,1212,620
"Mountain Lakes Borough School District, New Jersey","3411010",2553,16,101,232,1219,985,879,8,17,120,392,342,1199,0,75,72,616,436,31,0,0,0,31,0,444,8,9,40,180,207
"Mountainside Borough School District, New Jersey","3411040",4694,226,712,860,1529,1367,2417,113,414,478,760,652,1444,24,236,220,505,459,86,2,2,10,0,72,747,87,60,152,264,184
"Neptune City School District, New Jersey","3411130",3554,390,1328,977,561,298,2240,149,983,674,311,123,873,76,267,276,142,112,106,52,0,0,54,0,335,113,78,27,54,63
"Neptune Township School District, New Jersey","3411160",19615,1921,6091,6154,3468,1981,10608,743,3251,3424,2064,1126,5778,581,1544,1940,1020,693,530,159,234,94,29,14,2699,438,1062,696,355,148
"New Brunswick City School District, New Jersey","3411220",25653,8919,7826,3548,3295,2065,5278,555,1650,1508,964,601,3009,388,814,682,553,572,1655,912,396,226,83,38,15711,7064,4966,1132,1695,854
"New Hanover Township School District, New Jersey","3411250",5203,993,2146,1367,401,296,908,183,302,280,103,40,2897,486,1237,876,187,111,200,76,72,40,0,12,1198,248,535,171,111,133
"New Milford Borough School District, New Jersey","3411280",11242,939,3284,2568,2839,1612,3172,194,1090,833,717,338,3626,226,1156,850,727,667,153,31,11,88,23,0,4291,488,1027,797,1372,607
"New Providence Borough School District, New Jersey","3411310",8165,419,1304,1497,2684,2261,3328,190,611,724,1190,613,2661,33,308,495,1013,812,63,15,0,0,7,41,2113,181,385,278,474,795
"Newark City School District, New Jersey","3411340",172759,51599,60615,38985,15390,6170,64665,13350,25559,18338,5341,2077,30745,7497,10501,7937,3135,1675,14242,7175,3937,2128,789,213,63107,23577,20618,10582,6125,2205
"Newfield Elementary School District, New Jersey","3411370",1148,112,441,376,159,60,782,55,340,238,107,42,302,51,98,98,40,15,14,0,0,14,0,0,50,6,3,26,12,3
"Newton Town School District, New Jersey","3411400",5373,761,2159,1335,688,430,3367,573,1473,768,431,122,1210,99,438,407,157,109,40,0,24,7,0,9,756,89,224,153,100,190
"North Arlington Borough School District, New Jersey","3411430",11127,1079,3711,2557,2334,1446,5757,323,2179,1401,1255,599,1318,110,432,283,327,166,236,150,0,22,27,37,3816,496,1100,851,725,644
"North Bergen Township School District, New Jersey","3411460",41328,9035,11434,10512,6961,3386,6964,1030,2067,1684,1367,816,5353,440,1198,1975,1277,463,2039,706,503,461,207,162,26972,6859,7666,6392,4110,1945
"North Brunswick Township School District, New Jersey","3411490",27897,2860,6770,5441,7938,4888,9567,688,3175,2507,2414,783,5187,326,1238,1059,1452,1112,554,154,208,124,45,23,12589,1692,2149,1751,4027,2970
"North Plainfield Borough School District, New Jersey","3411640",14518,2198,5178,3519,2329,1294,5057,286,1689,1584,1100,398,2173,84,501,660,494,434,337,127,153,37,20,0,6951,1701,2835,1238,715,462
"North Wildwood City School District, New Jersey","3411670",3296,295,1297,1022,503,179,857,109,379,178,172,19,2267,173,840,774,320,160,21,0,21,0,0,0,151,13,57,70,11,0
"Nutley Town School District, New Jersey","3411880",20966,1650,6571,3813,5566,3366,12063,673,4245,2420,3133,1592,3405,195,943,595,851,821,317,67,94,27,101,28,5181,715,1289,771,1481,925
"Oaklyn Borough School District, New Jersey","3411940",2978,249,1222,681,512,314,1609,119,769,307,304,110,1109,61,411,313,190,134,83,48,0,29,0,6,177,21,42,32,18,64
"Ocean City School District, New Jersey","3411970",8981,414,2423,1963,2250,1931,2508,92,768,557,604,487,5909,178,1523,1315,1570,1323,59,1,45,1,0,12,505,143,87,90,76,109
"Ocean Township School District (Monmouth County), New Jersey","3412060",19097,1372,4461,4671,5292,3301,9656,420,2372,2593,2875,1396,5362,184,995,1356,1535,1292,208,32,37,57,64,18,3871,736,1057,665,818,595
"Ocean Township School District (Ocean County), New Jersey","3412090",6561,657,2307,1844,1216,537,3999,327,1416,1223,749,284,2079,205,625,557,439,253,0,0,0,0,0,0,483,125,266,64,28,0
"Oldmans Township School District, New Jersey","3412210",1410,165,464,491,162,128,721,78,227,252,107,57,575,74,209,177,48,67,15,0,11,4,0,0,99,13,17,58,7,4
"Orange City Township School District, New Jersey","3412270",19934,4416,6905,4957,2690,966,6477,1166,2277,1744,980,310,3491,860,882,886,652,211,726,150,270,230,76,0,9240,2240,3476,2097,982,445
"Oxford Township School District, New Jersey","3412300",1716,220,692,426,281,97,1193,145,534,291,191,32,354,33,120,108,56,37,33,17,12,0,4,0,136,25,26,27,30,28
"Palisades Park Borough School District, New Jersey","3412360",15030,2817,4519,2273,4139,1282,1721,160,513,408,374,266,1340,26,562,247,306,199,291,140,42,74,16,19,11678,2491,3402,1544,3443,798
"Palmyra Borough School District, New Jersey","3412390",5371,523,1805,1701,929,413,2171,267,750,691,249,214,2716,204,870,918,591,133,35,0,21,0,0,14,449,52,164,92,89,52
"Paramus Borough School District, New Jersey","3412420",19102,1614,4602,3805,5707,3374,7094,529,2280,1494,1871,920,5145,246,1347,1180,1409,963,106,0,22,17,16,51,6757,839,953,1114,2411,1440
"Park Ridge Borough School District, New Jersey","3412450",6122,234,1476,1352,2037,1023,2611,78,605,605,900,423,2499,70,582,652,785,410,25,0,7,0,8,10,987,86,282,95,344,180
"Parsippany-Troy Hills Township School District, New Jersey","3412480",38934,2783,9377,7447,11450,7877,14354,792,4716,3550,3600,1696,8178,268,1951,1584,2526,1849,381,89,99,54,97,42,16021,1634,2611,2259,5227,4290
"Passaic City School District, New Jersey","3412540",38678,14523,13060,5351,3873,1871,6458,1372,2496,1407,905,278,4494,716,1086,1014,829,849,3239,1843,781,337,210,68,24487,10592,8697,2593,1929,676
"Paterson City School District, New Jersey","3412690",88380,25401,36549,17365,6649,2416,25315,4248,11742,6485,2076,764,10756,2839,4168,2669,866,214,16370,7165,5959,2055,971,220,35939,11149,14680,6156,2736,1218
"Paulsboro Borough School District, New Jersey","3412720",3852,496,2012,908,240,196,2775,238,1449,767,159,162,728,145,381,127,60,15,155,40,94,0,21,0,194,73,88,14,0,19
"Pemberton Township School District, New Jersey","3412810",19706,2575,8023,6314,2004,790,8602,1349,4127,2301,604,221,7960,710,2546,3208,1075,421,1090,119,492,304,134,41,2054,397,858,501,191,107
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",8902,1982,3429,2443,726,322,4556,947,1806,1451,285,67,3207,640,1344,661,372,190,245,58,121,66,0,0,894,337,158,265,69,65
"Pennsauken Township School District, New Jersey","3412870",24031,4446,8595,6367,3179,1444,9427,1135,3753,2866,1167,506,8144,929,2842,2408,1271,694,2024,782,583,420,214,25,4436,1600,1417,673,527,219
"Pequannock Township School District, New Jersey","3412900",11242,560,3126,2816,3188,1552,6783,255,1966,1764,1930,868,2961,132,780,768,832,449,93,0,42,32,0,19,1405,173,338,252,426,216
"Perth Amboy City School District, New Jersey","3412930",31687,10102,10889,6036,3568,1092,8085,1194,3487,1763,1246,395,3429,603,935,1174,445,272,5238,2275,1692,990,281,0,14935,6030,4775,2109,1596,425
"Phillipsburg Town School District, New Jersey","3412960",9735,2160,4490,1886,852,347,6060,1324,2974,1162,440,160,2546,447,1110,535,309,145,204,122,72,10,0,0,925,267,334,179,103,42
"Pine Hill Borough School District, New Jersey","3412990",7037,762,2588,2346,896,445,3616,374,1488,1198,457,99,2859,315,979,1055,302,208,104,8,35,23,29,9,458,65,86,70,108,129
"Pine Valley Borough School District, New Jersey","3413020",14,0,0,7,7,0,0,0,0,0,0,0,14,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piscataway Township School District, New Jersey","3413050",34709,2272,8628,7525,9955,6329,11291,573,4309,2863,2379,1167,6582,348,1638,1829,1608,1159,442,57,129,136,32,88,16394,1294,2552,2697,5936,3915
"Pitman Borough School District, New Jersey","3413080",6399,484,2134,1683,1388,710,3698,203,1208,1005,867,415,2424,253,830,614,437,290,75,5,24,8,38,0,202,23,72,56,46,5
"Pittsgrove Township School District, New Jersey","3413110",6461,812,2305,1988,964,392,4085,397,1588,1364,564,172,2032,268,641,580,340,203,123,65,18,0,40,0,221,82,58,44,20,17
"Plainfield City School District, New Jersey","3413140",32877,8800,9963,7713,4007,2394,9925,1095,3464,2950,1612,804,7635,970,2406,2055,1225,979,985,262,456,159,51,57,14332,6473,3637,2549,1119,554
"Pleasantville City School District, New Jersey","3413200",12783,3906,4387,2905,1089,496,4656,782,1871,1421,436,146,2775,680,1101,651,260,83,919,367,354,106,18,74,4433,2077,1061,727,375,193
"Plumsted Township School District, New Jersey","3413230",5623,527,2354,1551,798,393,3939,281,1929,949,483,297,1249,88,366,486,238,71,45,0,0,31,0,14,390,158,59,85,77,11
"Pohatcong Township School District, New Jersey","3413260",2291,281,853,583,438,136,1516,192,608,390,270,56,701,80,245,176,120,80,0,0,0,0,0,0,74,9,0,17,48,0
"Point Pleasant Borough School District, New Jersey","3413290",12821,619,4081,3598,3130,1393,9329,351,3070,2658,2321,929,2923,90,873,768,754,438,115,33,21,39,22,0,454,145,117,133,33,26
"Point Pleasant Beach Borough School District, New Jersey","3413320",3677,179,803,1101,934,660,2521,45,625,771,734,346,875,14,149,285,150,277,48,0,16,0,0,32,233,120,13,45,50,5
"Pompton Lakes Borough School District, New Jersey","3413350",7868,644,2629,1858,2070,667,4819,290,1619,1238,1309,363,1223,75,346,323,297,182,141,0,63,11,28,39,1685,279,601,286,436,83
"Port Republic City School District, New Jersey","3413380",805,73,247,250,168,67,506,40,162,163,111,30,220,19,60,72,36,33,8,0,0,0,4,4,71,14,25,15,17,0
"Princeton Regional School District, New Jersey","3413410",16788,719,1147,1833,4454,8635,2764,251,323,731,706,753,7913,43,330,616,2416,4508,455,58,164,15,114,104,5656,367,330,471,1218,3270
"Quinton Township School District, New Jersey","3413500",1851,263,906,470,179,33,1276,156,720,294,92,14,536,87,186,163,81,19,13,7,0,0,6,0,26,13,0,13,0,0
"Rahway City School District, New Jersey","3413530",18923,2404,6657,5286,2990,1586,9323,646,3570,2783,1575,749,3798,622,1290,970,557,359,461,99,126,144,44,48,5341,1037,1671,1389,814,430
"Ramsey Borough School District, New Jersey","3413590",9987,383,1455,2346,3612,2191,4095,88,736,912,1578,781,3913,36,521,986,1332,1038,149,40,0,45,34,30,1830,219,198,403,668,342
"Randolph Township School District, New Jersey","3413650",17189,477,2485,3097,6259,4871,7053,107,1302,1480,2494,1670,5351,126,491,987,2044,1703,152,11,11,58,55,17,4633,233,681,572,1666,1481
"Hazlet Township School District, New Jersey","3413680",14638,1329,5327,4282,2547,1153,7614,706,2792,2345,1316,455,5307,254,2009,1624,865,555,287,63,109,73,42,0,1430,306,417,240,324,143
"Ridgefield Borough School District, New Jersey","3413770",7439,816,2181,1541,2035,866,2257,122,840,587,444,264,910,102,248,267,109,184,188,9,38,18,123,0,4084,583,1055,669,1359,418
"Ridgefield Park Township School District, New Jersey","3413800",8599,1065,2607,2147,1970,810,2628,194,956,904,419,155,2038,220,706,415,459,238,184,93,60,10,10,11,3749,558,885,818,1082,406
"Ridgewood Village School District, New Jersey","3413830",16010,407,1297,2067,6879,5360,3767,93,571,559,1658,886,7812,86,495,861,3423,2947,197,30,12,42,77,36,4234,198,219,605,1721,1491
