"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Belleville Town School District, New Jersey","3401350",24679,3664,8467,5822,4917,1809,9384,950,3874,2319,1654,587,2952,174,1145,700,648,285,1402,481,439,370,102,10,10941,2059,3009,2433,2513,927
"Belmar Borough School District, New Jersey","3401410",4347,396,1389,971,1086,505,2401,118,715,525,724,319,766,46,184,138,239,159,83,10,18,55,0,0,1097,222,472,253,123,27
"Belvidere Town School District, New Jersey","3401440",1812,106,728,492,361,125,1243,63,582,338,190,70,512,38,120,132,171,51,15,0,15,0,0,0,42,5,11,22,0,4
"Bergenfield Borough School District, New Jersey","3401500",18530,1795,5175,4322,5202,2036,3796,256,1318,1067,754,401,5462,308,1728,1325,1380,721,497,72,227,99,44,55,8775,1159,1902,1831,3024,859
"Berkeley Heights Township School District, New Jersey","3401530",9128,586,1673,1488,3084,2297,4250,266,921,792,1505,766,2990,104,356,516,1206,808,170,14,72,0,65,19,1718,202,324,180,308,704
"Berlin Township School District, New Jersey","3401620",3833,548,1420,1118,577,170,1858,232,805,550,230,41,1317,165,505,446,165,36,89,0,29,33,13,14,569,151,81,89,169,79
"Bernards Township School District, New Jersey","3401650",17364,472,1876,2618,6162,6236,6800,184,1053,1239,2620,1704,6769,139,585,1046,2603,2396,123,10,32,30,37,14,3672,139,206,303,902,2122
"Beverly City School District, New Jersey","3401740",1656,200,598,575,175,108,884,80,343,300,99,62,553,60,176,235,53,29,73,35,31,5,2,0,146,25,48,35,21,17
"Bloomfield Township School District, New Jersey","3401830",33778,3367,8940,8786,8283,4402,14910,1063,4947,3844,3358,1698,6431,291,1239,1768,1830,1303,1350,399,439,351,87,74,11087,1614,2315,2823,3008,1327
"Bloomingdale Borough School District, New Jersey","3401860",5181,416,2012,1436,848,469,3151,175,1145,1006,534,291,1055,45,403,239,216,152,141,33,60,31,17,0,834,163,404,160,81,26
"Bloomsbury Borough School District, New Jersey","3401890",519,48,121,156,135,59,307,26,100,90,68,23,161,5,17,58,50,31,0,0,0,0,0,0,51,17,4,8,17,5
"Bogota Borough School District, New Jersey","3401920",5550,453,1907,1467,1021,702,1635,130,469,511,300,225,1100,7,426,331,240,96,169,0,93,24,19,33,2646,316,919,601,462,348
"Boonton Town School District, New Jersey","3401950",6176,573,1627,1213,1950,813,3219,276,893,628,1081,341,1476,61,252,295,568,300,60,13,0,0,36,11,1421,223,482,290,265,161
"Boonton Township School District, New Jersey","3401980",2996,85,808,688,865,550,1583,39,524,331,435,254,1006,28,188,258,323,209,23,0,0,0,7,16,384,18,96,99,100,71
"Bordentown Regional School District, New Jersey","3402030",10833,724,3160,2848,2693,1408,6241,476,2150,1682,1445,488,2628,80,579,741,709,519,180,12,63,62,0,43,1784,156,368,363,539,358
"Bound Brook Borough School District, New Jersey","3402100",7089,1427,2695,1502,917,548,2519,245,865,759,380,270,1231,79,415,346,236,155,120,50,35,21,6,8,3219,1053,1380,376,295,115
"Bradley Beach Borough School District, New Jersey","3402130",3234,422,640,902,910,360,2073,202,443,524,713,191,727,14,120,307,149,137,40,0,27,0,13,0,394,206,50,71,35,32
"Branchburg Township School District, New Jersey","3402160",9985,240,1742,2158,3198,2647,5195,71,1039,1220,1630,1235,2815,53,450,491,1013,808,131,0,0,24,58,49,1844,116,253,423,497,555
"Brick Township School District, New Jersey","3402220",53629,4503,20223,15481,9687,3735,35765,2552,14307,10276,6431,2199,13032,1047,4266,4064,2506,1149,739,76,135,346,172,10,4093,828,1515,795,578,377
"Bridgeton City School District, New Jersey","3402250",15434,5703,5727,2764,882,358,7351,1514,3387,1767,476,207,2799,755,1062,634,256,92,790,484,184,105,17,0,4494,2950,1094,258,133,59
"Bridgewater-Raritan Regional School District, New Jersey","3402280",35767,2047,7842,7422,9931,8525,15721,682,4331,4133,4244,2331,9013,320,1408,1841,2855,2589,329,41,110,81,34,63,10704,1004,1993,1367,2798,3542
"Brielle Borough School District, New Jersey","3402310",3493,45,592,814,1333,709,2234,17,419,428,963,407,1086,16,163,327,352,228,18,0,0,0,18,0,155,12,10,59,0,74
"Brigantine City School District, New Jersey","3402340",7396,602,2193,2226,1641,734,2609,107,853,765,734,150,3714,313,1044,1195,715,447,91,10,32,49,0,0,982,172,264,217,192,137
"Brooklawn Borough School District, New Jersey","3402370",1255,125,600,343,129,58,800,36,431,239,69,25,312,44,143,81,29,15,34,16,3,15,0,0,109,29,23,8,31,18
"Buena Regional School District, New Jersey","3402400",8525,1714,3602,2007,782,420,4857,693,2145,1403,407,209,2432,444,1150,511,266,61,465,351,76,38,0,0,771,226,231,55,109,150
"Burlington City School District, New Jersey","3402430",6778,712,2864,1917,961,324,3551,387,1559,1010,471,124,2431,207,1026,632,409,157,131,37,46,18,0,30,665,81,233,257,81,13
"Burlington Township School District, New Jersey","3402460",14472,1364,4345,4410,3149,1204,6327,365,2205,1966,1297,494,5043,411,1271,1627,1297,437,283,28,69,116,64,6,2819,560,800,701,491,267
"Butler Borough School District, New Jersey","3402520",5574,536,1694,1462,1382,500,3172,140,1107,864,826,235,1120,45,298,295,317,165,78,12,28,9,29,0,1204,339,261,294,210,100
"Caldwell-West Caldwell School District, New Jersey","3402580",13472,888,3135,2883,4116,2450,8186,445,2100,1655,2582,1404,3151,92,477,747,1032,803,57,0,43,0,14,0,2078,351,515,481,488,243
"Camden City School District, New Jersey","3402640",43231,15477,15188,9276,2627,663,17678,4757,6892,4643,1171,215,9013,2669,3062,2433,580,269,7813,4482,2190,1003,82,56,8727,3569,3044,1197,794,123
"Cape May Point Borough School District, New Jersey","3402760",161,10,32,20,63,36,26,0,5,4,16,1,133,10,27,16,47,33,0,0,0,0,0,0,2,0,0,0,0,2
"Carteret Borough School District, New Jersey","3402820",15180,2523,5208,4140,2188,1121,5911,521,2715,1669,709,297,2450,410,860,838,175,167,1132,437,342,194,85,74,5687,1155,1291,1439,1219,583
"Cedar Grove Township School District, New Jersey","3402850",9192,624,2486,1689,2857,1536,5579,353,1728,1086,1716,696,1807,123,309,237,638,500,161,25,28,13,18,77,1645,123,421,353,485,263
"Cherry Hill Township School District, New Jersey","3403000",49169,3001,10301,11280,13868,10719,14420,745,3595,3510,4228,2342,24406,1198,4904,5485,7085,5734,670,57,205,171,181,56,9673,1001,1597,2114,2374,2587
"Chesilhurst Borough School District, New Jersey","3403030",1263,224,484,368,137,50,665,113,242,170,105,35,463,72,188,170,23,10,35,3,28,4,0,0,100,36,26,24,9,5
"Cinnaminson Township School District, New Jersey","3403120",11198,608,3674,3016,2535,1365,3514,180,1179,1098,768,289,6727,268,2299,1775,1593,792,125,59,0,20,22,24,832,101,196,123,152,260
"Clark Township School District, New Jersey","3403150",10794,850,3647,2601,2548,1148,7492,325,2703,1985,1675,804,1275,154,377,285,363,96,107,8,30,32,18,19,1920,363,537,299,492,229
"Clayton Borough School District, New Jersey","3403180",5606,731,2532,1341,679,323,2981,277,1488,749,383,84,2315,324,931,592,246,222,67,15,23,0,12,17,243,115,90,0,38,0
"Clementon Borough School District, New Jersey","3403240",3468,617,1161,1101,475,114,1760,305,626,643,162,24,1520,248,474,429,279,90,6,0,6,0,0,0,182,64,55,29,34,0
"Cliffside Park Borough School District, New Jersey","3403270",18056,2704,4701,3601,4608,2442,4114,282,1390,1029,1015,398,4185,194,924,1053,1176,838,602,65,132,82,285,38,9155,2163,2255,1437,2132,1168
"Clifton City School District, New Jersey","3403300",58536,7580,19474,13756,11823,5903,21793,1761,8191,5055,4429,2357,8260,826,2549,2153,1664,1068,2354,665,824,432,368,65,26129,4328,7910,6116,5362,2413
"Collingswood Borough School District, New Jersey","3403420",10264,770,2204,3119,2717,1454,4606,284,1204,1423,1128,567,4616,186,883,1407,1430,710,140,18,12,86,6,18,902,282,105,203,153,159
"Commercial Township School District, New Jersey","3403480",3543,759,1670,854,155,105,2025,343,1013,528,109,32,1367,344,624,292,34,73,70,53,0,17,0,0,81,19,33,17,12,0
"Corbin City School District, New Jersey","3403510",433,39,218,89,59,28,253,29,117,60,35,12,162,10,86,29,24,13,0,0,0,0,0,0,18,0,15,0,0,3
"Cranbury Township School District, New Jersey","3403540",2568,109,362,443,854,800,1038,56,242,253,306,181,997,7,104,122,367,397,5,0,0,0,0,5,528,46,16,68,181,217
"Cranford Township School District, New Jersey","3403570",15898,717,3610,3387,4781,3403,9603,305,2245,2191,3016,1846,4386,142,734,853,1376,1281,177,28,46,42,22,39,1732,242,585,301,367,237
"Cresskill Borough School District, New Jersey","3403600",5885,326,1427,807,2021,1304,1587,154,523,202,395,313,2277,52,612,412,745,456,69,0,6,14,12,37,1952,120,286,179,869,498
"Deal Borough School District, New Jersey","3403630",688,79,244,167,146,52,248,7,81,55,91,14,269,45,85,68,36,35,25,4,3,12,6,0,146,23,75,32,13,3
"Delanco Township School District, New Jersey","3403690",3191,184,1161,952,518,376,1805,91,735,549,255,175,1208,62,392,368,220,166,0,0,0,0,0,0,178,31,34,35,43,35
"Delran Township School District, New Jersey","3403780",11816,1398,3794,2781,2655,1188,4300,326,1540,1036,986,412,5113,244,1659,1257,1365,588,276,28,72,113,38,25,2127,800,523,375,266,163
"Dennis Township School District, New Jersey","3403840",4492,443,1645,1458,652,294,2237,244,787,705,398,103,2111,165,821,721,221,183,68,14,14,2,30,8,76,20,23,30,3,0
"Deptford Township School District, New Jersey","3403900",21611,2511,8495,5613,3406,1586,9972,1092,4292,2849,1151,588,9711,1170,3733,2393,1712,703,271,15,62,44,65,85,1657,234,408,327,478,210
"Dover Town School District, New Jersey","3403930",13208,3752,4833,2755,1460,408,3239,324,1211,1100,460,144,1248,232,397,257,248,114,927,315,315,253,33,11,7794,2881,2910,1145,719,139
"Downe Township School District, New Jersey","3403960",998,280,379,220,104,15,730,183,289,167,85,6,257,97,84,51,19,6,5,0,2,0,0,3,6,0,4,2,0,0
"Dumont Borough School District, New Jersey","3403990",12400,1160,3774,2771,3315,1380,4378,221,1696,1009,1040,412,3501,182,1014,992,916,397,162,56,10,45,40,11,4359,701,1054,725,1319,560
"Dunellen Borough School District, New Jersey","3404020",5005,485,1628,1431,1005,456,2219,93,809,546,569,202,1346,131,417,424,218,156,15,0,15,0,0,0,1425,261,387,461,218,98
"East Brunswick Township School District, New Jersey","3404110",32731,1977,6563,6557,10287,7347,10040,448,3267,2520,2479,1326,9489,405,1593,2398,2863,2230,389,131,80,31,68,79,12813,993,1623,1608,4877,3712
"East Newark Borough School District, New Jersey","3404200",1465,355,544,319,210,37,231,30,112,54,29,6,83,11,44,24,4,0,51,16,10,21,4,0,1100,298,378,220,173,31
"East Orange City School District, New Jersey","3404230",41870,7188,14980,12818,4958,1926,16797,2388,5725,5952,2329,403,11186,2096,3909,3409,1171,601,1023,221,461,203,101,37,12864,2483,4885,3254,1357,885
"East Windsor Regional School District, New Jersey","3404320",22866,2456,5189,5881,5307,4033,6786,360,1606,2184,1592,1044,7104,379,1221,2236,1885,1383,344,89,108,67,37,43,8632,1628,2254,1394,1793,1563
"Edgewater Borough School District, New Jersey","3404440",9015,391,902,1198,3814,2710,1262,75,209,289,576,113,3174,114,398,454,1348,860,234,14,22,99,27,72,4345,188,273,356,1863,1665
"Edgewater Park Township School District, New Jersey","3404470",6124,901,2170,1755,794,504,2485,146,1005,871,255,208,2173,236,777,621,304,235,203,14,96,52,41,0,1263,505,292,211,194,61
"Edison Township School District, New Jersey","3404500",69587,5706,15575,12518,20309,15479,20882,1379,7711,5591,4309,1892,11336,715,3136,2811,2488,2186,938,238,254,125,205,116,36431,3374,4474,3991,13307,11285
"Egg Harbor Township School District, New Jersey","3404560",27661,2991,9348,7448,5272,2602,12295,1301,4699,2991,2250,1054,8857,534,2805,2947,1673,898,665,153,236,194,82,0,5844,1003,1608,1316,1267,650
"Elizabeth City School District, New Jersey","3404590",77907,21184,31219,16099,6264,3141,17133,2685,7843,4012,1796,797,8834,1832,2975,2251,1039,737,3766,1097,1640,838,130,61,48174,15570,18761,8998,3299,1546
"Elmer Borough School District, New Jersey","3404650",883,73,381,249,110,70,665,50,319,181,81,34,195,23,50,61,29,32,4,0,0,4,0,0,19,0,12,3,0,4
"Elmwood Park Borough School District, New Jersey","3404660",13841,1840,5072,3468,2350,1111,5700,446,2162,1666,984,442,1688,133,604,400,390,161,222,100,86,19,0,17,6231,1161,2220,1383,976,491
"Elsinboro Township School District, New Jersey","3404680",799,49,329,282,102,37,541,36,251,168,58,28,227,12,78,94,34,9,5,0,0,5,0,0,26,1,0,15,10,0
"Emerson Borough School District, New Jersey","3404710",5366,263,1476,1288,1673,666,2191,63,583,567,685,293,1938,58,580,454,566,280,116,48,35,17,0,16,1121,94,278,250,422,77
"Englewood City School District, New Jersey","3404740",19258,2341,4425,3562,5096,3834,3538,367,888,917,833,533,7519,408,1434,1298,2323,2056,446,80,220,0,51,95,7755,1486,1883,1347,1889,1150
"Englewood Cliffs Borough School District, New Jersey","3404770",3998,307,551,488,1659,993,656,71,134,94,214,143,1209,17,208,121,475,388,81,14,0,15,28,24,2052,205,209,258,942,438
"Estell Manor City School District, New Jersey","3404860",1135,67,529,310,165,64,695,28,345,173,112,37,384,36,172,114,47,15,0,0,0,0,0,0,56,3,12,23,6,12
"Ewing Township School District, New Jersey","3404920",23119,1970,7300,6006,4711,3132,12918,1151,4497,3452,2539,1279,6639,450,1658,1889,1387,1255,321,42,147,58,33,41,3241,327,998,607,752,557
"Fair Lawn Borough School District, New Jersey","3404980",22653,1705,4801,4955,6562,4630,7967,449,2423,1830,2163,1102,6535,256,1299,1491,1917,1572,308,29,156,93,25,5,7843,971,923,1541,2457,1951
"Fairview Borough School District, New Jersey","3405070",9661,2433,3348,1820,1665,395,2084,324,685,440,537,98,1127,157,511,259,173,27,169,34,40,63,15,17,6281,1918,2112,1058,940,253
"Florence Township School District, New Jersey","3405220",9024,884,3222,2457,1725,736,5622,514,2314,1507,988,299,2190,180,532,703,529,246,108,25,60,11,0,12,1104,165,316,236,208,179
"Folsom Borough School District, New Jersey","3405280",1318,177,499,417,154,71,723,80,289,240,79,35,565,86,205,163,75,36,11,8,0,3,0,0,19,3,5,11,0,0
"Fort Lee Borough School District, New Jersey","3405310",27653,2027,5532,5179,9208,5707,3876,125,938,844,1147,822,7407,87,1351,1830,2531,1608,540,143,135,118,67,77,15830,1672,3108,2387,5463,3200
"Franklin Township School District, New Jersey","3405490",44888,3286,10479,9267,12626,9230,15203,937,4425,3836,4254,1751,12680,615,2859,2844,3441,2921,1008,175,297,213,242,81,15997,1559,2898,2374,4689,4477
"Garfield City School District, New Jersey","3405760",20721,3540,8495,4832,3094,760,7111,1023,2879,1788,1103,318,2091,291,701,549,450,100,509,145,177,142,45,0,11010,2081,4738,2353,1496,342
"Garwood Borough School District, New Jersey","3405790",3213,271,1123,689,770,360,1716,96,667,392,445,116,912,56,317,156,198,185,19,10,9,0,0,0,566,109,130,141,127,59
"Glassboro Borough School District, New Jersey","3405880",9532,839,2665,3363,1783,882,4704,354,1344,1866,706,434,3857,220,1090,1290,891,366,245,77,94,15,59,0,726,188,137,192,127,82
"Glen Ridge Borough School District, New Jersey","3405940",4765,24,489,541,1861,1850,1908,24,324,226,720,614,1946,0,11,114,941,880,140,0,43,13,40,44,771,0,111,188,160,312
"Glen Rock Borough School District, New Jersey","3405970",7451,211,1053,1396,2611,2180,3049,49,490,625,1066,819,3077,59,324,603,1085,1006,48,0,0,0,21,27,1277,103,239,168,439,328
"Gloucester City School District, New Jersey","3406000",7728,1455,3525,1707,828,213,4952,865,2583,950,441,113,2274,479,832,614,261,88,25,0,12,0,8,5,477,111,98,143,118,7
"Green Township School District, New Jersey","3406090",2306,105,640,610,718,233,1401,52,382,392,470,105,653,18,183,128,220,104,53,11,9,27,6,0,199,24,66,63,22,24
"Green Brook Township School District, New Jersey","3406120",4777,444,1146,748,1485,954,2119,141,547,266,810,355,1195,101,324,261,307,202,95,21,50,24,0,0,1368,181,225,197,368,397
"Greenwich Township School District (Gloucester County), New Jersey","3406180",3585,286,1688,899,523,189,2285,168,1122,581,362,52,1023,100,473,231,101,118,18,0,8,0,0,10,259,18,85,87,60,9
"Greenwich Township School District (Warren County), New Jersey","3406210",3413,147,840,903,952,571,1780,98,517,491,395,279,1180,0,249,364,341,226,30,0,0,11,19,0,423,49,74,37,197,66
"Guttenberg Town School District, New Jersey","3406240",8064,1540,1870,2015,1790,849,962,122,296,200,236,108,1431,47,206,492,444,242,177,24,58,70,12,13,5494,1347,1310,1253,1098,486
"Hackensack City School District, New Jersey","3406270",32009,4834,9091,7418,6980,3686,9011,956,2772,2405,1885,993,7516,761,1993,2120,1507,1135,686,184,253,83,106,60,14796,2933,4073,2810,3482,1498
"Hackettstown Town School District, New Jersey","3406300",6543,1025,2141,1672,1123,582,3395,350,1255,935,607,248,1602,109,453,492,307,241,140,44,75,0,21,0,1406,522,358,245,188,93
"Haddon Heights Borough School District, New Jersey","3406330",5130,356,1102,1091,1629,952,2449,146,515,572,791,425,2425,153,575,491,737,469,72,0,0,3,44,25,184,57,12,25,57,33
"Haddon Township School District, New Jersey","3406360",10601,802,2796,2822,2781,1400,5297,315,1692,1531,1218,541,4676,343,980,1148,1502,703,138,43,0,47,33,15,490,101,124,96,28,141
"Haddonfield Borough School District, New Jersey","3406390",7786,166,885,1144,2997,2594,3570,55,529,597,1501,888,3846,72,325,474,1399,1576,78,0,6,8,34,30,292,39,25,65,63,100
"Hamilton Township School District, New Jersey","3406540",62939,7215,20855,18081,11922,4866,38886,3407,14105,11364,7230,2780,12708,1014,3381,3703,3169,1441,1665,286,474,627,246,32,9680,2508,2895,2387,1277,613
"Hammonton Town School District, New Jersey","3406570",10474,2050,3595,2558,1764,507,6000,601,2217,1688,1114,380,2484,458,823,616,471,116,491,278,130,57,15,11,1499,713,425,197,164,0
"Harding Township School District, New Jersey","3406720",2630,33,180,567,934,916,1178,17,105,332,382,342,1164,0,60,227,432,445,19,0,0,0,0,19,269,16,15,8,120,110
"Upper Township School District, New Jersey","3416650",8775,545,2885,2344,1967,1034,4053,295,1366,1008,881,503,4348,236,1419,1203,994,496,45,0,0,45,0,0,329,14,100,88,92,35
"Ventnor City City School District, New Jersey","3416680",8229,1438,2672,1877,1283,959,2242,184,878,625,325,230,3218,218,1018,705,707,570,170,18,49,65,15,23,2599,1018,727,482,236,136
"Vernon Township School District, New Jersey","3416710",15845,888,5646,5065,2917,1329,9992,416,3914,3240,1711,711,4386,260,1202,1419,1029,476,188,16,63,98,0,11,1279,196,467,308,177,131
"Verona Borough School District, New Jersey","3416740",9741,485,1864,2386,3143,1863,5323,133,1176,1385,1713,916,2880,103,438,687,988,664,52,20,0,26,6,0,1486,229,250,288,436,283
"Vineland City School District, New Jersey","3416800",39530,8710,14389,9761,4770,1900,21001,3096,8495,5917,2610,883,8582,1379,2848,2210,1485,660,4481,2349,1368,679,79,6,5466,1886,1678,955,596,351
"Waldwick Borough School District, New Jersey","3416860",6609,244,1755,1612,1790,1208,3234,98,928,716,902,590,2348,55,671,676,515,431,24,0,0,9,0,15,1003,91,156,211,373,172
"Wall Township School District, New Jersey","3416890",17703,788,4792,4048,5267,2808,11932,472,3328,2769,3806,1557,4743,171,1190,1110,1283,989,210,3,77,73,27,30,818,142,197,96,151,232
"Wallington Borough School District, New Jersey","3416920",8547,915,3627,1879,1537,589,3225,254,1107,948,727,189,622,85,198,200,63,76,41,6,13,22,0,0,4659,570,2309,709,747,324
"Washington Township School District (Burlington County), New Jersey","3417040",590,120,220,111,113,26,358,63,137,68,81,9,128,10,50,29,25,14,45,5,28,12,0,0,59,42,5,2,7,3
"Washington Township School District (Gloucester County), New Jersey","3417070",32548,1904,10528,10294,7090,2732,10986,533,3583,3505,2552,813,18753,1062,6326,6060,3799,1506,415,9,108,177,35,86,2394,300,511,552,704,327
"Robbinsville Township School District, New Jersey","3417100",9134,389,1614,2052,3183,1896,4101,171,1028,1110,1235,557,2880,86,342,686,1022,744,34,7,0,0,27,0,2119,125,244,256,899,595
"Waterford Township School District, New Jersey","3417250",7170,674,3103,2014,1044,335,4079,329,1785,1168,631,166,2823,233,1267,796,381,146,42,0,0,42,0,0,226,112,51,8,32,23
"Wayne Township School District, New Jersey","3417280",37381,2642,9306,7282,11395,6756,19046,946,5478,3920,5753,2949,8717,353,1761,1795,2909,1899,495,143,141,65,104,42,9123,1200,1926,1502,2629,1866
"Weehawken Township School District, New Jersey","3417310",9779,1244,1495,2172,3170,1698,2492,161,433,565,1075,258,2647,102,297,488,1165,595,389,49,106,80,115,39,4251,932,659,1039,815,806
"West Deptford Township School District, New Jersey","3417430",15413,1379,5659,4156,3181,1038,8210,616,3131,2346,1617,500,6103,538,2332,1543,1274,416,168,14,44,95,15,0,932,211,152,172,275,122
"West Milford Township School District, New Jersey","3417520",18015,996,5858,5145,3941,2075,10622,639,3803,2887,2235,1058,5865,268,1629,1754,1356,858,115,21,38,26,8,22,1413,68,388,478,342,137
"West New York Town School District, New Jersey","3417580",33993,10311,8963,6239,5584,2896,3559,421,875,994,915,354,3892,419,843,1031,1024,575,1288,400,388,337,77,86,25254,9071,6857,3877,3568,1881
"West Orange Town School District, New Jersey","3417610",31770,3017,6956,6829,8701,6267,11832,678,2920,2969,3257,2008,8313,315,1156,1131,3174,2537,419,67,113,123,38,78,11206,1957,2767,2606,2232,1644
"West Wildwood Borough School District, New Jersey","3417670",421,72,209,90,28,22,71,6,25,27,10,3,346,64,184,61,18,19,0,0,0,0,0,0,4,2,0,2,0,0
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",33583,1042,2475,4784,11195,14087,5987,184,746,1615,2065,1377,10432,254,626,1813,3921,3818,325,10,32,80,33,170,16839,594,1071,1276,5176,8722
"Westfield Town School District, New Jersey","3417760",19660,783,2653,3161,7136,5927,8277,260,1394,1692,2889,2042,8029,169,736,971,3422,2731,145,0,26,7,51,61,3209,354,497,491,774,1093
"Westwood Regional School District, New Jersey","3417820",14404,781,3279,3604,4290,2450,6161,123,1405,1795,1982,856,5305,145,1434,1206,1511,1009,98,0,37,8,16,37,2840,513,403,595,781,548
"Weymouth Township School District, New Jersey","3417850",2200,328,898,618,292,64,1167,103,553,326,148,37,796,123,302,257,87,27,12,6,0,6,0,0,225,96,43,29,57,0
"White Township School District, New Jersey","3417910",4006,386,1623,1206,581,210,2555,139,1239,703,359,115,1092,138,253,448,158,95,0,0,0,0,0,0,359,109,131,55,64,0
"Wildwood City School District, New Jersey","3417940",3684,726,1521,817,560,60,1221,106,449,358,286,22,1821,362,808,418,209,24,158,20,138,0,0,0,484,238,126,41,65,14
"Wildwood Crest Borough School District, New Jersey","3417970",2732,219,916,670,686,241,766,54,206,200,235,71,1752,98,660,445,379,170,61,35,26,0,0,0,153,32,24,25,72,0
"Willingboro Township School District, New Jersey","3418000",21351,2457,6708,7350,3511,1325,6806,608,2045,2672,1177,304,10249,1227,3336,3479,1476,731,631,92,227,202,99,11,3665,530,1100,997,759,279
"Winfield Township School District, New Jersey","3418030",1027,107,498,298,92,32,825,88,401,250,63,23,173,19,83,41,21,9,0,0,0,0,0,0,29,0,14,7,8,0
"Winslow Township School District, New Jersey","3418060",26166,2661,8746,8088,4572,2099,11689,978,4462,3793,1636,820,11515,1063,3667,3645,2171,969,601,206,201,79,86,29,2361,414,416,571,679,281
"Woodbine Borough School District, New Jersey","3418090",1345,465,447,366,44,23,754,239,280,209,19,7,401,159,120,98,15,9,143,65,34,40,4,0,47,2,13,19,6,7
"Woodbridge Township School District, New Jersey","3418120",70462,7517,23881,16253,15224,7587,32963,2751,14218,8694,5205,2095,10821,875,4072,2846,2095,933,1366,300,547,321,143,55,25312,3591,5044,4392,7781,4504
