"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Union City School District, New Jersey","3416380",67233,4408,11580,7178,11414,10027,9690,3474,1095,1658,3708,3001,19089,3724,7170,3022,2228,1181,732,287,86,183,170,306,5931,480,1496,643,1536,725,564,191,66,33,100,97,3592,72,409,215,434,538,773,237,91,101,389,333,38621,132,2505,3298,7216,7583,7621,2759,852,1341,3049,2265
"Barnegat Township School District, New Jersey","3416470",21261,940,3429,1652,1803,2491,3083,1111,676,861,2762,2453,13283,673,2736,1249,1148,1335,1915,592,467,589,1359,1220,6465,240,572,308,477,1001,903,449,145,211,1088,1071,273,27,25,0,29,38,35,22,0,18,56,23,1240,0,96,95,149,117,230,48,64,43,259,139
"Union Township School District, New Jersey","3416500",56915,2960,8579,5945,6266,7269,9736,3915,1698,1933,4196,4418,32005,2718,7079,4239,3460,3284,3575,1718,944,747,1901,2340,7726,208,753,895,820,801,1304,567,229,370,884,895,1247,21,159,50,77,254,317,98,43,62,95,71,15937,13,588,761,1909,2930,4540,1532,482,754,1316,1112
"Upper Freehold Regional School District, New Jersey","3416560",8675,458,1958,407,498,1198,1635,712,269,227,880,433,5633,351,1693,364,270,708,958,393,141,116,436,203,2485,107,237,43,172,376,557,293,104,110,301,185,52,0,12,0,0,8,15,0,0,0,17,0,505,0,16,0,56,106,105,26,24,1,126,45
"Upper Pittsgrove Township School District, New Jersey","3416590",3500,119,741,286,317,359,609,270,116,160,234,289,2660,119,616,231,290,258,471,186,39,91,164,195,654,0,76,39,27,55,126,66,63,58,70,74,9,0,0,0,0,9,0,0,0,0,0,0,177,0,49,16,0,37,12,18,14,11,0,20
"Upper Township School District, New Jersey","3416650",12277,613,2200,869,919,1470,2052,1194,516,509,1037,898,7662,586,1915,737,575,862,1128,663,244,246,425,281,4314,27,254,110,299,574,887,499,272,234,557,601,35,0,14,0,0,0,0,0,0,21,0,0,266,0,17,22,45,34,37,32,0,8,55,16
"Ventnor City City School District, New Jersey","3416680",10681,434,1238,814,1152,1424,1457,722,433,646,1215,1146,4279,392,820,453,589,495,440,343,128,112,282,225,3236,42,145,124,182,238,526,184,239,235,614,707,263,0,82,18,24,27,81,11,0,0,0,20,2903,0,191,219,357,664,410,184,66,299,319,194
"Vernon Township School District, New Jersey","3416710",23450,1310,4266,2232,2597,3025,4347,1873,629,833,1513,825,16236,1132,3475,1546,1835,1899,3129,1259,411,397,726,427,5600,158,703,521,610,784,944,520,177,347,536,300,262,0,8,17,0,34,95,43,1,0,42,22,1352,20,80,148,152,308,179,51,40,89,209,76
"Verona Borough School District, New Jersey","3416740",13412,786,2149,667,1633,1635,2155,915,297,609,1054,1512,8366,725,1648,497,1095,919,1161,435,184,298,611,793,3396,61,350,115,384,508,653,299,83,172,275,496,127,0,35,9,0,7,51,13,0,12,0,0,1523,0,116,46,154,201,290,168,30,127,168,223
"Vineland City School District, New Jersey","3416800",60857,4024,11369,5409,7795,7621,8854,3696,1511,1853,4665,4060,38750,3910,9551,3705,4962,4481,4713,1928,592,826,2229,1853,9845,114,882,590,847,1180,1778,995,482,428,1164,1385,5247,0,252,300,572,778,984,382,293,399,792,495,7015,0,684,814,1414,1182,1379,391,144,200,480,327
"Waldwick Borough School District, New Jersey","3416860",9724,646,1797,653,1049,1530,1660,606,173,239,572,799,5845,608,1540,496,807,667,705,327,39,81,207,368,2515,26,120,101,165,536,512,200,109,128,273,345,42,0,0,0,0,13,8,11,0,0,10,0,1322,12,137,56,77,314,435,68,25,30,82,86
"Wall Township School District, New Jersey","3416890",26106,1079,4924,1808,2077,3096,4460,2319,789,1042,2091,2421,19056,956,4545,1531,1444,2339,2938,1644,531,663,1280,1185,5595,67,281,218,429,618,1211,542,179,245,681,1124,227,56,0,15,0,42,24,0,20,19,15,36,1228,0,98,44,204,97,287,133,59,115,115,76
"Wallington Borough School District, New Jersey","3416920",11432,618,1509,780,2213,1515,1635,883,376,410,843,650,5150,584,1012,435,877,486,532,341,156,166,216,345,775,22,119,7,100,117,145,72,24,16,78,75,95,0,0,16,18,13,9,39,0,0,0,0,5412,12,378,322,1218,899,949,431,196,228,549,230
"Washington Township School District (Burlington County), New Jersey","3417040",844,40,93,100,112,100,173,41,11,39,72,63,556,40,77,69,61,52,120,26,11,23,37,40,164,0,10,5,11,16,39,15,0,16,31,21,44,0,6,6,15,9,8,0,0,0,0,0,80,0,0,20,25,23,6,0,0,0,4,2
"Washington Township School District (Gloucester County), New Jersey","3417070",48432,2393,8637,4376,5106,6227,8254,3728,1314,1774,3755,2868,21657,2070,6051,2457,2525,2580,2456,1103,412,436,824,743,23026,310,2213,1759,1975,2915,5258,2229,823,1124,2597,1823,549,0,59,23,92,203,67,24,21,7,37,16,3200,13,314,137,514,529,473,372,58,207,297,286
"Robbinsville Township School District, New Jersey","3417100",13813,911,2865,717,1359,2472,2670,887,387,294,458,793,7664,900,2024,509,643,828,1293,464,182,175,161,485,3651,11,585,155,385,615,977,351,139,69,209,155,64,0,13,0,0,18,0,13,7,13,0,0,2434,0,243,53,331,1011,400,59,59,37,88,153
"Waterford Township School District, New Jersey","3417250",10711,573,1939,860,1486,1455,1730,818,361,336,708,445,7430,449,1833,770,1070,1003,1004,454,179,161,342,165,3001,124,106,90,379,352,696,364,157,171,343,219,48,0,0,0,0,38,10,0,0,0,0,0,232,0,0,0,37,62,20,0,25,4,23,61
"Wayne Township School District, New Jersey","3417280",54849,2547,8742,6007,5101,6534,9140,4029,1443,2032,4330,4944,33714,2320,7394,4743,2697,3570,4405,2058,787,995,1947,2798,10249,173,833,592,1124,1098,2090,1060,309,370,1325,1275,548,12,55,44,23,67,45,71,15,40,71,105,10338,42,460,628,1257,1799,2600,840,332,627,987,766
"Weehawken Township School District, New Jersey","3417310",12829,771,1148,1155,2743,2181,1871,713,361,273,749,864,3887,457,437,429,1022,384,474,185,75,73,142,209,3702,290,422,278,911,634,533,230,48,104,137,115,431,11,50,53,8,90,68,0,15,0,81,55,4809,13,239,395,802,1073,796,298,223,96,389,485
"West Deptford Township School District, New Jersey","3417430",21605,934,3464,1594,3123,3069,3171,1500,455,977,1671,1647,13367,796,2788,1154,2042,1853,1713,732,287,506,693,803,7095,119,577,362,854,1014,1300,706,168,420,861,714,163,0,0,8,16,19,50,15,0,5,35,15,980,19,99,70,211,183,108,47,0,46,82,115
"West Milford Township School District, New Jersey","3417520",26300,1355,4292,1959,2608,3712,4992,2165,699,1120,2037,1361,18223,1266,3906,1530,1882,2395,3205,1324,395,627,1056,637,6514,89,328,354,599,1006,1387,688,241,457,815,550,133,0,24,0,0,14,37,0,12,14,32,0,1430,0,34,75,127,297,363,153,51,22,134,174
"West New York Town School District, New Jersey","3417580",50649,4188,6535,4824,10138,8635,6167,2618,762,1043,2968,2771,13366,3396,4549,1624,1748,931,462,183,29,60,149,235,5619,535,627,416,1476,1361,511,189,39,114,59,292,1601,45,54,182,200,294,278,129,13,37,225,144,30063,212,1305,2602,6714,6049,4916,2117,681,832,2535,2100
"West Orange Town School District, New Jersey","3417610",46425,2845,8229,3387,5155,6541,6977,3250,994,1600,3563,3884,22303,2477,5942,2085,1833,2065,2553,1285,430,599,1499,1535,10498,346,1576,443,1143,1834,1625,699,231,379,968,1254,568,22,31,28,75,85,141,15,44,54,30,43,13056,0,680,831,2104,2557,2658,1251,289,568,1066,1052
"West Wildwood Borough School District, New Jersey","3417670",635,17,53,47,18,60,110,64,16,31,148,71,150,17,14,37,6,16,26,2,7,2,16,7,473,0,35,6,12,44,84,62,9,29,128,64,4,0,0,4,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,0
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",50774,3047,10755,2820,6403,8457,8950,2876,1257,1185,2500,2524,14436,2192,5616,1020,1539,1026,1195,470,331,319,255,473,14950,499,3277,928,1570,1627,2817,1213,503,407,1000,1109,529,0,90,68,141,41,126,7,17,8,18,13,20859,356,1772,804,3153,5763,4812,1186,406,451,1227,929
"Westfield Town School District, New Jersey","3417760",30525,1959,6936,1635,2375,4986,5093,1965,829,905,1778,2064,16220,1438,4948,1319,1214,1881,2286,852,403,318,617,944,10690,467,1811,191,781,2034,2181,916,281,467,782,779,308,28,76,0,29,88,7,50,17,0,13,0,3307,26,101,125,351,983,619,147,128,120,366,341
"Westwood Regional School District, New Jersey","3417820",20134,1108,3206,1194,2283,2422,3237,1392,777,759,1878,1878,11140,1022,2845,924,1456,1162,1293,703,321,293,428,693,5587,51,234,147,483,653,1259,470,251,313,910,816,107,0,0,10,0,5,23,18,20,17,0,14,3300,35,127,113,344,602,662,201,185,136,540,355
"Weymouth Township School District, New Jersey","3417850",2713,134,284,134,265,322,414,208,109,91,412,340,1572,124,199,116,176,245,256,118,59,54,121,104,857,10,63,10,55,22,126,90,40,37,214,190,17,0,0,0,0,0,0,0,0,0,12,5,267,0,22,8,34,55,32,0,10,0,65,41
"White Township School District, New Jersey","3417910",4841,196,527,297,339,509,536,512,154,179,840,752,3207,196,460,195,208,416,424,376,72,101,387,372,1315,0,67,97,113,70,89,112,41,78,404,244,6,0,0,0,0,0,6,0,0,0,0,0,313,0,0,5,18,23,17,24,41,0,49,136
"Wildwood City School District, New Jersey","3417940",5269,365,708,587,851,704,567,354,102,179,541,311,1735,296,375,84,216,110,230,155,12,55,132,70,2366,69,182,174,354,323,314,167,72,115,372,224,230,0,62,43,31,61,1,5,18,9,0,0,938,0,89,286,250,210,22,27,0,0,37,17
"Wildwood Crest Borough School District, New Jersey","3417970",3254,85,451,122,199,293,463,241,149,237,607,407,1032,85,251,54,83,54,121,84,37,23,167,73,1982,0,176,38,91,221,313,156,112,181,360,334,84,0,0,30,0,0,29,0,0,25,0,0,156,0,24,0,25,18,0,1,0,8,80,0
"Willingboro Township School District, New Jersey","3418000",31772,1861,5155,3313,3195,3900,4915,2107,917,1023,3123,2263,13930,1644,3705,1903,1767,1358,1624,659,146,237,522,365,12712,205,1154,1050,931,1353,2197,989,567,660,2089,1517,868,0,87,78,86,162,174,65,31,34,96,55,4262,12,209,282,411,1027,920,394,173,92,416,326
"Winfield Township School District, New Jersey","3418030",1499,38,216,180,153,227,264,92,32,49,115,133,1236,38,179,174,124,207,210,75,22,40,75,92,221,0,37,6,27,7,40,14,10,9,30,41,3,0,0,0,0,0,0,0,0,0,3,0,39,0,0,0,2,13,14,3,0,0,7,0
"Winslow Township School District, New Jersey","3418060",39295,2674,7531,2815,4877,5643,7012,2442,644,1176,2586,1895,21225,2415,5292,2047,2818,3050,2579,813,332,353,915,611,14452,230,1991,682,1460,1900,3311,1305,234,743,1474,1122,637,0,26,0,82,111,178,97,21,19,56,47,2981,29,222,86,517,582,944,227,57,61,141,115
"Woodbine Borough School District, New Jersey","3418090",2486,200,410,400,225,353,354,211,57,76,135,65,1706,186,360,341,141,231,147,129,32,44,62,33,554,0,45,40,74,79,140,65,11,24,53,23,165,14,5,19,0,14,58,9,11,8,18,9,61,0,0,0,10,29,9,8,3,0,2,0
"Woodbridge Township School District, New Jersey","3418120",99930,6425,14913,7451,16059,14172,15621,6991,2597,3023,6532,6146,53607,5438,11262,4639,7122,5650,7276,3126,1282,1626,3034,3152,14693,523,2232,991,1655,1638,2330,1126,425,621,1335,1817,1868,50,201,224,166,351,243,158,98,91,194,92,29762,414,1218,1597,7116,6533,5772,2581,792,685,1969,1085
"Woodbury City School District, New Jersey","3418150",10147,669,1599,1058,1516,1202,1349,692,275,320,827,640,6105,485,1243,828,1008,618,740,389,83,118,353,240,3390,184,310,160,399,424,537,257,188,158,392,381,159,0,0,0,14,20,23,14,4,34,50,0,493,0,46,70,95,140,49,32,0,10,32,19
"Woodlynne Borough School District, New Jersey","3418270",2966,230,581,452,531,469,336,124,23,54,97,69,1580,225,491,327,140,176,101,41,14,20,31,14,471,5,43,65,109,58,73,28,7,16,27,40,248,0,25,6,62,68,47,19,2,0,4,15,667,0,22,54,220,167,115,36,0,18,35,0
"Wood-Ridge Borough School District, New Jersey","3418300",8071,348,1040,696,969,1220,1497,652,184,289,533,643,5133,348,939,579,552,771,790,290,53,140,183,488,1255,0,89,86,133,186,275,179,51,43,129,84,126,0,0,0,0,17,0,40,16,15,38,0,1557,0,12,31,284,246,432,143,64,91,183,71
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",7538,300,1474,548,643,906,1325,482,137,225,711,787,4528,248,917,374,370,500,710,322,102,95,422,468,2704,52,515,174,253,372,558,153,25,95,243,264,18,0,11,0,7,0,0,0,0,0,0,0,288,0,31,0,13,34,57,7,10,35,46,55
"Remainder of New Jersey, New Jersey","3499999",1649551,83774,296117,133442,162423,215802,283861,119248,43238,57843,133882,119921,941901,72572,231188,94587,92462,108263,135023,54040,19325,25361,56525,52555,495467,9776,52191,26310,40458,65403,103537,47932,17525,24360,56900,51075,20954,469,2286,1466,2441,3173,4371,1939,691,1022,1660,1436,191229,957,10452,11079,27062,38963,40930,15337,5697,7100,18797,14855
"Allamuchy Township School District, New Jersey","3400720",4426,247,572,256,412,725,920,221,142,140,487,304,2581,247,485,245,246,264,572,86,39,56,248,93,1276,0,25,11,141,298,312,73,83,60,158,115,68,0,0,0,0,27,0,0,0,0,0,41,501,0,62,0,25,136,36,62,20,24,81,55
"Allenhurst Borough School District, New Jersey","3400780",497,7,98,20,72,39,94,49,13,23,44,38,370,7,75,20,51,28,58,34,13,23,39,22,111,0,23,0,11,11,36,11,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,10,0,0,4,0,0,2,0
"Alloway Township School District, New Jersey","3400810",3450,167,745,257,381,543,637,153,94,171,162,140,2286,116,550,190,223,287,483,124,43,117,87,66,1099,51,195,67,142,256,124,25,51,54,60,74,13,0,0,0,0,0,13,0,0,0,0,0,52,0,0,0,16,0,17,4,0,0,15,0
"Alpha Borough School District, New Jersey","3400840",2412,128,444,160,244,342,436,162,16,88,154,238,1594,88,333,107,159,209,282,85,9,51,100,171,642,40,111,52,51,114,112,41,7,15,47,52,43,0,0,0,0,8,3,22,0,0,3,7,133,0,0,1,34,11,39,14,0,22,4,8
"Alpine Borough School District, New Jersey","3400870",1861,64,274,128,144,115,361,171,45,111,286,162,503,44,142,77,32,41,47,33,10,10,41,26,663,20,102,21,97,27,93,78,12,33,110,70,30,0,15,0,0,0,4,7,0,0,4,0,665,0,15,30,15,47,217,53,23,68,131,66
"Andover Regional School District, New Jersey","3400900",6989,413,1072,415,746,915,1284,622,178,236,581,527,4144,382,882,358,532,401,687,269,71,100,256,206,2225,31,145,54,170,371,510,273,91,98,258,224,71,0,32,3,0,0,1,8,0,0,13,14,549,0,13,0,44,143,86,72,16,38,54,83
"Asbury Park City School District, New Jersey","3400930",16000,1495,2623,1607,2688,2255,2066,872,409,351,768,866,8741,1376,2185,940,900,918,1100,343,267,144,329,239,3020,119,218,71,368,388,548,282,85,110,310,521,338,0,0,0,122,42,58,77,0,5,11,23,3901,0,220,596,1298,907,360,170,57,92,118,83
"Atlantic City School District, New Jersey","3400960",39591,3491,6673,3892,5476,4444,5794,2515,970,1036,2775,2525,19106,3109,5199,2336,2211,1360,2029,961,230,301,607,763,7221,207,269,281,575,621,1253,652,414,318,1296,1335,1755,66,406,102,311,181,324,124,27,72,106,36,11509,109,799,1173,2379,2282,2188,778,299,345,766,391
"Audubon Borough School District, New Jersey","3401050",9868,397,1348,996,1288,1326,1635,911,230,321,660,756,6221,378,1063,688,901,831,1023,359,105,126,361,386,3169,19,285,268,277,372,546,515,119,170,276,322,67,0,0,0,8,7,23,0,0,0,3,26,411,0,0,40,102,116,43,37,6,25,20,22
"Avalon Borough School District, New Jersey","3401110",1924,8,175,81,35,98,240,229,105,214,317,422,454,8,98,61,6,32,42,68,20,30,21,68,1412,0,77,20,29,66,198,161,85,175,253,348,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,9,43,6
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1941,23,244,155,235,183,282,124,62,114,251,268,1362,23,220,67,166,139,195,69,46,77,166,194,452,0,24,33,43,23,87,55,16,23,85,63,10,0,0,0,5,0,0,0,0,0,0,5,117,0,0,55,21,21,0,0,0,14,0,6
"Barrington Borough School District, New Jersey","3401170",6948,292,1056,343,1325,887,917,511,93,279,652,593,4190,265,822,295,798,476,491,231,26,232,266,288,2580,27,227,34,493,405,403,259,67,27,361,277,14,0,0,14,0,0,0,0,0,0,0,0,164,0,7,0,34,6,23,21,0,20,25,28
"Bay Head Borough School District, New Jersey","3401230",1014,19,143,39,49,75,184,71,43,57,201,133,675,16,102,39,43,52,131,55,20,19,128,70,320,3,41,0,6,20,46,13,23,35,70,63,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,7,3,0,3,3,0
"Bayonne City School District, New Jersey","3401260",63819,3698,9656,5596,9311,10090,9226,4113,1726,1942,4396,4065,36320,3097,7143,3674,4086,4034,4900,2336,957,944,2333,2816,8021,453,1152,773,1353,1090,1175,536,156,333,450,550,1968,0,136,169,202,338,412,202,101,25,272,111,17510,148,1225,980,3670,4628,2739,1039,512,640,1341,588
"Bedminster Township School District, New Jersey","3401320",8197,347,1007,378,918,1108,1558,966,268,263,945,439,4027,283,817,222,371,468,686,348,162,114,453,103,2882,64,101,86,314,396,562,423,71,128,417,320,67,0,45,13,0,0,4,0,0,0,5,0,1221,0,44,57,233,244,306,195,35,21,70,16
"Belleville Town School District, New Jersey","3401350",36010,2180,5149,3702,5161,5762,5177,2349,776,1070,2412,2272,17329,1809,3836,2395,2230,1793,1757,905,230,330,880,1164,4270,178,606,448,771,912,583,202,44,92,172,262,1563,40,117,140,143,364,291,87,62,77,100,142,12848,153,590,719,2017,2693,2546,1155,440,571,1260,704
"Belmar Borough School District, New Jersey","3401410",5771,362,587,336,1165,700,755,533,230,268,378,457,3514,300,507,144,559,351,451,314,158,209,234,287,1010,62,26,90,99,119,226,113,56,36,91,92,134,0,0,0,41,67,10,0,16,0,0,0,1113,0,54,102,466,163,68,106,0,23,53,78
"Belvidere Town School District, New Jersey","3401440",2668,139,432,259,255,384,462,202,36,132,169,198,1942,108,394,212,164,282,296,161,24,82,89,130,677,31,38,42,84,94,152,41,12,50,69,64,18,0,0,0,0,0,7,0,0,0,11,0,31,0,0,5,7,8,7,0,0,0,0,4
"Bergenfield Borough School District, New Jersey","3401500",26933,1351,4726,2229,3179,3920,4180,1984,464,839,2275,1786,8048,1070,2480,807,699,643,809,378,161,178,488,335,7848,244,1511,819,927,918,940,677,122,299,725,666,809,24,106,89,115,40,75,99,21,31,93,116,10228,13,629,514,1438,2319,2356,830,160,331,969,669
"Berkeley Heights Township School District, New Jersey","3401530",13246,855,2494,874,806,1819,2105,1094,473,417,1139,1170,7600,687,1900,668,529,725,1023,561,187,146,459,715,3643,164,527,86,172,595,724,340,122,205,491,217,143,0,49,0,0,0,28,45,0,0,21,0,1860,4,18,120,105,499,330,148,164,66,168,238
"Berlin Township School District, New Jersey","3401620",5361,420,809,359,817,525,772,492,104,233,500,330,3285,339,734,268,534,329,398,221,61,131,172,98,1462,81,75,77,91,115,254,198,20,80,272,199,62,0,0,0,0,0,0,14,14,4,19,11,552,0,0,14,192,81,120,59,9,18,37,22
"Bernards Township School District, New Jersey","3401650",26770,1179,6375,1821,1361,3810,4966,2175,659,801,1646,1977,13736,1016,4412,1343,849,1133,2093,751,301,253,573,1012,8358,79,1353,368,274,1274,1753,1144,309,402,633,769,170,0,44,22,10,11,15,34,0,0,12,22,4506,84,566,88,228,1392,1105,246,49,146,428,174
"Beverly City School District, New Jersey","3401740",2568,192,497,287,292,344,425,202,53,47,143,86,1580,162,356,193,141,201,230,144,17,30,67,39,740,30,104,76,66,106,150,58,31,13,64,42,86,0,18,0,18,23,24,0,3,0,0,0,162,0,19,18,67,14,21,0,2,4,12,5
"Bloomfield Township School District, New Jersey","3401830",47471,2698,6822,4290,7551,7083,6724,3612,1242,1553,3172,2724,25376,2327,5453,2748,3868,2777,2910,1494,558,586,1363,1292,7676,253,832,680,1245,1444,1152,587,177,292,494,520,1480,24,126,106,218,177,260,80,105,94,163,127,12939,94,411,756,2220,2685,2402,1451,402,581,1152,785
"Bloomingdale Borough School District, New Jersey","3401860",7693,486,1141,770,1029,779,1566,481,153,104,593,591,5032,486,866,550,815,421,869,336,60,51,339,239,1171,0,91,0,149,112,245,78,69,37,226,164,97,0,0,0,0,11,63,0,0,0,15,8,1393,0,184,220,65,235,389,67,24,16,13,180
"Bloomsbury Borough School District, New Jersey","3401890",791,45,198,25,75,150,181,38,18,15,25,21,539,45,180,18,32,87,112,23,13,6,10,13,205,0,17,7,28,59,42,15,5,9,15,8,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,0,15,4,27,0,0,0,0,0
"Bogota Borough School District, New Jersey","3401920",8231,531,1339,820,900,1376,1310,469,294,222,566,404,3047,444,575,387,243,484,360,63,101,27,192,171,2251,81,676,236,243,246,215,95,102,97,180,80,236,6,9,19,3,106,21,37,35,0,0,0,2697,0,79,178,411,540,714,274,56,98,194,153
"Boonton Town School District, New Jersey","3401950",8393,501,1149,759,1086,1443,1278,548,165,207,697,560,5121,437,1000,498,645,752,586,235,85,125,368,390,1687,26,67,84,198,440,294,176,56,56,184,106,53,0,0,32,0,0,0,0,0,0,21,0,1532,38,82,145,243,251,398,137,24,26,124,64
"Boonton Township School District, New Jersey","3401980",4309,184,889,188,184,466,753,389,97,271,383,505,2683,184,796,98,160,228,389,167,56,174,185,246,1095,0,68,62,24,110,251,163,24,71,134,188,51,0,0,28,0,13,10,0,0,0,0,0,480,0,25,0,0,115,103,59,17,26,64,71
"Bordentown Regional School District, New Jersey","3402030",15808,802,3033,1052,2059,2363,2734,950,328,573,1141,773,10435,726,2554,782,1308,1322,1630,406,183,309,682,533,3133,76,311,146,358,525,669,446,66,107,295,134,313,0,96,36,62,15,34,15,0,44,11,0,1927,0,72,88,331,501,401,83,79,113,153,106
"Bound Brook Borough School District, New Jersey","3402100",10462,885,1393,991,2081,1677,1470,612,129,265,360,599,4967,831,1081,516,726,416,488,294,71,111,130,303,1705,54,176,130,259,351,223,109,54,45,128,176,145,0,0,16,28,0,54,23,0,9,0,15,3645,0,136,329,1068,910,705,186,4,100,102,105
"Bradley Beach Borough School District, New Jersey","3402130",4298,161,639,291,594,679,653,408,71,235,364,203,2989,161,565,225,406,463,417,248,53,144,218,89,793,0,26,66,79,63,138,143,18,48,115,97,111,0,0,0,0,31,63,0,0,0,0,17,405,0,48,0,109,122,35,17,0,43,31,0
"Branchburg Township School District, New Jersey","3402160",14526,857,2736,810,1361,1993,3045,1156,454,494,1060,560,9279,757,2365,722,864,1145,1723,584,201,112,490,316,2964,39,258,75,211,401,769,294,143,254,360,160,94,0,0,0,0,5,76,0,0,13,0,0,2189,61,113,13,286,442,477,278,110,115,210,84
"Brick Township School District, New Jersey","3402220",75402,4006,11694,5846,8132,9697,13004,4590,2108,2751,6715,6859,54362,3765,10061,5048,6026,6560,8886,3068,1207,1661,3900,4180,15577,226,1258,536,1382,1997,3185,1117,778,841,2188,2069,957,12,148,36,165,236,113,59,0,32,82,74,4506,3,227,226,559,904,820,346,123,217,545,536
