"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Upper Pittsgrove Township School District, New Jersey","3416590",2354,321,1004,577,289,163,1694,211,814,438,148,83,539,74,164,117,111,73,9,0,0,0,9,0,112,36,26,22,21,7
"Upper Township School District, New Jersey","3416650",8595,423,2798,2264,2096,1014,4424,214,1619,1096,1014,481,3923,199,1134,1072,1018,500,21,0,21,0,0,0,227,10,24,96,64,33
"Ventnor City City School District, New Jersey","3416680",8195,1038,2509,2157,1536,955,2614,177,943,696,593,205,2925,217,790,757,616,545,163,13,39,87,0,24,2493,631,737,617,327,181
"Vernon Township School District, New Jersey","3416710",15642,922,5404,4945,3034,1337,10083,517,3820,3125,1927,694,4218,157,1197,1418,969,477,237,45,52,140,0,0,1104,203,335,262,138,166
"Verona Borough School District, New Jersey","3416740",9810,417,2062,2188,3270,1873,5496,134,1327,1327,1791,917,2870,126,451,524,1068,701,83,25,0,28,19,11,1361,132,284,309,392,244
"Vineland City School District, New Jersey","3416800",40055,9060,14811,9503,4893,1788,21584,3012,8933,6006,2793,840,8259,1392,2895,2090,1322,560,4695,2407,1443,640,199,6,5517,2249,1540,767,579,382
"Waldwick Borough School District, New Jersey","3416860",6628,234,1463,1805,1956,1170,3201,80,781,853,923,564,2268,50,484,711,588,435,42,0,11,10,8,13,1117,104,187,231,437,158
"Wall Township School District, New Jersey","3416890",18295,850,4694,4250,5312,3189,12024,499,3180,2914,3794,1637,5029,137,1222,1054,1378,1238,156,4,37,75,24,16,1086,210,255,207,116,298
"Wallington Borough School District, New Jersey","3416920",8525,926,3671,1880,1561,487,3119,266,1029,941,719,164,627,60,206,183,99,79,79,16,44,19,0,0,4700,584,2392,737,743,244
"Washington Township School District (Burlington County), New Jersey","3417040",611,125,223,124,113,26,370,63,135,80,84,8,149,14,62,34,25,14,32,4,20,8,0,0,60,44,6,2,4,4
"Washington Township School District (Gloucester County), New Jersey","3417070",33026,2250,10536,10309,7107,2824,11079,607,3490,3436,2637,909,18744,1179,6345,6112,3665,1443,467,21,113,201,37,95,2736,443,588,560,768,377
"Robbinsville Township School District, New Jersey","3417100",9320,411,1608,2090,3180,2031,4231,216,964,1204,1221,626,2900,88,371,635,1002,804,51,20,0,0,31,0,2138,87,273,251,926,601
"Waterford Township School District, New Jersey","3417250",7339,725,3056,1997,1173,388,4378,451,1757,1119,804,247,2681,189,1248,786,337,121,48,0,0,48,0,0,232,85,51,44,32,20
"Wayne Township School District, New Jersey","3417280",37553,2660,9151,6963,11808,6971,19257,1073,5396,3807,6082,2899,8651,320,1727,1667,3032,1905,437,137,97,52,108,43,9208,1130,1931,1437,2586,2124
"Weehawken Township School District, New Jersey","3417310",9755,1143,1620,1989,3153,1850,2564,124,509,623,970,338,2712,78,302,481,1257,594,317,58,55,79,97,28,4162,883,754,806,829,890
"West Deptford Township School District, New Jersey","3417430",15613,1388,5822,4013,3074,1316,8629,732,3207,2375,1639,676,6037,496,2438,1402,1196,505,155,11,42,86,16,0,792,149,135,150,223,135
"West Milford Township School District, New Jersey","3417520",18694,1088,6427,5243,3832,2104,11521,712,4314,3158,2334,1003,5743,235,1674,1695,1269,870,109,18,43,14,8,26,1321,123,396,376,221,205
"West New York Town School District, New Jersey","3417580",35102,10270,9070,6906,5790,3066,3797,421,877,1143,967,389,4041,383,787,1147,1159,565,1320,429,320,352,96,123,25944,9037,7086,4264,3568,1989
"West Orange Town School District, New Jersey","3417610",31964,2901,6904,6917,8815,6427,11799,525,2828,2905,3404,2137,8133,287,1085,1358,3026,2377,487,77,148,117,56,89,11545,2012,2843,2537,2329,1824
"West Wildwood Borough School District, New Jersey","3417670",518,90,240,123,40,25,82,9,31,30,12,0,432,79,209,91,28,25,0,0,0,0,0,0,4,2,0,2,0,0
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",34152,1115,2515,4708,11591,14223,5608,147,824,1439,1948,1250,10246,196,598,1764,3913,3775,371,10,20,93,75,173,17927,762,1073,1412,5655,9025
"Westfield Town School District, New Jersey","3417760",19995,729,2695,3420,7311,5840,8515,286,1398,1764,3029,2038,8221,141,767,1172,3428,2713,204,0,34,0,68,102,3055,302,496,484,786,987
"Westwood Regional School District, New Jersey","3417820",14626,780,3434,3505,4421,2486,6349,144,1404,1753,2051,997,5155,144,1416,1176,1495,924,97,0,31,8,18,40,3025,492,583,568,857,525
"Weymouth Township School District, New Jersey","3417850",2161,291,954,532,277,107,1133,97,561,276,134,65,774,107,324,222,89,32,17,6,11,0,0,0,237,81,58,34,54,10
"White Township School District, New Jersey","3417910",3821,386,1690,1064,435,246,2356,204,1103,627,259,163,1151,74,462,395,137,83,6,0,0,6,0,0,308,108,125,36,39,0
"Wildwood City School District, New Jersey","3417940",3609,729,1447,817,523,93,980,104,372,279,166,59,1941,321,867,440,292,21,125,24,40,61,0,0,563,280,168,37,65,13
"Wildwood Crest Borough School District, New Jersey","3417970",2596,197,853,694,581,271,642,25,160,230,184,43,1768,107,648,434,351,228,54,29,25,0,0,0,132,36,20,30,46,0
"Willingboro Township School District, New Jersey","3418000",21443,2300,7002,7091,3569,1481,6678,487,2064,2648,1132,347,10303,1094,3607,3385,1445,772,703,151,191,220,125,16,3759,568,1140,838,867,346
"Winfield Township School District, New Jersey","3418030",1065,105,508,327,101,24,845,84,400,262,80,19,178,21,86,54,12,5,3,0,0,3,0,0,39,0,22,8,9,0
"Winslow Township School District, New Jersey","3418060",26275,2431,8394,8384,4641,2425,11471,926,4001,3888,1687,969,11549,960,3712,3763,2099,1015,611,193,205,77,88,48,2644,352,476,656,767,393
"Woodbine Borough School District, New Jersey","3418090",1476,501,519,359,72,25,819,276,296,196,42,9,469,169,157,111,19,13,127,53,36,33,4,1,61,3,30,19,7,2
"Woodbridge Township School District, New Jersey","3418120",71141,7827,23511,15687,15754,8362,32268,2395,14085,8156,5393,2239,10947,940,4130,2694,2184,999,1393,376,531,271,153,62,26533,4116,4765,4566,8024,5062
"Woodbury City School District, New Jersey","3418150",6821,941,1802,2165,1286,627,3549,513,1040,1163,578,255,2736,262,575,907,663,329,159,64,43,39,0,13,377,102,144,56,45,30
"Woodlynne Borough School District, New Jersey","3418270",1703,445,639,462,134,23,537,117,267,120,28,5,358,60,119,124,45,10,217,63,39,109,6,0,591,205,214,109,55,8
"Wood-Ridge Borough School District, New Jersey","3418300",5987,636,1660,1430,1471,790,3267,215,1098,779,718,457,1080,135,293,305,268,79,126,16,53,57,0,0,1514,270,216,289,485,254
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",5216,410,1755,1149,1404,498,2989,216,1166,629,773,205,1963,144,472,489,608,250,7,0,0,0,7,0,257,50,117,31,16,43
"Remainder of New Jersey, New Jersey","3499999",1136218,87381,317971,281460,282155,167251,543554,34644,176236,141556,129581,61537,407190,22051,99813,104796,108650,71880,16733,2945,4882,4490,2534,1882,168741,27741,37040,30618,41390,31952
"Allamuchy Township School District, New Jersey","3400720",3351,97,757,730,1128,639,1604,11,429,413,506,245,1240,0,247,260,483,250,68,33,0,0,0,35,439,53,81,57,139,109
"Allenhurst Borough School District, New Jersey","3400780",372,15,70,63,136,88,268,11,52,36,99,70,88,0,18,27,27,16,0,0,0,0,0,0,16,4,0,0,10,2
"Alloway Township School District, New Jersey","3400810",2281,139,669,782,542,149,1430,71,463,435,396,65,786,28,206,347,125,80,13,0,0,0,13,0,52,40,0,0,8,4
"Alpha Borough School District, New Jersey","3400840",1680,205,775,430,210,60,1066,146,531,243,113,33,439,41,179,159,46,14,43,3,25,7,8,0,132,15,40,21,43,13
"Alpine Borough School District, New Jersey","3400870",1395,46,173,193,529,454,240,0,48,44,87,61,520,4,66,54,200,196,15,7,0,4,4,0,620,35,59,91,238,197
"Andover Regional School District, New Jersey","3400900",5089,423,1388,1451,1139,688,2522,159,760,758,582,263,1995,204,464,568,431,328,36,1,27,8,0,0,536,59,137,117,126,97
"Asbury Park City School District, New Jersey","3400930",10275,2245,3655,2531,1188,656,4240,821,1366,1118,612,323,2612,289,948,761,385,229,338,99,125,70,44,0,3085,1036,1216,582,147,104
"Atlantic City School District, New Jersey","3400960",25535,7726,8669,5116,2853,1171,8462,2194,3079,2222,725,242,6464,1249,2507,1460,773,475,1181,502,457,156,48,18,9428,3781,2626,1278,1307,436
"Audubon Borough School District, New Jersey","3401050",7127,689,2383,2108,1379,568,4092,307,1506,1191,792,296,2597,229,726,861,567,214,67,21,31,0,0,15,371,132,120,56,20,43
"Avalon Borough School District, New Jersey","3401110",1660,21,339,353,610,337,287,0,74,89,97,27,1315,21,249,260,503,282,0,0,0,0,0,0,58,0,16,4,10,28
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1519,53,211,275,611,369,1052,12,162,191,460,227,395,0,49,73,137,136,10,0,0,5,0,5,62,41,0,6,14,1
"Barrington Borough School District, New Jersey","3401170",5257,418,1601,1820,998,420,2808,238,873,1048,492,157,2292,164,641,766,475,246,0,0,0,0,0,0,157,16,87,6,31,17
"Bay Head Borough School District, New Jersey","3401230",813,0,123,182,286,222,518,0,76,138,186,118,276,0,40,38,100,98,0,0,0,0,0,0,19,0,7,6,0,6
"Bayonne City School District, New Jersey","3401260",44869,5576,16683,9340,9530,3740,22406,2367,9580,4747,3921,1791,5643,492,1636,1578,1368,569,1663,275,872,365,128,23,15157,2442,4595,2650,4113,1357
"Bedminster Township School District, New Jersey","3401320",6465,200,978,1442,2184,1661,2705,49,375,896,968,417,2631,59,355,361,979,877,9,0,4,0,0,5,1120,92,244,185,237,362
"Belleville Town School District, New Jersey","3401350",24979,3708,8463,6500,4775,1533,9289,864,3753,2583,1525,564,3038,206,1153,841,639,199,1266,350,396,404,99,17,11386,2288,3161,2672,2512,753
"Belmar Borough School District, New Jersey","3401410",4486,426,1256,892,1351,561,2563,154,647,519,921,322,832,43,173,152,283,181,134,12,63,59,0,0,957,217,373,162,147,58
"Belvidere Town School District, New Jersey","3401440",1838,159,700,465,333,181,1228,91,479,319,219,120,566,68,199,135,114,50,18,0,18,0,0,0,26,0,4,11,0,11
"Bergenfield Borough School District, New Jersey","3401500",18627,1766,5327,4112,5504,1918,3691,281,1228,1071,711,400,5274,280,1704,1210,1415,665,590,110,216,96,76,92,9072,1095,2179,1735,3302,761
"Berkeley Heights Township School District, New Jersey","3401530",9023,461,1739,1471,3002,2350,4345,258,1100,767,1439,781,2866,63,308,448,1224,823,94,51,16,15,8,4,1718,89,315,241,331,742
"Berlin Township School District, New Jersey","3401620",3773,497,1482,1054,562,178,1944,266,843,558,241,36,1229,112,496,403,172,46,62,0,34,0,14,14,538,119,109,93,135,82
"Bernards Township School District, New Jersey","3401650",17395,495,1874,2757,6320,5949,6965,170,981,1369,2746,1699,6558,151,585,1028,2633,2161,104,11,29,12,32,20,3768,163,279,348,909,2069
"Beverly City School District, New Jersey","3401740",1592,194,577,570,165,86,869,71,334,308,92,64,530,60,164,230,54,22,68,32,28,4,4,0,125,31,51,28,15,0
"Bloomfield Township School District, New Jersey","3401830",33661,3299,8519,8686,8625,4532,14848,1077,4681,3745,3609,1736,5911,235,1006,1470,1878,1322,1224,254,492,292,122,64,11678,1733,2340,3179,3016,1410
"Bloomingdale Borough School District, New Jersey","3401860",5296,485,2009,1368,993,441,3130,183,1129,953,572,293,1080,80,402,178,294,126,97,20,45,32,0,0,989,202,433,205,127,22
"Bloomsbury Borough School District, New Jersey","3401890",523,44,105,148,160,66,296,21,78,85,81,31,181,8,22,53,63,35,0,0,0,0,0,0,46,15,5,10,16,0
"Bogota Borough School District, New Jersey","3401920",5541,385,1945,1539,1022,650,1641,100,488,564,329,160,1258,12,440,394,276,136,202,0,89,42,24,47,2440,273,928,539,393,307
"Boonton Town School District, New Jersey","3401950",5984,512,1441,1346,1774,911,3186,222,809,769,1009,377,1510,60,278,318,502,352,21,14,7,0,0,0,1267,216,347,259,263,182
"Boonton Township School District, New Jersey","3401980",3048,122,752,624,838,712,1605,57,510,292,456,290,965,21,164,238,285,257,23,0,3,0,10,10,455,44,75,94,87,155
"Bordentown Regional School District, New Jersey","3402030",10921,610,3323,2739,2786,1463,6373,374,2250,1658,1510,581,2600,88,628,743,651,490,181,0,69,55,0,57,1767,148,376,283,625,335
"Bound Brook Borough School District, New Jersey","3402100",7193,1506,2694,1491,944,558,2539,255,946,686,379,273,1345,77,484,346,306,132,129,60,26,20,9,14,3180,1114,1238,439,250,139
"Bradley Beach Borough School District, New Jersey","3402130",3207,428,652,867,887,373,2038,181,461,567,670,159,701,15,79,237,186,184,111,0,81,13,17,0,357,232,31,50,14,30
"Branchburg Township School District, New Jersey","3402160",10123,273,1723,2180,3158,2789,5435,87,1038,1299,1729,1282,2592,41,407,453,893,798,94,0,0,26,33,35,2002,145,278,402,503,674
"Brick Township School District, New Jersey","3402220",53856,4077,20087,15943,9812,3937,35488,2209,14118,10607,6407,2147,13557,974,4500,4137,2653,1293,761,108,154,346,143,10,4050,786,1315,853,609,487
"Bridgeton City School District, New Jersey","3402250",15107,5871,5529,2577,793,337,7254,1547,3363,1716,448,180,2428,688,962,557,158,63,674,393,184,69,28,0,4751,3243,1020,235,159,94
"Bridgewater-Raritan Regional School District, New Jersey","3402280",35380,1890,7704,7102,10129,8555,15703,624,3995,4022,4355,2707,8553,351,1441,1587,2625,2549,296,37,88,44,61,66,10828,878,2180,1449,3088,3233
"Brielle Borough School District, New Jersey","3402310",3380,97,478,703,1377,725,2140,17,329,382,986,426,1050,22,137,282,384,225,16,0,0,0,7,9,174,58,12,39,0,65
"Brigantine City School District, New Jersey","3402340",7345,523,2120,2311,1695,696,2666,82,755,894,768,167,3713,244,1102,1211,725,431,62,9,18,25,10,0,904,188,245,181,192,98
"Brooklawn Borough School District, New Jersey","3402370",1194,152,525,361,124,32,770,36,386,244,79,25,304,50,114,88,45,7,35,17,2,16,0,0,85,49,23,13,0,0
"Buena Regional School District, New Jersey","3402400",8464,1675,3313,2208,805,463,4871,755,1992,1504,379,241,2229,265,1019,544,330,71,609,419,105,85,0,0,755,236,197,75,96,151
"Burlington City School District, New Jersey","3402430",6858,747,2750,2002,987,372,3625,431,1567,1001,464,162,2404,221,903,724,395,161,133,39,44,16,0,34,696,56,236,261,128,15
"Burlington Township School District, New Jersey","3402460",14411,1382,4505,4056,3298,1170,6020,383,2206,1735,1286,410,5161,430,1418,1544,1342,427,410,20,92,78,149,71,2820,549,789,699,521,262
"Butler Borough School District, New Jersey","3402520",5447,615,1615,1286,1399,532,3220,204,1091,818,854,253,1055,40,299,215,333,168,55,0,15,11,18,11,1117,371,210,242,194,100
"Caldwell-West Caldwell School District, New Jersey","3402580",13378,977,3069,2981,3922,2429,8322,408,2204,1807,2550,1353,2795,89,346,737,886,737,126,0,54,8,13,51,2135,480,465,429,473,288
"Camden City School District, New Jersey","3402640",43742,14921,16037,9452,2611,721,18206,4543,7411,4844,1198,210,9310,2694,3311,2316,653,336,7978,4350,2353,1139,106,30,8248,3334,2962,1153,654,145
"Cape May Point Borough School District, New Jersey","3402760",170,3,36,21,65,45,29,0,8,3,14,4,139,3,28,18,51,39,0,0,0,0,0,0,2,0,0,0,0,2
"Carteret Borough School District, New Jersey","3402820",15530,2513,5361,4365,2162,1129,6064,564,2715,1691,770,324,2313,347,821,855,145,145,1162,471,385,156,86,64,5991,1131,1440,1663,1161,596
"Cedar Grove Township School District, New Jersey","3402850",9231,661,2691,1668,2828,1383,5593,336,1927,1068,1654,608,1668,140,268,241,611,408,118,19,32,0,0,67,1852,166,464,359,563,300
"Cherry Hill Township School District, New Jersey","3403000",49800,2802,10501,10682,14677,11138,14540,694,3529,3550,4333,2434,24231,1086,4995,5027,7322,5801,692,68,237,179,146,62,10337,954,1740,1926,2876,2841
"Chesilhurst Borough School District, New Jersey","3403030",1331,276,515,369,127,44,648,110,263,157,89,29,497,96,179,184,29,9,30,0,28,2,0,0,156,70,45,26,9,6
"Cinnaminson Township School District, New Jersey","3403120",11432,656,3412,2987,2838,1539,3320,169,1055,946,812,338,6891,283,2149,1854,1764,841,194,56,11,43,55,29,1027,148,197,144,207,331
"Clark Township School District, New Jersey","3403150",10746,772,3355,2524,2823,1272,7218,271,2464,1843,1795,845,1396,149,313,314,465,155,137,12,20,24,63,18,1995,340,558,343,500,254
"Clayton Borough School District, New Jersey","3403180",5385,663,2582,1239,675,226,3023,377,1645,575,396,30,1953,166,846,524,238,179,120,36,26,31,10,17,289,84,65,109,31,0
"Clementon Borough School District, New Jersey","3403240",3453,507,1186,1295,344,121,1886,202,636,836,191,21,1482,266,529,446,141,100,7,0,7,0,0,0,78,39,14,13,12,0
"Cliffside Park Borough School District, New Jersey","3403270",18289,2635,4841,3414,4540,2859,3984,268,1429,862,1020,405,4284,213,914,978,1205,974,851,126,201,124,362,38,9170,2028,2297,1450,1953,1442
"Clifton City School District, New Jersey","3403300",58533,6971,19919,14055,11586,6002,21680,1678,8251,5096,4368,2287,7537,589,2077,2201,1591,1079,2065,653,747,302,274,89,27251,4051,8844,6456,5353,2547
"Collingswood Borough School District, New Jersey","3403420",10162,765,2427,3000,2538,1432,4771,257,1377,1454,1158,525,4528,238,884,1381,1189,836,158,6,63,57,19,13,705,264,103,108,172,58
"Commercial Township School District, New Jersey","3403480",3353,650,1624,842,154,83,1984,294,1041,498,125,26,1162,243,558,284,20,57,140,99,0,41,0,0,67,14,25,19,9,0
"Corbin City School District, New Jersey","3403510",414,44,219,65,55,31,278,34,149,44,37,14,121,10,59,20,18,14,1,0,0,1,0,0,14,0,11,0,0,3
"Cranbury Township School District, New Jersey","3403540",2527,87,303,405,982,750,1047,32,206,261,400,148,956,10,78,103,395,370,0,0,0,0,0,0,524,45,19,41,187,232
"Cranford Township School District, New Jersey","3403570",16240,723,3744,3501,4992,3280,9989,299,2447,2356,3085,1802,4473,149,714,804,1505,1301,148,11,42,37,31,27,1630,264,541,304,371,150
"Cresskill Borough School District, New Jersey","3403600",6088,239,1333,933,2259,1324,1536,64,475,251,418,328,2313,50,596,391,836,440,141,19,6,48,9,59,2098,106,256,243,996,497
"Deal Borough School District, New Jersey","3403630",651,88,204,144,147,68,238,9,73,52,84,20,278,51,69,75,45,38,15,6,3,0,6,0,120,22,59,17,12,10
"Delanco Township School District, New Jersey","3403690",3272,174,1313,952,547,286,1858,100,807,565,247,139,1303,62,506,381,232,122,9,0,0,0,9,0,102,12,0,6,59,25
"Delran Township School District, New Jersey","3403780",11884,1289,3822,2680,2810,1283,4299,342,1592,914,987,464,4943,208,1497,1195,1497,546,335,63,86,125,42,19,2307,676,647,446,284,254
"Dennis Township School District, New Jersey","3403840",4441,402,1731,1382,635,291,2381,233,913,701,435,99,1948,145,776,664,181,182,51,14,13,0,14,10,61,10,29,17,5,0
"Deptford Township School District, New Jersey","3403900",21462,2314,8688,5454,3482,1524,9671,976,4203,2636,1267,589,9640,1006,3931,2448,1577,678,303,10,42,83,76,92,1848,322,512,287,562,165
"Dover Town School District, New Jersey","3403930",13231,3868,4801,2761,1397,404,3289,373,1286,1082,390,158,1365,202,455,324,301,83,1127,316,430,297,70,14,7450,2977,2630,1058,636,149
"Downe Township School District, New Jersey","3403960",985,251,374,223,109,28,617,128,238,155,85,11,338,116,124,68,24,6,20,7,2,0,0,11,10,0,10,0,0,0
"Dumont Borough School District, New Jersey","3403990",12350,1156,3708,2742,3301,1443,4373,208,1580,1036,1123,426,3390,193,932,971,832,462,188,56,0,37,27,68,4399,699,1196,698,1319,487
"Dunellen Borough School District, New Jersey","3404020",4918,318,1813,1302,1023,462,2443,98,1019,577,477,272,1227,34,370,449,229,145,0,0,0,0,0,0,1248,186,424,276,317,45
"East Brunswick Township School District, New Jersey","3404110",32944,2099,6746,6733,10151,7215,10444,553,3402,2622,2485,1382,9301,436,1529,2253,2844,2239,355,110,49,51,57,88,12844,1000,1766,1807,4765,3506
"East Newark Borough School District, New Jersey","3404200",1563,329,606,360,206,62,250,13,122,77,32,6,116,11,54,43,7,1,38,8,12,14,4,0,1159,297,418,226,163,55
"East Orange City School District, New Jersey","3404230",42402,6599,15396,13611,4707,2089,17297,2173,5938,6610,2101,475,11011,1987,3882,3270,1208,664,1041,171,520,242,65,43,13053,2268,5056,3489,1333,907
"East Windsor Regional School District, New Jersey","3404320",22866,2397,5026,5453,5740,4250,6713,309,1636,2025,1647,1096,6767,278,921,1907,2062,1599,364,60,52,72,120,60,9022,1750,2417,1449,1911,1495
"Edgewater Borough School District, New Jersey","3404440",9086,411,874,1050,4134,2617,1369,73,260,240,607,189,2887,112,183,415,1372,805,244,78,18,55,76,17,4586,148,413,340,2079,1606
"Edgewater Park Township School District, New Jersey","3404470",6370,968,2491,1758,745,408,2734,170,1207,952,296,109,2123,251,870,493,272,237,231,19,139,36,37,0,1282,528,275,277,140,62
"Edison Township School District, New Jersey","3404500",70660,6131,14533,12774,21057,16165,20040,1463,6980,5227,4409,1961,11559,597,2940,2778,2574,2670,879,273,174,119,193,120,38182,3798,4439,4650,13881,11414
"Egg Harbor Township School District, New Jersey","3404560",28581,3067,9393,7768,5552,2801,12477,1288,4753,3045,2337,1054,9043,573,2804,2968,1769,929,818,166,393,164,95,0,6243,1040,1443,1591,1351,818
"Elizabeth City School District, New Jersey","3404590",78459,21602,31124,16444,6403,2886,16464,2187,7736,3903,1846,792,7963,1583,2424,2265,972,719,4033,1412,1585,808,159,69,49999,16420,19379,9468,3426,1306
"Elmer Borough School District, New Jersey","3404650",929,67,426,247,128,61,708,51,349,178,95,35,195,15,65,66,24,25,0,0,0,0,0,0,26,1,12,3,9,1
"Elmwood Park Borough School District, New Jersey","3404660",13609,1636,5003,3501,2322,1147,5740,445,2270,1607,958,460,1817,114,616,508,423,156,190,61,90,24,0,15,5862,1016,2027,1362,941,516
"Elsinboro Township School District, New Jersey","3404680",798,60,349,259,84,46,554,53,273,150,46,32,209,6,76,86,27,14,4,0,0,4,0,0,31,1,0,19,11,0
"Emerson Borough School District, New Jersey","3404710",5329,300,1327,1229,1773,700,2282,76,603,559,714,330,1755,39,445,413,564,294,70,0,38,14,0,18,1222,185,241,243,495,58
"Englewood City School District, New Jersey","3404740",19001,2242,4481,3574,5283,3421,3456,315,1048,836,792,465,7103,350,1452,1218,2200,1883,384,35,186,30,46,87,8058,1542,1795,1490,2245,986
"Englewood Cliffs Borough School District, New Jersey","3404770",3894,372,684,487,1437,914,702,72,111,137,262,120,994,69,176,138,332,279,130,24,17,13,40,36,2068,207,380,199,803,479
"Estell Manor City School District, New Jersey","3404860",1162,79,496,353,170,64,683,34,309,205,104,31,417,37,175,125,59,21,0,0,0,0,0,0,62,8,12,23,7,12
"Ewing Township School District, New Jersey","3404920",23329,2263,6846,6202,4857,3161,12852,1130,4242,3403,2736,1341,7060,650,1582,2025,1511,1292,304,75,114,83,27,5,3113,408,908,691,583,523
"Fair Lawn Borough School District, New Jersey","3404980",23457,1822,4685,5068,6913,4969,8104,448,2246,1844,2360,1206,6527,247,1220,1569,1825,1666,323,56,138,101,11,17,8503,1071,1081,1554,2717,2080
"Fairview Borough School District, New Jersey","3405070",10146,2613,3565,1764,1648,556,2246,354,745,469,522,156,1151,112,550,212,262,15,177,65,27,67,0,18,6572,2082,2243,1016,864,367
"Florence Township School District, New Jersey","3405220",8941,733,3397,2278,1872,661,5478,368,2427,1382,1012,289,2170,139,593,623,611,204,147,25,77,39,0,6,1146,201,300,234,249,162
"Folsom Borough School District, New Jersey","3405280",1280,204,498,376,139,63,727,101,317,208,68,33,517,89,176,152,70,30,10,7,0,3,0,0,26,7,5,13,1,0
"Fort Lee Borough School District, New Jersey","3405310",27984,1863,5581,4875,9458,6207,3831,153,870,743,1250,815,7382,100,1419,1649,2468,1746,584,104,148,139,106,87,16187,1506,3144,2344,5634,3559
"Franklin Township School District, New Jersey","3405490",45653,3155,10535,9446,12983,9534,15104,958,4229,3903,4305,1709,12929,599,3047,3003,3417,2863,820,140,163,187,248,82,16800,1458,3096,2353,5013,4880
"Garfield City School District, New Jersey","3405760",20561,3751,8375,4595,3096,744,6873,1156,2617,1669,1098,333,2059,301,761,488,401,108,453,150,126,121,56,0,11176,2144,4871,2317,1541,303
"Garwood Borough School District, New Jersey","3405790",3079,237,974,691,790,387,1686,62,615,361,513,135,813,29,235,178,176,195,10,0,10,0,0,0,570,146,114,152,101,57
"Glassboro Borough School District, New Jersey","3405880",9841,789,2988,3288,1823,953,5035,375,1499,1859,802,500,3828,191,1141,1256,836,404,319,47,186,21,65,0,659,176,162,152,120,49
