"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Wildwood Crest Borough School District, New Jersey","3417970",56.2,44.4,59.9,51.4,65.1
"Willingboro Township School District, New Jersey","3418000",41.5,23.4,53,47.1,47.5
"Winslow Township School District, New Jersey","3418060",37.9,28.3,47.9,51.6,45.6
"Woodbine Borough School District, New Jersey","3418090",35.1,23.8,50.6,48.7,39.2
"Woodbridge Township School District, New Jersey","3418120",38.3,32.3,46.5,43.5,41.5
"Woodbury City School District, New Jersey","3418150",36.2,29.8,49.2,62.2,36
"Woodlynne Borough School District, New Jersey","3418270",28.6,19,36.2,39.7,37.2
"Wood-Ridge Borough School District, New Jersey","3418300",43.5,37,51.6,60.4,48.9
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",43.7,41.7,44.7,13.6,61.2
"Remainder of New Jersey, New Jersey","3499999",42.4,32.7,50.3,46.6,46.7
"Allamuchy Township School District, New Jersey","3400720",45,38.8,53.1,75.2,48
"Alpha Borough School District, New Jersey","3400840",41.6,40.4,41.3,57.3,49.4
"Alpine Borough School District, New Jersey","3400870",50.3,24.3,53.4,35.5,56.6
"Andover Regional School District, New Jersey","3400900",44.4,33.3,51.8,51.5,53.2
"Asbury Park City School District, New Jersey","3400930",32.8,24.1,51.4,45.6,32.8
"Atlantic City School District, New Jersey","3400960",35.5,21.7,57.7,34.3,40.4
"Audubon Borough School District, New Jersey","3401050",42.3,36.1,51.6,51.8,36.9
"Bayonne City School District, New Jersey","3401260",38.9,35.5,36.3,47.9,41
"Bedminster Township School District, New Jersey","3401320",47.3,41.2,53.1,8.7,46.3
"Belleville Town School District, New Jersey","3401350",37.8,28.1,35.9,44.6,45.6
"Belmar Borough School District, New Jersey","3401410",41.2,42.9,50.5,35.8,32.9
"Belvidere Town School District, New Jersey","3401440",41.2,39,48.9,69.2,35.9
"Bergenfield Borough School District, New Jersey","3401500",40.4,21.8,39.3,47.4,46
"Berkeley Heights Township School District, New Jersey","3401530",43.3,35.2,48.7,53.3,49.7
"Berlin Township School District, New Jersey","3401620",39.6,29.4,55.6,63.8,41.3
"Bernards Township School District, New Jersey","3401650",43.1,25.9,49,39.8,44.6
"Beverly City School District, New Jersey","3401740",35.5,28.7,43.7,43.2,29.9
"Bloomfield Township School District, New Jersey","3401830",38.1,30.2,40.4,49.7,47
"Bloomingdale Borough School District, New Jersey","3401860",38.9,32.7,54,51.8,44.7
"Bogota Borough School District, New Jersey","3401920",38.7,27,27.9,43.5,47.3
"Boonton Town School District, New Jersey","3401950",40.1,34.8,46.3,22.8,45.6
"Boonton Township School District, New Jersey","3401980",47.9,40.7,56.6,21.9,54.8
"Bordentown Regional School District, New Jersey","3402030",39.6,33.4,46,30.6,44
"Bound Brook Borough School District, New Jersey","3402100",33.8,26.1,41.5,48.4,36.9
"Bradley Beach Borough School District, New Jersey","3402130",42,40.5,56.1,50.2,36.7
"Branchburg Township School District, New Jersey","3402160",43,34.5,50.2,53,49.2
"Brick Township School District, New Jersey","3402220",43.6,38.9,52.7,41.7,48.6
"Bridgeton City School District, New Jersey","3402250",30.2,24.3,45.2,41.5,31.8
"Bridgewater-Raritan Regional School District, New Jersey","3402280",41.7,30.8,49.8,52,45.3
"Brielle Borough School District, New Jersey","3402310",46.8,44.8,53.5,18.9,49.9
"Brigantine City School District, New Jersey","3402340",50.2,30.9,59.5,53.3,42.4
"Brooklawn Borough School District, New Jersey","3402370",40.3,39.3,42.8,30.9,40.6
"Buena Regional School District, New Jersey","3402400",43.2,36.1,55.5,54.4,39.2
"Burlington City School District, New Jersey","3402430",41.3,34.3,45.9,43.9,43.2
"Burlington Township School District, New Jersey","3402460",38.2,23.6,47.5,32.4,46.1
"Butler Borough School District, New Jersey","3402520",40,35.9,45.8,48.8,40.5
"Caldwell-West Caldwell School District, New Jersey","3402580",43.9,41.2,48.3,25.4,48.2
"Camden City School District, New Jersey","3402640",29.1,19.7,45.4,46.4,37.3
"Carteret Borough School District, New Jersey","3402820",36,27.3,38.8,43.1,42.1
"Cedar Grove Township School District, New Jersey","3402850",46.3,41.5,55.9,55.6,52.1
"Cherry Hill Township School District, New Jersey","3403000",43,25.4,50.7,48.4,48.4
"Chesilhurst Borough School District, New Jersey","3403030",45.6,38.7,57.2,39.1,42.2
"Cinnaminson Township School District, New Jersey","3403120",45.7,27,51.4,38.6,57.3
"Clark Township School District, New Jersey","3403150",43.9,40,48.1,33.1,51.6
"Clayton Borough School District, New Jersey","3403180",37.8,29.5,56.1,37.4,48.5
"Cliffside Park Borough School District, New Jersey","3403270",42.5,27,43.3,50,49
"Clifton City School District, New Jersey","3403300",37.5,26.5,39.6,46.9,44.4
"Collingswood Borough School District, New Jersey","3403420",39.9,33,49.8,33.7,35.9
"Commercial Township School District, New Jersey","3403480",39.1,30.3,45.9,48.1,61.5
"Cranford Township School District, New Jersey","3403570",42,37,46,45.9,53.2
"Cresskill Borough School District, New Jersey","3403600",44.8,22.4,49.9,35.8,48.7
"Deal Borough School District, New Jersey","3403630",53.2,45.5,54.9,74,58.2
"Delran Township School District, New Jersey","3403780",39.6,27.8,49.9,50,41.3
"Dennis Township School District, New Jersey","3403840",45.3,37.2,50,45.9,71.5
"Deptford Township School District, New Jersey","3403900",39.5,30.9,49.7,32.6,44.8
"Dover Town School District, New Jersey","3403930",34.2,21.5,50.1,48.5,36.6
"Downe Township School District, New Jersey","3403960",48.1,40.2,56.7,53.5,51.5
"Dumont Borough School District, New Jersey","3403990",41.5,28.4,46.6,55.2,48.6
"East Brunswick Township School District, New Jersey","3404110",42.4,25.8,50.3,44.3,46.6
"East Newark Borough School District, New Jersey","3404200",30.8,16.3,28,16.6,38.9
"East Orange City School District, New Jersey","3404230",36.6,26,52,41.4,45.1
"East Windsor Regional School District, New Jersey","3404320",37.5,23.1,49.2,26.7,40.2
"Edgewater Borough School District, New Jersey","3404440",37.4,24.3,35.5,53.4,39.1
"Edgewater Park Township School District, New Jersey","3404470",42,33.7,52.6,46.7,37.1
"Edison Township School District, New Jersey","3404500",38,25,46.1,49.7,41.2
"Egg Harbor Township School District, New Jersey","3404560",39.4,25.8,48.4,41.6,47.5
"Elizabeth City School District, New Jersey","3404590",32.3,16,33.5,43.4,41.1
"Elmwood Park Borough School District, New Jersey","3404660",38.6,28.2,41,57.1,47.4
"Emerson Borough School District, New Jersey","3404710",44.5,30.8,51.5,56.1,53.1
"Englewood City School District, New Jersey","3404740",37.4,18.9,43,28.3,42.5
"Englewood Cliffs Borough School District, New Jersey","3404770",47.7,16.7,50,53,54.2
"Ewing Township School District, New Jersey","3404920",37.4,31,45.7,46.7,42.2
"Fair Lawn Borough School District, New Jersey","3404980",41.8,32,50.1,35.3,45.8
"Fairview Borough School District, New Jersey","3405070",36.9,24,37.5,38.6,44.3
"Florence Township School District, New Jersey","3405220",42.4,37.6,49.7,53.4,47.6
"Folsom Borough School District, New Jersey","3405280",42.5,32.5,54.9,62.3,57
"Fort Lee Borough School District, New Jersey","3405310",45.2,30.6,46.7,43.2,47.6
"Franklin Township School District, New Jersey","3405490",39.5,26.4,51.8,44.7,42.6
"Garfield City School District, New Jersey","3405760",35.2,23.4,43,43.3,42.7
"Glassboro Borough School District, New Jersey","3405880",26.9,21.8,44,44.4,42.1
"Glen Ridge Borough School District, New Jersey","3405940",39.9,21.6,43.5,43.9,46.1
"Glen Rock Borough School District, New Jersey","3405970",41,22.9,46.7,52.6,45.6
"Gloucester City School District, New Jersey","3406000",35.7,32,45.1,43.3,37.5
"Green Township School District, New Jersey","3406090",42.7,36.2,50.5,50.8,47.5
"Green Brook Township School District, New Jersey","3406120",44.3,25.9,50.6,57.2,50.2
"Greenwich Township School District (Gloucester County), New Jersey","3406180",45,43.1,49.5,52.3,45
"Greenwich Township School District (Warren County), New Jersey","3406210",39.7,29.1,44.3,51.3,42.9
"Guttenberg Town School District, New Jersey","3406240",39.7,14.8,43.3,35.5,45.3
"Hackensack City School District, New Jersey","3406270",39.5,26.7,48.6,44.5,41.5
"Hackettstown Town School District, New Jersey","3406300",35.7,31.3,46.8,63.3,35.7
"Haddon Heights Borough School District, New Jersey","3406330",42.5,32.6,48.8,31.6,49.7
"Haddon Township School District, New Jersey","3406360",43.1,35.8,48.7,55.9,43.3
"Haddonfield Borough School District, New Jersey","3406390",42.6,38.3,46.1,44.1,49.4
"Hamilton Township School District, New Jersey","3406540",42.5,39.1,51.6,44.1,43.3
"Hammonton Town School District, New Jersey","3406570",42.4,37.6,54,51.9,37.5
"Harding Township School District, New Jersey","3406720",45.9,37.2,51.5,62.2,48.9
"Harrison Town School District, New Jersey","3406870",33.7,21.6,31.2,46.7,39.1
"Hasbrouck Heights Borough School District, New Jersey","3406930",43.5,36.4,49,43.5,46.8
"Hawthorne Borough School District, New Jersey","3406990",41.1,34.6,50.3,44.6,47.1
"Highland Park Borough School District, New Jersey","3407170",33.3,20.3,39.7,32.3,41.2
"Hillsborough Township School District, New Jersey","3407230",39.8,27.6,49.8,47.5,43.3
"Hillside Township School District, New Jersey","3407290",38.2,24,54.7,46.4,49.6
"Ho-Ho-Kus Borough School District, New Jersey","3407320",41.4,26.7,52.1,76.4,52.6
"Hoboken City School District, New Jersey","3407350",31.2,28.1,31.4,60,37
"Holmdel Township School District, New Jersey","3407410",46.3,24.9,50,55.5,51.6
"Hopatcong Borough School District, New Jersey","3407440",40.5,32.4,53.4,60.6,48.3
"Hope Township School District, New Jersey","3407470",46.1,41.4,54.3,44.5,61.1
"Hopewell Valley Regional School District, New Jersey","3407530",44.3,37.2,47.9,16.9,46.7
"Irvington Township School District, New Jersey","3407680",34.1,22.7,54.6,43.1,41.3
"Jackson Township School District, New Jersey","3407740",42.1,33.1,50.5,52.4,53
"Jamesburg Borough School District, New Jersey","3407770",37.4,33.9,38,20.2,43.1
"Jefferson Township School District, New Jersey","3407800",40.2,34.6,50.5,42.3,45.8
"Jersey City School District, New Jersey","3407830",33.3,23,36,51.1,37.8
"Keansburg Borough School District, New Jersey","3407860",36.9,31.7,45.1,59.2,39
"Kearny Town School District, New Jersey","3407890",37.2,25,32.5,42.9,45.2
"Kenilworth Borough School District, New Jersey","3407920",40.4,35.4,46.1,47.9,48.7
"Keyport Borough School District, New Jersey","3407950",41.7,35.1,55.9,42.8,38.1
"Kinnelon Borough School District, New Jersey","3408040",43.4,33.5,50,45.8,53.2
"Lacey Township School District, New Jersey","3408100",42.8,38.8,50.6,52.8,55.4
"Lakehurst Borough School District, New Jersey","3408160",34,28.9,33.2,34.4,39.6
"Lakewood Township School District, New Jersey","3408220",23.2,9.9,32.8,27.4,34.7
"Lawrence Township School District (Cumberland County), New Jersey","3408370",40.1,38.6,56,23.6,39.5
"Lawrence Township School District (Mercer County), New Jersey","3408400",37.8,24.5,47.2,38.6,41.8
"Leonia Borough School District, New Jersey","3408520",42.3,15.7,51.1,40.6,45.8
"Lincoln Park Borough School District, New Jersey","3408580",45.8,39.1,55,36.8,49.4
"Linden City School District, New Jersey","3408610",39.4,29.5,51.7,39,45.6
"Lindenwold Borough School District, New Jersey","3408640",34.4,26.5,47.6,45.9,32.7
"Little Ferry Borough School District, New Jersey","3408760",39.7,22.9,46.9,57.8,43.7
"Livingston Township School District, New Jersey","3408820",43.5,30.2,47.1,42,49.2
"Lodi Borough School District, New Jersey","3408850",36.8,25.9,42.5,37.3,42.8
"Logan Township School District, New Jersey","3408880",36.5,32.3,38,52.1,48.3
"Long Branch City School District, New Jersey","3408940",34.9,26.5,52,43,36.3
"Lopatcong Township School District, New Jersey","3409000",42.8,39.2,49.2,50.9,45
"Pennsville Township School District, New Jersey","3409120",43.6,45.6,41.1,31.8,50
"Lyndhurst Township School District, New Jersey","3409210",40.2,34.3,46.8,41.6,46.9
"Madison Borough School District, New Jersey","3409240",38.9,27.4,42,20.9,47.9
"Old Bridge Township School District, New Jersey","3409270",40.7,28.2,46.8,48.5,45.7
"Mahwah Township School District, New Jersey","3409330",42.8,23.7,52.7,31,48.7
"Manasquan Borough School District, New Jersey","3409420",45.6,39.9,56.2,53.9,64.4
"Manchester Township School District, New Jersey","3409450",65,59.3,70.8,66.6,67
"Mannington Township School District, New Jersey","3409480",44.3,46.3,40.7,56.1,32.3
"Manville Borough School District, New Jersey","3409630",41.3,36.5,58.6,56.4,40.4
"Maple Shade Township School District, New Jersey","3409660",36.5,30.4,47.9,27.5,34
"Margate City School District, New Jersey","3409690",57.7,47.1,61.6,48.2,58.8
"Matawan-Aberdeen Regional School District, New Jersey","3409750",39,30.2,45.9,55.3,43.1
"Maurice River Township School District, New Jersey","3409780",37.3,35.4,45.6,39.8,40.3
"Maywood Borough School District, New Jersey","3409810",41.3,29.8,54.9,56.4,44.4
"Merchantville Borough School District, New Jersey","3409960",41.7,29.9,46.8,84.5,50.1
"Metuchen Borough School District, New Jersey","3409990",41.9,30.3,47.5,42,46.5
"Middle Township School District, New Jersey","3410020",45.9,29.8,55.6,40.3,47.1
"Middlesex Borough School District, New Jersey","3410050",41.6,35.7,53.5,13.4,43.4
"Middletown Township School District, New Jersey","3410110",43.2,34.2,49.3,52.3,53.2
"Midland Park Borough School District, New Jersey","3410140",41.7,32.9,51.8,64,54.7
"Millburn Township School District, New Jersey","3410200",40.1,18.9,45,42.9,44.7
"Millstone Township School District, New Jersey","3410230",44.2,32,48.9,66.5,49.7
"Milltown Borough School District, New Jersey","3410290",41.9,37.5,54.9,32.9,42.7
"Millville City School District, New Jersey","3410320",37.3,30.5,55.5,44,50.6
"Mine Hill Township School District, New Jersey","3410350",39.4,30.6,49.6,31.9,40.4
"Monroe Township School District (Gloucester County), New Jersey","3410470",38.7,27,51.6,51.1,48.1
"Monroe Township School District (Middlesex County), New Jersey","3410500",53.5,39.7,66.9,70.6,47.4
"Montclair Town School District, New Jersey","3410560",39,29.3,43.9,39.2,45.5
"Montgomery Township School District, New Jersey","3410590",39.8,18.8,46.8,26.8,45.1
"Montville Township School District, New Jersey","3410650",44.1,32.3,51.6,58.7,47.5
"Moonachie Borough School District, New Jersey","3410680",45.9,43.9,50.3,37.9,46.4
"Moorestown Township School District, New Jersey","3410710",44.5,31,48.2,43.5,50
"Morris Plains Borough School District, New Jersey","3410770",44.2,40,53.1,47.8,57.5
"Morris Township School District, New Jersey","3410810",40.9,31.8,50,28.9,40.8
"Mount Ephraim Borough School District, New Jersey","3410890",41.8,33.9,50,44.7,56.6
"Mount Olive Township School District, New Jersey","3410980",38.8,28.9,43.9,42.5,43.8
"Mountain Lakes Borough School District, New Jersey","3411010",42.4,18.4,50.3,46.8,50.4
"Mountainside Borough School District, New Jersey","3411040",45.5,31.1,53.2,52.2,55.4
"Neptune City School District, New Jersey","3411130",40.6,35,58.5,82.1,35.8
"Neptune Township School District, New Jersey","3411160",43.5,35.1,57.1,48.1,45.7
"New Brunswick City School District, New Jersey","3411220",23.1,19.8,23.2,46.7,33
"New Hanover Township School District, New Jersey","3411250",38.2,35.9,37.6,38.3,41.5
"New Milford Borough School District, New Jersey","3411280",42.4,25.4,50.6,53.2,46.2
"New Providence Borough School District, New Jersey","3411310",42.1,31.5,51.8,36.3,44
"Newark City School District, New Jersey","3411340",32.3,21.9,47.1,47.8,40
"Newfield Elementary School District, New Jersey","3411370",42.1,35,54,54.5,39
"Newton Town School District, New Jersey","3411400",40.7,37.2,49.7,88,38.3
"North Arlington Borough School District, New Jersey","3411430",41.2,34.8,44.3,57.6,45.8
"North Bergen Township School District, New Jersey","3411460",36.2,17.9,31.5,56.1,46.3
"North Brunswick Township School District, New Jersey","3411490",36.1,25.3,40,43.7,40
"North Plainfield Borough School District, New Jersey","3411640",35.7,21.3,49.6,47,39.1
"Nutley Town School District, New Jersey","3411880",41.9,37,45.9,43.7,47.8
"Oaklyn Borough School District, New Jersey","3411940",42.7,33.7,48.9,50.3,46
"Ocean City School District, New Jersey","3411970",53.1,32.6,61.5,23.6,37.9
"Ocean Township School District (Monmouth County), New Jersey","3412060",42.2,34.8,50.9,51.3,44
"Oldmans Township School District, New Jersey","3412210",43.1,38.9,44,30.7,49.6
"Orange City Township School District, New Jersey","3412270",34.8,23.1,55,44.5,40.5
"Palisades Park Borough School District, New Jersey","3412360",38.1,25.4,27.3,43.7,40.7
"Paramus Borough School District, New Jersey","3412420",47.3,32.2,55,28.7,53.4
"Park Ridge Borough School District, New Jersey","3412450",43.4,30.7,52.1,51.5,47.1
"Parsippany-Troy Hills Township School District, New Jersey","3412480",41,29.4,50.5,44.6,44.1
"Passaic City School District, New Jersey","3412540",28.8,13.4,32.7,48.9,38
"Paterson City School District, New Jersey","3412690",32.3,19.7,50.1,43.2,42.4
"Paulsboro Borough School District, New Jersey","3412720",31.8,30.4,34.5,34.2,42.3
"Pemberton Township School District, New Jersey","3412810",36.1,28.4,41.5,44.8,54.8
"Penns Grove-Carneys Point Regional School District, New Jersey","3412840",37.9,35.5,44.5,44.3,32.2
"Pennsauken Township School District, New Jersey","3412870",38,26.3,48.4,47.5,42.4
"Pequannock Township School District, New Jersey","3412900",45.8,42,55.9,9.4,52
"Perth Amboy City School District, New Jersey","3412930",32.8,18.1,36.7,52.5,39.5
"Phillipsburg Town School District, New Jersey","3412960",38.1,36.2,40.8,53.8,35.7
"Pine Hill Borough School District, New Jersey","3412990",34.2,27.5,49.6,46.9,35.3
"Piscataway Township School District, New Jersey","3413050",33.1,21.2,44.8,28.4,41.1
"Pitman Borough School District, New Jersey","3413080",41.7,35.9,53.7,33.4,49.7
"Pittsgrove Township School District, New Jersey","3413110",42.5,36.6,54.9,63.4,61.5
"Plainfield City School District, New Jersey","3413140",33.6,20.2,49.7,50.4,35.7
"Pleasantville City School District, New Jersey","3413200",35.2,23.3,51.5,38.9,39.1
"Point Pleasant Borough School District, New Jersey","3413290",42.6,37.8,51.1,54.7,44.5
"Point Pleasant Beach Borough School District, New Jersey","3413320",46.1,41.3,50.2,62.4,31.7
"Pompton Lakes Borough School District, New Jersey","3413350",39.8,36.3,45.7,59.5,44.3
"Princeton Regional School District, New Jersey","3413410",30.8,20,36,25.9,42.5
"Rahway City School District, New Jersey","3413530",38.4,30.4,49.3,42.5,44.2
"Ramsey Borough School District, New Jersey","3413590",43.4,34.1,50.3,54.1,46.4
"Randolph Township School District, New Jersey","3413650",38.9,25.4,47.4,32.9,43.1
"Hazlet Township School District, New Jersey","3413680",43.8,35.1,50,59.5,51.5
"Ridgefield Borough School District, New Jersey","3413770",43.4,23.8,44.2,44.3,49.7
"Ridgefield Park Township School District, New Jersey","3413800",36.9,25.8,33.3,56.5,42.7
"Ridgewood Village School District, New Jersey","3413830",41.1,19.8,45.5,41,46.1
"Riverdale Borough School District, New Jersey","3413980",37.7,34,45.8,29.5,53.1
"Riverside Township School District, New Jersey","3414010",37.1,29.5,42,27.5,42.1
"Riverton Borough School District, New Jersey","3414040",45.2,40.6,47.9,22.5,54.5
"Rochelle Park Township School District, New Jersey","3414070",44.8,35.4,51.2,15.6,52.3
"Roselle Borough School District, New Jersey","3414280",40.2,25.7,50.9,48.6,49.1
"Roselle Park Borough School District, New Jersey","3414310",39.2,32.8,37.4,44.9,44.3
"Roxbury Township School District, New Jersey","3414340",42.1,34.3,51.6,47.6,47.4
"Rutherford Borough School District, New Jersey","3414460",38.7,29.2,47.2,45.7,43.7
"Saddle Brook Township School District, New Jersey","3414490",40.5,35.8,48.1,52.4,44.5
"Saddle River Borough School District, New Jersey","3414520",49.7,31.9,55.1,66.4,46.5
"Salem City School District, New Jersey","3414550",31.1,27.2,42.7,57,51
"Sayreville Borough School District, New Jersey","3414640",39.2,31.8,45.2,40.6,43
"Scotch Plains-Fanwood Regional School District, New Jersey","3414670",41,30.2,45.7,37.3,46.6
"Sea Isle City School District, New Jersey","3414760",60.9,50.5,65.8,27.5,53.7
"Secaucus Town School District, New Jersey","3414850",41.6,36.2,43.4,49.1,43.4
"Somerville Borough School District, New Jersey","3415090",36.9,31.1,49.1,47.4,40.2
"South Amboy City School District, New Jersey","3415120",39.1,34.8,40.8,23,45.1
"Lake Como Borough School District, New Jersey","3415150",38.3,31.3,47.3,41.1,38.9
"South Bound Brook Borough School District, New Jersey","3415180",35.9,31,51.4,49.3,38.8
"South Brunswick Township School District, New Jersey","3415210",39.2,19.9,47.9,46.5,43.6
"South Hackensack Township School District, New Jersey","3415240",39.3,29.1,45.5,55.4,47.3
"South Orange-Maplewood School District, New Jersey","3415330",36.9,21.9,40.8,43,44.3
"South Plainfield Borough School District, New Jersey","3415360",41,34.5,48.3,50.5,44.1
"South River Borough School District, New Jersey","3415390",38.6,29.7,44.5,38.8,42.3
"Sparta Township School District, New Jersey","3415510",41.6,29.5,49.7,47.3,50.7
"Spotswood Borough School District, New Jersey","3415540",41.7,34.5,55.1,55.5,44.3
"Springfield Township School District, New Jersey","3415630",44,36.5,48.8,61.8,48.3
"Summit City School District, New Jersey","3415900",39.6,17.9,46.8,33.5,43.9
