"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"The Chathams School District, New Jersey","3400004",40.5,25.5,46.5,29.9,43.6
"Great Meadows Regional School District, New Jersey","3400008",39.4,36.8,47.8,48.6,39.6
"Somerset Hills Regional School District, New Jersey","3400009",41.9,29.1,49.3,45.9,41.5
"Absecon City School District, New Jersey","3400660",43.9,36.7,53.5,54.2,43
"Teaneck Township School District, New Jersey","3416080",37.8,19.3,41.6,37.3,47.4
"Tenafly Borough School District, New Jersey","3416110",42.8,16.7,44.5,60.1,45.2
"Toms River Regional School District, New Jersey","3416230",41.7,35.6,53.8,48.7,44.2
"Trenton City School District, New Jersey","3416290",33.2,25.9,48.2,41.9,35.8
"Union Beach Borough School District, New Jersey","3416350",39,32.7,48.5,63.4,44.8
"Union City School District, New Jersey","3416380",34,15.2,26.8,47.5,43
"Barnegat Township School District, New Jersey","3416470",45.6,42,51.6,47.1,49.7
"Union Township School District, New Jersey","3416500",41.8,30.7,48,47.2,49
"Upper Freehold Regional School District, New Jersey","3416560",43.2,38,51.1,45.5,50.4
"Ventnor City City School District, New Jersey","3416680",47.3,30.9,61.6,37.3,45.2
"Vernon Township School District, New Jersey","3416710",39.7,35.5,45.2,54.2,44.1
"Verona Borough School District, New Jersey","3416740",44.2,37.4,48.6,47.5,54.1
"Vineland City School District, New Jersey","3416800",37.9,29,52.5,52.4,39.7
"Waldwick Borough School District, New Jersey","3416860",41.4,29.5,50.4,54.5,47.2
"Wall Township School District, New Jersey","3416890",45.3,41.4,54.8,47.1,50.1
"Wallington Borough School District, New Jersey","3416920",39,30.5,45.9,49.1,43.1
"Washington Township School District (Burlington County), New Jersey","3417040",41.8,40,57.1,31.7,34.2
"Washington Township School District (Gloucester County), New Jersey","3417070",41.2,26,49.5,36.4,45.8
"Robbinsville Township School District, New Jersey","3417100",38.9,32.8,45.5,56.1,40.3
"Waterford Township School District, New Jersey","3417250",38.3,30.5,52.2,42.5,52.4
"Wayne Township School District, New Jersey","3417280",43.2,33.7,50.9,57.8,48
"Weehawken Township School District, New Jersey","3417310",36.8,31.4,33.7,45.2,42.8
"West Deptford Township School District, New Jersey","3417430",41.2,34.3,50.3,52.9,40.9
"West Milford Township School District, New Jersey","3417520",43.3,37.2,51.5,53.2,50.1
"West New York Town School District, New Jersey","3417580",34.6,13.6,32.8,45.5,41.5
"West Orange Town School District, New Jersey","3417610",40.6,29.9,44.7,51.4,46.4
"West Windsor-Plainsboro Regional School District, New Jersey","3417700",38.8,16.5,43.1,34.5,42.6
"Westfield Town School District, New Jersey","3417760",40.6,27.1,45.3,38.8,45.7
"Westwood Regional School District, New Jersey","3417820",44.4,30.6,54.8,59.6,51.3
"Weymouth Township School District, New Jersey","3417850",49.8,42.3,63,70.4,46.9
"Wildwood City School District, New Jersey","3417940",36.1,30.4,49,34.3,25.4
