"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Willingboro Township School District, New Jersey","3418000",25885,3048,22837,3886,1913,3936,2958,3523,2951,1288,2382,9318,1605,7713,1762,580,1165,792,1246,1063,430,675,11596,804,10792,1542,1047,1896,1372,1533,1356,719,1327,825,92,733,149,72,93,100,106,141,52,20,4146,547,3599,433,214,782,694,638,391,87,360
"Winfield Township School District, New Jersey","3418030",1305,142,1163,145,89,205,151,219,159,42,153,1071,134,937,116,80,144,114,185,128,38,132,192,8,184,29,6,57,31,29,25,0,7,3,0,3,0,0,0,0,0,0,3,0,39,0,39,0,3,4,6,5,6,1,14
"Winslow Township School District, New Jersey","3418060",31052,3745,27307,4726,2241,3603,3329,4125,3327,1409,4547,14779,1937,12842,2644,1179,1755,1625,1814,1699,441,1685,12869,1507,11362,1769,935,1344,1327,1618,1369,796,2204,611,64,547,108,34,81,36,131,38,11,108,2793,237,2556,205,93,423,341,562,221,161,550
"Woodbine Borough School District, New Jersey","3418090",1969,273,1696,532,277,230,273,164,113,34,73,1239,204,1035,333,166,164,154,87,83,14,34,523,68,455,127,101,66,56,49,9,13,34,146,1,145,53,10,0,36,18,21,7,0,61,0,61,19,0,0,27,10,0,0,5
"Woodbridge Township School District, New Jersey","3418120",81855,14551,67304,10130,4839,9486,7986,9296,8315,4083,13169,39445,6704,32741,5647,2418,4505,3966,4943,4024,1982,5256,12299,1654,10645,1648,893,1562,1218,1393,1271,570,2090,1693,331,1362,370,63,300,225,177,88,18,121,28418,5862,22556,2465,1465,3119,2577,2783,2932,1513,5702
"Woodbury City School District, New Jersey","3418150",8267,983,7284,1449,893,945,786,1046,830,403,932,4658,713,3945,750,487,612,496,522,460,249,369,2994,191,2803,504,366,263,213,449,345,126,537,159,5,154,80,4,11,5,5,13,28,8,456,74,382,115,36,59,72,70,12,0,18
"Woodlynne Borough School District, New Jersey","3418270",2292,464,1828,501,193,377,260,316,64,52,65,992,294,698,233,47,96,140,127,16,25,14,427,32,395,140,33,88,24,69,10,19,12,223,29,194,29,15,72,16,33,6,0,23,650,109,541,99,98,121,80,87,32,8,16
"Wood-Ridge Borough School District, New Jersey","3418300",7050,1059,5991,804,396,612,673,1063,875,361,1207,4169,736,3433,498,236,408,425,555,514,192,605,1210,118,1092,103,129,73,79,224,158,104,222,126,15,111,0,0,38,40,0,0,17,16,1545,190,1355,203,31,93,129,284,203,48,364
"Woodstown-Pilesgrove Regional School District, New Jersey","3418330",6202,748,5454,886,379,821,592,664,543,361,1208,3683,499,3184,559,201,463,355,459,293,194,660,2240,220,2020,256,169,275,230,167,226,167,530,7,0,7,0,0,0,0,0,0,0,7,272,29,243,71,9,83,7,38,24,0,11
"Remainder of New Jersey, New Jersey","3499999",1343886,166001,1177885,189595,90395,153510,125460,145590,127013,57494,288828,694631,93654,600977,111588,47096,75479,64712,75378,67686,30864,128174,446878,42021,404857,53341,28457,49934,41531,49202,43604,19665,119123,18926,2590,16336,2647,1297,2816,1618,2322,1786,941,2909,183451,27736,155715,22019,13545,25281,17599,18688,13937,6024,38622
"Allamuchy Township School District, New Jersey","3400720",3766,254,3512,357,152,293,426,450,492,395,947,1980,174,1806,188,109,212,244,259,307,106,381,1260,38,1222,114,16,73,129,151,123,258,358,68,0,68,0,0,0,33,0,8,0,27,458,42,416,55,27,8,20,40,54,31,181
"Allenhurst Borough School District, New Jersey","3400780",419,40,379,65,34,21,24,56,57,7,115,304,26,278,49,27,15,22,38,40,3,84,99,14,85,6,7,2,2,18,17,2,31,0,0,0,0,0,0,0,0,0,0,0,16,0,16,10,0,4,0,0,0,2,0
"Alloway Township School District, New Jersey","3400810",2752,404,2348,427,187,275,216,345,294,223,381,1745,231,1514,265,168,134,139,175,191,179,263,942,165,777,154,19,141,60,170,88,44,101,13,0,13,0,0,0,0,0,0,0,13,52,8,44,8,0,0,17,0,15,0,4
"Alpha Borough School District, New Jersey","3400840",1929,148,1781,261,201,325,210,335,218,44,187,1241,84,1157,190,78,207,158,260,128,28,108,512,63,449,47,87,69,36,58,74,16,62,43,0,43,8,23,0,9,3,0,0,0,133,1,132,16,13,49,7,14,16,0,17
"Alpine Borough School District, New Jersey","3400870",1625,332,1293,154,51,132,105,152,170,51,478,367,93,274,38,22,29,33,30,43,10,69,574,103,471,65,21,46,39,44,74,7,175,30,9,21,13,0,0,0,4,4,0,0,654,127,527,38,8,57,33,74,49,34,234
"Andover Regional School District, New Jersey","3400900",5736,514,5222,1024,280,704,612,539,464,358,1241,3086,321,2765,555,176,301,313,395,232,166,627,2068,158,1910,356,81,344,247,103,174,106,499,46,7,39,16,0,10,5,0,0,0,8,536,28,508,97,23,49,47,41,58,86,107
"Asbury Park City School District, New Jersey","3400930",12313,1735,10578,2829,1485,1909,1363,1039,718,286,949,5500,866,4634,1423,593,609,534,391,421,181,482,2725,156,2569,607,319,491,328,252,142,78,352,338,102,236,90,28,12,0,57,20,0,29,3750,611,3139,709,545,797,501,339,135,27,86
"Atlantic City School District, New Jersey","3400960",30710,5088,25622,6706,3447,5274,3622,3166,1389,528,1490,11727,2159,9568,3047,1173,1647,1407,1066,587,159,482,6779,501,6278,1324,882,1303,718,801,429,209,612,1344,179,1165,481,223,219,109,44,28,6,55,10860,2249,8611,1854,1169,2105,1388,1255,345,154,341
"Audubon Borough School District, New Jersey","3401050",8523,711,7812,1162,713,1152,993,1163,990,548,1091,5085,489,4596,717,384,657,630,639,575,369,625,2960,156,2804,423,218,389,309,478,407,171,409,67,23,44,16,0,13,0,0,8,0,7,411,43,368,6,111,93,54,46,0,8,50
"Avalon Borough School District, New Jersey","3401110",1775,92,1683,307,152,153,213,177,138,82,461,377,45,332,59,36,23,80,39,5,25,65,1340,47,1293,241,112,121,133,138,121,57,370,0,0,0,0,0,0,0,0,0,0,0,58,0,58,7,4,9,0,0,12,0,26
"Avon-by-the-Sea Borough School District, New Jersey","3401140",1739,118,1621,221,75,269,166,220,246,91,333,1176,75,1101,110,56,176,123,151,160,82,243,436,43,393,61,19,36,43,68,81,9,76,10,0,10,5,0,0,0,0,5,0,0,117,0,117,45,0,57,0,1,0,0,14
"Barrington Borough School District, New Jersey","3401170",5908,634,5274,646,389,1140,554,655,679,348,863,3296,343,2953,448,295,577,348,374,391,155,365,2441,272,2169,181,80,517,204,255,282,188,462,14,0,14,0,14,0,0,0,0,0,0,157,19,138,17,0,46,2,26,6,5,36
"Bay Head Borough School District, New Jersey","3401230",887,102,785,101,53,88,59,96,101,28,259,581,61,520,73,30,58,42,73,72,21,151,287,34,253,25,23,30,14,23,29,7,102,0,0,0,0,0,0,0,0,0,0,0,19,7,12,3,0,0,3,0,0,0,6
"Bayonne City School District, New Jersey","3401260",52808,8627,44181,6867,3967,6640,5714,6775,5027,2497,6694,27648,3957,23691,4065,2270,3278,2992,3143,2984,1303,3656,6695,778,5917,824,637,820,436,1155,492,444,1109,1879,260,1619,292,135,271,331,205,285,41,59,16586,3632,12954,1686,925,2271,1955,2272,1266,709,1870
"Bedminster Township School District, New Jersey","3401320",7074,542,6532,467,393,830,792,655,850,406,2139,3104,247,2857,223,231,378,304,258,488,277,698,2744,131,2613,163,124,356,297,224,223,99,1127,22,13,9,0,4,0,0,0,0,0,5,1204,151,1053,81,34,96,191,173,139,30,309
"Belleville Town School District, New Jersey","3401350",30024,4620,25404,3809,2320,3581,3544,4241,3223,1323,3363,12506,1888,10618,1732,819,1469,1413,1802,1471,609,1303,3643,615,3028,388,230,319,410,619,364,141,557,1449,145,1304,169,224,221,124,217,127,90,132,12426,1972,10454,1520,1047,1572,1597,1603,1261,483,1371
"Belmar Borough School District, New Jersey","3401410",5031,474,4557,531,367,656,609,643,639,297,815,2858,290,2568,287,151,307,315,485,316,170,537,926,27,899,114,79,94,104,81,155,58,214,134,0,134,12,33,22,10,0,41,0,16,1113,157,956,118,104,233,180,77,127,69,48
"Belvidere Town School District, New Jersey","3401440",2198,226,1972,356,203,299,247,265,253,82,267,1526,171,1355,276,130,175,165,177,176,50,206,623,48,575,75,70,123,65,84,73,32,53,18,0,18,0,3,0,11,4,0,0,0,31,7,24,5,0,1,6,0,4,0,8
"Bergenfield Borough School District, New Jersey","3401500",22075,3415,18660,3073,1502,2548,2263,2517,2121,792,3844,5078,937,4141,696,336,588,347,720,416,220,818,6474,994,5480,948,279,743,648,713,611,303,1235,701,46,655,78,68,153,54,58,147,0,97,9822,1438,8384,1351,819,1064,1214,1026,947,269,1694
"Berkeley Heights Township School District, New Jersey","3401530",10488,1413,9075,1259,570,1035,853,807,731,319,3501,5470,744,4726,646,355,643,444,590,401,175,1472,3069,361,2708,422,136,186,204,94,226,102,1338,111,0,111,38,16,30,0,0,0,0,27,1838,308,1530,153,63,176,205,123,104,42,664
"Berlin Township School District, New Jersey","3401620",4370,498,3872,577,458,597,639,587,486,150,378,2409,251,2158,363,210,251,304,340,391,63,236,1347,132,1215,170,135,252,253,157,81,87,80,62,4,58,0,11,0,0,11,0,0,36,552,111,441,44,102,94,82,79,14,0,26
"Bernards Township School District, New Jersey","3401650",20909,2977,17932,3271,1134,994,942,1481,1636,871,7603,9451,1263,8188,1859,657,439,477,733,855,338,2830,7335,988,6347,965,241,387,305,497,619,353,2980,126,10,116,28,11,0,9,14,12,11,31,3997,716,3281,419,225,168,151,237,150,169,1762
"Beverly City School District, New Jersey","3401740",2023,234,1789,349,130,277,339,291,199,43,161,1108,99,1009,272,53,125,132,179,140,25,83,671,74,597,69,72,92,155,65,52,14,78,86,26,60,0,0,24,0,29,3,4,0,158,35,123,8,5,36,52,18,4,0,0
"Bloomfield Township School District, New Jersey","3401830",39695,5944,33751,4963,2615,4277,3756,5227,4562,2206,6145,18931,3077,15854,2527,1240,2094,1658,2455,2231,1087,2562,6808,723,6085,595,317,687,638,728,1024,456,1640,1394,234,1160,279,202,68,105,167,137,56,146,12562,1910,10652,1562,856,1428,1355,1877,1170,607,1797
"Bloomingdale Borough School District, New Jersey","3401860",6292,720,5572,982,600,743,391,769,789,395,903,3875,327,3548,572,419,364,261,557,577,199,599,1094,101,993,137,75,201,56,87,115,101,221,97,15,82,8,0,0,34,11,29,0,0,1226,277,949,265,106,178,40,114,68,95,83
"Bloomsbury Borough School District, New Jersey","3401890",570,45,525,71,18,37,70,82,54,25,168,332,25,307,51,12,18,39,55,19,21,92,191,18,173,15,4,15,16,27,29,2,65,0,0,0,0,0,0,0,0,0,0,0,47,2,45,5,2,4,15,0,6,2,11
"Bogota Borough School District, New Jersey","3401920",6812,999,5813,915,450,773,858,822,629,406,960,2152,289,1863,338,176,239,280,247,205,96,282,1742,276,1466,331,46,145,211,205,102,83,343,221,10,211,9,3,0,42,35,37,64,21,2697,424,2273,237,225,389,325,335,285,163,314
"Boonton Town School District, New Jersey","3401950",7022,865,6157,665,489,836,550,969,791,363,1494,3930,359,3571,399,307,491,385,652,393,179,765,1627,140,1487,115,125,125,83,149,206,139,545,53,0,53,32,21,0,0,0,0,0,0,1412,366,1046,119,36,220,82,168,192,45,184
"Boonton Township School District, New Jersey","3401980",3487,574,2913,394,266,384,315,189,206,118,1041,1919,390,1529,245,141,197,242,113,103,92,396,1062,99,963,115,65,130,63,70,74,18,428,51,28,23,10,3,0,0,0,0,0,10,455,57,398,24,57,57,10,6,29,8,207
"Bordentown Regional School District, New Jersey","3402030",12730,1053,11677,1701,685,1213,1112,1968,1521,910,2567,7717,522,7195,1169,386,780,651,1294,950,520,1445,2861,185,2676,294,141,260,260,424,389,184,724,282,65,217,54,11,0,72,16,22,15,27,1870,281,1589,184,147,173,129,234,160,191,371
"Bound Brook Borough School District, New Jersey","3402100",8588,1135,7453,906,724,1614,1324,1081,540,327,937,3321,549,2772,456,217,486,416,382,247,119,449,1515,40,1475,139,106,273,189,400,64,74,230,145,10,135,22,9,25,32,13,0,18,16,3607,536,3071,289,392,830,687,286,229,116,242
"Bradley Beach Borough School District, New Jersey","3402130",3672,422,3250,292,344,522,332,331,339,272,818,2363,202,2161,234,218,299,237,237,250,222,464,793,81,712,41,14,145,95,77,60,36,244,111,50,61,0,13,14,0,17,0,0,17,405,89,316,17,99,64,0,0,29,14,93
"Branchburg Township School District, New Jersey","3402160",11666,1561,10105,1307,569,679,786,1166,1228,544,3826,6808,1073,5735,991,284,411,412,617,640,369,2011,2731,248,2483,160,131,122,233,389,241,96,1111,94,14,80,0,0,13,0,14,0,0,53,2033,226,1807,156,154,133,141,146,347,79,651
"Brick Township School District, New Jersey","3402220",62766,5888,56878,9675,5098,8735,6439,7812,6704,2983,9432,43219,4442,38777,7286,3340,5652,4569,5368,4614,1901,6047,14368,865,13503,1611,1182,2192,1485,1746,1682,904,2701,814,82,732,107,63,68,38,134,99,117,106,4365,499,3866,671,513,823,347,564,309,61,578
"Bridgeton City School District, New Jersey","3402250",19141,5154,13987,4694,1897,2625,1634,1600,773,161,603,9536,2845,6691,2428,811,847,754,945,459,118,329,2784,730,2054,721,290,325,251,151,177,27,112,762,245,517,282,21,111,32,54,17,0,0,6059,1334,4725,1263,775,1342,597,450,120,16,162
"Bridgewater-Raritan Regional School District, New Jersey","3402280",41423,5270,36153,5266,2639,3947,3644,3537,3558,1760,11802,20133,2634,17499,3121,1301,1778,1798,1718,1967,1022,4794,9202,746,8456,865,722,962,754,766,736,317,3334,296,13,283,10,33,72,10,22,17,0,119,11792,1877,9915,1270,583,1135,1082,1031,838,421,3555
"Brielle Borough School District, New Jersey","3402310",3941,499,3442,521,309,304,301,250,316,182,1259,2624,343,2281,341,203,245,172,161,211,140,808,1087,121,966,130,92,47,120,57,85,42,393,37,0,37,21,0,0,9,0,7,0,0,193,35,158,29,14,12,0,32,13,0,58
"Brigantine City School District, New Jersey","3402340",8466,807,7659,960,925,1331,1060,999,798,214,1372,3510,506,3004,396,346,551,282,470,411,70,478,3907,172,3735,431,369,553,630,438,352,128,834,73,10,63,10,9,19,15,0,10,0,0,976,119,857,123,201,208,133,91,25,16,60
"Brooklawn Borough School District, New Jersey","3402370",1427,129,1298,239,96,176,286,207,154,64,76,907,83,824,145,39,107,179,148,104,55,47,360,29,331,64,22,45,65,53,44,9,29,35,3,32,2,11,0,13,6,0,0,0,125,14,111,28,24,24,29,0,6,0,0
