"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Abbeville County, South Carolina","45001",43.3,41.1,49.3,50.3,25.6
"Aiken County, South Carolina","45003",40.9,41.2,41,40.2,39.4
"Allendale County, South Carolina","45005",38.7,38,43.2,51.1,31.9
"Anderson County, South Carolina","45007",40.5,35.7,49.2,41.7,40.1
"Bamberg County, South Carolina","45009",40.3,40.4,37.7,25.8,46.7
"Barnwell County, South Carolina","45011",39.8,38.1,47,42.9,40.6
"Beaufort County, South Carolina","45013",42.8,24,52.1,35.3,40.6
"Berkeley County, South Carolina","45015",35.3,28.5,41.2,35,40.4
"Calhoun County, South Carolina","45017",45.3,41,53,52.6,45.2
"Charleston County, South Carolina","45019",36.5,31.1,41.6,35.9,38.9
"Cherokee County, South Carolina","45021",38.8,36.3,43.6,42.6,38.5
"Chester County, South Carolina","45023",41.2,38.4,47.7,52.1,68.1
"Chesterfield County, South Carolina","45025",41,41.9,40.1,29.3,37.7
"Clarendon County, South Carolina","45027",42.8,38.8,50.7,55.6,40.1
"Colleton County, South Carolina","45029",41.7,37.8,52.6,23.9,26.9
"Darlington County, South Carolina","45031",40.8,38.5,47.4,42.7,36.7
"Dillon County, South Carolina","45033",37.8,35.6,46,44.9,32.5
"Dorchester County, South Carolina","45035",35.8,27.3,42.8,32.6,42.2
"Edgefield County, South Carolina","45037",42.1,43.6,41.7,39.3,38.1
"Fairfield County, South Carolina","45039",44.1,42.3,51.3,28.7,37.7
"Florence County, South Carolina","45041",38.2,34.7,45.6,33.7,41
"Georgetown County, South Carolina","45043",47.5,40.7,56.1,45.4,51
"Greenville County, South Carolina","45045",37.7,30.9,44.3,38.2,39.1
"Greenwood County, South Carolina","45047",38.9,34.6,48.1,40.9,39.8
"Hampton County, South Carolina","45049",39.7,38.4,42.3,49.2,40.2
"Horry County, South Carolina","45051",43,28.3,51.3,34.9,40.3
"Jasper County, South Carolina","45053",36.5,31.9,42.5,48.1,38.7
"Kershaw County, South Carolina","45055",41.3,35.5,46.8,41.3,47.2
"Lancaster County, South Carolina","45057",41.6,39.9,43.8,51.6,41.6
"Laurens County, South Carolina","45059",40.9,37.4,50.2,39.9,36.1
"Lee County, South Carolina","45061",40.1,38.2,43.6,40.8,27.8
"Lexington County, South Carolina","45063",38.5,32.5,46.1,44.9,38.5
"McCormick County, South Carolina","45065",51.9,46.3,59,51.5,62.6
"Marion County, South Carolina","45067",39.5,38,48.5,61.1,41.7
"Marlboro County, South Carolina","45069",39.4,39.9,38.9,40.4,36.6
"Newberry County, South Carolina","45071",40.9,39.2,48.6,45.5,37.3
"Oconee County, South Carolina","45073",44.3,36.8,53.6,53.5,39.9
"Orangeburg County, South Carolina","45075",38.7,36.5,45.8,41.3,41.5
"Pickens County, South Carolina","45077",35.4,32.3,42.4,43.9,34.2
"Richland County, South Carolina","45079",32.7,29.7,35.9,34.8,36.8
"Saluda County, South Carolina","45081",41.2,40.9,51.4,40.3,32.3
"Spartanburg County, South Carolina","45083",38.2,33.4,45.5,42.8,40.6
"Sumter County, South Carolina","45085",35.8,32.3,40.5,30.5,39
"Union County, South Carolina","45087",43.5,41.7,47.2,78.4,44.4
"Williamsburg County, South Carolina","45089",41,41.7,39.4,28.2,38.1
"York County, South Carolina","45091",37.9,33.5,40.4,39.8,40.4
