"","GEOID","B06012_001","B06012_002","B06012_003","B06012_004","B06012_005","B06012_006","B06012_007","B06012_008","B06012_009","B06012_010","B06012_011","B06012_012","B06012_013","B06012_014","B06012_015","B06012_016","B06012_017","B06012_018","B06012_019","B06012_020"
"Abbeville County, South Carolina","45001",24301,5471,2893,15937,18918,4464,2139,12315,5000,856,750,3394,118,17,4,97,265,134,0,131
"Aiken County, South Carolina","45003",161059,29126,16844,115089,64594,14230,7349,43015,88702,12958,8289,67455,1485,270,328,887,6278,1668,878,3732
"Allendale County, South Carolina","45005",8757,2537,1574,4646,7373,2286,1358,3729,1251,242,200,809,32,0,0,32,101,9,16,76
"Anderson County, South Carolina","45007",188534,30915,22539,135080,130994,22887,16018,92089,51350,6923,5420,39007,1525,302,116,1107,4665,803,985,2877
"Bamberg County, South Carolina","45009",14459,4077,1717,8665,11646,3324,1335,6987,2523,719,376,1428,59,3,0,56,231,31,6,194
"Barnwell County, South Carolina","45011",21666,5819,2608,13239,16577,4745,1949,9883,4681,992,617,3072,66,0,0,66,342,82,42,218
"Beaufort County, South Carolina","45013",165810,21221,14933,129656,46375,9500,5845,31030,100841,8709,6298,85834,2497,338,257,1902,16097,2674,2533,10890
"Berkeley County, South Carolina","45015",189827,26327,17852,145648,100235,16777,10641,72817,76364,7369,6005,62990,2829,322,208,2299,10399,1859,998,7542
"Calhoun County, South Carolina","45017",14740,2896,1881,9963,11402,2383,1680,7339,2909,443,185,2281,44,0,0,44,385,70,16,299
"Charleston County, South Carolina","45019",360943,62119,29662,269162,191704,38830,19205,133669,146764,19243,7779,119742,4353,791,473,3089,18122,3255,2205,12662
"Cherokee County, South Carolina","45021",55054,13093,7416,34545,39829,10206,5441,24182,13798,2456,1769,9573,285,11,6,268,1142,420,200,522
"Chester County, South Carolina","45023",32318,8734,3911,19673,24539,7236,3192,14111,7493,1426,680,5387,63,9,5,49,223,63,34,126
"Chesterfield County, South Carolina","45025",45509,11930,6956,26623,29995,7963,4674,17358,14178,3422,2249,8507,82,30,0,52,1254,515,33,706
"Clarendon County, South Carolina","45027",32404,8163,4527,19714,24717,6639,3560,14518,7065,1249,885,4931,130,10,13,107,492,265,69,158
"Colleton County, South Carolina","45029",37352,8340,6879,22133,28737,6810,5646,16281,7794,1352,1140,5302,132,60,19,53,689,118,74,497
"Darlington County, South Carolina","45031",66513,15878,8383,42252,52866,13153,6619,33094,12103,2393,1435,8275,345,84,1,260,1199,248,328,623
"Dillon County, South Carolina","45033",30950,10502,4219,16229,24854,8927,3079,12848,5074,982,987,3105,85,41,13,31,937,552,140,245
"Dorchester County, South Carolina","45035",143367,18737,14064,110566,71017,11999,7693,51325,62509,5462,5030,52017,3094,343,400,2351,6747,933,941,4873
"Edgefield County, South Carolina","45037",23788,3896,2174,17718,11132,2060,1297,7775,11842,1581,828,9433,132,12,0,120,682,243,49,390
"Fairfield County, South Carolina","45039",22768,5566,2920,14282,18516,4873,2574,11069,3615,594,315,2706,124,51,0,73,513,48,31,434
"Florence County, South Carolina","45041",135032,26802,17896,90334,101268,20913,14922,65433,29462,5024,2301,22137,782,108,146,528,3520,757,527,2236
"Georgetown County, South Carolina","45043",59929,12557,6321,41051,36543,10012,4376,22155,21413,2169,1771,17473,475,55,24,396,1498,321,150,1027
"Greenville County, South Carolina","45045",462771,72169,44952,345650,248367,44580,26784,177003,172475,19055,13139,140281,4861,582,391,3888,37068,7952,4638,24478
"Greenwood County, South Carolina","45047",66991,15875,7026,44090,49264,12133,5511,31620,14732,2585,1247,10900,560,259,8,293,2435,898,260,1277
"Hampton County, South Carolina","45049",19008,3963,3213,11832,15716,3323,2601,9792,3141,614,608,1919,44,7,4,33,107,19,0,88
"Horry County, South Carolina","45051",287086,51988,29711,205387,110217,24541,12923,72753,155513,22522,13871,119120,3194,734,201,2259,18162,4191,2716,11255
"Jasper County, South Carolina","45053",25954,6106,5168,14680,13721,4062,2987,6672,9811,1520,1681,6610,46,0,12,34,2376,524,488,1364
"Kershaw County, South Carolina","45055",62321,10467,6562,45292,41042,7810,4723,28509,19152,2385,1429,15338,645,30,60,555,1482,242,350,890
"Lancaster County, South Carolina","45057",79206,14802,8125,56279,44100,10505,5130,28465,31555,3854,2344,25357,898,57,452,389,2653,386,199,2068
"Laurens County, South Carolina","45059",64118,13395,9665,41058,49452,10930,7815,30707,12611,1792,1669,9150,491,91,31,369,1564,582,150,832
"Lee County, South Carolina","45061",16860,4663,2676,9521,13752,4001,2139,7612,3050,649,529,1872,37,0,0,37,21,13,8,0
"Lexington County, South Carolina","45063",270425,38470,23535,208420,164522,25998,15692,122832,89142,9532,5726,73884,2882,400,138,2344,13879,2540,1979,9360
"McCormick County, South Carolina","45065",8615,1681,894,6040,4652,1209,694,2749,3753,447,192,3114,82,7,4,71,128,18,4,106
"Marion County, South Carolina","45067",31909,8865,4958,18086,26351,7219,4424,14708,4795,1286,437,3072,104,12,9,83,659,348,88,223
"Marlboro County, South Carolina","45069",24889,7224,3417,14248,18796,5915,2617,10264,5856,1305,753,3798,88,4,8,76,149,0,39,110
"Newberry County, South Carolina","45071",36465,6436,4830,25199,28170,4909,3961,19300,6278,1008,536,4734,154,16,23,115,1863,503,310,1050
"Oconee County, South Carolina","45073",74271,14897,10350,49024,44601,9742,6645,28214,26369,4278,3184,18907,718,120,66,532,2583,757,455,1371
"Orangeburg County, South Carolina","45075",87638,20600,13256,53782,69785,16678,11057,42050,15762,3422,1858,10482,294,54,45,195,1797,446,296,1055
"Pickens County, South Carolina","45077",112637,22545,13334,76758,71550,14513,8549,48488,35572,6703,4096,24773,1050,182,117,751,4465,1147,572,2746
"Richland County, South Carolina","45079",367208,62611,37690,266907,215228,42196,25139,147893,124620,16565,9479,98576,7617,798,735,6084,19743,3052,2337,14354
"Saluda County, South Carolina","45081",19772,4062,2686,13024,15054,2965,2055,10034,2780,552,214,2014,104,26,0,78,1834,519,417,898
"Spartanburg County, South Carolina","45083",283126,49665,32954,200507,180767,34927,22920,122920,81020,10057,8039,62924,2473,219,236,2018,18866,4462,1759,12645
"Sumter County, South Carolina","45085",105205,18943,13337,72925,68975,14794,9497,44684,30717,3458,2958,24301,1817,106,244,1467,3696,585,638,2473
"Union County, South Carolina","45087",27637,5605,3625,18407,23009,4955,3113,14941,4405,650,483,3272,40,0,4,36,183,0,25,158
"Williamsburg County, South Carolina","45089",31329,9349,3749,18231,27569,8282,3340,15947,3466,971,367,2128,125,20,31,74,169,76,11,82
"York County, South Carolina","45091",235793,31814,19555,184424,95752,17763,9355,68634,126383,12118,9307,104958,2528,226,178,2124,11130,1707,715,8708
