"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Bamberg School District 1, South Carolina","4500930",8423,470,1519,866,714,1043,1378,588,180,329,589,747,6671,470,1305,705,519,860,914,423,116,307,455,597,1580,0,214,161,151,127,437,165,64,1,110,150,37,0,0,0,21,0,16,0,0,0,0,0,135,0,0,0,23,56,11,0,0,21,24,0
"Bamberg School District 2, South Carolina","4500960",7518,450,1095,1314,853,611,802,558,314,267,862,392,6048,327,1062,938,678,526,666,416,265,178,674,318,1389,123,33,364,112,85,130,142,49,89,188,74,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,12,63,0,6,0,0,0,0,0
"Barnwell School District 19, South Carolina","4501020",5692,279,866,704,636,668,941,462,170,113,510,343,4590,232,699,589,519,574,666,380,133,108,416,274,888,47,167,13,84,55,246,82,37,5,94,58,6,0,0,6,0,0,0,0,0,0,0,0,208,0,0,96,33,39,29,0,0,0,0,11
"Barnwell School District 29, South Carolina","4501050",5174,369,980,388,559,612,899,443,154,66,305,399,4082,261,825,330,372,446,773,373,147,43,219,293,1092,108,155,58,187,166,126,70,7,23,86,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barnwell School District 45, South Carolina","4501080",11657,811,2438,1081,1127,1466,1516,838,339,410,998,633,8789,665,2001,900,932,1016,1063,581,207,273,663,488,2673,146,411,181,195,394,447,255,132,120,247,145,111,0,26,0,0,56,0,0,0,0,29,0,84,0,0,0,0,0,6,2,0,17,59,0
"Beaufort County School District, South Carolina","4501110",160868,10604,23239,15652,19851,17236,18491,9813,4928,7418,20494,13142,45164,8276,11685,3513,4840,3530,4578,2287,901,938,2928,1688,96773,2151,9775,9624,10244,9946,11918,6726,3793,5918,16316,10362,2209,103,274,350,430,275,418,136,30,106,29,58,16722,74,1505,2165,4337,3485,1577,664,204,456,1221,1034
"Berkeley County School District, South Carolina","4501170",179773,13111,31914,19296,26585,24974,25129,10662,4456,5252,11924,6470,93604,10667,21978,10290,10961,10702,10247,5108,2185,2423,5577,3466,72768,2172,8677,7625,12486,11504,12797,4907,2067,2332,5495,2706,2867,195,571,227,706,614,335,109,37,52,21,0,10534,77,688,1154,2432,2154,1750,538,167,445,831,298
"Calhoun County School District, South Carolina","4501250",15134,894,2400,1222,1502,1844,2394,1245,435,685,1518,995,12063,829,2230,1051,1250,1259,1772,949,337,497,1088,801,2823,65,170,141,213,531,533,276,98,188,414,194,19,0,0,0,8,0,11,0,0,0,0,0,229,0,0,30,31,54,78,20,0,0,16,0
"Charleston County School District, South Carolina","4501440",352548,22896,50447,42290,56262,43643,48209,23014,9019,11249,25735,19784,186821,19858,37826,21576,22973,17857,22803,11953,4188,5356,12231,10200,142392,2626,11044,17922,26932,21287,22322,9811,4403,5499,11875,8671,3949,115,421,558,725,844,755,217,114,71,88,41,19386,297,1156,2234,5632,3655,2329,1033,314,323,1541,872
"Cherokee County School District, South Carolina","4501500",52964,3557,9511,5303,5905,7474,7326,3618,1293,1740,4238,2999,37492,3211,7366,3779,3791,5037,4551,2270,889,1185,3209,2204,13785,337,2010,1245,1816,1928,2545,1243,375,544,958,784,335,0,0,40,81,91,101,15,0,0,0,7,1352,9,135,239,217,418,129,90,29,11,71,4
"Chester County School District, South Carolina","4501530",33028,2120,5830,2810,3606,4193,4992,2493,882,1177,2889,2036,25046,1843,4887,2240,2618,2978,3435,1743,543,954,2245,1560,7610,277,940,570,931,1151,1487,714,339,203,552,446,58,0,3,0,2,9,44,0,0,0,0,0,314,0,0,0,55,55,26,36,0,20,92,30
"Chesterfield County School District, South Carolina","4501560",46462,2893,8588,4083,5092,6700,6534,3061,1168,1944,3824,2575,31486,2023,5900,2557,3335,4383,4026,2128,796,1496,2862,1980,13874,857,2598,1387,1499,1943,2355,916,362,426,943,588,65,13,12,9,0,10,19,0,0,0,2,0,1037,0,78,130,258,364,134,17,10,22,17,7
"Clarendon School District 1, South Carolina","4501740",9003,418,1068,819,779,802,1117,750,461,749,1263,777,6672,412,865,626,520,673,834,510,289,526,854,563,2279,6,203,193,259,126,277,240,160,223,384,208,19,0,0,0,0,0,0,0,12,0,7,0,33,0,0,0,0,3,6,0,0,0,18,6
"Clarendon School District 2, South Carolina","4501770",19262,1336,3722,1758,1844,2100,3023,1111,531,683,2016,1138,14213,1089,3315,1367,1402,1306,1986,850,421,449,1224,804,4744,247,391,330,388,758,956,261,110,221,748,334,62,0,0,29,8,12,13,0,0,0,0,0,243,0,16,32,46,24,68,0,0,13,44,0
"Clarendon School District 3, South Carolina","4501800",6481,299,841,1045,1065,867,797,464,186,223,339,355,5320,292,786,884,796,728,593,321,130,179,297,314,926,7,26,147,190,90,175,108,56,44,42,41,32,0,14,0,18,0,0,0,0,0,0,0,203,0,15,14,61,49,29,35,0,0,0,0
"Colleton County School District, South Carolina","4501830",38665,2475,6894,3225,4083,4731,5700,2827,871,1742,3664,2453,29348,2272,6047,2578,3154,3203,4177,1837,660,1253,2297,1870,8358,203,740,401,744,1306,1452,963,200,473,1313,563,116,0,47,36,7,0,15,11,0,0,0,0,843,0,60,210,178,222,56,16,11,16,54,20
"Darlington County School District, South Carolina","4501860",68500,4250,12252,6126,7600,8844,9972,5040,1878,2641,5811,4086,55724,4034,11021,4834,6210,6643,7685,3918,1494,2122,4472,3291,11424,204,1073,1162,1087,1932,2110,1053,363,465,1293,682,251,12,36,6,0,118,44,15,0,9,1,10,1101,0,122,124,303,151,133,54,21,45,45,103
"Dillon School District 1, South Carolina","4501890",5071,336,989,328,633,399,662,365,131,280,563,385,4257,329,843,254,589,336,544,319,118,184,423,318,770,7,146,54,44,63,94,46,13,96,140,67,17,0,0,13,0,0,4,0,0,0,0,0,27,0,0,7,0,0,20,0,0,0,0,0
"Dillon School District 2, South Carolina","4501920",18300,1370,3465,1840,2044,2644,2399,1044,500,666,1267,1061,14740,1179,3066,1534,1396,2028,1871,886,432,540,981,827,2968,167,370,282,485,392,406,152,68,126,286,234,26,0,0,0,0,17,9,0,0,0,0,0,566,24,29,24,163,207,113,6,0,0,0,0
"Dillon School District 3, South Carolina","4501950",8362,644,1610,774,1039,1043,1368,597,192,158,598,339,7139,604,1446,704,833,798,1168,492,159,154,474,307,1134,40,163,62,176,198,200,105,33,4,122,31,16,0,0,8,0,8,0,0,0,0,0,0,73,0,1,0,30,39,0,0,0,0,2,1
"Dorchester School District 2, South Carolina","4502010",120344,8880,24577,10643,16283,18101,17073,7266,2578,3614,6970,4359,55616,7154,15422,5053,6515,6964,5707,2776,725,1180,2396,1724,56331,1488,8399,4558,8034,9576,10128,3981,1729,2221,3861,2356,2705,187,381,492,541,341,404,12,7,36,237,67,5692,51,375,540,1193,1220,834,497,117,177,476,212
"Edgefield County School District, South Carolina","4502070",26763,1349,4301,2209,3549,3832,4256,1860,704,1154,2181,1368,12072,602,1943,1046,1297,1496,1712,812,330,600,1278,956,13283,747,2247,1097,1760,2064,2338,935,326,518,855,396,151,0,29,10,10,25,68,0,9,0,0,0,1257,0,82,56,482,247,138,113,39,36,48,16
"Fairfield County School District, South Carolina","4502100",23804,1384,3985,1966,2406,2947,3814,2005,826,850,2115,1506,19388,1270,3585,1732,1976,2208,2942,1543,621,593,1668,1250,4075,114,385,170,392,646,798,438,205,257,447,223,145,0,0,35,0,15,62,24,0,0,0,9,196,0,15,29,38,78,12,0,0,0,0,24
"Florence School District 1, South Carolina","4502130",97428,6322,17152,10123,12443,13065,13547,6828,2127,3255,7335,5231,68524,5714,13894,7567,8513,7935,8762,4504,1460,2056,4753,3366,25831,573,3036,2329,3220,4282,4425,2144,611,1011,2448,1752,592,0,34,36,173,202,47,43,0,57,0,0,2481,35,188,191,537,646,313,137,56,131,134,113
"Florence School District 2, South Carolina","4502160",7248,470,1205,682,900,934,1060,438,243,289,648,379,6156,435,1047,537,805,620,922,387,236,269,542,356,716,35,83,66,53,162,134,41,7,20,97,18,12,0,0,8,0,0,4,0,0,0,0,0,364,0,75,71,42,152,0,10,0,0,9,5
"Florence School District 3, South Carolina","4502190",19472,1583,3232,1705,2351,2165,2714,1446,535,721,1796,1224,16895,1513,2924,1442,2006,1768,2250,1272,479,646,1523,1072,2366,63,278,253,312,341,434,153,56,75,266,135,72,0,11,0,0,13,28,20,0,0,0,0,139,7,19,10,33,43,2,1,0,0,7,17
"Florence School District 4, South Carolina","4502220",6717,463,1297,394,909,749,1044,715,146,131,462,407,5545,451,1101,356,633,621,852,608,102,80,414,327,776,12,116,38,44,119,140,97,36,51,43,80,32,0,12,0,7,8,0,0,0,0,5,0,364,0,68,0,225,1,52,10,8,0,0,0
"Florence School District 5, South Carolina","4502250",5849,360,1528,381,619,866,740,404,126,203,353,269,5228,337,1403,361,514,760,633,326,107,189,341,257,536,23,86,20,105,91,107,58,19,8,7,12,39,0,28,0,0,0,0,0,0,6,5,0,46,0,11,0,0,15,0,20,0,0,0,0
"Georgetown County School District, South Carolina","4502280",60285,3299,9634,4304,5729,6568,8615,5013,1917,3006,7516,4684,37297,3016,7476,2982,3718,3741,5290,3060,942,1367,3173,2532,20958,231,1861,1077,1753,2637,2933,1845,963,1381,4209,2068,368,0,51,0,86,68,86,55,0,2,0,20,1662,52,246,245,172,122,306,53,12,256,134,64
"Greenville County School District, South Carolina","4502310",468675,32253,80780,44394,63388,65363,66900,30127,10310,14762,34360,26038,251842,27956,56019,23156,29544,28170,29246,14546,4960,6946,16591,14708,173583,3781,21296,15867,23315,27631,30675,13587,4577,6883,15585,10386,5193,195,701,636,889,1023,1114,231,83,57,179,85,38057,321,2764,4735,9640,8539,5865,1763,690,876,2005,859
"Greenwood School District 50, South Carolina","4502340",58717,4065,10018,6602,7395,7412,7539,3410,1761,1674,4599,4242,43106,3751,8411,4724,4954,5008,5095,2538,1323,1253,3220,2829,12397,263,1344,1411,1503,1757,2014,813,342,317,1287,1346,467,0,54,76,29,75,117,0,30,71,15,0,2747,51,209,391,909,572,313,59,66,33,77,67
"Greenwood School District 51, South Carolina","4502370",7275,434,1385,602,732,845,1087,444,214,237,807,488,5619,393,1039,504,657,530,755,365,195,164,621,396,1470,41,243,88,75,284,295,79,19,73,181,92,30,0,0,0,0,0,30,0,0,0,0,0,156,0,103,10,0,31,7,0,0,0,5,0
"Greenwood School District 52, South Carolina","4502400",7401,429,1224,637,719,941,1173,516,236,441,651,434,5410,374,915,480,592,711,781,377,122,339,422,297,1930,55,309,152,127,211,384,117,114,102,229,130,25,0,0,5,0,16,4,0,0,0,0,0,36,0,0,0,0,3,4,22,0,0,0,7
"Hampton School District 1, South Carolina","4502430",13602,843,2649,1116,1516,1828,1973,939,339,516,1096,787,10946,807,2324,849,1120,1365,1672,718,299,388,787,617,2592,36,325,267,386,454,284,201,40,120,309,170,22,0,0,0,2,0,17,0,0,3,0,0,42,0,0,0,8,9,0,20,0,5,0,0
"Hampton School District 2, South Carolina","4502460",7385,506,1018,791,1082,1030,1079,379,160,334,597,409,4683,367,788,476,466,478,700,258,130,263,404,353,2275,130,220,271,475,437,326,99,30,71,164,52,74,9,0,0,37,21,7,0,0,0,0,0,353,0,10,44,104,94,46,22,0,0,29,4
"Horry County School District, South Carolina","4502490",270943,15400,39142,25816,33976,33780,36831,18858,8037,12359,28959,17785,107225,13177,23834,11806,12410,10570,11940,6194,2459,3251,6767,4817,143042,2004,13512,11582,15919,19326,22526,11804,5132,8525,20534,12178,2227,0,300,314,421,475,390,71,30,74,113,39,18449,219,1496,2114,5226,3409,1975,789,416,509,1545,751
"Jasper County School District, South Carolina","4502520",24792,1900,4223,2599,3470,3490,3368,1552,561,694,1745,1190,14515,1575,2693,1501,1452,1684,1995,868,319,362,1131,935,7795,325,1282,815,1149,1020,1260,637,173,288,591,255,68,0,0,0,6,6,0,0,53,3,0,0,2414,0,248,283,863,780,113,47,16,41,23,0
"Kershaw County School District, South Carolina","4502550",61583,4078,10944,4964,6770,7966,9486,4545,2017,1958,5124,3731,41900,3775,8992,3233,4600,4558,5259,2995,1210,1439,3415,2424,17019,265,1611,1541,1781,2806,3620,1340,798,501,1550,1206,859,38,208,36,93,127,324,33,0,0,0,0,1805,0,133,154,296,475,283,177,9,18,159,101
"Lancaster County School District, South Carolina","4502580",76364,5018,12651,6088,9044,10712,10614,4877,2132,3175,7353,4700,46173,3436,8731,3804,4919,6237,6081,3036,1300,1632,3948,3049,27424,1563,3716,2021,3566,3805,4250,1663,759,1388,3245,1448,501,0,58,39,82,49,52,83,26,0,0,112,2266,19,146,224,477,621,231,95,47,155,160,91
"Laurens School District 55, South Carolina","4502610",37133,2465,6199,3100,3740,5204,5610,2602,869,1585,3237,2522,28542,2397,5636,2569,2670,3830,4058,1562,510,1121,2428,1761,7400,68,488,390,658,1273,1290,924,359,411,789,750,170,0,0,29,43,67,14,17,0,0,0,0,1021,0,75,112,369,34,248,99,0,53,20,11
"Laurens School District 56, South Carolina","4502640",19992,1277,3016,2664,2490,1945,2735,1189,663,827,1785,1401,15576,1271,2744,1699,1975,1533,1915,949,479,549,1426,1036,3984,6,256,895,445,333,660,240,179,262,343,365,129,0,7,43,12,13,49,0,5,0,0,0,303,0,9,27,58,66,111,0,0,16,16,0
"Lee County School District, South Carolina","4502670",19160,1074,3201,2058,2469,2228,2971,1398,389,740,1469,1163,15860,1033,2933,1644,1963,1581,2276,1255,295,657,1212,1011,2940,41,268,276,457,585,599,143,94,83,242,152,42,0,0,0,3,26,13,0,0,0,0,0,318,0,0,138,46,36,83,0,0,0,15,0
"Lexington School District 1, South Carolina","4502700",118927,7810,24012,9001,15728,18248,18622,7463,2538,3680,7352,4473,70882,6946,17602,6229,8542,8894,9125,3791,1339,2120,3964,2330,41843,828,5803,2320,5879,7874,8239,3242,1135,1422,3155,1946,1814,0,198,142,302,446,547,123,11,34,0,11,4388,36,409,310,1005,1034,711,307,53,104,233,186
"Lexington School District 2, South Carolina","4502730",63422,4000,8859,7656,9606,7787,8458,4152,1352,2108,5136,4308,40320,3706,7055,4387,5342,4120,4954,2425,885,1299,3523,2624,17011,208,1431,2095,2297,2649,2821,1355,449,702,1423,1581,674,24,41,61,200,62,191,35,14,20,20,6,5417,62,332,1113,1767,956,492,337,4,87,170,97
"Lexington School District 3, South Carolina","4502760",13404,816,2673,849,1415,1636,1887,956,535,485,1138,1014,10591,791,2399,704,1111,1158,1222,680,468,395,746,917,2363,25,230,132,171,388,574,276,50,82,338,97,37,0,0,0,9,0,28,0,0,0,0,0,413,0,44,13,124,90,63,0,17,8,54,0
"Lexington School District 4, South Carolina","4502790",17750,1122,2845,2090,2216,2601,2702,1223,597,573,1272,509,12214,1045,2458,1465,1441,1676,1652,649,263,422,777,366,4450,68,369,384,559,788,733,440,334,151,481,143,8,0,0,0,0,4,0,4,0,0,0,0,1078,9,18,241,216,133,317,130,0,0,14,0
"Lexington School District 5, South Carolina","4502820",91853,6238,17712,6181,10482,13403,14208,6769,2057,3205,6882,4716,49189,5107,12490,3877,5017,5889,6257,3508,884,1553,2670,1937,38170,1048,4606,2043,4750,6503,7164,3018,1031,1569,3818,2620,1351,48,323,140,133,237,316,48,41,3,53,9,3143,35,293,121,582,774,471,195,101,80,341,150
"Marion School District 1, South Carolina","4502850",15080,1245,2549,1480,1718,1896,2211,1141,415,478,1129,818,11747,1071,2259,1142,1218,1262,1653,945,365,373,782,677,3037,129,290,338,418,557,548,177,33,88,318,141,0,0,0,0,0,0,0,0,0,0,0,0,296,45,0,0,82,77,10,19,17,17,29,0
"Marion School District 2, South Carolina","4502880",11704,729,2074,919,1289,1341,1570,976,476,384,1128,818,10078,689,1856,722,1176,1180,1203,819,438,333,981,681,1476,40,199,147,107,155,356,157,20,51,135,109,74,0,19,43,6,6,0,0,0,0,0,0,76,0,0,7,0,0,11,0,18,0,12,28
"Marlboro County School District, South Carolina","4502970",28750,1603,4641,2506,3944,4042,4365,2092,862,860,2307,1528,20350,1089,3595,1846,2515,2468,3201,1538,619,665,1655,1159,7759,514,1026,630,1271,1286,1101,503,243,195,636,354,107,0,0,6,36,56,9,0,0,0,0,0,534,0,20,24,122,232,54,51,0,0,16,15
"McCormick County School District, South Carolina","4503000",10140,342,1093,684,1060,1320,1318,814,331,673,1644,861,5916,210,699,545,716,747,883,506,139,354,770,347,4015,129,384,139,338,549,414,284,152,309,835,482,55,3,0,0,0,14,9,20,0,0,0,9,154,0,10,0,6,10,12,4,40,10,39,23
"Newberry County School District, South Carolina","4503030",37432,2420,6086,3756,4320,4625,5220,2544,1184,1306,3375,2596,28294,2269,5032,2841,2935,3182,3875,2005,856,873,2499,1927,6847,124,808,643,630,910,1041,506,294,382,843,666,178,0,1,6,0,46,99,18,0,8,0,0,2113,27,245,266,755,487,205,15,34,43,33,3
"Oconee County School District, South Carolina","4503060",74038,4171,11377,6210,7801,9035,10377,5415,2395,3176,8462,5619,44100,3430,8467,4377,4699,4906,5614,2736,1303,1681,4174,2713,27230,720,2746,1583,2314,3756,4382,2452,1056,1398,4087,2736,323,14,26,64,13,46,75,47,0,0,29,9,2385,7,138,186,775,327,306,180,36,97,172,161
"Orangeburg School District 3, South Carolina","4503150",20794,1058,4202,1566,2387,1997,2968,1694,367,808,2265,1482,16524,1016,3549,1223,1834,1469,2479,1341,312,643,1537,1121,3893,42,652,342,430,461,390,333,55,149,700,339,56,0,0,0,20,0,3,20,0,0,0,13,321,0,1,1,103,67,96,0,0,16,28,9
"Orangeburg School District 4, South Carolina","4503180",20362,1600,3314,1912,2365,2845,2978,1524,462,690,1473,1199,16113,1558,2939,1417,1587,2216,2248,1062,360,537,1194,995,3749,42,301,492,503,583,657,453,94,141,279,204,43,0,0,0,11,0,22,0,0,10,0,0,457,0,74,3,264,46,51,9,8,2,0,0
"Orangeburg School District 5, South Carolina","4503210",51073,3445,7683,7774,5747,5421,6896,3452,1264,1939,4286,3166,40186,3162,6641,5285,4567,3873,5352,2646,982,1633,3549,2496,9393,283,907,2230,876,1224,1327,699,255,287,671,634,301,0,39,85,75,33,59,10,0,0,0,0,1193,0,96,174,229,291,158,97,27,19,66,36
"Pickens County School District, South Carolina","4503330",119167,6427,17800,22000,13585,14113,15529,7011,2872,3775,9154,6901,74059,5861,13911,12426,7677,7839,8879,4062,1594,2024,5462,4324,39701,426,3434,8601,4500,5322,6132,2682,1160,1593,3402,2449,959,108,113,275,101,109,119,23,16,0,82,13,4448,32,342,698,1307,843,399,244,102,158,208,115
"Richland School District 1, South Carolina","4503360",204798,12241,27912,37592,32543,22791,26646,12465,4430,5751,12032,10395,132817,11003,22837,21356,18339,14211,16285,8013,2760,3525,7815,6673,60874,1124,4221,14408,10684,7199,8874,3966,1430,1998,3712,3258,2844,67,331,450,784,382,442,187,44,41,25,91,8263,47,523,1378,2736,999,1045,299,196,187,480,373
"Richland School District 2, South Carolina","4503390",125211,9081,25047,9645,18476,19811,17804,7360,2755,3711,6964,4557,63125,7095,15761,5406,8075,9072,7667,3002,1171,1340,2687,1849,49247,1742,8064,3093,7562,8251,8102,3424,1271,1977,3547,2214,3244,100,487,468,531,431,569,194,189,94,125,56,9595,144,735,678,2308,2057,1466,740,124,300,605,438
"Saluda County School District, South Carolina","4503460",14784,1071,2458,1448,1513,1725,2104,947,518,498,1599,903,11347,1049,2204,983,754,1421,1611,625,360,414,1238,688,1895,22,211,130,258,114,264,161,138,84,298,215,128,0,13,29,48,23,15,0,0,0,0,0,1414,0,30,306,453,167,214,161,20,0,63,0
"Spartanburg School District 1, South Carolina","4503480",30441,1505,5550,2323,3086,3907,4387,2390,945,1265,2929,2154,19485,1345,4441,1522,1794,2401,2226,1426,595,771,1524,1440,9781,157,946,625,1051,1290,2054,876,326,474,1338,644,154,3,18,4,0,57,6,12,5,17,8,24,1021,0,145,172,241,159,101,76,19,3,59,46
"Spartanburg School District 2, South Carolina","4503510",56708,4593,10029,6012,6767,7878,7481,3526,1367,1875,4672,2508,36606,3806,7863,4032,3975,4266,3911,2064,820,1273,2885,1711,15852,688,1710,1584,1834,2765,2853,1289,332,493,1607,697,324,99,33,11,14,65,50,15,0,37,0,0,3926,0,423,385,944,782,667,158,215,72,180,100
"Spartanburg School District 3, South Carolina","4503540",16282,813,2688,1401,1516,2331,2573,1086,569,584,1515,1206,12553,705,2377,1129,998,1760,1800,735,472,494,1200,883,3492,99,311,230,409,525,762,331,97,90,315,323,24,0,0,0,0,10,0,14,0,0,0,0,213,9,0,42,109,36,11,6,0,0,0,0
"Spartanburg School District 4, South Carolina","4503570",18664,874,3262,1758,1969,2772,3093,1212,567,621,1613,923,13629,842,2870,1310,1435,1748,1949,777,351,480,1198,669,4602,32,377,448,471,896,1036,408,216,134,347,237,35,0,0,0,21,7,0,0,0,0,7,0,398,0,15,0,42,121,108,27,0,7,61,17
"Spartanburg School District 5, South Carolina","4503600",41929,2701,8636,2746,5876,6250,5991,2216,1393,1427,2884,1809,25881,2466,6348,1550,3339,3578,2912,1174,805,677,1845,1187,12777,183,1947,844,1915,2082,2422,834,511,573,937,529,338,46,29,22,27,83,99,5,0,27,0,0,2933,6,312,330,595,507,558,203,77,150,102,93
"Spartanburg School District 6, South Carolina","4503630",59270,4096,10983,6064,7775,8132,8722,3719,1399,1856,3951,2573,35979,3481,7949,3938,4075,4172,4543,1946,883,1004,2383,1605,17877,525,2555,1661,2358,2637,3250,1414,450,691,1473,863,407,53,0,49,96,54,79,52,16,0,0,8,5007,37,479,416,1246,1269,850,307,50,161,95,97
"Spartanburg School District 7, South Carolina","4503660",54214,3845,8106,6778,6013,6350,7904,3626,1229,1624,4102,4637,36497,3510,6083,4859,3902,3875,4690,2368,731,996,2553,2930,14912,312,1845,1541,1451,1937,2788,1051,447,541,1374,1625,298,10,5,52,64,24,97,46,0,0,0,0,2507,13,173,326,596,514,329,161,51,87,175,82
"Union County School District, South Carolina","4503750",28804,1702,4849,2307,3016,3635,4486,2023,905,1073,2674,2134,23938,1635,4475,1982,2265,2854,3515,1649,725,912,2189,1737,4645,67,363,313,716,735,919,374,169,150,470,369,51,0,11,12,20,0,8,0,0,0,0,0,170,0,0,0,15,46,44,0,11,11,15,28
"Williamsburg County School District, South Carolina","4503780",34361,2037,6033,2945,3964,4269,4950,2725,900,1379,2964,2195,28492,1941,5163,1932,2906,3205,4228,2332,867,1178,2652,2088,5348,96,838,946,883,918,644,376,33,201,306,107,145,0,0,34,47,30,29,5,0,0,0,0,376,0,32,33,128,116,49,12,0,0,6,0
"York School District 1, South Carolina","4503810",31234,2247,5363,2752,3944,4677,4782,2108,625,956,2331,1449,17264,1650,3153,1696,2190,2468,2155,995,395,460,1322,780,12817,597,2195,990,1462,1952,2308,1010,228,493,954,628,37,0,0,0,13,13,11,0,0,0,0,0,1116,0,15,66,279,244,308,103,2,3,55,41
"York School District 2, South Carolina","4503840",33507,2162,6134,2126,3625,5188,5171,2775,992,921,2523,1890,8946,885,1958,758,826,1056,962,824,153,142,794,588,23430,1240,4052,1357,2592,3937,3924,1872,817,744,1649,1246,319,0,91,0,33,73,94,28,0,0,0,0,812,37,33,11,174,122,191,51,22,35,80,56
