"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Florence School District 2, South Carolina","4502160",5868,875,4993,1089,844,1039,878,724,203,93,123,4917,729,4188,894,708,854,751,614,176,71,120,648,98,550,150,118,112,67,61,17,22,3,12,0,12,0,0,0,8,4,0,0,0,291,48,243,45,18,73,52,45,10,0,0
"Florence School District 3, South Carolina","4502190",15260,2339,12921,3995,1846,2471,1909,1261,649,259,531,12950,1900,11050,3410,1615,2162,1611,1021,503,259,469,2128,414,1714,559,218,275,288,202,113,0,59,69,8,61,13,0,6,8,12,22,0,0,113,17,96,13,13,28,2,26,11,0,3
"Florence School District 4, South Carolina","4502220",5236,931,4305,1131,653,931,683,449,204,96,158,4254,787,3467,978,467,748,657,290,160,75,92,648,82,566,120,107,67,19,140,43,21,49,26,11,15,0,8,0,7,0,0,0,0,308,51,257,33,71,116,0,19,1,0,17
"Florence School District 5, South Carolina","4502250",4193,607,3586,1064,412,666,541,359,293,124,127,3690,513,3177,991,377,596,469,304,234,111,95,446,75,371,68,29,70,65,55,49,13,22,11,0,11,5,6,0,0,0,0,0,0,46,19,27,0,0,0,7,0,10,0,10
"Georgetown County School District, South Carolina","4502280",49675,7245,42430,10601,5239,7914,5269,5262,3142,1030,3973,28556,4801,23755,7071,3259,4862,2809,2371,1434,466,1483,19413,2174,17239,3220,1799,2696,2239,2718,1702,505,2360,330,44,286,26,0,18,130,63,6,23,20,1376,226,1150,284,181,338,91,110,0,36,110
"Greenville County School District, South Carolina","4502310",374207,52529,321678,67595,36582,55957,43404,43590,27061,10692,36797,179295,26547,152748,35343,19429,27541,22219,20702,11559,4625,11330,154686,18241,136445,25753,12798,20254,17202,19681,13476,5258,22023,4450,357,4093,1037,195,722,402,650,433,100,554,35776,7384,28392,5462,4160,7440,3581,2557,1593,709,2890
"Greenwood School District 50, South Carolina","4502340",46972,6436,40536,9257,5651,7694,6424,5123,2912,917,2558,32833,4562,28271,6427,4221,5363,4443,3715,1981,648,1473,11205,1249,9956,2360,1222,1778,1516,1222,697,190,971,413,63,350,30,46,25,64,121,27,26,11,2521,562,1959,440,162,528,401,65,207,53,103
"Greenwood School District 51, South Carolina","4502370",5818,948,4870,1219,813,1104,629,555,271,145,134,4441,784,3657,954,613,825,462,387,243,50,123,1256,138,1118,233,184,279,137,151,28,95,11,30,0,30,0,0,0,20,10,0,0,0,91,26,65,32,16,0,10,7,0,0,0
"Greenwood School District 52, South Carolina","4502400",6066,839,5227,1077,729,996,807,746,449,167,256,4335,618,3717,737,509,784,630,522,297,109,129,1670,218,1452,303,212,203,173,224,152,58,127,25,0,25,16,0,9,0,0,0,0,0,36,3,33,21,8,0,4,0,0,0,0
"Hampton School District 1, South Carolina","4502430",10695,1650,9045,2225,1267,1519,1369,1375,687,164,439,8321,1295,7026,1891,909,1104,1137,1035,527,102,321,2310,324,1986,334,352,410,214,340,156,62,118,22,5,17,0,3,0,12,0,2,0,0,42,26,16,0,3,5,6,0,2,0,0
"Hampton School District 2, South Carolina","4502460",6264,1434,4830,1715,609,968,598,471,275,60,134,3860,763,3097,985,442,626,406,294,217,37,90,1996,490,1506,661,150,247,175,177,43,23,30,65,43,22,22,0,0,0,0,0,0,0,343,138,205,47,17,95,17,0,15,0,14
"Horry County School District, South Carolina","4502490",225530,23626,201904,42798,25651,41549,29769,28475,14857,5076,13729,74955,9796,65159,16968,8653,13430,9454,7518,4025,1570,3541,131361,10764,120597,21982,14631,23773,18159,19262,9982,3336,9472,2054,368,1686,406,186,318,215,414,54,54,39,17160,2698,14462,3442,2181,4028,1941,1281,796,116,677
"Jasper County School District, South Carolina","4502520",19667,3407,16260,3729,2366,3693,2333,2356,990,202,591,10818,2120,8698,2071,1260,1886,1258,1394,586,111,132,6559,903,5656,1092,861,1211,775,875,325,85,432,68,0,68,3,6,43,3,3,0,0,10,2222,384,1838,563,239,553,297,84,79,6,17
"Kershaw County School District, South Carolina","4502550",49214,7249,41965,8920,4975,7750,6242,6027,4004,1276,2771,31226,5062,26164,5975,3296,4612,4137,3618,2301,741,1484,15588,1705,13883,2550,1513,2524,1866,2141,1554,523,1212,665,59,606,109,39,183,78,106,80,0,11,1735,423,1312,286,127,431,161,162,69,12,64
"Lancaster County School District, South Carolina","4502580",61627,10156,51471,11559,6719,9674,7349,6897,4497,1679,3097,36187,6785,29402,7134,4689,5653,4168,3468,2523,547,1220,22884,2849,20035,3853,1821,3698,2896,3184,1831,1038,1714,443,138,305,180,9,65,18,8,19,0,6,2113,384,1729,392,200,258,267,237,124,94,157
"Laurens School District 55, South Carolina","4502610",30066,3848,26218,6012,3547,5235,3923,3547,1975,736,1243,21928,2877,19051,4565,2505,3902,3026,2512,1186,506,849,6973,777,6196,1348,874,1070,791,900,611,216,386,170,0,170,5,24,10,0,58,59,14,0,995,194,801,94,144,253,106,77,119,0,8
"Laurens School District 56, South Carolina","4502640",16410,1700,14710,4203,1908,3060,2036,1657,1016,244,586,12184,1225,10959,3031,1453,2362,1667,1272,728,125,321,3797,410,3387,1046,400,605,369,329,256,117,265,129,39,90,64,0,6,0,13,5,2,0,300,26,274,62,55,87,0,43,27,0,0
"Lee County School District, South Carolina","4502670",15640,3558,12082,3647,1798,2807,1416,1141,727,250,296,12624,2856,9768,3127,1441,2155,1165,865,635,196,184,2656,623,2033,511,320,484,251,272,92,54,49,42,25,17,9,0,4,0,4,0,0,0,318,54,264,0,37,164,0,0,0,0,63
"Lexington School District 1, South Carolina","4502700",92713,11022,81691,14186,7368,11958,11080,14784,9232,3282,9801,50076,6507,43569,8057,4062,6104,6296,8322,4738,1593,4397,36816,3667,33149,5198,2724,4776,4127,5896,3872,1546,5010,1742,263,1479,237,119,287,185,166,316,92,77,4079,585,3494,694,463,791,472,400,306,51,317
"Lexington School District 2, South Carolina","4502730",52600,6158,46442,8422,5144,10020,7129,7261,4084,1370,3012,31119,3678,27441,5602,2973,5486,4354,4238,2406,694,1688,15758,1657,14101,2293,1529,2536,2192,2459,1437,532,1123,628,79,549,64,51,77,127,77,80,41,32,5095,744,4351,463,591,1921,456,487,161,103,169
"Lexington School District 3, South Carolina","4502760",10352,1217,9135,1942,1224,1839,1197,1309,775,292,557,7795,812,6983,1405,945,1494,932,998,579,226,404,2138,262,1876,468,193,309,240,282,165,66,153,37,24,13,0,9,0,0,4,0,0,0,382,119,263,69,77,36,25,25,31,0,0
"Lexington School District 4, South Carolina","4502790",14658,2486,12172,2512,1588,2480,2124,1720,1143,338,267,9376,1709,7667,1817,1084,1296,1359,1084,605,268,154,4205,617,3588,562,486,765,724,602,297,70,82,8,0,8,0,0,0,0,0,8,0,0,1069,160,909,133,18,419,41,34,233,0,31
"Lexington School District 5, South Carolina","4502820",72192,7224,64968,9444,5106,8824,8908,10946,8454,3055,10231,34448,3867,30581,5083,2299,4416,3844,5443,3874,1349,4273,33794,2780,31014,3838,2483,4040,4645,4903,4065,1620,5420,1024,54,970,139,94,43,51,179,195,40,229,2926,523,2403,384,230,325,368,421,320,46,309
"Marion School District 1, South Carolina","4502850",11785,1862,9923,2772,1728,1946,1089,1040,717,167,464,8813,1423,7390,2327,1391,1390,722,766,443,85,266,2721,398,2323,417,303,506,343,227,247,82,198,0,0,0,0,0,0,0,0,0,0,0,251,41,210,28,34,50,24,47,27,0,0
"Marion School District 2, South Carolina","4502880",9493,1500,7993,2089,1435,1542,1258,874,370,54,371,8018,1212,6806,1696,1209,1365,1060,787,303,46,340,1336,252,1084,371,169,164,198,87,67,8,20,63,29,34,22,11,1,0,0,0,0,0,76,7,69,0,46,12,0,0,0,0,11
"Marlboro County School District, South Carolina","4502970",23654,6112,17542,5002,2888,3930,2122,2043,829,242,486,16607,3975,12632,3814,2131,2938,1487,1396,425,199,242,6426,1792,4634,1103,700,967,618,626,395,43,182,107,52,55,14,15,10,5,11,0,0,0,514,293,221,71,42,15,12,10,9,0,62
"McCormick County School District, South Carolina","4503000",8935,1787,7148,1702,824,1512,1020,987,656,144,303,5171,1195,3976,1101,569,925,622,436,210,41,72,3568,566,3002,544,240,572,371,525,433,103,214,52,4,48,6,10,0,19,6,3,0,4,144,22,122,51,5,15,8,20,10,0,13
"Newberry County School District, South Carolina","4503030",30263,4014,26249,5385,3403,5029,4278,4097,1937,530,1590,22027,2711,19316,4172,2660,3596,3281,2903,1426,304,974,6147,691,5456,1100,582,962,660,923,461,226,542,177,17,160,0,0,44,47,69,0,0,0,1912,595,1317,113,161,427,290,202,50,0,74
"Oconee County School District, South Carolina","4503060",61199,8105,53094,12277,7208,9455,7046,6921,4234,1650,4303,34223,5031,29192,7538,4537,5281,4142,3356,2145,757,1436,24409,2585,21824,4371,2358,3718,2539,3355,1943,809,2731,289,46,243,28,79,37,30,33,26,0,10,2278,443,1835,340,234,419,335,177,120,84,126
"Orangeburg School District 3, South Carolina","4503150",16697,2996,13701,4711,1917,2341,2000,1154,842,326,410,12965,2402,10563,3847,1504,1797,1484,886,597,187,261,3356,587,2769,811,353,448,443,228,239,98,149,56,0,56,45,2,2,7,0,0,0,0,320,7,313,8,58,94,66,40,6,41,0
"Orangeburg School District 4, South Carolina","4503180",16241,2758,13483,3206,1657,2757,1939,1922,1004,240,758,12290,2145,10145,2562,1258,1914,1590,1389,667,188,577,3499,428,3071,625,385,676,333,482,337,52,181,43,0,43,17,0,10,16,0,0,0,0,409,185,224,2,14,157,0,51,0,0,0
"Orangeburg School District 5, South Carolina","4503210",41747,7681,34066,9926,4482,5772,4437,4050,2531,912,1956,31682,5423,26259,7729,3582,4577,3404,3196,1849,646,1276,8668,1986,6682,1940,784,1056,944,662,538,255,503,271,35,236,74,0,18,25,51,46,0,22,1126,237,889,183,116,121,64,141,98,11,155
"Pickens County School District, South Carolina","4503330",99184,12687,86497,25483,10983,14959,10620,10343,6198,2453,5458,57387,7809,49578,14544,6931,8880,6659,5579,3161,1471,2353,36938,4013,32925,9705,3595,5235,3468,4375,2826,894,2827,738,89,649,162,98,121,128,56,16,28,40,4121,776,3345,1072,359,723,365,333,195,60,238
"Richland School District 1, South Carolina","4503360",171876,23570,148306,41108,17897,24810,19518,19209,10337,3944,11483,104497,15913,88584,25107,11535,15566,12357,11218,5515,1987,5299,56893,6158,50735,14177,5142,7254,6032,6776,4238,1705,5411,2512,318,2194,444,297,308,273,399,165,92,216,7974,1181,6793,1380,923,1682,856,816,419,160,557
"Richland School District 2, South Carolina","4503390",96403,10112,86291,15482,6995,11903,12971,13388,9342,3786,12424,43923,4843,39080,7940,3362,5790,6378,5978,3588,1566,4478,40941,3719,37222,5730,2469,4183,5312,6073,4924,1776,6755,2698,256,2442,510,200,322,287,389,319,76,339,8841,1294,7547,1302,964,1608,994,948,511,368,852
"Saluda County School District, South Carolina","4503460",11832,1827,10005,2323,1453,1795,1457,1367,734,265,611,8627,1204,7423,1789,1006,1191,1139,1004,665,199,430,1684,262,1422,374,194,328,124,121,69,66,146,115,12,103,0,14,55,10,9,0,0,15,1406,349,1057,160,239,221,184,233,0,0,20
"Spartanburg School District 1, South Carolina","4503480",24776,3413,21363,4998,3042,3987,2758,2917,1698,600,1363,14829,2477,12352,2835,1984,2475,1708,1705,839,226,580,8871,766,8105,1688,927,1434,961,1132,855,359,749,149,16,133,21,29,11,0,57,0,15,0,927,154,773,454,102,67,89,23,4,0,34
"Spartanburg School District 2, South Carolina","4503510",44338,5564,38774,8625,4427,6829,5216,6393,3564,1033,2687,26681,3295,23386,5832,2587,4029,3269,3792,2110,610,1157,13799,1479,12320,2156,1423,2138,1438,2078,1317,409,1361,207,14,193,34,15,9,27,52,13,3,40,3651,776,2875,603,402,653,482,471,124,11,129
"Spartanburg School District 3, South Carolina","4503540",13520,1734,11786,2977,2040,2113,1734,1295,951,185,491,10118,1351,8767,2420,1500,1515,1207,996,680,101,348,3174,358,2816,516,524,567,497,263,250,70,129,24,0,24,0,0,0,0,0,10,14,0,204,25,179,41,16,31,30,36,11,0,14
"Spartanburg School District 4, South Carolina","4503570",15325,3192,12133,2667,1778,2477,1837,1823,753,185,613,10665,2462,8203,1893,1382,1710,1088,1210,453,108,359,4242,677,3565,658,379,704,689,569,275,77,214,35,7,28,0,0,17,4,0,7,0,0,383,46,337,116,17,46,56,44,18,0,40
"Spartanburg School District 5, South Carolina","4503600",32505,4413,28092,5002,3127,4836,4357,4153,2861,929,2827,18408,2601,15807,3017,1900,2941,2255,2415,1640,414,1225,11080,1387,9693,1349,981,1237,1701,1520,1090,441,1374,263,13,250,127,7,41,21,17,15,0,22,2754,412,2342,509,239,617,380,201,116,74,206
"Spartanburg School District 6, South Carolina","4503630",46847,6501,40346,9032,4739,7418,5550,5365,3378,1362,3502,26151,3405,22746,5241,2760,4439,3170,2920,1995,764,1457,15627,2116,13511,2974,1387,2012,1763,2069,1126,475,1705,354,26,328,47,19,31,115,22,42,19,33,4715,954,3761,770,573,936,502,354,215,104,307
"Spartanburg School District 7, South Carolina","4503660",44404,5524,38880,11010,5267,6863,5214,4615,2533,669,2709,28414,3560,24854,7663,3708,4320,3246,2929,1534,352,1102,13331,1508,11823,2852,1360,1957,1539,1494,846,317,1458,283,0,283,117,68,38,6,26,6,0,22,2376,456,1920,378,131,548,423,166,147,0,127
"Union County School District, South Carolina","4503750",23477,2991,20486,4993,3041,4449,2899,2468,1486,445,705,18952,2381,16571,4199,2524,3510,2507,1862,1128,341,500,4304,573,3731,767,479,869,387,567,353,104,205,51,23,28,18,0,10,0,0,0,0,0,170,14,156,9,38,60,5,39,5,0,0
"Williamsburg County School District, South Carolina","4503780",27851,5975,21876,6997,3639,4400,2478,2208,1173,321,660,22597,4048,18549,5818,2889,3768,2271,1969,985,255,594,4757,1661,3096,1065,718,613,180,220,188,66,46,145,64,81,62,0,19,0,0,0,0,0,352,202,150,52,32,0,27,19,0,0,20
"York School District 1, South Carolina","4503810",24674,3634,21040,4405,2998,4206,3307,2737,1636,419,1332,12994,1867,11127,2310,1687,2369,1693,1400,794,214,660,10542,1679,8863,1851,1163,1671,1438,1212,768,157,603,37,0,37,4,0,12,10,11,0,0,0,1101,88,1013,240,148,154,166,114,74,48,69
"York School District 2, South Carolina","4503840",26518,3285,23233,4230,2511,3322,2907,3519,2366,908,3470,6443,964,5479,1096,783,922,727,877,329,170,575,19030,2126,16904,3026,1642,2300,1968,2551,1884,722,2811,303,106,197,26,0,18,44,9,91,9,0,742,89,653,82,86,82,168,82,62,7,84
"York School District 3, South Carolina","4503870",89153,10971,78182,17532,8590,13594,11281,11504,6741,2665,6275,45601,6430,39171,9227,4717,7402,5759,5718,3228,991,2129,38583,3926,34657,7515,3407,4939,5001,5253,3177,1515,3850,668,26,642,117,95,69,86,122,79,56,18,4301,589,3712,673,371,1184,435,411,257,103,278
"York School District 4, South Carolina","4503900",38290,5211,33079,4812,2396,4183,3674,5383,3662,1270,7699,6386,719,5667,885,521,831,550,1192,610,372,706,27723,3753,23970,3540,1655,2415,2750,3706,2843,841,6220,654,84,570,59,32,62,20,83,46,22,246,3527,655,2872,328,188,875,354,402,163,35,527
"Sumter County Consolidated School District, South Carolina","4503902",84492,13814,70678,15664,9522,13535,10272,9924,5259,1882,4620,52025,9240,42785,10567,6872,8686,5991,5753,2437,913,1566,27361,3504,23857,4050,2321,3765,3799,3745,2558,883,2736,1609,311,1298,232,99,289,142,156,165,39,176,3497,759,2738,815,230,795,340,270,99,47,142
"School District Not Defined, South Carolina","4599997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of South Carolina, South Carolina","4599999",13482,388,13094,5219,1749,2893,1421,971,221,154,466,1030,181,849,300,92,142,125,22,24,35,109,11002,163,10839,4403,1398,2469,1162,820,168,119,300,618,10,608,236,139,135,59,39,0,0,0,832,34,798,280,120,147,75,90,29,0,57
