"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Bamberg School District 1, South Carolina","4500930",5568,1025,1722,1902,638,281,4191,877,1329,1266,492,227,1205,103,368,608,112,14,37,0,16,21,0,0,135,45,9,7,34,40
"Bamberg School District 2, South Carolina","4500960",4659,1305,1212,1304,574,264,3721,1124,858,1128,431,180,869,169,303,176,143,78,0,0,0,0,0,0,69,12,51,0,0,6
"Barnwell School District 19, South Carolina","4501020",3843,732,1881,838,247,145,3070,550,1622,645,164,89,661,118,235,186,66,56,0,0,0,0,0,0,112,64,24,7,17,0
"Barnwell School District 29, South Carolina","4501050",3437,876,1119,1031,276,135,2666,646,786,883,244,107,771,230,333,148,32,28,0,0,0,0,0,0,0,0,0,0,0,0
"Barnwell School District 45, South Carolina","4501080",7327,1447,2867,2035,759,219,5223,1260,2015,1227,546,175,1935,183,809,719,180,44,85,0,22,63,0,0,84,4,21,26,33,0
"Beaufort County School District, South Carolina","4501110",111373,10197,27635,32266,25172,16103,21690,3266,8174,5506,2881,1863,75223,3411,15005,23344,20454,13009,1482,130,437,467,355,93,12978,3390,4019,2949,1482,1138
"Berkeley County School District, South Carolina","4501170",115452,15897,38109,37770,15872,7804,50669,8856,19189,15121,4963,2540,54294,4332,16321,19687,9293,4661,1874,200,526,648,364,136,8615,2509,2073,2314,1252,467
"Calhoun County School District, South Carolina","4501250",10618,1655,3839,3257,1398,469,7953,1185,3105,2381,1057,225,2447,356,723,845,288,235,19,0,11,8,0,0,199,114,0,23,53,9
"Charleston County School District, South Carolina","4501440",236915,28864,51792,65216,58139,32904,107561,19226,30071,29369,18945,9950,110800,5571,17772,31985,35407,20065,2855,152,444,1008,854,397,15699,3915,3505,2854,2933,2492
"Cherokee County School District, South Carolina","4501500",34593,8825,13047,8369,3196,1156,23136,6020,9293,5207,1911,705,10193,2281,3526,2865,1124,397,295,104,40,95,33,23,969,420,188,202,128,31
"Chester County School District, South Carolina","4501530",22268,5039,8684,6075,1768,702,16076,3941,6694,4051,1008,382,5823,1039,1935,1907,696,246,55,0,11,33,11,0,314,59,44,84,53,74
"Chesterfield County School District, South Carolina","4501560",30898,8175,11569,7449,2471,1234,21006,5768,8062,5177,1330,669,9032,2018,3238,2200,1087,489,31,2,15,10,0,4,829,387,254,62,54,72
"Clarendon School District 1, South Carolina","4501740",6698,1692,2421,1638,591,356,4769,1439,1649,1108,397,176,1877,230,749,530,194,174,19,7,12,0,0,0,33,16,11,0,0,6
"Clarendon School District 2, South Carolina","4501770",12446,2767,4597,3232,1196,654,8442,2217,3018,1987,813,407,3776,460,1495,1212,383,226,33,0,12,21,0,0,195,90,72,12,0,21
"Clarendon School District 3, South Carolina","4501800",4296,1085,1788,979,303,141,3358,865,1442,708,226,117,746,110,317,218,77,24,18,18,0,0,0,0,174,92,29,53,0,0
"Colleton County School District, South Carolina","4501830",26071,6080,9703,6719,2078,1491,18451,4302,6969,4888,1416,876,7014,1500,2507,1800,644,563,33,0,24,0,7,2,573,278,203,31,11,50
"Darlington County School District, South Carolina","4501860",45872,9986,16858,11671,5189,2168,35835,8291,13981,8639,3752,1172,8985,1329,2593,2909,1384,770,197,72,75,40,10,0,855,294,209,83,43,226
"Dillon School District 1, South Carolina","4501890",3418,853,1270,871,337,87,2831,698,1047,725,281,80,563,135,223,142,56,7,4,0,0,4,0,0,20,20,0,0,0,0
"Dillon School District 2, South Carolina","4501920",11625,3890,4398,2528,518,291,8961,2997,3573,1852,379,160,2149,540,671,676,137,125,26,9,17,0,0,0,489,344,137,0,2,6
"Dillon School District 3, South Carolina","4501950",5334,1386,2298,1276,239,135,4385,1209,1937,981,175,83,869,148,322,287,62,50,8,0,0,8,0,0,72,29,39,0,2,2
"Dorchester School District 2, South Carolina","4502010",76244,6976,21346,27977,12750,7195,27987,3443,9077,9787,3485,2195,41886,2417,10601,16238,8343,4287,1645,237,339,763,142,164,4726,879,1329,1189,780,549
"Edgefield County School District, South Carolina","4502070",18904,3540,6912,5255,2077,1120,8481,1912,3598,2041,673,257,9192,1009,2957,3097,1372,757,112,16,40,29,0,27,1119,603,317,88,32,79
"Fairfield County School District, South Carolina","4502100",16469,3278,6548,4161,1573,909,12801,2722,5261,3104,1084,630,3406,502,1251,995,380,278,110,9,0,62,39,0,152,45,36,0,70,1
"Florence School District 1, South Carolina","4502130",63831,8731,20112,18950,9972,6066,41349,6904,13946,11985,5764,2750,19893,1484,5397,6540,3691,2781,522,51,152,74,157,88,2067,292,617,351,360,447
"Florence School District 2, South Carolina","4502160",4891,1278,2158,938,314,203,4137,1099,1721,865,274,178,532,40,359,73,35,25,4,0,4,0,0,0,218,139,74,0,5,0
"Florence School District 3, South Carolina","4502190",12952,3804,4692,3097,989,370,11016,3392,4010,2662,700,252,1772,343,667,427,252,83,61,19,12,8,0,22,103,50,3,0,37,13
"Florence School District 4, South Carolina","4502220",4563,1302,1834,954,311,162,3637,965,1493,812,260,107,610,125,256,132,42,55,20,0,7,5,8,0,296,212,78,5,1,0
"Florence School District 5, South Carolina","4502250",3580,643,1461,1039,214,223,3127,586,1391,813,145,192,407,42,59,226,49,31,11,0,11,0,0,0,35,15,0,0,20,0
"Georgetown County School District, South Carolina","4502280",43048,6571,14318,12318,5961,3880,23823,4685,9261,6477,1780,1620,17789,1257,4830,5597,4002,2103,317,39,45,111,63,59,1119,590,182,133,116,98
"Greenville County School District, South Carolina","4502310",311248,46427,83059,87122,62160,32480,144711,26486,47126,39210,21798,10091,132639,9475,28603,41255,34615,18691,3661,334,972,1052,929,374,30237,10132,6358,5605,4818,3324
"Greenwood School District 50, South Carolina","4502340",38032,7971,11465,9820,6102,2674,26220,5634,8561,6877,3720,1428,9379,1265,2450,2657,1982,1025,337,0,22,128,71,116,2096,1072,432,158,329,105
"Greenwood School District 51, South Carolina","4502370",4854,1213,1595,1580,385,81,3683,949,1266,1098,300,70,1098,243,297,462,85,11,30,0,10,20,0,0,43,21,22,0,0,0
"Greenwood School District 52, South Carolina","4502400",5111,711,1894,1586,668,252,3641,526,1467,1080,475,93,1414,153,423,486,193,159,20,0,0,20,0,0,36,32,4,0,0,0
"Hampton School District 1, South Carolina","4502430",8994,1830,3512,2560,784,308,6966,1649,2753,1752,586,226,1964,168,745,788,184,79,22,0,5,5,12,0,42,13,9,15,2,3
"Hampton School District 2, South Carolina","4502460",5070,1578,2007,1000,331,154,3052,1034,1255,477,203,83,1654,363,652,468,114,57,65,15,14,22,7,7,299,166,86,33,7,7
"Horry County School District, South Carolina","4502490",190585,24145,62890,61208,28407,13935,58408,10759,19799,17506,7142,3202,115944,8999,37997,39926,19356,9666,1613,136,467,631,233,146,14620,4251,4627,3145,1676,921
"Jasper County School District, South Carolina","4502520",16070,3575,6603,3947,1410,535,8746,1969,4087,1919,488,283,5373,681,2025,1708,734,225,68,0,55,3,10,0,1883,925,436,317,178,27
"Kershaw County School District, South Carolina","4502550",41597,6712,14445,12716,4981,2743,25900,4830,9498,7438,2652,1482,13602,1312,4249,4844,2130,1067,577,25,295,153,66,38,1518,545,403,281,133,156
"Lancaster County School District, South Carolina","4502580",52607,9639,17738,15512,6779,2939,30202,6973,11438,8034,2644,1113,20124,2085,5706,6943,3764,1626,404,41,198,86,44,35,1877,540,396,449,327,165
"Laurens School District 55, South Carolina","4502610",25369,5646,9186,7288,2428,821,17940,4115,6752,5075,1531,467,6454,1049,2252,2066,790,297,141,0,0,58,68,15,834,482,182,89,39,42
"Laurens School District 56, South Carolina","4502640",13035,3370,4340,2897,1524,904,9862,2818,3563,2076,822,583,2827,476,705,755,641,250,79,0,13,6,42,18,267,76,59,60,19,53
"Lee County School District, South Carolina","4502670",12827,3756,4946,3098,602,425,10250,3192,4046,2286,442,284,2355,455,888,756,141,115,42,11,12,8,0,11,180,98,0,48,19,15
"Lexington School District 1, South Carolina","4502700",78104,8133,21328,26109,14985,7549,40105,4676,12607,12802,7016,3004,32892,2114,7574,12198,7243,3763,1474,105,404,582,284,99,3633,1238,743,527,442,683
"Lexington School District 2, South Carolina","4502730",42907,6350,13562,12900,6522,3573,25172,3496,9087,7467,3470,1652,13277,1138,3407,4693,2595,1444,548,19,116,210,126,77,3910,1697,952,530,331,400
"Lexington School District 3, South Carolina","4502760",9066,1645,3574,2757,741,349,6697,1245,2768,2034,431,219,1976,253,679,672,285,87,37,0,33,0,0,4,356,147,94,51,25,39
"Lexington School District 4, South Carolina","4502790",11693,2661,4797,3300,656,279,7246,1795,3023,1774,450,204,3629,605,1521,1228,206,69,8,0,8,0,0,0,810,261,245,298,0,6
"Lexington School District 5, South Carolina","4502820",61722,2923,12142,19843,17052,9762,27715,1405,6411,8385,7854,3660,30473,1212,5212,10210,8296,5543,840,11,90,344,224,171,2694,295,429,904,678,388
"Marion School District 1, South Carolina","4502850",9806,1726,4210,2486,918,466,7275,1402,3182,1850,541,300,2280,241,951,545,377,166,0,0,0,0,0,0,251,83,77,91,0,0
"Marion School District 2, South Carolina","4502880",7982,1727,3378,2033,580,264,6811,1455,2861,1805,476,214,1090,244,482,227,93,44,12,0,5,1,6,0,69,28,30,0,5,6
"Marlboro County School District, South Carolina","4502970",20000,5935,7853,4251,1219,742,13820,4358,5600,2797,663,402,5589,1346,2076,1349,520,298,101,43,22,36,0,0,490,188,155,69,36,42
"McCormick County School District, South Carolina","4503000",8021,1767,2259,2506,841,648,4462,1386,1353,1347,279,97,3363,366,835,1103,525,534,52,0,19,24,9,0,144,15,52,32,28,17
"Newberry County School District, South Carolina","4503030",25170,6048,8065,6285,3141,1631,18152,4410,6085,4573,2162,922,5272,780,1548,1437,899,608,171,0,65,93,0,13,1575,858,367,182,80,88
"Oconee County School District, South Carolina","4503060",52280,9136,17211,14659,6676,4598,27826,6663,10433,6970,2251,1509,22181,1824,6324,7087,4238,2708,219,24,56,102,19,18,2054,625,398,500,168,363
"Orangeburg School District 3, South Carolina","4503150",13968,4206,5075,3156,969,562,10736,3529,3877,2218,702,410,2857,515,1016,924,254,148,56,20,27,9,0,0,319,142,155,5,13,4
"Orangeburg School District 4, South Carolina","4503180",13536,2461,5696,3562,1386,431,10199,1939,4395,2609,932,324,2914,407,1130,816,454,107,43,11,16,16,0,0,380,104,155,121,0,0
"Orangeburg School District 5, South Carolina","4503210",32171,5899,10937,8054,4060,3221,25098,4907,9010,6103,3033,2045,5973,691,1787,1856,843,796,177,0,41,27,69,40,923,301,99,68,115,340
"Pickens County School District, South Carolina","4503330",72940,12944,22251,20992,9813,6940,41861,9360,14691,11702,4182,1926,27240,3117,6886,8523,4936,3778,463,47,123,154,96,43,3376,420,551,613,599,1193
"Richland School District 1, South Carolina","4503360",127053,17756,31460,36064,25127,16646,77621,13469,21756,22030,13939,6427,41121,3023,8083,12297,9452,8266,1996,71,524,692,486,223,6315,1193,1097,1045,1250,1730
"Richland School District 2, South Carolina","4503390",81438,6202,15725,28178,18532,12801,34863,2788,8028,11940,7354,4753,36348,1330,5753,13430,9484,6351,2189,161,366,809,569,284,8038,1923,1578,1999,1125,1413
"Saluda County School District, South Carolina","4503460",9807,2251,4006,2328,887,335,7111,1267,3086,1837,718,203,1532,103,769,403,125,132,86,48,0,29,9,0,1078,833,151,59,35,0
"Spartanburg School District 1, South Carolina","4503480",21063,4294,7499,5871,2430,969,12177,2807,4702,3148,1055,465,8053,990,2676,2591,1316,480,129,36,0,56,32,5,704,461,121,76,27,19
"Spartanburg School District 2, South Carolina","4503510",36074,6520,11514,10817,5003,2220,20905,4139,6857,6401,2571,937,11870,1296,3685,3673,2077,1139,181,0,65,50,43,23,3118,1085,907,693,312,121
"Spartanburg School District 3, South Carolina","4503540",11380,2669,3934,3328,965,484,8342,2121,3068,2356,516,281,2852,464,817,949,444,178,24,0,10,0,0,14,162,84,39,23,5,11
"Spartanburg School District 4, South Carolina","4503570",12770,3287,4674,3085,1018,706,8607,2369,3328,1998,599,313,3745,743,1282,1008,389,323,35,0,7,21,0,7,383,175,57,58,30,63
"Spartanburg School District 5, South Carolina","4503600",27846,4016,8426,9471,4137,1796,15517,2476,5301,5080,1980,680,9803,948,2274,3890,1756,935,241,78,69,51,13,30,2285,514,782,450,388,151
"Spartanburg School District 6, South Carolina","4503630",38127,6774,10690,11281,6034,3348,20611,3870,6211,6174,2911,1445,13136,1204,3409,4238,2683,1602,305,61,24,87,89,44,4075,1639,1046,782,351,257
"Spartanburg School District 7, South Carolina","4503660",35485,6778,9188,10351,5118,4050,22045,4956,6464,6181,2614,1830,11214,1092,2374,3554,2259,1935,231,0,0,187,44,0,1995,730,350,429,201,285
"Union County School District, South Carolina","4503750",19946,4629,7310,5561,1598,848,15846,3878,5914,4429,1052,573,3902,751,1294,1071,532,254,28,0,10,10,8,0,170,0,92,51,6,21
"Williamsburg County School District, South Carolina","4503780",23346,5353,9520,5604,1757,1112,19456,4478,8055,4479,1587,857,3468,681,1320,1061,157,249,111,35,48,28,0,0,311,159,97,36,13,6
"York School District 1, South Carolina","4503810",20872,4461,7981,5469,1980,981,10765,2694,3705,2808,1082,476,9035,1538,3855,2533,705,404,37,0,3,34,0,0,1035,229,418,94,193,101
"York School District 2, South Carolina","4503840",23085,2854,6742,7121,4613,1755,5345,1050,1826,1472,679,318,16781,1713,4777,5278,3626,1387,228,9,52,49,100,18,731,82,87,322,208,32
"York School District 3, South Carolina","4503870",71699,9721,21249,22717,11370,6642,35755,6428,11860,10785,4177,2505,31762,2468,8418,10829,6454,3593,592,43,90,248,153,58,3590,782,881,855,586,486
"York School District 4, South Carolina","4503900",32710,2325,6161,10288,9960,3976,5262,850,1051,1524,1363,474,23643,896,4401,7497,7925,2924,545,0,30,153,236,126,3260,579,679,1114,436,452
"Sumter County Consolidated School District, South Carolina","4503902",68465,12110,21041,22630,7931,4753,41451,9399,13904,12043,4128,1977,22766,1829,5849,9419,3133,2536,1153,42,306,501,182,122,3095,840,982,667,488,118
"School District Not Defined, South Carolina","4599997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Remainder of South Carolina, South Carolina","4599999",4140,97,559,2305,755,424,580,64,83,213,144,76,2924,12,423,1696,501,292,148,10,5,121,12,0,488,11,48,275,98,56
