"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"North Dakota","38",572261,40437,531824,102182,48029,80399,78106,86574,53513,20868,62153,365944,24262,341682,63451,30702,50868,50770,56701,35890,13081,40219,183618,12779,170839,33618,15245,26221,24663,27611,16252,7304,19925,4093,354,3739,659,405,631,650,515,363,118,398,18606,3042,15564,4454,1677,2679,2023,1747,1008,365,1611
"Ohio","39",9357659,1107509,8250150,1762414,851008,1414288,1121140,1173177,755194,314147,858782,6726550,812737,5913813,1287775,602930,1009305,825346,869377,556739,223726,538615,2115044,204863,1910181,384328,203423,325351,241966,254712,168821,74650,256930,76385,10342,66043,16984,6748,11065,8917,8340,4612,2397,6980,439680,79567,360113,73327,37907,68567,44911,40748,25022,13374,56257
"Oklahoma","40",3029408,406550,2622858,558987,295210,474221,367024,372355,220237,86196,248628,1687632,231168,1456464,324859,165863,260179,203437,210457,121653,46332,123684,1109556,130256,979300,197776,105344,169468,132405,139897,86977,35818,111615,30744,4099,26645,4896,2344,4741,3643,4279,2574,871,3297,201476,41027,160449,31456,21659,39833,27539,17722,9033,3175,10032
"Oregon","41",3187791,388484,2799307,602301,298124,486556,369203,374986,244846,103872,319419,1222561,179851,1042710,253632,106704,168786,136718,143865,94795,38192,100018,1565811,143809,1422002,273226,152165,247604,185212,192304,129271,56390,185830,36496,5230,31266,6921,3183,4592,3305,4399,3049,1593,4224,362923,59594,303329,68522,36072,65574,43968,34418,17731,7697,29347
"Pennsylvania","42",10512604,1212918,9299686,1918267,947294,1524285,1239979,1313739,882405,367584,1106133,7489148,817715,6671433,1352862,688833,1123757,918275,982792,645832,262264,696818,2106354,238195,1868159,387952,172801,265969,221599,243802,182788,81274,311974,178757,25570,153187,48551,19929,24982,19636,16317,8990,3837,10945,738345,131438,606907,128902,65731,109577,80469,70828,44795,20209,86396
"Rhode Island","44",875826,96778,779048,158380,80260,119691,95461,107595,74492,35306,107863,471148,50008,421140,81330,44163,65924,52545,61748,42451,19797,53182,252557,23702,228855,47235,19257,29691,24827,28110,23163,12018,44554,19897,3259,16638,6093,2122,2717,1352,1978,726,517,1133,132224,19809,112415,23722,14718,21359,16737,15759,8152,2974,8994
"South Carolina","45",3827572,539990,3287582,718953,395187,598000,449818,448452,273983,102628,300561,2058825,317042,1741783,423550,234031,329287,243179,230405,129256,44876,107199,1509405,177886,1331519,253808,135933,217175,176060,193612,130103,52339,172489,45221,5659,39562,8718,3698,5559,5732,5728,3886,1589,4652,214121,39403,174718,32877,21525,45979,24847,18707,10738,3824,16221
"South Dakota","46",662290,51199,611091,126451,60029,102759,95921,101349,52608,18779,53195,400148,30328,369820,77814,37318,61664,57306,62334,32064,11186,30134,236323,16965,219358,43410,20669,36668,34237,36200,19339,7206,21629,4078,445,3633,784,220,654,588,608,357,77,345,21741,3461,18280,4443,1822,3773,3790,2207,848,310,1087
"Tennessee","47",5211986,712644,4499342,992240,541068,816026,616196,618905,363005,136921,414981,2924894,423186,2501708,602263,318959,462228,349586,340674,187030,68468,172500,1958285,225600,1732685,337611,188593,290236,231321,248386,158837,62143,215558,46008,6332,39676,8103,3469,7188,5347,6064,3957,1261,4287,282799,57526,225273,44263,30047,56374,29942,23781,13181,5049,22636
"Texas","48",20238160,3380437,16857723,3501523,1772249,2846143,2152737,2225038,1528607,623505,2207921,10774525,1858786,8915739,2033477,947216,1453981,1148752,1223651,822982,315674,970006,5095278,594202,4501076,729817,388489,639625,530885,621833,482789,217885,889753,284658,42552,242106,48198,21282,34953,29603,34452,25351,10502,37765,4083699,884897,3198802,690031,415262,717584,443497,345102,197485,79444,310397
"Utah","49",2103597,303147,1800450,415882,172481,287296,226924,244014,169859,71738,212256,1144587,169374,975213,239409,90251,149748,120747,134443,93855,39876,106884,709456,86372,623084,133118,58999,92382,73900,83736,63486,27065,90398,23348,3283,20065,4635,1864,3203,2551,2749,1878,749,2436,226206,44118,182088,38720,21367,41963,29726,23086,10640,4048,12538
"Vermont","50",525036,37807,487229,97807,50431,78693,69186,74646,47020,18299,51147,246065,19277,226788,46765,26507,39787,34897,36226,20219,7109,15278,248883,15681,233202,45229,20802,33884,30602,34969,24711,10299,32706,5573,295,5278,1061,638,835,664,718,402,185,775,24515,2554,21961,4752,2484,4187,3023,2733,1688,706,2388
"Virginia","51",6637353,839494,5797859,1071341,519470,847005,703132,791393,552070,247884,1065564,2877504,408836,2468668,561609,271898,408084,330498,351654,215557,84931,244437,2739290,266845,2472445,369501,176570,297501,256623,328233,262640,128580,652797,119300,15761,103539,17958,7610,11831,10120,14213,10766,5055,25986,901259,148052,753207,122273,63392,129589,105891,97293,63107,29318,142344
"Washington","53",5576837,705122,4871715,937495,430715,742379,607236,678342,484755,219173,771620,2234145,322873,1911272,422556,172952,279080,236684,274434,196458,84256,244852,2369614,222610,2147004,349256,181218,311129,261560,305405,227614,107323,403499,100712,13603,87109,15946,7147,11866,11076,12268,9141,4310,15355,872366,146036,726330,149737,69398,140304,97916,86235,51542,23284,107914
"West Virginia","54",1536633,213572,1323061,318491,154957,248497,179798,170265,104143,39841,107069,1056090,142666,913424,218026,109492,179292,129694,116470,70467,26305,63678,446843,64058,382785,93752,42314,64211,47560,51238,31517,12534,39659,7697,1262,6435,1593,694,1079,654,817,556,304,738,26003,5586,20417,5120,2457,3915,1890,1740,1603,698,2994
"Wisconsin","55",4636393,428184,4208209,809157,420125,709117,590832,659343,428763,167894,422978,3172673,275041,2897632,548453,284022,485174,416504,476935,308098,117645,260801,1175564,106590,1068974,211185,108907,170214,138651,152728,104647,44169,138473,38085,5115,32970,8075,3496,6696,4154,4588,2492,758,2711,250071,41438,208633,41444,23700,47033,31523,25092,13526,5322,20993
"Wyoming","56",460282,39698,420584,79813,39342,65825,54849,59758,45631,19607,55759,162078,15041,147037,31552,13647,22913,19451,20723,14999,6271,17481,276099,21379,254720,44217,23693,39360,32595,36843,29227,12887,35898,4057,310,3747,426,383,582,528,702,271,153,702,18048,2968,15080,3618,1619,2970,2275,1490,1134,296,1678
