"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Illinois","17",8560555,1062144,2312018,2456459,1688420,1041514,5064051,414851,1519780,1667588,953793,508039,1841740,173527,396100,491406,451361,329346,100606,23991,23409,26416,16549,10241,1554158,449775,372729,271049,266717,193888
"Indiana","18",4287819,531151,1498978,1244894,647692,365104,2710438,296267,1041058,813745,379762,179606,1305824,157326,391858,384438,226660,145542,29038,3027,8136,9722,5025,3128,242519,74531,57926,36989,36245,36828
"Iowa","19",2038942,178072,662847,660718,366812,170493,1415707,100569,507654,476925,241807,88752,504781,39570,130111,162017,108481,64602,10234,1158,2232,3480,2168,1196,108220,36775,22850,18296,14356,15943
"Kansas","20",1861894,187108,505960,596941,370031,201854,968904,72237,301534,333469,180692,80972,721907,55468,169343,232030,165190,99876,16012,1272,3482,5994,3284,1980,155071,58131,31601,25448,20865,19026
"Kentucky","21",2939709,486190,991520,821967,377949,262083,1962934,358656,721051,531770,211330,140127,844953,95959,239053,263034,145207,101700,18887,1523,4694,6766,3431,2473,112935,30052,26722,20397,17981,17783
"Louisiana","22",3010828,516481,1022166,806135,441765,224281,2236785,402314,805221,593063,303823,132364,602251,68549,172506,178359,111730,71107,20352,1843,5627,5985,4578,2319,151440,43775,38812,28728,21634,18491
"Maine","23",947959,82385,318017,278677,173294,95586,560828,56730,224302,166893,81530,31373,338940,17788,81899,99781,82200,57272,9867,818,2515,3100,2080,1354,38324,7049,9301,8903,7484,5587
"Maryland","24",3973193,437195,1022911,1031309,805699,676079,1501853,182134,526530,424042,235316,133831,1702831,103389,350871,453333,412831,382407,54496,3409,8982,15989,13813,12303,714013,148263,136528,137945,143739,147538
"Massachusetts","25",4561346,477954,1165918,1094038,1030633,792803,2548847,187345,774394,711646,555580,319882,1015069,47546,148152,204114,311095,304162,127872,41871,33757,26140,14724,11380,869558,201192,209615,152138,149234,157379
"Michigan","26",6619834,710005,1997619,2163544,1068984,679682,4766099,430622,1546281,1662429,730209,396558,1310538,154998,343668,395448,235348,181076,43540,6485,10202,13227,8137,5489,499657,117900,97468,92440,95290,96559
"Minnesota","27",3599228,277778,951353,1176185,801653,392259,2270628,138476,685653,800337,465193,180969,990858,55172,197405,302447,274084,161750,22323,1525,4116,7476,5837,3369,315419,82605,64179,65925,56539,46171
"Mississippi","28",1929591,348490,583633,603704,248884,144880,1304614,258118,405496,397536,156966,86498,559954,70754,162385,192349,83210,51256,11807,1539,2513,4530,1881,1344,53216,18079,13239,9289,6827,5782
"Missouri","29",4028930,482740,1265481,1206667,672563,401479,2432378,294131,844737,731243,370441,191826,1381758,141977,372911,430690,264003,172177,27482,2406,6608,9247,5823,3398,187312,44226,41225,35487,32296,34078
"Montana","30",683960,51731,203825,229576,135759,63069,322854,25232,104063,111745,60414,21400,339443,23832,94504,111420,71110,38577,5415,309,1338,1758,1417,593,16248,2358,3920,4653,2818,2499
"Nebraska","31",1205229,114260,335431,406495,235747,113296,726480,45361,224946,258848,139854,57471,375558,24924,90657,130063,83443,46471,9330,806,1775,3296,2389,1064,93861,43169,18053,14288,10061,8290
"Nevada","32",1847920,279940,529441,622111,274707,141721,173027,17056,55649,65739,23873,10710,1179240,103672,344721,444202,183707,102938,33630,4059,8587,12850,5476,2658,462023,155153,120484,99320,61651,25415
"New Hampshire","33",919033,73490,267359,262392,197937,117855,307007,32230,115018,88681,50249,20829,540327,28870,136435,157546,133090,84386,10276,1205,2239,3557,2027,1248,61423,11185,13667,12608,12571,11392
"New Jersey","34",6052621,702498,1743267,1406718,1362013,838125,2531286,194797,849375,662496,558243,266375,1683352,112704,420589,413313,429608,307138,171936,55109,52668,33355,19787,11017,1666047,339888,420635,297554,354375,253595
"New Mexico","35",1360013,217985,358007,429250,201686,153085,574259,90423,187463,193227,66509,36637,598675,45800,131337,203995,116803,100740,16880,1721,3200,6020,3420,2519,170199,80041,36007,26008,14954,13189
"New York","36",13329734,1949187,3591512,3299622,2544961,1944452,7347020,648092,2172978,2117020,1364965,1043965,1777077,145951,341013,388168,487012,414933,380540,134452,101737,73805,39906,30640,3825097,1020692,975784,720629,653078,454914
"North Carolina","37",6495047,947402,1744316,1998070,1185011,620248,3316106,546565,1059154,1044678,476897,188812,2506008,183444,546657,822526,602117,351264,73284,6789,15074,26017,16155,9249,599649,210604,123431,104849,89842,70923
"North Dakota","38",458527,39740,125620,167890,90032,35245,299745,28417,87195,108612,56536,18985,141401,8462,34829,54871,30201,13038,3014,210,799,1143,573,289,14367,2651,2797,3264,2722,2933
"Ohio","39",7781111,869789,2682032,2235427,1252463,741400,5473929,555922,2041853,1636085,827128,412941,1862008,230431,542436,509124,338529,241488,61713,11464,16639,17757,9072,6781,383461,71972,81104,72461,77734,80190
"Oklahoma","40",2489023,331202,789276,775679,396647,196219,1345139,158591,458934,422921,211568,93125,949473,103023,284540,316162,159413,86335,25201,2221,6425,8994,5088,2473,169210,67367,39377,27602,20578,14286
"Oregon","41",2677376,281622,657123,933556,505798,299277,927117,70491,268460,360793,160628,66745,1404282,103986,317169,498616,292557,191954,29496,1995,5964,9531,7462,4544,316481,105150,65530,64616,45151,36034
"Pennsylvania","42",8764740,966788,3221188,2113963,1502205,960596,6211084,633342,2545792,1513885,981065,537000,1754005,141171,476734,454300,385605,296195,151433,48772,45701,31874,15286,9800,648218,143503,152961,113904,120249,117601
"Rhode Island","44",716161,104524,195930,190942,134617,90148,379312,44561,119948,112238,66686,35879,204586,14657,42342,52395,52421,42771,15611,5135,4169,3781,1426,1100,116652,40171,29471,22528,14084,10398
"South Carolina","45",3163095,473627,948245,939585,511586,290052,1654124,308204,570094,466703,204049,105074,1285012,105183,323886,424107,272365,159471,37013,4044,8450,13085,8121,3313,186946,56196,45815,35690,27051,22194
"South Dakota","46",544604,50658,171665,177014,101655,43612,327208,30893,112432,105608,58024,20251,196905,13750,54222,67388,41058,20487,3156,347,731,1205,523,350,17335,5668,4280,2813,2050,2524
"Tennessee","47",4336243,652775,1434294,1191657,676462,381055,2353786,400876,889622,618091,296126,149071,1705623,175332,477432,520610,335075,197174,35882,2522,9035,12180,8012,4133,240952,74045,58205,40776,37249,30677
"Texas","48",16426730,3025336,4145289,4806501,2948330,1501274,8147769,1122783,2403354,2679737,1375408,566487,4440460,317664,978723,1489625,1059706,594742,228551,27433,44250,77563,51964,27341,3609950,1557456,718962,559576,461252,312704
"Utah","49",1642728,147559,382208,609487,336426,167048,852431,53075,221486,342788,164765,70317,581106,31699,111818,218515,140237,78837,17687,1283,3699,5994,4422,2289,191504,61502,45205,42190,27002,15605
"Vermont","50",434995,36355,133021,112491,92347,60781,198603,22539,83414,53652,28952,10046,211088,10353,44132,53084,57823,45696,4514,200,1138,1081,1125,970,20790,3263,4337,4674,4447,4069
"Virginia","51",5501125,666397,1375722,1491434,1140878,826694,2232227,364302,749168,631175,328617,158965,2373162,137607,452985,669680,610883,502007,94883,5418,16301,27697,26829,18638,800853,159070,157268,162882,174549,147084
"Washington","53",4645804,456305,1084143,1604642,956333,544381,1692272,121633,466968,650286,320146,133239,2106851,130424,446337,752053,476924,301113,81673,5475,17279,30340,19027,9552,765008,198773,153559,171963,140236,100477
"West Virginia","54",1298614,202171,531305,321672,150406,93060,900148,153728,390834,212467,91742,51377,370995,44397,134679,102838,53711,35370,6242,545,1672,2269,962,794,21229,3501,4120,4098,3991,5519
"Wisconsin","55",3850995,356189,1247009,1191940,697041,358816,2603937,201285,935004,833241,448242,186165,1001917,83361,255291,311963,213318,137984,30358,6340,7506,9389,4199,2924,214783,65203,49208,37347,31282,31743
"Wyoming","56",381098,29366,112082,143909,64017,31724,124845,8540,40471,49495,18446,7893,237399,16438,66473,89921,42809,21758,3397,133,1144,1157,688,275,15457,4255,3994,3336,2074,1798
