"","GEOID","B06009_001","B06009_002","B06009_003","B06009_004","B06009_005","B06009_006","B06009_007","B06009_008","B06009_009","B06009_010","B06009_011","B06009_012","B06009_013","B06009_014","B06009_015","B06009_016","B06009_017","B06009_018","B06009_019","B06009_020","B06009_021","B06009_022","B06009_023","B06009_024","B06009_025","B06009_026","B06009_027","B06009_028","B06009_029","B06009_030"
"Michigan","26",6760402,647909,1978343,2224320,1162737,747093,4867856,389618,1532088,1719338,800088,426724,1292637,131402,326454,389830,247666,197285,48498,6661,12171,15597,8629,5440,551411,120228,107630,99555,106354,117644
"Minnesota","27",3725283,263888,937937,1226474,860125,436859,2317861,117609,667530,830797,499099,202826,1013386,44046,197862,308957,286010,176511,26603,2574,3948,7373,8193,4515,367433,99659,68597,79347,66823,53007
"Mississippi","28",1957022,310734,603335,616690,264865,161398,1320016,229296,415045,409400,169187,97088,573087,65323,171762,193180,86188,56634,14204,1737,3301,5359,2190,1617,49715,14378,13227,8751,7300,6059
"Missouri","29",4121014,429939,1265386,1253039,729511,443139,2478619,257266,840033,758801,404776,217743,1409005,125219,374932,448356,281154,179344,30974,1324,7119,11406,8065,3060,202416,46130,43302,34476,35516,42992
"Montana","30",712616,51238,206415,234357,148944,71662,337171,26025,111114,109930,67381,22721,352782,23238,91478,118088,75372,44606,5713,269,1172,2592,825,855,16950,1706,2651,3747,5366,3480
"Nebraska","31",1243820,113345,328348,411155,261931,129041,736688,40935,216121,255477,156839,67316,391866,25111,89054,134988,92834,49879,9754,893,2457,3284,2064,1056,105512,46406,20716,17406,10194,10790
"Nevada","32",2010610,280533,585057,673245,308547,163228,210936,21331,65230,80420,30391,13564,1235380,91691,365740,464514,196670,116765,38615,4438,10482,14840,5462,3393,525679,163073,143605,113471,76024,29506
"New Hampshire","33",947586,67898,256245,276765,213461,133217,314630,29568,104532,99609,57306,23615,556388,27666,133431,161375,139312,94604,12910,1591,2297,3648,3117,2257,63658,9073,15985,12133,13726,12741
"New Jersey","34",6171172,660676,1706073,1424621,1460518,919284,2583317,173834,824483,677457,605442,302101,1636659,93098,389972,393707,444017,315865,166874,45092,55010,35444,19972,11356,1784322,348652,436608,318013,391087,289962
"New Mexico","35",1391381,202941,370508,439699,215691,162542,603090,88878,198239,203092,74067,38814,599188,39880,129635,203210,122951,103512,17708,1296,4217,6451,3250,2494,171395,72887,38417,26946,15423,17722
"New York","36",13653592,1868292,3574814,3342674,2749619,2118193,7415048,605735,2116128,2131230,1455945,1106010,1834851,128947,323633,386009,535746,460516,385014,125965,98509,78851,48353,33336,4018679,1007645,1036544,746584,709575,518331
"North Carolina","37",6877185,873197,1775886,2136997,1345615,745490,3403925,476329,1053365,1117220,531030,225981,2726047,184460,570610,876591,677232,417154,84794,7535,16395,30202,20655,10007,662419,204873,135516,112984,116698,92348
"North Dakota","38",495015,37744,134178,176770,107578,38745,300399,23765,84888,108420,64120,19206,171080,9946,43185,62789,38759,16401,4824,277,1742,1619,847,339,18712,3756,4363,3942,3852,2799
"Ohio","39",7922061,790316,2639028,2313036,1362205,817476,5594213,506949,2018466,1698654,903205,466939,1834330,196607,515573,509896,360414,251840,69540,13484,18115,19102,11227,7612,423978,73276,86874,85384,87359,91085
"Oklahoma","40",2571636,313026,802529,807416,432922,215743,1383958,144892,470479,433297,230174,105116,973940,97334,281540,330957,174603,89506,24780,2871,6411,8993,4027,2478,188958,67929,44099,34169,24118,18643
"Oregon","41",2857952,277482,655893,990047,572508,362022,1008585,67312,278868,396243,185045,81117,1472999,94486,308289,515564,327526,227134,31846,2385,4149,11604,8981,4727,344522,113299,64587,66636,50956,49044
"Pennsylvania","42",8921975,880346,3132444,2161448,1676971,1070766,6203059,546147,2444796,1530942,1085621,595553,1826659,138663,469587,465981,422844,329584,165592,48105,49714,38311,16695,12767,726665,147431,168347,126214,151811,132862
"Rhode Island","44",734045,84183,204045,195552,151195,99070,373072,33247,115625,109807,76130,38263,216828,10673,46793,58356,55772,45234,16418,4606,5869,3039,1750,1154,127727,35657,35758,24350,17543,14419
"South Carolina","45",3388476,453654,981669,1030647,591086,331420,1724829,286322,583207,504764,230193,120343,1426654,104554,346734,469996,320862,184508,36923,3323,6489,12878,9047,5186,200070,59455,45239,43009,30984,21383
"South Dakota","46",565894,50011,163910,188712,111002,52259,337471,29245,108816,111095,63294,25021,201444,12708,50233,71343,43996,23164,4549,597,1302,1496,684,470,22430,7461,3559,4778,3028,3604
"Tennessee","47",4527198,590313,1465937,1288093,756055,426800,2441841,357502,905699,673593,333495,171552,1787386,157886,488894,557037,369612,213957,36731,3653,7706,11874,8576,4922,261240,71272,63638,45589,44372,36369
"Texas","48",17775280,3036008,4474711,5128874,3362678,1773009,8667225,1077495,2551738,2848926,1542541,646525,4766903,319216,1003091,1564379,1197003,683214,277251,32778,52632,91179,63650,37012,4063901,1606519,867250,624390,559484,406258
"Utah","49",1783244,147403,404605,650301,381130,199805,926849,52115,231627,362664,191282,89161,626255,31082,119773,232242,153973,89185,21544,1532,4407,8020,4946,2639,208596,62674,48798,47375,30929,18820
"Vermont","50",439563,34570,128767,116371,92871,66984,192644,19816,79562,53611,28675,10980,219368,11483,44136,57513,57594,48642,4498,115,947,919,1454,1063,23053,3156,4122,4328,5148,6299
"Virginia","51",5721173,614314,1372836,1555338,1241751,936934,2305477,317273,744744,688815,367470,187175,2416972,117742,440566,659679,640247,558738,117252,6901,17192,34610,34097,24452,881472,172398,170334,172234,199937,166569
"Washington","53",4996555,458837,1111786,1670222,1098509,657201,1795404,117963,477553,681417,363039,155432,2235565,121983,447593,769943,543763,352283,92639,6179,22561,29923,22204,11772,872947,212712,164079,188939,169503,137714
"West Virginia","54",1291757,181301,512228,329471,162243,106514,869428,134734,371259,212071,95701,55663,389799,42479,132992,110688,59271,44369,6476,742,1769,2123,762,1080,26054,3346,6208,4589,6509,5402
"Wisconsin","55",3933329,317744,1222607,1232803,758503,401672,2641218,170329,908278,863157,492126,207328,1018738,81743,247789,316288,226546,146372,36458,5536,9736,11507,4964,4715,236915,60136,56804,41851,34867,43257
"Wyoming","56",390794,26691,114624,143562,67845,38072,133432,8902,42072,52688,19619,10151,238359,12943,68591,86873,45497,24455,3337,471,639,1198,420,609,15666,4375,3322,2803,2309,2857
"Alabama","01",3300713,491694,1011236,982261,506680,308842,2151435,344574,721507,634336,290708,160310,981710,101405,255489,312548,187189,125079,31843,3035,5769,12214,7005,3820,135725,42680,28471,23163,21778,19633
"Alaska","02",478951,32977,133928,170469,90861,50716,128699,12925,48556,44096,17441,5681,288274,12195,66113,106983,62903,40080,13185,922,3861,5006,2115,1281,48793,6935,15398,14384,8402,3674
"Arizona","04",4626409,614439,1105497,1570579,835779,500115,1089329,146105,303007,412034,157212,70971,2651384,175007,603174,969702,560847,342654,67746,6742,13079,24948,14221,8756,817950,286585,186237,163895,103499,77734
"Arkansas","05",1990448,279622,681969,583024,282608,163225,1084749,146416,400987,311277,148690,77379,777121,89263,248229,250263,117935,71431,13156,822,3874,4344,2422,1694,115422,43121,28879,17140,13561,12721
"California","06",26304241,4618663,5390935,7634173,5426164,3234306,10662437,925262,2510932,3979738,2180400,1066105,5615126,344855,948608,1738092,1505862,1077709,372093,44082,64235,120975,91818,50983,9654585,3304464,1867160,1795368,1648084,1039509
"Colorado","08",3745506,320586,822144,1109895,934273,558608,1137753,91265,323218,381983,238491,102796,2086627,79679,374708,634049,609014,389177,58742,3131,9759,18560,16425,10867,462384,146511,114459,75303,70343,55768
"Connecticut","09",2467737,233935,678776,601438,541369,412219,1159956,74160,381448,324752,235302,144294,759488,37849,149988,172640,214659,184352,103215,35851,30711,21048,9273,6332,445078,86075,116629,82998,82135,77241
"Delaware","10",662547,70594,212474,174410,121717,83352,232569,26033,89922,63883,35087,17644,338863,25978,98784,94821,70521,48759,13467,2601,4349,2874,2403,1240,77648,15982,19419,12832,13706,15709
"District of Columbia","11",480158,45743,85248,76292,115097,157778,134891,16497,48699,36174,19575,13946,258228,11611,24952,29901,76690,115074,10376,485,681,1228,3423,4559,76663,17150,10916,8989,15409,24199
