"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Florida","12",25805,23442,29950,21654,22344
"Georgia","13",26994,23086,32934,30235,25775
"Hawaii","15",32099,32105,39850,31637,26577
"Idaho","16",25187,24535,25758,24314,24417
"Illinois","17",30712,30384,35669,26017,27486
"Indiana","18",27279,27023,28776,27096,25916
"Iowa","19",30097,30543,28939,32332,26928
"Kansas","20",28879,27454,31161,26376,25474
"Kentucky","21",24826,23478,27038,30342,23963
"Louisiana","22",24407,23090,29038,35018,24108
"Maine","23",26620,25478,30268,34492,22008
"Maryland","24",37023,30932,46841,47067,32884
"Massachusetts","25",35227,33923,45554,18916,31134
"Michigan","26",26916,26705,27566,25374,27685
"Minnesota","27",32487,32320,36113,35580,27546
"Mississippi","28",22171,21025,26180,28217,24077
"Missouri","29",27122,26445,28947,29038,26862
"Montana","30",25985,25617,26567,23419,23074
"Nebraska","31",30391,30400,31574,30894,26020
"Nevada","32",28335,24012,30958,29805,26181
"New Hampshire","33",32578,29733,36217,43165,30430
"New Jersey","34",35337,34277,42531,22691,31237
"New Mexico","35",24085,21442,28882,29082,20302
"New York","36",31091,31880,40255,18816,26569
"North Carolina","37",26500,23332,31514,28698,25334
"North Dakota","38",32224,33023,31911,28750,27188
"Ohio","39",27535,27424,28911,25679,25554
"Oklahoma","40",26083,25387,27753,29634,23899
"Oregon","41",27935,26115,30408,30803,25536
"Pennsylvania","42",28789,28429,31592,17476,26525
"Rhode Island","44",30415,30502,32435,20411,26308
"South Carolina","45",25751,22549,30163,30540,24618
"South Dakota","46",29401,29690,29758,21639,25633
"Tennessee","47",25563,23362,29141,29924,25026
"Texas","48",27781,26482,36520,28596,24028
"Utah","49",27660,26963,30810,27749,24801
"Vermont","50",29787,26595,32195,31367,31045
"Virginia","51",32202,25894,41807,40355,31789
"Washington","53",32253,30490,36459,35226,30006
"West Virginia","54",23348,22490,25688,24057,23589
"Wisconsin","55",30043,30110,30358,27726,26803
"Wyoming","56",29223,26578,30787,30882,27021
"Alabama","01",24257,22607,27395,26788,25269
"Alaska","02",31981,20978,41417,31727,26164
"Arizona","04",27153,22315,31097,31668,23828
"Arkansas","05",23891,23077,25077,24207,24571
"California","06",29926,28997,40393,32912,25504
"Colorado","08",32163,28086,36965,35960,27119
"Connecticut","09",35317,34098,42403,20520,31889
"Delaware","10",31366,30331,32600,29747,30588
"District of Columbia","11",42082,25843,57544,64098,35787
