"","GEOID","B06001_001","B06001_002","B06001_003","B06001_004","B06001_005","B06001_006","B06001_007","B06001_008","B06001_009","B06001_010","B06001_011","B06001_012","B06001_013","B06001_014","B06001_015","B06001_016","B06001_017","B06001_018","B06001_019","B06001_020","B06001_021","B06001_022","B06001_023","B06001_024","B06001_025","B06001_026","B06001_027","B06001_028","B06001_029","B06001_030","B06001_031","B06001_032","B06001_033","B06001_034","B06001_035","B06001_036","B06001_037","B06001_038","B06001_039","B06001_040","B06001_041","B06001_042","B06001_043","B06001_044","B06001_045","B06001_046","B06001_047","B06001_048","B06001_049","B06001_050","B06001_051","B06001_052","B06001_053","B06001_054","B06001_055","B06001_056","B06001_057","B06001_058","B06001_059","B06001_060"
"Florida","12",20612439,1117467,3027673,1763628,2660916,2467080,2755495,1419462,536305,773649,2278240,1812524,7387744,973825,2166041,976815,1086060,670600,595510,280165,93207,121988,260128,163405,8217322,102080,552201,453138,848249,892722,1237601,734596,295374,452543,1452077,1196741,770862,16571,108809,72794,115632,122439,117642,49434,19429,26729,71465,49918,4236511,24991,200622,260881,610975,781319,804742,355267,128295,172389,494570,402460
"Georgia","13",10310371,654878,1855732,1014366,1403742,1385447,1403862,657357,248459,327394,848651,510483,5634561,567397,1393263,610393,676214,578837,580363,284456,113056,153318,409696,267568,3495314,73417,384832,304863,495994,520243,601293,292726,108112,139915,371561,202358,142184,4402,18981,18351,26162,23805,22511,10577,3862,4089,6579,2865,1038312,9662,58656,80759,205372,262562,199695,69598,23429,30072,60815,37692
"Hawaii","15",1428557,90722,217043,129855,205844,179339,177648,91868,36544,56153,138903,104638,761357,73417,155112,71482,97935,81871,77539,40510,16684,26362,60059,60386,359645,13599,40063,37671,66526,47563,45096,26200,11052,16091,39409,16375,45070,2154,8248,5240,7139,5878,5867,3141,1043,1879,3445,1036,262485,1552,13620,15462,34244,44027,49146,22017,7765,11821,35990,26841
"Idaho","16",1683140,114143,322314,159418,220555,205831,198153,105199,40316,61049,155183,100979,812432,94187,222181,84273,102025,87298,71956,34043,14503,18575,50882,32509,758565,19000,90598,63732,97031,93410,107265,63336,23748,40256,97188,63001,14190,663,2480,1454,2379,2284,1931,1726,364,169,623,117,97953,293,7055,9959,19120,22839,17001,6094,1701,2049,6490,5352
"Illinois","17",12801539,769490,2153229,1213601,1765751,1654483,1716447,860048,341307,454353,1073859,798971,8595993,696449,1837572,911529,1097292,949166,1014459,528482,205316,275358,615266,465104,2282917,58324,222078,179574,331996,293349,335794,182757,76540,105749,284168,212588,139155,3974,18268,13731,20003,18786,20391,10147,4233,5098,14973,9551,1783474,10743,75311,108767,316460,393182,345803,138662,55218,68148,159452,111728
"Indiana","18",6633053,420367,1157166,662944,857485,813214,864269,449806,168314,246149,579237,414102,4524005,375304,941073,449221,548787,502887,553121,291501,107820,156946,351135,246210,1715576,39797,183868,165036,229292,224906,249845,136915,53049,77947,202267,152654,44303,934,5740,5965,6727,7912,6723,3216,1181,1210,3230,1465,349169,4332,26485,42722,72679,77509,54580,18174,6264,10046,22605,13773
"Iowa","19",3134693,197487,529480,320706,395052,369788,391352,212454,81546,123086,281065,232677,2210066,171009,418126,203775,243596,236920,261925,149245,57313,85914,203246,178997,744264,24251,94703,94495,108504,95080,101765,52494,21842,32249,70374,48507,20174,733,2356,2413,4903,2589,3625,1304,557,551,705,438,160189,1494,14295,20023,38049,35199,24037,9411,1834,4372,6740,4735
"Kansas","20",2907289,197406,517513,300434,377168,353348,350511,195172,70967,107099,247334,190337,1719366,170799,393273,177438,203505,169329,171329,100086,40224,55409,126595,111379,955692,24369,107753,94953,131302,128857,137686,78350,27350,45216,107590,72266,26709,997,2957,2944,5039,3833,5345,2341,655,953,1481,164,205522,1241,13530,25099,37322,51329,36151,14395,2738,5521,11668,6528
"Kentucky","21",4436974,272949,739508,429008,564723,556258,597239,305536,115631,168597,411310,276215,3057834,231758,589115,280496,351867,352511,368168,199726,76287,112492,288616,206798,1192605,38046,130161,130552,170154,164252,199658,94624,36397,50806,113875,64080,30571,1353,3437,3112,6969,4135,5631,2920,642,869,1284,219,155964,1792,16795,14848,35733,35360,23782,8266,2305,4430,7535,5118
"Louisiana","22",4681666,306963,810318,449365,671108,583366,587387,314579,124209,160192,403859,270320,3661957,283947,703589,354300,494031,430901,439157,236353,93216,119887,301218,205358,801680,20167,90335,77389,125667,109116,112821,62766,24844,33795,88747,56033,28108,1024,3401,2562,5143,5581,3690,3297,561,1582,1062,205,189921,1825,12993,15114,46267,37768,31719,12163,5588,4928,12832,8724
