"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Florida","12",42.1,21.8,55.1,40.9,48
"Georgia","13",36.5,28.2,44.4,36,40.9
"Hawaii","15",38.9,33.1,39,34.4,49.6
"Idaho","16",36.1,25.6,46.4,36,40.5
"Illinois","17",37.9,32.6,46.8,42.6,44.7
"Indiana","18",37.6,34,45.5,39.3,38.3
"Iowa","19",38,37.6,39.8,32.9,36.7
"Kansas","20",36.5,30.7,44.1,39.1,40.2
"Kentucky","21",38.7,37.1,43.1,36.3,37.5
"Louisiana","22",36.5,34.9,43.1,38.3,39.1
"Maine","23",44.5,39.7,50.8,48.5,46
"Maryland","24",38.5,28,47.6,35.7,42.8
"Massachusetts","25",39.5,34.9,44.7,39.3,43.4
"Michigan","26",39.7,36.6,50.7,31,43
"Minnesota","27",37.9,34.9,45.4,35.6,38.2
"Mississippi","28",37.2,34.7,42.8,43,39.7
"Missouri","29",38.4,34.4,46.6,34.9,39.7
"Montana","30",40.1,33.1,47.7,34.5,44
"Nebraska","31",36.3,33.3,42.8,33.4,36.5
"Nevada","32",37.9,14.3,46.7,40.8,45
"New Hampshire","33",42.7,29.8,50.2,42.6,45.6
"New Jersey","34",39.5,28.9,49.9,47.5,45.1
"New Mexico","35",37.7,28.4,49.2,39.9,44.7
"New York","36",38.4,32.3,40.7,47.6,46.3
"North Carolina","37",38.7,32.9,44.8,37.4,39.9
"North Dakota","38",35,35.8,34.3,29.4,33.7
"Ohio","39",39.3,36.3,49.3,38.7,40.8
"Oklahoma","40",36.4,30.8,45.3,36.5,39.7
"Oregon","41",39.2,27.1,49.6,37.6,43.4
"Pennsylvania","42",40.6,39.7,43.3,39,42
"Rhode Island","44",40.2,35.8,42.5,39.1,46.8
"South Carolina","45",39.1,34,45.6,37.3,40.5
"South Dakota","46",36.8,34.1,42.6,38.2,34.1
"Tennessee","47",38.6,33.2,46.4,36.2,38.8
"Texas","48",34.5,26.4,44.8,34.5,42.5
"Utah","49",30.7,24.2,38.3,33.3,40.4
"Vermont","50",43.1,34.9,48.9,40.5,47.2
"Virginia","51",38.2,29.1,45.4,36,42.1
"Washington","53",37.7,26.8,47.5,37.1,42
"West Virginia","54",42.3,42.1,42.8,32.8,42
"Wisconsin","55",39.4,36.8,45.8,36.7,40.3
"Wyoming","56",37.2,27.8,44.5,45.7,41.9
"Alabama","01",39,36.3,44.5,35.7,39.1
"Alaska","02",33.5,21,44.5,30.9,46.1
"Arizona","04",37.5,19.6,51.8,38.3,44.9
"Arkansas","05",38,32.6,45.7,38.6,38.7
"California","06",36.4,24.7,54.1,36.7,46.7
"Colorado","08",36.7,23.6,45.9,39,41.2
"Connecticut","09",40.9,32,49.8,43.8,45.2
"Delaware","10",40.6,28,51.3,44.4,41
"District of Columbia","11",33.9,26.7,35.5,35.6,41
