"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Maine","23",1123728,91532,1032196,193946,114559,175700,142880,154092,99960,41330,109729,659294,56424,602870,115248,72956,107334,86420,92996,57108,20785,50023,402532,28304,374228,66049,35977,58363,49462,55734,38135,17740,52768,14462,1043,13419,2240,1241,1726,1574,1396,1436,1421,2385,47440,5761,41679,10409,4385,8277,5424,3966,3281,1384,4553
"Maryland","24",4902314,594564,4307750,693336,315778,553706,484524,577188,472941,226598,983679,2024704,289168,1735536,357683,144614,237331,210656,239804,189360,82893,273195,1921589,166480,1755109,221369,105408,189582,167915,227531,202062,105275,535967,76861,9548,67313,9980,3645,8065,5884,7052,6790,4169,21728,879160,129368,749792,104304,62111,118728,100069,102801,74729,34261,152789
"Massachusetts","25",5683233,596983,5086250,876494,422799,672322,557184,669350,540232,262911,1084958,3206463,321517,2884946,505431,237956,400524,318343,391904,321279,155478,554031,1229005,98178,1130827,168596,78069,113055,106604,133402,125386,65386,340329,173271,22888,150383,44681,21155,21401,12983,17126,10303,5714,17020,1074494,154400,920094,157786,85619,137342,119254,126918,83264,36333,173578
"Michigan","26",8138464,960984,7177480,1434623,734077,1196437,951054,1008972,665911,283108,903298,5990165,703271,5286894,1079177,535580,881495,709201,762062,502017,209693,607669,1459602,127274,1332328,244564,143168,223864,171816,183038,121043,51899,192936,64393,10476,53917,11871,5779,9074,7227,7966,4673,1733,5594,624304,119963,504341,99011,49550,82004,62810,55906,38178,19783,97099
"Minnesota","27",4446706,345573,4101133,672673,342754,593243,523738,650064,471908,201450,645303,2841905,210914,2630991,439486,218032,379908,337950,433247,314733,129741,377894,1152621,73781,1078840,158196,90600,148886,127329,158623,122831,55300,217075,33100,3313,29787,5213,1967,4594,2734,5300,2891,1732,5356,419080,57565,361515,69778,32155,59855,55725,52894,31453,14677,44978
"Mississippi","28",2388158,392728,1995430,447246,256628,369102,256120,269500,164398,57323,175113,1642319,277174,1365145,324553,184067,259463,175415,177178,105230,35903,103336,672578,98576,574002,113253,66087,97693,71936,85883,53832,19145,66173,17454,2810,14644,2760,1666,2170,1441,2245,2238,614,1510,55807,14168,41639,6680,4808,9776,7328,4194,3098,1661,4094
"Missouri","29",4943723,554184,4389539,830805,455492,753077,603832,675968,413568,163157,493640,3072470,354258,2718212,540588,287542,464807,376434,426891,250796,97026,274128,1597694,150841,1446853,250731,146478,245231,196531,215644,143697,60138,188403,38033,5416,32617,5971,2163,6138,4447,5425,3813,749,3911,235526,43669,191857,33515,19309,36901,26420,28008,15262,5244,27198
"Montana","30",852293,73606,778687,152890,88252,136173,107487,112720,71982,27842,81341,421364,38421,382943,77982,43739,66017,52896,57989,33992,14071,36257,402639,32363,370276,69635,40666,65845,51625,51521,35803,13071,42110,7669,956,6713,1387,629,1620,540,856,698,99,884,20621,1866,18755,3886,3218,2691,2426,2354,1489,601,2090
"Nebraska","31",1509438,130948,1378490,246121,122162,211405,201076,223367,142610,61892,169857,913823,71164,842659,150345,76799,130306,119785,137333,90207,36981,100903,459415,31856,427559,75820,36731,59783,58192,69504,44833,21130,61566,12189,1418,10771,1546,1053,2088,1225,1904,1165,624,1166,124011,26510,97501,18410,7579,19228,21874,14626,6405,3157,6222
"Nevada","32",2376250,354520,2021730,340165,194624,354716,308688,298710,193898,84528,246401,371457,96557,274900,67732,29553,43640,41911,34011,21760,9733,26560,1391497,158708,1232789,190810,113691,204717,169705,185118,133345,58074,177329,44324,6752,37572,7729,3506,4356,6630,5629,3800,1191,4731,568972,92503,476469,73894,47874,102003,90442,73952,34993,15530,37781
"New Hampshire","33",1123706,90913,1032793,159945,85757,154809,135672,160567,111944,54670,169429,407470,38014,369456,63109,34965,62383,51451,62431,41198,15709,38210,630484,41820,588664,83785,45358,81149,73335,87834,64910,34910,117383,14778,2169,12609,1480,1170,1474,1211,1768,1427,1444,2635,70974,8910,62064,11571,4264,9803,9675,8534,4409,2607,11201
"New Jersey","34",7313609,1046784,6266825,1011841,523239,879680,693829,767251,661254,307066,1422665,3359344,521910,2837434,519043,230278,372763,308655,363578,320506,147899,574712,1822467,179103,1643364,210563,122189,202368,166773,197339,177325,87208,479599,189664,26470,163194,38691,22886,23496,18689,19921,16044,5588,17879,1942134,319301,1622833,243544,147886,281053,199712,186413,147379,66371,350475
"New Mexico","35",1676659,255215,1421444,306580,170445,251578,177695,190130,117263,49323,158430,784616,139805,644811,162083,80032,114385,80822,86520,49964,20081,50924,680342,76039,604303,108502,64836,99028,72910,85211,56643,23686,93487,20701,3038,17663,3320,2147,2262,2510,2912,1366,929,2217,191000,36333,154667,32675,23430,35903,21453,15487,9290,4627,11802
"New York","36",16287464,2378001,13909463,2536437,1307583,2061336,1592302,1806932,1398996,631276,2574601,9345425,1361260,7984165,1471913,720429,1105487,904226,1091203,847882,381864,1461161,2128728,215754,1912974,286182,147758,237303,196533,232763,203265,99215,509955,436550,63703,372847,105447,52260,58014,39652,36849,27504,11749,41372,4376761,737284,3639477,672895,387136,660532,451891,446117,320345,138448,562113
"North Carolina","37",8250416,1098408,7152008,1359685,794667,1236102,985511,1027295,669213,246523,833012,4260984,611776,3649208,790621,462128,654384,513267,521807,320545,102536,283920,3139657,326735,2812922,454027,261664,432022,363249,423257,301068,120665,456970,100421,12884,87537,15970,8432,14855,11825,12771,8667,4156,10861,749354,147013,602341,99067,62443,134841,97170,69460,38933,19166,81261
"North Dakota","38",608512,46649,561863,92084,44467,81436,78599,96297,65621,23827,79532,359828,26913,332915,51167,27826,48298,45500,56477,40852,15382,47413,219511,16496,203015,34615,14544,29966,28981,35823,23258,7827,28001,6176,523,5653,1813,98,699,694,625,435,393,896,22997,2717,20280,4489,1999,2473,3424,3372,1076,225,3222
"Ohio","39",9469520,1025437,8444083,1656372,836809,1381146,1133724,1244611,838417,354714,998290,6821539,747550,6073989,1207488,597550,987258,833360,930645,607890,261440,648358,2081417,183695,1897722,351376,191489,307661,240066,260388,191549,76774,278419,81925,9645,72280,16485,6938,11725,9704,11044,5789,2368,8227,484639,84547,400092,81023,40832,74502,50594,42534,33189,14132,63286
"Oklahoma","40",3117282,432119,2685163,542085,288993,460488,371208,393083,235943,104047,289316,1744208,247476,1496732,319562,163993,254561,206189,220479,131251,53785,146912,1124578,135949,988629,184180,103732,164267,129683,144225,92487,44987,125068,29240,3955,25285,3855,2797,4159,4092,4193,1735,1134,3320,219256,44739,174517,34488,18471,37501,31244,24186,10470,4141,14016
"Oregon","41",3374727,375831,2998896,564250,307127,497014,388279,409521,285575,127948,419182,1318468,181584,1136884,251947,112766,183582,144247,153310,113478,49108,128446,1637347,135483,1501864,250752,153863,241785,192542,207826,146347,67402,241347,39945,3885,36060,8603,2547,3737,5411,4769,3310,1758,5925,378967,54879,324088,52948,37951,67910,46079,43616,22440,9680,43464
"Pennsylvania","42",10585604,1185491,9400113,1785073,895444,1512600,1221253,1337037,939174,414799,1294733,7397335,780249,6617086,1232739,642579,1091064,884088,978280,678741,292909,816686,2164506,229426,1935080,369088,162591,272645,226735,262686,195994,91524,353817,202943,29599,173344,52736,24619,27252,19617,19435,10728,5503,13454,820820,146217,674603,130510,65655,121639,90813,76636,53711,24863,110776
"Rhode Island","44",886433,92147,794286,152463,77129,112765,99960,110790,84230,38476,118473,456783,43053,413730,74893,41468,59677,54243,62304,43788,19891,57466,268667,25444,243223,49225,20141,29883,27616,29158,26069,13700,47431,19494,3022,16472,5117,1951,2730,1326,1968,1564,441,1375,141489,20628,120861,23228,13569,20475,16775,17360,12809,4444,12201
"South Carolina","45",4046525,524843,3521682,676502,403364,631675,494704,503349,316414,116369,379305,2124576,302401,1822175,391982,236641,344825,256107,261453,144644,51082,135441,1650893,176695,1474198,245280,142497,240100,203583,210986,154088,58034,219630,44757,4827,39930,7218,3702,5424,6053,6498,4810,1285,4940,226299,40920,185379,32022,20524,41326,28961,24412,12872,5968,19294
"South Dakota","46",684721,53178,631543,118048,58044,98269,94079,114935,65375,21003,61790,410248,30582,379666,72881,35771,55369,56644,69783,40467,12485,36266,241676,16938,224738,39722,19932,37473,32069,41039,23158,7851,23494,5738,1091,4647,924,454,1053,411,872,338,64,531,27059,4567,22492,4521,1887,4374,4955,3241,1412,603,1499
"Tennessee","47",5405690,722148,4683542,911990,536178,845177,638037,684129,419186,152993,495852,3040305,439743,2600562,557516,314160,488969,356197,378570,213648,75501,216001,2021741,216333,1805408,308688,192816,294789,237987,272776,183616,67854,246882,45664,6609,39055,7746,2973,6590,3960,7054,2809,2280,5643,297980,59463,238517,38040,26229,54829,39893,25729,19113,7358,27326
"Texas","48",21772944,3628327,18144617,3370131,1827186,3050547,2309316,2400865,1793843,708656,2684073,11471125,2002211,9468914,1953094,980898,1564495,1215308,1297706,941831,351994,1163588,5440984,624859,4816125,696736,399037,681624,537008,662760,553751,244109,1041100,342962,54960,288002,58050,30843,41942,31920,35527,29415,14032,46273,4517873,946297,3571576,662251,416408,762486,525080,404872,268846,98521,433112
"Utah","49",2276760,302348,1974412,416655,178972,306481,256300,270884,196233,81321,267566,1247018,167387,1079631,250156,99671,156309,133417,146245,112177,46158,135498,761623,87598,674025,129395,59236,96925,86064,93716,67375,29580,111734,26425,3803,22622,4535,2644,3304,2457,2833,2124,1002,3723,241694,43560,198134,32569,17421,49943,34362,28090,14557,4581,16611
"Vermont","50",527074,38973,488101,87733,49679,74330,67164,78162,50779,19759,60495,237592,19777,217815,39997,26075,36704,32476,34367,21371,8247,18578,257182,15419,241763,42927,20826,33914,30043,39684,26360,10616,37393,5483,446,5037,861,502,548,905,802,567,235,617,26817,3331,23486,3948,2276,3164,3740,3309,2481,661,3907
"Virginia","51",6860841,807195,6053646,1074812,521983,860584,705507,837764,603480,253281,1196235,2962133,386062,2576071,563167,274436,411495,332327,373335,247838,90261,283212,2774638,250709,2523929,364510,174105,300846,245248,335061,270981,123644,709534,141633,16458,125175,19165,8707,14051,13751,18191,13344,5995,31971,982437,153966,828471,127970,64735,134192,114181,111177,71317,33381,171518
"Washington","53",5929275,700449,5228826,897206,435976,763876,636785,740650,536321,246110,971902,2354251,319499,2034752,409599,180822,294193,243210,293544,208592,99825,304967,2491018,215595,2275423,328445,177814,320543,265685,327051,252010,112169,491706,110429,14217,96212,15433,7180,12943,12288,13066,11456,5222,18624,973577,151138,822439,143729,70160,136197,115602,106989,64263,28894,156605
"West Virginia","54",1519860,208439,1311421,296226,147258,245434,174668,173081,112284,42539,119931,1018020,139472,878548,197735,105639,173387,119918,115951,71253,25998,68667,463910,62880,401030,90204,38465,67132,52144,52528,38276,15002,47279,8013,849,7164,1957,763,985,647,984,734,596,498,29917,5238,24679,6330,2391,3930,1959,3618,2021,943,3487
"Wisconsin","55",4718806,385991,4332815,758476,412946,699561,590135,698617,471438,189182,512460,3212181,245565,2966616,512740,280488,481088,413201,488943,342320,128007,319829,1189407,91887,1097520,197134,107183,168639,136953,168731,109073,50963,158844,45077,6217,38860,8527,2686,6196,6701,6567,2816,1623,3744,272141,42322,229819,40075,22589,43638,33280,34376,17229,8589,30043
"Wyoming","56",466401,42451,423950,78290,42487,66760,51817,62826,45141,17437,59192,169610,16330,153280,31989,15470,24982,18746,23474,15323,6196,17100,275581,23471,252110,42856,26080,38127,30546,36084,27961,10852,39604,3822,196,3626,944,367,40,873,874,255,86,187,17388,2454,14934,2501,570,3611,1652,2394,1602,303,2301
"Alabama","01",3962122,575074,3387048,731407,402069,594972,428579,452339,297013,118689,361980,2631141,389133,2242008,508137,281916,407587,291009,297132,186490,71286,198451,1137195,143426,993769,198323,100904,157463,118481,135625,97907,42941,142125,40025,6084,33941,6970,4459,4661,4002,4954,2631,1184,5080,153761,36431,117330,17977,14790,25261,15087,14628,9985,3278,16324
"Alaska","02",584670,32658,552012,108021,40098,80731,60922,73701,58115,28059,102365,186490,10915,175575,55817,16224,25804,18184,19755,14620,6253,18918,327803,16203,311600,41465,18752,40958,34225,43439,37974,19146,75641,16176,1370,14806,2595,1031,2219,2168,2746,988,726,2333,54201,4170,50031,8144,4091,11750,6345,7761,4533,1934,5473
"Arizona","04",5579306,866660,4712646,881046,484146,820261,630723,672330,437845,177264,609031,1648127,365308,1282819,324992,140591,221167,170728,182669,103751,38610,100311,2952334,300084,2652250,414847,255173,432729,348682,386303,270637,118226,425653,79866,13347,66519,10290,6400,10269,8540,10504,7766,2171,10579,898979,187921,711058,130917,81982,156096,102773,92854,55691,18257,72488
"Arkansas","05",2400908,343253,2057655,410204,252419,399771,289682,284484,172500,65581,183014,1351183,194436,1156747,240572,145784,225646,160326,160036,93831,36227,94325,901150,118022,783128,152150,93709,144688,105896,110724,70404,27453,78104,17179,2406,14773,3004,2037,2548,1751,2358,1591,481,1003,131396,28389,103007,14478,10889,26889,21709,11366,6674,1420,9582
"California","06",31696515,5296027,26400488,4684272,2806717,4211609,3024232,3213400,2345247,1076872,5038139,14811222,2901910,11909312,2395341,1239503,1758763,1331552,1495471,1116726,505489,2066467,6063413,501273,5562140,685728,496539,770259,571294,650618,545104,289174,1553424,448698,70429,378269,67686,37448,51854,36612,45734,36947,17881,84107,10373182,1822415,8550767,1535517,1033227,1630733,1084774,1021577,646470,264328,1334141
"Colorado","08",4490574,511935,3978639,658627,344915,587741,501589,594523,417817,180727,692700,1553884,219648,1334236,284511,121216,205027,171125,200548,135303,53164,163342,2349367,193568,2155799,294727,182128,287439,251934,322964,242525,110998,463084,71413,7663,63750,9681,4750,7842,8619,9732,5975,2773,14378,515910,91056,424854,69708,36821,87433,69911,61279,34014,13792,51896
"Connecticut","09",2966525,331355,2635170,436199,216171,360417,294398,346148,282770,144664,554403,1482593,171133,1311460,230616,108805,175029,150562,181006,154372,77583,233487,872658,76418,796240,115228,57444,96402,75764,93768,80773,45441,231420,120755,14815,105940,28747,14009,18004,13935,11574,8523,2754,8394,490519,68989,421530,61608,35913,70982,54137,59800,39102,18886,81102
"Delaware","10",782833,106464,676369,110894,60755,103693,92719,101411,67157,30870,108870,298552,52238,246314,46665,23442,36546,33858,38610,24287,10652,32254,382416,34856,347560,52294,30542,52293,45532,52951,35478,17694,60776,15468,1633,13835,2222,1438,2494,1700,1465,1398,459,2659,86397,17737,68660,9713,5333,12360,11629,8385,5994,2065,13181
"District of Columbia","11",576040,65230,510810,92032,32318,53077,46247,54128,49778,28724,154506,170890,32980,137910,35671,12915,18404,16677,17751,11109,5448,19935,306155,21406,284749,44893,11839,22877,18782,27364,30965,18436,109593,11926,939,10987,1221,895,883,677,790,1056,511,4954,87069,9905,77164,10247,6669,10913,10111,8223,6648,4329,20024
