"","GEOID","B06002_001","B06002_002","B06002_003","B06002_004","B06002_005"
"Congressional District 4 (115th Congress), South Carolina","4504",38,31.8,44.9,38.4,40.5
"Congressional District 1 (115th Congress), South Carolina","4501",38.6,28.2,45.9,36.8,42.6
"Congressional District 2 (115th Congress), South Carolina","4502",38.4,33.8,43.1,37.3,40.4
"Congressional District 3 (115th Congress), South Carolina","4503",40.3,35.6,48.4,45.8,39
"Congressional District 5 (115th Congress), South Carolina","4505",39.8,36.7,42.8,39.5,41.7
"Congressional District 6 (115th Congress), South Carolina","4506",35.4,34.2,38.6,33.8,35.4
"Congressional District 7 (115th Congress), South Carolina","4507",42.5,35.2,51.3,41,41.8
