"","GEOID","B06011_001","B06011_002","B06011_003","B06011_004","B06011_005"
"Congressional District 4 (115th Congress), South Carolina","4504",26116,23398,30943,30822,23646
"Congressional District 1 (115th Congress), South Carolina","4501",32173,27376,36385,33136,28305
"Congressional District 2 (115th Congress), South Carolina","4502",29524,27455,31727,30967,26198
"Congressional District 3 (115th Congress), South Carolina","4503",22728,21620,25850,24625,21121
"Congressional District 5 (115th Congress), South Carolina","4505",25712,22314,31133,33021,24102
"Congressional District 6 (115th Congress), South Carolina","4506",20525,19487,22936,23917,21233
"Congressional District 7 (115th Congress), South Carolina","4507",22460,20476,25613,24776,21651
