"","GEOID","B06010_001","B06010_002","B06010_003","B06010_004","B06010_005","B06010_006","B06010_007","B06010_008","B06010_009","B06010_010","B06010_011","B06010_012","B06010_013","B06010_014","B06010_015","B06010_016","B06010_017","B06010_018","B06010_019","B06010_020","B06010_021","B06010_022","B06010_023","B06010_024","B06010_025","B06010_026","B06010_027","B06010_028","B06010_029","B06010_030","B06010_031","B06010_032","B06010_033","B06010_034","B06010_035","B06010_036","B06010_037","B06010_038","B06010_039","B06010_040","B06010_041","B06010_042","B06010_043","B06010_044","B06010_045","B06010_046","B06010_047","B06010_048","B06010_049","B06010_050","B06010_051","B06010_052","B06010_053","B06010_054","B06010_055"
"Deal Borough School District, New Jersey","3403630",657,80,577,119,61,87,61,41,53,22,133,186,21,165,15,17,24,19,15,20,16,39,342,51,291,81,32,38,22,24,28,6,60,10,2,8,0,0,8,0,0,0,0,0,119,6,113,23,12,17,20,2,5,0,34
"Delanco Township School District, New Jersey","3403690",3776,391,3385,434,260,510,280,648,452,140,661,2078,292,1786,233,165,235,164,324,200,76,389,1512,61,1451,201,87,259,116,266,244,64,214,7,7,0,0,0,0,0,0,0,0,0,179,31,148,0,8,16,0,58,8,0,58
"Delran Township School District, New Jersey","3403780",13545,1456,12089,1783,709,1408,1366,1846,1666,731,2580,5927,710,5217,945,302,529,673,837,733,282,916,5049,318,4731,461,244,340,469,787,743,397,1290,164,54,110,48,11,25,0,0,18,0,8,2405,374,2031,329,152,514,224,222,172,52,366
"Dennis Township School District, New Jersey","3403840",5178,511,4667,742,499,878,567,591,640,202,548,3207,337,2870,457,310,524,287,368,457,174,293,1755,159,1596,275,140,320,212,195,177,28,249,20,0,20,10,0,0,4,0,0,0,6,196,15,181,0,49,34,64,28,6,0,0
"Deptford Township School District, New Jersey","3403900",25481,2873,22608,3808,2065,3516,2575,3263,2568,1246,3567,12421,1324,11097,2188,1066,1771,1391,1329,1222,532,1598,10083,912,9171,1261,864,1388,962,1597,1127,630,1342,473,45,428,82,52,21,34,78,46,12,103,2504,592,1912,277,83,336,188,259,173,72,524
"Dover Town School District, New Jersey","3403930",16223,1861,14362,1944,2018,2881,2297,2589,1299,401,933,4793,890,3903,743,483,404,377,824,452,200,420,1346,102,1244,142,153,183,172,238,138,42,176,1436,127,1309,189,227,181,219,306,103,22,62,8648,742,7906,870,1155,2113,1529,1221,606,137,275
"Downe Township School District, New Jersey","3403960",1020,139,881,153,106,172,134,97,88,52,79,728,126,602,99,66,110,100,69,62,38,58,255,13,242,54,27,53,32,22,19,14,21,12,0,12,0,5,3,0,0,4,0,0,25,0,25,0,8,6,2,6,3,0,0
"Dumont Borough School District, New Jersey","3403990",14685,1838,12847,1594,1095,1481,1548,1589,1508,461,3571,6072,697,5375,643,503,466,571,778,685,217,1512,3709,529,3180,343,237,460,373,350,414,131,872,220,0,220,76,12,0,38,25,0,0,69,4684,612,4072,532,343,555,566,436,409,113,1118
"Dunellen Borough School District, New Jersey","3404020",5702,825,4877,830,265,651,802,693,557,282,797,2906,515,2391,534,112,221,252,334,341,172,425,955,142,813,62,11,80,111,116,182,37,214,158,0,158,50,0,0,58,45,0,0,5,1683,168,1515,184,142,350,381,198,34,73,153
"East Brunswick Township School District, New Jersey","3404110",39881,5925,33956,5539,2444,3706,3209,3908,3425,1561,10164,13886,1899,11987,2344,705,1153,1401,1757,1313,611,2703,10274,1280,8994,1244,704,920,630,942,1034,484,3036,496,21,475,99,24,61,47,63,37,13,131,15225,2725,12500,1852,1011,1572,1131,1146,1041,453,4294
"East Newark Borough School District, New Jersey","3404200",2202,360,1842,230,213,370,338,278,183,33,197,523,96,427,71,28,94,67,60,36,12,59,169,32,137,14,16,30,38,15,8,3,13,54,14,40,4,0,6,23,0,7,0,0,1456,218,1238,141,169,240,210,203,132,18,125
"East Orange City School District, New Jersey","3404230",52132,8245,43887,9520,4945,7976,6021,6108,4343,1491,3483,24781,4484,20297,5051,2359,3705,2283,2723,1982,813,1381,11141,1205,9936,1857,1113,1650,1533,1223,1028,346,1186,666,117,549,186,85,62,64,98,25,0,29,15544,2439,13105,2426,1388,2559,2141,2064,1308,332,887
"East Windsor Regional School District, New Jersey","3404320",26098,3875,22223,3257,2007,2911,2311,2878,2615,1309,4935,8692,1308,7384,1355,564,769,699,874,1129,430,1564,6912,500,6412,569,594,720,625,962,612,467,1863,495,73,422,69,51,22,74,99,39,47,21,9999,1994,8005,1264,798,1400,913,943,835,365,1487
"Edgewater Borough School District, New Jersey","3404440",9703,1461,8242,716,347,744,619,924,727,699,3466,1542,220,1322,130,151,91,84,160,161,136,409,3354,344,3010,326,54,190,279,272,194,374,1321,154,36,118,0,15,46,20,0,10,0,27,4653,861,3792,260,127,417,236,492,362,189,1709
"Edgewater Park Township School District, New Jersey","3404470",7505,1234,6271,849,478,1069,923,1014,667,488,783,3793,753,3040,367,233,504,465,475,298,246,452,2413,251,2162,329,105,462,232,384,249,133,268,199,58,141,48,12,0,12,0,4,31,34,1100,172,928,105,128,103,214,155,116,78,29
"Edison Township School District, New Jersey","3404500",82410,13661,68749,10040,4768,7853,7595,7842,6903,3763,19985,25360,3451,21909,4036,1579,2719,2693,2958,2615,1243,4066,11908,999,10909,1465,858,1344,1397,1576,999,640,2630,1043,115,928,171,115,147,100,121,119,23,132,44099,9096,35003,4368,2216,3643,3405,3187,3170,1857,13157
"Egg Harbor Township School District, New Jersey","3404560",34544,4562,29982,5375,2917,4371,3915,3760,2795,1425,5424,17380,2335,15045,3184,1106,2173,1893,1780,1529,795,2585,8778,928,7850,721,924,1072,888,1078,823,418,1926,1146,162,984,277,99,130,238,62,67,15,96,7240,1137,6103,1193,788,996,896,840,376,197,817
"Elizabeth City School District, New Jersey","3404590",98891,16797,82094,17293,9511,19799,12012,10851,5706,2319,4603,27526,6431,21095,5503,2310,3692,2956,3260,1516,636,1222,7913,1083,6830,1435,782,1103,922,793,796,432,567,5427,749,4678,1171,725,1083,609,547,314,160,69,58025,8534,49491,9184,5694,13921,7525,6251,3080,1091,2745
"Elmer Borough School District, New Jersey","3404650",1132,131,1001,139,66,125,162,140,137,49,183,872,110,762,100,46,93,111,127,105,36,144,244,21,223,36,16,30,51,13,27,13,37,0,0,0,0,0,0,0,0,0,0,0,16,0,16,3,4,2,0,0,5,0,2
"Elmwood Park Borough School District, New Jersey","3404660",16368,2294,14074,2330,1469,1747,1371,2199,1976,876,2106,7077,1029,6048,1121,557,803,744,889,861,306,767,2731,414,2317,427,205,283,129,411,243,139,480,305,10,295,50,72,28,8,18,65,18,36,6255,841,5414,732,635,633,490,881,807,413,823
"Elsinboro Township School District, New Jersey","3404680",953,89,864,137,58,112,88,168,108,42,151,650,57,593,88,39,82,72,113,72,31,96,297,32,265,47,19,30,16,51,36,11,55,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,0,0,0,4,0,0,0
"Emerson Borough School District, New Jersey","3404710",6318,908,5410,861,237,822,640,591,503,383,1373,3376,665,2711,608,101,405,330,311,304,171,481,1711,176,1535,202,47,214,166,132,146,95,533,11,0,11,0,0,0,0,0,0,0,11,1220,67,1153,51,89,203,144,148,53,117,348
"Englewood City School District, New Jersey","3404740",23002,3336,19666,2472,1505,3001,2275,2240,2069,1149,4955,5139,1016,4123,691,282,652,497,352,489,132,1028,8382,859,7523,761,556,873,858,923,966,523,2063,388,37,351,118,17,51,52,50,12,0,51,9093,1424,7669,902,650,1425,868,915,602,494,1813
"Englewood Cliffs Borough School District, New Jersey","3404770",4230,937,3293,467,156,252,192,324,388,112,1402,897,263,634,101,46,54,39,36,86,36,236,939,119,820,83,21,96,26,111,117,0,366,144,32,112,10,6,0,0,0,0,9,87,2250,523,1727,273,83,102,127,177,185,67,713
"Estell Manor City School District, New Jersey","3404860",1430,167,1263,181,93,201,164,161,192,76,195,956,120,836,131,60,110,129,100,141,51,114,423,47,376,38,33,84,25,50,51,25,70,0,0,0,0,0,0,0,0,0,0,0,51,0,51,12,0,7,10,11,0,0,11
"Ewing Township School District, New Jersey","3404920",31309,2953,28356,6557,2091,3617,2926,3466,3440,1347,4912,18150,1642,16508,4263,1000,2147,1784,2036,2059,741,2478,8689,619,8070,1633,740,849,801,932,866,476,1773,527,88,439,72,83,47,35,65,65,8,64,3943,604,3339,589,268,574,306,433,450,122,597
"Fair Lawn Borough School District, New Jersey","3404980",27257,2991,24266,3475,1748,2267,2263,3104,2718,1524,7167,10821,1328,9493,1601,787,1061,821,1428,1204,535,2056,6774,670,6104,765,360,432,773,685,637,342,2110,244,1,243,54,18,0,0,29,79,19,44,9418,992,8426,1055,583,774,669,962,798,628,2957
"Fairview Borough School District, New Jersey","3405070",12178,1975,10203,1863,969,2030,1280,1251,1401,354,1055,3124,489,2635,515,267,429,229,361,398,130,306,1625,279,1346,93,83,247,256,64,293,85,225,176,67,109,15,0,0,0,38,35,0,21,7253,1140,6113,1240,619,1354,795,788,675,139,503
"Florence Township School District, New Jersey","3405220",10478,892,9586,1305,743,1075,1120,1474,1344,527,1998,6862,619,6243,993,427,818,737,894,1002,345,1027,2603,142,2461,217,214,200,317,484,262,137,630,174,7,167,20,25,16,9,14,14,0,69,839,124,715,75,77,41,57,82,66,45,272
"Folsom Borough School District, New Jersey","3405280",1506,185,1321,221,112,206,154,227,140,53,208,961,129,832,152,78,137,96,151,87,24,107,477,53,424,59,27,51,54,67,50,29,87,26,0,26,4,0,4,4,3,0,0,11,42,3,39,6,7,14,0,6,3,0,3
"Fort Lee Borough School District, New Jersey","3405310",31560,5066,26494,4044,1775,2967,2530,2919,3248,1491,7520,4647,635,4012,619,357,357,390,485,461,257,1086,7619,643,6976,922,493,777,696,790,858,360,2080,617,61,556,110,9,52,38,56,118,44,129,18677,3727,14950,2393,916,1781,1406,1588,1811,830,4225
"Franklin Township School District, New Jersey","3405490",53990,6787,47203,6032,3177,5858,5388,5855,5606,3025,12262,20912,2659,18253,2823,1424,2053,2019,2718,2602,936,3678,13461,693,12768,1256,773,1871,1649,1569,1321,752,3577,1000,70,930,96,141,115,116,79,117,76,190,18617,3365,15252,1857,839,1819,1604,1489,1566,1261,4817
"Garfield City School District, New Jersey","3405760",25096,5319,19777,3158,2523,3206,2557,3149,2350,691,2143,9451,1996,7455,1471,774,1232,893,1041,919,261,864,2302,305,1997,212,339,275,260,312,251,99,249,606,109,497,107,87,75,50,87,19,0,72,12737,2909,9828,1368,1323,1624,1354,1709,1161,331,958
"Garwood Borough School District, New Jersey","3405790",3548,346,3202,488,113,398,319,498,382,227,777,2166,202,1964,293,79,212,146,351,240,133,510,705,31,674,68,19,126,34,112,69,39,207,0,0,0,0,0,0,0,0,0,0,0,677,113,564,127,15,60,139,35,73,55,60
"Glassboro Borough School District, New Jersey","3405880",16390,1995,14395,4790,1361,1599,1356,1348,1281,649,2011,9344,1145,8199,3206,876,888,670,805,596,348,810,5523,663,4860,1101,294,438,583,467,604,280,1093,319,8,311,66,52,87,52,0,26,10,18,1204,179,1025,417,139,186,51,76,55,11,90
"Glen Ridge Borough School District, New Jersey","3405940",5593,812,4781,618,170,516,167,344,351,353,2262,2328,432,1896,216,71,219,75,140,71,224,880,2265,293,1972,309,60,203,85,145,185,27,958,107,17,90,14,0,16,0,0,0,0,60,893,70,823,79,39,78,7,59,95,102,364
"Glen Rock Borough School District, New Jersey","3405970",9059,1285,7774,1070,468,625,452,745,449,472,3493,3696,634,3062,544,124,284,203,459,240,185,1023,3972,451,3521,376,249,220,229,227,161,238,1821,153,0,153,11,0,79,0,14,0,0,49,1238,200,1038,139,95,42,20,45,48,49,600
"Gloucester City School District, New Jersey","3406000",8759,1053,7706,1526,731,1517,924,1141,704,452,711,5920,770,5150,1091,577,981,628,727,509,271,366,1845,150,1695,281,107,267,200,304,167,161,208,130,0,130,64,8,44,0,14,0,0,0,864,133,731,90,39,225,96,96,28,20,137
"Green Township School District, New Jersey","3406090",2845,421,2424,385,180,227,155,280,215,163,819,1890,254,1636,301,125,148,83,207,143,115,514,634,75,559,51,24,35,54,56,65,42,232,57,24,33,12,0,7,0,0,0,0,14,264,68,196,21,31,37,18,17,7,6,59
"Green Brook Township School District, New Jersey","3406120",5974,779,5195,872,409,573,359,394,434,343,1811,2897,432,2465,566,215,236,191,201,258,202,596,1087,68,1019,137,81,164,70,104,96,83,284,0,0,0,0,0,0,0,0,0,0,0,1990,279,1711,169,113,173,98,89,80,58,931
"Greenwich Township School District (Gloucester County), New Jersey","3406180",3989,339,3650,649,280,545,450,540,485,148,553,2518,189,2329,459,138,403,265,361,337,72,294,1193,94,1099,179,106,113,144,179,113,57,208,113,19,94,11,0,29,22,0,10,11,11,165,37,128,0,36,0,19,0,25,8,40
"Greenwich Township School District (Warren County), New Jersey","3406210",4364,627,3737,757,193,450,276,324,416,180,1141,2117,302,1815,314,114,232,150,179,193,104,529,1436,256,1180,287,52,125,45,90,140,51,390,10,0,10,3,0,0,0,0,0,0,7,801,69,732,153,27,93,81,55,83,25,215
"Guttenberg Town School District, New Jersey","3406240",9824,1484,8340,1565,1068,1451,1047,792,1084,163,1170,1903,334,1569,457,267,136,223,186,109,24,167,1398,211,1187,144,42,145,94,178,178,35,371,159,5,154,58,0,24,24,22,0,0,26,6364,934,5430,906,759,1146,706,406,797,104,606
"Hackensack City School District, New Jersey","3406270",37573,5664,31909,4704,2918,4888,4391,4152,3991,1297,5568,10988,1829,9159,1679,999,1165,1228,1220,970,377,1521,8328,717,7611,895,638,1186,741,844,1079,407,1821,1049,151,898,173,45,130,163,98,182,0,107,17208,2967,14241,1957,1236,2407,2259,1990,1760,513,2119
"Hackettstown Town School District, New Jersey","3406300",7904,1053,6851,1401,563,1168,668,1036,551,320,1144,4235,607,3628,723,259,502,403,568,332,145,696,1609,170,1439,209,54,242,80,253,159,98,344,88,3,85,12,8,14,13,15,7,0,16,1972,273,1699,457,242,410,172,200,53,77,88
"Haddon Heights Borough School District, New Jersey","3406330",6210,520,5690,827,480,735,574,664,631,334,1445,3512,293,3219,540,289,399,266,383,399,189,754,2407,192,2215,237,170,293,266,259,201,132,657,73,15,58,18,5,4,0,0,4,6,21,218,20,198,32,16,39,42,22,27,7,13
"Haddon Township School District, New Jersey","3406360",12319,1159,11160,1544,637,1542,1114,1663,1441,628,2591,6368,750,5618,843,339,871,596,790,690,273,1216,5280,348,4932,580,262,605,456,773,711,335,1210,84,0,84,8,0,0,17,30,12,9,8,587,61,526,113,36,66,45,70,28,11,157
"Haddonfield Borough School District, New Jersey","3406390",8735,969,7766,893,434,640,647,663,787,428,3274,3657,368,3289,475,186,300,252,291,347,205,1233,4625,540,4085,383,208,316,363,318,423,213,1861,115,13,102,5,14,4,20,12,4,0,43,338,48,290,30,26,20,12,42,13,10,137
"Hamilton Township School District, New Jersey","3406540",74924,7535,67389,10817,4613,10100,8708,9661,8773,3809,10908,46426,4261,42165,7043,3061,5375,5337,6105,5692,2639,6913,13244,1067,12177,1615,723,1652,1469,1756,1668,632,2662,1772,115,1657,295,69,357,287,119,342,111,77,13482,2092,11390,1864,760,2716,1615,1681,1071,427,1256
"Hammonton Town School District, New Jersey","3406570",12159,1366,10793,1896,1255,1844,1056,1544,1199,417,1582,7883,938,6945,1457,695,999,666,1043,841,169,1075,2352,169,2183,268,240,408,189,204,264,175,435,336,43,293,54,61,105,6,31,10,0,26,1588,216,1372,117,259,332,195,266,84,73,46
"Harding Township School District, New Jersey","3406720",3251,460,2791,354,255,199,196,227,181,100,1279,1580,234,1346,214,134,99,118,137,78,66,500,1311,173,1138,99,121,70,65,78,70,34,601,18,0,18,9,0,9,0,0,0,0,0,342,53,289,32,0,21,13,12,33,0,178
"Harmony Township School District, New Jersey","3406810",2251,273,1978,405,147,254,177,265,222,112,396,1465,171,1294,316,109,174,97,189,122,79,208,685,85,600,69,34,77,41,76,94,33,176,16,9,7,0,0,0,4,0,3,0,0,85,8,77,20,4,3,35,0,3,0,12
"Harrison Town School District, New Jersey","3406870",12404,2273,10131,1476,1077,1882,1389,1257,1122,394,1534,3096,590,2506,540,187,420,323,244,320,107,365,1195,235,960,170,153,92,93,132,104,51,165,506,63,443,53,69,114,24,52,93,0,38,7607,1385,6222,713,668,1256,949,829,605,236,966
"Hasbrouck Heights Borough School District, New Jersey","3406930",10304,1815,8489,1142,789,1027,882,982,1101,453,2113,5154,944,4210,459,473,604,488,448,597,110,1031,1793,144,1649,175,86,193,175,219,261,109,431,210,33,177,54,33,0,23,13,27,0,27,3147,694,2453,454,197,230,196,302,216,234,624
"Hawthorne Borough School District, New Jersey","3406990",15393,1785,13608,1905,913,1978,1568,1846,1246,807,3345,9274,1339,7935,1306,548,1128,889,926,745,464,1929,2693,146,2547,219,74,314,220,427,213,253,827,377,12,365,0,61,27,110,83,21,0,63,3049,288,2761,380,230,509,349,410,267,90,526
"Hi-Nella Borough School District, New Jersey","3407080",726,77,649,120,48,103,124,124,73,28,29,408,49,359,74,28,32,66,65,54,20,20,228,13,215,35,13,60,33,51,9,5,9,0,0,0,0,0,0,0,0,0,0,0,90,15,75,11,7,11,25,8,10,3,0
"Highland Park Borough School District, New Jersey","3407170",11315,1206,10109,1527,715,1301,1162,1168,1181,538,2517,3386,445,2941,649,135,373,314,412,307,185,566,3868,157,3711,399,251,343,453,452,492,165,1156,213,104,109,25,0,10,0,13,0,45,16,3848,500,3348,454,329,575,395,291,382,143,779
"Hillsborough Township School District, New Jersey","3407230",32079,3699,28380,4129,1735,2483,2602,3017,2941,1596,9877,16788,2026,14762,2532,910,1228,1587,1765,1666,726,4348,7928,590,7338,836,410,722,541,783,847,436,2763,377,43,334,10,13,40,82,47,20,0,122,6986,1040,5946,751,402,493,392,422,408,434,2644
"Hillside Township School District, New Jersey","3407290",18050,3397,14653,2331,1226,2704,2177,1982,1476,829,1928,8725,1692,7033,1476,619,1371,1078,744,673,302,770,2716,488,2228,285,162,400,261,307,196,140,477,435,100,335,0,19,78,9,47,84,50,48,6174,1117,5057,570,426,855,829,884,523,337,633
"Ho-Ho-Kus Borough School District, New Jersey","3407320",3147,390,2757,377,111,293,134,222,239,111,1270,1313,180,1133,201,39,164,71,64,91,73,430,1302,103,1199,155,44,87,17,145,113,24,614,14,0,14,0,0,0,0,0,0,14,0,518,107,411,21,28,42,46,13,35,0,226
